Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Ray Allen,37.3,MIA,Wing,565,60,-1.6%,64,-1.3%,34,+1.4%,64,-1.3%,53,+0.1%,24,+1.1%,48,+0.1%,35,+1.2%
Tony Allen,30.8,MEM,Wing,420,71,-3.4%,50,+0.1%,61,-0.4%,30,+2.9%,36,+2.5%,20,+1.4%,88,-4.0%,70,-2.6%
Chris Andersen,34.3,MIA,Big,298,78,-4.0%,83,-4.4%,2,+7.3%,74,-2.3%,23,+5.0%,33,+0.7%,65,-1.3%,55,-0.6%
Carmelo Anthony,28.4,NYK,Forward,480,4,+8.7%,34,+1.2%,87,-3.5%,34,+2.0%,66,-1.5%,61,-0.7%,36,+0.9%,49,+0.2%
Darrell Arthur,24.6,MEM,Big,173,45,+0.8%,61,-1.0%,31,+1.9%,85,-4.6%,76,-2.7%,81,-2.0%,2,+5.7%,14,+3.7%
Omer Asik,26.3,HOU,Big,207,100,-15.0%,98,-11.2%,73,-2.0%,12,+6.2%,26,+4.2%,3,+3.8%,15,+3.1%,2,+6.9%
D.J. Augustin,25.0,IND,Point,308,8,+7.6%,39,+1.1%,72,-1.8%,71,-1.9%,82,-3.7%,51,-0.0%,18,+2.7%,18,+2.7%
Harrison Barnes,20.4,GSW,Wing,459,56,-1.2%,58,-0.6%,58,-0.2%,13,+6.1%,13,+5.9%,58,-0.5%,93,-4.8%,91,-5.3%
Matt Barnes,32.6,LAC,Wing,160,88,-5.8%,93,-8.4%,83,-3.0%,31,+2.4%,58,-0.6%,4,+3.5%,3,+5.5%,0,+9.0%
Brandon Bass,27.5,BOS,Big,201,23,+3.2%,20,+2.7%,68,-1.2%,9,+7.5%,11,+6.3%,79,-1.9%,99,-7.1%,99,-9.0%
Shane Battier,34.1,MIA,Forward,375,59,-1.4%,82,-3.9%,27,+2.2%,48,+0.7%,33,+2.9%,60,-0.6%,30,+1.6%,40,+1.0%
Jerryd Bayless,24.2,MEM,Combo,313,18,+4.4%,12,+5.6%,87,-3.6%,80,-3.8%,92,-7.4%,76,-1.5%,13,+3.4%,28,+1.9%
Marco Belinelli,26.6,CHI,Wing,314,12,+5.6%,23,+2.4%,43,+0.6%,52,+0.2%,48,+0.8%,54,-0.1%,80,-3.1%,75,-3.2%
Patrick Beverley,24.3,HOU,Point,191,27,+2.9%,50,+0.1%,63,-0.5%,67,-1.5%,72,-2.0%,0,+6.7%,94,-4.8%,26,+1.9%
Chauncey Billups,36.1,LAC,Wing,115,11,+5.7%,42,+0.8%,0,+8.4%,84,-4.4%,27,+4.1%,87,-2.6%,69,-2.2%,89,-4.8%
Andray Blatche,26.2,BKN,Big,138,46,+0.7%,16,+4.3%,23,+2.8%,98,-8.4%,89,-5.6%,72,-1.2%,20,+2.6%,33,+1.4%
Andrew Bogut,27.9,GSW,Big,326,67,-2.5%,76,-3.2%,42,+0.9%,3,+8.6%,5,+9.5%,86,-2.5%,87,-3.8%,93,-6.3%
Matt Bonner,32.6,SAS,Big,249,35,+2.0%,46,+0.4%,59,-0.3%,65,-1.4%,70,-1.7%,61,-0.7%,28,+1.9%,34,+1.2%
Carlos Boozer,30.9,CHI,Big,430,17,+4.5%,8,+6.7%,82,-2.8%,32,+2.4%,56,-0.4%,89,-2.9%,84,-3.5%,94,-6.3%
Chris Bosh,28.6,MIA,Big,747,33,+2.2%,29,+1.9%,92,-5.0%,24,+3.7%,64,-1.3%,35,+0.7%,64,-1.3%,57,-0.7%
Avery Bradley,21.9,BOS,Combo,189,65,-2.1%,86,-5.7%,36,+1.2%,7,+7.8%,7,+8.9%,8,+2.6%,97,-5.8%,74,-3.2%
Corey Brewer,26.7,DEN,Wing,145,10,+6.0%,71,-2.4%,9,+5.2%,51,+0.2%,16,+5.5%,50,+0.0%,79,-3.1%,72,-3.0%
Caron Butler,32.6,LAC,Wing,135,9,+6.4%,17,+4.2%,65,-0.8%,47,+0.7%,55,-0.1%,78,-1.9%,68,-2.2%,84,-4.1%
Jimmy Butler,23.1,CHI,Wing,488,30,+2.7%,10,+5.7%,71,-1.7%,90,-5.2%,92,-6.9%,24,+1.1%,50,+0.1%,36,+1.2%
Mario Chalmers,26.5,MIA,Point,639,38,+1.6%,35,+1.2%,80,-2.5%,45,+0.9%,66,-1.6%,68,-0.9%,33,+1.3%,48,+0.4%
Tyson Chandler,30.1,NYK,Big,349,66,-2.3%,76,-3.0%,64,-0.6%,21,+4.3%,29,+3.7%,83,-2.4%,29,+1.7%,56,-0.6%
Wilson Chandler,25.5,DEN,Forward,204,81,-4.7%,2,+9.6%,98,-8.4%,73,-2.2%,99,-10.7%,45,+0.2%,37,+0.9%,39,+1.0%
Norris Cole,24.1,MIA,Point,377,68,-2.7%,60,-0.9%,35,+1.3%,55,-0.3%,46,+1.0%,44,+0.3%,55,-0.4%,52,-0.1%
Nick Collison,32.0,OKC,Big,170,73,-3.5%,71,-2.6%,38,+0.9%,37,+1.8%,35,+2.7%,74,-1.3%,32,+1.3%,51,-0.1%
Mike Conley,25.1,MEM,Point,574,71,-3.2%,67,-2.0%,25,+2.3%,15,+5.7%,8,+8.0%,9,+2.6%,100,-8.6%,92,-6.0%
Jamal Crawford,32.6,LAC,Wing,158,95,-7.6%,37,+1.2%,83,-3.0%,46,+0.8%,73,-2.2%,43,+0.3%,39,+0.7%,39,+1.0%
Stephen Curry,24.6,GSW,Combo,495,50,+0.0%,30,+1.9%,52,+0.1%,40,+1.5%,42,+1.6%,13,+2.1%,97,-5.7%,78,-3.5%
Carlos Delfino,30.2,HOU,Wing,116,61,-1.7%,24,+2.2%,75,-2.1%,72,-2.0%,84,-4.1%,92,-3.1%,5,+5.0%,27,+1.9%
Luol Deng,27.5,CHI,Forward,222,48,+0.4%,47,+0.4%,39,+0.9%,54,-0.2%,49,+0.7%,77,-1.7%,43,+0.5%,60,-1.2%
