Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Steven Adams,26.3,OKC,Big,1680,81,+2.0%,70,+1.5%,95,+7.1%,85,+5.5%,95,+6.4%,72,+3.7%,53,+0.2%,66,+1.0%
LaMarcus Aldridge,34.3,SAS,Big,1753,38,-0.9%,47,-0.4%,59,+0.7%,58,+1.1%,58,+0.8%,21,-4.8%,54,+0.3%,39,-0.7%
Al-Farouq Aminu,29.1,ORL,Forward,380,1,-7.7%,3,-9.1%,1,-12.4%,53,+0.4%,4,-7.1%,3,-14.4%,8,-4.6%,3,-6.2%
Kyle Anderson,26.1,MEM,Forward,1296,29,-1.5%,57,+0.4%,74,+2.5%,60,+1.3%,75,+2.1%,47,-0.4%,11,-4.2%,13,-3.3%
Giannis Antetokounmpo,24.9,MIL,Big,1915,77,+1.6%,96,+6.1%,10,-5.9%,24,-3.5%,10,-5.2%,58,+1.4%,32,-1.7%,35,-1.0%
Carmelo Anthony,35.4,POR,Big,1897,41,-0.7%,69,+1.4%,87,+4.5%,13,-6.2%,45,-0.3%,93,+8.1%,17,-3.1%,37,-0.8%
Trevor Ariza,34.3,SAC,Forward,783,18,-2.4%,35,-1.5%,12,-5.2%,10,-6.7%,7,-5.8%,33,-2.5%,61,+0.8%,51,+0.1%
Trevor Ariza,34.3,POR,Wing,701,92,+3.3%,89,+4.0%,100,+11.5%,26,-3.2%,93,+5.1%,14,-6.5%,48,-0.3%,46,-0.3%
D.J. Augustin,32.0,ORL,Point,1419,36,-1.1%,18,-3.7%,30,-2.2%,79,+4.3%,55,+0.5%,39,-1.6%,56,+0.5%,54,+0.3%
J.J. Barea,35.3,DAL,Point,388,35,-1.2%,66,+1.2%,51,+0.1%,53,+0.4%,49,-0.0%,65,+2.5%,7,-5.0%,14,-3.2%
Harrison Barnes,27.4,SAC,Forward,2474,52,-0.0%,65,+1.1%,22,-3.3%,82,+4.6%,43,-0.6%,32,-2.8%,55,+0.4%,45,-0.4%
Will Barton,28.8,DEN,Wing,1903,57,+0.4%,22,-3.1%,89,+4.8%,81,+4.6%,92,+4.7%,96,+9.6%,13,-3.7%,40,-0.7%
Nicolas Batum,30.9,CHA,Wing,488,94,+3.7%,92,+4.8%,91,+5.8%,8,-8.2%,75,+2.2%,77,+4.2%,83,+2.7%,88,+2.9%
Aron Baynes,32.9,PHX,Big,934,58,+0.4%,51,-0.2%,86,+4.4%,78,+3.9%,88,+4.2%,40,-1.3%,35,-1.5%,30,-1.5%
Kent Bazemore,30.3,POR,Wing,1077,42,-0.7%,31,-2.1%,64,+1.3%,54,+0.6%,60,+0.9%,62,+2.0%,29,-1.9%,35,-1.0%
Kent Bazemore,30.3,SAC,Forward,556,24,-1.9%,31,-2.1%,85,+4.3%,1,-18.3%,23,-2.7%,27,-3.5%,38,-1.1%,31,-1.4%
Bradley Beal,26.3,WAS,Wing,2051,83,+2.2%,11,-4.9%,70,+2.0%,88,+6.2%,88,+4.0%,9,-8.7%,79,+2.2%,56,+0.3%
