Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
J.J. Barea,27.3,MIN,Point,1022,56,47.1%,36,41.5%,79,38.4%,19,77.6%,81,25%,80,11%,86,12%,88,55%
Andrea Bargnani,26.0,TOR,Forward,1030,50,47.1%,60,47.6%,38,30.1%,100,87.3%,44,69%,42,61%,33,66%,65,94%
Matt Barnes,31.6,LAL,Wing,1429,81,52.0%,91,51.8%,46,34.6%,30,74.2%,13,81%,14,72%,4,81%,3,100%
Brandon Bass,26.5,BOS,Big,1850,36,47.9%,38,47.9%,0,0.0%,92,81.1%,17,78%,55,61%,25,84%,0,0%
Tony Battie,35.7,PHI,Big,286,3,36.7%,5,37.5%,0,0.0%,0,100.0%,2,89%,36,67%,1,100%,0,0%
Shane Battier,33.1,MIA,Wing,1451,59,48.8%,58,46.2%,41,33.5%,8,62.2%,7,84%,15,71%,34,64%,28,98%
Nicolas Batum,22.9,POR,Wing,1747,90,54.1%,83,49.7%,82,39.9%,80,84.6%,24,77%,30,63%,7,78%,53,94%
Jerryd Bayless,23.2,TOR,Combo,684,82,50.7%,33,42.9%,90,42.6%,74,85.2%,49,45%,71,30%,69,24%,58,77%
Michael Beasley,22.8,MIN,Forward,1043,60,48.5%,40,45.2%,87,40.4%,9,63.6%,88,49%,77,49%,83,39%,94,76%
Rodrigue Beaubois,23.7,DAL,Combo,1069,60,48.1%,73,47.8%,31,32.5%,69,84.4%,69,38%,40,39%,89,13%,62,76%
Marco Belinelli,25.6,NOP,Combo,1944,69,49.6%,40,44.1%,74,38.5%,43,81.1%,2,80%,4,73%,2,79%,29,85%
Raja Bell,35.1,UTA,Wing,794,97,56.4%,96,54.1%,76,39.1%,0,84.0%,1,94%,2,86%,2,92%,3,100%
Mike Bibby,33.5,NYK,Point,522,17,40.2%,0,22.2%,35,32.1%,0,75.0%,0,88%,92,0%,0,71%,17,96%
Andris Biedrins,25.6,GSW,Big,737,96,60.9%,96,60.9%,0,0.0%,0,11.1%,19,77%,11,77%,39,78%,0,0%
Chauncey Billups,35.1,LAC,Combo,605,47,47.1%,4,34.0%,79,38.7%,89,89.5%,22,58%,51,36%,42,29%,56,77%
Bismack Biyombo,19.2,CHA,Big,1377,34,47.3%,34,47.3%,0,0.0%,12,50.0%,43,69%,24,71%,66,64%,0,0%
DeJuan Blair,22.5,SAS,Big,1319,78,53.5%,79,53.5%,0,0.0%,20,59.6%,25,75%,11,77%,52,71%,0,0%
Steve Blake,31.7,LAL,Point,1234,75,49.4%,50,43.6%,56,35.6%,21,77.8%,5,66%,92,0%,5,56%,36,85%
Andray Blatche,25.2,WAS,Big,623,5,38.5%,6,38.2%,0,28.6%,46,67.3%,91,52%,80,54%,91,48%,66,100%
Eric Bledsoe,21.9,LAC,Combo,431,24,43.2%,62,47.2%,3,20.7%,3,63.6%,71,38%,69,30%,73,22%,0,100%
Andrew Bogut,26.9,MIL,Big,363,25,45.2%,25,45.2%,0,0.0%,0,60.9%,80,59%,25,71%,97,39%,0,0%
Matt Bonner,31.6,SAS,Big,1299,91,58.3%,45,49.0%,91,41.4%,0,76.2%,5,88%,76,55%,55,68%,89,99%
Trevor Booker,23.9,WAS,Big,1243,74,53.2%,76,53.2%,0,100.0%,22,60.2%,80,59%,68,57%,72,62%,66,100%
Carlos Boozer,29.9,CHI,Big,1946,73,53.2%,77,53.2%,0,0.0%,57,69.9%,34,72%,16,74%,52,71%,0,0%
Chris Bosh,27.6,MIA,Big,1977,52,49.7%,55,49.9%,39,29.4%,94,81.9%,58,65%,53,61%,61,67%,66,100%
Earl Boykins,35.4,HOU,Point,110,2,35.3%,11,36.0%,0,22.2%,0,86.7%,25,45%,0,0%,27,33%,2,100%
Avery Bradley,20.9,BOS,Combo,1300,98,52.4%,91,50.3%,92,44.0%,46,81.2%,7,68%,7,64%,9,65%,0,100%
Elton Brand,32.6,PHI,Big,1728,48,49.5%,52,49.6%,0,0.0%,68,73.3%,21,76%,27,70%,39,78%,0,0%
Corey Brewer,25.7,DEN,Wing,1245,53,48.0%,89,51.2%,8,26.0%,18,68.5%,20,79%,7,76%,27,68%,3,100%
Ronnie Brewer,26.6,CHI,Wing,1585,22,45.1%,43,44.9%,24,30.6%,1,56.3%,29,76%,23,68%,3,82%,50,95%
Jon Brockman,24.6,MIL,Big,169,0,28.1%,1,28.1%,0,0.0%,0,30.0%,100,33%,99,14%,1,100%,0,0%
MarShon Brooks,22.8,BKN,Wing,1611,43,47.0%,64,46.7%,33,32.2%,38,77.1%,97,35%,86,39%,94,21%,97,65%
Derrick Brown,24.1,CHA,Forward,1292,79,52.3%,88,53.4%,10,25.0%,14,66.4%,58,64%,40,63%,35,66%,83,83%
Kwame Brown,29.6,GSW,Big,186,71,52.5%,73,52.5%,0,0.0%,5,44.1%,22,76%,14,75%,1,100%,0,0%
Shannon Brown,25.9,PHX,Wing,1309,55,48.3%,41,44.8%,63,37.0%,55,79.3%,71,58%,26,66%,72,39%,93,73%
Kobe Bryant,33.2,LAL,Wing,2228,35,46.5%,62,46.5%,26,30.9%,77,84.4%,91,44%,77,45%,70,39%,97,64%
Chase Budinger,23.4,HOU,Wing,1268,89,54.1%,76,48.1%,85,40.6%,32,75.4%,19,79%,22,68%,35,62%,41,97%
Alec Burks,20.3,UTA,Wing,884,29,45.8%,35,44.0%,81,39.5%,25,71.4%,77,55%,59,51%,47,53%,74,87%
Caron Butler,31.6,LAC,Wing,1866,49,47.6%,31,43.7%,56,36.1%,63,81.0%,32,76%,43,59%,21,71%,53,95%
Jimmy Butler,22.1,CHI,Wing,269,18,43.8%,66,46.9%,0,12.5%,31,75.0%,41,71%,19,69%,22,70%,3,100%
Rasual Butler,32.4,TOR,Wing,439,4,38.8%,5,35.7%,9,27.0%,0,58.3%,6,85%,1,100%,25,69%,48,95%
Andrew Bynum,24.0,LAL,Big,2109,85,55.9%,87,55.9%,0,33.3%,55,69.2%,50,68%,17,74%,88,51%,66,100%
Will Bynum,28.8,DET,Point,450,19,40.2%,28,40.8%,10,22.7%,17,76.4%,91,22%,72,16%,64,19%,41,80%
Jose Calderon,30.1,TOR,Point,1789,84,51.9%,88,50.0%,67,37.1%,95,88.2%,34,39%,67,18%,42,26%,45,80%
Marcus Camby,37.6,HOU,Big,458,50,49.6%,43,48.8%,0,50.0%,3,42.3%,70,62%,97,39%,35,81%,66,100%
Marcus Camby,37.6,POR,Big,891,8,41.6%,11,41.6%,0,0.0%,7,47.4%,75,61%,85,51%,24,85%,0,0%
Brian Cardinal,34.5,DAL,Forward,213,0,29.8%,69,50.0%,3,18.4%,0,83.3%,0,100%,2,100%,0,0%,8,100%
DeMarre Carroll,25.3,UTA,Wing,318,5,39.5%,4,35.5%,60,36.8%,0,87.5%,42,71%,60,50%,10,77%,3,100%
Matt Carroll,31.2,CHA,Wing,455,1,33.9%,6,36.0%,2,18.8%,0,75.0%,31,76%,51,55%,5,80%,3,100%
Anthony Carter,36.4,TOR,Point,187,14,39.8%,2,31.3%,0,41.7%,0,80.0%,23,47%,22,33%,8,50%,80,60%
Vince Carter,34.8,DAL,Wing,1507,51,47.7%,30,43.7%,56,36.1%,69,82.3%,90,47%,93,31%,93,22%,76,86%
Omri Casspi,23.4,CLE,Forward,1261,33,45.9%,33,44.5%,44,31.8%,17,67.0%,27,74%,15,72%,58,55%,73,90%
Mario Chalmers,25.5,MIA,Point,1795,95,54.9%,89,50.9%,87,39.1%,33,79.2%,14,55%,45,25%,36,27%,25,90%
Tyson Chandler,29.1,NYK,Big,2055,99,68.3%,99,68.5%,0,0.0%,56,69.3%,11,81%,7,81%,29,82%,0,0%
Wilson Chandler,24.5,DEN,Forward,210,15,40.7%,17,40.6%,0,27.3%,0,83.3%,100,31%,98,29%,94,25%,98,67%
Josh Childress,28.4,PHX,Wing,443,71,50.5%,99,58.8%,1,17.4%,0,0.0%,47,68%,25,67%,99,0%,3,100%
Earl Clark,23.8,ORL,Big,499,6,38.7%,7,38.7%,0,0.0%,70,74.1%,19,77%,23,72%,27,83%,0,0%
Norris Cole,23.0,MIA,Point,1143,20,40.3%,33,41.1%,15,24.2%,31,78.8%,45,38%,56,23%,14,41%,30,88%
Jason Collins,32.9,ATL,Big,265,32,47.1%,31,47.1%,0,0.0%,0,36.4%,1,94%,2,92%,1,100%,0,0%
Darren Collison,24.2,IND,Point,1870,58,47.7%,64,45.9%,69,37.4%,67,83.0%,55,35%,19,36%,59,22%,55,76%
Nick Collison,31.0,OKC,Big,1249,94,60.3%,94,60.3%,0,0.0%,71,74.1%,53,67%,50,63%,34,81%,0,0%
Mike Conley,24.1,MEM,Point,2167,64,48.1%,58,44.8%,85,39.0%,83,86.1%,63,34%,55,23%,78,15%,28,88%
Brian Cook,30.9,WAS,Big,124,42,48.8%,71,52.2%,39,29.4%,0,75.0%,4,88%,0,100%,57,67%,66,100%
Daequan Cook,24.5,OKC,Wing,917,78,51.5%,77,48.2%,50,34.9%,0,60.0%,3,88%,60,50%,32,65%,34,97%
DeMarcus Cousins,21.2,SAC,Big,1922,22,44.8%,24,45.0%,0,18.2%,61,70.5%,96,47%,94,43%,86,51%,66,100%
Jamal Crawford,31.6,POR,Combo,1580,29,44.9%,29,42.5%,33,32.5%,100,92.6%,56,41%,80,25%,71,23%,36,84%
Jordan Crawford,23.0,WAS,Wing,1713,24,45.3%,46,45.3%,20,29.8%,56,79.5%,96,39%,94,31%,88,30%,94,71%
Dante Cunningham,24.5,MEM,Big,1080,68,51.9%,70,51.9%,0,0.0%,30,63.6%,36,71%,64,59%,16,91%,0,0%
Stephen Curry,23.6,GSW,Point,728,98,57.8%,92,51.4%,100,44.9%,50,80.9%,19,50%,8,47%,31,30%,47,79%
Samuel Dalembert,31.5,HOU,Big,1432,61,50.6%,62,50.6%,0,0.0%,86,79.3%,76,60%,65,58%,68,63%,0,0%
Marquis Daniels,30.8,BOS,Wing,440,3,37.5%,11,39.0%,0,0.0%,0,73.9%,53,65%,16,71%,53,50%,0,0%
Baron Davis,32.6,NYK,Point,584,39,43.9%,41,41.8%,25,30.9%,0,66.7%,72,32%,83,11%,100,5%,61,72%
Ed Davis,22.4,TOR,Big,1459,63,50.9%,65,50.9%,0,0.0%,40,66.0%,35,72%,35,67%,35,81%,0,0%
Glen Davis,25.8,ORL,Big,1395,14,42.6%,16,42.7%,0,20.0%,50,67.9%,55,66%,42,65%,62,66%,66,100%
Austin Daye,23.4,DET,Wing,494,0,32.8%,3,32.8%,4,21.8%,82,84.8%,48,68%,38,60%,40,59%,3,100%
DeMar DeRozan,22.2,TOR,Wing,2180,17,43.7%,34,43.9%,12,27.6%,62,80.7%,55,64%,20,69%,39,60%,87,79%
Carlos Delfino,29.2,MIL,Wing,1517,65,50.0%,45,45.3%,57,36.2%,53,79.2%,50,67%,76,46%,66,43%,58,93%
Luol Deng,26.5,CHI,Wing,2114,36,46.5%,24,42.9%,68,37.2%,35,76.3%,53,65%,53,53%,47,53%,28,99%
Boris Diaw,29.5,CHA,Forward,1007,27,45.3%,58,47.4%,28,27.1%,6,63.0%,54,65%,56,58%,50,60%,71,91%
Boris Diaw,29.5,SAS,Big,366,99,64.3%,92,58.8%,0,58.3%,0,62.5%,16,78%,17,74%,48,73%,66,100%
DeSagana Diop,29.8,CHA,Big,300,1,35.0%,2,35.0%,0,0.0%,0,25.0%,16,79%,5,86%,51,71%,0,0%
Keyon Dooling,31.5,BOS,Combo,629,73,50.0%,82,49.4%,44,33.8%,9,74.2%,20,58%,36,40%,40,30%,24,93%
Toney Douglas,25.6,NYK,Combo,617,9,36.8%,20,38.4%,8,22.9%,71,84.6%,44,47%,58,35%,47,29%,33,84%
Goran Dragic,25.5,HOU,Combo,1707,89,51.6%,93,52.3%,41,33.5%,37,80.2%,96,28%,89,23%,98,8%,84,62%
Jared Dudley,26.3,PHX,Wing,2009,92,55.3%,95,54.0%,75,38.6%,28,72.2%,28,76%,34,62%,15,74%,27,99%
Chris Duhon,29.2,ORL,Point,1199,94,54.6%,34,41.5%,96,42.1%,0,83.3%,16,52%,84,10%,13,43%,59,73%
Tim Duncan,35.5,SAS,Big,1630,48,49.4%,52,49.7%,0,0.0%,57,69.5%,73,61%,58,60%,70,63%,0,0%
Mike Dunleavy,31.1,MIL,Wing,1403,95,55.8%,93,52.4%,84,40.4%,67,81.1%,9,84%,6,77%,11,76%,32,98%
Kevin Durant,23.1,OKC,Forward,2535,88,54.9%,90,53.5%,79,38.8%,94,86.1%,90,48%,85,47%,88,34%,92,80%
Jerome Dyson,24.5,NOP,Point,178,22,40.6%,59,45.0%,0,12.5%,21,77.8%,80,26%,73,15%,19,40%,2,100%
Devin Ebanks,22.0,LAL,Wing,377,16,43.2%,72,47.9%,0,0.0%,15,65.7%,52,66%,38,60%,16,73%,0,0%
Wayne Ellington,23.9,MIN,Wing,935,41,46.8%,50,45.6%,35,32.7%,48,78.9%,57,64%,82,42%,42,58%,66,91%
Monta Ellis,26.0,GSW,Combo,1360,42,46.8%,58,46.4%,23,31.8%,40,81.0%,62,39%,33,42%,60,26%,71,71%
Monta Ellis,26.0,MIL,Wing,752,22,45.1%,52,45.7%,10,27.3%,37,76.4%,91,44%,60,50%,84,32%,84,83%
Semih Erden,25.3,CLE,Big,303,71,52.4%,73,52.4%,0,0.0%,9,48.6%,65,64%,29,69%,99,25%,0,0%
Jeremy Evans,24.0,UTA,Forward,162,94,56.7%,98,56.7%,0,0.0%,0,50.0%,92,47%,92,44%,2,100%,0,0%
Maurice Evans,33.0,WAS,Wing,318,61,49.0%,27,43.1%,70,38.1%,0,80.0%,47,68%,32,63%,49,53%,72,88%
Reggie Evans,31.5,LAC,Big,739,46,49.3%,48,49.3%,0,0.0%,11,49.3%,99,44%,93,44%,88,50%,0,0%
Tyreke Evans,22.1,SAC,Wing,2152,39,46.7%,78,48.4%,3,20.5%,44,77.9%,98,35%,88,38%,96,18%,89,78%
Kenneth Faried,21.9,DEN,Big,996,92,59.1%,93,59.1%,0,0.0%,36,64.9%,57,66%,45,64%,47,73%,0,0%
Jordan Farmar,24.9,BKN,Combo,796,100,55.2%,64,47.3%,97,44.9%,94,90.3%,24,55%,53,36%,22,41%,44,83%
Derrick Favors,20.3,UTA,Big,1349,57,50.1%,58,50.1%,0,0.0%,35,64.2%,84,57%,68,57%,81,57%,0,0%
Raymond Felton,27.3,POR,Point,1899,52,46.0%,63,45.1%,31,31.6%,43,80.6%,70,33%,75,15%,52,24%,58,74%
Rudy Fernandez,26.6,DEN,Wing,685,76,50.9%,97,56.4%,22,30.4%,19,69.8%,11,82%,3,85%,37,61%,35,97%
Landry Fields,23.3,NYK,Wing,1855,59,48.8%,92,52.0%,6,25.8%,0,55.7%,65,61%,36,61%,71,39%,36,97%
Derek Fisher,37.2,LAL,Point,1100,36,43.7%,30,41.0%,42,33.3%,69,83.0%,6,62%,14,42%,3,57%,38,83%
Derek Fisher,37.2,OKC,Point,361,6,37.2%,5,32.8%,23,30.3%,0,90.9%,9,60%,80,11%,2,64%,2,100%
Jonny Flynn,22.7,POR,Point,270,34,43.7%,25,40.6%,52,34.8%,0,73.9%,41,38%,11,45%,63,20%,77,63%
Gary Forbes,26.7,TOR,Wing,649,34,46.4%,33,43.9%,47,34.7%,20,70.1%,82,51%,78,45%,87,30%,60,92%
T.J. Ford,28.6,SAS,Point,160,38,43.8%,27,40.7%,0,40.0%,0,81.8%,36,38%,5,50%,34,29%,91,50%
Jeff Foster,34.8,IND,Big,140,72,52.8%,31,47.1%,0,100.0%,0,66.7%,98,44%,98,29%,1,100%,66,100%
Randy Foye,28.1,LAC,Wing,1632,62,49.1%,12,39.1%,74,38.6%,89,87.5%,34,74%,31,63%,46,53%,68,89%
Jimmer Fredette,22.7,SAC,Combo,1056,58,48.1%,24,40.4%,64,37.6%,57,83.3%,42,47%,20,52%,56,27%,87,59%
Channing Frye,28.5,PHX,Big,1653,43,48.9%,30,47.0%,74,34.2%,99,89.0%,32,73%,88,49%,63,65%,91,97%
Sundiata Gaines,25.5,BKN,Combo,723,20,41.0%,11,37.4%,26,32.4%,0,59.7%,98,27%,93,17%,76,21%,96,48%
Danilo Gallinari,23.2,DEN,Forward,1347,58,48.2%,54,47.2%,46,33.1%,97,87.1%,69,62%,69,53%,81,43%,79,88%
Francisco Garcia,29.8,SAC,Wing,770,38,46.6%,82,49.5%,19,29.7%,47,78.6%,9,83%,17,70%,7,78%,50,95%
Kevin Garnett,35.5,BOS,Big,1855,61,50.5%,61,50.5%,0,33.3%,96,85.7%,20,76%,7,82%,44,74%,96,67%
Marc Gasol,26.8,MEM,Big,2363,40,48.6%,44,48.9%,0,14.3%,74,74.8%,48,68%,12,76%,65,64%,66,100%
Pau Gasol,31.3,LAL,Big,2425,60,50.5%,63,50.8%,26,25.9%,83,78.2%,58,65%,55,61%,56,67%,95,86%
Rudy Gay,25.2,MEM,Forward,2415,56,48.0%,65,48.2%,41,31.0%,69,78.8%,94,44%,73,51%,92,29%,90,81%
Alonzo Gee,24.4,CLE,Wing,1785,25,45.4%,40,44.6%,31,31.8%,46,78.5%,74,56%,71,49%,66,41%,46,95%
Paul George,21.5,IND,Wing,1937,77,51.0%,68,47.4%,72,38.3%,65,81.0%,72,58%,74,47%,74,37%,75,86%
Daniel Gibson,25.7,CLE,Wing,885,23,45.2%,2,29.5%,69,38.1%,49,79.1%,25,77%,60,50%,20,71%,77,86%
Taj Gibson,26.4,CHI,Big,1199,53,50.0%,55,50.0%,0,0.0%,25,61.4%,48,68%,57,60%,33,81%,0,0%
Manu Ginobili,34.3,SAS,Wing,787,100,62.1%,100,61.8%,88,41.6%,88,87.1%,87,50%,92,32%,83,32%,84,83%
Mickell Gladness,25.3,GSW,Big,222,16,42.9%,16,42.9%,0,0.0%,0,50.0%,27,75%,24,71%,37,80%,0,0%
Ryan Gomes,29.2,LAC,Forward,366,4,36.1%,21,41.4%,0,16.0%,0,72.7%,4,93%,17,71%,2,100%,8,100%
Drew Gooden,30.1,MIL,Big,1462,22,45.0%,23,44.9%,48,30.2%,96,85.7%,52,67%,83,52%,43,75%,93,94%
Ben Gordon,28.6,DET,Combo,1343,73,50.0%,44,44.4%,95,44.0%,77,85.7%,29,54%,60,33%,13,53%,76,69%
Eric Gordon,22.9,NOP,Combo,303,64,48.2%,96,52.5%,13,24.3%,14,76.2%,80,34%,42,39%,76,21%,98,44%
Marcin Gortat,27.7,PHX,Big,2108,84,55.7%,85,55.8%,0,0.0%,37,64.9%,14,80%,6,83%,46,74%,0,0%
Andrew Goudelock,22.9,LAL,Combo,399,51,47.5%,27,40.4%,72,38.2%,0,90.0%,31,53%,0,0%,36,32%,31,85%
Danny Granger,28.5,IND,Wing,2060,54,48.1%,29,43.4%,73,38.4%,91,87.6%,73,57%,58,52%,85,31%,47,95%
Aaron Gray,26.9,TOR,Big,804,69,51.9%,70,51.9%,0,0.0%,17,53.2%,54,66%,66,57%,11,95%,0,0%
Danny Green,24.4,SAS,Wing,1471,93,55.3%,55,46.1%,95,43.4%,58,79.6%,28,76%,46,58%,41,59%,44,96%
Gerald Green,25.8,BKN,Forward,753,92,56.0%,92,53.6%,85,40.2%,49,76.3%,52,68%,21,70%,73,49%,46,98%
Willie Green,30.3,ATL,Wing,784,88,54.0%,80,49.2%,94,42.9%,86,86.0%,16,79%,11,74%,23,69%,3,100%
Donte Greene,23.7,SAC,Big,736,24,45.0%,66,51.7%,13,23.2%,85,79.2%,25,75%,24,71%,66,64%,66,100%
Blake Griffin,22.6,LAC,Big,2383,84,55.1%,84,55.5%,0,15.4%,14,52.2%,69,63%,42,65%,83,57%,66,100%
Hamed Haddadi,26.5,MEM,Big,184,88,56.1%,88,56.1%,0,0.0%,0,68.0%,91,52%,86,50%,57,67%,0,0%
Jordan Hamilton,21.1,DEN,Wing,229,47,47.4%,41,44.6%,45,34.1%,0,40.0%,51,67%,47,58%,60,46%,58,93%
Richard Hamilton,33.7,CHI,Wing,695,53,47.9%,63,46.6%,62,37.0%,45,78.4%,22,78%,3,81%,16,73%,3,100%
Tyler Hansbrough,26.0,IND,Big,1371,6,39.1%,7,39.1%,0,0.0%,91,80.8%,75,61%,89,48%,48,73%,0,0%
Luke Harangody,23.8,CLE,Big,173,7,39.4%,8,39.4%,35,26.3%,0,66.7%,34,72%,96,40%,42,75%,66,100%
James Harden,22.2,OKC,Wing,1873,98,59.1%,98,58.1%,83,40.1%,81,84.6%,86,50%,96,30%,92,22%,78,86%
Josh Harrellson,22.7,NYK,Big,475,39,48.4%,39,48.0%,65,32.7%,26,61.5%,30,74%,63,59%,57,67%,66,100%
Al Harrington,31.7,DEN,Big,1751,65,51.4%,69,51.8%,70,33.4%,50,68.0%,40,70%,61,60%,84,54%,90,98%
Devin Harris,28.7,UTA,Point,1738,88,52.2%,86,49.8%,63,36.8%,10,74.4%,17,51%,31,30%,16,41%,33,87%
Manny Harris,22.1,CLE,Wing,391,13,42.4%,25,43.0%,18,29.6%,27,72.0%,93,42%,91,35%,77,35%,91,75%
Terrel Harris,24.2,MIA,Combo,277,4,35.2%,71,47.5%,0,12.9%,0,69.2%,4,70%,9,63%,4,67%,0,100%
Tobias Harris,19.3,MIL,Forward,403,31,45.8%,67,49.2%,0,8.3%,80,83.8%,38,70%,13,72%,46,63%,8,100%
Udonis Haslem,31.4,MIA,Big,1548,11,41.9%,12,41.9%,0,0.0%,89,80.4%,22,76%,70,57%,13,92%,0,0%
Spencer Hawes,23.5,PHI,Big,918,51,49.7%,53,49.8%,0,30.0%,65,72.7%,29,74%,47,63%,28,82%,66,100%
Chuck Hayes,28.4,SAC,Big,1026,16,42.9%,17,43.1%,0,0.0%,43,66.7%,78,60%,63,60%,76,60%,0,0%
Gordon Hayward,21.6,UTA,Wing,1999,70,50.5%,84,49.9%,48,34.8%,71,83.3%,38,73%,18,69%,36,62%,3,100%
Brendan Haywood,31.9,DAL,Big,1143,67,51.8%,68,51.8%,0,0.0%,6,46.9%,61,64%,27,70%,98,38%,0,0%
Gerald Henderson,23.9,CHA,Wing,1811,48,47.5%,70,47.8%,17,28.9%,34,76.0%,69,60%,60,50%,31,66%,98,64%
Xavier Henry,20.6,NOP,Wing,721,7,39.7%,9,38.5%,0,38.5%,3,61.3%,45,69%,47,57%,12,75%,3,100%
Roy Hibbert,24.9,IND,Big,1933,53,49.8%,54,49.9%,0,0.0%,62,71.1%,94,48%,93,44%,86,52%,0,0%
JJ Hickson,23.2,POR,Big,595,81,54.1%,83,54.4%,0,0.0%,35,64.9%,86,57%,60,60%,88,50%,0,0%
JJ Hickson,23.2,SAC,Big,620,4,36.9%,4,36.9%,0,0.0%,30,63.6%,68,63%,36,67%,80,59%,0,0%
Cory Higgins,22.4,CHA,Combo,285,7,36.6%,16,38.2%,0,16.7%,11,75.0%,67,39%,73,27%,18,42%,0,100%
Nene Hilario,29.1,DEN,Big,825,64,51.3%,66,51.3%,0,0.0%,47,67.7%,49,68%,29,69%,64,65%,0,0%
Nene Hilario,29.1,WAS,Big,271,94,60.7%,96,61.9%,0,0.0%,30,63.6%,85,57%,26,70%,96,39%,0,0%
George Hill,25.5,IND,Combo,1253,93,52.3%,87,49.6%,67,37.8%,29,79.1%,51,44%,22,49%,80,20%,78,65%
Grant Hill,39.1,PHX,Forward,1376,42,46.2%,50,47.0%,26,26.9%,43,76.1%,48,69%,25,69%,38,65%,8,100%
Jordan Hill,24.3,HOU,Big,438,53,50.0%,63,50.8%,0,0.0%,29,63.3%,81,59%,73,56%,68,63%,0,0%
Kirk Hinrich,30.8,ATL,Combo,1211,80,50.4%,67,47.4%,54,35.9%,23,78.1%,9,63%,24,47%,24,40%,22,94%
Jrue Holiday,21.4,PHI,Combo,2177,49,47.3%,49,44.6%,77,38.7%,26,78.3%,73,37%,60,33%,67,24%,64,75%
Ryan Hollins,27.1,BOS,Big,147,100,69.6%,100,69.6%,0,0.0%,0,27.8%,10,81%,8,80%,1,100%,0,0%
Ryan Hollins,27.1,CLE,Big,346,44,49.1%,46,49.1%,0,0.0%,23,60.4%,17,78%,14,75%,22,86%,0,0%
Al Horford,25.4,ATL,Big,347,86,55.9%,86,55.9%,0,0.0%,69,73.3%,83,58%,81,53%,63,65%,0,0%
