Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Rafer Alston,30.3,HOU,Point,308,28,45.2%,17,27%,83,60%,22,38%,67,46%,0,38%,17,31%,20,33%
Carmelo Anthony,22.4,DEN,Wing,209,74,52.6%,67,66%,26,20%,67,40%,41,33%,0,50%,0,50%,95,50%
Leandro Barbosa,23.9,PHX,Combo,344,73,44.8%,73,62%,27,25%,18,31%,18,28%,0,19%,60,33%,14,29%
Andrea Bargnani,21.0,TOR,Big,174,49,52.3%,10,50%,63,43%,93,54%,83,50%,0,0%,0,40%,83,38%
Matt Barnes,26.6,GSW,Forward,328,85,55.1%,31,54%,62,42%,23,29%,38,37%,60,45%,100,39%,88,42%
Brent Barry,34.8,SAS,Wing,209,44,46.6%,78,71%,0,0%,30,33%,41,33%,14,37%,0,24%,9,29%
Shane Battier,28.1,HOU,Forward,271,100,63.7%,8,25%,100,75%,0,0%,100,75%,80,48%,83,38%,100,44%
Raja Bell,30.1,PHX,Wing,437,93,58.1%,93,82%,26,20%,59,38%,52,35%,100,59%,57,37%,91,45%
Andris Biedrins,20.6,GSW,Big,264,100,73.0%,88,74%,73,50%,0,0%,83,50%,0,0%,0,0%,0,0%
Chauncey Billups,30.1,DET,Point,647,83,53.2%,33,42%,89,64%,89,48%,83,50%,0,36%,67,40%,70,40%
Steve Blake,26.7,DEN,Point,179,100,58.1%,56,50%,0,0%,28,38%,33,38%,0,40%,0,55%,100,50%
Josh Boone,21.9,BKN,Big,103,76,57.1%,37,60%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%
Carlos Boozer,24.9,UTA,Big,651,66,53.6%,68,67%,68,47%,46,38%,71,43%,0,0%,0,0%,0,0%
Chris Bosh,22.6,TOR,Big,222,15,41.5%,59,65%,41,36%,41,33%,32,34%,0,0%,0,33%,0,33%
Bruce Bowen,35.4,SAS,Wing,684,81,53.8%,41,56%,19,17%,15,29%,7,25%,86,48%,0,0%,86,45%
Kwame Brown,24.6,LAL,Big,132,59,52.8%,73,68%,20,29%,0,0%,15,29%,0,0%,0,0%,0,0%
P.J. Brown,37.0,CHI,Big,225,32,49.3%,7,47%,90,54%,76,49%,83,50%,0,0%,0,0%,0,0%
Kobe Bryant,28.2,LAL,Wing,211,67,50.4%,63,66%,74,46%,67,40%,74,42%,0,100%,43,35%,41,37%
Jose Calderon,25.1,TOR,Point,138,78,52.9%,67,55%,94,100%,94,54%,94,57%,0,33%,0,22%,0,25%
Marcus Camby,32.6,DEN,Big,184,7,37.8%,5,46%,29,33%,34,27%,15,29%,0,0%,0,0%,0,0%
Vince Carter,29.8,BKN,Wing,484,19,43.6%,30,51%,52,29%,41,35%,33,32%,0,50%,50,35%,50,38%
Jarron Collins,27.9,UTA,Big,100,0,33.3%,0,0%,100,100%,78,50%,100,60%,0,0%,0,0%,0,0%
Jason Collins,27.9,BKN,Big,328,76,57.1%,51,63%,0,0%,78,50%,51,40%,0,0%,0,0%,0,0%
Antonio Daniels,31.6,WAS,Point,175,33,46.1%,94,79%,6,0%,11,33%,11,26%,0,0%,0,20%,0,20%
Baron Davis,27.6,GSW,Point,442,94,56.9%,89,59%,67,47%,100,62%,100,57%,0,31%,50,38%,50,36%
Carlos Delfino,24.2,DET,Wing,122,15,43.5%,52,60%,11,0%,100,60%,89,50%,0,22%,0,20%,0,21%
Luol Deng,21.5,CHI,Forward,409,62,52.4%,38,57%,77,45%,100,53%,85,50%,0,0%,0,0%,0,0%
Boris Diaw,24.5,PHX,Big,227,37,50.0%,49,61%,54,40%,66,42%,56,41%,0,0%,0,0%,0,0%
DeSagana Diop,24.8,DAL,Big,139,90,60.0%,83,73%,73,50%,15,0%,7,25%,0,0%,0,0%,0,0%
Chris Duhon,24.2,CHI,Point,156,22,40.0%,6,20%,6,0%,39,40%,17,29%,0,50%,0,25%,30,33%
Tim Duncan,30.5,SAS,Big,733,46,52.3%,71,68%,61,42%,54,40%,66,41%,0,0%,0,0%,0,0%
Monta Ellis,21.0,GSW,Combo,231,36,41.7%,55,56%,27,25%,55,36%,45,33%,0,25%,0,0%,0,17%
Francisco Elson,30.7,SAS,Big,213,80,57.5%,83,73%,73,50%,49,38%,59,41%,0,0%,0,0%,0,0%
