Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Gilbert Arenas,24.8,WAS,Combo,2935,39,0.2%,75,2.0%,66,3.0%,54,2.0%,73,10.2%,73,1.4%,52,3.7%
Trevor Ariza,21.3,ORL,Wing,1230,79,0.8%,90,2.1%,27,4.4%,99,9.4%,74,11.7%,78,2.5%,95,23.5%
Darrell Armstrong,38.4,IND,Combo,1236,46,0.3%,89,2.3%,52,3.5%,77,3.0%,54,8.9%,66,1.2%,84,6.7%
Hilton Armstrong,21.9,NOP,Big,546,63,2.3%,44,1.0%,42,5.6%,58,9.3%,23,14.0%,97,12.2%,45,28.6%
Carlos Arroyo,27.3,ORL,Point,1255,26,0.1%,49,1.5%,21,4.1%,91,2.7%,83,9.3%,87,1.8%,0,0.0%
Chucky Atkins,32.2,MEM,Point,2050,28,0.1%,15,1.1%,75,2.6%,13,1.0%,17,6.4%,62,0.5%,45,2.7%
Kelenna Azubuike,22.9,GSW,Wing,595,80,0.9%,46,1.4%,69,3.1%,65,3.9%,50,9.7%,0,0.0%,77,14.0%
Renaldo Balkman,22.3,NYK,Forward,998,96,2.3%,94,2.4%,12,5.9%,98,10.4%,98,18.8%,41,1.9%,71,25.4%
Marcus Banks,25.0,PHX,Combo,447,61,0.4%,68,1.9%,7,5.6%,55,2.1%,7,6.1%,0,0.0%,41,2.6%
Leandro Barbosa,23.9,PHX,Combo,2570,50,0.3%,55,1.7%,57,3.3%,11,1.0%,39,7.7%,0,0.0%,23,0.6%
J.J. Barea,22.3,DAL,Combo,112,0,0.0%,0,0.4%,43,3.6%,98,5.7%,79,10.4%,98,12.5%,93,9.1%
Andrea Bargnani,21.0,TOR,Big,1594,53,1.8%,40,0.9%,69,4.6%,1,3.4%,13,13.0%,62,4.2%,14,16.9%
Matt Barnes,26.6,GSW,Forward,1735,82,1.2%,80,1.7%,47,4.1%,65,5.0%,51,12.9%,65,2.9%,76,26.6%
Earl Barron,25.2,MIA,Big,128,36,1.4%,3,0.4%,43,5.5%,38,7.9%,1,7.8%,99,16.7%,3,9.1%
Brent Barry,34.8,SAS,Wing,1528,41,0.4%,67,1.6%,88,2.5%,3,1.3%,40,9.0%,0,0.0%,32,4.0%
Brandon Bass,21.5,NOP,Big,109,44,1.5%,5,0.4%,76,4.1%,8,5.4%,98,24.7%,0,0.0%,98,50.0%
Maceo Baston,30.4,IND,Big,358,77,2.9%,81,1.4%,19,7.0%,12,5.7%,14,13.0%,95,10.7%,75,37.0%
Tony Battie,30.7,ORL,Big,1566,25,1.1%,32,0.8%,46,5.5%,21,6.7%,47,16.4%,67,4.7%,34,24.4%
Shane Battier,28.1,HOU,Forward,2976,80,1.1%,45,1.2%,82,2.8%,12,2.3%,16,9.0%,67,3.2%,18,12.5%
Charlie Bell,27.6,MIL,Wing,2807,6,0.1%,60,1.5%,58,3.3%,19,2.0%,4,6.8%,72,2.2%,51,7.3%
Raja Bell,30.1,PHX,Wing,2905,39,0.4%,4,0.8%,52,3.4%,14,1.8%,7,6.9%,36,0.7%,39,5.0%
Mike Bibby,28.5,SAC,Point,2775,34,0.1%,40,1.4%,89,2.0%,40,1.5%,75,8.9%,64,0.6%,60,3.3%
Andris Biedrins,20.6,GSW,Big,2372,80,3.0%,68,1.2%,52,5.3%,82,11.3%,84,20.1%,33,1.9%,95,45.1%
Chauncey Billups,30.1,DET,Point,2527,87,0.4%,64,1.6%,72,2.7%,15,1.0%,81,9.3%,70,0.8%,85,5.1%
Steve Blake,26.7,DEN,Point,1617,49,0.2%,38,1.3%,92,1.8%,8,0.9%,23,7.0%,72,0.8%,42,2.4%
Steve Blake,26.7,MIL,Point,555,75,0.3%,2,0.7%,30,3.7%,32,1.3%,40,7.7%,0,0.0%,0,0.0%
Will Blalock,23.1,DET,Point,154,0,0.0%,45,1.5%,81,2.3%,94,3.6%,8,5.5%,0,0.0%,0,0.0%
Andray Blatche,20.2,WAS,Big,623,73,2.6%,65,1.2%,44,5.5%,79,11.2%,54,16.8%,44,2.7%,30,23.5%
Mark Blount,30.9,MIN,Big,2539,31,1.2%,29,0.8%,81,3.9%,12,5.9%,24,14.0%,86,7.2%,48,28.7%
Keith Bogans,26.5,ORL,Wing,957,7,0.1%,37,1.3%,22,4.6%,21,2.0%,39,9.0%,49,1.3%,14,1.5%
Andrew Bogut,21.9,MIL,Big,2250,21,0.9%,47,1.0%,77,4.1%,45,8.3%,75,18.8%,35,2.0%,84,40.5%
Matt Bonner,26.6,SAS,Big,507,27,1.1%,64,1.2%,67,4.7%,60,9.4%,16,13.1%,50,3.3%,15,18.2%
Josh Boone,21.9,BKN,Big,608,52,1.8%,15,0.6%,35,6.0%,81,11.3%,34,15.3%,0,0.0%,38,25.6%
Calvin Booth,30.5,WAS,Big,365,95,4.3%,8,0.5%,8,8.1%,30,7.2%,31,14.9%,69,5.0%,42,27.3%
Carlos Boozer,24.9,UTA,Big,2541,5,0.5%,70,1.2%,91,3.2%,67,10.0%,96,23.8%,92,9.4%,98,50.0%
Chris Bosh,22.6,TOR,Big,2652,55,1.9%,19,0.6%,100,2.4%,40,8.1%,90,21.3%,21,0.7%,58,31.4%
Bruce Bowen,35.4,SAS,Wing,2456,61,0.6%,27,1.2%,63,3.2%,1,1.0%,22,7.9%,62,1.8%,83,15.3%
Earl Boykins,30.4,DEN,Point,865,36,0.1%,26,1.2%,100,1.4%,87,2.7%,0,4.4%,0,0.0%,81,4.9%
Earl Boykins,30.4,MIL,Point,1141,0,0.0%,30,1.2%,83,2.2%,81,2.5%,4,4.9%,0,0.0%,23,1.1%
Cedric Bozeman,23.7,ATL,Combo,184,91,0.6%,18,1.2%,0,7.2%,39,1.7%,88,11.3%,0,0.0%,0,0.0%
Elton Brand,27.6,LAC,Big,3071,84,3.2%,61,1.1%,92,3.1%,65,9.8%,47,16.4%,47,3.0%,10,15.7%
Ronnie Brewer,21.6,UTA,Wing,608,60,0.6%,99,2.6%,70,3.1%,92,6.4%,10,7.0%,0,0.0%,0,0.0%
Primoz Brezec,27.1,CHA,Big,827,44,1.5%,14,0.6%,6,8.6%,64,9.8%,21,13.7%,68,4.9%,16,18.8%
Andre Brown,25.5,OKC,Big,224,23,1.0%,68,1.2%,63,4.9%,68,10.1%,42,16.0%,0,0.0%,14,17.4%
Dee Brown,22.2,UTA,Point,372,100,1.1%,70,1.8%,4,5.4%,45,1.5%,38,7.7%,0,0.0%,0,0.0%
Devin Brown,27.8,NOP,Combo,1613,52,0.3%,21,1.2%,48,3.6%,88,3.4%,95,12.6%,89,3.3%,89,8.1%
Kwame Brown,24.6,LAL,Big,1129,67,2.4%,87,1.6%,70,4.5%,47,8.5%,29,14.5%,60,4.2%,90,42.4%
P.J. Brown,37.0,CHI,Big,1443,56,2.0%,24,0.7%,56,5.2%,57,9.3%,27,14.4%,71,5.1%,54,30.2%
Shannon Brown,20.9,CLE,Wing,160,71,0.7%,76,1.7%,18,4.7%,16,1.9%,44,9.4%,100,10.0%,60,9.1%
Kobe Bryant,28.2,LAL,Wing,3136,63,0.6%,61,1.5%,86,2.5%,40,2.6%,76,12.4%,39,0.9%,43,5.5%
Greg Buckner,30.1,DAL,Wing,1278,25,0.3%,75,1.7%,10,5.1%,54,3.1%,46,9.5%,0,0.0%,42,5.4%
Pat Burke,32.9,PHX,Big,119,5,0.5%,62,1.2%,38,5.8%,26,7.0%,12,13.0%,0,0.0%,25,23.1%
Caron Butler,26.6,WAS,Wing,2458,30,0.3%,95,2.4%,79,2.7%,91,6.3%,87,13.8%,63,1.8%,71,10.9%
Rasual Butler,27.4,NOP,Wing,2159,96,1.3%,6,0.9%,74,3.0%,17,1.9%,56,10.1%,75,2.3%,50,7.3%
Andrew Bynum,19.0,LAL,Big,1773,90,3.7%,2,0.3%,38,5.8%,51,8.9%,73,18.8%,26,1.0%,50,29.4%
Jose Calderon,25.1,TOR,Point,1582,51,0.2%,68,1.8%,32,3.6%,43,1.5%,43,8.0%,0,0.0%,25,1.1%
Marcus Camby,32.6,DEN,Big,2360,98,4.9%,86,1.6%,94,3.1%,34,7.7%,99,25.1%,0,0.0%,100,60.0%
Brian Cardinal,29.5,MEM,Forward,307,6,0.2%,100,3.3%,8,6.1%,43,4.3%,82,14.9%,76,4.3%,80,28.1%
Rodney Carney,22.6,PHI,Forward,1110,75,1.0%,59,1.4%,35,4.7%,29,3.5%,6,8.3%,0,0.0%,0,3.1%
Matt Carroll,26.2,CHA,Wing,1851,23,0.3%,40,1.3%,37,4.0%,22,2.0%,67,10.9%,0,0.0%,13,0.8%
Vince Carter,29.8,BKN,Wing,3116,57,0.5%,31,1.2%,54,3.4%,67,4.0%,83,13.1%,71,2.1%,53,7.9%
Sam Cassell,37.0,LAC,Point,1404,77,0.3%,9,0.9%,49,3.5%,68,2.1%,91,10.5%,0,0.0%,87,6.6%
Tyson Chandler,24.1,NOP,Big,2520,76,2.8%,18,0.6%,87,3.6%,95,13.3%,95,23.7%,69,4.9%,82,40.1%
Josh Childress,23.4,ATL,Wing,1987,89,1.0%,39,1.3%,89,2.4%,95,6.8%,62,10.4%,72,2.2%,93,20.9%
Speedy Claxton,28.5,ATL,Point,1050,68,0.2%,100,3.2%,2,5.6%,28,1.2%,28,7.3%,0,0.0%,74,3.9%
Jarron Collins,27.9,UTA,Big,896,9,0.6%,21,0.7%,20,6.7%,41,8.1%,11,12.4%,47,3.0%,12,16.4%
Jason Collins,27.9,BKN,Big,1841,28,1.2%,52,1.0%,28,6.3%,11,5.7%,17,13.2%,23,0.8%,2,8.9%
Mardy Collins,22.2,NYK,Wing,720,16,0.2%,84,2.0%,40,3.8%,75,4.3%,68,11.0%,0,0.0%,44,6.1%
Nick Collison,26.0,OKC,Big,2372,43,1.5%,37,0.9%,51,5.3%,71,10.3%,73,18.7%,75,5.7%,59,31.7%
Brian Cook,25.9,LAL,Big,1012,38,1.4%,58,1.1%,45,5.5%,19,6.5%,26,14.3%,52,3.4%,68,35.3%
Jamal Crawford,26.6,NYK,Wing,2165,14,0.2%,24,1.1%,92,2.0%,24,2.1%,14,7.3%,58,1.7%,15,1.9%
Austin Croshere,31.5,DAL,Big,615,8,0.6%,31,0.8%,74,4.2%,6,5.0%,79,19.5%,0,0.0%,45,28.6%
Eddy Curry,23.9,NYK,Big,2841,18,0.8%,10,0.6%,96,2.8%,42,8.2%,19,13.6%,32,1.9%,21,22.0%
Samuel Dalembert,26.5,PHI,Big,2528,89,3.5%,33,0.9%,68,4.7%,77,10.9%,83,20.0%,37,2.3%,78,37.6%
Erick Dampier,31.3,DAL,Big,1900,68,2.4%,13,0.6%,55,5.2%,96,13.4%,69,18.1%,43,2.6%,80,38.6%
Antonio Daniels,31.6,WAS,Point,1726,74,0.3%,13,1.0%,91,1.9%,21,1.2%,62,8.6%,0,0.0%,49,2.7%
Marquis Daniels,25.8,IND,Wing,772,46,0.4%,55,1.5%,82,2.7%,57,3.3%,18,7.8%,74,2.3%,48,6.5%
Baron Davis,27.6,GSW,Point,2206,98,0.7%,98,2.6%,57,3.2%,77,2.3%,92,10.8%,89,2.0%,34,2.0%
Dale Davis,37.6,DET,Big,457,95,4.2%,51,1.0%,42,5.6%,88,12.2%,38,15.8%,98,15.8%,33,24.2%
Paul Davis,22.3,LAC,Big,102,60,2.1%,79,1.4%,26,6.4%,52,8.9%,21,13.7%,94,10.0%,0,8.3%
Ricky Davis,27.1,MIN,Wing,3010,40,0.4%,32,1.2%,81,2.7%,23,2.0%,25,8.2%,38,0.8%,87,17.2%
Carlos Delfino,24.2,DET,Wing,1277,36,0.4%,58,1.5%,64,3.2%,86,5.1%,91,14.5%,83,2.6%,89,18.9%
Luol Deng,21.5,CHI,Forward,3060,59,0.9%,67,1.4%,96,2.0%,61,4.9%,61,13.1%,86,6.1%,78,27.1%
Boris Diaw,24.5,PHX,Big,2242,22,0.9%,11,0.6%,90,3.3%,5,4.6%,3,9.9%,36,2.1%,6,13.6%
Yakhouba Diawara,24.2,DEN,Wing,1138,27,0.3%,22,1.1%,20,4.6%,29,2.4%,8,7.0%,48,1.2%,28,3.6%
Dan Dickau,28.1,POR,Combo,387,32,0.2%,34,1.5%,4,5.9%,46,1.8%,50,8.5%,0,0.0%,61,4.3%
Travis Diener,24.7,ORL,Point,244,0,0.0%,0,0.6%,15,4.6%,6,0.9%,13,5.8%,100,7.7%,0,0.0%
Ike Diogu,23.1,GSW,Big,199,71,2.5%,21,0.7%,22,6.5%,47,8.5%,65,18.0%,73,5.6%,5,11.8%
Ike Diogu,23.1,IND,Big,494,41,1.5%,6,0.5%,23,6.5%,77,10.9%,31,14.9%,50,3.3%,55,30.2%
DeSagana Diop,24.8,DAL,Big,1400,96,4.3%,71,1.2%,13,7.5%,88,12.2%,79,19.5%,91,8.4%,20,20.8%
Juan Dixon,28.1,POR,Combo,1211,54,0.3%,63,1.8%,41,3.7%,25,1.3%,11,6.3%,68,1.3%,80,6.7%
Juan Dixon,28.1,TOR,Wing,661,11,0.2%,77,1.8%,36,4.0%,7,1.5%,30,8.6%,75,2.4%,75,13.2%
Michael Doleac,29.4,MIA,Big,639,34,1.3%,66,1.2%,25,6.5%,19,6.5%,44,16.1%,97,12.5%,19,20.0%
Keyon Dooling,26.5,ORL,Combo,1395,89,0.6%,50,1.6%,39,3.9%,45,1.7%,2,5.1%,52,0.7%,64,4.6%
Quincy Douby,22.5,SAC,Combo,286,95,0.7%,59,1.7%,68,2.9%,64,2.6%,41,7.8%,93,3.8%,0,0.0%
Chris Duhon,24.2,CHI,Point,1850,47,0.2%,62,1.6%,51,3.4%,30,1.3%,49,8.3%,0,0.0%,66,3.7%
Tim Duncan,30.5,SAS,Big,2720,92,4.0%,62,1.2%,92,3.2%,53,9.0%,95,23.8%,92,8.9%,44,27.6%
Mike Dunleavy,26.1,GSW,Forward,1001,45,0.6%,78,1.6%,67,3.2%,33,3.9%,57,13.1%,33,1.3%,41,17.5%
Mike Dunleavy,26.1,IND,Wing,1518,38,0.4%,45,1.4%,65,3.2%,53,3.0%,92,14.6%,0,0.0%,37,4.9%
Monta Ellis,21.0,GSW,Combo,2601,64,0.4%,86,2.1%,77,2.7%,61,2.5%,29,7.2%,59,1.1%,46,3.4%
Francisco Elson,30.7,SAS,Big,1289,69,2.5%,63,1.2%,30,6.2%,23,6.8%,74,18.8%,64,4.4%,86,41.3%
Melvin Ely,28.5,CHA,Big,186,40,1.5%,0,0.2%,17,7.0%,18,6.5%,3,9.3%,0,0.0%,32,23.8%
Maurice Evans,28.0,LAL,Wing,1704,48,0.5%,12,0.9%,66,3.2%,89,5.9%,20,7.8%,86,2.7%,60,9.1%
Reggie Evans,26.5,DEN,Big,1106,16,0.8%,86,1.6%,64,4.9%,97,14.2%,99,25.4%,79,6.3%,95,45.1%
Daniel Ewing,23.6,LAC,Point,628,85,0.4%,89,2.3%,23,4.1%,49,1.6%,79,9.2%,0,0.0%,94,8.5%
Jordan Farmar,19.9,LAL,Point,1056,79,0.3%,75,1.9%,64,2.9%,74,2.3%,87,9.6%,0,0.0%,53,3.1%
Raymond Felton,22.3,CHA,Combo,2798,34,0.2%,73,1.9%,84,2.6%,48,1.9%,38,7.7%,80,1.6%,100,13.7%
Michael Finley,33.7,SAS,Forward,1730,35,0.5%,14,0.9%,98,1.8%,8,2.2%,31,10.9%,29,1.0%,29,14.4%
Derek Fisher,32.2,UTA,Combo,2280,27,0.2%,54,1.6%,32,4.1%,29,1.4%,5,6.0%,77,1.5%,32,1.9%
T.J. Ford,23.6,TOR,Point,2229,58,0.2%,83,2.1%,47,3.5%,85,2.6%,74,8.8%,68,0.8%,21,0.8%
Danny Fortson,30.6,OKC,Big,153,0,0.0%,1,0.3%,3,9.6%,69,10.2%,90,21.5%,0,0.0%,22,22.2%
Jeff Foster,29.8,IND,Big,1731,29,1.2%,89,1.6%,65,4.8%,99,14.9%,87,20.8%,88,7.8%,92,44.0%
Randy Foye,23.1,MIN,Combo,1832,93,0.6%,23,1.3%,36,4.0%,71,2.7%,66,9.5%,96,4.6%,91,8.9%
Adonal Foyle,31.6,GSW,Big,402,99,5.0%,8,0.5%,53,5.2%,80,11.2%,23,14.0%,0,0.0%,77,37.1%
Steve Francis,29.7,NYK,Combo,1231,82,0.5%,39,1.5%,29,4.1%,80,3.1%,89,11.4%,0,0.0%,27,1.5%
Matt Freije,25.1,ATL,Forward,125,25,0.5%,31,1.1%,43,4.3%,37,4.0%,20,9.3%,96,12.5%,27,14.3%
Channing Frye,23.5,NYK,Big,1885,31,1.2%,34,0.9%,66,4.8%,8,5.3%,45,16.2%,31,1.8%,42,27.1%
Dan Gadzuric,28.7,MIL,Big,806,62,2.2%,64,1.2%,18,7.0%,86,12.0%,67,18.0%,56,3.8%,62,33.3%
Jorge Garbajosa,28.9,TOR,Forward,1900,20,0.4%,90,1.9%,94,2.0%,10,2.3%,84,14.9%,90,9.9%,88,29.3%
Francisco Garcia,24.8,SAC,Wing,1313,98,1.6%,53,1.4%,7,5.7%,66,4.0%,72,11.2%,70,2.1%,68,10.8%
Kevin Garnett,30.5,MIN,Big,2988,66,2.3%,80,1.4%,99,2.4%,25,7.0%,100,26.8%,73,5.4%,84,40.6%
Pat Garrity,30.2,ORL,Big,230,0,0.0%,69,1.2%,44,5.5%,3,4.5%,6,10.8%,75,5.9%,1,8.7%
Pau Gasol,26.3,MEM,Big,2120,81,3.0%,14,0.6%,97,2.6%,39,8.0%,81,19.7%,61,4.2%,92,43.4%
Rudy Gay,20.2,MEM,Forward,2079,90,1.9%,73,1.5%,59,3.5%,63,4.9%,55,13.1%,43,2.0%,10,8.5%
Mickael Gelabale,23.4,OKC,Wing,1151,87,1.0%,7,0.9%,39,3.9%,87,5.3%,60,10.3%,0,0.0%,33,4.2%
Devean George,29.2,DAL,Forward,1214,78,1.1%,82,1.7%,27,4.9%,57,4.9%,59,13.1%,69,3.3%,51,22.2%
Daniel Gibson,20.7,CLE,Combo,946,66,0.4%,9,0.9%,23,4.3%,75,2.8%,32,7.3%,64,1.2%,29,1.7%
Manu Ginobili,29.3,SAS,Wing,2041,75,0.8%,96,2.4%,71,3.1%,59,3.4%,85,13.5%,35,0.7%,85,16.1%
Gordan Giricek,29.4,UTA,Wing,1164,15,0.2%,25,1.1%,21,4.6%,33,2.4%,65,10.6%,44,1.1%,17,2.2%
Ryan Gomes,24.2,BOS,Forward,2265,14,0.3%,25,1.0%,73,3.0%,86,6.1%,67,13.3%,39,1.6%,47,19.5%
Drew Gooden,25.1,CLE,Big,2226,13,0.7%,81,1.4%,79,4.0%,90,12.4%,76,18.9%,85,7.0%,88,41.8%
Ben Gordon,23.6,CHI,Wing,2682,33,0.4%,19,1.1%,55,3.4%,5,1.4%,36,8.8%,34,0.6%,21,2.5%
Joey Graham,24.4,TOR,Forward,1262,2,0.1%,24,1.0%,24,5.0%,55,4.8%,78,13.9%,37,1.5%,96,35.4%
Stephen Graham,24.4,POR,Wing,162,32,0.3%,30,1.2%,6,5.7%,85,5.0%,43,9.3%,0,0.0%,97,30.0%
Danny Granger,23.5,IND,Wing,2754,93,1.2%,21,1.1%,48,3.5%,72,4.2%,58,10.3%,90,3.7%,67,10.5%
Gerald Green,20.8,BOS,Wing,1703,78,0.8%,18,1.0%,23,4.5%,68,4.0%,26,8.3%,0,0.0%,66,10.2%
Willie Green,25.3,PHI,Wing,1816,8,0.1%,49,1.4%,68,3.1%,38,2.5%,6,6.9%,0,0.0%,30,3.7%
Orien Greene,24.7,IND,Combo,211,96,0.8%,98,3.5%,2,6.6%,96,5.0%,96,12.8%,0,0.0%,80,6.7%
Lynn Greer,27.0,MIL,Combo,358,29,0.2%,80,2.1%,61,3.1%,0,0.3%,18,6.8%,0,0.0%,45,2.7%
Adrian Griffin,32.3,CHI,Wing,515,50,0.5%,91,2.1%,1,6.4%,96,6.8%,82,13.1%,0,0.0%,70,10.8%
Richard Hamilton,28.7,DET,Wing,2756,26,0.3%,16,1.0%,59,3.3%,55,3.1%,27,8.5%,37,0.7%,25,2.9%
Matt Harpring,30.4,UTA,Wing,1943,28,0.3%,26,1.1%,19,4.7%,93,6.5%,80,12.6%,89,3.6%,92,20.6%
Al Harrington,26.7,GSW,Big,1348,7,0.5%,71,1.3%,71,4.4%,13,5.9%,28,14.5%,39,2.4%,7,14.4%
Al Harrington,26.7,IND,Forward,1204,24,0.5%,22,0.9%,63,3.4%,88,6.2%,65,13.2%,59,2.6%,35,15.5%
Junior Harrington,26.1,MEM,Combo,526,79,0.5%,61,1.7%,11,5.5%,70,2.7%,91,12.2%,0,0.0%,0,0.0%
Othella Harrington,32.8,CHA,Big,195,2,0.3%,1,0.2%,2,10.1%,7,5.1%,6,10.9%,89,8.3%,18,19.0%
Devin Harris,23.7,DAL,Combo,2048,88,0.6%,84,2.1%,13,5.1%,66,2.6%,43,7.8%,0,0.0%,34,2.1%
David Harrison,24.2,IND,Big,143,65,2.3%,73,1.3%,0,11.8%,2,4.1%,68,18.1%,0,0.0%,45,28.6%
Jason Hart,28.5,LAC,Point,744,25,0.1%,96,2.5%,38,3.6%,60,1.9%,94,10.8%,0,0.0%,83,5.0%
Udonis Haslem,26.4,MIA,Big,2468,8,0.6%,40,0.9%,75,4.1%,50,8.7%,75,18.8%,62,4.2%,19,20.0%
Trenton Hassell,27.7,MIN,Wing,2218,67,0.6%,0,0.5%,77,2.8%,75,4.4%,17,7.7%,0,0.0%,18,2.3%
Chuck Hayes,23.4,HOU,Big,1669,10,0.6%,97,1.9%,15,7.3%,93,12.9%,71,18.3%,58,4.0%,41,26.9%
Jarvis Hayes,25.2,WAS,Forward,1565,22,0.5%,61,1.4%,41,4.4%,20,2.7%,39,11.1%,0,0.0%,18,12.5%
Brendan Haywood,26.9,WAS,Big,1724,73,2.7%,34,0.9%,61,4.9%,83,11.6%,45,16.1%,50,3.3%,49,29.0%
Luther Head,23.9,HOU,Combo,2150,21,0.1%,41,1.5%,82,2.6%,21,1.2%,82,10.8%,91,3.7%,36,2.2%
Alan Henderson,33.9,PHI,Big,411,49,1.7%,50,1.0%,27,6.4%,89,12.3%,14,13.0%,81,6.7%,60,32.4%
Walter Herrmann,27.4,CHA,Big,851,6,0.5%,25,0.7%,89,3.6%,0,3.1%,12,12.8%,32,1.9%,4,9.5%
Nene Hilario,24.1,DEN,Big,1710,54,1.8%,88,1.6%,68,4.7%,62,9.6%,49,16.5%,74,5.7%,40,26.5%
Grant Hill,34.1,ORL,Forward,2004,51,0.7%,65,1.4%,84,2.8%,24,3.0%,22,9.5%,49,2.2%,25,13.5%
Kirk Hinrich,25.8,CHI,Combo,2831,68,0.4%,48,1.6%,38,3.9%,18,1.2%,52,8.7%,57,1.0%,86,7.4%
Ryan Hollins,22.1,CHA,Big,142,56,2.0%,22,0.7%,3,9.8%,14,6.1%,0,7.7%,0,0.0%,62,33.3%
Robert Horry,36.2,SAS,Big,1109,59,2.1%,98,2.0%,75,4.1%,27,7.0%,19,13.7%,86,7.0%,24,22.7%
Eddie House,28.5,BKN,Wing,906,9,0.1%,44,1.3%,60,3.3%,8,1.5%,45,9.4%,0,0.0%,40,5.2%
Dwight Howard,20.9,ORL,Big,3019,79,3.0%,56,1.1%,94,3.1%,82,11.5%,97,24.5%,45,2.9%,81,39.6%
Josh Howard,26.5,DAL,Wing,2446,94,1.3%,57,1.5%,67,3.1%,90,6.0%,94,14.8%,76,2.4%,94,22.4%
Juwan Howard,33.7,HOU,Big,2091,1,0.2%,20,0.7%,77,4.1%,23,6.8%,39,15.8%,82,6.7%,32,23.9%
Troy Hudson,30.6,MIN,Point,530,64,0.2%,21,1.1%,96,1.8%,57,1.8%,32,7.4%,0,0.0%,0,0.0%
Larry Hughes,27.8,CLE,Combo,2575,86,0.6%,45,1.5%,91,2.5%,43,1.7%,71,10.0%,0,0.0%,30,1.8%
Kris Humphries,21.7,TOR,Big,625,51,1.8%,45,1.0%,34,6.0%,92,12.8%,52,16.7%,0,0.0%,39,26.2%
Lindsey Hunter,35.9,DET,Point,672,81,0.3%,94,2.4%,45,3.5%,42,1.5%,9,5.5%,0,0.0%,36,2.2%
Steven Hunter,25.0,PHI,Big,1573,71,2.5%,4,0.4%,83,3.8%,46,8.4%,16,13.2%,36,2.1%,66,34.9%
Andre Iguodala,22.8,PHI,Wing,3054,65,0.6%,94,2.3%,80,2.7%,47,2.8%,75,12.0%,47,1.2%,91,19.8%
Zydrunas Ilgauskas,31.4,CLE,Big,2124,74,2.7%,53,1.0%,58,5.1%,87,12.0%,64,17.9%,55,3.6%,28,23.3%
Ersan Ilyasova,19.5,MIL,Forward,891,76,1.0%,55,1.3%,4,6.9%,84,6.1%,63,13.2%,0,0.0%,51,22.2%
Allen Iverson,31.4,DEN,Combo,2116,45,0.3%,66,1.8%,98,1.2%,5,0.8%,14,6.5%,0,0.0%,38,2.3%
Allen Iverson,31.4,PHI,Combo,638,9,0.1%,91,2.3%,100,1.0%,20,1.2%,9,6.3%,0,0.0%,0,0.0%
Royal Ivey,24.9,ATL,Combo,481,57,0.4%,82,2.1%,14,5.1%,73,2.7%,45,8.0%,0,0.0%,38,2.3%
Jarrett Jack,23.0,POR,Point,2634,60,0.2%,57,1.5%,58,3.2%,2,0.8%,57,8.4%,0,0.0%,68,3.7%
Bobby Jackson,33.6,NOP,Wing,1307,19,0.3%,75,1.7%,62,3.2%,58,3.3%,69,11.1%,41,0.9%,19,2.3%
Luke Jackson,25.0,TOR,Wing,114,52,0.5%,68,1.6%,25,4.5%,20,2.0%,0,5.3%,0,0.0%,78,14.3%
Marc Jackson,31.8,NOP,Big,1005,4,0.4%,42,0.9%,88,3.6%,16,6.2%,20,13.7%,68,4.9%,18,19.4%
