Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Alex Abrines,24.3,OKC,Wing,106,95,-8.3%,77,-2.8%,36,+1.3%,48,+0.1%,45,+1.4%,81,-2.1%,18,+3.6%,40,+1.5%
Steven Adams,24.3,OKC,Big,199,44,+1.6%,30,+2.9%,21,+2.9%,52,-0.5%,37,+2.4%,46,-0.1%,89,-5.2%,85,-5.3%
LaMarcus Aldridge,32.3,SAS,Big,175,19,+4.9%,6,+6.9%,71,-1.6%,95,-7.2%,91,-8.8%,85,-2.7%,14,+4.7%,35,+2.0%
Al-Farouq Aminu,27.1,POR,Big,130,39,+2.0%,16,+4.8%,8,+5.3%,75,-2.8%,35,+2.5%,96,-3.8%,84,-3.6%,90,-7.3%
Giannis Antetokounmpo,22.9,MIL,Forward,279,15,+5.8%,24,+3.8%,97,-7.1%,58,-1.1%,90,-8.2%,69,-1.4%,6,+5.8%,16,+4.4%
Carmelo Anthony,33.4,OKC,Big,193,7,+8.4%,47,+0.8%,65,-0.9%,24,+3.4%,35,+2.5%,54,-0.3%,80,-3.0%,78,-3.3%
Trevor Ariza,32.3,HOU,Wing,579,62,-1.7%,48,+0.7%,58,-0.5%,59,-1.2%,60,-1.6%,26,+1.7%,56,-0.7%,43,+0.9%
Aron Baynes,30.9,BOS,Big,372,65,-2.1%,80,-4.0%,11,+4.6%,38,+1.2%,19,+5.8%,78,-1.8%,50,+0.0%,65,-1.8%
Bradley Beal,24.3,WAS,Wing,215,2,+10.5%,77,-3.0%,0,+11.5%,14,+4.0%,0,+15.5%,73,-1.5%,100,-11.0%,99,-12.5%
Marco Belinelli,31.6,PHI,Wing,272,47,+1.2%,34,+2.4%,19,+3.0%,80,-3.3%,52,-0.2%,75,-1.7%,55,-0.4%,71,-2.2%
Eric Bledsoe,27.9,MIL,Point,223,55,-0.4%,1,+10.2%,85,-3.7%,73,-2.5%,81,-6.2%,67,-1.2%,77,-2.8%,82,-4.0%
Bojan Bogdanovic,28.5,IND,Forward,233,32,+2.4%,97,-10.3%,17,+3.5%,15,+3.9%,13,+7.5%,56,-0.5%,21,+3.3%,27,+2.8%
Corey Brewer,31.7,OKC,Wing,151,6,+8.5%,18,+4.5%,81,-2.8%,47,+0.1%,69,-2.7%,34,+1.0%,78,-2.9%,68,-1.8%
Malcolm Brogdon,24.9,MIL,Combo,185,35,+2.2%,85,-4.9%,6,+5.7%,54,-0.6%,26,+5.0%,87,-2.8%,27,+2.7%,51,-0.1%
Jaylen Brown,21.0,BOS,Wing,581,44,+1.7%,66,-1.5%,64,-0.9%,56,-0.8%,60,-1.7%,25,+1.7%,35,+1.5%,26,+3.2%
Alec Burks,26.3,UTA,Wing,112,29,+3.1%,42,+1.2%,66,-1.2%,87,-4.4%,81,-5.6%,22,+1.9%,30,+2.5%,17,+4.4%
