Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Rafer Alston,30.3,HOU,Point,308,100,-39.8,90,-13.3,100,-36.0%,86,+3.8%,68,-2.6,100,-18.4,4,+79.0
Carmelo Anthony,22.4,DEN,Wing,209,15,+10.2,75,-5.9,14,+5.9%,10,-4.2%,18,+7.8,14,+5.5,17,+23.7
Leandro Barbosa,23.9,PHX,Combo,344,44,+2.2,41,+2.3,25,+3.3%,87,+3.9%,89,-7.7,83,-4.9,74,-14.3
Andrea Bargnani,21.0,TOR,Big,174,20,+7.9,28,+5.2,31,+2.4%,16,-3.0%,5,+12.4,15,+5.5,9,+43.3
Matt Barnes,26.6,GSW,Forward,328,22,+7.7,58,-1.8,11,+8.2%,29,-1.9%,3,+14.8,3,+10.3,50,+6.2
Brent Barry,34.8,SAS,Wing,209,45,+2.1,42,+1.8,26,+3.2%,46,-0.4%,75,-3.7,59,-1.0,72,-13.4
Shane Battier,28.1,HOU,Forward,271,59,-2.5,62,-2.3,20,+3.9%,0,-8.1%,6,+12.3,2,+11.5,92,-35.7
Raja Bell,30.1,PHX,Wing,437,46,+1.6,71,-5.1,27,+3.1%,89,+4.0%,29,+4.5,39,+1.3,25,+19.0
Andris Biedrins,20.6,GSW,Big,264,73,-6.3,39,+2.9,81,-5.0%,82,+3.0%,98,-14.2,84,-5.1,91,-34.3
Chauncey Billups,30.1,DET,Point,647,95,-19.9,92,-15.1,48,-0.3%,71,+2.2%,84,-6.1,67,-2.0,80,-17.7
Steve Blake,26.7,DEN,Point,179,89,-13.8,82,-9.8,89,-8.3%,42,-0.6%,66,-1.9,64,-1.7,58,-0.9
Josh Boone,21.9,NJN,Big,103,4,+15.7,20,+8.5,7,+8.7%,37,-1.0%,76,-4.1,22,+3.3,96,-44.8
Carlos Boozer,24.9,UTA,Big,651,7,+14.5,25,+5.5,15,+5.7%,64,+1.3%,36,+3.1,39,+1.2,34,+14.4
Chris Bosh,22.6,TOR,Big,222,82,-8.9,87,-11.0,6,+8.8%,69,+2.2%,89,-7.1,76,-3.6,79,-17.3
Bruce Bowen,35.4,SAS,Wing,684,61,-2.7,53,-1.0,89,-9.0%,81,+3.0%,83,-5.9,93,-7.7,46,+8.7
Kwame Brown,24.6,LAL,Big,132,66,-4.1,40,+2.5,72,-3.0%,72,+2.2%,65,-1.7,57,-0.8,65,-4.2
P.J. Brown,37.0,CHI,Big,225,85,-11.3,63,-3.0,91,-10.0%,75,+2.4%,86,-6.3,89,-5.9,59,-1.3
Kobe Bryant,28.2,LAL,Wing,211,1,+20.8,0,+34.9,85,-6.8%,100,+12.9%,95,-10.2,63,-1.6,97,-50.7
Jose Calderon,25.1,TOR,Point,138,56,-1.9,69,-4.8,54,-1.0%,49,-0.3%,15,+8.5,27,+2.5,14,+35.3
Marcus Camby,32.6,DEN,Big,184,89,-14.0,85,-10.4,82,-5.2%,45,-0.4%,58,-0.7,37,+1.7,74,-14.3
Vince Carter,29.8,NJN,Wing,484,72,-6.1,54,-1.1,90,-9.7%,62,+1.1%,40,+2.1,87,-5.6,10,+41.7
Jarron Collins,27.9,UTA,Big,100,57,-2.3,51,-0.3,36,+1.7%,92,+5.7%,61,-1.1,54,-0.7,66,-4.3
Jason Collins,27.9,NJN,Big,328,79,-8.4,75,-5.8,50,-0.8%,66,+1.5%,59,-0.7,72,-3.2,32,+16.1
Antonio Daniels,31.6,WAS,Point,175,48,+0.9,52,-0.3,0,+29.2%,61,+1.0%,13,+8.9,0,+14.8,99,-87.9
Baron Davis,27.6,GSW,Point,442,75,-6.7,68,-4.5,80,-5.0%,76,+2.5%,64,-1.5,48,+0.3,61,-2.5
Carlos Delfino,24.2,DET,Wing,122,3,+18.8,8,+14.2,2,+12.7%,4,-6.0%,1,+16.1,1,+11.8,48,+8.4
Luol Deng,21.5,CHI,Forward,409,35,+4.2,48,+0.2,3,+11.8%,21,-2.7%,32,+3.8,8,+6.9,88,-29.8
Boris Diaw,24.5,PHX,Big,227,25,+7.5,11,+11.7,23,+3.6%,51,-0.0%,82,-5.7,30,+2.2,95,-44.3
DeSagana Diop,24.8,DAL,Big,139,69,-5.1,82,-8.9,75,-4.3%,97,+8.0%,24,+5.9,94,-8.3,0,+105.3
Chris Duhon,24.2,CHI,Point,156,17,+9.8,13,+11.1,75,-3.9%,84,+3.3%,71,-3.2,54,-0.6,78,-17.2
Tim Duncan,30.5,SAS,Big,733,40,+3.0,46,+0.6,56,-1.5%,39,-0.8%,39,+2.2,26,+2.5,62,-2.5
Monta Ellis,21.0,GSW,Combo,231,33,+4.8,49,-0.1,32,+2.1%,27,-2.1%,37,+3.0,42,+0.7,49,+6.7
Francisco Elson,30.7,SAS,Big,213,41,+2.9,60,-2.0,19,+4.6%,85,+3.5%,21,+6.3,36,+1.8,22,+20.7
Jordan Farmar,19.9,LAL,Point,114,21,+7.8,6,+16.3,79,-4.7%,89,+4.4%,46,+0.9,77,-3.7,15,+35.0
Michael Finley,33.7,SAS,Forward,535,34,+4.7,55,-1.2,21,+3.9%,36,-1.1%,23,+6.0,13,+5.6,57,-0.1
Derek Fisher,32.2,UTA,Combo,437,61,-3.4,44,+1.0,33,+1.8%,78,+2.8%,69,-3.0,75,-3.5,51,+3.7
T.J. Ford,23.6,TOR,Point,136,49,+0.4,23,+6.5,37,+1.6%,55,+0.7%,96,-12.2,82,-4.1,96,-46.6
Devean George,29.2,DAL,Forward,103,60,-2.7,18,+9.4,87,-7.4%,94,+6.5%,96,-11.0,71,-3.2,93,-40.7
Daniel Gibson,20.7,CLE,Combo,398,55,-1.7,59,-1.8,44,+0.6%,52,+0.1%,28,+4.7,35,+1.9,26,+18.5
Manu Ginobili,29.3,SAS,Wing,599,51,-0.2,29,+5.0,68,-2.7%,43,-0.5%,72,-3.3,58,-0.9,71,-11.8
Gordan Giricek,29.4,UTA,Wing,298,67,-4.2,79,-8.0,40,+1.0%,8,-5.1%,60,-0.9,25,+2.7,82,-21.5
Drew Gooden,25.1,CLE,Big,604,32,+4.8,34,+3.9,51,-0.8%,35,-1.1%,33,+3.6,34,+1.9,36,+13.1
Ben Gordon,23.6,CHI,Wing,393,98,-27.2,100,-28.3,5,+9.1%,5,-5.9%,14,+8.7,9,+6.7,27,+18.4
Richard Hamilton,28.7,DET,Wing,634,52,-0.5,46,+0.6,38,+1.5%,25,-2.3%,25,+5.8,11,+6.1,68,-6.3
Matt Harpring,30.4,UTA,Wing,429,53,-0.7,65,-3.7,34,+1.8%,30,-1.7%,43,+2.0,12,+6.0,85,-24.9
Al Harrington,26.7,GSW,Big,258,65,-4.0,67,-4.1,24,+3.5%,38,-0.9%,57,-0.6,45,+0.6,67,-5.9
Devin Harris,23.7,DAL,Combo,160,37,+3.8,70,-5.0,12,+8.0%,9,-4.4%,9,+11.5,4,+10.1,83,-21.9
Udonis Haslem,26.4,MIA,Big,102,2,+20.1,4,+17.4,97,-14.9%,6,-5.6%,18,+7.5,53,-0.5,5,+60.0
Chuck Hayes,23.4,HOU,Big,196,77,-7.8,76,-6.0,64,-1.9%,46,-0.4%,32,+4.4,66,-2.0,6,+53.2
Jarvis Hayes,25.2,WAS,Forward,137,92,-16.4,83,-9.9,61,-1.8%,26,-2.3%,16,+8.2,18,+3.7,25,+19.2
Luther Head,23.9,HOU,Combo,138,64,-4.0,89,-12.6,9,+8.6%,32,-1.4%,75,-4.1,29,+2.4,98,-57.1
Nene Hilario,24.1,DEN,Big,178,62,-3.7,27,+5.3,88,-7.6%,17,-3.0%,39,+2.5,75,-3.5,16,+33.3
Grant Hill,34.1,ORL,Forward,142,9,+13.5,2,+24.0,96,-14.1%,90,+5.2%,79,-5.2,92,-7.5,18,+23.5
Kirk Hinrich,25.8,CHI,Combo,361,13,+11.2,30,+4.8,10,+8.6%,15,-3.1%,48,+0.7,17,+4.4,86,-25.5
Robert Horry,36.2,SAS,Big,357,70,-5.3,43,+1.0,53,-0.9%,11,-4.1%,67,-2.0,61,-1.4,63,-2.8
Dwight Howard,20.9,ORL,Big,167,82,-8.8,68,-4.5,1,+14.8%,53,+0.3%,38,+2.9,46,+0.6,32,+16.0
Josh Howard,26.5,DAL,Wing,247,96,-20.6,98,-20.8,71,-2.9%,24,-2.5%,45,+1.2,52,-0.3,47,+8.6
Juwan Howard,33.7,HOU,Big,154,43,+2.3,47,+0.5,32,+2.3%,79,+2.9%,82,-5.5,50,-0.2,94,-42.4
Larry Hughes,27.8,CLE,Combo,637,30,+5.6,36,+3.3,30,+2.5%,18,-2.8%,35,+3.1,23,+3.1,54,+2.0
Lindsey Hunter,35.9,DET,Point,118,24,+7.7,33,+4.1,13,+7.2%,13,-3.3%,22,+6.0,19,+3.6,46,+9.3
Zydrunas Ilgauskas,31.4,CLE,Big,647,4,+18.2,4,+17.3,68,-2.7%,47,-0.4%,54,-0.1,69,-2.4,31,+16.6
Allen Iverson,31.4,DEN,Combo,222,99,-31.9,99,-27.3,99,-31.1%,19,-2.7%,0,+16.1,95,-9.4,1,+100.0
Stephen Jackson,28.6,GSW,Wing,451,78,-8.0,38,+3.1,96,-12.8%,83,+3.3%,100,-22.1,98,-16.1,52,+3.0
LeBron James,21.8,CLE,Wing,889,88,-13.1,45,+0.9,84,-5.7%,95,+7.0%,99,-19.8,74,-3.4,100,-97.2
Antawn Jamison,30.4,WAS,Forward,172,6,+15.1,54,-1.0,61,-1.7%,93,+6.2%,11,+9.3,99,-17.3,3,+90.5
Richard Jefferson,26.4,NJN,Forward,487,14,+10.7,15,+10.0,74,-3.7%,88,+3.9%,73,-3.5,88,-5.9,43,+11.0
Damon Jones,30.2,CLE,Combo,136,84,-10.4,86,-10.8,46,+0.5%,77,+2.6%,41,+2.1,47,+0.5,45,+9.8
James Jones,26.1,PHX,Wing,160,26,+7.3,9,+13.8,39,+1.0%,18,-2.9%,81,-5.3,49,+0.1,89,-30.4
Jason Kidd,33.6,NJN,Point,483,83,-10.2,88,-11.2,65,-2.3%,57,+0.7%,78,-5.0,86,-5.4,54,+1.7
Andrei Kirilenko,25.7,UTA,Wing,521,27,+6.9,17,+9.4,54,-1.4%,75,+2.5%,46,+1.0,70,-2.6,21,+20.8
Shawn Marion,28.5,PHX,Forward,454,94,-18.5,96,-16.9,94,-12.1%,22,-2.6%,61,-1.0,79,-3.7,37,+12.8
Donyell Marshall,33.5,CLE,Big,201,75,-7.3,74,-5.4,42,+0.7%,58,+0.9%,77,-4.8,56,-0.8,89,-31.1
