Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Darrun Hilliard,23.6,DET,Wing,268,11,0.2%,77,1.7%,1,5.4%,1,0.4%,24,8.5%,0,0.0%,51,6.7%
Jrue Holiday,26.4,NOP,Combo,2184,90,1.0%,82,2.0%,85,2.6%,61,2.1%,58,9.4%,0,0.0%,45,3.5%
Justin Holiday,27.6,NYK,Wing,1592,82,0.9%,82,1.7%,60,2.8%,39,1.7%,69,11.9%,0,0.0%,63,9.2%
Rondae Hollis-Jefferson,21.8,BKN,Forward,1712,81,1.2%,85,2.0%,22,4.1%,85,5.5%,93,18.4%,78,3.2%,86,30.7%
Richaun Holmes,23.0,PHI,Big,1120,73,2.2%,78,1.6%,42,4.5%,50,7.8%,63,18.1%,58,3.4%,7,11.3%
Rodney Hood,24.0,UTA,Wing,1587,38,0.4%,38,1.1%,28,3.6%,22,1.2%,71,11.9%,0,0.0%,34,5.6%
Al Horford,30.4,BOS,Big,2183,64,2.0%,41,1.1%,94,2.6%,17,4.6%,38,16.1%,0,0.0%,22,18.6%
Dwight Howard,30.9,ATL,Big,2190,68,2.1%,62,1.3%,80,3.2%,97,14.4%,96,27.2%,46,2.2%,82,42.5%
Marcelo Huertas,33.4,LAL,Point,183,75,0.6%,77,2.1%,37,3.4%,4,0.5%,42,9.2%,0,0.0%,0,0.0%
Kris Humphries,31.7,ATL,Big,585,46,1.6%,29,0.9%,38,4.6%,46,7.5%,79,21.5%,98,14.7%,78,39.1%
Serge Ibaka,27.1,ORL,Big,1707,88,2.8%,28,0.9%,74,3.5%,30,6.0%,38,16.1%,0,0.0%,40,25.5%
Serge Ibaka,27.1,TOR,Big,710,77,2.4%,4,0.5%,53,4.2%,13,4.4%,43,16.5%,65,3.8%,67,35.5%
Andre Iguodala,32.8,GSW,Wing,1956,83,1.0%,78,1.7%,88,2.1%,74,2.8%,73,12.0%,0,0.0%,44,5.9%
Ersan Ilyasova,29.5,ATL,Big,616,14,0.7%,77,1.5%,38,4.7%,35,6.5%,32,15.4%,82,6.3%,34,23.5%
Ersan Ilyasova,29.5,PHI,Big,1428,8,0.5%,35,1.0%,71,3.6%,20,4.8%,35,15.9%,77,5.6%,50,29.5%
Joe Ingles,29.1,UTA,Wing,1923,14,0.2%,93,2.2%,32,3.5%,28,1.4%,83,12.6%,61,0.9%,50,6.5%
Brandon Ingram,19.2,LAL,Forward,2214,61,0.8%,24,1.0%,78,2.7%,39,2.6%,29,11.1%,41,0.7%,56,18.7%
Kyrie Irving,24.6,CLE,Point,2518,63,0.5%,40,1.4%,79,2.5%,63,2.2%,13,6.8%,0,0.0%,69,4.8%
Reggie Jackson,26.5,DET,Point,1422,29,0.2%,17,1.1%,25,3.6%,31,1.4%,23,7.6%,0,0.0%,0,0.0%
LeBron James,31.8,CLE,Forward,2789,58,0.8%,64,1.4%,98,1.6%,63,3.7%,97,18.7%,54,1.6%,80,25.8%
Al Jefferson,31.8,IND,Big,910,26,1.0%,19,0.8%,16,5.7%,53,8.0%,77,21.2%,54,3.0%,93,51.0%
Richard Jefferson,36.4,CLE,Forward,1528,8,0.3%,12,0.8%,31,4.0%,17,2.0%,15,9.9%,46,0.9%,42,15.1%
Brandon Jennings,27.1,NYK,Point,1400,23,0.2%,50,1.6%,92,2.3%,29,1.4%,40,9.1%,88,1.5%,35,1.3%
Brandon Jennings,27.1,WAS,Combo,358,0,0.0%,73,1.8%,44,3.4%,42,1.5%,74,10.3%,0,0.0%,0,0.0%
Jonas Jerebko,29.7,BOS,Big,1204,13,0.7%,37,1.0%,51,4.2%,21,4.9%,34,15.7%,44,2.1%,47,28.0%
Amir Johnson,29.5,BOS,Big,1603,62,2.0%,66,1.4%,22,5.5%,44,7.4%,32,15.4%,81,6.2%,1,8.9%
James Johnson,29.7,MIA,Big,2060,70,2.2%,80,1.6%,69,3.7%,7,3.2%,19,13.8%,45,2.1%,41,26.6%
Joe Johnson,35.3,UTA,Forward,1827,25,0.5%,19,0.9%,88,2.3%,12,1.9%,39,11.7%,59,1.9%,19,10.9%
Stanley Johnson,20.4,DET,Wing,1244,78,0.9%,82,1.8%,27,3.7%,68,2.4%,61,11.4%,78,1.5%,82,14.9%
Tyler Johnson,24.5,MIA,Combo,2131,95,1.1%,61,1.7%,40,3.6%,74,2.4%,82,11.5%,0,0.0%,56,4.4%
Wesley Johnson,29.3,LAC,Forward,704,95,2.1%,75,1.7%,8,4.8%,42,2.8%,95,18.5%,0,0.0%,76,25.6%
Nikola Jokic,21.7,DEN,Big,2019,32,1.3%,59,1.3%,57,4.0%,80,11.0%,90,24.3%,57,3.3%,66,35.3%
James Jones,36.1,CLE,Forward,234,78,1.1%,3,0.6%,2,5.9%,0,0.0%,12,9.0%,92,5.3%,44,15.4%
Terrence Jones,24.8,NOP,Big,1228,69,2.1%,68,1.4%,98,2.3%,22,4.9%,56,17.4%,61,3.7%,28,21.7%
Tyus Jones,20.5,MIN,Combo,694,42,0.3%,97,3.0%,66,3.0%,19,1.1%,24,8.0%,0,0.0%,79,7.1%
Derrick Jones Jr.,19.7,PHX,Wing,520,92,1.2%,23,1.1%,6,4.5%,99,7.2%,5,6.9%,88,2.4%,64,9.4%
DeAndre Jordan,28.3,LAC,Big,2564,87,2.7%,28,0.9%,81,3.1%,95,13.2%,98,29.8%,41,1.9%,89,47.8%
Cory Joseph,25.2,TOR,Combo,1957,39,0.3%,50,1.5%,71,2.9%,79,2.6%,55,9.4%,84,1.0%,50,4.3%
Frank Kaminsky,23.6,CHA,Big,1894,25,1.0%,45,1.1%,82,3.1%,5,2.9%,25,14.3%,35,1.3%,16,17.1%
Enes Kanter,24.5,OKC,Big,1495,33,1.3%,20,0.8%,63,3.8%,95,13.3%,67,18.7%,57,3.3%,21,18.6%
Michael Kidd-Gilchrist,23.1,CHA,Forward,2335,93,1.7%,68,1.5%,46,3.4%,98,6.6%,86,16.5%,0,0.0%,97,39.0%
Sean Kilpatrick,26.8,BKN,Wing,1729,6,0.1%,39,1.1%,72,2.5%,24,1.2%,91,13.8%,0,0.0%,81,14.7%
Brandon Knight,24.9,PHX,Combo,1129,26,0.2%,19,1.1%,73,2.9%,63,2.1%,50,9.3%,0,0.0%,0,0.0%
Kyle Korver,35.6,ATL,Wing,884,72,0.7%,25,1.1%,83,2.2%,0,0.1%,46,10.3%,0,0.0%,22,2.5%
Kyle Korver,35.6,CLE,Wing,853,51,0.5%,4,0.6%,54,3.0%,12,0.9%,43,10.0%,0,0.0%,84,15.0%
Kosta Koufos,27.7,SAC,Big,1412,55,1.8%,44,1.1%,28,5.0%,60,8.4%,71,19.7%,94,11.3%,57,32.9%
Mindaugas Kuzminskas,27.0,NYK,Forward,955,29,0.6%,47,1.3%,63,3.1%,71,4.6%,3,8.0%,97,8.3%,12,3.7%
Zach LaVine,21.6,MIN,Wing,1742,26,0.3%,20,1.0%,75,2.5%,21,1.1%,29,8.8%,70,1.3%,46,6.0%
Skal Labissiere,20.6,SAC,Big,572,28,1.1%,51,1.2%,35,4.7%,67,8.9%,66,18.4%,0,0.0%,2,10.0%
Jeremy Lamb,24.4,CHA,Wing,1081,85,1.1%,34,1.1%,18,4.0%,75,2.8%,100,20.1%,86,2.3%,85,15.1%
Nicolas Laprovittola,26.8,SAS,Point,130,0,0.0%,13,1.1%,4,5.4%,0,0.0%,0,1.7%,0,0.0%,0,0.0%
Joffrey Lauvergne,25.1,CHI,Big,220,0,0.0%,51,1.2%,100,1.6%,58,8.2%,23,14.3%,0,0.0%,87,46.2%
Joffrey Lauvergne,25.1,OKC,Big,702,5,0.4%,40,1.1%,66,3.7%,40,6.9%,37,15.9%,63,3.8%,85,45.2%
Ty Lawson,29.0,SAC,Point,1712,25,0.2%,65,1.9%,58,3.0%,81,2.7%,25,8.1%,92,2.0%,56,3.1%
Jake Layman,22.7,POR,Forward,156,37,0.7%,14,0.8%,51,3.3%,54,3.6%,0,6.5%,0,0.0%,0,0.0%
Caris LeVert,22.2,BKN,Wing,1184,24,0.3%,81,1.7%,47,3.2%,43,1.8%,89,13.0%,93,4.2%,49,6.3%
Courtney Lee,31.1,NYK,Wing,2454,49,0.5%,61,1.4%,71,2.5%,62,2.2%,25,8.5%,0,0.0%,31,4.5%
David Lee,33.5,SAS,Big,1437,39,1.4%,32,1.0%,72,3.6%,81,11.3%,66,18.5%,0,0.0%,51,29.7%
Alex Len,23.4,PHX,Big,1540,92,3.2%,31,0.9%,20,5.5%,69,9.1%,80,21.6%,71,4.5%,61,33.7%
Kawhi Leonard,25.3,SAS,Wing,2464,89,1.2%,96,2.4%,94,2.0%,83,3.4%,90,13.8%,89,2.5%,96,24.8%
Meyers Leonard,24.7,POR,Big,1146,30,1.2%,2,0.5%,9,6.3%,1,1.8%,49,16.9%,72,4.5%,41,25.8%
Jon Leuer,27.5,DET,Big,1852,15,0.7%,15,0.7%,76,3.3%,19,4.7%,34,15.8%,53,2.8%,11,13.0%
DeAndre Liggins,28.6,CLE,Combo,646,94,1.0%,94,2.6%,21,4.0%,69,2.2%,66,9.8%,0,0.0%,0,0.0%
Damian Lillard,26.3,POR,Point,2682,58,0.4%,19,1.1%,94,2.2%,42,1.7%,83,12.3%,71,0.6%,54,2.8%
Jeremy Lin,28.2,BKN,Point,880,88,0.8%,71,1.9%,29,3.5%,17,1.3%,87,12.7%,0,0.0%,96,18.8%
Shaun Livingston,31.1,GSW,Combo,1214,87,0.9%,32,1.2%,16,4.1%,77,2.4%,32,8.5%,0,0.0%,47,3.6%
Shawn Long,23.8,PHI,Big,204,43,1.5%,81,1.6%,0,8.4%,100,17.1%,59,17.6%,0,0.0%,75,38.5%
Kevon Looney,20.7,GSW,Big,277,56,1.8%,65,1.4%,8,6.5%,69,9.2%,8,11.7%,72,4.5%,4,10.5%
Brook Lopez,28.6,BKN,Big,2213,86,2.7%,16,0.7%,86,3.0%,24,5.2%,6,11.2%,70,4.3%,29,21.8%
Robin Lopez,28.6,CHI,Big,2267,86,2.7%,0,0.3%,96,2.4%,75,10.3%,8,11.6%,92,8.9%,17,18.1%
Kevin Love,28.2,CLE,Big,1880,10,0.6%,53,1.2%,95,2.5%,52,7.9%,95,26.3%,68,4.1%,79,40.0%
Kyle Lowry,30.6,TOR,Point,2236,69,0.5%,60,1.8%,50,3.2%,69,2.3%,71,11.3%,0,0.0%,67,4.7%
Timothe Luwawu-Cabarrot,21.5,PHI,Wing,1073,39,0.4%,43,1.2%,3,5.4%,63,2.2%,39,9.7%,0,0.0%,28,4.1%
Trey Lyles,21.0,UTA,Big,1101,21,0.9%,34,1.0%,66,3.7%,15,4.5%,27,14.9%,0,0.0%,57,32.8%
Shelvin Mack,26.5,UTA,Point,1171,13,0.1%,54,1.7%,27,3.6%,52,1.9%,46,9.3%,85,1.4%,71,5.1%
Ian Mahinmi,30.0,WAS,Big,543,72,2.2%,99,2.8%,11,6.1%,68,9.1%,61,17.9%,47,2.3%,53,30.6%
Thon Maker,19.7,MIL,Big,501,82,2.5%,26,0.9%,2,7.3%,43,7.4%,11,12.2%,61,3.7%,25,20.0%
Boban Marjanovic,28.2,DET,Big,202,78,2.4%,40,1.1%,92,2.8%,99,15.1%,98,29.8%,100,28.6%,31,22.2%
Jarell Martin,22.4,MEM,Big,528,20,0.9%,65,1.4%,2,7.2%,45,7.4%,71,19.8%,0,0.0%,36,24.3%
Wesley Matthews,30.1,DAL,Wing,2489,34,0.4%,59,1.4%,58,2.9%,10,0.8%,56,10.9%,0,0.0%,46,6.2%
Luc Mbah a Moute,30.1,LAC,Forward,1779,75,1.0%,88,2.1%,69,3.0%,46,3.1%,2,6.9%,0,0.0%,14,4.1%
James Michael McAdoo,23.8,GSW,Big,328,94,3.4%,90,2.0%,33,4.8%,65,8.5%,7,11.3%,0,0.0%,12,14.3%
Patrick McCaw,21.0,GSW,Wing,906,60,0.6%,52,1.3%,65,2.8%,61,2.2%,11,7.3%,0,0.0%,55,7.4%
Sheldon McClellan,23.9,WAS,Wing,233,13,0.2%,15,1.0%,73,2.5%,25,1.3%,42,10.0%,0,0.0%,92,18.2%
CJ McCollum,25.1,POR,Combo,2783,81,0.8%,23,1.1%,68,2.9%,68,2.2%,29,8.4%,90,1.5%,66,5.1%
TJ McConnell,24.6,PHI,Point,2098,38,0.2%,92,2.6%,71,2.7%,54,1.9%,48,9.6%,0,0.0%,94,11.8%
KJ McDaniels,23.7,HOU,Forward,141,88,1.5%,42,1.2%,36,3.7%,7,1.5%,5,8.1%,100,25.0%,0,0.0%
KJ McDaniels,23.7,BKN,Wing,259,98,1.6%,85,1.8%,79,2.3%,80,3.1%,96,15.8%,0,0.0%,0,0.0%
Doug McDermott,24.8,OKC,Wing,387,5,0.1%,0,0.2%,79,2.3%,48,1.8%,72,12.0%,0,0.0%,0,0.0%
Doug McDermott,24.8,CHI,Wing,1036,11,0.2%,2,0.5%,84,2.2%,23,1.2%,54,10.7%,95,5.1%,59,8.2%
JaVale McGee,28.8,GSW,Big,668,99,4.2%,56,1.2%,20,5.6%,98,14.9%,41,16.3%,73,4.9%,56,32.6%
Rodney McGruder,25.3,MIA,Wing,1930,53,0.5%,21,1.0%,49,3.1%,96,4.8%,26,8.6%,64,0.9%,57,8.0%
Ben McLemore,23.7,SAC,Wing,1143,16,0.2%,37,1.1%,16,4.1%,46,1.8%,35,9.4%,0,0.0%,71,11.0%
Jordan McRae,25.6,CLE,Combo,292,84,0.9%,16,1.0%,32,3.8%,39,1.4%,37,8.7%,0,0.0%,0,0.0%
Josh McRoberts,29.7,MIA,Big,375,9,0.6%,55,1.2%,72,3.5%,29,6.0%,18,13.6%,74,5.0%,23,18.8%
Jodie Meeks,29.2,ORL,Wing,700,25,0.3%,90,2.1%,74,2.5%,3,0.6%,54,10.7%,0,0.0%,25,3.1%
Salah Mejri,30.4,DAL,Big,884,96,4.0%,83,1.7%,1,7.4%,82,11.3%,90,24.5%,75,5.4%,87,46.0%
Jordan Mickey,22.3,BOS,Big,112,77,2.4%,19,0.8%,59,4.0%,42,7.0%,17,13.5%,0,0.0%,5,11.1%
Khris Middleton,25.2,MIL,Wing,885,47,0.4%,91,2.2%,24,3.8%,37,1.6%,92,13.9%,0,0.0%,32,4.8%
CJ Miles,29.6,IND,Wing,1739,71,0.7%,40,1.1%,25,3.8%,46,1.8%,64,11.5%,0,0.0%,74,12.2%
Patty Mills,28.2,SAS,Point,1738,12,0.1%,52,1.7%,75,2.7%,27,1.4%,19,6.9%,0,0.0%,42,2.0%
Paul Millsap,31.7,ATL,Big,2334,36,1.4%,81,1.6%,83,3.1%,16,4.6%,47,16.7%,84,6.6%,45,27.6%
Nikola Mirotic,25.7,CHI,Big,1642,50,1.7%,67,1.4%,78,3.2%,11,3.8%,57,17.5%,0,0.0%,65,35.2%
Greg Monroe,26.4,MIL,Big,1798,29,1.1%,95,2.3%,58,4.0%,77,10.5%,72,19.9%,44,2.0%,77,38.8%
E'Twaun Moore,27.7,NOP,Wing,1777,79,0.9%,46,1.2%,48,3.2%,42,1.7%,4,6.3%,62,0.9%,48,6.3%
Marcus Morris,27.2,DET,Wing,2553,55,0.5%,12,0.9%,62,2.8%,70,2.6%,63,11.5%,96,6.1%,79,13.7%
Markieff Morris,27.2,WAS,Big,2369,23,1.0%,74,1.5%,53,4.1%,18,4.6%,35,15.8%,76,5.5%,33,23.3%
Anthony Morrow,31.1,OKC,Wing,611,8,0.2%,60,1.4%,75,2.4%,31,1.4%,0,3.1%,85,2.1%,17,2.0%
Donatas Motiejunas,26.1,NOP,Big,432,27,1.1%,77,1.5%,29,5.0%,29,6.0%,31,15.1%,79,5.9%,48,28.6%
Timofey Mozgov,30.3,LAL,Big,1101,41,1.5%,8,0.6%,46,4.4%,70,9.3%,25,14.5%,65,3.8%,22,18.6%
Emmanuel Mudiay,20.7,DEN,Point,1368,62,0.4%,25,1.2%,83,2.5%,62,2.1%,77,11.5%,81,1.2%,0,0.0%
Shabazz Muhammad,24.0,MIN,Forward,1439,3,0.1%,5,0.6%,93,2.0%,92,5.7%,14,9.2%,0,0.0%,15,9.6%
Dejounte Murray,20.1,SAS,Combo,236,61,0.4%,6,0.8%,42,3.5%,76,2.4%,89,12.1%,0,0.0%,95,15.4%
Jamal Murray,19.7,DEN,Combo,1658,73,0.7%,37,1.3%,74,2.9%,65,2.1%,63,9.7%,97,3.3%,90,10.3%
Mike Muscala,25.3,ATL,Big,1181,53,1.8%,38,1.0%,77,3.3%,27,5.8%,11,12.6%,88,7.7%,38,25.0%
Larry Nance Jr.,23.8,LAL,Big,1431,38,1.4%,98,2.5%,52,4.2%,63,8.5%,62,18.0%,36,1.4%,26,20.7%
Shabazz Napier,25.3,POR,Point,415,44,0.3%,96,3.0%,19,3.7%,56,2.0%,81,11.9%,0,0.0%,63,4.0%
Maurice Ndour,24.4,NYK,Big,273,36,1.4%,71,1.5%,50,4.2%,51,7.8%,10,12.0%,0,0.0%,73,37.5%
Jameer Nelson,34.7,DEN,Combo,2026,24,0.2%,24,1.1%,24,4.0%,32,1.3%,26,8.1%,0,0.0%,74,6.2%
Raul Neto,24.5,UTA,Point,301,94,0.9%,98,3.1%,0,6.7%,35,1.5%,21,7.0%,0,0.0%,0,0.0%
Andrew Nicholson,26.9,WAS,Big,207,31,1.3%,88,1.9%,4,6.9%,8,3.5%,2,9.6%,99,20.0%,12,14.3%
Joakim Noah,31.7,NYK,Big,1013,57,1.8%,59,1.3%,31,5.0%,98,15.0%,83,22.2%,81,6.1%,66,35.4%
Nerlens Noel,22.6,PHI,Big,561,79,2.4%,100,3.2%,31,4.9%,63,8.5%,43,16.5%,59,3.6%,63,34.1%
Nerlens Noel,22.6,DAL,Big,481,89,2.9%,93,2.1%,32,4.9%,78,10.7%,78,21.3%,0,0.0%,86,45.8%
Lucas Nogueira,24.3,TOR,Big,1042,98,4.2%,93,2.1%,32,4.8%,59,8.2%,16,13.1%,0,0.0%,44,27.3%
Dirk Nowitzki,38.4,DAL,Big,1421,40,1.4%,34,1.0%,74,3.5%,1,1.7%,84,22.4%,0,0.0%,92,49.4%
Jusuf Nurkic,22.2,DEN,Big,792,71,2.2%,62,1.3%,61,3.9%,79,10.8%,70,19.4%,59,3.5%,79,40.0%
Jusuf Nurkic,22.2,POR,Big,582,93,3.4%,86,1.8%,46,4.5%,90,12.4%,78,21.4%,96,11.6%,43,27.0%
David Nwaba,23.8,LAL,Wing,391,84,1.0%,53,1.3%,19,3.9%,93,4.4%,59,11.3%,0,0.0%,75,13.0%
Kyle O'Quinn,26.6,NYK,Big,1199,99,4.3%,63,1.4%,15,5.7%,84,11.8%,77,20.9%,96,11.6%,62,33.8%
Jahlil Okafor,20.9,PHI,Big,1100,75,2.3%,18,0.8%,56,4.0%,36,6.6%,19,13.7%,43,1.9%,47,28.3%
Victor Oladipo,24.5,OKC,Wing,2187,54,0.5%,63,1.5%,63,2.8%,41,1.7%,68,11.7%,74,1.4%,0,0.0%
Kelly Olynyk,25.5,BOS,Big,1502,20,0.9%,57,1.2%,21,5.5%,20,4.8%,51,17.1%,40,1.7%,78,38.8%
Kelly Oubre,20.9,WAS,Wing,1545,57,0.6%,69,1.5%,4,5.3%,92,4.4%,75,12.2%,0,0.0%,91,17.0%
Zaza Pachulia,32.7,GSW,Big,1260,34,1.3%,89,2.0%,36,4.7%,83,11.6%,73,20.0%,95,11.4%,19,18.4%
Georgios Papagiannis,19.3,SAC,Big,334,80,2.4%,1,0.4%,23,5.5%,56,8.0%,51,17.1%,0,0.0%,8,12.0%
Jabari Parker,21.6,MIL,Forward,1712,41,0.7%,49,1.3%,86,2.5%,81,5.0%,58,13.0%,71,2.6%,58,20.0%
Tony Parker,34.5,SAS,Point,1581,10,0.1%,6,1.0%,81,2.5%,6,0.7%,12,6.7%,0,0.0%,37,1.4%
Chandler Parsons,28.0,MEM,Wing,673,41,0.4%,55,1.4%,37,3.4%,14,1.0%,86,12.7%,0,0.0%,89,16.1%
Patrick Patterson,27.6,TOR,Big,1582,16,0.8%,50,1.2%,84,3.1%,12,4.2%,20,13.8%,33,1.1%,30,22.1%
Chris Paul,31.5,LAC,Point,1915,33,0.2%,94,2.8%,48,3.2%,73,2.4%,92,13.9%,0,0.0%,40,1.8%
Cameron Payne,22.2,CHI,Combo,126,0,0.0%,21,1.1%,11,4.4%,10,0.8%,69,10.0%,0,0.0%,0,0.0%
Cameron Payne,22.2,OKC,Combo,292,66,0.5%,39,1.3%,10,5.0%,5,0.7%,73,10.1%,0,0.0%,0,0.0%
Elfrid Payton,22.7,ORL,Point,2370,90,0.9%,46,1.6%,56,3.1%,92,3.7%,85,12.3%,75,0.8%,90,10.8%
Paul Pierce,39.1,LAC,Forward,257,54,0.8%,8,0.7%,0,6.5%,0,0.0%,61,13.5%,0,0.0%,93,36.4%
Marshall Plumlee,24.3,NYK,Big,151,34,1.3%,5,0.6%,19,5.6%,89,12.3%,42,16.4%,93,10.0%,9,12.5%
Mason Plumlee,26.7,DEN,Big,616,72,2.2%,68,1.4%,40,4.6%,66,8.8%,69,19.1%,0,0.0%,14,14.8%
Mason Plumlee,26.7,POR,Big,1511,69,2.1%,70,1.5%,65,3.8%,61,8.4%,75,20.7%,51,2.6%,36,24.3%
Miles Plumlee,28.2,CHA,Big,161,25,1.0%,91,2.0%,8,6.4%,37,6.7%,26,14.6%,97,12.5%,58,33.3%
Miles Plumlee,28.2,MIL,Big,281,45,1.6%,84,1.8%,7,6.7%,54,8.0%,3,10.0%,99,15.4%,12,14.3%
Jakob Poeltl,21.0,TOR,Big,560,43,1.5%,52,1.2%,3,7.1%,85,11.8%,26,14.8%,0,0.0%,26,21.2%
Otto Porter,23.4,WAS,Forward,2599,59,0.8%,78,1.9%,58,3.1%,73,4.7%,73,14.9%,42,0.8%,75,25.3%
Bobby Portis,21.7,CHI,Big,913,11,0.6%,13,0.7%,60,3.9%,41,7.0%,81,21.8%,0,0.0%,58,33.3%
Kristaps Porzingis,21.3,NYK,Big,2159,90,3.0%,31,0.9%,43,4.5%,22,5.1%,29,15.1%,71,4.5%,55,31.9%
Dwight Powell,25.3,DAL,Big,1244,49,1.7%,95,2.2%,47,4.4%,47,7.6%,57,17.5%,0,0.0%,69,36.4%
Norman Powell,23.4,TOR,Wing,1275,59,0.6%,71,1.6%,18,3.9%,64,2.2%,46,10.3%,0,0.0%,61,8.6%
Alex Poythress,23.2,PHI,Big,150,4,0.3%,25,0.8%,68,3.7%,41,6.9%,5,10.8%,0,0.0%,52,30.0%
Ronnie Price,33.4,PHX,Combo,119,63,0.4%,98,3.0%,13,4.3%,60,2.1%,11,7.3%,0,0.0%,0,0.0%
Taurean Prince,22.6,ATL,Forward,869,83,1.3%,86,2.0%,20,4.2%,37,2.5%,56,13.0%,0,0.0%,8,2.6%
Chasson Randle,23.7,NYK,Point,211,40,0.3%,10,1.0%,10,4.8%,87,3.0%,67,10.7%,98,10.0%,79,6.7%
Julius Randle,21.9,LAL,Big,2112,19,0.9%,36,1.0%,50,4.3%,39,6.9%,81,21.8%,68,4.2%,83,43.4%
Zach Randolph,35.3,MEM,Big,1765,2,0.3%,30,0.9%,85,3.0%,75,10.2%,86,23.2%,49,2.3%,89,47.6%
JJ Redick,32.4,LAC,Wing,2188,27,0.3%,39,1.1%,81,2.3%,4,0.6%,8,7.0%,0,0.0%,34,5.6%
Willie Reed,26.5,MIA,Big,1001,81,2.4%,16,0.7%,13,5.8%,92,12.5%,69,19.2%,0,0.0%,32,22.4%
Josh Richardson,23.1,MIA,Wing,1584,94,1.3%,76,1.7%,30,3.6%,61,2.2%,22,8.4%,0,0.0%,54,7.1%
Malachi Richardson,20.8,SAC,Wing,168,29,0.3%,9,0.8%,0,5.5%,51,2.0%,51,10.6%,0,0.0%,0,0.0%
Austin Rivers,24.3,LAC,Combo,1922,31,0.2%,18,1.0%,26,4.0%,23,1.1%,2,6.6%,0,0.0%,61,4.7%
Andre Roberson,24.9,OKC,Wing,2366,100,1.8%,75,1.7%,33,3.5%,90,4.0%,80,12.4%,90,3.2%,73,11.3%
Brian Roberts,30.9,CHA,Point,344,19,0.2%,15,1.1%,96,2.0%,13,1.2%,27,8.3%,0,0.0%,0,0.0%
Thomas Robinson,25.6,LAL,Big,513,22,0.9%,92,2.1%,26,5.1%,99,15.6%,91,25.0%,86,7.1%,95,52.8%
Glenn Robinson III,22.8,IND,Wing,1334,70,0.7%,50,1.3%,92,2.0%,91,4.3%,88,12.9%,79,1.6%,88,15.9%
Sergio Rodriguez,30.4,PHI,Point,1449,17,0.1%,38,1.4%,67,2.7%,25,1.4%,44,9.2%,0,0.0%,81,7.3%
Rajon Rondo,30.7,CHI,Point,1833,50,0.3%,87,2.3%,44,3.3%,94,4.0%,94,15.0%,0,0.0%,98,22.7%
Derrick Rose,28.1,NYK,Combo,2077,56,0.4%,13,0.9%,100,1.5%,90,3.1%,39,8.7%,0,0.0%,0,0.0%
Terrence Ross,25.7,ORL,Wing,747,77,0.9%,87,1.9%,38,3.3%,2,0.5%,27,8.8%,0,0.0%,42,5.9%
Terrence Ross,25.7,TOR,Wing,1173,82,0.9%,89,2.0%,55,3.0%,19,1.1%,44,10.1%,74,1.4%,76,13.3%
Terry Rozier,22.6,BOS,Combo,1202,52,0.4%,47,1.5%,92,2.4%,94,3.3%,95,15.1%,0,0.0%,76,6.7%
Ricky Rubio,26.0,MIN,Point,2464,31,0.2%,85,2.3%,31,3.5%,85,3.0%,63,10.4%,73,0.7%,60,3.7%
Damjan Rudez,30.4,ORL,Big,169,2,0.3%,94,2.1%,44,4.5%,4,2.9%,0,6.0%,0,0.0%,14,15.4%
Brandon Rush,31.3,MIN,Wing,1011,88,1.1%,11,0.9%,96,1.7%,54,2.0%,21,8.3%,0,0.0%,26,3.4%
D'Angelo Russell,20.7,LAL,Point,1788,71,0.5%,79,2.1%,63,2.7%,50,1.8%,75,11.4%,0,0.0%,77,6.0%
Domantas Sabonis,20.5,OKC,Big,1544,28,1.1%,44,1.1%,34,4.8%,2,2.5%,22,13.9%,56,3.2%,20,18.4%
Dario Saric,22.6,PHI,Big,2073,13,0.7%,54,1.2%,89,2.9%,23,5.2%,62,18.0%,64,3.8%,40,25.7%
Tomas Satoransky,25.0,WAS,Combo,653,34,0.2%,60,1.7%,29,3.9%,98,3.7%,42,8.8%,0,0.0%,0,0.0%
Dennis Schroder,23.1,ATL,Point,2473,48,0.3%,29,1.3%,87,2.4%,48,1.8%,29,8.4%,69,0.6%,29,0.8%
Luis Scola,36.5,BKN,Big,420,7,0.5%,69,1.4%,27,5.1%,72,9.7%,63,18.1%,79,5.9%,46,27.8%
Mike Scott,28.3,ATL,Big,138,17,0.8%,11,0.7%,99,2.0%,26,5.6%,28,15.0%,0,0.0%,99,66.7%
Thabo Sefolosha,32.5,ATL,Forward,1568,76,1.0%,98,2.6%,80,2.6%,49,3.5%,49,12.8%,44,0.8%,68,23.3%
Wayne Selden,22.1,MEM,Wing,181,25,0.3%,30,1.1%,39,3.3%,5,0.6%,2,5.7%,0,0.0%,0,0.0%
Kevin Seraphin,26.9,IND,Big,482,61,2.0%,11,0.7%,22,5.5%,35,6.5%,37,16.1%,98,13.0%,54,31.4%
Ramon Sessions,30.6,CHA,Combo,782,21,0.2%,45,1.4%,95,2.2%,35,1.3%,16,7.7%,0,0.0%,34,2.0%
Iman Shumpert,26.4,CLE,Combo,1881,74,0.7%,44,1.4%,56,3.2%,71,2.3%,45,8.8%,0,0.0%,92,11.1%
Pascal Siakam,22.6,TOR,Big,783,83,2.6%,60,1.3%,19,5.6%,57,8.1%,23,14.2%,68,4.2%,28,21.6%
