Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Arron Afflalo,26.0,DEN,Wing,228,47,-1.4,-4,42,-0.7,63,+1.7%,6,+4.6%,76,+4.8%,28,-3.2,44,+0.7,63,-1.1%,9,-3.7%,52,-0.1%,85,-8.1
Lavoy Allen,22.7,PHI,Big,234,72,+12.0,+33,78,+10.3,85,+6.6%,42,-0.0%,94,+10.1%,20,-6.0,59,-1.7,33,+1.8%,67,+1.4%,86,-6.7%,51,-0.3
Ray Allen,36.3,BOS,Wing,610,30,-7.3,-21,50,+1.1,61,+1.7%,32,+0.7%,54,+1.0%,34,-2.1,16,+8.4,16,+4.0%,30,-1.4%,47,+0.6%,33,+4.4
Tony Allen,29.8,MEM,Wing,170,97,+31.2,+65,95,+20.4,92,+9.1%,85,-3.4%,87,+7.2%,36,-2.0,89,-10.8,88,-5.1%,46,-0.2%,80,-5.2%,49,+0.1
Ryan Anderson,23.5,ORL,Big,172,78,+14.8,+15,79,+10.7,75,+4.7%,41,+0.1%,55,+1.0%,46,-0.2,70,-4.1,23,+3.2%,98,+5.4%,7,+8.7%,80,-6.0
Carmelo Anthony,27.4,NYK,Forward,203,51,-0.5,+2,83,+12.8,96,+10.7%,48,-0.3%,15,-7.6%,90,+9.2,8,+13.3,1,+11.1%,99,+5.6%,55,-0.6%,11,+9.2
Joel Anthony,29.2,MIA,Big,319,34,-5.7,-13,44,-0.6,24,-2.8%,76,-2.4%,64,+2.0%,48,+0.1,28,+5.1,51,-0.0%,65,+1.2%,19,+5.0%,22,+6.6
Omer Asik,25.3,CHI,Big,128,53,+0.4,+1,24,-6.9,34,-1.9%,41,+0.1%,67,+3.3%,15,-7.1,80,-7.3,77,-2.8%,59,+0.7%,85,-6.1%,67,-3.0
Leandro Barbosa,28.9,IND,Wing,214,2,-27.1,-60,2,-20.1,7,-6.5%,28,+1.1%,14,-7.8%,10,-7.9,23,+7.0,30,+2.0%,87,+3.4%,9,+8.3%,10,+9.5
Matt Barnes,31.6,LAL,Wing,173,28,-7.8,-17,33,-3.5,40,-1.2%,25,+1.7%,76,+4.8%,11,-7.8,32,+4.3,59,-0.7%,45,-0.3%,42,+1.7%,34,+3.7
Brandon Bass,26.5,BOS,Big,603,20,-12.1,-32,32,-4.4,24,-2.9%,30,+1.0%,44,-1.5%,61,+2.2,20,+7.7,21,+3.3%,41,-0.5%,58,-1.2%,45,+0.5
Shane Battier,33.1,MIA,Wing,761,63,+4.7,+10,63,+5.2,59,+1.3%,80,-2.7%,46,-0.2%,60,+2.2,46,+0.5,46,+0.4%,31,-1.3%,61,-1.5%,68,-3.2
Mike Bibby,33.5,NYK,Point,108,70,+10.7,+14,89,+15.1,43,-0.8%,98,-11.3%,82,+6.0%,54,+0.8,30,+4.4,58,-0.5%,2,-6.8%,65,-2.2%,67,-2.9
Steve Blake,31.7,LAL,Point,298,26,-9.2,-21,40,-1.1,20,-4.0%,16,+2.7%,89,+9.2%,89,+9.0,18,+8.0,55,-0.4%,33,-1.1%,16,+5.7%,12,+9.0
Eric Bledsoe,21.9,LAC,Combo,184,96,+29.2,+62,97,+24.5,98,+12.4%,52,-0.7%,88,+7.5%,68,+3.3,72,-4.7,62,-0.9%,91,+4.0%,50,+0.3%,50,+0.1
Matt Bonner,31.6,SAS,Big,156,10,-19.7,-47,10,-11.5,28,-2.6%,11,+3.2%,21,-6.3%,85,+7.0,17,+8.2,60,-0.7%,54,+0.3%,1,+12.6%,47,+0.2
Carlos Boozer,29.9,CHI,Big,200,46,-1.6,-5,54,+2.2,76,+4.8%,79,-2.5%,2,-13.9%,7,-9.3,33,+3.9,15,+4.2%,40,-0.7%,28,+3.3%,69,-3.2
Chris Bosh,27.6,MIA,Big,438,61,+3.7,+8,51,+1.4,46,-0.6%,38,+0.3%,42,-1.7%,81,+6.4,63,-2.3,42,+0.7%,68,+1.5%,54,-0.5%,73,-4.2
Avery Bradley,20.9,BOS,Combo,247,82,+18.6,+44,66,+6.1,77,+5.0%,37,+0.3%,41,-1.9%,44,-0.4,92,-12.5,96,-7.4%,70,+1.6%,44,+1.4%,72,-4.0
Elton Brand,32.6,PHI,Big,355,24,-9.6,-27,8,-12.6,21,-3.6%,22,+2.1%,15,-7.4%,33,-2.1,66,-3.0,68,-1.4%,82,+2.8%,24,+3.9%,63,-2.6
Corey Brewer,25.7,DEN,Wing,112,56,+1.2,+3,28,-4.6,27,-2.8%,84,-3.1%,25,-5.7%,71,+3.8,75,-5.8,44,+0.5%,90,+3.9%,62,-1.7%,37,+2.7
Kobe Bryant,33.2,LAL,Wing,475,54,+0.9,+4,81,+11.3,76,+4.8%,72,-2.2%,24,-5.9%,69,+3.6,13,+10.4,20,+3.6%,62,+0.9%,26,+3.7%,42,+0.9
Caron Butler,31.6,LAC,Wing,266,0,-34.6,-65,0,-23.9,0,-12.2%,51,-0.6%,11,-8.7%,20,-6.1,12,+10.8,5,+6.8%,38,-0.9%,28,+3.1%,93,-11.5
Andrew Bynum,24.0,LAL,Big,450,67,+6.9,+16,74,+9.7,67,+3.0%,82,-2.9%,22,-6.2%,89,+7.9,37,+2.8,52,-0.2%,20,-2.2%,17,+5.6%,90,-9.5
Vince Carter,34.8,DAL,Wing,106,7,-22.6,-46,1,-23.1,6,-6.6%,2,+5.4%,13,-7.9%,28,-3.1,52,-0.5,67,-1.4%,76,+2.2%,12,+6.2%,21,+7.0
Mario Chalmers,25.5,MIA,Point,801,41,-2.9,-5,23,-6.9,50,-0.2%,44,-0.0%,20,-6.7%,32,-2.4,69,-4.0,61,-0.8%,50,+0.1%,53,-0.1%,56,-1.7
Tyson Chandler,29.1,NYK,Big,166,80,+17.2,+13,59,+2.9,83,+6.4%,15,+2.7%,71,+3.5%,23,-5.0,95,-14.3,82,-4.0%,100,+7.6%,37,+2.5%,87,-8.5
Norris Cole,23.0,MIA,Point,142,49,-1.2,-3,41,-0.8,67,+2.9%,7,+4.1%,40,-2.2%,25,-4.4,47,+0.4,65,-1.2%,83,+2.8%,46,+0.9%,5,+10.8
Darren Collison,24.2,IND,Point,195,2,-25.9,-58,4,-16.0,12,-5.5%,50,-0.5%,5,-12.6%,26,-3.7,15,+9.9,15,+4.2%,89,+3.8%,6,+9.2%,15,+7.9
Nick Collison,31.0,OKC,Big,319,65,+6.1,+14,46,+0.0,36,-1.8%,24,+1.9%,67,+3.2%,82,+6.5,76,-6.0,34,+1.5%,94,+4.4%,74,-3.7%,35,+3.6
Mike Conley,24.1,MEM,Point,276,58,+1.7,+5,80,+10.7,63,+1.7%,95,-7.9%,61,+1.6%,8,-8.2,15,+9.1,32,+1.8%,3,-4.6%,66,-2.3%,89,-8.7
Glen Davis,25.8,ORL,Big,190,32,-7.1,-12,27,-5.1,1,-12.1%,96,-10.7%,80,+5.6%,0,-19.7,40,+2.0,48,+0.2%,96,+4.9%,8,+8.5%,19,+7.5
Luol Deng,26.5,CHI,Wing,227,31,-7.3,-21,18,-9.2,13,-5.5%,90,-5.2%,2,-15.0%,55,+0.9,61,-2.0,56,-0.5%,54,+0.3%,51,+0.1%,44,+0.6
Boris Diaw,29.5,SAS,Big,342,81,+17.6,+39,50,+1.3,39,-1.3%,83,-2.9%,81,+5.8%,2,-13.3,96,-16.3,89,-5.4%,74,+1.8%,82,-5.3%,77,-5.6
Keyon Dooling,31.5,BOS,Combo,197,60,+3.3,+9,56,+2.6,54,+0.3%,71,-2.0%,53,+0.9%,70,+3.6,54,-0.8,69,-1.5%,39,-0.8%,30,+2.9%,36,+3.5
Tim Duncan,35.5,SAS,Big,460,91,+26.2,+57,71,+8.6,25,-2.8%,93,-6.3%,80,+5.3%,43,-0.5,98,-17.6,86,-5.0%,84,+2.9%,99,-11.8%,80,-6.0
Kevin Durant,23.1,OKC,Forward,834,21,-11.5,-21,19,-8.9,31,-2.0%,15,+3.0%,38,-2.4%,65,+2.4,37,+2.6,40,+0.9%,34,-1.1%,48,+0.6%,70,-3.7
Devin Ebanks,22.0,LAL,Wing,118,71,+11.3,+29,36,-2.7,52,+0.0%,85,-3.2%,29,-4.8%,9,-8.2,94,-14.0,76,-2.6%,42,-0.5%,89,-7.2%,89,-9.3
Reggie Evans,31.5,LAC,Big,197,89,+22.8,+53,76,+9.8,73,+4.0%,23,+2.0%,93,+10.0%,80,+6.4,93,-13.0,97,-7.7%,56,+0.5%,68,-2.4%,2,+12.1
Kenneth Faried,21.9,DEN,Big,191,29,-7.8,-20,22,-7.2,28,-2.4%,2,+5.8%,85,+7.1%,14,-7.4,46,+0.6,67,-1.3%,10,-3.6%,81,-5.3%,23,+6.3
Derrick Favors,20.3,UTA,Big,109,99,+44.5,+35,98,+26.5,86,+7.5%,94,-7.5%,89,+7.9%,99,+15.4,98,-18.0,87,-5.0%,81,+2.7%,92,-8.1%,38,+2.1
Landry Fields,23.3,NYK,Wing,105,50,-1.1,-2,26,-5.4,37,-1.8%,62,-1.3%,16,-7.3%,29,-2.9,71,-4.3,54,-0.4%,89,+3.8%,56,-0.9%,54,-1.0
Derek Fisher,37.2,OKC,Point,419,67,+7.6,+18,64,+6.0,64,+2.3%,73,-2.2%,33,-3.3%,91,+9.2,57,-1.6,41,+0.9%,85,+3.0%,69,-2.5%,17,+7.8
Randy Foye,28.1,LAC,Wing,286,3,-25.0,-55,9,-11.9,11,-5.7%,77,-2.5%,41,-1.9%,13,-7.5,9,+13.0,11,+5.1%,11,-3.6%,33,+2.8%,75,-4.9
Danilo Gallinari,23.2,DEN,Forward,219,11,-19.3,-44,17,-9.3,5,-8.6%,33,+0.7%,78,+5.2%,52,+0.4,14,+10.0,8,+6.1%,8,-3.7%,79,-4.4%,58,-1.7
Kevin Garnett,35.5,BOS,Big,733,98,+39.8,+64,73,+9.7,80,+5.6%,58,-1.0%,36,-3.0%,63,+2.2,100,-30.1,100,-12.0%,64,+1.2%,94,-9.0%,99,-15.3
Marc Gasol,26.8,MEM,Big,260,85,+19.6,+45,76,+9.9,62,+1.7%,67,-1.8%,59,+1.4%,76,+4.7,86,-9.7,54,-0.3%,75,+1.9%,75,-3.8%,26,+5.9
Pau Gasol,31.3,LAL,Big,439,37,-5.1,-13,21,-7.2,57,+0.7%,54,-0.7%,20,-6.6%,4,-11.0,62,-2.2,31,+1.9%,93,+4.3%,25,+3.7%,83,-7.2
Rudy Gay,25.2,MEM,Forward,279,85,+20.6,+45,77,+10.2,33,-1.9%,67,-1.8%,100,+13.9%,93,+9.8,88,-10.5,91,-5.6%,50,+0.1%,63,-2.1%,24,+6.2
Paul George,21.5,IND,Wing,368,84,+19.5,+48,90,+15.8,87,+7.5%,39,+0.2%,75,+4.8%,84,+6.6,67,-3.7,28,+2.1%,7,-3.7%,98,-11.3%,63,-2.3
Taj Gibson,26.4,CHI,Big,137,57,+1.4,+4,25,-6.2,2,-9.3%,17,+2.7%,99,+12.9%,85,+6.9,82,-7.5,98,-8.0%,52,+0.2%,80,-4.9%,1,+14.0
