Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Steven Adams,28.3,MEM,Big,109,63,+4.3,+9,79,+7.5,67,+1.3%,98,-6.8%,29,-2.4%,27,-2.9,33,+3.2,62,-1.1%,6,-4.4%,17,+4.8%,92,-10.1
Kyle Anderson,28.1,MEM,Forward,211,50,-0.5,-2,73,+5.8,86,+4.5%,38,+0.6%,21,-3.0%,46,-0.5,28,+6.3,29,+2.0%,41,-1.0%,49,-0.0%,42,+1.5
Giannis Antetokounmpo,26.9,MIL,Big,447,97,+29.2,+57,91,+14.9,93,+6.9%,73,-2.2%,44,-0.6%,87,+5.9,97,-14.4,97,-7.8%,25,-2.1%,62,-1.7%,94,-11.2
Will Barton,30.8,DEN,Wing,172,29,-6.0,-12,33,-4.7,6,-7.7%,68,-1.8%,97,+9.4%,2,-14.3,40,+1.4,9,+6.3%,77,+2.4%,83,-4.9%,81,-6.9
Malik Beasley,24.9,MIN,Wing,144,14,-15.3,-35,13,-11.3,8,-6.2%,40,+0.3%,56,+0.4%,36,-1.8,29,+4.1,81,-3.2%,35,-1.3%,68,-2.5%,1,+18.6
Davis Bertans,29.0,DAL,Forward,179,64,+4.4,+11,55,+0.7,53,-0.2%,31,+1.1%,60,+1.1%,86,+5.8,60,-3.7,36,+1.7%,90,+3.9%,60,-1.0%,26,+3.3
Patrick Beverley,33.3,MIN,Combo,226,41,-2.2,-6,22,-6.1,34,-1.8%,13,+2.5%,64,+1.9%,20,-4.7,63,-3.9,28,+2.3%,82,+2.7%,18,+4.7%,99,-20.9
Nemanja Bjelica,33.5,GSW,Big,125,10,-17.2,-40,15,-10.5,33,-1.9%,25,+1.4%,12,-6.3%,52,+0.3,24,+6.7,13,+5.7%,50,-0.6%,69,-2.6%,31,+2.6
Bojan Bogdanovic,32.5,UTA,Forward,214,16,-13.8,-32,28,-5.5,58,+0.3%,80,-2.8%,2,-14.2%,4,-11.0,18,+8.3,3,+9.9%,40,-1.1%,94,-9.2%,85,-7.4
Devin Booker,25.0,PHX,Wing,365,45,-1.6,-4,56,+1.6,51,-0.4%,32,+1.1%,66,+2.0%,70,+2.6,33,+3.2,57,-0.6%,30,-1.6%,40,+1.2%,82,-7.1
