Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Luke Kennard,28.4,MEM,Combo,1445,14,14.9%,95,128.0,43,17.9%,89,1.20,44,12.9%
Walker Kessler,23.3,UTA,Big,1727,24,12.7%,88,132.8,35,8.4%,47,0.66,25,16.3%
Corey Kispert,25.7,WAS,Forward,1596,46,15.8%,73,118.4,46,9.4%,48,0.60,53,10.5%
Maxi Kleber,32.8,DAL,Big,636,2,9.3%,7,97.2,37,8.7%,82,0.94,24,16.5%
Dalton Knecht,23.5,LAL,Wing,1417,43,15.8%,77,119.6,9,6.6%,6,0.42,95,6.3%
Tyler Kolek,23.6,NYK,Point,208,19,17.4%,10,96.1,69,30.5%,94,1.76,48,13.4%
Christian Koloko,24.4,LAL,Big,288,3,9.8%,52,119.4,18,6.4%,45,0.65,35,15.4%
John Konchar,28.6,MEM,Wing,473,0,8.3%,69,118.1,31,9.0%,93,1.08,10,14.1%
Luke Kornet,29.3,BOS,Big,1337,11,11.1%,93,137.9,56,11.4%,88,1.03,87,9.1%
Vit Krejci,24.4,ATL,Wing,1120,24,14.0%,98,132.2,82,17.5%,99,1.25,32,12.8%
Jonathan Kuminga,22.1,GSW,Forward,1118,92,26.9%,21,106.3,77,15.0%,40,0.56,67,9.6%
Kyle Kuzma,29.3,WAS,Forward,886,90,25.9%,8,97.6,78,15.6%,49,0.60,21,13.1%
Kyle Kuzma,29.3,MIL,Forward,1047,75,20.2%,33,109.3,52,10.0%,25,0.49,8,15.2%
Jake LaRavia,23.0,SAC,Forward,354,21,13.7%,61,115.5,51,9.9%,66,0.73,13,14.3%
Jake LaRavia,23.0,MEM,Forward,930,39,15.3%,76,119.4,81,16.4%,95,1.07,2,18.8%
Zach LaVine,29.6,SAC,Combo,1169,67,23.7%,98,129.3,29,15.5%,8,0.65,29,13.7%
Zach LaVine,29.6,CHI,Wing,1431,96,27.0%,96,128.3,89,19.5%,51,0.72,28,13.3%
Jock Landale,29.0,HOU,Big,416,49,15.1%,46,118.1,55,11.1%,58,0.73,73,10.9%
Pelle Larsson,23.7,MIA,Wing,728,25,14.1%,37,110.4,48,11.2%,61,0.79,70,9.7%
A.J. Lawson,24.3,TOR,Wing,459,64,17.6%,29,108.1,36,9.3%,17,0.53,89,7.5%
Caris LeVert,30.2,ATL,Wing,691,82,20.3%,65,117.6,72,15.0%,54,0.74,92,7.1%
Caris LeVert,30.2,CLE,Wing,896,78,19.5%,56,115.2,88,19.4%,88,1.00,36,12.6%
Alex Len,31.4,LAL,Big,101,24,12.9%,2,85.7,53,10.8%,71,0.84,4,23.7%
Alex Len,31.4,SAC,Big,215,7,10.7%,9,100.0,79,15.3%,99,1.43,11,19.2%
Kawhi Leonard,33.3,LAC,Forward,1179,94,27.8%,74,118.5,76,14.7%,34,0.53,64,9.9%
Maxwell Lewis,22.3,BKN,Wing,268,57,16.8%,21,105.2,33,9.1%,23,0.54,45,11.7%
Damian Lillard,34.3,MIL,Point,2092,81,30.1%,94,125.8,65,29.9%,35,0.99,75,11.3%
Dereck Lively II,20.7,DAL,Big,827,26,13.1%,95,140.1,74,14.4%,93,1.10,27,16.2%
Kevon Looney,28.7,GSW,Big,1110,34,13.6%,15,105.9,75,14.6%,91,1.07,81,10.2%
Brook Lopez,36.6,MIL,Big,2544,40,14.4%,72,124.9,30,7.8%,30,0.54,80,10.2%
Kevin Love,36.2,MIA,Big,251,88,22.8%,7,97.6,68,13.4%,35,0.59,79,10.4%
Kyle Lowry,38.6,PHI,Combo,652,1,12.3%,32,103.9,59,20.7%,98,1.69,60,11.7%
Trey Lyles,29.0,SAC,Big,1317,29,13.3%,24,110.0,33,8.1%,39,0.61,90,8.9%
Sandro Mamukelashvili,25.4,SAS,Big,581,68,18.0%,61,121.0,58,11.7%,44,0.65,88,8.9%
Terance Mann,28.0,ATL,Wing,677,37,15.4%,93,127.2,52,12.1%,60,0.79,77,9.0%
Terance Mann,28.0,LAC,Wing,687,23,13.5%,23,105.8,50,11.4%,70,0.85,53,11.3%
Tre Mann,23.7,CHA,Combo,314,84,26.8%,44,108.5,64,21.8%,30,0.82,47,12.6%
Lauri Markkanen,27.4,UTA,Forward,1474,77,21.2%,58,114.8,23,7.4%,5,0.35,80,8.7%
Naji Marshall,26.8,DAL,Forward,1862,71,19.7%,70,118.1,80,15.9%,79,0.80,25,12.7%
Caleb Martin,29.1,PHI,Forward,924,27,14.4%,25,107.4,63,11.3%,77,0.79,16,13.9%
Caleb Martin,29.1,DAL,Forward,267,50,16.3%,2,88.8,69,12.5%,71,0.77,32,12.2%
Cody Martin,29.1,CHA,Wing,962,30,14.7%,17,103.8,61,13.2%,79,0.90,43,11.9%
Cody Martin,29.1,PHX,Forward,191,43,15.5%,1,78.6,66,11.9%,72,0.77,18,13.5%
Jaylen Martin,20.8,WAS,Wing,215,50,16.2%,10,100.0,57,12.9%,63,0.79,23,13.6%
Tyrese Martin,25.7,BKN,Combo,1265,33,18.1%,43,108.0,25,14.9%,32,0.83,33,13.4%
Kenyon Martin Jr.,23.8,UTA,Big,431,9,10.9%,26,111.1,39,9.0%,69,0.82,75,10.9%
Kenyon Martin Jr.,23.8,PHI,Big,460,4,9.8%,92,136.4,10,5.9%,38,0.60,76,10.6%
Garrison Mathews,28.0,ATL,Wing,796,33,15.0%,89,123.8,41,9.8%,42,0.66,71,9.5%
Bennedict Mathurin,22.4,IND,Wing,2134,85,21.8%,59,116.3,30,9.0%,5,0.41,37,12.5%
Karlo Matkovic,23.6,NOP,Big,719,43,14.5%,80,128.0,33,8.0%,32,0.55,32,15.6%
Tyrese Maxey,24.0,PHI,Point,1944,85,31.3%,58,113.7,52,27.5%,13,0.88,92,8.9%
Miles McBride,24.1,NYK,Combo,1537,23,17.0%,41,107.8,28,15.5%,46,0.91,100,5.8%
Jared McCain,20.7,PHI,Combo,576,70,24.7%,77,117.9,40,17.6%,16,0.71,69,10.9%
CJ McCollum,33.1,NOP,Combo,1828,85,26.9%,51,110.0,49,19.3%,17,0.72,91,9.1%
TJ McConnell,32.6,IND,Point,1413,67,26.9%,48,109.3,90,36.0%,75,1.34,62,12.4%
Jaden McDaniels,24.1,MIN,Forward,2610,41,15.5%,47,113.0,42,9.1%,47,0.59,60,10.3%
Doug McDermott,32.8,SAC,Forward,260,8,11.7%,44,112.2,1,3.1%,1,0.26,99,4.2%
Jordan McLaughlin,28.6,SAC,Combo,133,16,15.3%,67,114.3,31,16.2%,72,1.05,39,13.2%
De'Anthony Melton,26.4,GSW,Wing,119,89,24.0%,16,103.4,91,20.7%,74,0.86,10,14.4%
Sam Merrill,28.5,CLE,Wing,1335,20,13.3%,67,117.6,37,9.5%,50,0.72,86,8.0%
Vasilije Micic,30.8,CHA,Combo,757,66,23.3%,10,91.3,87,27.0%,82,1.16,3,18.3%
Khris Middleton,33.2,MIL,Forward,533,88,23.4%,91,125.9,95,26.0%,98,1.11,29,12.4%
Khris Middleton,33.2,WAS,Forward,309,86,22.5%,22,106.4,91,23.5%,94,1.05,43,11.2%
Brandon Miller,21.9,CHA,Forward,923,91,26.5%,34,109.4,86,18.1%,58,0.68,19,13.2%
Jordan Miller,24.8,LAC,Wing,286,70,18.5%,12,100.9,47,11.2%,30,0.60,17,13.9%
Patty Mills,36.2,UTA,Point,260,10,15.3%,8,94.9,0,12.1%,6,0.79,19,15.9%
Shake Milton,28.1,BKN,Combo,478,30,17.9%,71,115.8,45,18.6%,69,1.04,79,9.9%
Shake Milton,28.1,LAL,Wing,285,58,16.9%,19,104.3,67,14.4%,70,0.85,37,12.6%
Josh Minott,21.9,MIN,Forward,178,35,15.0%,36,110.0,58,10.7%,64,0.71,87,8.1%
Yves Missi,20.5,NOP,Big,1937,30,13.4%,38,114.1,22,7.0%,26,0.52,50,13.2%
Ajay Mitchell,22.4,OKC,Combo,529,21,16.6%,53,110.3,20,13.9%,36,0.84,64,11.2%
Davion Mitchell,26.2,MIA,Point,940,17,17.1%,81,120.5,27,22.8%,73,1.34,40,14.2%
Davion Mitchell,26.2,TOR,Point,1074,12,15.9%,46,109.1,33,24.1%,88,1.51,6,18.9%
Donovan Mitchell,28.2,CLE,Combo,2228,99,32.2%,75,116.0,76,23.8%,22,0.74,93,8.8%
Evan Mobley,23.4,CLE,Big,2161,84,22.1%,76,126.8,78,14.9%,50,0.67,54,13.0%
Jonathan Mogbo,23.0,TOR,Big,1209,50,15.2%,8,98.1,81,16.3%,92,1.07,38,14.7%
Malik Monk,26.7,SAC,Wing,2053,93,25.3%,39,110.7,97,24.7%,87,0.98,30,12.9%
Moses Moody,22.4,GSW,Wing,1591,43,15.9%,55,115.2,19,8.1%,16,0.51,82,8.8%
Wendell Moore Jr.,23.1,CHA,Wing,230,30,14.7%,54,114.7,54,12.1%,68,0.83,1,18.6%
Wendell Moore Jr.,23.1,DET,Wing,173,17,13.0%,49,113.6,62,13.2%,90,1.02,27,13.3%
Ja Morant,25.2,MEM,Point,1513,92,34.7%,63,114.3,88,35.5%,38,1.02,42,14.1%
Markieff Morris,35.2,LAL,Big,106,76,19.0%,1,85.4,89,19.4%,88,1.03,98,6.6%
Monte Morris,29.3,PHX,Point,501,21,18.1%,27,104.3,12,17.9%,33,0.99,100,8.1%
Trey Murphy III,24.4,NOP,Forward,1851,85,22.3%,78,120.4,79,15.7%,62,0.70,58,10.4%
Dejounte Murray,28.1,NOP,Point,1012,79,29.9%,15,99.1,87,34.8%,58,1.16,37,14.4%
Jamal Murray,27.7,DEN,Combo,2409,77,25.5%,78,118.1,67,22.3%,40,0.87,84,9.6%
Keegan Murray,24.2,SAC,Forward,2600,20,13.6%,40,111.4,6,5.6%,14,0.41,95,7.3%
Kris Murray,24.2,POR,Forward,909,23,13.7%,5,91.7,44,9.3%,55,0.68,24,12.9%
Sviatoslav Mykhailiuk,27.4,UTA,Wing,751,81,20.3%,24,106.4,68,14.4%,48,0.71,14,14.0%
Larry Nance Jr.,31.8,ATL,Big,463,41,14.4%,79,127.7,63,12.5%,76,0.87,82,10.1%
Andrew Nembhard,24.8,IND,Combo,1871,41,18.9%,45,108.9,70,22.4%,86,1.19,31,13.7%
Aaron Nesmith,25.0,IND,Wing,1123,39,15.4%,97,131.6,6,6.3%,3,0.41,73,9.4%
Georges Niang,31.4,ATL,Forward,640,65,18.5%,75,119.4,43,9.2%,26,0.50,35,12.0%
Georges Niang,31.4,CLE,Forward,1005,37,15.1%,88,124.4,38,8.5%,43,0.57,31,12.3%
Zeke Nnaji,23.8,DEN,Big,545,8,10.8%,41,116.2,6,5.3%,21,0.49,96,7.3%
Jaylen Nowell,25.3,NOP,Combo,154,59,22.4%,6,87.3,32,16.5%,21,0.73,97,7.6%
Jusuf Nurkic,30.2,PHX,Big,591,71,18.4%,25,110.8,54,11.0%,38,0.60,5,23.1%
Jusuf Nurkic,30.2,CHA,Big,465,88,23.1%,32,111.8,97,26.0%,95,1.12,40,14.6%
Royce O'Neale,31.4,PHX,Forward,1805,31,14.9%,69,118.0,71,12.8%,85,0.86,59,10.4%
Chuma Okeke,26.2,PHI,Wing,171,2,9.3%,100,141.2,42,10.0%,92,1.07,85,8.1%
Josh Okogie,26.2,PHX,Forward,324,44,15.6%,65,117.7,9,5.8%,9,0.37,41,11.3%
Josh Okogie,26.2,CHA,Forward,274,76,20.8%,30,109.0,59,11.0%,33,0.53,42,11.3%
Onyeka Okongwu,23.9,ATL,Big,2062,55,15.9%,75,126.6,55,11.2%,54,0.71,68,11.2%
Isaac Okoro,23.8,CLE,Forward,984,7,11.7%,81,121.6,29,8.0%,57,0.68,94,7.5%
Kelly Olynyk,33.5,TOR,Big,377,81,20.3%,65,122.1,91,19.9%,85,0.98,9,19.7%
Kelly Olynyk,33.5,NOP,Big,507,79,19.7%,44,117.7,90,19.8%,86,1.01,19,17.3%
Kelly Oubre,28.9,PHI,Forward,2065,60,17.9%,39,111.3,28,7.9%,16,0.44,70,9.6%
Chris Paul,39.5,SAS,Point,2291,29,18.8%,75,118.3,81,34.2%,96,1.81,54,13.0%
Cameron Payne,30.2,NYK,Combo,1037,60,22.8%,38,106.2,82,24.8%,76,1.09,90,9.2%
Elfrid Payton,30.7,NOP,Combo,359,75,25.0%,3,77.3,100,49.8%,99,1.99,0,22.5%
Elfrid Payton,30.7,CHA,Point,104,6,13.9%,0,37.5,42,25.4%,98,1.82,2,22.2%
Gary Payton II,31.9,GSW,Wing,920,34,15.0%,95,127.7,57,12.8%,71,0.85,39,12.3%
Drew Peterson,25.0,BOS,Forward,127,3,10.5%,66,117.9,40,8.9%,84,0.85,65,9.7%
Julian Phillips,21.0,CHI,Big,1044,16,11.8%,27,111.1,4,4.3%,7,0.37,89,8.9%
Jalen Pickett,25.0,DEN,Combo,573,13,14.8%,56,111.0,41,17.7%,87,1.20,83,9.7%
Scotty Pippen,24.0,MEM,Combo,1658,56,21.6%,72,115.9,90,28.1%,95,1.30,13,15.5%
Mason Plumlee,34.7,PHX,Big,1255,14,11.4%,76,126.9,64,13.0%,96,1.14,20,17.2%
Brandin Podziemski,21.7,GSW,Combo,1675,39,18.5%,55,111.0,48,19.2%,67,1.04,80,9.8%
Jakob Poeltl,29.0,TOR,Big,1685,63,17.4%,82,128.8,68,13.6%,64,0.78,31,15.9%
Jordan Poole,25.4,WAS,Point,2000,75,29.5%,79,118.7,40,25.3%,12,0.86,38,14.4%
Craig Porter,24.7,CLE,Combo,401,26,17.4%,60,112.6,36,16.6%,52,0.95,1,19.8%
Kevin Porter,24.5,MIL,Combo,596,92,28.2%,91,123.8,92,29.2%,68,1.04,24,14.0%
Kevin Porter,24.5,LAC,Combo,842,91,28.0%,13,94.9,86,27.0%,54,0.96,20,14.7%
Michael Porter,26.3,DEN,Forward,2590,61,17.9%,89,124.5,37,8.4%,23,0.47,71,9.5%
Bobby Portis,29.7,MIL,Big,1237,87,22.8%,21,109.2,64,12.6%,31,0.55,92,8.7%
Kristaps Porzingis,29.3,BOS,Big,1208,89,23.3%,68,123.0,56,11.3%,19,0.49,94,8.2%
Quinten Post,24.6,GSW,Big,635,70,18.3%,55,119.6,62,12.4%,50,0.68,65,11.8%
Micah Potter,26.6,UTA,Big,679,5,10.0%,36,113.8,10,5.9%,36,0.59,10,19.3%
Dwight Powell,33.3,DAL,Big,467,1,8.7%,99,145.6,69,13.9%,100,1.59,21,17.0%
Norman Powell,31.4,LAC,Wing,1956,88,23.8%,88,123.3,39,9.6%,3,0.40,65,10.1%
Taurean Prince,30.6,MIL,Wing,2161,11,11.9%,90,124.0,35,9.1%,58,0.77,11,14.1%
Payton Pritchard,26.8,BOS,Point,2201,27,18.8%,100,128.8,10,17.7%,21,0.94,96,8.2%
Olivier-Maxence Prosper,22.3,DAL,Forward,498,33,14.9%,3,90.1,45,9.3%,50,0.63,93,7.6%
Trevelin Queen,27.7,ORL,Wing,352,35,15.3%,43,111.4,70,14.6%,84,0.95,19,13.8%
Neemias Queta,25.3,BOS,Big,768,19,12.1%,87,132.0,27,7.5%,42,0.62,22,16.9%
Immanuel Quickley,25.4,TOR,Combo,917,87,27.4%,69,114.7,97,32.0%,85,1.17,82,9.8%
Lester Quinones,24.0,NOP,Big,148,82,20.9%,33,112.5,93,21.9%,89,1.05,73,10.9%
Julius Randle,29.9,MIN,Big,2222,93,26.0%,45,118.0,93,22.8%,78,0.87,39,14.7%
Duop Reath,28.4,POR,Big,372,39,14.3%,22,109.4,25,7.3%,24,0.51,83,10.0%
Austin Reaves,26.4,LAL,Combo,2549,69,24.7%,93,125.6,79,24.0%,59,0.97,51,12.4%
Cameron Reddish,25.2,LAL,Forward,553,0,8.6%,11,101.0,3,4.7%,37,0.55,72,9.4%
Paul Reed,25.4,DET,Big,347,64,17.4%,18,107.2,73,14.2%,68,0.82,46,13.5%
Alex Reese,25.5,PHI,Forward,196,5,10.8%,98,128.8,0,1.9%,0,0.18,33,12.1%
Antonio Reeves,23.9,NOP,Wing,548,36,15.3%,66,117.6,17,7.7%,14,0.50,75,9.1%
Naz Reid,25.2,MIN,Big,2190,80,20.1%,39,115.2,61,12.3%,40,0.61,78,10.5%
Jared Rhoden,25.2,TOR,Wing,205,48,16.1%,85,122.6,26,8.6%,18,0.53,74,9.4%
Nick Richards,26.9,PHX,Big,815,48,14.9%,81,128.6,1,3.7%,1,0.25,17,17.5%
Nick Richards,26.9,CHA,Big,438,61,17.1%,65,122.2,48,10.2%,37,0.59,12,18.4%
Josh Richardson,31.1,MIA,Combo,139,8,13.6%,9,88.9,11,12.2%,43,0.90,10,16.1%
Zaccharie Risacher,19.6,ATL,Forward,1804,64,18.5%,43,112.0,16,6.7%,6,0.36,52,10.6%
Duncan Robinson,30.5,MIA,Wing,1778,71,18.5%,78,120.0,71,14.7%,62,0.79,49,11.6%
Mitchell Robinson,26.6,NYK,Big,288,12,11.3%,89,133.8,14,6.2%,30,0.55,47,13.4%
Orlando Robinson,24.3,TOR,Big,668,64,17.5%,15,106.3,76,14.7%,73,0.84,41,14.3%
Jeremiah Robinson-Earl,24.0,NOP,Big,1134,36,14.0%,19,108.7,46,9.8%,53,0.70,59,12.3%
David Roddy,23.6,ATL,Forward,302,24,13.7%,92,126.2,62,11.2%,80,0.81,1,19.4%
Ryan Rollins,22.3,MIL,Point,751,23,18.3%,85,121.1,6,16.3%,15,0.89,27,14.9%
Terry Rozier,30.6,MIA,Point,1630,35,20.5%,17,100.3,2,15.2%,0,0.74,81,10.2%
Rayan Rupert,20.4,POR,Combo,325,11,14.5%,28,102.8,0,4.4%,0,0.30,23,14.2%
D'Angelo Russell,28.7,BKN,Point,716,71,28.2%,21,102.8,92,36.0%,67,1.28,63,12.3%
D'Angelo Russell,28.7,LAL,Point,755,50,23.6%,38,107.0,38,25.1%,44,1.06,67,11.9%
Domantas Sabonis,28.5,SAC,Big,2427,85,22.3%,86,130.6,96,25.1%,95,1.12,29,16.0%
Tidjane Salaun,19.2,CHA,Big,1181,46,14.9%,4,90.5,39,9.0%,39,0.60,53,13.1%
Gui Santos,22.4,GSW,Wing,647,17,13.1%,73,118.7,69,14.4%,94,1.10,3,16.3%
Dario Saric,30.6,DEN,Big,198,59,16.7%,3,86.0,85,17.8%,90,1.07,8,19.7%
Alexandre Sarr,19.5,WAS,Big,1809,85,22.3%,6,96.1,70,13.9%,42,0.62,67,11.5%
Marcus Sasser,24.1,DET,Point,724,37,20.7%,62,114.2,29,23.0%,54,1.11,46,13.9%
Baylor Scheierman,24.1,BOS,Forward,309,18,13.3%,24,107.2,50,9.9%,68,0.75,45,11.0%
Dennis Schroder,31.1,DET,Point,695,48,23.0%,19,102.4,58,28.1%,63,1.22,90,9.3%
Dennis Schroder,31.1,BKN,Combo,772,82,26.5%,82,119.4,94,30.8%,83,1.16,45,12.8%
Dennis Schroder,31.1,GSW,Combo,629,62,23.1%,14,95.5,85,26.9%,84,1.16,28,13.8%
Alperen Sengun,22.3,HOU,Big,2391,95,27.3%,21,108.8,95,23.8%,77,0.87,58,12.3%
Brice Sensabaugh,21.0,UTA,Forward,1393,69,19.7%,83,121.9,61,11.2%,44,0.57,6,15.5%
Collin Sexton,25.8,UTA,Wing,1754,97,27.8%,75,118.9,97,24.5%,77,0.88,23,13.5%
Landry Shamet,27.6,NYK,Wing,703,18,13.2%,63,117.1,0,5.0%,1,0.38,62,10.6%
Terrence Shannon Jr.,24.3,MIN,Forward,267,55,16.9%,62,116.3,72,12.9%,69,0.76,56,10.5%
Day'Ron Sharpe,23.0,BKN,Big,868,75,18.8%,39,114.9,81,15.6%,70,0.83,30,15.9%
Shaedon Sharpe,21.4,POR,Combo,2258,74,24.9%,54,110.9,21,13.9%,3,0.56,63,11.3%
Jamal Shead,22.3,TOR,Point,1379,38,21.2%,25,104.2,67,30.3%,81,1.43,23,15.6%
Ben Sheppard,23.3,IND,Wing,1175,5,10.8%,32,109.0,29,8.8%,65,0.81,88,7.5%
Reed Sheppard,20.4,HOU,Combo,543,36,18.3%,11,94.8,14,12.8%,15,0.70,52,12.3%
Pascal Siakam,30.6,IND,Big,2547,90,23.3%,56,119.8,79,15.5%,48,0.66,95,8.1%
Ben Simmons,28.3,LAC,Point,289,4,13.8%,6,92.9,31,23.9%,92,1.73,29,14.8%
Ben Simmons,28.3,BKN,Point,820,33,19.8%,56,113.3,98,40.4%,100,2.04,0,24.2%
Anfernee Simons,25.4,POR,Combo,2291,79,26.1%,62,113.0,80,24.0%,48,0.92,78,10.1%
K.J. Simpson,22.2,CHA,Point,804,40,21.3%,4,86.9,17,21.0%,31,0.99,50,13.4%
Jericho Sims,26.0,MIL,Big,203,0,7.4%,91,136.0,20,6.7%,81,0.91,1,35.3%
Jericho Sims,26.0,NYK,Big,354,1,7.8%,47,118.2,21,6.7%,76,0.87,3,24.6%
Marcus Smart,30.7,WAS,Combo,280,61,22.9%,59,112.0,68,22.3%,60,0.97,46,12.8%
Marcus Smart,30.7,MEM,Combo,397,57,21.6%,22,100.6,62,21.6%,63,1.00,9,16.1%
Dru Smith,26.8,MIA,Combo,248,6,13.3%,99,133.9,13,12.7%,51,0.95,5,18.2%
Jalen Smith,24.6,CHI,Big,919,77,19.1%,45,118.0,47,10.0%,27,0.52,92,8.6%
Jabari Smith Jr.,21.5,HOU,Big,1711,48,15.0%,29,111.6,5,4.8%,4,0.32,84,9.9%
Nick Smith Jr.,20.5,CHA,Combo,1300,53,20.8%,18,99.6,37,17.0%,31,0.82,56,11.9%
Jeremy Sochan,21.5,SAS,Forward,1365,59,17.7%,67,117.9,75,13.8%,75,0.78,11,14.6%
Cam Spencer,24.6,MEM,Wing,207,52,16.3%,28,107.7,84,18.1%,95,1.11,100,4.8%
Pat Spencer,28.3,GSW,Combo,143,63,23.1%,25,101.6,55,20.0%,38,0.86,7,16.8%
Jaden Springer,22.1,UTA,Combo,223,10,14.2%,30,103.2,18,13.9%,57,0.97,14,15.5%
Lamar Stevens,27.3,MEM,Forward,144,73,20.0%,28,108.2,10,5.9%,2,0.29,10,14.9%
Isaiah Stewart,23.4,DET,Big,1425,20,12.4%,69,123.5,59,12.0%,84,0.97,25,16.3%
Julian Strawther,22.5,DEN,Wing,1302,50,16.2%,46,112.2,17,7.9%,10,0.49,67,9.8%
Max Strus,28.6,CLE,Wing,1267,31,14.9%,83,121.7,75,15.7%,91,1.05,41,12.1%
Jalen Suggs,23.4,ORL,Point,1001,69,28.1%,42,108.1,19,21.6%,4,0.77,21,15.7%
Cole Swider,25.5,TOR,Big,149,30,13.3%,9,100.0,0,1.7%,0,0.13,95,8.1%
Jae'Sean Tate,29.0,HOU,Forward,500,12,12.5%,54,114.2,49,9.7%,74,0.78,76,9.1%
Jayson Tatum,26.7,BOS,Forward,2622,99,32.1%,64,117.7,97,26.5%,82,0.83,48,10.8%
Garrett Temple,38.5,TOR,Combo,180,15,15.1%,8,88.7,44,18.4%,93,1.22,59,11.8%
Dalen Terry,22.3,CHI,Wing,907,29,14.6%,37,110.2,59,13.1%,80,0.90,3,16.3%
Daniel Theis,32.6,NOP,Big,612,17,12.0%,30,111.7,65,13.1%,92,1.09,41,14.3%
Cameron Thomas,23.1,BKN,Wing,793,100,33.1%,60,116.3,95,22.0%,44,0.66,59,10.8%
Amen Thompson,21.8,HOU,Combo,2203,32,18.0%,85,120.7,33,16.5%,47,0.92,22,14.3%
Ausar Thompson,21.8,DET,Wing,1310,72,18.6%,52,114.2,66,14.0%,57,0.75,21,13.7%
Klay Thompson,34.7,DAL,Forward,1960,75,20.2%,37,111.0,54,10.4%,30,0.52,66,9.6%
Tristan Thompson,33.6,CLE,Big,192,10,11.0%,1,71.1,62,12.3%,94,1.11,42,14.1%
JT Thor,22.2,WAS,Big,192,12,11.1%,2,85.4,1,3.2%,2,0.28,99,6.2%
Matisse Thybulle,27.7,POR,Wing,312,22,13.5%,70,118.3,56,12.6%,83,0.93,38,12.5%
Xavier Tillman,25.8,BOS,Big,154,32,13.5%,0,50.0,7,5.7%,13,0.43,7,21.3%
Drew Timme,24.1,BKN,Big,237,79,19.9%,13,105.1,75,14.6%,57,0.73,44,14.0%
Obi Toppin,26.7,IND,Forward,1522,57,17.6%,99,130.4,65,11.7%,52,0.66,51,10.6%
Karl-Anthony Towns,29.0,NYK,Big,2511,93,25.3%,79,127.2,65,13.0%,25,0.51,52,13.2%
Gary Trent Jr.,25.8,MIL,Wing,1876,42,15.8%,72,118.7,7,6.5%,4,0.41,98,6.0%
Oscar Tshiebwe,24.9,UTA,Big,253,33,13.6%,78,127.2,5,5.1%,7,0.38,61,12.0%
Myles Turner,28.6,IND,Big,2173,75,18.8%,64,122.0,25,7.2%,8,0.38,48,13.4%
Hunter Tyson,24.4,DEN,Forward,307,9,12.2%,9,97.7,13,6.3%,28,0.52,78,8.8%
Jaylon Tyson,21.9,CLE,Forward,322,42,15.5%,29,108.4,56,10.5%,54,0.68,22,13.0%
Jonas Valanciunas,32.5,SAC,Big,531,83,20.9%,52,119.4,76,14.7%,53,0.70,61,12.2%
Jonas Valanciunas,32.5,WAS,Big,982,90,23.3%,58,120.0,87,18.7%,67,0.80,28,16.2%
Fred VanVleet,30.7,HOU,Point,2122,31,19.7%,23,104.0,23,21.7%,50,1.10,94,8.8%
Jarred Vanderbilt,25.6,LAL,Big,571,18,12.0%,18,107.3,44,9.3%,63,0.78,28,16.1%
Devin Vassell,24.2,SAS,Wing,1978,84,21.2%,45,112.1,65,13.9%,41,0.66,77,9.0%
Gabe Vincent,28.4,LAL,Combo,1489,5,12.8%,52,110.0,2,8.9%,14,0.70,92,9.0%
Nikola Vucevic,34.0,CHI,Big,2277,82,20.9%,66,122.4,82,16.6%,65,0.79,77,10.6%
Tristan Vukcevic,21.6,WAS,Big,439,87,22.5%,77,127.0,66,13.3%,36,0.59,38,14.8%
Dean Wade,27.9,CLE,Forward,1228,2,10.0%,49,113.7,19,7.2%,63,0.71,91,7.7%
Franz Wagner,23.2,ORL,Forward,2021,98,31.5%,42,111.7,93,24.8%,76,0.79,69,9.6%
Moritz Wagner,27.5,ORL,Big,555,92,24.1%,84,129.6,67,13.3%,32,0.55,33,15.5%
Jabari Walker,22.3,POR,Big,617,41,14.4%,62,121.3,13,6.2%,13,0.43,59,12.2%
Jarace Walker,21.2,IND,Forward,1097,48,15.9%,75,118.9,64,11.5%,65,0.72,3,17.6%
Lonnie Walker,25.9,PHI,Forward,468,78,21.2%,41,111.5,82,16.6%,75,0.78,50,10.6%
Cason Wallace,21.0,OKC,Combo,1846,3,12.7%,63,113.1,9,11.6%,45,0.91,75,10.5%
Keaton Wallace,25.7,ATL,Combo,476,38,18.5%,26,102.0,69,22.4%,91,1.21,17,15.1%
Jordan Walsh,20.7,BOS,Wing,288,3,9.7%,4,96.6,1,5.3%,24,0.55,17,14.0%
Ja'Kobe Walter,20.2,TOR,Combo,1045,25,17.3%,31,103.2,6,10.1%,6,0.59,71,10.7%
Kel'el Ware,20.5,MIA,Big,1388,47,14.9%,59,120.5,13,6.2%,12,0.42,63,11.9%
PJ Washington,26.2,DAL,Big,1824,78,19.6%,24,110.3,45,9.8%,22,0.50,43,14.1%
Lindy Waters,27.3,GSW,Wing,580,23,13.6%,6,97.7,37,9.5%,45,0.70,76,9.1%
Trendon Watford,24.0,BKN,Big,906,92,24.2%,31,111.8,92,21.1%,78,0.87,26,16.2%
Peyton Watson,22.1,DEN,Forward,1625,17,13.2%,46,112.3,21,7.3%,39,0.55,44,11.1%
Jaylen Wells,21.2,MEM,Wing,2009,32,14.9%,40,110.8,21,8.1%,23,0.54,78,9.0%
Victor Wembanyama,20.8,SAS,Big,1522,96,29.0%,55,119.6,86,18.4%,43,0.64,39,14.7%
