Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Ray Allen,29.3,OKC,Wing,434,83,55.2%,93,73%,79,45%,52,41%,69,42%,0,36%,53,39%,54,39%
Carmelo Anthony,20.4,DEN,Forward,179,18,42.2%,18,48%,36,33%,64,35%,36,34%,0,0%,0,0%,0,0%
Gilbert Arenas,22.8,WAS,Wing,450,7,42.4%,52,55%,69,41%,55,42%,62,42%,0,42%,0,21%,0,24%
Carlos Arroyo,25.3,DET,Point,133,0,28.1%,0,17%,0,0%,24,35%,18,31%,0,0%,0,0%,0,0%
Leandro Barbosa,21.9,PHX,Combo,110,8,37.9%,0,38%,58,50%,0,14%,0,22%,0,33%,0,40%,0,38%
Brent Barry,32.8,SAS,Wing,536,100,59.8%,66,58%,48,36%,83,50%,62,42%,67,47%,76,42%,73,44%
Jon Barry,35.3,HOU,Wing,180,86,55.4%,14,30%,86,50%,45,40%,72,43%,0,22%,0,69%,88,50%
Shane Battier,26.1,MEM,Forward,118,36,43.5%,55,62%,64,43%,27,25%,55,36%,0,25%,0,0%,0,14%
Mike Bibby,26.5,SAC,Point,201,35,41.8%,88,65%,24,33%,29,38%,24,37%,0,0%,20,26%,15,22%
Chauncey Billups,28.1,DET,Combo,983,75,49.6%,75,55%,75,52%,33,37%,50,43%,0,29%,50,37%,57,35%
Bruce Bowen,33.4,SAS,Wing,809,41,47.3%,31,42%,14,19%,7,23%,7,21%,56,44%,0,42%,69,43%
Ryan Bowen,29.0,HOU,Forward,115,0,33.3%,9,43%,9,0%,73,36%,27,29%,0,0%,0,0%,0,0%
Earl Boykins,28.4,DEN,Point,147,29,41.3%,12,40%,76,61%,35,39%,65,48%,0,0%,0,0%,0,0%
Rasual Butler,25.4,MIA,Wing,175,45,47.4%,3,0%,21,25%,66,43%,48,41%,0,13%,88,45%,35,37%
Marcus Camby,30.6,DEN,Big,186,10,41.5%,46,60%,46,38%,51,35%,34,35%,0,0%,0,0%,0,0%
Vince Carter,27.8,BKN,Wing,180,0,37.8%,17,31%,90,52%,28,30%,52,41%,0,0%,0,33%,8,28%
Tyson Chandler,22.1,CHI,Big,174,29,47.5%,32,55%,24,29%,10,0%,10,22%,0,0%,0,0%,0,0%
Jason Collins,25.9,BKN,Big,128,0,23.5%,5,40%,0,0%,27,17%,7,17%,0,0%,0,0%,0,0%
Nick Collison,24.0,OKC,Big,211,88,61.0%,80,67%,24,29%,41,33%,22,30%,0,0%,0,0%,0,0%
Samuel Dalembert,24.5,PHI,Big,192,71,55.3%,63,63%,56,40%,68,42%,61,41%,0,0%,0,0%,0,0%
Erick Dampier,29.3,DAL,Big,302,90,61.5%,61,63%,73,43%,98,100%,88,50%,0,0%,0,0%,0,0%
Antonio Daniels,29.6,OKC,Combo,324,67,48.9%,100,65%,50,46%,67,42%,67,44%,0,0%,0,31%,0,31%
Marquis Daniels,23.8,DAL,Combo,158,25,42.3%,67,54%,33,40%,17,31%,17,35%,0,0%,0,0%,0,0%
Antonio Davis,36.0,CHI,Big,171,15,43.5%,49,62%,15,22%,39,31%,20,28%,0,0%,0,0%,0,0%
Dale Davis,35.6,IND,Big,314,20,44.8%,12,45%,80,50%,41,33%,80,44%,0,0%,0,0%,0,0%
Ricky Davis,25.1,BOS,Wing,235,31,45.9%,41,53%,31,29%,76,47%,55,42%,0,60%,0,0%,0,38%
Juan Dixon,26.1,WAS,Combo,217,42,46.5%,8,40%,25,38%,92,48%,75,46%,0,43%,33,31%,43,33%
Keyon Dooling,24.5,MIA,Point,255,76,53.7%,29,44%,94,73%,76,50%,100,55%,0,50%,0,33%,62,39%
Chris Duhon,22.2,CHI,Point,162,12,37.8%,41,50%,0,0%,0,0%,0,0%,0,0%,30,29%,31,27%
Tim Duncan,28.5,SAS,Big,862,24,46.3%,71,63%,63,40%,37,30%,44,37%,0,0%,0,0%,0,0%
Reggie Evans,24.5,OKC,Big,208,5,40.5%,5,40%,80,50%,10,0%,68,43%,0,0%,0,0%,0,0%
Michael Finley,31.7,DAL,Wing,495,69,51.3%,28,42%,38,31%,79,48%,86,45%,0,47%,59,40%,62,41%
Danny Fortson,28.6,OKC,Big,105,80,57.1%,39,58%,80,50%,0,0%,88,50%,0,0%,0,0%,0,0%
Jeff Foster,27.8,IND,Big,230,80,57.1%,85,69%,2,0%,24,14%,5,10%,0,0%,0,0%,0,0%
Pau Gasol,24.3,MEM,Big,131,46,49.4%,41,58%,68,41%,78,44%,63,42%,0,0%,0,100%,0,100%
Manu Ginobili,27.3,SAS,Wing,769,93,58.8%,83,66%,55,39%,38,37%,41,38%,100,52%,82,42%,81,45%
Ben Gordon,21.6,CHI,Wing,150,21,44.5%,21,38%,83,46%,72,44%,83,45%,0,0%,0,40%,12,29%
Richard Hamilton,26.7,DET,Wing,1077,34,47.0%,55,55%,76,44%,62,43%,76,43%,0,28%,0,42%,31,33%
Othella Harrington,30.8,CHI,Big,104,49,50.0%,20,50%,100,64%,10,0%,88,50%,0,0%,0,0%,0,0%
Udonis Haslem,24.4,MIA,Big,544,34,48.6%,27,55%,95,54%,59,38%,66,42%,0,0%,0,0%,0,0%
Brendan Haywood,24.9,WAS,Big,293,66,54.2%,88,76%,17,23%,63,40%,12,26%,0,0%,0,0%,0,0%
Kirk Hinrich,23.8,CHI,Combo,214,83,53.5%,33,46%,17,38%,42,39%,42,38%,0,60%,83,50%,100,52%
Robert Horry,34.2,SAS,Big,618,73,55.6%,37,57%,20,24%,80,46%,24,32%,100,45%,100,43%,75,44%
Josh Howard,24.5,DAL,Forward,429,91,51.6%,45,60%,91,55%,82,39%,91,46%,0,33%,0,23%,40,25%
Larry Hughes,25.8,WAS,Combo,402,17,39.5%,42,50%,8,36%,50,39%,33,38%,0,17%,0,22%,29,21%
Lindsey Hunter,33.9,DET,Combo,352,0,34.6%,25,45%,0,21%,25,36%,8,31%,0,11%,17,23%,14,19%
Steven Hunter,23.0,PHX,Big,209,61,53.7%,63,63%,29,30%,10,0%,15,27%,0,0%,0,0%,0,0%
