Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Zaza Pachulia,31.7,DAL,Big,106,11,39.1%,11,43%,47,40%,42,25%,21,33%,0,0%,0,0%,0,0%
Tony Parker,33.5,SAS,Point,263,63,47.4%,75,61%,50,40%,44,42%,56,41%,0,36%,0,0%,0,27%
Patrick Patterson,26.6,TOR,Big,582,32,48.2%,87,76%,24,32%,50,33%,18,32%,0,19%,43,41%,22,30%
Chris Paul,30.5,LAC,Point,124,88,53.3%,88,62%,75,45%,88,56%,94,53%,0,0%,36,29%,33,28%
Mason Plumlee,25.7,POR,Big,303,13,40.0%,16,46%,13,27%,0,0%,11,27%,0,0%,0,0%,0,0%
Norman Powell,22.4,TOR,Wing,173,34,45.8%,21,44%,59,50%,79,50%,86,50%,0,30%,0,30%,24,30%
Zach Randolph,34.3,MEM,Big,119,5,37.1%,5,34%,26,33%,84,47%,50,40%,0,0%,0,0%,0,0%
JJ Redick,31.4,LAC,Wing,166,52,50.0%,28,50%,59,50%,76,47%,83,47%,0,25%,63,37%,44,35%
Josh Richardson,22.1,MIA,Combo,378,23,47.7%,8,53%,8,18%,15,38%,15,30%,0,53%,0,30%,75,38%
Austin Rivers,23.2,LAC,Combo,139,54,49.1%,85,78%,46,38%,0,0%,23,32%,0,0%,0,33%,0,31%
Andre Roberson,23.9,OKC,Wing,464,66,54.8%,83,70%,0,0%,0,0%,0,0%,0,21%,0,86%,36,33%
Terrence Ross,24.7,TOR,Wing,313,41,47.7%,45,60%,31,36%,72,45%,62,41%,14,29%,50,34%,32,32%
Dennis Schroder,22.1,ATL,Point,186,81,50.0%,69,59%,0,17%,38,41%,19,35%,0,0%,73,33%,50,32%
Luis Scola,35.5,TOR,Big,131,0,29.3%,8,40%,71,50%,0,0%,82,50%,0,0%,0,23%,0,15%
Mike Scott,27.3,ATL,Big,153,97,72.5%,89,77%,97,64%,0,0%,95,64%,0,67%,0,40%,89,50%
Thabo Sefolosha,31.5,ATL,Wing,200,72,55.4%,41,59%,93,67%,69,43%,86,50%,0,29%,0,42%,52,37%
Iman Shumpert,25.3,CLE,Wing,347,45,48.2%,52,62%,17,20%,24,29%,10,25%,43,38%,38,31%,40,34%
Marcus Smart,21.7,BOS,Wing,191,38,46.6%,17,43%,0,0%,17,25%,7,20%,0,67%,31,28%,44,35%
JR Smith,30.1,CLE,Wing,729,86,62.9%,76,67%,14,18%,55,38%,14,26%,100,54%,75,41%,84,45%
Marreese Speights,28.2,GSW,Big,163,26,47.9%,21,48%,3,17%,76,44%,32,36%,0,40%,57,42%,67,42%
Rodney Stuckey,29.5,IND,Wing,123,28,45.3%,0,25%,28,31%,79,50%,59,40%,0,25%,0,67%,0,50%
Jeff Teague,27.4,ATL,Point,278,31,41.7%,38,49%,88,46%,13,21%,38,38%,0,0%,27,29%,8,25%
Jason Terry,38.1,HOU,Wing,119,31,45.5%,10,40%,59,50%,7,14%,24,31%,0,60%,0,30%,0,40%
Isaiah Thomas,26.7,BOS,Point,219,38,44.4%,44,50%,50,40%,31,38%,44,39%,0,43%,18,24%,25,27%
Klay Thompson,25.7,GSW,Wing,847,69,55.4%,48,60%,48,39%,34,35%,45,37%,71,44%,81,42%,68,43%
Tristan Thompson,24.6,CLE,Big,620,58,52.7%,37,56%,39,38%,97,100%,68,43%,0,0%,0,0%,0,0%
Evan Turner,27.0,BOS,Wing,214,0,38.2%,34,52%,38,37%,21,28%,31,32%,0,20%,0,25%,0,21%
Myles Turner,19.6,IND,Big,197,21,46.5%,53,62%,42,38%,58,40%,47,40%,0,0%,0,0%,0,0%
Jonas Valanciunas,23.5,TOR,Big,314,71,55.9%,47,60%,82,52%,63,43%,79,49%,0,0%,0,0%,0,0%
Dwyane Wade,33.8,MIA,Combo,471,62,49.4%,69,64%,54,40%,46,41%,46,40%,0,50%,100,56%,100,55%
Dion Waiters,23.9,OKC,Wing,463,55,50.8%,14,43%,31,36%,79,50%,72,44%,57,41%,69,39%,64,40%
Kemba Walker,25.5,CHA,Point,259,25,41.7%,25,43%,25,33%,25,33%,6,33%,0,67%,64,32%,67,34%
David West,35.2,SAS,Big,157,37,49.0%,18,48%,95,60%,47,29%,58,42%,0,0%,0,75%,0,60%
Russell Westbrook,27.0,OKC,Point,672,44,44.9%,50,52%,13,25%,63,44%,25,36%,0,42%,55,31%,58,33%
Hassan Whiteside,26.4,MIA,Big,290,95,68.1%,95,78%,84,52%,29,0%,76,48%,0,0%,0,0%,0,0%
Marvin Williams,29.4,CHA,Forward,226,6,33.3%,0,28%,33,22%,22,14%,17,19%,0,25%,0,38%,63,35%
Justise Winslow,19.6,MIA,Forward,321,44,47.9%,61,63%,22,21%,72,42%,50,31%,0,36%,0,0%,25,31%
Cody Zeller,23.1,CHA,Big,136,63,55.3%,24,50%,92,57%,95,80%,97,67%,0,0%,0,0%,0,0%
