Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Steven Adams,29.3,MEM,Big,1132,52,-0.2%,90,+3.6%,68,+1.0%,82,+1.5%,77,+2.5%,8,-2.0%,7,-4.1%,2,-6.1%
Kyle Anderson,29.1,MIN,Forward,1954,78,+1.6%,56,+0.2%,84,+2.3%,41,-0.5%,72,+1.8%,81,+1.1%,11,-3.2%,27,-2.0%
Giannis Antetokounmpo,27.9,MIL,Big,2021,85,+2.3%,100,+11.0%,4,-4.5%,9,-2.4%,2,-6.9%,46,-0.2%,8,-3.9%,8,-4.1%
Thanasis Antetokounmpo,30.3,MIL,Big,113,32,-1.6%,4,-4.9%,43,-0.6%,79,+1.3%,60,+0.7%,3,-3.0%,98,+7.2%,90,+4.3%
Harrison Barnes,30.4,SAC,Forward,2658,55,+0.0%,53,-0.0%,92,+3.5%,61,+0.5%,90,+4.0%,31,-0.7%,11,-3.3%,10,-4.0%
Will Barton,31.8,WAS,Wing,767,5,-4.9%,31,-1.4%,72,+1.3%,91,+2.3%,88,+3.5%,59,+0.2%,20,-2.3%,26,-2.1%
Will Barton,31.8,TOR,Combo,201,2,-6.6%,19,-2.6%,25,-1.7%,96,+3.1%,69,+1.4%,16,-1.5%,81,+2.7%,63,+1.2%
Nicolas Batum,33.9,LAC,Forward,1699,63,+0.6%,57,+0.2%,6,-3.5%,18,-1.6%,5,-5.2%,79,+1.1%,88,+3.9%,93,+4.9%
Bradley Beal,29.3,WAS,Combo,1672,81,+1.8%,86,+3.1%,32,-1.3%,64,+0.6%,45,-0.7%,93,+2.1%,5,-4.5%,22,-2.4%
Malik Beasley,25.9,UTA,Wing,1465,49,-0.4%,6,-4.9%,43,-0.6%,93,+2.6%,73,+2.0%,31,-0.7%,87,+3.6%,82,+2.9%
Malik Beasley,25.9,LAL,Wing,611,15,-2.9%,10,-3.8%,17,-2.3%,10,-2.1%,7,-4.5%,88,+1.6%,97,+6.8%,97,+8.3%
Davis Bertans,30.0,DAL,Big,457,38,-1.2%,53,-0.1%,7,-3.4%,30,-0.9%,8,-4.3%,52,-0.0%,91,+4.4%,90,+4.4%
Patrick Beverley,34.3,LAL,Combo,1210,44,-0.9%,24,-2.2%,59,+0.5%,26,-1.2%,45,-0.7%,84,+1.3%,69,+1.6%,82,+2.8%
Patrick Beverley,34.3,CHI,Point,605,17,-2.7%,7,-4.6%,22,-1.9%,99,+4.5%,79,+2.6%,96,+2.5%,40,-0.5%,72,+2.0%
