Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Bam Adebayo,25.3,MIA,Big,925,11,47.1%,32,63%,37,38%,58,40%,39,39%,0,0%,0,0%,0,0%
Nickeil Alexander-Walker,24.2,MIN,Wing,206,81,61.0%,100,88%,74,50%,7,0%,63,44%,89,53%,0,21%,68,39%
Grayson Allen,27.1,MIL,Wing,149,85,63.4%,89,80%,7,17%,7,0%,4,14%,0,56%,92,45%,87,48%
Jarrett Allen,24.5,CLE,Big,190,79,61.1%,66,73%,26,33%,24,0%,21,30%,0,0%,0,0%,0,0%
Kyle Anderson,29.1,MIN,Forward,179,37,50.9%,11,47%,63,45%,0,0%,63,45%,0,44%,0,40%,0,43%
Deandre Ayton,24.3,PHX,Big,319,47,55.0%,50,69%,68,48%,68,45%,66,47%,0,0%,0,0%,0,0%
Desmond Bane,24.4,MEM,Wing,231,19,49.1%,37,63%,15,27%,96,69%,44,41%,0,25%,42,34%,26,32%
Harrison Barnes,30.4,SAC,Forward,196,21,47.5%,42,63%,58,44%,0,0%,53,44%,0,29%,0,24%,0,25%
RJ Barrett,22.4,NYK,Wing,375,26,49.7%,19,55%,41,41%,93,60%,59,43%,44,33%,33,32%,35,33%
Saddiq Bey,23.6,ATL,Forward,166,16,47.4%,16,50%,32,40%,11,0%,16,33%,0,42%,0,33%,38,37%
Bogdan Bogdanovic,30.2,ATL,Wing,182,96,68.0%,63,71%,100,92%,63,40%,100,76%,0,50%,75,41%,77,43%
Devin Booker,26.0,PHX,Wing,458,89,64.9%,85,79%,85,55%,89,57%,93,56%,0,80%,96,48%,97,51%
Christian Braun,21.5,DEN,Combo,243,81,57.1%,81,64%,75,63%,0,0%,94,63%,0,17%,0,33%,0,22%
Mikal Bridges,26.2,BKN,Wing,157,22,49.4%,0,40%,74,50%,56,36%,74,46%,0,33%,79,42%,71,40%
Malcolm Brogdon,29.9,BOS,Combo,466,50,50.5%,44,51%,44,48%,38,24%,31,41%,0,30%,77,39%,56,38%
Dillon Brooks,26.8,MEM,Wing,167,4,37.7%,4,43%,67,47%,26,17%,33,38%,0,17%,21,25%,13,24%
Bruce Brown,26.2,DEN,Wing,528,70,56.6%,81,77%,52,43%,41,33%,52,42%,0,12%,79,42%,32,33%
Jaylen Brown,26.0,BOS,Wing,748,63,55.0%,56,67%,70,49%,70,42%,78,46%,67,39%,50,34%,55,35%
Troy Brown,23.3,LAL,Forward,117,0,36.0%,95,86%,0,0%,11,0%,0,0%,0,20%,0,10%,0,13%
