Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Quincy Acy,25.1,SAC,Big,843,89,59.1%,87,69%,50,40%,80,46%,70,44%,95,50%,20,30%,70,37%
Steven Adams,22.3,OKC,Big,1999,93,61.4%,53,63%,98,56%,30,33%,98,56%,0,0%,0,0%,0,0%
Arron Afflalo,30.0,NYK,Wing,2354,55,50.2%,38,57%,84,45%,71,44%,86,45%,83,45%,50,34%,76,39%
Alexis Ajinca,27.5,NOP,Big,815,30,48.8%,62,65%,41,38%,71,44%,56,41%,0,0%,0,0%,0,0%
Cole Aldrich,27.0,LAC,Big,704,90,59.2%,63,65%,82,47%,3,0%,83,46%,0,0%,0,0%,0,0%
LaMarcus Aldridge,30.3,SAS,Big,2251,47,51.3%,92,71%,69,43%,73,44%,69,44%,0,0%,0,0%,0,0%
Lavoy Allen,26.7,IND,Big,1558,47,51.4%,77,67%,67,43%,38,35%,44,38%,0,0%,0,0%,0,0%
Tony Allen,33.8,MEM,Wing,1606,31,47.4%,32,55%,13,22%,38,38%,11,29%,32,35%,0,36%,55,36%
Al-Farouq Aminu,25.1,POR,Forward,2337,56,50.6%,26,55%,42,32%,74,41%,54,36%,63,39%,57,35%,62,37%
Lou Amundson,32.9,NYK,Big,171,4,42.1%,30,58%,0,0%,12,20%,1,8%,0,0%,0,0%,0,0%
Chris Andersen,37.3,MEM,Big,361,78,56.5%,61,64%,0,0%,96,60%,38,38%,0,0%,0,25%,0,22%
Alan Anderson,33.0,WAS,Wing,190,38,48.2%,29,55%,5,13%,98,67%,7,27%,0,38%,52,35%,49,35%
James Anderson,26.6,SAC,Wing,690,13,44.1%,64,62%,10,17%,80,45%,4,26%,44,38%,5,23%,9,26%
Justin Anderson,21.9,DAL,Wing,556,19,45.6%,98,83%,8,17%,33,37%,6,27%,13,31%,1,18%,4,24%
Kyle Anderson,22.1,SAS,Forward,1048,40,49.6%,63,63%,79,40%,88,45%,86,42%,65,39%,0,0%,73,38%
Ryan Anderson,27.5,NOP,Big,1965,34,49.8%,6,49%,73,44%,82,46%,79,45%,24,30%,68,38%,61,36%
Giannis Antetokounmpo,20.9,MIL,Forward,2813,70,52.3%,72,66%,44,33%,46,34%,40,34%,43,34%,4,23%,8,27%
Carmelo Anthony,31.4,NYK,Wing,2524,33,47.6%,18,53%,79,44%,69,44%,82,44%,42,37%,49,34%,42,35%
Trevor Ariza,30.3,HOU,Forward,2853,72,52.5%,39,57%,37,31%,32,29%,33,30%,80,42%,43,33%,65,37%
Darrell Arthur,27.6,DEN,Big,1496,39,50.2%,20,55%,46,39%,81,46%,75,44%,61,36%,90,40%,85,39%
