Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Rudy Gay,31.2,SAS,Big,158,2,43.1%,7,23%,78,28%,98,23%,98,51%,63,6%,73,20%,66,26%
Paul George,27.5,OKC,Wing,250,40,50.4%,63,29%,49,11%,77,22%,66,33%,11,3%,46,35%,31,38%
Taj Gibson,32.4,MIN,Big,122,80,63.6%,66,61%,71,26%,71,13%,73,39%,0,0%,0,0%,0,0%
Manu Ginobili,40.3,SAS,Wing,106,26,47.1%,57,26%,74,18%,49,13%,60,31%,34,8%,54,36%,54,44%
Rudy Gobert,25.3,UTA,Big,381,90,65.5%,100,93%,7,7%,0,0%,0,7%,0,0%,0,0%,0,0%
Eric Gordon,28.9,HOU,Wing,546,29,48.0%,54,26%,54,12%,29,7%,34,19%,31,7%,83,48%,69,56%
Marcin Gortat,33.7,WAS,Big,159,44,55.8%,61,52%,98,37%,63,11%,88,48%,0,0%,0,0%,0,0%
Jerami Grant,23.6,OKC,Big,128,32,53.1%,68,65%,27,14%,0,0%,17,14%,88,14%,46,8%,59,22%
Danny Green,30.4,SAS,Wing,102,0,35.0%,14,10%,63,13%,40,10%,43,23%,29,7%,97,60%,83,67%
Draymond Green,27.7,GSW,Big,816,17,49.0%,39,43%,24,13%,29,6%,27,19%,71,6%,85,32%,88,38%
Gerald Green,31.8,HOU,Wing,249,77,57.0%,17,11%,23,6%,9,3%,14,9%,91,25%,89,54%,91,80%
Jeff Green,31.2,CLE,Big,493,22,49.6%,17,30%,56,19%,49,9%,51,29%,100,19%,76,22%,93,41%
James Harden,28.2,HOU,Combo,619,31,47.9%,50,33%,31,18%,31,6%,31,24%,19,3%,81,40%,81,43%
Nene Hilario,35.1,HOU,Big,107,66,60.0%,98,92%,12,8%,0,0%,2,8%,0,0%,0,0%,0,0%
George Hill,31.5,CLE,Combo,555,75,51.1%,63,36%,25,15%,56,13%,50,28%,88,15%,38,21%,63,36%
Jrue Holiday,27.4,NOP,Combo,347,94,56.8%,69,38%,69,23%,50,12%,56,34%,25,3%,50,24%,25,27%
Rodney Hood,25.0,CLE,Wing,228,11,43.9%,31,19%,97,33%,83,23%,100,56%,34,8%,11,17%,6,24%
Al Horford,31.4,BOS,Big,677,54,58.4%,41,44%,76,27%,59,10%,68,37%,44,3%,61,16%,51,19%
Serge Ibaka,28.1,TOR,Big,258,10,47.9%,2,21%,80,30%,83,19%,90,48%,49,4%,80,27%,76,31%
Andre Iguodala,33.8,GSW,Wing,400,83,57.6%,94,47%,43,9%,17,5%,23,15%,51,11%,31,27%,34,39%
Ersan Ilyasova,30.5,PHI,Big,231,15,48.2%,51,47%,20,11%,34,7%,22,18%,54,5%,83,31%,80,35%
Joe Ingles,30.1,UTA,Wing,379,100,62.3%,40,21%,14,6%,46,11%,31,17%,83,22%,63,40%,77,62%
LeBron James,32.8,CLE,Forward,912,73,57.9%,73,43%,60,19%,80,19%,67,37%,13,2%,20,18%,7,20%
James Johnson,30.7,MIA,Big,160,76,63.1%,49,46%,59,21%,32,6%,41,27%,73,8%,68,19%,71,27%
Cory Joseph,26.2,IND,Combo,130,6,37.0%,6,17%,38,21%,94,28%,88,48%,75,14%,31,21%,50,34%
Kyle Korver,36.6,CLE,Wing,496,80,57.1%,9,8%,0,1%,66,16%,29,16%,80,19%,91,57%,89,76%
Shane Larkin,25.1,BOS,Combo,150,50,50.0%,88,52%,13,9%,13,3%,6,12%,63,9%,75,27%,69,36%
Damian Lillard,27.3,POR,Point,162,0,41.5%,69,32%,23,11%,46,16%,23,27%,15,1%,85,39%,77,41%
Shaun Livingston,32.1,GSW,Combo,347,88,55.2%,56,35%,100,44%,88,22%,100,65%,0,0%,0,0%,0,0%
Kevon Looney,21.7,GSW,Big,360,39,54.8%,95,90%,2,6%,22,3%,5,9%,0,0%,29,1%,22,1%
Kevin Love,29.1,CLE,Big,655,5,45.8%,15,30%,63,24%,61,10%,61,34%,85,10%,78,26%,85,36%
Kyle Lowry,31.6,TOR,Point,359,92,63.2%,38,31%,46,14%,8,4%,0,18%,8,1%,100,51%,92,52%
Thon Maker,20.7,MIL,Big,128,37,53.8%,0,21%,0,3%,39,7%,7,10%,90,14%,100,55%,100,69%
Luc Mbah a Moute,31.1,HOU,Forward,130,0,22.6%,100,52%,0,3%,13,3%,7,6%,73,16%,53,26%,53,42%
CJ McCollum,26.1,POR,Wing,155,94,59.1%,60,28%,86,24%,69,16%,83,40%,20,5%,34,28%,23,33%
TJ McConnell,25.6,PHI,Point,152,100,75.8%,100,52%,100,39%,0,3%,69,42%,46,3%,0,3%,0,6%
JaVale McGee,29.8,GSW,Big,145,98,68.6%,85,80%,54,19%,15,2%,29,20%,0,0%,0,0%,0,0%
Khris Middleton,26.2,MIL,Forward,274,100,70.9%,33,20%,100,28%,73,18%,87,47%,53,9%,47,25%,40,34%
CJ Miles,30.6,TOR,Wing,225,91,58.5%,43,22%,31,8%,34,8%,26,16%,69,14%,80,47%,74,62%
Darius Miller,27.6,NOP,Forward,146,53,53.4%,0,3%,73,20%,40,10%,53,30%,27,7%,100,60%,93,67%
Patty Mills,29.2,SAS,Combo,164,100,58.3%,13,18%,6,7%,63,15%,13,22%,38,4%,100,56%,94,60%
Nikola Mirotic,26.7,NOP,Big,319,61,59.4%,12,28%,17,10%,73,13%,34,24%,61,6%,98,43%,95,49%
Donovan Mitchell,21.1,UTA,Combo,409,25,47.1%,75,42%,44,21%,38,7%,44,28%,31,4%,69,27%,38,31%
E'Twaun Moore,28.7,NOP,Wing,281,51,52.9%,51,24%,97,33%,54,14%,91,48%,0,2%,26,26%,14,28%
Marcus Morris,28.2,BOS,Forward,555,33,43.8%,53,25%,80,22%,87,24%,80,46%,33,7%,40,22%,27,29%
Markieff Morris,28.2,WAS,Big,180,29,51.0%,22,32%,83,30%,76,15%,85,45%,83,9%,59,13%,61,23%
Larry Nance Jr.,24.8,CLE,Big,273,88,64.8%,83,71%,37,16%,68,11%,44,27%,37,2%,0,0%,24,2%
Royce O'Neale,24.4,UTA,Wing,254,89,58.2%,97,48%,34,8%,0,0%,6,8%,74,17%,29,27%,57,44%
Semi Ojeleye,22.9,BOS,Forward,206,7,38.0%,47,22%,20,11%,27,4%,27,15%,87,37%,60,26%,87,63%
Victor Oladipo,25.5,IND,Wing,256,46,51.2%,77,39%,11,5%,71,16%,40,21%,14,4%,57,36%,40,40%
Kelly Olynyk,26.5,MIA,Big,145,46,56.8%,27,38%,29,15%,41,8%,32,23%,68,6%,93,33%,90,40%
Kelly Oubre,21.9,WAS,Wing,143,3,36.0%,89,42%,66,14%,40,10%,46,24%,26,6%,37,28%,26,34%
Jabari Parker,22.6,MIL,Big,166,24,50.0%,34,40%,34,15%,78,16%,54,31%,76,9%,71,19%,73,28%
Chris Paul,32.5,HOU,Point,515,77,53.7%,8,15%,85,31%,38,16%,92,47%,38,3%,77,35%,62,37%
Jakob Poeltl,22.0,TOR,Big,125,59,59.3%,90,86%,15,9%,20,3%,10,11%,0,0%,37,3%,27,3%
Otto Porter,24.4,WAS,Forward,158,67,54.9%,7,16%,67,19%,100,37%,100,56%,40,7%,33,21%,20,28%
JJ Redick,33.4,PHI,Wing,342,57,54.1%,26,17%,26,7%,80,23%,57,30%,54,12%,69,42%,66,53%
Josh Richardson,24.1,MIA,Wing,128,14,45.0%,49,24%,29,7%,86,24%,63,31%,6,2%,71,43%,60,45%
Rajon Rondo,31.7,NOP,Point,302,23,45.7%,92,51%,62,18%,31,12%,38,30%,62,5%,15,14%,15,20%
Derrick Rose,29.1,MIN,Wing,113,86,58.0%,86,41%,71,16%,89,26%,86,41%,60,14%,0,3%,3,17%
Terry Rozier,23.6,BOS,Combo,687,56,50.8%,31,25%,19,13%,44,10%,19,23%,50,8%,88,44%,88,53%
Ricky Rubio,27.0,UTA,Point,180,8,41.8%,0,14%,77,22%,85,26%,100,48%,69,7%,69,31%,69,38%
Domantas Sabonis,21.5,IND,Big,156,51,57.3%,44,45%,66,24%,85,19%,78,43%,59,5%,44,7%,46,12%
Dario Saric,23.6,PHI,Big,328,20,49.3%,32,38%,41,17%,66,11%,46,28%,39,2%,88,32%,78,34%
Mike Scott,29.3,WAS,Big,123,100,72.0%,10,24%,85,31%,88,19%,93,50%,93,14%,56,12%,68,26%
Pascal Siakam,23.6,TOR,Big,159,85,64.5%,73,66%,46,18%,34,7%,39,25%,78,9%,0,0%,39,9%
Ben Simmons,21.3,PHI,Combo,368,44,49.2%,100,63%,94,32%,25,5%,63,37%,0,0%,0,0%,0,0%
Marcus Smart,23.7,BOS,Wing,443,9,39.9%,46,23%,77,20%,51,14%,69,34%,17,5%,60,38%,49,42%
JR Smith,32.1,CLE,Wing,705,23,47.0%,11,9%,57,13%,60,16%,51,28%,77,19%,74,44%,80,63%
Tony Snell,26.0,MIL,Wing,129,6,39.6%,0,0%,37,8%,14,4%,20,13%,97,33%,86,54%,97,88%
Lance Stephenson,27.2,IND,Wing,139,66,55.0%,80,39%,46,11%,63,16%,49,27%,57,13%,23,22%,29,34%
Jayson Tatum,19.7,BOS,Forward,674,47,51.0%,80,43%,40,15%,67,17%,60,32%,20,5%,27,20%,13,25%
Jeff Teague,29.4,MIN,Point,152,62,52.0%,46,31%,92,33%,15,5%,54,38%,54,3%,62,28%,46,31%
Klay Thompson,27.7,GSW,Wing,790,74,56.5%,20,13%,51,11%,100,30%,86,41%,60,14%,43,32%,63,45%
Tristan Thompson,26.6,CLE,Big,398,63,59.5%,76,67%,88,31%,17,2%,59,33%,0,0%,0,0%,0,0%
Karl-Anthony Towns,22.0,MIN,Big,169,24,50.0%,56,48%,73,27%,46,9%,63,36%,54,5%,54,11%,49,15%
PJ Tucker,32.5,HOU,Forward,567,87,64.4%,20,19%,33,13%,0,0%,20,13%,100,53%,13,14%,100,67%
Myles Turner,21.6,IND,Big,195,95,66.7%,37,41%,44,18%,93,20%,71,38%,46,3%,66,18%,56,21%
Jonas Valanciunas,25.5,TOR,Big,243,41,55.1%,63,59%,93,34%,24,3%,66,37%,27,1%,39,3%,29,4%
Fred VanVleet,23.7,TOR,Combo,109,13,44.7%,25,24%,0,2%,19,5%,0,7%,81,15%,94,54%,100,68%
Dwyane Wade,35.8,MIA,Combo,126,19,44.9%,44,33%,56,23%,100,40%,94,63%,0,0%,13,5%,13,5%
John Wall,27.2,WAS,Point,233,31,46.0%,77,45%,15,10%,92,30%,62,40%,0,1%,8,14%,8,15%
David West,37.2,GSW,Big,168,68,60.7%,46,45%,39,17%,100,33%,93,50%,41,2%,34,2%,32,5%
Russell Westbrook,29.0,OKC,Point,235,15,44.7%,31,30%,54,16%,100,30%,85,46%,23,2%,31,22%,23,24%
Andrew Wiggins,22.7,MIN,Wing,163,34,49.3%,69,32%,83,22%,57,15%,77,36%,49,11%,17,20%,17,31%
Justise Winslow,21.6,MIA,Forward,122,20,42.7%,67,38%,53,17%,33,6%,33,23%,47,8%,73,31%,47,40%
Delon Wright,25.5,TOR,Combo,195,63,50.8%,81,48%,81,25%,0,0%,38,25%,44,6%,44,22%,31,28%
Nick Young,32.4,GSW,Wing,159,49,52.9%,3,3%,3,3%,11,3%,3,5%,94,32%,94,59%,100,92%
Thaddeus Young,29.4,IND,Big,232,71,61.0%,80,71%,51,18%,0,0%,24,18%,80,9%,32,2%,44,11%
