Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Al Horford,37.4,BOS,Big,574,82,+4.6%,63,+0.9%,11,-5.9%,32,-1.1%,7,-7.0%,96,+3.9%,68,+2.2%,89,+6.1%
Brandon Ingram,26.2,NOP,Wing,207,29,-2.2%,23,-3.1%,10,-6.2%,99,+6.6%,54,+0.4%,98,+4.3%,37,-1.6%,70,+2.7%
Kyrie Irving,31.6,DAL,Combo,879,93,+8.8%,99,+11.4%,57,+0.9%,54,+0.2%,63,+1.2%,20,-2.2%,2,-10.4%,2,-12.6%
Reggie Jackson,33.5,DEN,Combo,111,38,-1.0%,52,-0.2%,16,-4.0%,34,-1.0%,14,-5.0%,67,+1.2%,80,+4.0%,82,+5.2%
LeBron James,38.8,LAL,Forward,244,67,+2.3%,100,+17.2%,0,-11.6%,0,-7.9%,0,-19.4%,34,-1.2%,78,+3.4%,64,+2.3%
Nikola Jokic,28.7,DEN,Big,481,98,+10.7%,54,+0.1%,72,+2.6%,41,-0.6%,67,+2.0%,82,+2.0%,16,-4.1%,35,-2.0%
Derrick Jones Jr.,26.7,DAL,Forward,646,41,-0.4%,81,+4.2%,64,+1.6%,27,-1.4%,53,+0.2%,10,-3.3%,40,-1.1%,19,-4.4%
Caris LeVert,29.2,CLE,Wing,257,12,-4.6%,53,-0.1%,35,-1.6%,14,-2.4%,20,-4.0%,87,+2.4%,66,+1.7%,79,+4.1%
Damian Lillard,33.3,MIL,Point,155,2,-8.3%,64,+1.0%,2,-9.3%,91,+4.4%,15,-4.9%,19,-2.3%,89,+6.2%,77,+3.9%
Brook Lopez,35.6,MIL,Big,199,34,-1.3%,50,-0.6%,59,+1.1%,24,-1.6%,46,-0.5%,54,+0.3%,57,+0.8%,58,+1.1%
Kyle Lowry,37.6,PHI,Combo,204,84,+5.0%,24,-3.0%,62,+1.4%,89,+4.2%,83,+5.6%,41,-0.7%,32,-1.9%,32,-2.6%
CJ McCollum,32.1,NOP,Combo,212,27,-2.7%,11,-5.9%,97,+7.2%,42,-0.5%,86,+6.6%,35,-1.1%,52,+0.3%,44,-0.8%
TJ McConnell,31.6,IND,Point,339,8,-5.3%,87,+5.4%,85,+4.6%,16,-2.2%,71,+2.5%,78,+1.8%,4,-9.6%,6,-7.8%
Khris Middleton,32.2,MIL,Wing,229,90,+7.5%,13,-5.4%,100,+13.2%,97,+6.0%,100,+19.2%,8,-3.5%,2,-10.3%,1,-13.8%
Marcus Morris,34.2,CLE,Big,119,32,-1.8%,20,-4.1%,84,+4.5%,86,+3.9%,92,+8.4%,20,-2.3%,31,-2.0%,20,-4.3%
Jamal Murray,26.7,DEN,Point,461,49,+0.2%,49,-0.7%,83,+4.4%,47,-0.2%,79,+4.2%,55,+0.4%,17,-3.9%,28,-3.5%
Larry Nance Jr.,30.8,NOP,Big,132,89,+6.9%,59,+0.2%,13,-5.5%,68,+1.6%,21,-3.9%,76,+1.7%,67,+2.0%,76,+3.7%
Georges Niang,30.4,CLE,Forward,104,50,+0.3%,51,-0.5%,76,+3.0%,12,-2.8%,52,+0.2%,83,+2.1%,35,-1.7%,53,+0.4%
Jusuf Nurkic,29.2,PHX,Big,103,5,-6.4%,5,-7.0%,98,+7.7%,82,+3.4%,98,+11.1%,33,-1.2%,21,-2.9%,23,-4.0%
Kelly Oubre,27.9,PHI,Forward,260,91,+7.8%,74,+2.2%,63,+1.5%,58,+0.5%,68,+2.0%,24,-1.9%,28,-2.3%,22,-4.2%
Bobby Portis,28.7,MIL,Big,186,87,+6.0%,26,-2.7%,88,+5.5%,80,+3.2%,93,+8.7%,36,-1.1%,13,-5.0%,10,-6.0%
Kristaps Porzingis,28.2,BOS,Big,164,28,-2.5%,40,-1.3%,93,+6.5%,63,+1.1%,89,+7.6%,1,-5.9%,47,-0.4%,8,-6.3%
Norman Powell,30.4,LAC,Wing,177,83,+4.7%,89,+5.4%,7,-7.5%,18,-2.0%,2,-9.6%,15,-2.6%,92,+6.7%,80,+4.1%
Taurean Prince,29.6,LAL,Wing,133,23,-2.9%,4,-8.7%,86,+5.1%,78,+2.8%,90,+7.8%,95,+3.8%,20,-3.0%,57,+0.8%
D'Angelo Russell,27.7,LAL,Point,221,98,+10.8%,39,-1.5%,6,-7.5%,69,+1.7%,11,-5.8%,81,+2.0%,85,+5.3%,94,+7.3%
Pascal Siakam,29.6,IND,Forward,602,80,+4.2%,37,-1.7%,80,+3.9%,75,+2.3%,85,+6.2%,9,-3.4%,41,-1.1%,18,-4.5%
Karl-Anthony Towns,28.0,MIN,Big,520,20,-3.4%,54,-0.1%,77,+3.4%,53,+0.2%,76,+3.6%,28,-1.8%,34,-1.8%,27,-3.5%
Myles Turner,27.6,IND,Big,550,88,+6.2%,36,-1.8%,11,-5.8%,57,+0.4%,12,-5.4%,44,-0.5%,93,+7.7%,93,+7.2%
Jonas Valanciunas,31.5,NOP,Big,136,15,-4.4%,55,+0.1%,92,+6.3%,37,-0.9%,82,+5.4%,12,-3.1%,26,-2.3%,12,-5.4%
Russell Westbrook,35.0,LAC,Point,114,33,-1.5%,92,+6.0%,25,-3.0%,7,-3.2%,10,-6.2%,62,+1.0%,45,-0.8%,51,+0.2%
Delon Wright,31.5,MIA,Combo,143,86,+5.7%,93,+6.1%,51,+0.0%,26,-1.5%,37,-1.4%,70,+1.3%,9,-6.0%,16,-4.7%
Ivica Zubac,26.6,LAC,Big,191,79,+4.0%,15,-5.1%,99,+8.2%,72,+2.1%,96,+10.3%,65,+1.1%,7,-6.3%,15,-5.2%
Josh Hart,28.7,NYK,Forward,547,51,+0.3%,95,+7.2%,8,-7.0%,92,+4.5%,28,-2.6%,67,+1.1%,11,-5.7%,17,-4.7%
OG Anunoby,26.3,NYK,Forward,324,70,+2.5%,68,+1.4%,23,-3.2%,79,+2.9%,49,-0.3%,37,-1.0%,50,-0.0%,42,-1.0%
Bam Adebayo,26.3,MIA,Big,254,56,+1.3%,3,-11.7%,55,+0.8%,100,+8.0%,93,+8.8%,85,+2.3%,55,+0.6%,72,+2.9%
Jonathan Isaac,26.1,ORL,Forward,140,59,+1.4%,69,+1.4%,79,+3.6%,8,-3.2%,54,+0.4%,89,+3.0%,14,-4.7%,37,-1.8%
Jayson Tatum,25.7,BOS,Forward,766,62,+1.8%,66,+1.1%,50,-0.0%,46,-0.4%,48,-0.4%,56,+0.4%,39,-1.1%,45,-0.7%
Maxi Kleber,31.8,DAL,Big,218,44,-0.3%,41,-1.1%,46,-0.7%,15,-2.2%,27,-2.9%,16,-2.6%,91,+6.6%,78,+4.0%
Derrick White,29.3,BOS,Combo,673,2,-7.5%,85,+4.7%,72,+2.5%,25,-1.5%,60,+1.0%,23,-2.0%,18,-3.8%,11,-5.8%
Luke Kornet,28.3,BOS,Big,119,24,-2.8%,58,+0.2%,66,+1.7%,90,+4.3%,85,+6.0%,7,-3.9%,27,-2.3%,9,-6.2%
Jarrett Allen,25.5,CLE,Big,126,36,-1.2%,83,+4.6%,28,-2.9%,85,+3.6%,56,+0.7%,60,+0.9%,7,-6.2%,14,-5.3%
Donovan Mitchell,27.1,CLE,Combo,381,64,+1.8%,98,+10.6%,30,-2.1%,67,+1.4%,45,-0.7%,33,-1.3%,5,-8.7%,4,-9.9%
Royce O'Neale,30.4,PHX,Forward,103,7,-5.6%,19,-4.3%,31,-2.1%,2,-5.0%,6,-7.1%,93,+3.5%,95,+7.9%,99,+11.4%
Wendell Carter,24.5,ORL,Big,185,58,+1.3%,12,-5.4%,20,-3.4%,98,+6.3%,73,+2.9%,2,-5.3%,94,+7.7%,67,+2.4%
Luka Doncic,24.7,DAL,Point,898,43,-0.3%,38,-1.5%,73,+2.6%,29,-1.2%,65,+1.4%,32,-1.3%,63,+1.4%,50,+0.1%
Michael Porter,25.3,DEN,Forward,442,73,+3.3%,76,+2.8%,9,-6.8%,35,-1.0%,5,-7.7%,41,-0.7%,86,+5.6%,81,+4.9%
Shai Gilgeous-Alexander,25.3,OKC,Point,396,7,-5.8%,7,-6.4%,96,+6.9%,64,+1.2%,91,+8.1%,58,+0.7%,25,-2.4%,37,-1.7%
Donte DiVincenzo,26.7,NYK,Wing,465,61,+1.7%,94,+7.0%,19,-3.5%,20,-1.9%,11,-5.4%,4,-4.9%,74,+3.2%,39,-1.7%
Jalen Brunson,27.2,NYK,Point,517,89,+6.8%,9,-6.1%,98,+7.5%,96,+5.3%,99,+12.8%,14,-3.0%,19,-3.7%,7,-6.8%
Isaiah Hartenstein,25.5,NYK,Big,387,72,+3.2%,62,+0.8%,29,-2.2%,44,-0.5%,28,-2.7%,29,-1.7%,79,+3.6%,62,+1.9%
Mitchell Robinson,25.6,NYK,Big,114,45,-0.3%,33,-1.9%,52,+0.1%,81,+3.3%,74,+3.4%,74,+1.4%,20,-2.9%,40,-1.5%
Haywood Highsmith,26.9,MIA,Forward,171,11,-4.7%,88,+5.4%,22,-3.3%,70,+1.8%,36,-1.6%,26,-1.8%,30,-2.1%,24,-3.9%
Darius Garland,23.8,CLE,Point,426,11,-4.8%,43,-1.1%,43,-0.9%,40,-0.6%,37,-1.5%,63,+1.0%,63,+1.5%,68,+2.6%
Rui Hachimura,25.7,LAL,Forward,185,37,-1.1%,67,+1.2%,33,-2.0%,63,+0.9%,41,-1.1%,18,-2.4%,69,+2.3%,50,-0.1%
PJ Washington,25.2,DAL,Forward,784,63,+1.8%,28,-2.6%,61,+1.4%,48,-0.2%,63,+1.2%,80,+1.9%,46,-0.6%,59,+1.4%
Tyler Herro,23.8,MIA,Combo,255,68,+2.5%,20,-3.6%,28,-2.4%,59,+0.6%,33,-1.8%,13,-3.1%,96,+8.4%,83,+5.4%
Nickeil Alexander-Walker,25.2,MIN,Wing,374,31,-2.0%,61,+0.6%,36,-1.6%,20,-2.0%,25,-3.5%,52,+0.1%,73,+2.8%,72,+2.9%
Daniel Gafford,25.1,DAL,Big,445,30,-2.1%,76,+2.4%,58,+1.0%,55,+0.3%,64,+1.3%,80,+2.0%,10,-5.7%,25,-3.8%
Terance Mann,27.0,LAC,Wing,187,80,+4.0%,24,-3.0%,78,+3.4%,13,-2.5%,58,+0.9%,77,+1.8%,53,+0.4%,63,+2.1%
Amir Coffey,26.4,LAC,Forward,102,0,-8.8%,65,+1.1%,37,-1.4%,46,-0.4%,34,-1.8%,43,-0.6%,62,+1.3%,56,+0.7%
Caleb Martin,28.1,MIA,Forward,222,37,-1.1%,2,-12.8%,80,+4.1%,76,+2.7%,87,+6.8%,53,+0.2%,88,+5.9%,87,+6.1%
Luguentz Dort,24.5,OKC,Wing,349,14,-4.4%,86,+5.3%,38,-1.4%,4,-3.8%,13,-5.2%,37,-1.0%,58,+0.9%,49,-0.1%
Naz Reid,24.2,MIN,Big,359,48,+0.2%,29,-2.5%,33,-1.8%,21,-1.7%,24,-3.6%,91,+3.5%,71,+2.6%,88,+6.1%
Max Strus,27.6,CLE,Wing,433,97,+10.7%,41,-1.3%,75,+2.8%,33,-1.1%,67,+1.7%,27,-1.8%,61,+1.3%,47,-0.5%
Anthony Edwards,22.2,MIN,Combo,647,54,+0.7%,82,+4.6%,1,-11.5%,95,+5.3%,9,-6.2%,94,+3.8%,29,-2.1%,61,+1.7%
Isaac Okoro,22.8,CLE,Forward,247,41,-0.4%,48,-0.8%,41,-1.1%,30,-1.2%,31,-2.3%,47,-0.2%,75,+3.2%,73,+3.0%
Obi Toppin,25.7,IND,Big,336,6,-6.2%,71,+1.6%,67,+1.7%,10,-3.1%,38,-1.4%,72,+1.4%,36,-1.6%,48,-0.2%
Tyrese Haliburton,23.7,IND,Point,521,72,+2.9%,27,-2.7%,3,-8.1%,50,+0.0%,4,-8.0%,28,-1.7%,98,+12.4%,98,+10.7%
Aaron Nesmith,24.0,IND,Forward,558,46,-0.0%,16,-5.0%,42,-1.0%,56,+0.3%,46,-0.6%,86,+2.3%,76,+3.3%,84,+5.6%
Josh Green,23.0,DAL,Forward,378,75,+3.5%,17,-4.8%,17,-3.7%,51,+0.1%,23,-3.6%,98,+4.2%,81,+4.2%,95,+8.4%
Precious Achiuwa,24.1,NYK,Big,181,33,-1.5%,75,+2.3%,81,+4.1%,6,-3.6%,55,+0.5%,50,-0.0%,23,-2.7%,30,-2.8%
Tyrese Maxey,23.0,PHI,Point,311,71,+2.5%,96,+7.5%,59,+1.3%,60,+0.8%,70,+2.1%,97,+4.0%,0,-13.6%,5,-9.6%
Payton Pritchard,25.8,BOS,Point,322,55,+1.1%,18,-4.4%,44,-0.9%,93,+4.6%,77,+3.7%,57,+0.6%,50,+0.1%,54,+0.6%
Jaden McDaniels,23.1,MIN,Wing,535,85,+5.2%,77,+3.2%,21,-3.3%,62,+0.8%,29,-2.5%,40,-0.8%,51,+0.2%,46,-0.7%
Isaiah Joe,24.3,OKC,Wing,172,40,-0.5%,6,-6.9%,54,+0.7%,77,+2.7%,75,+3.4%,21,-2.1%,85,+5.5%,75,+3.4%
Naji Marshall,25.8,NOP,Wing,104,46,-0.1%,33,-1.9%,48,-0.4%,38,-0.7%,39,-1.2%,88,+2.7%,54,+0.4%,74,+3.1%
Evan Mobley,22.4,CLE,Big,421,76,+3.6%,72,+1.8%,63,+1.5%,3,-3.9%,30,-2.4%,22,-2.1%,72,+2.7%,54,+0.6%
Jalen Suggs,22.4,ORL,Combo,232,54,+1.0%,11,-5.5%,45,-0.7%,50,-0.0%,44,-0.7%,11,-3.2%,98,+9.4%,89,+6.2%
Josh Giddey,21.1,OKC,Forward,179,52,+0.6%,45,-0.9%,27,-2.9%,17,-2.0%,15,-4.9%,75,+1.6%,83,+4.3%,85,+5.9%
Franz Wagner,22.2,ORL,Wing,258,16,-4.2%,72,+1.8%,46,-0.6%,41,-0.5%,40,-1.1%,84,+2.1%,22,-2.8%,46,-0.7%
Isaiah Jackson,21.8,IND,Big,130,15,-4.4%,91,+5.9%,94,+6.6%,37,-0.8%,84,+5.8%,50,+0.1%,1,-11.7%,3,-11.6%
Herbert Jones,25.1,NOP,Forward,200,81,+4.4%,42,-1.1%,76,+3.0%,71,+1.9%,80,+4.9%,6,-4.8%,59,+0.9%,24,-3.8%
Miles McBride,23.1,NYK,Combo,334,22,-3.0%,30,-2.4%,26,-2.9%,23,-1.7%,17,-4.6%,93,+3.7%,76,+3.3%,91,+6.9%
Aaron Wiggins,24.8,OKC,Forward,145,69,+2.5%,93,+6.7%,18,-3.5%,54,+0.3%,26,-3.2%,59,+0.9%,15,-4.4%,26,-3.5%
Austin Reaves,25.4,LAL,Combo,210,63,+1.8%,85,+5.2%,60,+1.3%,31,-1.2%,51,+0.2%,5,-4.8%,46,-0.6%,13,-5.4%
Sam Hauser,25.9,BOS,Forward,265,67,+2.4%,25,-2.8%,71,+2.3%,28,-1.2%,62,+1.1%,51,+0.1%,64,+1.6%,60,+1.7%
Trey Murphy III,23.4,NOP,Wing,241,25,-2.7%,31,-2.0%,15,-4.8%,15,-2.2%,7,-7.0%,100,+4.8%,82,+4.2%,96,+9.0%
Jose Alvarado,25.6,NOP,Point,104,39,-0.8%,46,-0.9%,53,+0.3%,19,-2.0%,35,-1.7%,73,+1.4%,60,+1.2%,69,+2.6%
Paolo Banchero,21.0,ORL,Big,260,20,-3.6%,10,-6.1%,15,-4.5%,87,+4.0%,47,-0.5%,38,-0.9%,93,+7.5%,90,+6.6%
Chet Holmgren,21.5,OKC,Big,343,93,+8.7%,98,+10.8%,24,-3.0%,7,-3.5%,8,-6.5%,17,-2.5%,33,-1.8%,20,-4.3%
Jalen Williams,22.5,OKC,Wing,375,94,+9.2%,80,+3.8%,7,-7.3%,5,-3.7%,1,-11.0%,59,+0.8%,90,+6.4%,93,+7.2%
Christian Braun,22.5,DEN,Wing,202,10,-4.9%,47,-0.8%,69,+2.1%,65,+1.3%,76,+3.5%,31,-1.4%,38,-1.2%,33,-2.6%
Nikola Jovic,20.4,MIA,Big,160,3,-7.0%,28,-2.5%,87,+5.2%,1,-5.5%,50,-0.3%,54,+0.3%,70,+2.5%,71,+2.8%
Andrew Nembhard,23.8,IND,Combo,552,77,+3.9%,22,-3.3%,40,-1.2%,73,+2.1%,59,+0.9%,46,-0.3%,72,+2.7%,65,+2.4%
Jaylin Williams,21.3,OKC,Big,115,1,-8.5%,2,-14.4%,91,+6.0%,93,+4.6%,97,+10.6%,79,+1.8%,67,+2.0%,76,+3.8%
Cason Wallace,20.0,OKC,Combo,192,57,+1.3%,57,+0.2%,68,+2.0%,72,+2.0%,78,+4.0%,89,+3.3%,6,-7.5%,21,-4.2%
Dereck Lively II,19.7,DAL,Big,459,66,+2.1%,35,-1.8%,50,-0.4%,67,+1.5%,61,+1.1%,45,-0.4%,59,+1.2%,55,+0.7%
Jaime Jaquez Jr.,22.7,MIA,Wing,179,76,+3.8%,67,+1.2%,65,+1.6%,39,-0.7%,59,+0.9%,39,-0.8%,37,-1.3%,34,-2.1%
Ben Sheppard,22.3,IND,Wing,323,60,+1.4%,80,+4.0%,56,+0.8%,49,-0.1%,57,+0.8%,68,+1.3%,8,-6.0%,15,-4.8%
