Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Steven Adams,31.3,HOU,Big,154,65,60.0%,50,69%,12,25%,0,0%,9,25%,0,0%,0,0%,0,0%
Bam Adebayo,27.3,MIA,Big,233,18,48.9%,91,80%,50,46%,44,18%,38,39%,0,31%,0,27%,14,29%
Santi Aldama,23.8,MEM,Big,177,59,58.7%,9,56%,91,67%,74,40%,94,61%,0,36%,47,40%,62,39%
Nickeil Alexander-Walker,26.2,MIN,Wing,300,25,48.6%,38,65%,42,27%,13,0%,17,20%,10,31%,71,36%,35,34%
Jarrett Allen,26.5,CLE,Big,261,97,72.1%,65,74%,97,72%,21,0%,97,68%,0,0%,0,0%,0,0%
Giannis Antetokounmpo,29.9,MIL,Big,187,74,61.1%,82,79%,79,56%,47,25%,44,39%,0,0%,0,20%,0,20%
OG Anunoby,27.3,NYK,Forward,703,35,50.6%,35,62%,35,26%,65,43%,39,33%,14,25%,79,45%,39,35%
Paolo Banchero,22.0,ORL,Big,230,12,46.7%,62,71%,18,32%,62,34%,18,33%,0,0%,47,40%,71,40%
Desmond Bane,26.4,MEM,Wing,211,17,47.0%,83,81%,71,40%,46,8%,42,30%,0,33%,24,31%,22,31%
Nicolas Batum,35.9,LAC,Forward,170,87,59.1%,0,0%,0,0%,0,0%,0,0%,0,29%,100,47%,65,39%
Malik Beasley,27.9,DET,Wing,163,29,50.0%,71,75%,46,33%,13,0%,29,25%,70,39%,29,31%,30,33%
Anthony Black,20.8,ORL,Combo,107,68,52.4%,58,67%,42,40%,5,0%,32,36%,0,50%,0,25%,11,31%
Bogdan Bogdanovic,32.2,LAC,Wing,114,4,41.5%,46,67%,46,33%,54,25%,46,31%,0,25%,5,28%,4,27%
Christian Braun,23.5,DEN,Wing,544,50,53.4%,58,72%,33,26%,88,60%,50,33%,0,26%,43,34%,17,31%
Mikal Bridges,28.2,NYK,Forward,705,39,51.5%,52,69%,87,52%,26,23%,65,45%,43,33%,29,36%,35,35%
Dillon Brooks,28.8,HOU,Forward,205,43,52.4%,4,22%,96,61%,96,71%,91,64%,0,25%,71,41%,30,34%
Jaylen Brown,28.0,BOS,Wing,402,29,50.0%,42,66%,63,38%,75,43%,75,40%,0,36%,38,34%,39,34%
Jalen Brunson,28.2,NYK,Point,680,36,52.3%,21,53%,86,55%,21,39%,71,51%,100,59%,58,33%,57,36%
Thomas Bryant,27.3,IND,Big,146,82,63.3%,24,60%,3,20%,0,0%,3,20%,0,70%,0,20%,0,53%
