Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Keith Bogans,24.5,CHA,Wing,1762,29,+2.9,35,+1.8,63,-0.7%,45,-0.2%,47,+0.6,50,+0.1,46,+1.7
Matt Bonner,24.6,TOR,Big,1506,35,+1.7,52,+0.0,39,+0.9%,28,-1.0%,47,+0.6,45,+0.4,52,-0.1
Calvin Booth,28.5,DAL,Big,224,65,-1.6,24,+3.1,26,+1.9%,1,-4.4%,26,+2.7,33,+1.2,28,+7.4
Calvin Booth,28.5,MIL,Big,153,47,+0.3,94,-6.9,62,-0.6%,58,+0.4%,59,-0.5,93,-3.4,8,+18.4
Carlos Boozer,22.9,UTA,Big,1776,48,+0.2,35,+1.9,88,-3.4%,60,+0.5%,77,-2.6,64,-0.9,85,-9.7
Curtis Borchardt,24.1,UTA,Big,819,55,-0.4,42,+1.2,82,-2.3%,87,+1.8%,92,-5.0,100,-6.6,12,+14.7
Chris Bosh,20.6,TOR,Big,2994,85,-4.7,65,-1.8,99,-6.7%,95,+2.5%,93,-5.2,96,-4.2,50,+0.4
Bruce Bowen,33.4,SAS,Wing,2602,56,-0.6,47,+0.4,79,-2.0%,46,-0.2%,83,-3.3,66,-0.9,89,-13.1
Ryan Bowen,29.0,HOU,Forward,531,86,-4.8,82,-4.1,9,+4.4%,35,-0.6%,28,+2.5,12,+2.9,61,-2.8
Earl Boykins,28.4,DEN,Point,2087,25,+3.4,35,+1.9,7,+4.9%,20,-1.3%,20,+3.4,10,+3.3,58,-1.8
Shawn Bradley,32.6,DAL,Big,848,72,-2.6,72,-2.8,32,+1.3%,44,-0.2%,60,-0.7,13,+2.7,94,-16.7
Elton Brand,25.6,LAC,Big,2999,70,-2.4,49,+0.3,99,-6.6%,94,+2.4%,92,-5.0,93,-3.3,70,-5.7
Jamison Brewer,24.0,NYK,Combo,156,1,+12.5,11,+5.8,1,+8.4%,83,+1.5%,83,-3.2,91,-3.1,42,+3.0
Primoz Brezec,25.1,CHA,Big,2264,32,+2.3,41,+1.3,68,-1.1%,7,-2.2%,66,-1.4,50,+0.1,78,-7.5
Damone Brown,25.3,WAS,Forward,135,70,-2.4,39,+1.6,11,+3.6%,3,-3.1%,100,-11.3,21,+1.9,100,-72.3
Devin Brown,25.8,SAS,Wing,1122,6,+7.3,16,+4.2,10,+4.0%,21,-1.2%,12,+4.6,25,+1.7,9,+16.6
Kwame Brown,22.6,WAS,Big,896,20,+4.1,39,+1.5,79,-2.0%,34,-0.7%,25,+2.9,52,-0.0,11,+15.4
P.J. Brown,35.0,NOH,Big,2820,20,+4.1,8,+6.8,95,-4.3%,78,+1.2%,88,-4.2,87,-2.5,68,-5.3
Tierre Brown,25.4,LAL,Combo,1015,69,-2.2,72,-2.8,72,-1.5%,75,+1.1%,57,-0.3,47,+0.3,62,-3.3
Rick Brunson,32.4,LAC,Point,1906,50,+0.1,23,+3.3,78,-1.9%,37,-0.5%,79,-2.9,65,-0.9,84,-9.5
Kobe Bryant,26.2,LAL,Wing,2679,39,+1.1,42,+1.2,31,+1.4%,19,-1.3%,47,+0.7,17,+2.4,89,-12.8
Greg Buckner,28.1,DEN,Wing,1490,45,+0.7,32,+2.1,85,-3.0%,22,-1.2%,22,+3.3,34,+1.1,21,+9.8
Rodney Buford,27.0,NJN,Wing,1251,10,+6.3,13,+5.0,23,+2.5%,45,-0.2%,28,+2.5,35,+1.0,30,+7.1
Antonio Burks,24.7,MEM,Point,191,8,+6.7,18,+4.1,0,+10.9%,96,+2.7%,35,+1.7,9,+3.5,79,-7.9
Caron Butler,24.6,LAL,Wing,2730,28,+3.0,42,+1.2,16,+3.1%,26,-1.0%,6,+6.3,11,+3.2,14,+13.3
Rasual Butler,25.4,MIA,Wing,1153,80,-3.6,81,-4.1,29,+1.6%,48,-0.1%,71,-1.9,42,+0.5,92,-14.9
Zarko Cabarkapa,23.4,GSW,Big,448,74,-3.0,48,+0.4,93,-4.1%,98,+3.7%,92,-5.0,97,-4.9,39,+4.2
Marcus Camby,30.6,DEN,Big,2015,57,-0.7,75,-3.0,42,+0.6%,93,+2.3%,59,-0.7,66,-0.9,41,+3.6
Elden Campbell,36.3,DET,Big,329,34,+1.9,54,-0.4,34,+1.2%,41,-0.4%,24,+3.1,18,+2.2,43,+2.6
Brian Cardinal,27.5,MEM,Big,1397,72,-2.5,73,-2.9,41,+0.7%,60,+0.5%,20,+3.4,29,+1.5,26,+8.2
Matt Carroll,24.2,CHA,Wing,406,97,-8.0,84,-4.4,98,-5.4%,85,+1.6%,93,-5.2,96,-4.2,63,-3.8
Anthony Carter,29.4,MIN,Point,673,83,-4.3,78,-3.4,63,-0.7%,72,+0.9%,42,+1.0,69,-1.0,16,+12.3
Vince Carter,27.8,TOR,Wing,605,25,+3.4,19,+4.0,45,+0.5%,37,-0.6%,28,+2.5,12,+2.9,67,-4.9
Vince Carter,27.8,NJN,Wing,2229,75,-3.1,66,-1.8,93,-4.0%,82,+1.5%,91,-4.7,98,-5.3,30,+6.9
Sam Cassell,35.0,MIN,Point,1520,73,-2.6,63,-1.4,77,-1.8%,26,-1.0%,23,+3.2,21,+1.9,34,+5.7
Kelvin Cato,30.2,ORL,Big,1514,88,-5.1,88,-5.0,83,-2.7%,81,+1.4%,71,-1.9,61,-0.7,71,-5.9
Lionel Chalmers,24.0,LAC,Combo,383,46,+0.5,70,-2.4,4,+5.8%,9,-2.0%,18,+3.8,4,+4.8,82,-9.0
Tyson Chandler,22.1,CHI,Big,2164,57,-0.7,74,-3.0,21,+2.7%,10,-2.0%,61,-0.9,30,+1.3,89,-13.1
Calbert Cheaney,33.3,GSW,Wing,926,87,-4.8,92,-6.1,18,+3.0%,84,+1.6%,48,+0.5,49,+0.1,48,+1.1
Josh Childress,21.4,ATL,Wing,2328,15,+5.1,21,+3.6,30,+1.5%,32,-0.8%,33,+2.0,40,+0.7,32,+6.1
Doug Christie,34.5,SAC,Wing,987,95,-7.1,89,-5.3,49,+0.1%,18,-1.4%,71,-1.9,13,+2.8,98,-26.5
Doug Christie,34.5,ORL,Wing,527,72,-2.5,69,-2.3,38,+1.0%,4,-2.9%,57,-0.3,44,+0.4,74,-6.3
Speedy Claxton,26.5,GSW,Point,1500,37,+1.3,10,+6.0,81,-2.2%,60,+0.5%,19,+3.7,56,-0.3,5,+20.9
Speedy Claxton,26.5,NOH,Point,365,93,-6.2,98,-8.5,26,+2.0%,31,-0.8%,9,+5.4,23,+1.8,9,+16.9
Jason Collier,27.1,ATL,Big,927,24,+3.4,18,+4.1,51,+0.0%,72,+0.9%,32,+2.1,48,+0.3,23,+8.7
Jarron Collins,25.9,UTA,Big,948,67,-2.0,56,-0.6,41,+0.6%,59,+0.4%,32,+2.0,24,+1.7,48,+1.2
Jason Collins,25.9,NJN,Big,2541,100,-13.7,97,-7.9,100,-7.7%,94,+2.4%,99,-8.6,98,-5.6,86,-10.8
Nick Collison,24.0,SEA,Big,1362,87,-4.9,83,-4.3,64,-0.8%,72,+0.9%,72,-2.1,57,-0.3,82,-8.9
Brian Cook,23.9,LAL,Big,1021,70,-2.4,44,+0.9,78,-1.9%,88,+1.9%,91,-4.8,83,-2.1,87,-12.2
Jamal Crawford,24.6,NYK,Wing,2667,15,+5.1,32,+2.1,58,-0.4%,18,-1.4%,9,+5.4,17,+2.4,13,+14.6
Austin Croshere,29.5,IND,Forward,1783,3,+8.6,8,+6.8,80,-2.2%,51,+0.0%,42,+1.1,59,-0.5,30,+6.8
Eddy Curry,21.9,CHI,Big,1789,26,+3.2,15,+4.4,67,-1.0%,62,+0.6%,59,-0.7,46,+0.3,74,-6.3
Michael Curry,36.2,IND,Wing,242,24,+3.5,14,+4.9,61,-0.6%,38,-0.4%,65,-1.3,58,-0.4,69,-5.5
Samuel Dalembert,24.5,PHI,Big,1771,79,-3.6,77,-3.3,40,+0.8%,40,-0.4%,72,-2.0,37,+0.9,93,-16.5
Erick Dampier,29.3,DAL,Big,1598,91,-5.6,80,-4.0,99,-6.8%,96,+2.8%,85,-4.0,98,-5.6,19,+10.9
Antonio Daniels,29.6,SEA,Combo,1998,45,+0.6,47,+0.4,43,+0.6%,59,+0.5%,35,+1.7,21,+1.9,62,-3.3
Marquis Daniels,23.8,DAL,Combo,1355,39,+1.1,37,+1.7,37,+1.0%,43,-0.3%,43,+1.0,53,-0.1,36,+5.0
Antonio Davis,36.0,CHI,Big,1825,59,-0.9,41,+1.3,82,-2.5%,54,+0.2%,68,-1.5,82,-2.0,40,+3.9
Baron Davis,25.6,NOH,Combo,590,87,-4.9,85,-4.5,22,+2.5%,24,-1.1%,4,+7.5,6,+4.2,15,+12.9
Baron Davis,25.6,GSW,Point,985,6,+7.5,33,+2.1,6,+5.0%,15,-1.6%,6,+6.4,8,+3.7,22,+9.0
Dale Davis,35.6,GSW,Big,572,79,-3.6,94,-6.7,32,+1.3%,30,-0.8%,35,+1.6,13,+2.7,70,-5.5
Dale Davis,35.6,IND,Big,726,82,-4.1,73,-2.8,29,+1.6%,2,-3.6%,21,+3.3,7,+3.9,74,-6.6
Josh Davis,24.2,PHI,Big,293,88,-5.1,95,-7.2,65,-0.8%,55,+0.2%,11,+4.9,56,-0.3,1,+30.4
Ricky Davis,25.1,BOS,Wing,2670,21,+4.0,82,-4.1,9,+4.3%,29,-0.9%,10,+5.2,7,+3.9,45,+2.0
Carlos Delfino,22.2,DET,Wing,438,8,+6.8,2,+10.8,45,+0.4%,13,-1.7%,34,+1.9,28,+1.5,50,+0.5
Tony Delk,30.8,ATL,Combo,1343,46,+0.6,38,+1.6,50,+0.1%,76,+1.2%,80,-2.9,57,-0.3,88,-12.8
Luol Deng,19.5,CHI,Forward,1641,67,-2.1,38,+1.6,51,+0.1%,61,+0.5%,49,+0.5,49,+0.2,44,+2.4
Boris Diaw,22.5,ATL,Wing,1168,91,-5.6,86,-4.7,57,-0.4%,48,-0.1%,76,-2.4,69,-1.0,72,-6.1
Dan Dickau,26.1,NOH,Point,2023,19,+4.3,31,+2.3,81,-2.3%,89,+2.0%,95,-5.9,98,-5.6,33,+5.9
DeSagana Diop,22.8,CLE,Big,237,98,-9.6,100,-11.1,26,+1.9%,84,+1.6%,94,-5.4,92,-3.1,82,-9.0
Vlade Divac,36.7,LAL,Big,127,60,-1.0,58,-0.9,24,+2.3%,14,-1.6%,64,-1.2,99,-6.0,1,+35.3
Juan Dixon,26.1,WAS,Combo,1018,21,+4.0,20,+3.8,53,-0.1%,17,-1.5%,33,+1.9,29,+1.4,48,+1.1
Michael Doleac,27.4,MIA,Big,1138,41,+0.9,44,+0.9,45,+0.5%,52,+0.1%,51,+0.2,33,+1.1,76,-6.8
Keyon Dooling,24.5,MIA,Point,1131,66,-1.7,78,-3.4,20,+2.8%,74,+1.0%,35,+1.8,37,+0.9,37,+4.5
Predrag Drobnjak,29.0,ATL,Big,1416,85,-4.7,70,-2.5,95,-4.4%,50,-0.1%,83,-3.4,76,-1.6,80,-8.0
Chris Duhon,22.2,CHI,Point,2134,74,-2.9,41,+1.3,85,-3.0%,88,+1.9%,69,-1.7,75,-1.5,52,-0.2
Tim Duncan,28.5,SAS,Big,2192,97,-7.8,91,-5.5,96,-4.6%,96,+2.5%,90,-4.6,93,-3.2,77,-7.3
Mike Dunleavy,24.1,GSW,Forward,2553,82,-4.1,66,-1.9,76,-1.8%,51,-0.0%,30,+2.1,66,-0.9,11,+15.4
Ronald Dupree,23.8,DET,Wing,402,13,+5.8,33,+2.0,46,+0.3%,71,+0.9%,25,+2.9,31,+1.2,28,+7.6
Howard Eisley,31.9,UTA,Combo,1356,33,+2.2,28,+2.7,40,+0.8%,68,+0.8%,59,-0.6,48,+0.2,64,-3.9
Obinna Ekezie,29.2,ATL,Big,719,90,-5.6,81,-4.1,64,-0.8%,74,+1.0%,56,-0.3,59,-0.5,44,+2.2
Francisco Elson,28.7,DEN,Big,882,41,+0.9,35,+1.8,43,+0.5%,15,-1.6%,42,+1.1,48,+0.2,43,+3.0
Melvin Ely,26.5,CHA,Big,1621,63,-1.3,59,-1.0,66,-0.9%,89,+2.0%,67,-1.5,60,-0.6,65,-4.2
Maurice Evans,26.0,SAC,Wing,1150,37,+1.3,38,+1.6,80,-2.1%,77,+1.2%,78,-2.7,95,-3.7,24,+8.5
Reggie Evans,24.5,SEA,Big,1874,63,-1.3,65,-1.7,59,-0.4%,23,-1.1%,63,-1.1,74,-1.4,41,+3.5
Michael Finley,31.7,DAL,Wing,2358,28,+3.0,53,-0.3,28,+1.7%,17,-1.5%,19,+3.7,7,+3.9,61,-2.9
Derek Fisher,30.2,GSW,Combo,2196,61,-1.0,76,-3.2,39,+1.0%,52,+0.1%,53,+0.1,39,+0.7,61,-3.0
Marcus Fizer,26.2,MIL,Big,833,32,+2.3,22,+3.4,41,+0.7%,89,+1.9%,87,-4.2,77,-1.7,86,-10.4
Danny Fortson,28.6,SEA,Big,1039,55,-0.5,53,-0.2,60,-0.5%,70,+0.8%,70,-1.8,61,-0.7,70,-5.7
Jeff Foster,27.8,IND,Big,1593,99,-9.9,95,-7.1,97,-4.9%,80,+1.3%,85,-4.0,95,-4.0,45,+1.9
Adonal Foyle,29.7,GSW,Big,1687,76,-3.1,76,-3.2,46,+0.4%,43,-0.3%,87,-4.1,85,-2.2,77,-7.4
Richie Frahm,27.2,POR,Wing,466,61,-1.1,31,+2.4,54,-0.2%,93,+2.3%,96,-6.3,50,+0.1,99,-28.9
Steve Francis,27.7,ORL,Combo,2963,67,-2.0,34,+2.0,93,-4.1%,54,+0.1%,67,-1.4,65,-0.9,59,-2.0
Matt Freije,23.1,NOH,Forward,426,72,-2.5,71,-2.5,80,-2.1%,2,-3.7%,41,+1.1,14,+2.7,83,-9.2
Dan Gadzuric,26.7,MIL,Big,1770,65,-1.6,56,-0.7,97,-4.7%,25,-1.0%,50,+0.4,51,+0.1,47,+1.4
Alex Garcia,24.7,NOH,Combo,145,43,+0.9,5,+8.1,59,-0.4%,74,+1.0%,22,+3.2,35,+1.0,18,+11.4
Kevin Garnett,28.5,MIN,Big,3114,49,+0.1,15,+4.4,73,-1.5%,57,+0.4%,78,-2.7,83,-2.2,56,-1.5
Pat Garrity,28.2,ORL,Big,901,20,+4.1,17,+4.2,41,+0.6%,45,-0.2%,36,+1.4,79,-1.9,8,+17.6
Pau Gasol,24.3,MEM,Big,1776,41,+1.0,57,-0.8,93,-4.0%,20,-1.3%,54,-0.0,49,+0.1,54,-1.2
Devean George,27.2,LAL,Wing,302,75,-3.1,19,+3.9,83,-2.7%,84,+1.6%,39,+1.3,82,-2.1,8,+17.5
Eddie Gill,26.2,IND,Combo,941,51,+0.0,46,+0.6,55,-0.3%,53,+0.1%,65,-1.3,83,-2.1,40,+3.9
Kendall Gill,36.4,MIL,Wing,271,96,-7.6,88,-5.2,61,-0.6%,100,+5.1%,97,-6.7,97,-5.2,67,-4.9
Manu Ginobili,27.3,SAS,Wing,2187,94,-6.6,84,-4.4,48,+0.2%,97,+3.0%,44,+0.9,70,-1.1,19,+10.9
Gordan Giricek,27.4,UTA,Wing,1599,87,-4.9,90,-5.4,52,-0.1%,24,-1.1%,42,+1.0,31,+1.3,61,-2.9
Anthony Goldwire,33.2,MIL,Point,430,28,+2.9,30,+2.4,16,+3.1%,49,-0.1%,49,+0.5,21,+1.9,71,-5.8
Drew Gooden,23.1,CLE,Big,2507,44,+0.7,14,+4.5,98,-6.5%,69,+0.8%,69,-1.7,84,-2.2,37,+4.6
Ben Gordon,21.6,CHI,Wing,1979,67,-2.0,78,-3.4,15,+3.2%,29,-0.9%,76,-2.4,50,+0.1,91,-14.7
Brian Grant,32.7,LAL,Big,1133,56,-0.6,71,-2.6,62,-0.6%,57,+0.3%,82,-3.1,45,+0.4,95,-18.6
Willie Green,23.3,PHI,Combo,1015,58,-0.8,52,-0.1,50,+0.1%,49,-0.1%,60,-0.7,67,-1.0,43,+2.6
Adrian Griffin,30.3,CHI,Wing,619,96,-7.3,99,-11.0,21,+2.7%,47,-0.2%,41,+1.1,45,+0.4,38,+4.4
Eddie Griffin,22.4,MIN,Big,1456,24,+3.4,80,-3.9,9,+4.2%,28,-0.9%,8,+5.6,9,+3.4,18,+11.0
Tom Gugliotta,34.9,BOS,Big,189,89,-5.2,91,-5.8,47,+0.3%,17,-1.5%,2,+8.9,16,+2.5,2,+26.5
Tom Gugliotta,34.9,ATL,Big,746,48,+0.1,83,-4.4,72,-1.4%,8,-2.1%,32,+2.0,68,-1.0,12,+14.9
Darvin Ham,31.3,DET,Forward,218,1,+13.3,1,+13.3,11,+3.6%,89,+2.0%,30,+2.2,26,+1.6,49,+1.0
Richard Hamilton,26.7,DET,Wing,2928,91,-5.6,84,-4.4,65,-0.9%,42,-0.3%,68,-1.5,52,+0.0,82,-8.9
Zendon Hamilton,29.5,MIL,Big,136,12,+6.0,4,+8.1,1,+8.1%,43,-0.3%,88,-4.2,87,-2.5,73,-6.1
Ben Handlogten,31.0,UTA,Big,266,9,+6.5,5,+7.9,34,+1.2%,77,+1.2%,87,-4.1,81,-1.9,76,-7.2
Anfernee Hardaway,33.3,NYK,Wing,883,29,+2.8,28,+2.7,20,+2.8%,7,-2.2%,46,+0.7,19,+2.1,84,-9.5
Matt Harpring,28.4,UTA,Wing,2543,4,+8.0,12,+5.2,30,+1.6%,44,-0.2%,37,+1.4,60,-0.7,17,+11.6
Al Harrington,24.7,ATL,Forward,2533,59,-0.9,75,-3.1,78,-1.9%,55,+0.2%,55,-0.2,57,-0.3,46,+1.5
Junior Harrington,24.1,NOH,Combo,520,94,-6.3,93,-6.1,44,+0.5%,83,+1.6%,76,-2.4,59,-0.5,83,-9.3
Othella Harrington,30.8,CHI,Big,1233,86,-4.8,83,-4.3,67,-1.0%,86,+1.7%,57,-0.4,72,-1.2,37,+4.6
Devin Harris,21.7,DAL,Combo,1095,31,+2.4,13,+5.0,13,+3.5%,5,-2.3%,39,+1.3,26,+1.6,59,-2.0
Lucious Harris,33.9,CLE,Wing,1058,68,-2.1,93,-6.1,15,+3.2%,28,-1.0%,44,+0.9,20,+2.0,75,-6.7
David Harrison,22.2,IND,Big,722,50,+0.1,47,+0.5,8,+4.4%,85,+1.6%,78,-2.7,60,-0.6,85,-10.1
Jason Hart,26.5,CHA,Combo,1842,56,-0.5,37,+1.7,48,+0.2%,41,-0.3%,51,+0.2,30,+1.3,68,-5.1
Udonis Haslem,24.4,MIA,Big,2671,47,+0.4,13,+5.0,83,-2.7%,78,+1.2%,84,-3.4,77,-1.8,83,-9.3
Trenton Hassell,25.7,MIN,Wing,2054,57,-0.6,61,-1.3,48,+0.3%,44,-0.3%,60,-0.8,66,-0.9,50,+0.6
Jarvis Hayes,23.2,WAS,Forward,1542,11,+6.2,18,+4.1,12,+3.5%,9,-2.0%,18,+3.8,16,+2.5,36,+5.0
Brendan Haywood,24.9,WAS,Big,1862,98,-9.4,98,-8.4,74,-1.5%,66,+0.7%,89,-4.3,64,-0.8,95,-17.4
Alan Henderson,31.9,DAL,Big,1127,20,+4.2,16,+4.2,25,+2.2%,33,-0.7%,71,-1.9,73,-1.3,61,-2.8
Nene Hilario,22.1,DEN,Big,1283,93,-6.1,86,-4.7,97,-5.0%,71,+0.9%,89,-4.3,95,-4.0,46,+1.5
Grant Hill,32.1,ORL,Wing,2334,71,-2.4,68,-2.3,81,-2.3%,33,-0.7%,39,+1.4,19,+2.2,72,-6.0
Kirk Hinrich,23.8,CHI,Combo,2789,28,+3.0,14,+4.6,53,-0.1%,43,-0.3%,31,+2.1,41,+0.6,22,+9.1
Fred Hoiberg,32.0,MIN,Wing,1229,38,+1.3,63,-1.5,16,+3.1%,79,+1.2%,37,+1.4,53,-0.1,24,+8.6
Robert Horry,34.2,SAS,Big,1359,39,+1.1,30,+2.6,5,+5.1%,46,-0.2%,36,+1.5,27,+1.6,53,-0.4
Eddie House,26.5,CHA,Combo,290,17,+4.8,22,+3.6,82,-2.5%,65,+0.6%,20,+3.4,80,-1.9,3,+24.2
Eddie House,26.5,SAC,Combo,501,22,+3.7,2,+10.4,42,+0.6%,93,+2.3%,93,-5.2,78,-1.8,92,-15.1
Allan Houston,33.5,NYK,Wing,529,81,-4.0,43,+1.1,88,-3.3%,91,+2.1%,61,-0.9,68,-1.0,49,+0.9
Dwight Howard,18.9,ORL,Big,2650,37,+1.4,33,+2.1,75,-1.6%,9,-2.0%,62,-1.0,33,+1.2,86,-10.5
Josh Howard,24.5,DAL,Forward,2429,82,-4.1,83,-4.3,77,-1.9%,63,+0.6%,56,-0.2,54,-0.1,53,-0.6
Juwan Howard,31.7,HOU,Big,1617,23,+3.7,37,+1.7,77,-1.8%,34,-0.7%,74,-2.2,70,-1.1,76,-7.1
Troy Hudson,28.6,MIN,Point,1731,16,+5.0,27,+2.8,27,+1.8%,56,+0.2%,81,-3.0,71,-1.1,84,-9.5
Larry Hughes,25.8,WAS,Combo,2348,65,-1.5,57,-0.8,91,-3.8%,70,+0.8%,75,-2.3,84,-2.2,47,+1.4
Ryan Humphrey,25.3,MEM,Big,298,46,+0.4,12,+5.3,36,+1.0%,98,+3.8%,97,-7.0,96,-4.3,90,-13.5
