Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Ray Allen,37.3,MIA,Wing,565,73,+4.4%,34,-1.4%,63,+1.1%,2,-9.3%,10,-8.1%,97,+5.5%,83,+4.0%,97,+9.5%
Tony Allen,30.8,MEM,Wing,420,70,+3.1%,100,+13.3%,73,+2.0%,17,-5.6%,37,-3.6%,4,-5.3%,17,-4.3%,3,-9.6%
Chris Andersen,34.3,MIA,Big,298,65,+2.5%,50,+0.7%,66,+1.4%,3,-8.7%,14,-7.3%,93,+3.8%,74,+2.7%,91,+6.5%
Carmelo Anthony,28.4,NYK,Forward,480,29,-2.1%,27,-2.1%,95,+5.9%,86,+6.9%,98,+12.8%,29,-1.3%,2,-9.4%,3,-10.7%
Darrell Arthur,24.6,MEM,Big,173,52,+0.6%,9,-6.3%,7,-6.2%,83,+6.3%,51,+0.2%,81,+2.3%,82,+3.8%,87,+6.1%
Omer Asik,26.3,HOU,Big,207,71,+3.8%,40,-0.9%,16,-4.3%,38,-2.0%,17,-6.2%,70,+1.6%,93,+5.6%,92,+7.1%
D.J. Augustin,25.0,IND,Point,308,8,-7.2%,45,-0.4%,25,-2.4%,26,-3.3%,21,-5.7%,96,+5.4%,61,+0.8%,89,+6.2%
Harrison Barnes,20.4,GSW,Wing,459,63,+2.2%,90,+6.6%,45,-0.6%,23,-4.6%,24,-5.1%,10,-3.1%,65,+1.7%,37,-1.4%
Matt Barnes,32.6,LAC,Wing,160,92,+7.7%,97,+9.3%,11,-5.5%,6,-8.0%,0,-13.5%,43,-0.3%,88,+4.5%,76,+4.2%
Brandon Bass,27.5,BOS,Big,201,94,+8.8%,39,-0.9%,14,-5.0%,95,+9.9%,79,+4.9%,7,-3.9%,54,+0.0%,27,-3.9%
Shane Battier,34.1,MIA,Forward,375,37,-1.6%,17,-4.0%,50,-0.0%,13,-5.9%,19,-5.9%,100,+7.4%,71,+2.6%,98,+9.9%
Jerryd Bayless,24.2,MEM,Combo,313,43,-0.5%,3,-9.0%,18,-3.9%,76,+3.9%,50,+0.0%,89,+3.7%,92,+5.3%,96,+9.0%
Marco Belinelli,26.6,CHI,Wing,314,35,-1.8%,62,+2.2%,43,-0.6%,8,-6.9%,13,-7.5%,78,+2.0%,77,+3.2%,83,+5.3%
Patrick Beverley,24.3,HOU,Point,191,78,+4.6%,66,+2.7%,40,-1.1%,34,-2.4%,38,-3.5%,17,-2.0%,75,+2.8%,58,+0.8%
Chauncey Billups,36.1,LAC,Wing,115,41,-0.8%,44,-0.5%,22,-3.0%,90,+7.8%,78,+4.8%,16,-2.0%,34,-2.2%,23,-4.2%
Andray Blatche,26.2,BKN,Big,138,25,-2.6%,48,-0.3%,54,+0.5%,57,+0.8%,55,+1.3%,38,-0.5%,46,-0.5%,41,-1.0%
Andrew Bogut,27.9,GSW,Big,326,76,+4.6%,82,+4.9%,27,-2.3%,20,-4.8%,15,-7.1%,31,-1.2%,78,+3.3%,69,+2.2%
Matt Bonner,32.6,SAS,Big,249,64,+2.4%,39,-1.1%,13,-5.1%,64,+1.4%,34,-3.7%,60,+0.5%,87,+4.3%,81,+4.8%
Carlos Boozer,30.9,CHI,Big,430,13,-5.6%,64,+2.5%,20,-3.5%,50,-0.5%,33,-4.0%,37,-0.5%,67,+2.0%,63,+1.5%
Chris Bosh,28.6,MIA,Big,747,45,-0.3%,49,-0.2%,29,-2.2%,96,+9.9%,89,+7.8%,8,-3.8%,24,-3.8%,8,-7.6%
Avery Bradley,21.9,BOS,Combo,189,29,-2.1%,80,+4.3%,10,-5.7%,97,+10.2%,76,+4.5%,23,-1.7%,3,-7.1%,5,-8.8%
Corey Brewer,26.7,DEN,Wing,145,80,+5.0%,29,-1.9%,93,+5.3%,40,-1.6%,70,+3.7%,84,+3.0%,13,-4.8%,35,-1.8%
Caron Butler,32.6,LAC,Wing,135,34,-1.8%,3,-8.8%,91,+5.0%,93,+9.0%,100,+14.0%,51,+0.2%,10,-5.4%,18,-5.2%
Jimmy Butler,23.1,CHI,Wing,488,3,-9.2%,14,-4.3%,98,+7.3%,15,-5.8%,61,+1.5%,66,+1.0%,66,+1.8%,72,+2.8%
Mario Chalmers,26.5,MIA,Point,639,48,+0.2%,23,-3.5%,38,-1.3%,92,+8.4%,84,+7.1%,11,-3.1%,47,-0.5%,29,-3.5%
Tyson Chandler,30.1,NYK,Big,349,26,-2.4%,18,-3.8%,82,+3.3%,60,+1.1%,74,+4.4%,67,+1.2%,39,-1.8%,44,-0.5%
Wilson Chandler,25.5,DEN,Forward,204,30,-2.0%,98,+10.4%,13,-5.1%,54,+0.2%,27,-4.9%,9,-3.7%,38,-1.8%,15,-5.5%
Norris Cole,24.1,MIA,Point,377,49,+0.3%,73,+3.3%,56,+0.7%,10,-6.7%,18,-6.0%,86,+3.1%,50,-0.4%,71,+2.7%
Nick Collison,32.0,OKC,Big,170,59,+1.5%,74,+3.5%,84,+3.4%,13,-6.0%,42,-2.6%,36,-0.6%,50,-0.3%,42,-0.9%
Mike Conley,25.1,MEM,Point,574,61,+2.1%,96,+8.7%,61,+1.0%,18,-5.2%,32,-4.2%,34,-0.9%,25,-3.6%,20,-4.5%
Jamal Crawford,32.6,LAC,Wing,158,32,-1.9%,79,+4.0%,70,+1.8%,9,-6.8%,25,-5.0%,55,+0.4%,57,+0.6%,61,+1.0%
Stephen Curry,24.6,GSW,Combo,495,100,+13.4%,93,+6.9%,2,-9.4%,29,-2.8%,3,-12.1%,69,+1.3%,82,+3.9%,82,+5.2%
Carlos Delfino,30.2,HOU,Wing,116,14,-5.2%,63,+2.4%,6,-6.4%,31,-2.7%,8,-9.1%,40,-0.4%,97,+7.1%,92,+6.7%
Luol Deng,27.5,CHI,Forward,222,81,+5.4%,56,+1.4%,15,-4.7%,100,+11.8%,85,+7.1%,13,-2.4%,5,-6.2%,7,-8.5%
Boris Diaw,30.5,SAS,Big,270,74,+4.4%,41,-0.8%,85,+3.5%,24,-4.2%,48,-0.7%,47,+0.1%,64,+1.4%,65,+1.5%
Keyon Dooling,32.5,MEM,Point,113,53,+0.6%,0,-17.0%,71,+1.9%,98,+10.8%,97,+12.7%,68,+1.3%,76,+3.0%,77,+4.3%
Tim Duncan,36.5,SAS,Big,732,16,-4.7%,71,+3.0%,72,+2.0%,87,+7.1%,94,+9.1%,26,-1.6%,1,-10.6%,0,-12.1%
