Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Eddie Basden,22.7,CHI,Wing,124,34,16.4%,21,94.9,13,7.4%,13,0.45,3,20.0%
Brandon Bass,20.5,NOP,Big,201,46,14.7%,2,78.7,15,2.7%,13,0.18,75,12.6%
Esteban Batista,22.2,ATL,Big,457,16,11.4%,15,95.3,13,2.3%,15,0.20,1,29.7%
Tony Battie,29.7,ORL,Big,2211,37,13.6%,49,105.2,21,3.6%,23,0.26,61,14.1%
Shane Battier,27.1,MEM,Forward,2832,20,13.2%,82,114.9,43,8.2%,73,0.62,72,11.7%
Lonny Baxter,26.8,CHA,Big,113,54,16.1%,11,91.7,18,2.9%,13,0.18,31,17.5%
Lonny Baxter,26.8,HOU,Big,251,36,13.6%,35,102.8,0,0.0%,0,0.00,47,15.8%
Charlie Bell,26.6,MIL,Combo,1229,22,17.7%,80,109.9,36,16.7%,44,0.94,98,8.5%
Raja Bell,29.1,PHX,Wing,2942,25,15.5%,86,116.4,35,9.8%,45,0.63,94,8.8%
Mike Bibby,27.5,SAC,Point,3163,85,25.9%,81,111.9,40,24.4%,12,0.94,79,11.1%
Andris Biedrins,19.6,GSW,Big,960,6,9.9%,96,121.5,25,3.8%,53,0.38,44,16.0%
Chauncey Billups,29.1,DET,Point,2918,90,27.3%,98,122.9,94,39.2%,71,1.43,90,10.2%
Steve Blake,25.7,POR,Point,1750,23,18.1%,83,112.6,58,27.7%,83,1.53,67,12.2%
Andray Blatche,19.2,WAS,Big,123,72,18.8%,5,88.9,66,7.7%,59,0.41,51,15.4%
Mark Blount,29.9,BOS,Big,1077,90,21.9%,73,111.3,84,10.2%,68,0.46,8,23.1%
Mark Blount,29.9,MIN,Big,1140,62,17.2%,62,108.2,45,5.1%,34,0.30,30,17.7%
Keith Bogans,25.5,CHA,Wing,842,57,19.3%,43,102.7,32,9.7%,20,0.50,71,11.0%
Keith Bogans,25.5,HOU,Wing,1042,29,15.6%,17,93.2,57,12.7%,79,0.82,36,14.1%
Andrew Bogut,20.9,MIL,Big,2335,53,15.9%,75,111.5,94,13.3%,97,0.84,51,15.3%
Matt Bonner,25.6,TOR,Forward,1665,15,13.0%,85,116.7,18,5.4%,30,0.42,98,7.0%
Calvin Booth,29.5,WAS,Big,220,11,10.7%,9,91.1,74,8.4%,96,0.79,52,15.2%
Carlos Boozer,23.9,UTA,Big,1023,91,21.9%,89,116.6,96,15.4%,91,0.70,64,13.6%
Chris Bosh,21.6,TOR,Big,2745,94,24.8%,90,117.1,89,11.7%,71,0.47,92,10.7%
Bruce Bowen,34.4,SAS,Wing,2745,2,10.6%,64,108.2,8,6.6%,44,0.63,72,11.0%
Ryan Bowen,29.9,HOU,Forward,618,0,10.3%,2,66.7,25,5.8%,58,0.56,85,9.9%
Earl Boykins,29.4,DEN,Point,1515,79,25.1%,56,104.2,44,25.5%,19,1.02,94,9.6%
Michael Bradley,26.5,PHI,Big,323,18,11.6%,7,89.1,78,8.8%,94,0.77,13,21.4%
Elton Brand,26.6,LAC,Big,3096,95,25.8%,85,116.0,92,12.7%,73,0.49,95,9.9%
Primoz Brezec,26.1,CHA,Big,2160,65,17.8%,71,110.8,25,3.7%,16,0.21,94,10.0%
Devin Brown,26.8,UTA,Wing,1641,54,18.8%,32,97.5,45,10.8%,33,0.57,27,14.6%
Kwame Brown,23.6,LAL,Big,1966,29,13.1%,63,108.4,50,5.7%,63,0.43,26,18.0%
P.J. Brown,36.0,NOP,Big,2365,34,13.5%,36,102.9,54,6.2%,68,0.46,70,13.0%
Rick Brunson,33.4,HOU,Combo,206,25,18.3%,2,79.2,73,25.4%,96,1.39,2,24.0%
Kobe Bryant,27.2,LAL,Combo,3271,100,37.8%,87,112.5,56,22.8%,11,0.60,95,9.2%
Greg Buckner,29.1,DEN,Wing,1721,8,12.2%,76,111.6,47,11.1%,89,0.90,73,10.9%
Pat Burke,31.9,PHX,Big,268,84,20.4%,27,100.0,55,6.2%,38,0.30,16,20.6%
Antonio Burks,25.7,MEM,Point,513,33,19.5%,4,72.9,37,23.6%,46,1.21,21,16.0%
Kevin Burleson,26.6,CHA,Combo,307,27,18.5%,4,81.4,62,23.7%,89,1.28,9,18.3%
Caron Butler,25.6,WAS,Wing,2688,78,22.4%,58,107.4,54,12.0%,27,0.54,47,12.8%
Jackie Butler,20.6,NYK,Big,651,64,17.6%,88,116.5,37,4.5%,21,0.25,4,23.8%
Rasual Butler,26.4,NOP,Wing,1787,35,17.1%,33,99.1,1,3.7%,0,0.22,91,9.3%
Andrew Bynum,18.0,LAL,Big,307,31,13.1%,0,77.6,39,4.6%,49,0.35,43,16.2%
Will Bynum,22.8,GSW,Point,144,48,21.6%,23,92.3,12,19.7%,8,0.91,13,17.1%
Zarko Cabarkapa,24.4,GSW,Big,442,85,20.4%,6,89.0,51,5.7%,28,0.28,73,12.8%
Jose Calderon,24.1,TOR,Point,1445,21,18.0%,44,98.5,71,29.9%,92,1.66,10,17.6%
Marcus Camby,31.6,DEN,Big,1851,66,18.1%,24,99.2,82,9.9%,79,0.55,79,12.1%
Brian Cardinal,28.5,MEM,Big,388,66,17.8%,33,101.7,94,13.0%,92,0.73,20,19.1%
Matt Carroll,25.2,CHA,Wing,1199,48,18.2%,68,108.6,3,4.9%,2,0.27,95,8.7%
Anthony Carter,30.4,MIN,Point,569,31,19.1%,33,94.9,54,27.4%,69,1.43,17,16.6%
Vince Carter,28.8,BKN,Wing,2900,97,32.2%,59,107.6,96,23.5%,68,0.73,75,10.7%
Sam Cassell,36.0,LAC,Point,2651,92,27.4%,62,107.5,77,30.9%,37,1.13,81,11.1%
Kelvin Cato,31.2,ORL,Big,298,50,15.2%,23,98.9,3,1.2%,1,0.08,37,17.1%
Tyson Chandler,23.1,CHI,Big,2107,8,10.5%,81,113.4,49,5.6%,77,0.53,3,24.9%
Calbert Cheaney,34.3,GSW,Forward,413,17,13.0%,10,85.2,38,7.7%,68,0.59,60,12.6%
Josh Childress,22.4,ATL,Wing,2193,13,13.4%,99,124.9,31,9.6%,65,0.72,22,15.1%
Doug Christie,35.5,DAL,Wing,184,1,10.4%,5,81.3,50,11.5%,97,1.11,25,14.8%
Speedy Claxton,27.5,NOP,Combo,1970,95,26.6%,35,100.6,96,30.7%,75,1.15,62,13.4%
Mateen Cleaves,28.2,OKC,Point,200,38,20.1%,40,98.4,83,31.7%,85,1.57,52,13.3%
Jarron Collins,26.9,UTA,Big,1701,22,12.2%,63,108.5,80,9.5%,96,0.77,68,13.3%
Jason Collins,26.9,BKN,Big,1891,3,8.8%,4,84.7,48,5.6%,87,0.63,32,17.5%
Nick Collison,25.0,OKC,Big,1438,49,15.1%,75,111.4,68,7.9%,76,0.53,47,15.8%
Brian Cook,24.9,LAL,Big,1504,58,16.4%,84,115.5,65,7.7%,70,0.47,87,11.3%
Jamal Crawford,25.6,NYK,Combo,2465,62,22.5%,82,111.2,55,20.9%,42,0.93,58,13.7%
Austin Croshere,30.5,IND,Forward,1138,23,14.5%,100,124.7,53,9.0%,75,0.62,45,13.6%
Eddy Curry,22.9,NYK,Big,1860,89,21.8%,96,121.2,10,2.0%,3,0.09,17,20.3%
Samuel Dalembert,25.5,PHI,Big,1757,24,12.5%,80,113.1,12,2.2%,12,0.18,9,22.5%
Erick Dampier,30.3,DAL,Big,1912,30,13.1%,47,105.0,32,4.0%,39,0.31,16,20.7%
Antonio Daniels,30.6,WAS,Point,2248,17,17.8%,67,108.6,10,19.6%,29,1.10,92,9.9%
Marquis Daniels,24.8,DAL,Wing,1729,58,19.5%,53,106.0,79,16.4%,85,0.84,40,13.6%
Antonio Davis,37.0,NYK,Forward,747,13,12.7%,33,97.8,0,3.1%,5,0.24,0,20.6%
Antonio Davis,37.0,TOR,Forward,190,8,12.3%,12,87.5,15,4.9%,27,0.40,15,16.7%
Baron Davis,26.6,GSW,Point,1960,98,30.5%,42,98.5,96,41.1%,60,1.35,69,11.9%
Dale Davis,36.6,DET,Big,149,5,9.8%,5,88.9,34,4.3%,65,0.44,71,12.9%
Ricky Davis,26.1,BOS,Wing,1738,81,23.6%,55,106.8,93,21.4%,90,0.91,53,12.7%
Ricky Davis,26.1,MIN,Wing,1451,87,24.5%,44,102.8,92,20.5%,84,0.84,51,12.7%
Carlos Delfino,23.2,DET,Wing,613,39,17.3%,23,95.1,46,11.0%,47,0.64,45,13.0%
Tony Delk,31.8,DET,Combo,358,56,22.2%,60,106.9,25,15.0%,18,0.68,89,9.7%
Luol Deng,20.5,CHI,Forward,2592,70,19.0%,52,102.8,65,9.6%,48,0.50,87,9.6%
Boris Diaw,23.5,PHX,Big,2842,80,20.2%,82,113.6,100,24.5%,100,1.22,59,14.2%
Dan Dickau,27.1,BOS,Point,229,13,16.9%,87,113.7,33,23.4%,65,1.38,6,20.1%
Travis Diener,23.7,ORL,Combo,224,4,13.6%,98,117.7,13,11.2%,33,0.83,42,14.8%
Ike Diogu,22.1,GSW,Big,967,72,18.8%,89,116.8,46,5.2%,27,0.27,34,17.4%
DeSagana Diop,23.8,DAL,Big,1490,0,6.7%,34,102.2,11,2.0%,37,0.30,35,17.3%
Juan Dixon,27.1,POR,Wing,1912,85,24.3%,45,103.1,68,14.4%,37,0.59,68,11.5%
Michael Doleac,28.4,MIA,Big,302,28,13.0%,47,104.9,16,2.8%,18,0.22,57,14.4%
Keyon Dooling,25.5,ORL,Combo,1126,65,23.6%,36,102.6,40,16.8%,20,0.71,49,14.4%
Chris Duhon,23.2,CHI,Point,2116,15,17.7%,71,108.8,52,26.9%,81,1.52,35,14.2%
Tim Duncan,29.5,SAS,Big,2775,97,27.5%,46,104.8,97,16.2%,82,0.59,78,12.4%
Mike Dunleavy,25.1,GSW,Forward,2551,60,18.0%,43,100.3,90,14.6%,90,0.81,75,11.5%
Ronald Dupree,24.8,MIN,Forward,229,42,16.1%,13,89.1,75,10.6%,82,0.66,12,17.1%
John Edwards,24.3,ATL,Big,280,15,11.3%,38,103.0,13,2.4%,18,0.21,30,17.6%
Howard Eisley,32.9,DEN,Point,270,44,21.2%,25,93.5,63,28.9%,63,1.36,48,13.4%
Howard Eisley,32.9,LAC,Point,109,8,14.5%,0,52.9,75,30.8%,100,2.12,98,9.4%
Monta Ellis,20.0,GSW,Combo,829,36,19.7%,20,96.8,29,15.6%,25,0.79,38,15.1%
Francisco Elson,29.7,DEN,Big,1547,6,10.1%,70,110.3,35,4.4%,63,0.44,22,19.0%
Melvin Ely,27.5,CHA,Big,1319,82,20.3%,65,109.2,82,9.9%,72,0.49,41,16.3%
Maurice Evans,27.0,DET,Wing,1037,26,15.5%,51,105.1,24,9.1%,35,0.58,88,9.6%
Reggie Evans,25.5,DEN,Big,595,37,13.6%,16,95.7,24,3.7%,26,0.27,5,23.8%
Reggie Evans,25.5,OKC,Big,782,46,14.8%,54,106.1,38,4.6%,39,0.31,53,15.2%
Daniel Ewing,22.6,LAC,Combo,902,15,15.8%,15,94.2,24,14.2%,38,0.90,31,15.9%
Raymond Felton,21.3,CHA,Combo,2362,69,24.3%,24,97.4,93,29.6%,80,1.22,55,14.1%
Michael Finley,32.7,SAS,Forward,1975,57,17.4%,62,106.9,63,9.5%,57,0.55,95,8.3%
Derek Fisher,31.2,GSW,Combo,2548,49,21.5%,71,108.7,58,22.9%,65,1.07,73,12.5%
Gerald Fitch,23.2,MIA,Point,212,58,22.1%,6,74.4,29,22.4%,17,1.01,85,10.7%
T.J. Ford,22.6,MIL,Point,2538,73,23.3%,37,97.5,67,29.7%,50,1.28,15,16.8%
Danny Fortson,29.6,OKC,Big,273,47,14.9%,99,127.9,2,1.1%,1,0.08,1,29.2%
Jeff Foster,28.8,IND,Big,1573,10,10.6%,86,116.3,43,5.0%,69,0.47,33,17.4%
Adonal Foyle,30.7,GSW,Big,1818,4,9.3%,46,104.9,17,2.8%,37,0.30,12,21.4%
Richie Frahm,28.2,HOU,Wing,109,22,14.9%,82,114.7,25,9.2%,42,0.62,69,11.4%
Richie Frahm,28.2,MIN,Combo,217,7,13.8%,29,100.0,9,10.6%,22,0.77,100,4.6%
Steve Francis,28.7,NYK,Combo,639,64,22.7%,67,107.8,60,23.1%,56,1.02,13,18.0%
Steve Francis,28.7,ORL,Combo,1731,89,26.0%,58,106.7,84,27.0%,60,1.04,25,16.4%
Channing Frye,22.5,NYK,Big,1522,89,21.8%,60,108.0,59,6.5%,36,0.30,76,12.5%
Dan Gadzuric,27.7,MIL,Big,844,59,16.6%,70,110.6,37,4.5%,27,0.27,91,10.7%
Francisco Garcia,23.8,SAC,Wing,1217,24,15.5%,37,100.9,51,11.6%,70,0.75,15,16.3%
Kevin Garnett,29.5,MIN,Big,2949,94,24.9%,92,118.7,98,19.3%,95,0.77,82,11.7%
Pat Garrity,29.2,ORL,Forward,920,22,13.5%,70,110.3,37,7.0%,55,0.52,38,14.0%
Pau Gasol,25.3,MEM,Big,3125,96,27.3%,67,109.8,99,23.4%,98,0.86,66,13.4%
Devean George,28.2,LAL,Wing,1509,18,14.4%,31,97.1,11,7.2%,21,0.50,77,10.5%
Manu Ginobili,28.3,SAS,Wing,1804,89,25.4%,96,120.2,94,21.5%,85,0.85,56,12.4%
Gordan Giricek,28.4,UTA,Wing,952,75,21.3%,28,96.3,58,12.9%,39,0.60,34,14.3%
Ryan Gomes,23.2,BOS,Forward,1341,28,14.8%,65,109.8,32,6.7%,38,0.45,65,12.4%
Drew Gooden,24.1,CLE,Big,2156,63,17.3%,68,109.9,36,4.5%,22,0.26,69,13.2%
Ben Gordon,22.6,CHI,Wing,2465,92,26.1%,56,107.2,83,17.0%,53,0.65,58,12.4%
Joey Graham,23.4,TOR,Wing,1531,30,15.6%,75,111.0,6,6.3%,7,0.40,10,17.4%
Stephen Graham,23.4,CLE,Wing,110,33,16.3%,13,91.4,2,4.2%,1,0.26,8,17.7%
Danny Granger,22.5,IND,Forward,1697,33,15.2%,67,109.9,58,9.2%,70,0.60,42,13.7%
Brian Grant,33.7,PHX,Big,234,20,12.1%,8,90.3,32,4.1%,44,0.34,85,11.4%
Devin Green,23.0,LAL,Wing,113,9,12.8%,0,51.9,33,9.7%,72,0.76,89,9.5%
Gerald Green,19.8,BOS,Wing,340,72,21.0%,66,108.5,34,9.7%,15,0.46,64,11.9%
Willie Green,24.3,PHI,Combo,138,58,22.4%,56,106.7,2,6.8%,0,0.31,24,16.7%
Orien Greene,23.7,BOS,Combo,1167,13,15.7%,7,87.8,38,16.8%,64,1.07,0,25.4%
Adrian Griffin,31.3,DAL,Wing,1199,3,10.8%,52,105.3,42,10.3%,95,0.95,41,13.5%
Eddie Griffin,23.4,MIN,Big,1333,48,15.0%,3,80.1,44,5.0%,44,0.34,96,9.4%
Anthony Grundy,26.5,ATL,Combo,104,55,22.2%,100,118.2,15,11.3%,7,0.51,35,15.7%
Richard Hamilton,27.7,DET,Wing,2820,91,25.7%,75,111.3,89,18.3%,64,0.71,70,11.4%
Matt Harpring,29.4,UTA,Wing,1928,62,20.0%,62,108.0,28,9.4%,16,0.47,48,12.8%
Al Harrington,25.7,ATL,Forward,2773,98,25.5%,50,102.4,92,15.5%,72,0.61,58,12.6%
Othella Harrington,31.8,CHI,Big,806,83,20.3%,51,105.6,67,7.9%,55,0.39,42,16.2%
Devin Harris,22.7,DAL,Point,1216,75,23.4%,77,110.4,42,25.0%,25,1.07,50,13.4%
David Harrison,23.2,IND,Big,978,65,17.8%,50,105.4,16,2.7%,9,0.15,18,20.3%
Jason Hart,27.5,SAC,Combo,716,18,16.8%,5,84.7,27,15.6%,40,0.93,51,14.3%
Udonis Haslem,25.4,MIA,Big,2477,27,12.7%,78,112.3,52,5.8%,66,0.45,84,11.5%
Trenton Hassell,26.7,MIN,Combo,2499,16,15.9%,38,103.4,22,13.0%,31,0.82,40,14.8%
Chuck Hayes,22.4,HOU,Big,486,11,10.7%,97,122.9,28,3.9%,51,0.37,89,10.9%
Jarvis Hayes,24.2,WAS,Forward,497,53,17.1%,40,99.5,52,8.7%,52,0.51,78,11.3%
Brendan Haywood,25.9,WAS,Big,1873,41,14.1%,59,107.9,26,3.8%,25,0.27,46,16.0%
Luther Head,22.9,HOU,Combo,2248,20,17.3%,42,104.3,35,16.7%,49,0.96,45,14.8%
Alan Henderson,32.9,CLE,Big,449,8,10.3%,84,115.2,14,2.5%,20,0.25,37,17.2%
Grant Hill,33.1,ORL,Wing,612,88,24.8%,74,110.8,66,14.2%,32,0.57,74,10.7%
Kirk Hinrich,24.8,CHI,Combo,2943,67,23.8%,55,106.5,89,29.0%,78,1.22,78,12.1%
Robert Horry,35.2,SAS,Big,1171,45,14.7%,20,97.5,85,10.5%,91,0.71,88,11.1%
Eddie House,27.5,PHX,Combo,1337,87,25.8%,40,103.8,33,16.2%,13,0.63,93,9.3%
Dwight Howard,19.9,ORL,Big,3015,85,20.5%,80,112.8,64,7.0%,46,0.34,39,16.7%
Josh Howard,25.5,DAL,Wing,1901,76,22.1%,57,107.4,35,10.0%,14,0.45,96,8.6%
Juwan Howard,32.7,HOU,Big,2533,70,18.6%,27,100.0,73,8.4%,66,0.45,65,13.4%
Troy Hudson,29.6,MIN,Combo,785,82,25.4%,27,98.3,64,24.1%,45,0.95,96,9.2%
Larry Hughes,26.8,CLE,Wing,1255,86,24.4%,35,99.8,82,16.9%,60,0.69,25,14.6%
Kris Humphries,20.7,UTA,Forward,522,62,18.2%,7,79.2,45,8.2%,37,0.45,82,11.1%
Lindsey Hunter,34.9,DET,Point,334,29,18.8%,12,87.4,62,28.2%,77,1.50,56,12.9%
Steven Hunter,24.0,PHI,Big,1283,27,12.7%,94,119.9,11,2.1%,11,0.17,39,17.0%
Andre Iguodala,21.8,PHI,Forward,3063,30,14.9%,93,119.5,83,12.5%,93,0.84,30,15.2%
Zydrunas Ilgauskas,30.4,CLE,Big,2273,92,22.9%,87,116.4,65,7.3%,41,0.32,63,13.8%
Allen Iverson,30.4,PHI,Point,3091,100,37.9%,65,108.5,85,33.1%,4,0.87,96,9.5%
Royal Ivey,23.9,ATL,Point,939,4,13.2%,21,92.2,0,11.6%,6,0.88,100,7.4%
Jarrett Jack,22.0,POR,Combo,1522,38,19.9%,73,109.5,69,24.8%,84,1.25,36,15.7%
Bobby Jackson,32.6,MEM,Combo,1753,85,25.7%,29,100.0,53,20.6%,27,0.80,85,10.8%
Jermaine Jackson,29.4,MIL,Point,181,2,12.1%,79,111.5,21,21.8%,98,1.80,0,26.4%
Jim Jackson,35.0,PHX,Wing,399,45,17.6%,3,70.8,41,10.2%,35,0.58,12,16.9%
Luke Jackson,24.0,CLE,Wing,248,47,18.1%,5,81.8,59,12.9%,65,0.71,0,23.2%
Marc Jackson,30.8,BKN,Big,375,84,20.4%,18,97.3,81,9.6%,70,0.47,58,14.2%
Marc Jackson,30.8,NOP,Big,566,81,20.2%,39,103.5,62,6.8%,43,0.33,54,15.0%
Stephen Jackson,27.6,IND,Wing,2892,84,23.9%,41,102.1,65,14.1%,36,0.59,39,13.7%
Jerome James,30.0,NYK,Big,404,79,20.1%,25,99.3,53,5.8%,32,0.29,2,27.9%
LeBron James,20.8,CLE,Wing,3348,99,35.0%,84,115.7,100,31.6%,88,0.90,82,10.3%
Mike James,30.4,TOR,Combo,2917,96,27.1%,96,117.7,85,27.6%,58,1.02,82,12.0%
Antawn Jamison,29.4,WAS,Forward,3272,87,21.6%,57,103.5,48,8.4%,23,0.39,93,8.5%
Marko Jaric,26.9,MIN,Wing,2088,55,19.2%,19,94.3,95,22.2%,98,1.16,20,15.2%
Sarunas Jasikevicius,29.7,IND,Combo,1487,40,19.9%,89,112.9,76,25.9%,91,1.30,16,17.3%
Al Jefferson,20.8,BOS,Big,1023,87,20.6%,56,106.7,49,5.6%,24,0.27,67,13.3%
Richard Jefferson,25.4,BKN,Forward,3050,85,21.4%,98,120.6,93,17.5%,92,0.82,62,12.5%
Jared Jeffries,23.9,WAS,Big,1941,42,14.2%,30,100.2,89,11.4%,97,0.81,42,16.2%
Anthony Johnson,31.1,IND,Point,1960,42,20.9%,58,105.0,60,27.8%,56,1.33,54,13.0%
DerMarr Johnson,25.5,DEN,Wing,879,32,16.3%,69,108.9,25,9.1%,29,0.56,45,13.2%
Joe Johnson,24.3,ATL,Combo,3331,91,26.2%,75,109.5,91,29.1%,69,1.11,56,14.0%
Linton Johnson,25.4,NOP,Forward,446,35,15.6%,22,94.9,3,3.5%,2,0.22,37,14.0%
Dahntay Jones,24.8,MEM,Wing,894,36,17.2%,10,88.8,15,7.6%,11,0.44,29,14.5%
Damon Jones,29.2,CLE,Combo,2051,2,12.6%,78,109.7,18,12.4%,51,0.98,91,9.5%
Eddie Jones,34.0,MEM,Wing,2429,44,17.6%,70,108.9,55,12.4%,63,0.70,78,10.5%
Fred Jones,26.6,IND,Wing,1775,61,19.6%,48,103.8,76,15.6%,75,0.80,33,14.3%
James Jones,25.1,PHX,Forward,1693,32,15.0%,72,110.7,10,4.0%,7,0.26,100,5.7%
Jumaine Jones,26.7,CHA,Forward,2054,47,16.3%,45,101.3,17,5.0%,18,0.31,88,9.4%
Chris Kaman,23.5,LAC,Big,2550,61,17.0%,82,113.9,42,4.9%,30,0.29,23,18.8%
Jason Kapono,24.7,MIA,Wing,600,11,13.2%,81,114.2,22,8.8%,56,0.67,83,10.3%
Mario Kasun,25.6,ORL,Big,195,70,18.5%,42,104.0,15,2.7%,7,0.14,36,17.3%
Viktor Khryapa,23.2,POR,Forward,1436,25,14.7%,53,103.0,62,9.5%,78,0.65,7,18.6%
Jason Kidd,32.6,BKN,Point,2970,56,22.1%,60,106.9,88,36.9%,94,1.67,44,13.5%
Andrei Kirilenko,24.7,UTA,Forward,2600,88,21.7%,68,110.1,97,20.2%,95,0.93,13,16.7%
Linas Kleiza,20.8,DEN,Forward,467,43,16.1%,47,101.7,12,4.5%,12,0.28,97,8.2%
Brevin Knight,30.0,CHA,Point,2339,77,25.0%,35,95.9,98,41.2%,90,1.65,65,12.5%
Kyle Korver,24.6,PHI,Wing,2517,21,14.7%,90,117.6,39,10.1%,58,0.68,65,11.7%
Nenad Krstic,22.3,BKN,Big,2463,73,19.1%,61,108.1,58,6.4%,42,0.33,68,13.3%
Toni Kukoc,37.1,MIL,Forward,976,68,18.9%,32,97.8,98,20.5%,97,1.08,23,15.3%
Raef LaFrentz,29.4,BOS,Big,2025,35,13.6%,64,108.7,77,8.8%,88,0.65,89,10.8%
David Lee,22.5,NYK,Forward,1043,12,12.5%,95,120.1,28,6.4%,53,0.51,32,15.0%
Voshon Lenard,32.5,DEN,Wing,238,71,20.9%,14,91.7,60,12.9%,43,0.62,85,9.9%
Voshon Lenard,32.5,POR,Wing,200,82,23.8%,25,95.3,91,19.7%,81,0.83,7,18.3%
Rashard Lewis,26.2,OKC,Forward,2870,90,22.1%,87,117.2,72,10.5%,47,0.48,83,10.0%
Shaun Livingston,20.1,LAC,Wing,1494,49,18.3%,16,92.7,98,28.6%,100,1.57,5,18.8%
Tyronn Lue,28.5,ATL,Point,1227,60,22.1%,96,118.1,25,22.2%,15,1.00,63,12.7%
Mark Madsen,29.8,MIN,Big,635,1,7.6%,4,88.1,9,2.0%,22,0.26,8,23.3%
Corey Maggette,26.0,LAC,Wing,932,93,26.3%,85,116.0,53,12.0%,15,0.46,26,14.6%
Jamaal Magloire,27.4,MIL,Big,2462,59,16.5%,22,98.2,23,3.6%,19,0.22,21,19.1%
Stephon Marbury,28.7,NYK,Combo,2186,76,24.7%,65,107.7,95,30.5%,82,1.24,69,12.9%
Shawn Marion,27.5,PHX,Forward,3260,73,19.4%,92,118.5,33,6.8%,22,0.35,92,8.9%
Sean Marks,30.2,SAS,Big,133,77,19.7%,39,103.4,77,8.7%,65,0.44,97,9.2%
Donyell Marshall,32.5,CLE,Big,2056,56,16.2%,40,103.6,41,4.8%,35,0.30,80,11.9%
Rawle Marshall,23.7,DAL,Wing,212,37,17.3%,30,97.0,10,7.1%,9,0.41,30,14.5%
Darrick Martin,34.7,TOR,Point,300,37,20.0%,29,94.7,50,26.5%,58,1.33,83,11.0%
Kenyon Martin,27.8,DEN,Big,1543,78,19.9%,58,106.8,76,8.5%,61,0.43,93,10.7%
Kevin Martin,22.7,SAC,Wing,1848,31,16.0%,98,121.7,20,8.6%,26,0.54,60,12.3%
Desmond Mason,28.1,NOP,Forward,2075,82,19.9%,15,91.4,20,5.4%,10,0.27,57,12.6%
