Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Kyle Anderson,30.1,MIN,Forward,227,12,+5.2%,20,+7.0%,61,-1.6%,33,+9.6%,38,+1.9%,55,-0.8%,33,+2.7%,35,+1.7%
Nicolas Batum,34.9,PHI,Wing,197,19,+3.9%,79,-5.7%,48,+0.3%,65,-4.0%,62,-1.2%,61,-2.8%,2,+15.7%,4,+10.9%
Bradley Beal,30.3,PHX,Combo,153,8,+7.1%,1,+18.6%,2,+21.4%,87,-15.0%,41,+1.6%,1,+33.3%,97,-15.7%,51,-0.7%
Malik Beasley,26.9,MIL,Combo,126,14,+4.7%,24,+6.1%,66,-2.6%,6,+29.5%,10,+9.3%,50,+0.5%,44,+0.7%,45,+0.4%
Patrick Beverley,35.3,MIL,Wing,209,17,+4.5%,21,+6.7%,37,+1.9%,25,+12.2%,20,+5.6%,38,+4.4%,46,+0.3%,39,+1.2%
Devin Booker,27.0,PHX,Point,165,28,+2.9%,100,-18.4%,95,-16.7%,1,+50.0%,95,-9.4%,100,-56.1%,2,+23.2%,2,+19.8%
Jaylen Brown,27.0,BOS,Wing,706,16,+4.5%,44,+1.0%,31,+3.3%,24,+12.6%,19,+5.9%,72,-6.1%,19,+5.6%,28,+3.5%
Alec Burks,32.3,NYK,Wing,114,7,+7.3%,26,+5.7%,12,+9.3%,16,+16.7%,4,+11.8%,89,-13.0%,6,+10.9%,20,+4.8%
Kentavious Caldwell-Pope,30.7,DEN,Wing,420,18,+4.4%,18,+7.8%,24,+5.0%,29,+10.0%,16,+6.3%,20,+12.4%,89,-9.5%,64,-2.5%
Mike Conley,36.1,MIN,Point,472,68,-1.7%,50,+0.4%,45,+1.0%,32,+9.6%,30,+3.7%,58,-1.7%,71,-4.6%,70,-3.9%
Pat Connaughton,30.8,MIL,Wing,122,85,-5.1%,77,-5.6%,65,-2.5%,85,-14.8%,87,-7.0%,80,-8.3%,54,-0.5%,61,-2.0%
Anthony Davis,30.6,LAL,Big,248,2,+12.6%,32,+3.5%,15,+7.6%,100,-39.4%,76,-3.4%,4,+19.7%,1,+24.7%,1,+23.4%
Kevin Durant,35.1,PHX,Big,167,0,+28.8%,10,+11.3%,77,-5.8%,1,+50.0%,41,+1.6%,0,+46.3%,0,+38.2%,0,+41.0%
Joel Embiid,29.6,PHI,Big,286,76,-3.1%,71,-4.4%,72,-4.2%,2,+35.3%,15,+6.9%,29,+7.6%,91,-10.7%,88,-6.2%
Dante Exum,28.3,DAL,Wing,117,66,-1.5%,94,-11.2%,71,-3.9%,46,+3.5%,65,-1.6%,27,+8.4%,42,+1.4%,30,+3.3%
