Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Brandon Bass,26.5,BOS,Big,603,24,-2.9%,42,-1.6%,68,+2.5%,89,+7.2%,94,+9.7%,12,-2.8%,11,-5.2%,4,-8.1%
Shane Battier,33.1,MIA,Wing,761,59,+1.3%,80,+4.2%,9,-4.7%,20,-4.9%,9,-9.5%,93,+3.7%,67,+1.7%,87,+5.4%
Mike Bibby,33.5,NYK,Point,108,43,-0.8%,39,-2.0%,67,+2.4%,45,-0.8%,56,+1.6%,93,+3.7%,19,-3.4%,54,+0.3%
Steve Blake,31.7,LAL,Point,298,20,-4.0%,10,-5.8%,49,+0.0%,28,-3.2%,30,-3.2%,97,+4.6%,87,+4.4%,98,+9.0%
Eric Bledsoe,21.9,LAC,Combo,184,98,+12.4%,98,+10.4%,7,-5.9%,14,-5.8%,5,-11.7%,73,+1.3%,48,-0.0%,61,+1.3%
Matt Bonner,31.6,SAS,Big,156,28,-2.6%,86,+5.5%,7,-5.7%,7,-8.7%,2,-14.4%,89,+3.2%,92,+5.7%,97,+8.9%
Carlos Boozer,29.9,CHI,Big,200,76,+4.8%,14,-4.9%,96,+8.2%,56,+0.4%,91,+8.7%,49,-0.0%,17,-3.7%,22,-3.8%
Chris Bosh,27.6,MIA,Big,438,46,-0.6%,73,+2.9%,46,-0.1%,55,+0.2%,47,+0.1%,25,-1.6%,35,-1.4%,27,-3.0%
Avery Bradley,20.9,BOS,Combo,247,77,+5.0%,34,-2.7%,40,-0.9%,90,+7.4%,82,+6.5%,54,+0.3%,16,-4.1%,21,-3.8%
Elton Brand,32.6,PHI,Big,355,21,-3.6%,63,+1.4%,48,-0.0%,67,+2.5%,61,+2.5%,17,-2.3%,34,-1.5%,20,-3.9%
Corey Brewer,25.7,DEN,Wing,112,27,-2.8%,93,+7.2%,2,-7.6%,49,-0.6%,11,-8.2%,99,+5.3%,15,-4.3%,58,+1.0%
Kobe Bryant,33.2,LAL,Wing,475,76,+4.8%,13,-5.0%,77,+3.3%,69,+2.9%,80,+6.2%,2,-5.7%,88,+4.6%,42,-1.1%
Caron Butler,31.6,LAC,Wing,266,0,-12.2%,8,-5.9%,99,+9.8%,39,-1.8%,89,+8.0%,19,-2.0%,47,-0.0%,34,-2.0%
Andrew Bynum,24.0,LAL,Big,450,67,+3.0%,37,-2.4%,36,-1.3%,63,+1.5%,48,+0.2%,46,-0.2%,71,+2.3%,69,+2.1%
Vince Carter,34.8,DAL,Wing,106,6,-6.6%,19,-4.7%,51,+0.4%,67,+2.6%,67,+3.0%,26,-1.6%,76,+3.2%,67,+1.6%
Mario Chalmers,25.5,MIA,Point,801,50,-0.2%,66,+1.6%,81,+3.8%,44,-0.9%,65,+2.9%,63,+0.8%,9,-5.4%,15,-4.6%
Tyson Chandler,29.1,NYK,Big,166,83,+6.4%,100,+11.4%,33,-1.6%,37,-2.3%,27,-3.9%,3,-4.5%,24,-3.0%,8,-7.5%
Norris Cole,23.0,MIA,Point,142,67,+2.9%,47,-0.8%,44,-0.2%,41,-1.3%,36,-1.5%,15,-2.6%,89,+5.0%,71,+2.3%
Darren Collison,24.2,IND,Point,195,12,-5.5%,36,-2.7%,19,-3.0%,93,+8.0%,72,+5.0%,61,+0.7%,22,-3.0%,32,-2.3%
Nick Collison,31.0,OKC,Big,319,36,-1.8%,72,+2.4%,24,-2.2%,23,-4.4%,17,-6.6%,57,+0.5%,80,+3.7%,80,+4.2%
Mike Conley,24.1,MEM,Point,276,63,+1.7%,24,-3.8%,100,+12.3%,12,-6.4%,78,+5.9%,22,-1.8%,44,-0.2%,35,-2.0%
Glen Davis,25.8,ORL,Big,190,1,-12.1%,85,+5.5%,47,-0.1%,96,+9.2%,93,+9.2%,21,-1.8%,1,-12.8%,2,-14.6%
Luol Deng,26.5,CHI,Wing,227,13,-5.5%,65,+1.6%,98,+9.2%,9,-8.3%,53,+0.9%,13,-2.8%,52,+0.2%,30,-2.5%
Boris Diaw,29.5,SAS,Big,342,39,-1.3%,12,-5.1%,67,+2.5%,98,+10.4%,98,+12.8%,16,-2.4%,10,-5.3%,7,-7.8%
Keyon Dooling,31.5,BOS,Combo,197,54,+0.3%,27,-3.5%,57,+1.3%,22,-4.6%,28,-3.3%,86,+2.9%,81,+3.9%,92,+6.8%
Tim Duncan,35.5,SAS,Big,460,25,-2.8%,11,-5.2%,95,+8.1%,99,+11.8%,99,+19.9%,18,-2.0%,2,-12.7%,1,-14.7%
Kevin Durant,23.1,OKC,Forward,834,31,-2.0%,35,-2.7%,94,+7.6%,51,-0.1%,88,+7.5%,11,-2.9%,31,-1.9%,14,-4.8%
Devin Ebanks,22.0,LAL,Wing,118,52,+0.0%,68,+1.9%,20,-2.9%,97,+9.3%,80,+6.4%,2,-5.9%,28,-2.4%,3,-8.3%
Reggie Evans,31.5,LAC,Big,197,73,+4.0%,69,+1.9%,1,-10.2%,89,+6.9%,29,-3.3%,85,+2.6%,37,-1.3%,63,+1.4%
Kenneth Faried,21.9,DEN,Big,191,28,-2.4%,23,-3.9%,56,+1.2%,84,+5.8%,86,+7.1%,9,-3.0%,46,-0.1%,25,-3.2%
Derrick Favors,20.3,UTA,Big,109,86,+7.5%,78,+3.4%,39,-0.9%,72,+3.2%,59,+2.3%,40,-0.5%,11,-5.2%,13,-5.7%
Landry Fields,23.3,NYK,Wing,105,37,-1.8%,37,-2.5%,83,+4.0%,35,-2.7%,54,+1.2%,78,+1.9%,43,-0.6%,62,+1.3%
Derek Fisher,37.2,OKC,Point,419,64,+2.3%,71,+2.2%,15,-3.7%,17,-5.5%,10,-9.2%,80,+2.0%,90,+5.0%,93,+7.0%
Randy Foye,28.1,LAC,Wing,286,11,-5.7%,46,-1.0%,87,+4.9%,54,+0.2%,74,+5.1%,7,-3.9%,46,-0.1%,17,-4.1%
Danilo Gallinari,23.2,DEN,Forward,219,5,-8.6%,29,-3.2%,86,+4.5%,60,+0.9%,76,+5.4%,10,-2.9%,59,+0.7%,33,-2.2%
Kevin Garnett,35.5,BOS,Big,733,80,+5.6%,18,-4.7%,85,+4.1%,41,-1.6%,60,+2.5%,82,+2.2%,49,+0.1%,70,+2.2%
Marc Gasol,26.8,MEM,Big,260,62,+1.7%,28,-3.2%,73,+2.9%,40,-1.7%,54,+1.2%,72,+1.3%,58,+0.7%,67,+2.0%
Pau Gasol,31.3,LAL,Big,439,57,+0.7%,83,+5.2%,38,-1.1%,50,-0.2%,37,-1.3%,6,-4.3%,55,+0.3%,18,-4.0%
Rudy Gay,25.2,MEM,Forward,279,33,-1.9%,20,-4.6%,76,+3.3%,57,+0.5%,68,+3.8%,75,+1.5%,41,-0.7%,57,+0.8%
Paul George,21.5,IND,Wing,368,87,+7.5%,15,-4.7%,88,+5.0%,24,-4.3%,51,+0.8%,87,+3.0%,61,+1.0%,78,+4.0%
Taj Gibson,26.4,CHI,Big,137,2,-9.3%,93,+7.4%,2,-9.2%,63,+1.4%,14,-7.8%,33,-1.1%,66,+1.5%,55,+0.4%
Manu Ginobili,34.3,SAS,Wing,386,23,-2.9%,91,+5.9%,12,-4.0%,6,-9.3%,4,-13.4%,69,+1.1%,94,+6.3%,93,+7.4%
Danny Granger,28.5,IND,Wing,418,72,+3.9%,50,-0.3%,35,-1.3%,27,-3.4%,22,-4.7%,63,+0.8%,85,+4.3%,84,+5.0%
Danny Green,24.4,SAS,Wing,283,72,+4.0%,30,-3.2%,69,+2.5%,86,+6.4%,92,+8.9%,54,+0.3%,7,-6.1%,11,-5.7%
Blake Griffin,22.6,LAC,Big,391,59,+1.3%,87,+5.6%,90,+6.0%,1,-11.6%,19,-5.6%,44,-0.3%,54,+0.3%,50,-0.1%
Richard Hamilton,33.7,CHI,Wing,170,8,-6.2%,11,-5.3%,97,+8.8%,29,-3.1%,77,+5.6%,66,+1.0%,37,-1.3%,49,-0.3%
Tyler Hansbrough,26.0,IND,Big,152,16,-4.4%,60,+1.1%,11,-4.1%,87,+6.7%,63,+2.7%,36,-0.8%,23,-3.0%,20,-3.8%
James Harden,22.2,OKC,Wing,621,78,+5.0%,81,+4.6%,42,-0.2%,5,-9.4%,8,-9.6%,67,+1.0%,82,+4.0%,85,+5.0%
Al Harrington,31.7,DEN,Big,162,81,+5.9%,76,+3.1%,8,-5.2%,20,-4.7%,7,-9.9%,94,+4.0%,73,+2.7%,91,+6.8%
Devin Harris,28.7,UTA,Point,119,80,+5.8%,0,-14.3%,91,+6.4%,78,+4.3%,97,+10.7%,38,-0.6%,85,+4.2%,76,+3.6%
Udonis Haslem,31.4,MIA,Big,444,46,-0.5%,7,-6.0%,50,+0.1%,91,+7.4%,89,+7.5%,30,-1.3%,45,-0.2%,39,-1.5%
Spencer Hawes,23.5,PHI,Big,328,41,-1.0%,62,+1.3%,18,-3.2%,65,+2.4%,41,-0.7%,81,+2.1%,24,-2.7%,47,-0.6%
Gordon Hayward,21.6,UTA,Wing,122,85,+7.3%,3,-8.2%,85,+4.2%,62,+0.9%,73,+5.1%,76,+1.8%,64,+1.4%,76,+3.2%
Roy Hibbert,24.9,IND,Big,339,66,+2.8%,74,+3.0%,93,+6.7%,2,-11.2%,24,-4.5%,50,+0.1%,65,+1.5%,64,+1.6%
George Hill,25.5,IND,Combo,344,82,+6.0%,64,+1.5%,78,+3.4%,10,-7.7%,26,-4.3%,45,-0.3%,75,+3.1%,75,+2.8%
Jordan Hill,24.3,LAL,Big,210,19,-4.1%,25,-3.7%,62,+2.1%,46,-0.7%,55,+1.4%,92,+3.6%,38,-1.2%,72,+2.4%
Kirk Hinrich,30.8,ATL,Combo,140,33,-2.0%,76,+3.0%,54,+1.2%,30,-3.1%,34,-1.9%,42,-0.4%,42,-0.7%,43,-1.1%
Jrue Holiday,21.4,PHI,Combo,492,10,-6.1%,53,+0.1%,75,+3.2%,47,-0.7%,59,+2.4%,60,+0.7%,20,-3.3%,29,-2.6%
Ryan Hollins,27.1,BOS,Big,146,9,-6.2%,33,-2.7%,82,+3.9%,19,-5.0%,38,-1.1%,67,+1.0%,74,+2.8%,77,+3.8%
Al Horford,25.4,ATL,Big,107,90,+8.3%,57,+0.3%,23,-2.4%,80,+5.1%,62,+2.7%,53,+0.3%,20,-3.3%,28,-3.0%
Serge Ibaka,22.1,OKC,Big,567,60,+1.5%,20,-4.3%,63,+2.3%,85,+6.2%,90,+8.5%,28,-1.5%,25,-2.7%,16,-4.2%
Andre Iguodala,27.8,PHI,Wing,504,14,-5.2%,26,-3.7%,45,-0.2%,74,+3.9%,67,+3.7%,46,-0.3%,54,+0.3%,52,+0.0%
Stephen Jackson,33.6,SAS,Wing,282,79,+5.2%,96,+9.2%,5,-6.5%,3,-10.6%,1,-17.1%,58,+0.5%,98,+7.4%,96,+7.9%
LeBron James,26.8,MIA,Forward,978,95,+10.5%,92,+6.9%,41,-0.7%,36,-2.6%,28,-3.3%,5,-4.3%,59,+0.7%,23,-3.6%
Al Jefferson,26.8,UTA,Big,140,93,+9.4%,2,-11.3%,15,-3.4%,98,+10.3%,85,+6.8%,71,+1.2%,76,+3.3%,81,+4.5%
Joe Johnson,30.3,ATL,Wing,242,97,+12.3%,98,+10.3%,24,-2.3%,15,-5.6%,13,-7.9%,96,+4.4%,5,-6.8%,31,-2.3%
James Jones,31.1,MIA,Wing,149,11,-5.9%,5,-7.0%,30,-1.7%,61,+0.9%,41,-0.9%,79,+2.0%,93,+5.9%,95,+7.8%
DeAndre Jordan,23.3,LAC,Big,245,29,-2.2%,59,+0.6%,80,+3.7%,43,-1.0%,63,+2.8%,24,-1.6%,33,-1.7%,24,-3.4%
Jason Kidd,38.6,DAL,Point,143,91,+8.8%,28,-3.2%,70,+2.5%,16,-5.6%,31,-3.1%,72,+1.3%,91,+5.0%,89,+6.3%
Ty Lawson,24.0,DEN,Point,241,89,+8.2%,22,-4.0%,89,+5.3%,42,-1.0%,70,+4.3%,4,-4.4%,83,+4.1%,48,-0.3%
Kawhi Leonard,20.3,SAS,Forward,376,15,-4.4%,4,-7.8%,93,+7.2%,95,+8.7%,98,+15.8%,23,-1.8%,7,-6.3%,5,-8.1%
Shawn Marion,33.5,DAL,Forward,139,3,-9.1%,46,-1.1%,76,+3.2%,26,-3.5%,43,-0.3%,7,-3.4%,89,+4.9%,63,+1.4%
Kenyon Martin,33.8,LAC,Big,191,35,-1.9%,9,-5.9%,28,-2.0%,93,+8.1%,79,+6.1%,41,-0.5%,53,+0.3%,50,-0.2%
O.J. Mayo,24.0,MEM,Combo,163,17,-4.3%,21,-4.1%,37,-1.1%,54,+0.1%,40,-1.0%,74,+1.3%,80,+3.8%,85,+5.1%
JaVale McGee,23.8,DEN,Big,181,45,-0.7%,88,+5.6%,34,-1.5%,15,-5.7%,15,-7.3%,89,+3.2%,33,-1.6%,66,+1.6%
Andre Miller,35.6,DEN,Combo,199,58,+0.9%,89,+5.8%,10,-4.3%,24,-4.1%,11,-8.4%,91,+3.4%,39,-0.9%,72,+2.6%
Mike Miller,31.7,MIA,Wing,366,55,+0.5%,41,-1.7%,41,-0.7%,25,-4.1%,21,-4.7%,50,+0.0%,95,+6.4%,89,+6.4%
Paul Millsap,26.7,UTA,Big,138,51,-0.2%,84,+5.3%,0,-10.7%,68,+2.7%,12,-8.0%,37,-0.7%,79,+3.5%,74,+2.8%
Gary Neal,27.1,SAS,Combo,204,50,-0.2%,40,-1.9%,11,-4.1%,4,-9.9%,3,-14.0%,80,+2.0%,100,+13.9%,100,+15.9%
Jameer Nelson,29.7,ORL,Point,181,2,-9.9%,72,+2.5%,31,-1.7%,8,-8.4%,6,-10.1%,70,+1.2%,96,+6.4%,94,+7.6%
Dirk Nowitzki,33.4,DAL,Big,153,99,+13.2%,79,+3.8%,59,+2.0%,50,-0.1%,57,+1.9%,98,+5.0%,2,-10.7%,12,-5.7%
Tony Parker,29.5,SAS,Point,504,49,-0.4%,24,-3.9%,98,+9.1%,100,+13.2%,100,+22.3%,31,-1.3%,0,-17.1%,0,-18.4%
Chris Paul,26.5,LAC,Point,421,4,-8.9%,15,-4.7%,92,+6.7%,21,-4.6%,58,+2.0%,68,+1.0%,68,+1.7%,73,+2.7%
Kendrick Perkins,27.0,OKC,Big,515,18,-4.2%,43,-1.4%,84,+4.0%,81,+5.1%,93,+9.1%,14,-2.7%,13,-5.1%,7,-7.8%
Paul Pierce,34.1,BOS,Forward,775,20,-3.8%,70,+2.0%,32,-1.6%,82,+5.4%,69,+3.8%,8,-3.2%,28,-2.5%,11,-5.7%
Mickael Pietrus,29.7,BOS,Wing,392,38,-1.4%,52,-0.1%,52,+0.4%,18,-5.2%,20,-4.8%,83,+2.2%,72,+2.6%,83,+4.9%
Quincy Pondexter,23.6,MEM,Wing,113,15,-5.0%,51,-0.2%,22,-2.6%,66,+2.5%,45,-0.1%,28,-1.5%,69,+1.8%,54,+0.3%
Zach Randolph,30.3,MEM,Big,247,84,+6.4%,61,+1.2%,46,-0.2%,59,+0.6%,49,+0.4%,85,+2.6%,15,-4.3%,38,-1.6%
JJ Redick,27.4,ORL,Wing,121,68,+3.3%,99,+10.7%,43,-0.2%,0,-14.5%,2,-14.7%,59,+0.6%,77,+3.4%,79,+4.0%
Jason Richardson,30.8,ORL,Wing,148,22,-3.3%,6,-6.5%,37,-1.1%,83,+5.6%,71,+4.4%,64,+0.8%,63,+1.3%,68,+2.1%
Rajon Rondo,25.7,BOS,Point,805,69,+3.6%,95,+7.4%,14,-4.0%,79,+4.6%,50,+0.6%,11,-2.9%,12,-5.2%,6,-8.0%
Thabo Sefolosha,27.5,OKC,Wing,443,30,-2.2%,41,-1.8%,16,-3.3%,85,+6.3%,66,+3.0%,41,-0.5%,41,-0.7%,41,-1.2%
Ramon Sessions,25.6,LAL,Combo,375,70,+3.6%,82,+4.8%,58,+1.4%,31,-2.9%,35,-1.5%,32,-1.2%,30,-2.1%,24,-3.3%
JR Smith,26.1,NYK,Wing,169,26,-2.8%,49,-0.4%,27,-2.0%,33,-2.9%,20,-4.9%,98,+4.9%,56,+0.4%,86,+5.3%
Josh Smith,25.9,ATL,Big,194,93,+9.2%,80,+4.4%,17,-3.2%,58,+0.5%,33,-2.7%,76,+1.9%,18,-3.6%,37,-1.7%
Marreese Speights,24.2,MEM,Big,100,32,-2.0%,48,-0.5%,60,+2.1%,38,-2.0%,46,+0.0%,20,-1.8%,70,+2.3%,56,+0.4%
Tiago Splitter,26.8,SAS,Big,166,89,+8.2%,90,+5.9%,6,-6.0%,2,-11.3%,0,-17.3%,88,+3.0%,99,+8.4%,99,+11.4%
Greg Stiemsma,26.1,BOS,Big,141,7,-6.4%,56,+0.3%,21,-2.8%,72,+3.4%,50,+0.7%,27,-1.5%,57,+0.6%,44,-1.0%
Amar'e Stoudemire,29.0,NYK,Big,139,98,+12.8%,2,-9.1%,72,+2.8%,92,+7.8%,96,+10.6%,47,-0.2%,36,-1.3%,40,-1.5%
Jeff Teague,23.4,ATL,Point,224,100,+13.8%,97,+9.5%,50,+0.1%,11,-6.6%,18,-6.5%,84,+2.4%,8,-5.4%,26,-3.0%
Jason Terry,34.1,DAL,Wing,138,48,-0.4%,1,-11.7%,89,+5.9%,76,+4.2%,95,+10.2%,1,-6.0%,98,+7.6%,65,+1.6%
Ronny Turiaf,28.8,MIA,Big,106,37,-1.5%,85,+5.5%,29,-1.8%,34,-2.8%,23,-4.7%,33,-1.0%,51,+0.2%,45,-0.8%
Hedo Turkoglu,32.6,ORL,Wing,162,53,+0.3%,58,+0.5%,54,+0.7%,53,+0.1%,52,+0.8%,29,-1.5%,50,+0.1%,41,-1.3%
Evan Turner,23.0,PHI,Wing,443,47,-0.4%,63,+1.5%,74,+3.1%,64,+1.5%,72,+4.7%,55,+0.3%,6,-6.5%,10,-6.2%
Dwyane Wade,29.8,MIA,Wing,898,56,+0.6%,77,+3.2%,66,+2.3%,77,+4.3%,84,+6.6%,37,-0.7%,3,-9.1%,2,-9.8%
CJ Watson,27.5,CHI,Point,164,44,-0.8%,44,-1.3%,61,+2.1%,71,+3.2%,76,+5.3%,24,-1.8%,29,-2.2%,19,-3.9%
David West,31.2,IND,Big,415,94,+9.8%,50,-0.3%,59,+1.9%,13,-6.4%,25,-4.5%,62,+0.8%,84,+4.1%,82,+4.8%
Russell Westbrook,23.0,OKC,Point,765,74,+4.4%,54,+0.2%,79,+3.5%,73,+3.7%,87,+7.2%,43,-0.4%,4,-7.1%,9,-7.4%
Lou Williams,25.0,PHI,Point,354,71,+3.8%,38,-2.0%,33,-1.6%,32,-2.9%,24,-4.5%,51,+0.2%,93,+6.3%,90,+6.5%
Marvin Williams,25.4,ATL,Forward,138,65,+2.8%,31,-3.0%,53,+0.5%,80,+4.8%,75,+5.2%,56,+0.4%,27,-2.6%,33,-2.2%
Mo Williams,28.9,LAC,Combo,225,54,+0.5%,17,-4.7%,28,-1.9%,94,+8.4%,81,+6.4%,65,+0.9%,26,-2.6%,37,-1.7%
Metta World Peace,32.0,LAL,Wing,233,42,-0.8%,67,+1.8%,65,+2.3%,28,-3.3%,39,-1.0%,34,-0.9%,50,+0.1%,46,-0.8%
Nick Young,26.4,LAC,Wing,196,88,+7.9%,67,+1.7%,4,-6.7%,48,-0.7%,15,-7.4%,90,+3.3%,72,+2.4%,88,+5.7%
Thaddeus Young,23.4,PHI,Big,275,41,-0.8%,54,+0.1%,71,+2.5%,33,-2.9%,42,-0.4%,35,-0.9%,62,+1.1%,53,+0.3%
