Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Kyle Anderson,27.1,MEM,Forward,213,85,-4.9%,38,+1.2%,95,-5.4%,31,+1.1%,81,-4.3%,8,+2.3%,42,+0.9%,18,+3.2%
Giannis Antetokounmpo,25.9,MIL,Big,792,62,-1.8%,59,-0.6%,37,+1.3%,53,-0.6%,41,+0.8%,33,+0.6%,66,-0.8%,54,-0.2%
Carmelo Anthony,36.4,POR,Forward,143,21,+3.3%,80,-3.2%,92,-4.9%,0,+7.2%,30,+2.3%,59,-0.5%,37,+1.3%,43,+0.9%
Nicolas Batum,31.9,LAC,Wing,554,73,-3.0%,14,+3.5%,31,+1.8%,91,-4.5%,73,-2.7%,50,+0.2%,66,-0.9%,62,-0.8%
Bradley Beal,27.3,WAS,Wing,258,1,+11.4%,58,-0.3%,40,+1.2%,82,-3.0%,65,-1.9%,18,+1.8%,51,+0.4%,27,+2.1%
Davis Bertans,28.0,WAS,Forward,150,14,+5.0%,24,+2.5%,90,-4.5%,29,+1.3%,77,-3.2%,21,+1.4%,64,-0.7%,46,+0.7%
Patrick Beverley,32.3,LAC,Combo,314,19,+4.1%,82,-3.6%,88,-4.0%,6,+5.5%,36,+1.5%,18,+1.8%,52,+0.3%,28,+2.1%
Bojan Bogdanovic,31.5,UTA,Forward,389,6,+7.7%,33,+1.6%,69,-1.7%,54,-0.6%,69,-2.4%,94,-3.1%,11,+3.9%,45,+0.8%
Devin Booker,24.0,PHX,Wing,887,82,-4.4%,93,-4.8%,32,+1.7%,10,+3.7%,9,+5.4%,66,-1.0%,50,+0.4%,60,-0.6%
Reggie Bullock,29.6,NYK,Wing,162,94,-7.4%,2,+8.6%,2,+5.8%,95,-5.7%,46,+0.1%,98,-5.7%,82,-3.0%,99,-8.7%
Alec Burks,29.3,NYK,Wing,127,57,-0.9%,98,-7.1%,80,-2.9%,3,+5.7%,26,+2.8%,50,+0.2%,10,+4.2%,9,+4.3%
Jimmy Butler,31.1,MIA,Wing,150,6,+7.6%,66,-1.2%,21,+2.9%,2,+6.5%,0,+9.4%,9,+2.2%,100,-10.4%,98,-8.2%
Kentavious Caldwell-Pope,27.7,LAL,Wing,178,58,-0.9%,86,-3.8%,20,+3.0%,36,+0.7%,18,+3.7%,14,+2.0%,74,-1.9%,51,+0.1%
Clint Capela,26.5,ATL,Big,568,41,+0.7%,86,-3.9%,73,-2.1%,9,+4.6%,29,+2.4%,58,-0.5%,29,+1.9%,34,+1.4%
Jordan Clarkson,28.4,UTA,Combo,296,66,-2.1%,54,+0.3%,81,-3.0%,46,+0.3%,74,-2.8%,13,+2.0%,50,+0.5%,22,+2.5%
Mike Conley,33.1,UTA,Point,175,53,-0.3%,53,+0.3%,0,+9.9%,86,-3.9%,8,+6.0%,55,-0.1%,98,-6.2%,94,-6.3%
Pat Connaughton,27.8,MIL,Wing,526,27,+2.8%,8,+5.5%,66,-1.6%,87,-4.0%,90,-5.6%,51,+0.1%,58,+0.1%,50,+0.1%
Robert Covington,29.9,POR,Big,228,96,-8.3%,22,+2.7%,4,+5.6%,98,-8.2%,70,-2.6%,38,+0.5%,62,-0.6%,53,-0.1%
Jae Crowder,30.3,PHX,Forward,728,63,-1.8%,99,-7.3%,57,-0.2%,2,+6.3%,7,+6.1%,30,+0.9%,55,+0.3%,38,+1.2%
Seth Curry,30.2,PHI,Wing,381,2,+10.4%,47,+0.6%,94,-5.1%,63,-1.4%,94,-6.5%,15,+1.9%,10,+4.0%,6,+5.9%
Anthony Davis,27.6,LAL,Big,186,30,+2.5%,31,+1.8%,19,+3.0%,80,-3.0%,47,+0.1%,54,-0.1%,72,-1.7%,76,-1.8%
Goran Dragic,34.5,MIA,Point,111,62,-1.6%,100,-8.2%,26,+2.2%,1,+6.9%,1,+9.1%,88,-2.3%,35,+1.4%,64,-0.9%
Andre Drummond,27.2,LAL,Big,121,79,-3.7%,69,-1.6%,13,+3.8%,57,-0.7%,23,+3.1%,83,-1.8%,54,+0.3%,72,-1.5%
Kevin Durant,32.1,BKN,Forward,477,18,+4.3%,92,-4.8%,70,-1.8%,20,+2.5%,42,+0.6%,85,-2.0%,4,+6.2%,10,+4.2%
Joel Embiid,26.6,PHI,Big,356,46,+0.4%,78,-2.9%,50,+0.0%,60,-1.2%,56,-1.1%,12,+2.1%,26,+2.0%,12,+4.1%
Derrick Favors,29.3,UTA,Big,144,10,+6.0%,3,+6.5%,27,+2.2%,50,-0.4%,34,+1.7%,99,-6.8%,70,-1.5%,98,-8.3%
