Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Steven Adams,20.3,OKC,Big,300,19,-3.3%,84,+3.7%,58,+1.0%,48,+0.7%,58,+1.7%,9,-2.3%,21,-3.0%,14,-5.4%
LaMarcus Aldridge,28.3,POR,Big,440,79,+4.4%,38,-1.2%,85,+4.0%,47,+0.5%,76,+4.5%,29,-1.2%,33,-2.1%,24,-3.3%
Ray Allen,38.3,MIA,Wing,526,40,-0.1%,55,+0.2%,64,+1.3%,13,-6.1%,26,-4.8%,94,+3.1%,64,+1.4%,87,+4.6%
Tony Allen,31.8,MEM,Wing,230,67,+2.5%,100,+13.7%,5,-7.2%,15,-6.0%,2,-13.2%,64,+0.9%,39,-1.4%,46,-0.5%
Chris Andersen,35.3,MIA,Big,316,30,-1.9%,64,+1.0%,82,+3.5%,10,-7.1%,30,-3.6%,83,+2.0%,58,+0.6%,71,+2.6%
Alan Anderson,31.0,BKN,Wing,257,9,-5.4%,82,+3.5%,49,-0.4%,29,-3.7%,27,-4.1%,75,+1.3%,46,-0.8%,57,+0.5%
Pero Antic,31.3,ATL,Big,169,38,-0.3%,91,+6.1%,29,-2.6%,31,-3.5%,19,-6.1%,34,-1.0%,59,+1.0%,51,+0.0%
Trevor Ariza,28.3,WAS,Wing,407,26,-2.3%,8,-7.0%,41,-1.3%,85,+6.3%,78,+5.0%,48,-0.3%,74,+2.3%,67,+2.0%
Omer Asik,27.3,HOU,Big,162,88,+5.9%,18,-3.6%,53,+0.3%,82,+6.0%,84,+6.2%,70,+1.2%,15,-3.9%,29,-2.7%
D.J. Augustin,26.0,CHI,Point,140,12,-4.7%,93,+7.3%,57,+0.5%,2,-11.8%,3,-11.3%,82,+2.0%,69,+2.0%,83,+4.0%
Harrison Barnes,21.4,GSW,Forward,141,56,+1.2%,32,-2.1%,83,+3.5%,36,-1.8%,59,+1.7%,22,-1.5%,68,+1.9%,53,+0.4%
Matt Barnes,33.6,LAC,Forward,400,60,+1.4%,64,+1.0%,51,-0.2%,70,+3.9%,70,+3.6%,36,-0.8%,16,-3.8%,16,-4.6%
Shane Battier,35.1,MIA,Wing,191,67,+2.4%,81,+3.2%,38,-1.7%,39,-1.1%,36,-2.7%,45,-0.4%,53,-0.1%,45,-0.5%
Nicolas Batum,24.9,POR,Wing,458,64,+2.1%,62,+0.9%,46,-0.7%,59,+2.3%,57,+1.6%,27,-1.3%,41,-1.2%,31,-2.5%
Bradley Beal,20.3,WAS,Wing,454,78,+4.4%,57,+0.3%,22,-2.9%,40,-1.1%,29,-4.0%,26,-1.3%,93,+5.0%,81,+3.7%
Marco Belinelli,27.6,SAS,Wing,308,14,-4.6%,71,+2.0%,32,-2.3%,33,-3.1%,21,-5.4%,41,-0.7%,89,+4.0%,78,+3.3%
Patrick Beverley,25.3,HOU,Combo,202,60,+1.5%,52,-0.1%,69,+1.8%,26,-4.4%,36,-2.6%,97,+3.5%,45,-0.9%,71,+2.6%
Andray Blatche,27.2,BKN,Big,171,17,-4.0%,84,+3.8%,19,-3.3%,20,-4.8%,8,-8.1%,54,+0.2%,88,+4.0%,85,+4.3%
Trevor Booker,25.9,WAS,Big,141,24,-2.5%,29,-2.3%,80,+3.1%,62,+3.0%,82,+6.1%,20,-1.5%,31,-2.2%,22,-3.7%
Carlos Boozer,31.9,CHI,Big,120,50,+0.6%,9,-6.9%,55,+0.4%,99,+14.0%,98,+14.4%,51,+0.1%,2,-7.6%,6,-7.5%
Chris Bosh,29.6,MIA,Big,684,53,+1.1%,67,+1.7%,35,-1.9%,84,+6.2%,74,+4.3%,14,-2.0%,14,-4.0%,11,-6.0%
Caron Butler,33.6,OKC,Wing,413,21,-2.8%,60,+0.8%,43,-0.9%,35,-2.6%,31,-3.5%,90,+2.5%,55,+0.2%,72,+2.7%
Jimmy Butler,24.1,CHI,Wing,217,93,+7.9%,3,-8.2%,2,-7.8%,100,+18.9%,93,+11.1%,33,-1.1%,34,-1.9%,27,-2.9%
Jose Calderon,32.1,DAL,Point,191,58,+1.4%,69,+1.9%,4,-7.2%,71,+3.9%,33,-3.4%,92,+2.8%,38,-1.4%,63,+1.5%
DeMarre Carroll,27.3,ATL,Wing,245,41,-0.0%,23,-2.9%,17,-3.4%,66,+3.5%,47,+0.1%,64,+0.8%,71,+2.0%,74,+2.8%
Vince Carter,36.8,DAL,Wing,190,84,+5.5%,47,-0.5%,78,+2.9%,19,-4.9%,40,-2.1%,59,+0.5%,70,+2.0%,69,+2.6%
Mario Chalmers,27.5,MIA,Point,528,70,+2.7%,74,+2.6%,39,-1.6%,53,+1.6%,47,-0.1%,28,-1.3%,40,-1.3%,30,-2.6%
Norris Cole,25.1,MIA,Combo,393,43,+0.2%,27,-2.5%,79,+3.1%,40,-1.0%,60,+2.0%,67,+1.1%,47,-0.7%,54,+0.4%
Darren Collison,26.2,LAC,Combo,222,6,-7.2%,59,+0.5%,67,+1.7%,41,-0.9%,51,+0.7%,71,+1.2%,29,-2.4%,40,-1.2%
Nick Collison,33.0,OKC,Big,172,0,-11.3%,33,-1.8%,57,+0.5%,54,+1.6%,61,+2.1%,10,-2.1%,67,+1.8%,47,-0.3%
Mike Conley,26.1,MEM,Point,266,27,-2.2%,58,+0.4%,98,+10.7%,9,-7.2%,69,+3.5%,23,-1.4%,28,-2.5%,19,-3.9%
Jamal Crawford,33.6,LAC,Combo,301,22,-2.8%,44,-0.8%,54,+0.4%,30,-3.6%,34,-3.2%,66,+0.9%,83,+3.1%,84,+4.0%
Stephen Curry,25.6,GSW,Point,296,100,+21.5%,17,-3.8%,21,-3.2%,67,+3.6%,50,+0.4%,86,+2.2%,60,+1.1%,78,+3.4%
Samuel Dalembert,33.5,DAL,Big,134,5,-7.3%,42,-1.1%,23,-2.8%,64,+3.4%,50,+0.6%,40,-0.7%,60,+1.2%,57,+0.5%
Glen Davis,27.8,LAC,Big,143,8,-5.9%,7,-7.1%,59,+1.1%,53,+1.2%,62,+2.2%,98,+3.6%,62,+1.3%,88,+4.9%
DeMar DeRozan,24.2,TOR,Wing,281,50,+0.7%,15,-4.4%,26,-2.7%,89,+6.9%,74,+4.2%,56,+0.4%,52,-0.3%,53,+0.2%
Boris Diaw,31.5,SAS,Big,595,69,+2.6%,45,-0.8%,47,-0.5%,9,-7.2%,12,-7.7%,95,+3.3%,94,+5.2%,98,+8.5%
Tim Duncan,37.5,SAS,Big,750,31,-1.7%,11,-5.3%,99,+10.8%,67,+3.7%,99,+14.5%,37,-0.8%,1,-8.4%,2,-9.2%
Mike Dunleavy,33.1,CHI,Wing,162,74,+3.5%,9,-6.2%,88,+4.5%,83,+6.0%,92,+10.5%,39,-0.8%,17,-3.5%,19,-4.3%
Kevin Durant,25.1,OKC,Forward,813,99,+11.3%,75,+2.6%,75,+2.3%,22,-4.6%,38,-2.2%,84,+2.1%,27,-2.5%,47,-0.4%
Monta Ellis,28.0,DAL,Wing,249,4,-8.7%,78,+2.8%,8,-5.4%,79,+5.5%,48,+0.2%,26,-1.3%,36,-1.7%,26,-3.0%
Derek Fisher,39.2,OKC,Combo,262,22,-2.7%,81,+3.4%,26,-2.7%,32,-3.5%,17,-6.3%,60,+0.7%,72,+2.2%,73,+2.8%
Kevin Garnett,37.5,BKN,Big,249,47,+0.4%,28,-2.4%,47,-0.7%,77,+5.0%,75,+4.3%,57,+0.4%,29,-2.4%,36,-2.0%
Marc Gasol,28.8,MEM,Big,299,84,+5.4%,2,-8.5%,97,+7.0%,75,+4.5%,94,+11.5%,77,+1.4%,10,-4.4%,26,-3.0%
Paul George,23.5,IND,Wing,779,65,+2.2%,73,+2.4%,50,-0.2%,17,-5.3%,20,-5.5%,63,+0.7%,74,+2.3%,74,+3.1%
Taj Gibson,28.4,CHI,Big,153,29,-2.1%,99,+11.8%,65,+1.5%,0,-17.1%,0,-15.6%,72,+1.2%,75,+2.5%,81,+3.7%
Manu Ginobili,36.3,SAS,Wing,585,87,+5.8%,80,+3.2%,48,-0.4%,6,-8.9%,6,-9.3%,93,+2.9%,84,+3.2%,91,+6.0%
Drew Gooden,32.1,WAS,Big,145,47,+0.4%,78,+3.2%,53,+0.3%,12,-6.9%,16,-6.6%,95,+3.3%,54,+0.1%,79,+3.5%
Marcin Gortat,29.7,WAS,Big,381,78,+3.8%,6,-7.3%,78,+2.9%,91,+7.5%,91,+10.4%,49,-0.3%,23,-2.8%,25,-3.0%
Danny Granger,30.5,LAC,Forward,116,13,-4.7%,22,-3.1%,72,+2.0%,33,-2.9%,44,-0.9%,78,+1.4%,77,+2.6%,84,+4.0%
Danny Green,26.4,SAS,Wing,521,33,-1.5%,40,-1.2%,24,-2.8%,74,+4.3%,57,+1.5%,52,+0.1%,50,-0.4%,48,-0.3%
Draymond Green,23.7,GSW,Forward,225,85,+5.5%,13,-4.5%,3,-7.5%,43,-0.3%,10,-7.8%,87,+2.3%,99,+10.1%,100,+12.3%
Blake Griffin,24.6,LAC,Big,476,73,+3.4%,89,+5.5%,11,-5.0%,90,+7.0%,60,+2.0%,30,-1.1%,5,-6.4%,7,-7.5%
James Harden,24.2,HOU,Wing,263,98,+11.3%,14,-4.4%,25,-2.8%,73,+4.1%,55,+1.3%,65,+0.9%,73,+2.3%,76,+3.1%
Devin Harris,30.7,DAL,Combo,173,63,+2.0%,19,-3.5%,95,+6.5%,27,-3.9%,65,+2.6%,9,-2.2%,84,+3.1%,61,+0.9%
Udonis Haslem,33.4,MIA,Big,152,1,-10.7%,5,-7.4%,68,+1.7%,98,+13.3%,100,+15.0%,2,-4.9%,24,-2.7%,5,-7.6%
Gerald Henderson,25.9,CHA,Wing,119,32,-1.7%,31,-2.2%,91,+5.1%,95,+8.8%,97,+13.8%,3,-3.5%,2,-8.1%,1,-11.6%
Roy Hibbert,26.9,IND,Big,541,35,-1.3%,67,+1.3%,95,+6.3%,44,-0.2%,83,+6.1%,16,-1.8%,7,-5.6%,8,-7.4%
Nene Hilario,31.1,WAS,Big,321,39,-0.2%,63,+1.0%,9,-5.2%,74,+4.2%,43,-1.0%,25,-1.4%,64,+1.4%,50,+0.0%
George Hill,27.5,IND,Point,682,71,+2.9%,56,+0.2%,89,+4.9%,7,-8.3%,33,-3.4%,57,+0.5%,81,+2.7%,77,+3.2%
