Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Joe Smith,32.3,CLE,Big,246,39,1.7%,30,0.8%,23,6.5%,36,7.7%,59,17.6%,86,11.1%,0,0.0%
Josh Smith,21.9,ATL,Big,233,86,4.5%,98,2.3%,66,3.9%,2,3.6%,45,16.4%,0,0.0%,52,33.3%
Jerry Stackhouse,33.0,DAL,Wing,101,0,0.0%,19,0.5%,71,2.8%,71,4.3%,84,12.7%,0,0.0%,87,25.0%
DeShawn Stevenson,26.6,WAS,Wing,195,0,0.0%,65,1.4%,84,2.2%,10,1.1%,3,4.9%,0,0.0%,68,13.3%
Peja Stojakovic,30.4,NOP,Forward,454,20,0.1%,27,0.6%,87,2.0%,13,1.5%,60,12.5%,0,0.0%,53,21.9%
Amar'e Stoudemire,25.0,PHX,Big,201,77,3.3%,77,1.6%,75,3.7%,45,8.9%,36,15.2%,0,0.0%,66,37.5%
Rodney Stuckey,21.5,DET,Combo,346,58,0.3%,100,2.4%,33,4.1%,83,3.1%,42,6.0%,0,0.0%,83,5.0%
Wally Szczerbiak,30.7,CLE,Wing,371,32,0.2%,3,0.3%,42,4.0%,13,1.2%,6,5.4%,0,0.0%,42,5.6%
Jason Terry,30.1,DAL,Combo,179,42,0.3%,0,0.5%,42,3.8%,17,0.5%,17,4.5%,0,0.0%,0,0.0%
Kurt Thomas,35.1,SAS,Big,250,32,1.4%,5,0.4%,20,6.7%,66,10.2%,75,20.8%,91,14.3%,84,42.9%
Ronny Turiaf,24.8,LAL,Big,173,100,5.5%,16,0.6%,2,10.3%,7,4.1%,7,10.3%,0,0.0%,20,16.7%
Hedo Turkoglu,28.6,ORL,Forward,399,27,0.3%,33,1.0%,53,3.6%,60,4.0%,53,12.4%,60,3.0%,67,25.0%
Ime Udoka,30.2,SAS,Forward,202,33,0.3%,73,1.4%,7,5.5%,40,2.8%,93,17.4%,0,0.0%,60,23.5%
Anderson Varejao,25.1,CLE,Big,233,7,0.3%,80,1.6%,36,5.8%,57,9.7%,68,19.6%,66,5.0%,95,54.5%
Sasha Vujacic,23.6,LAL,Wing,437,48,0.5%,52,1.2%,26,4.5%,23,1.6%,45,8.6%,97,2.3%,0,0.0%
Ben Wallace,33.1,CLE,Big,302,61,2.6%,59,1.3%,59,4.1%,82,11.3%,50,16.4%,59,4.3%,89,46.2%
Rasheed Wallace,33.1,DET,Big,584,80,3.4%,75,1.6%,43,5.3%,5,3.8%,55,17.5%,0,0.0%,25,20.6%
Luke Walton,27.6,LAL,Forward,338,67,0.6%,60,1.4%,0,6.2%,53,3.8%,47,12.2%,67,3.8%,27,4.0%
Bonzi Wells,31.1,NOP,Wing,155,84,1.1%,58,1.2%,0,7.8%,19,1.3%,94,14.9%,0,0.0%,97,42.9%
David West,27.2,NOP,Big,484,59,2.6%,61,1.3%,93,2.7%,9,4.4%,48,16.4%,59,4.3%,34,29.0%
Delonte West,24.3,CLE,Point,449,100,0.8%,63,1.6%,25,3.9%,50,2.0%,44,8.7%,0,0.0%,0,0.0%
Deron Williams,23.3,UTA,Point,512,69,0.4%,19,0.6%,69,3.0%,75,3.4%,6,5.9%,0,0.0%,69,2.1%
Lou Williams,21.0,PHI,Combo,106,0,0.0%,67,1.7%,58,3.8%,92,3.3%,75,8.8%,0,0.0%,0,0.0%
Marvin Williams,21.4,ATL,Forward,196,73,0.8%,0,0.5%,27,4.9%,73,5.7%,20,8.8%,100,9.1%,0,0.0%
Thaddeus Young,19.4,PHI,Forward,144,0,0.0%,93,2.2%,100,1.9%,93,10.3%,0,6.4%,0,0.0%,67,25.0%
