Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Alex Acker,25.8,LAC,Wing,132,79,+1.8%,35,-1.4%,98,+10.9%,99,+9.5%,100,+9.7%,2,-16.9%,56,+0.4%,13,-4.4%
Arron Afflalo,23.0,DET,Wing,1193,60,+0.4%,83,+3.0%,78,+3.2%,6,-5.8%,17,-3.0%,78,+4.5%,59,+0.6%,80,+2.7%
Alexis Ajinca,20.5,CHA,Big,136,40,-0.7%,97,+7.0%,6,-7.8%,93,+4.4%,60,+0.7%,20,-5.5%,25,-3.1%,18,-3.7%
LaMarcus Aldridge,23.3,POR,Big,2993,86,+2.4%,85,+3.2%,74,+2.8%,92,+3.8%,90,+3.5%,62,+1.5%,68,+1.7%,71,+1.6%
Joe Alexander,21.9,MIL,Forward,612,37,-1.0%,57,+0.3%,35,-1.8%,24,-2.5%,25,-2.3%,92,+9.4%,18,-4.4%,54,+0.2%
Malik Allen,30.3,MIL,Big,522,22,-2.0%,13,-4.5%,88,+5.1%,20,-2.9%,48,-0.2%,75,+3.8%,39,-1.6%,62,+0.9%
Ray Allen,33.3,BOS,Wing,2866,98,+5.3%,98,+7.6%,95,+7.8%,84,+2.7%,94,+4.3%,67,+2.3%,53,-0.0%,62,+0.9%
Tony Allen,26.8,BOS,Wing,782,8,-4.2%,14,-4.3%,2,-9.9%,4,-6.2%,1,-7.7%,49,-0.1%,49,-0.4%,47,-0.5%
Morris Almond,23.7,UTA,Wing,233,1,-7.8%,2,-9.4%,41,-1.0%,5,-6.0%,9,-4.5%,33,-2.9%,2,-12.2%,3,-9.1%
Rafer Alston,32.3,HOU,Point,1587,41,-0.7%,24,-2.7%,52,+0.3%,27,-2.1%,43,-0.6%,47,-0.6%,69,+1.7%,67,+1.2%
Rafer Alston,32.3,ORL,Point,853,36,-1.0%,69,+1.7%,18,-4.6%,60,+0.6%,28,-2.0%,33,-2.8%,16,-4.7%,14,-4.2%
Lou Amundson,25.9,PHX,Big,909,8,-4.3%,15,-4.2%,11,-6.3%,4,-6.3%,4,-6.3%,68,+2.5%,21,-3.8%,32,-1.9%
Chris Andersen,30.3,DEN,Big,1412,39,-0.8%,56,+0.2%,29,-2.9%,21,-2.7%,20,-2.7%,45,-1.0%,33,-2.2%,31,-1.9%
Ryan Anderson,20.5,NJN,Big,1233,53,-0.1%,31,-1.8%,43,-0.7%,79,+2.2%,67,+1.2%,26,-4.3%,67,+1.6%,43,-0.8%
Carmelo Anthony,24.4,DEN,Forward,2273,78,+1.6%,33,-1.7%,87,+4.6%,81,+2.4%,89,+3.2%,54,+0.5%,90,+5.6%,90,+4.5%
Joel Anthony,26.2,MIA,Big,1008,52,-0.2%,31,-1.9%,71,+2.4%,60,+0.7%,69,+1.3%,63,+1.8%,55,+0.3%,59,+0.7%
Trevor Ariza,23.3,LAL,Wing,1902,31,-1.4%,49,-0.3%,22,-4.0%,76,+2.1%,42,-0.7%,7,-11.2%,14,-5.2%,6,-7.0%
Hilton Armstrong,23.9,NOH,Big,1050,27,-1.7%,36,-1.3%,75,+3.0%,74,+1.9%,82,+2.3%,39,-1.9%,4,-8.7%,7,-6.3%
Darrell Arthur,20.6,MEM,Big,1426,51,-0.2%,34,-1.5%,31,-2.5%,53,+0.2%,40,-0.9%,99,+19.4%,61,+0.9%,94,+5.3%
Chucky Atkins,34.2,OKC,Combo,278,25,-1.8%,75,+2.2%,31,-2.5%,16,-3.5%,16,-3.1%,55,+0.6%,42,-1.2%,45,-0.7%
D.J. Augustin,21.0,CHA,Point,1844,41,-0.7%,65,+1.2%,7,-7.6%,41,-0.6%,15,-3.3%,47,-0.6%,24,-3.2%,28,-2.4%
Kelenna Azubuike,24.9,GSW,Wing,2350,26,-1.8%,11,-5.0%,48,-0.3%,35,-1.3%,38,-1.0%,12,-8.6%,87,+4.7%,66,+1.2%
Renaldo Balkman,24.3,DEN,Big,704,34,-1.1%,42,-0.9%,82,+3.6%,39,-0.8%,60,+0.7%,21,-5.3%,13,-5.3%,9,-5.3%
Marcus Banks,27.0,MIA,Combo,134,5,-5.2%,24,-2.7%,1,-11.8%,54,+0.3%,10,-4.2%,33,-3.0%,3,-10.9%,4,-8.0%
Leandro Barbosa,25.9,PHX,Combo,1661,19,-2.4%,52,-0.2%,9,-6.8%,25,-2.3%,9,-4.6%,65,+2.0%,7,-7.7%,12,-4.6%
J.J. Barea,24.4,DAL,Combo,1476,64,+0.6%,15,-4.2%,52,+0.3%,81,+2.4%,72,+1.7%,67,+2.3%,58,+0.6%,66,+1.2%
Andrea Bargnani,23.0,TOR,Big,2418,57,+0.3%,74,+2.2%,15,-5.1%,47,-0.1%,29,-1.8%,87,+7.0%,44,-0.9%,63,+1.0%
Matt Barnes,28.6,PHX,Wing,2051,46,-0.4%,32,-1.7%,57,+0.8%,51,+0.1%,56,+0.5%,41,-1.7%,42,-1.1%,39,-1.3%
Brent Barry,36.8,HOU,Wing,798,24,-1.9%,53,-0.0%,11,-6.2%,32,-1.6%,12,-4.0%,39,-1.9%,35,-2.0%,30,-2.0%
Brandon Bass,23.5,DAL,Big,1501,56,+0.2%,19,-3.6%,81,+3.5%,53,+0.3%,70,+1.4%,71,+2.9%,53,+0.0%,63,+1.0%
Maceo Baston,32.4,IND,Big,201,24,-2.0%,7,-6.0%,48,-0.3%,100,+10.2%,98,+6.2%,3,-13.9%,9,-6.3%,5,-7.5%
Tony Battie,32.7,ORL,Big,1159,14,-3.3%,73,+2.1%,71,+2.3%,19,-2.9%,45,-0.5%,32,-3.2%,28,-2.7%,25,-2.8%
Shane Battier,30.1,HOU,Wing,2022,77,+1.6%,44,-0.7%,94,+7.2%,66,+1.2%,96,+4.5%,48,-0.4%,52,-0.2%,50,-0.2%
Nicolas Batum,19.9,POR,Wing,1407,89,+2.6%,86,+3.3%,90,+5.6%,72,+1.6%,90,+3.3%,36,-2.3%,78,+3.1%,60,+0.7%
Jerryd Bayless,20.2,POR,Combo,560,8,-4.3%,4,-7.1%,69,+2.0%,12,-4.3%,26,-2.2%,35,-2.5%,9,-6.2%,11,-4.7%
Michael Beasley,19.8,MIA,Big,1976,46,-0.4%,23,-2.7%,84,+4.1%,25,-2.3%,50,-0.1%,36,-2.4%,71,+2.1%,60,+0.8%
Marco Belinelli,22.6,GSW,Wing,849,66,+0.9%,56,+0.2%,64,+1.5%,48,-0.1%,58,+0.5%,76,+4.0%,24,-3.1%,47,-0.6%
Charlie Bell,29.6,MIL,Wing,1731,25,-1.9%,18,-3.9%,31,-2.5%,52,+0.1%,40,-0.9%,85,+6.0%,12,-5.5%,35,-1.6%
Raja Bell,32.1,PHX,Wing,711,99,+5.6%,94,+5.2%,18,-4.5%,62,+0.9%,32,-1.5%,96,+12.5%,100,+15.1%,100,+14.5%
Raja Bell,32.1,CHA,Wing,1600,77,+1.6%,79,+2.6%,59,+1.0%,45,-0.3%,53,+0.2%,32,-3.0%,93,+6.2%,85,+3.3%
Mike Bibby,30.5,ATL,Point,2731,76,+1.5%,78,+2.5%,79,+3.2%,71,+1.6%,75,+1.9%,69,+2.6%,46,-0.6%,56,+0.4%
Andris Biedrins,22.6,GSW,Big,1860,38,-0.9%,24,-2.6%,21,-4.0%,64,+1.1%,41,-0.8%,11,-8.7%,54,+0.1%,28,-2.4%
Chauncey Billups,32.1,DEN,Combo,2706,55,+0.1%,32,-1.7%,70,+2.3%,77,+2.1%,79,+2.2%,71,+2.9%,80,+3.4%,85,+3.2%
Steve Blake,28.7,POR,Point,2182,76,+1.4%,93,+5.0%,82,+3.7%,84,+2.7%,88,+3.1%,44,-1.2%,35,-1.9%,36,-1.6%
Andray Blatche,22.2,WAS,Big,1679,58,+0.3%,81,+2.7%,57,+0.7%,55,+0.4%,58,+0.5%,83,+5.6%,22,-3.7%,34,-1.6%
Mark Blount,32.9,MIA,Big,176,87,+2.5%,19,-3.5%,35,-1.8%,76,+2.1%,62,+0.8%,93,+9.8%,88,+4.7%,95,+6.1%
Keith Bogans,28.5,ORL,Wing,758,15,-3.0%,43,-0.8%,7,-7.7%,36,-1.2%,9,-4.5%,29,-3.5%,50,-0.3%,37,-1.4%
Keith Bogans,28.5,MIL,Wing,448,84,+2.2%,61,+0.8%,19,-4.5%,3,-7.2%,4,-6.2%,93,+10.3%,95,+7.2%,99,+8.3%
Andrew Bogut,23.9,MIL,Big,1121,43,-0.6%,70,+1.9%,86,+4.4%,55,+0.4%,74,+1.9%,4,-13.5%,18,-4.4%,5,-7.4%
Matt Bonner,28.6,SAS,Big,1912,97,+4.1%,95,+5.3%,71,+2.3%,91,+3.5%,88,+3.1%,35,-2.4%,97,+7.7%,87,+3.6%
Josh Boone,23.9,NJN,Big,967,56,+0.2%,17,-4.0%,85,+4.1%,42,-0.5%,59,+0.6%,68,+2.4%,74,+2.4%,77,+2.3%
Carlos Boozer,26.9,UTA,Big,1187,37,-0.9%,41,-1.0%,29,-3.0%,34,-1.4%,28,-1.9%,99,+17.6%,31,-2.4%,75,+2.1%
Chris Bosh,24.6,TOR,Big,2920,85,+2.4%,97,+6.2%,24,-3.4%,70,+1.6%,49,-0.1%,95,+12.2%,34,-2.0%,72,+1.7%
Bruce Bowen,37.4,SAS,Wing,1447,11,-4.0%,9,-5.4%,7,-7.8%,36,-1.2%,13,-3.5%,57,+1.0%,23,-3.5%,34,-1.6%
Ryan Bowen,33.0,NOH,Forward,191,20,-2.4%,86,+3.4%,79,+3.4%,2,-7.8%,14,-3.4%,3,-14.5%,54,+0.1%,17,-3.8%
Elton Brand,29.6,PHI,Big,918,25,-1.8%,36,-1.3%,46,-0.4%,69,+1.4%,57,+0.5%,21,-5.1%,33,-2.1%,23,-3.1%
Corey Brewer,22.7,MIN,Wing,305,61,+0.5%,39,-1.1%,67,+1.8%,45,-0.4%,57,+0.5%,94,+11.3%,94,+6.8%,98,+7.9%
Ronnie Brewer,23.6,UTA,Wing,2575,87,+2.5%,83,+3.0%,38,-1.2%,70,+1.5%,58,+0.5%,85,+6.4%,74,+2.6%,84,+3.1%
Aaron Brooks,23.8,HOU,Combo,1958,83,+2.0%,80,+2.7%,63,+1.4%,70,+1.5%,70,+1.5%,84,+5.9%,47,-0.6%,61,+0.8%
Bobby Brown,24.1,SAC,Point,561,21,-2.1%,2,-9.3%,80,+3.5%,72,+1.6%,83,+2.4%,45,-1.2%,51,-0.2%,40,-1.1%
Bobby Brown,24.1,MIN,Combo,201,34,-1.2%,3,-8.3%,97,+9.9%,91,+3.5%,97,+5.8%,20,-5.5%,29,-2.6%,20,-3.5%
Dee Brown,24.2,WAS,Point,222,90,+2.7%,35,-1.4%,5,-8.0%,13,-4.0%,5,-5.4%,99,+29.1%,99,+12.1%,100,+15.3%
Devin Brown,29.8,NOH,Combo,820,10,-4.0%,7,-5.8%,37,-1.5%,10,-4.6%,15,-3.2%,57,+0.9%,15,-5.0%,19,-3.7%
Kwame Brown,26.6,DET,Big,987,47,-0.4%,87,+3.5%,51,+0.1%,18,-3.2%,26,-2.1%,75,+3.7%,59,+0.7%,75,+2.1%
Shannon Brown,22.9,CHA,Wing,301,63,+0.6%,25,-2.5%,69,+2.0%,69,+1.4%,72,+1.6%,99,+20.1%,9,-6.6%,83,+3.1%
Shannon Brown,22.9,LAL,Point,101,98,+5.5%,84,+3.1%,98,+11.4%,30,-1.8%,90,+3.4%,85,+6.1%,96,+7.4%,96,+6.7%
Kobe Bryant,30.2,LAL,Wing,2950,93,+3.2%,78,+2.5%,68,+1.9%,95,+4.8%,91,+3.6%,87,+7.1%,84,+4.0%,93,+4.9%
Greg Buckner,32.1,MEM,Wing,851,46,-0.4%,62,+0.9%,44,-0.6%,23,-2.6%,30,-1.7%,63,+1.8%,16,-4.8%,28,-2.4%
Caron Butler,28.6,WAS,Wing,2578,88,+2.6%,48,-0.4%,62,+1.3%,87,+3.0%,82,+2.4%,51,+0.1%,94,+6.6%,94,+5.2%
Rasual Butler,29.4,NOH,Wing,2606,67,+0.9%,41,-1.0%,68,+1.9%,96,+5.4%,93,+3.8%,74,+3.5%,29,-2.6%,46,-0.6%
Andrew Bynum,21.0,LAL,Big,1430,66,+0.8%,23,-2.8%,44,-0.6%,85,+2.8%,68,+1.2%,77,+4.1%,90,+5.3%,93,+4.9%
Will Bynum,25.8,DET,Point,747,75,+1.4%,49,-0.3%,51,+0.1%,75,+1.9%,70,+1.5%,90,+9.0%,6,-8.0%,64,+1.0%
Jose Calderon,27.1,TOR,Point,2327,62,+0.5%,91,+4.4%,20,-4.3%,15,-3.6%,12,-3.7%,17,-6.2%,97,+7.6%,90,+4.4%
