Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Quincy Acy,24.1,NYK,Big,1179,22,-4.7,66,+0.5,66,+0.7%,69,+4.6,50,-0.0,84,+5.7%,22,-11.8,67,+0.4,27,-2.3%,82,+10.6
Jordan Adams,20.3,MEM,Wing,185,82,+3.7,86,+1.2,51,-0.1%,83,+8.4,99,+2.7,47,-0.8%,97,+36.2,8,-1.6,16,-3.7%,4,-26.4
Steven Adams,21.3,OKC,Big,1767,32,-3.2,24,-1.0,48,-0.2%,27,-5.8,52,+0.0,73,+3.3%,31,-7.7,17,-1.1,35,-1.7%,29,-7.4
Jeff Adrien,28.7,MIN,Big,189,76,+2.8,78,+0.9,31,-1.0%,85,+8.9,28,-0.5,73,+3.4%,38,-4.3,91,+1.4,7,-5.9%,93,+17.8
Arron Afflalo,29.0,DEN,Wing,1746,72,+2.1,57,+0.2,13,-2.2%,70,+4.7,44,-0.1,73,+3.4%,77,+10.5,56,+0.1,27,-2.3%,59,+2.7
Arron Afflalo,29.0,POR,Wing,747,89,+5.3,24,-1.0,26,-1.4%,56,+1.0,3,-1.5,54,+0.5%,2,-35.8,70,+0.5,19,-3.5%,89,+15.0
Alexis Ajinca,26.5,NOP,Big,873,38,-2.0,29,-0.8,25,-1.4%,29,-5.3,19,-0.7,16,-7.1%,26,-10.0,49,-0.1,33,-1.8%,48,-1.0
Furkan Aldemir,23.2,PHI,Big,488,86,+4.6,70,+0.6,18,-1.9%,88,+9.7,58,+0.1,8,-10.6%,85,+16.7,59,+0.2,58,+0.6%,67,+5.1
Cole Aldrich,26.0,NYK,Big,915,9,-8.1,69,+0.6,64,+0.6%,63,+2.8,89,+0.9,69,+2.7%,92,+24.0,40,-0.3,49,-0.1%,21,-10.9
LaMarcus Aldridge,29.3,POR,Big,2508,95,+8.0,66,+0.5,29,-1.1%,71,+4.8,65,+0.3,86,+5.9%,62,+3.7,61,+0.2,14,-4.1%,59,+2.8
Lavoy Allen,25.7,IND,Big,1025,80,+3.4,22,-1.1,58,+0.2%,15,-10.8,51,+0.0,89,+7.3%,47,-2.0,14,-1.2,43,-0.9%,13,-16.8
Tony Allen,32.8,MEM,Wing,1631,77,+3.0,92,+1.8,99,+4.6%,82,+8.2,91,+1.0,97,+12.1%,50,-0.5,76,+0.7,88,+4.3%,84,+11.3
Al-Farouq Aminu,24.1,DAL,Forward,1277,61,+0.8,92,+1.7,84,+1.8%,78,+6.9,91,+1.0,78,+4.3%,53,+0.9,78,+0.7,51,+0.0%,76,+8.7
Lou Amundson,31.9,NYK,Big,856,86,+4.4,85,+1.2,71,+0.9%,93,+13.2,35,-0.3,80,+4.8%,9,-22.2,92,+1.6,33,-1.9%,98,+31.8
Chris Andersen,36.3,MIA,Big,1127,36,-2.3,72,+0.7,67,+0.7%,72,+5.4,72,+0.4,30,-3.7%,64,+4.5,64,+0.3,68,+1.5%,69,+5.7
Alan Anderson,32.0,BKN,Wing,1713,29,-3.4,11,-1.8,43,-0.4%,5,-17.2,44,-0.1,6,-11.5%,51,-0.1,10,-1.4,48,-0.2%,6,-22.9
Kyle Anderson,21.1,SAS,Wing,316,24,-4.6,63,+0.4,5,-3.7%,88,+9.7,86,+0.7,17,-6.8%,98,+39.1,25,-0.7,5,-7.4%,11,-18.0
Ryan Anderson,26.5,NOP,Big,1653,76,+3.0,22,-1.1,28,-1.1%,19,-8.7,23,-0.6,12,-8.6%,20,-13.2,34,-0.4,56,+0.4%,41,-3.7
Giannis Antetokounmpo,19.9,MIL,Forward,2507,67,+1.7,95,+2.2,61,+0.4%,95,+15.2,48,-0.1,85,+5.9%,35,-6.2,96,+2.1,57,+0.5%,97,+27.3
Carmelo Anthony,30.4,NYK,Forward,1424,99,+13.4,67,+0.5,57,+0.1%,79,+7.2,59,+0.1,64,+1.8%,60,+2.9,64,+0.3,56,+0.4%,73,+7.2
Joel Anthony,32.2,DET,Big,367,15,-6.1,27,-0.8,57,+0.1%,28,-5.7,98,+1.7,7,-11.4%,99,+48.4,4,-2.4,41,-1.1%,4,-27.1
Pero Antic,32.3,ATL,Big,1015,58,+0.2,35,-0.6,14,-2.1%,45,-1.7,27,-0.5,19,-6.3%,38,-4.1,45,-0.2,28,-2.2%,45,-1.9
Trevor Ariza,29.3,HOU,Forward,2924,33,-2.9,93,+1.9,32,-1.0%,91,+12.6,87,+0.8,37,-1.8%,87,+18.1,87,+1.1,14,-4.1%,78,+9.4
Darrell Arthur,26.6,DEN,Forward,959,16,-5.9,33,-0.6,89,+2.2%,34,-4.0,56,+0.1,59,+1.1%,43,-2.9,32,-0.5,69,+1.5%,38,-4.4
Omer Asik,28.3,NOP,Big,1975,27,-3.8,65,+0.5,68,+0.9%,61,+2.5,88,+0.8,94,+9.0%,84,+16.2,35,-0.4,52,+0.1%,34,-5.7
D.J. Augustin,27.0,DET,Point,1261,45,-1.2,63,+0.4,8,-3.1%,81,+7.7,66,+0.3,27,-4.2%,71,+7.2,57,+0.1,7,-6.2%,75,+8.3
D.J. Augustin,27.0,OKC,Point,624,25,-4.4,19,-1.3,1,-6.2%,61,+2.4,29,-0.5,6,-11.8%,19,-14.1,38,-0.4,0,-16.6%,81,+10.5
Jeff Ayres,27.5,SAS,Big,274,29,-3.6,85,+1.2,8,-3.1%,99,+21.9,75,+0.5,3,-16.5%,99,+59.2,65,+0.3,24,-2.7%,64,+4.3
Luke Babbitt,25.4,NOP,Forward,748,15,-6.0,6,-2.5,18,-1.9%,4,-18.8,38,-0.3,10,-9.4%,58,+2.5,5,-2.2,21,-3.0%,3,-29.4
Leandro Barbosa,31.9,GSW,Combo,863,10,-7.8,37,-0.5,20,-1.8%,57,+1.6,91,+1.0,88,+6.8%,82,+14.2,11,-1.3,23,-2.7%,27,-8.2
J.J. Barea,30.3,DAL,Combo,1236,85,+4.3,71,+0.7,32,-1.0%,82,+7.9,12,-0.9,11,-9.1%,18,-14.4,95,+2.0,43,-0.9%,96,+24.5
Andrea Bargnani,29.0,NYK,Big,768,21,-4.8,12,-1.7,24,-1.4%,5,-17.6,28,-0.5,42,-1.4%,15,-15.9,11,-1.3,33,-1.8%,6,-23.1
Harrison Barnes,22.4,GSW,Forward,2240,63,+1.0,90,+1.5,74,+1.1%,74,+5.9,85,+0.7,43,-1.2%,84,+16.1,77,+0.7,77,+2.7%,60,+3.1
Matt Barnes,34.6,LAC,Wing,2248,97,+9.4,89,+1.4,94,+2.8%,81,+7.7,78,+0.5,96,+10.8%,65,+5.0,78,+0.7,80,+3.0%,74,+8.0
Earl Barron,33.2,PHX,Big,117,3,-12.2,0,-6.4,1,-5.6%,0,-50.3,54,+0.0,40,-1.7%,53,+0.9,0,-6.5,1,-11.9%,0,-84.2
Will Barton,23.8,POR,Wing,246,14,-6.5,17,-1.4,98,+3.9%,15,-10.7,90,+1.0,66,+2.3%,86,+17.5,4,-2.3,99,+9.2%,7,-21.3
Will Barton,23.8,DEN,Wing,630,31,-3.2,10,-1.9,68,+0.9%,7,-16.4,40,-0.2,33,-2.9%,36,-5.3,8,-1.7,51,+0.0%,7,-22.1
Brandon Bass,29.5,BOS,Big,1917,37,-2.2,76,+0.8,20,-1.8%,89,+10.3,26,-0.6,37,-1.9%,37,-5.0,84,+1.0,7,-6.0%,88,+14.3
Nicolas Batum,25.9,POR,Wing,2376,74,+2.4,80,+0.9,59,+0.2%,80,+7.3,73,+0.4,54,+0.4%,76,+9.7,64,+0.3,48,-0.2%,58,+2.5
Jerryd Bayless,26.2,MIL,Combo,1692,42,-1.5,19,-1.3,20,-1.8%,23,-7.2,16,-0.8,27,-4.0%,40,-3.5,33,-0.5,37,-1.4%,32,-6.5
Aron Baynes,27.9,SAS,Big,1077,39,-1.9,32,-0.7,83,+1.7%,20,-8.3,70,+0.4,94,+9.4%,58,+2.4,20,-1.0,57,+0.5%,14,-15.4
Kent Bazemore,25.3,ATL,Wing,1235,11,-7.5,21,-1.2,56,+0.1%,20,-8.4,10,-1.0,53,+0.4%,17,-14.5,40,-0.3,74,+2.2%,34,-5.8
Bradley Beal,21.3,WAS,Wing,2097,92,+6.2,42,-0.4,74,+1.1%,25,-6.4,66,+0.3,61,+1.4%,57,+2.2,31,-0.5,71,+1.8%,24,-9.7
Michael Beasley,25.8,MIA,Big,495,14,-6.8,45,-0.2,91,+2.5%,32,-4.5,88,+0.9,23,-5.4%,80,+11.9,20,-1.0,76,+2.5%,18,-12.8
Marco Belinelli,28.6,SAS,Combo,1336,42,-1.6,28,-0.8,41,-0.6%,33,-4.4,35,-0.3,72,+3.3%,36,-5.3,38,-0.3,53,+0.1%,44,-2.3
Anthony Bennett,21.6,MIN,Big,839,30,-3.4,38,-0.5,23,-1.4%,45,-1.6,4,-1.4,35,-2.3%,4,-30.6,83,+0.9,43,-0.8%,90,+16.3
Patrick Beverley,26.3,HOU,Point,1717,51,-0.3,48,-0.1,13,-2.2%,59,+2.0,48,-0.1,48,-0.6%,55,+1.3,44,-0.2,19,-3.4%,54,+1.3
Bismack Biyombo,22.2,CHA,Big,1173,62,+1.0,49,-0.1,73,+1.0%,41,-2.5,27,-0.5,83,+5.1%,10,-20.6,75,+0.6,65,+1.2%,75,+8.1
Tarik Black,22.9,HOU,Big,362,28,-3.7,94,+1.9,52,-0.0%,94,+13.8,11,-1.0,57,+0.7%,26,-9.7,97,+2.2,73,+2.1%,95,+21.1
Tarik Black,22.9,LAL,Big,785,88,+5.0,53,+0.1,61,+0.4%,56,+1.0,92,+1.0,76,+4.0%,96,+29.3,17,-1.1,63,+1.0%,16,-14.7
DeJuan Blair,25.5,WAS,Big,100,12,-7.4,34,-0.6,6,-3.5%,67,+4.1,0,-3.4,2,-16.6%,0,-138.8,94,+1.8,31,-1.9%,98,+29.2
Steve Blake,34.7,POR,Point,1488,50,-0.4,73,+0.7,46,-0.4%,68,+4.4,67,+0.3,76,+4.1%,69,+6.3,70,+0.5,44,-0.8%,63,+3.9
