Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Quincy Acy,23.1,SAC,Big,744,54,-0.4,88,+1.6,11,-2.3%,97,+19.5,38,-0.2,4,-14.2%,76,+10.1,96,+1.8,27,-2.6%,96,+26.8
Steven Adams,20.3,OKC,Big,1115,43,-1.7,51,+0.0,41,-0.7%,54,+0.8,58,+0.2,65,+2.8%,53,+1.2,42,-0.2,49,-0.3%,46,-1.2
Jeff Adrien,27.7,CHA,Big,226,27,-3.9,61,+0.4,89,+2.0%,43,-2.5,36,-0.3,64,+2.5%,38,-5.2,84,+1.0,97,+7.4%,63,+4.3
Jeff Adrien,27.7,MIL,Big,676,65,+1.4,87,+1.6,66,+0.5%,90,+13.4,69,+0.3,40,-2.0%,63,+5.6,89,+1.4,73,+2.0%,93,+19.9
Arron Afflalo,28.0,ORL,Wing,2543,62,+0.8,25,-1.1,4,-3.4%,38,-3.7,19,-0.7,49,-0.2%,43,-2.4,36,-0.4,13,-4.5%,38,-3.9
Alexis Ajinca,25.5,NOP,Big,934,30,-3.4,70,+0.7,53,+0.0%,76,+7.7,57,+0.1,28,-3.7%,92,+20.1,68,+0.5,67,+1.3%,52,+0.3
Cole Aldrich,25.0,NYK,Big,210,23,-4.3,2,-4.0,12,-2.1%,1,-42.3,4,-1.6,1,-20.9%,6,-30.2,3,-2.5,43,-0.7%,1,-48.0
LaMarcus Aldridge,28.3,POR,Big,2496,92,+6.2,50,-0.0,16,-1.9%,60,+2.3,60,+0.2,9,-9.0%,85,+15.9,53,+0.0,13,-4.5%,53,+0.6
Lavoy Allen,24.7,PHI,Big,905,52,-0.6,17,-1.5,40,-0.8%,25,-7.2,49,-0.0,67,+3.1%,51,+0.6,10,-1.5,28,-2.3%,16,-12.6
Ray Allen,38.3,MIA,Wing,1897,55,-0.2,56,+0.2,2,-4.3%,87,+12.1,63,+0.2,25,-4.4%,88,+17.9,49,-0.1,5,-6.5%,72,+7.6
