Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Sam Cassell,36.0,LAC,Point,403,59,0.3%,18,0.9%,59,3.0%,59,2.2%,71,9.9%,88,6.3%,82,4.5%
Tyson Chandler,23.1,CHI,Big,103,31,1.1%,42,0.9%,0,11.6%,61,8.9%,83,21.3%,0,0.0%,28,16.7%
Jason Collins,26.9,BKN,Big,302,8,0.4%,39,0.8%,14,8.4%,47,8.4%,25,14.0%,0,0.0%,19,13.0%
Austin Croshere,30.5,IND,Forward,173,0,0.0%,82,1.4%,71,2.9%,29,3.6%,29,12.5%,0,0.0%,18,6.7%
Erick Dampier,30.3,DAL,Big,447,83,3.2%,78,1.2%,19,7.6%,97,13.7%,44,15.4%,97,11.1%,86,39.0%
Antonio Daniels,30.6,WAS,Point,215,65,0.3%,6,0.7%,100,0.9%,29,1.1%,35,8.0%,0,0.0%,0,0.0%
Marquis Daniels,24.8,DAL,Wing,207,22,0.3%,0,0.7%,28,4.8%,75,4.7%,22,6.9%,0,0.0%,0,0.0%
Tony Delk,31.8,DET,Combo,114,0,0.0%,100,2.5%,10,5.0%,100,3.9%,90,13.8%,0,0.0%,0,0.0%
Luol Deng,20.5,CHI,Forward,178,71,1.2%,65,1.3%,76,2.8%,71,5.0%,12,11.0%,0,0.0%,59,26.7%
Boris Diaw,23.5,PHX,Big,793,39,1.5%,64,1.1%,92,2.9%,25,5.6%,14,12.6%,0,0.0%,8,7.9%
DeSagana Diop,23.8,DAL,Big,404,92,3.9%,89,1.7%,6,9.5%,83,11.1%,69,18.1%,0,0.0%,33,18.5%
Chris Duhon,23.2,CHI,Point,127,0,0.0%,12,0.7%,29,4.7%,12,1.0%,88,12.1%,0,0.0%,100,11.8%
Tim Duncan,29.5,SAS,Big,491,78,2.9%,69,1.1%,64,4.4%,58,8.9%,100,24.4%,61,2.8%,56,26.1%
Michael Finley,32.7,SAS,Forward,408,29,0.4%,24,0.8%,100,2.2%,0,0.3%,35,12.9%,0,0.0%,29,12.5%
T.J. Ford,22.6,MIL,Point,160,0,0.0%,24,0.9%,12,5.6%,41,1.4%,94,12.5%,100,8.3%,0,0.0%
Pau Gasol,25.3,MEM,Big,157,56,1.8%,14,0.7%,89,2.9%,8,2.6%,36,14.9%,78,6.7%,83,37.5%
Devean George,28.2,LAL,Wing,120,53,0.5%,75,1.6%,19,5.0%,19,1.9%,69,13.5%,0,0.0%,81,25.0%
Manu Ginobili,28.3,SAS,Wing,424,69,0.8%,94,2.2%,25,4.8%,38,2.9%,63,11.9%,0,0.0%,78,24.0%
Drew Gooden,24.1,CLE,Big,280,11,0.4%,6,0.5%,42,6.3%,89,11.5%,75,18.6%,89,10.0%,100,77.8%
Ben Gordon,22.6,CHI,Wing,244,0,0.0%,38,1.1%,97,1.8%,25,2.3%,16,6.6%,0,0.0%,34,4.0%
Danny Granger,22.5,IND,Forward,158,94,2.5%,53,1.3%,18,5.6%,59,4.6%,65,14.6%,100,7.7%,65,28.6%
Adrian Griffin,31.3,DAL,Wing,338,31,0.4%,84,2.1%,0,5.4%,94,9.4%,78,14.3%,0,0.0%,47,8.8%
Richard Hamilton,27.7,DET,Wing,689,38,0.4%,53,1.2%,56,3.9%,28,2.7%,13,6.3%,0,0.0%,19,2.2%
Devin Harris,22.7,DAL,Point,556,88,0.3%,71,1.5%,24,4.9%,76,3.1%,12,5.0%,0,0.0%,76,4.1%
Udonis Haslem,25.4,MIA,Big,647,17,0.6%,50,0.9%,56,5.3%,53,8.8%,61,17.4%,81,7.5%,39,20.0%
Brendan Haywood,25.9,WAS,Big,154,89,3.9%,8,0.6%,33,6.7%,14,4.8%,0,7.1%,0,0.0%,64,33.3%
Kirk Hinrich,24.8,CHI,Combo,233,80,0.5%,70,1.6%,30,4.3%,0,0.0%,30,8.3%,0,0.0%,90,11.5%
Robert Horry,35.2,SAS,Big,223,64,2.2%,67,1.1%,31,6.7%,67,9.6%,28,14.1%,100,14.3%,3,5.9%
Eddie House,27.5,PHX,Combo,121,70,0.4%,10,0.4%,50,3.4%,0,0.0%,50,8.9%,0,0.0%,0,0.0%
Josh Howard,25.5,DAL,Wing,823,81,1.0%,63,1.3%,53,3.9%,81,5.8%,88,16.2%,0,0.0%,88,31.4%
Larry Hughes,26.8,CLE,Wing,333,9,0.2%,100,2.8%,44,4.3%,41,3.0%,9,6.0%,0,0.0%,28,2.9%
Lindsey Hunter,34.9,DET,Point,196,82,0.3%,100,3.7%,0,9.0%,94,4.0%,24,6.2%,0,0.0%,88,5.6%
Zydrunas Ilgauskas,30.4,CLE,Big,353,94,4.5%,17,0.7%,44,5.7%,72,10.3%,39,15.1%,0,0.0%,17,12.5%
Stephen Jackson,27.6,IND,Wing,227,19,0.3%,19,0.9%,47,4.3%,31,2.7%,41,8.7%,0,0.0%,91,35.7%
LeBron James,20.8,CLE,Wing,602,63,0.8%,69,1.4%,81,2.7%,66,4.0%,75,14.0%,91,2.6%,63,16.1%
Antawn Jamison,29.4,WAS,Forward,252,35,0.4%,47,1.1%,29,4.1%,41,4.2%,18,11.8%,0,0.0%,88,43.8%
Richard Jefferson,25.4,BKN,Forward,436,53,0.6%,41,1.1%,94,2.5%,6,1.9%,0,7.8%,0,0.0%,71,30.0%
Jared Jeffries,23.9,WAS,Big,214,53,1.8%,0,0.2%,78,3.7%,81,10.8%,3,8.6%,0,0.0%,6,7.7%
Anthony Johnson,31.1,IND,Point,240,0,0.0%,47,1.2%,47,3.3%,88,3.7%,82,10.4%,82,5.9%,0,0.0%
Damon Jones,29.2,CLE,Combo,171,0,0.0%,20,0.6%,20,4.8%,30,1.4%,40,8.4%,0,0.0%,0,0.0%
Eddie Jones,34.0,MEM,Wing,119,50,0.5%,59,1.3%,41,4.3%,56,3.4%,28,8.0%,0,0.0%,0,0.0%
Fred Jones,26.6,IND,Wing,165,34,0.4%,78,1.8%,69,3.3%,9,1.4%,50,10.8%,0,0.0%,84,27.3%
James Jones,25.1,PHX,Forward,345,100,2.7%,18,0.7%,65,3.0%,76,5.0%,88,18.0%,0,0.0%,24,7.1%
Chris Kaman,23.5,LAC,Big,321,33,1.4%,28,0.7%,67,4.3%,42,7.8%,72,18.3%,75,5.6%,61,30.8%
Jason Kidd,32.6,BKN,Point,449,71,0.3%,88,1.8%,53,3.3%,100,5.7%,100,17.4%,0,0.0%,71,2.4%
Nenad Krstic,22.3,BKN,Big,365,47,1.7%,11,0.7%,58,5.1%,44,7.9%,42,15.3%,64,3.4%,42,22.2%
Shaun Livingston,20.1,LAC,Wing,331,78,1.0%,31,1.0%,59,3.8%,84,6.1%,47,10.2%,0,0.0%,72,20.8%
Corey Maggette,26.0,LAC,Wing,289,75,0.9%,41,1.1%,3,5.4%,44,3.0%,100,24.7%,0,0.0%,100,47.1%
Jamaal Magloire,27.4,MIL,Big,134,67,2.5%,25,0.7%,75,3.9%,64,9.3%,81,20.7%,0,0.0%,92,54.5%
Shawn Marion,27.5,PHX,Forward,848,82,1.5%,94,2.1%,41,3.6%,100,7.8%,94,20.6%,0,0.0%,100,54.1%
Donyell Marshall,32.5,CLE,Big,342,42,1.5%,56,1.0%,94,2.9%,39,7.1%,33,14.9%,86,9.4%,31,17.6%
Kevin Martin,22.7,SAC,Wing,187,59,0.6%,3,0.7%,88,2.4%,78,5.4%,72,13.7%,0,0.0%,41,6.7%
Antonio McDyess,31.2,DET,Big,365,58,1.8%,61,1.1%,28,6.9%,83,11.1%,78,19.4%,0,0.0%,78,35.9%
Andre Miller,29.6,DEN,Combo,181,40,0.3%,50,1.2%,100,1.7%,90,3.8%,60,9.0%,100,9.1%,0,0.0%
Brad Miller,29.6,SAC,Big,166,50,1.8%,97,2.0%,53,5.5%,3,1.4%,11,12.2%,89,10.0%,0,0.0%
Mike Miller,25.7,MEM,Wing,107,88,1.0%,22,0.9%,50,4.2%,3,1.1%,81,14.9%,0,0.0%,0,0.0%
Cuttino Mobley,30.2,LAC,Combo,472,60,0.3%,30,0.7%,90,2.4%,70,2.5%,70,9.6%,0,0.0%,80,8.7%
Alonzo Mourning,35.7,MIA,Big,222,100,6.1%,72,1.1%,8,8.7%,75,10.5%,50,15.8%,69,4.5%,75,35.0%
Lamond Murray,32.5,BKN,Forward,190,0,0.0%,12,0.5%,6,6.1%,53,4.5%,24,11.8%,88,5.9%,76,34.4%
Ronald Murray,26.3,CLE,Wing,387,25,0.3%,44,1.1%,72,3.3%,50,3.1%,34,8.5%,0,0.0%,25,2.7%
Steve Nash,31.7,PHX,Point,797,94,0.3%,0,0.5%,88,2.1%,35,1.3%,41,8.8%,0,0.0%,0,0.0%
Andres Nocioni,25.9,CHI,Forward,229,41,0.5%,35,1.0%,47,3.4%,18,2.6%,76,17.7%,0,0.0%,94,48.0%
Dirk Nowitzki,27.4,DAL,Big,980,22,0.8%,81,1.2%,97,2.7%,19,5.2%,97,24.4%,67,3.8%,81,36.3%
Jermaine O'Neal,27.1,IND,Big,216,86,3.7%,19,0.7%,69,4.1%,22,5.6%,58,17.2%,0,0.0%,44,23.1%
Shaquille O'Neal,33.7,MIA,Big,758,69,2.6%,22,0.7%,72,4.1%,94,12.9%,86,21.5%,56,1.0%,50,23.4%
Lamar Odom,26.0,LAL,Forward,313,88,1.5%,6,0.4%,88,2.7%,82,5.5%,100,23.5%,0,0.0%,47,20.0%
Smush Parker,24.4,LAL,Point,258,53,0.2%,94,2.5%,41,3.8%,82,3.4%,18,5.7%,94,6.7%,0,0.0%
Tony Parker,23.5,SAS,Point,473,41,0.1%,65,1.3%,71,2.7%,53,2.0%,53,9.3%,71,3.3%,94,7.1%
Gary Payton,37.3,MIA,Combo,548,50,0.3%,80,2.1%,40,4.3%,50,1.5%,10,6.5%,0,0.0%,50,3.8%
James Posey,28.8,MIA,Wing,595,13,0.2%,66,1.4%,9,5.3%,53,3.2%,84,16.0%,84,1.4%,94,46.2%
Tayshaun Prince,25.7,DET,Wing,744,91,1.2%,13,0.8%,100,1.3%,88,6.4%,31,8.3%,88,1.6%,66,16.4%
Vladimir Radmanovic,25.0,LAC,Forward,243,76,1.3%,71,1.3%,12,6.0%,35,3.8%,59,13.3%,94,6.7%,82,36.8%
Michael Redd,26.2,MIL,Wing,185,0,0.0%,9,0.8%,91,2.3%,97,9.6%,25,6.9%,100,9.1%,41,6.7%
Clifford Robinson,38.9,BKN,Big,197,25,0.9%,100,2.3%,25,7.0%,0,1.2%,6,10.1%,0,0.0%,72,34.8%
Quinton Ross,24.5,LAC,Wing,293,97,1.4%,34,1.1%,6,5.4%,59,3.5%,38,8.7%,0,0.0%,0,0.0%
Bobby Simmons,25.4,MIL,Forward,158,24,0.4%,100,2.7%,59,3.0%,24,2.9%,6,10.6%,0,0.0%,0,0.0%
Joe Smith,30.3,MIL,Big,104,28,1.1%,47,0.9%,22,7.4%,28,5.7%,89,21.7%,0,0.0%,58,30.0%
Eric Snow,32.5,CLE,Point,405,76,0.3%,59,1.3%,35,4.3%,71,2.7%,59,9.3%,0,0.0%,0,0.0%
Jerry Stackhouse,31.0,DAL,Wing,708,47,0.5%,16,0.8%,94,1.9%,47,3.0%,19,6.8%,94,2.7%,31,3.0%
Michael Sweetney,23.0,CHI,Big,118,75,2.8%,75,1.1%,17,8.0%,100,14.4%,53,16.2%,0,0.0%,11,11.1%
Jason Terry,28.1,DAL,Combo,841,30,0.1%,60,1.4%,70,2.6%,40,1.5%,20,7.4%,90,2.1%,60,4.1%
Kenny Thomas,28.3,SAC,Big,147,0,0.0%,86,1.6%,39,6.5%,69,9.7%,17,13.3%,0,0.0%,53,25.0%
Tim Thomas,28.7,PHX,Big,635,19,0.7%,83,1.4%,36,6.6%,11,3.0%,67,17.8%,0,0.0%,36,19.4%
Nick Van Exel,33.9,SAS,Point,128,100,0.9%,41,1.2%,18,5.5%,18,1.0%,76,9.9%,0,0.0%,0,0.0%
Keith Van Horn,30.0,DAL,Forward,162,65,1.1%,0,0.0%,0,6.5%,65,4.8%,82,17.8%,0,0.0%,12,5.9%
Anderson Varejao,23.1,CLE,Big,226,14,0.5%,92,1.7%,3,10.1%,50,8.5%,47,15.6%,72,5.0%,64,33.3%
Jacque Vaughn,30.7,BKN,Combo,153,0,0.0%,0,0.3%,0,7.7%,60,2.2%,0,5.1%,0,0.0%,70,8.3%
Sasha Vujacic,21.7,LAL,Wing,128,0,0.0%,72,1.5%,16,5.1%,34,2.8%,66,12.6%,0,0.0%,0,0.0%
Dwyane Wade,23.8,MIA,Wing,958,100,1.6%,97,2.4%,84,2.6%,63,3.7%,59,11.8%,81,0.9%,53,9.5%
Antoine Walker,29.2,MIA,Forward,856,47,0.5%,59,1.3%,53,3.2%,12,2.3%,41,13.0%,0,0.0%,41,16.9%
Ben Wallace,31.1,DET,Big,638,61,2.1%,94,1.8%,86,3.0%,78,10.6%,92,21.7%,58,1.9%,89,40.0%
Rasheed Wallace,31.1,DET,Big,627,36,1.5%,33,0.8%,61,4.8%,6,2.4%,64,17.7%,83,8.2%,47,23.3%
Luke Walton,25.6,LAL,Forward,234,12,0.2%,76,1.4%,82,2.7%,47,4.5%,71,17.6%,0,0.0%,53,25.0%
Bonzi Wells,29.1,SAC,Wing,248,44,0.5%,28,0.9%,63,3.8%,100,11.6%,97,22.5%,0,0.0%,94,46.2%
Jason Williams,30.0,MIA,Point,679,0,0.0%,35,1.0%,65,2.7%,6,0.6%,29,6.8%,0,0.0%,65,2.0%
Metta World Peace,26.0,SAC,Wing,196,94,1.2%,81,2.0%,78,3.0%,69,4.2%,53,10.9%,0,0.0%,50,9.1%
