Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Steven Adams,20.3,OKC,Big,300,38,-4.5,-12,19,-6.1,19,-3.3%,53,-0.4%,23,-4.9%,81,+6.6,59,-1.6,59,-1.0%,26,-1.9%,65,-1.8%,42,+1.3
LaMarcus Aldridge,28.3,POR,Big,440,91,+24.3,+35,89,+14.7,79,+4.4%,63,-1.2%,59,+1.9%,85,+7.3,89,-9.6,90,-5.4%,95,+5.9%,15,+5.7%,2,+12.9
Ray Allen,38.3,MIA,Wing,526,62,+4.9,+12,71,+5.2,40,-0.1%,57,-0.5%,85,+7.2%,67,+3.0,50,+0.3,86,-4.1%,34,-0.7%,30,+3.0%,23,+4.2
Tony Allen,31.8,MEM,Wing,230,82,+14.1,+30,92,+16.4,67,+2.5%,14,+3.3%,97,+11.2%,99,+18.9,43,+2.3,48,+0.3%,74,+2.4%,22,+4.7%,19,+4.8
Chris Andersen,35.3,MIA,Big,316,59,+2.8,+7,44,-0.9,30,-1.9%,43,+0.7%,86,+7.4%,64,+2.7,67,-3.8,79,-3.1%,40,-0.1%,86,-4.9%,16,+5.7
Alan Anderson,31.0,BKN,Wing,257,47,-0.5,-2,12,-9.4,9,-5.4%,26,+1.6%,49,+0.3%,84,+7.0,86,-8.8,75,-2.8%,61,+1.2%,74,-3.3%,51,-0.1
Pero Antic,31.3,ATL,Big,169,89,+23.1,+52,74,+8.3,38,-0.3%,74,-2.2%,95,+9.5%,45,-1.4,97,-14.7,67,-1.8%,97,+6.3%,90,-6.2%,31,+2.7
Trevor Ariza,28.3,WAS,Wing,407,67,+6.9,+19,58,+1.3,26,-2.3%,60,-1.0%,80,+5.7%,58,+1.3,72,-5.6,67,-1.7%,89,+4.3%,3,+10.7%,81,-5.6
Omer Asik,27.3,HOU,Big,162,63,+5.3,+13,70,+5.1,88,+5.9%,12,+3.4%,98,+12.2%,0,-17.7,52,-0.2,49,+0.3%,53,+0.8%,46,+0.6%,88,-7.4
D.J. Augustin,26.0,CHI,Point,140,93,+25.6,+51,88,+14.6,12,-4.7%,98,-7.3%,81,+6.3%,100,+21.3,92,-11.0,98,-11.0%,64,+1.3%,7,+8.9%,3,+11.4
Harrison Barnes,21.4,GSW,Forward,141,80,+13.2,+32,88,+14.1,56,+1.2%,65,-1.6%,94,+9.0%,93,+10.9,47,+0.9,84,-3.3%,9,-5.3%,92,-7.1%,46,+0.8
Matt Barnes,33.6,LAC,Forward,400,22,-8.6,-21,28,-4.4,60,+1.4%,5,+4.7%,88,+7.9%,30,-3.7,31,+4.2,9,+6.8%,81,+3.0%,87,-4.9%,15,+5.8
