Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Jimmy Butler,29.1,PHI,Forward,421,93,-6.6%,86,-8.6%,30,+5.2%,37,+2.0%,26,+3.6%,43,+3.2%,89,-8.7%,86,-6.6%
Clint Capela,24.5,HOU,Big,330,57,-0.3%,84,-7.8%,89,-9.2%,17,+10.4%,63,-1.6%,56,-1.1%,23,+5.6%,34,+3.6%
DeMarre Carroll,32.3,BKN,Forward,119,50,+0.7%,58,-0.3%,8,+14.2%,47,-0.2%,12,+8.6%,64,-2.9%,80,-5.0%,75,-4.2%
Darren Collison,31.2,IND,Point,116,70,-1.9%,68,-3.1%,64,-2.8%,83,-10.5%,88,-6.5%,10,+27.6%,82,-5.4%,44,+2.0%
Pat Connaughton,25.8,MIL,Wing,294,85,-4.9%,91,-11.2%,42,+2.4%,69,-5.9%,62,-1.6%,54,-0.1%,67,-2.3%,64,-1.7%
DeMarcus Cousins,28.2,GSW,Big,133,73,-2.2%,48,+1.3%,41,+2.5%,33,+2.8%,36,+2.1%,69,-4.0%,73,-3.3%,73,-3.4%
Jae Crowder,28.3,UTA,Big,130,36,+3.1%,32,+5.8%,82,-6.4%,93,-16.7%,93,-7.6%,28,+10.2%,34,+2.0%,29,+4.3%
Seth Curry,28.2,POR,Wing,319,94,-7.7%,97,-14.6%,62,-2.4%,60,-3.9%,71,-2.9%,47,+1.4%,66,-2.3%,61,-1.3%
Stephen Curry,30.6,GSW,Point,845,72,-2.0%,78,-4.9%,63,-2.7%,63,-4.4%,73,-3.3%,45,+2.5%,39,+1.3%,49,+1.6%
DeMar DeRozan,29.2,SAS,Wing,248,9,+7.8%,98,-15.1%,18,+8.4%,3,+26.5%,4,+13.7%,12,+26.6%,5,+14.8%,1,+16.7%
Spencer Dinwiddie,25.6,BKN,Combo,131,82,-3.9%,36,+4.8%,73,-5.0%,78,-8.0%,84,-5.9%,73,-4.9%,88,-8.2%,93,-8.4%
Andre Drummond,25.2,DET,Big,127,0,+22.3%,0,+23.8%,3,+20.0%,23,+7.6%,2,+17.9%,27,+10.3%,1,+18.1%,2,+16.4%
Kevin Durant,30.1,GSW,Forward,441,64,-1.1%,88,-9.8%,38,+3.5%,86,-11.8%,61,-1.0%,39,+4.9%,48,-0.0%,52,+0.9%
Wayne Ellington,30.9,DET,Wing,128,48,+1.3%,22,+9.2%,99,-21.1%,64,-5.0%,98,-15.5%,15,+20.0%,47,+0.1%,38,+3.4%
Joel Embiid,24.6,PHI,Big,334,98,-12.7%,94,-13.2%,98,-17.2%,79,-8.0%,97,-14.0%,89,-18.2%,68,-2.4%,79,-5.0%
James Ennis,28.3,PHI,Wing,224,42,+2.2%,14,+11.8%,38,+3.5%,96,-19.1%,78,-4.6%,53,0.0%,58,-1.7%,62,-1.4%
Derrick Favors,27.3,UTA,Big,103,89,-5.9%,83,-7.8%,29,+5.4%,53,-2.5%,23,+3.9%,51,+0.7%,93,-11.3%,89,-7.9%
Bryn Forbes,25.3,SAS,Combo,207,71,-2.0%,61,-0.9%,95,-14.2%,16,+10.7%,91,-7.3%,13,+26.3%,61,-2.0%,43,+2.6%
Evan Fournier,26.0,ORL,Wing,172,29,+4.4%,26,+7.6%,12,+12.7%,89,-13.5%,57,-0.3%,24,+10.9%,42,+1.0%,40,+2.9%
Danilo Gallinari,30.2,LAC,Big,201,73,-2.1%,80,-6.4%,17,+8.7%,53,-2.1%,28,+3.2%,57,-1.2%,88,-8.1%,84,-6.0%
Marc Gasol,33.8,TOR,Big,733,18,+6.3%,53,+0.1%,13,+11.2%,12,+13.3%,8,+12.1%,36,+7.3%,36,+1.9%,37,+3.5%
Rudy Gay,32.2,SAS,Forward,176,63,-0.9%,23,+9.1%,63,-2.6%,20,+9.7%,47,+0.8%,21,+16.2%,98,-12.5%,90,-8.0%
Paul George,28.5,OKC,Wing,203,99,-13.6%,43,+2.6%,100,-30.3%,99,-29.9%,100,-30.1%,100,-60.6%,52,-0.6%,99,-15.6%
Rudy Gobert,26.3,UTA,Big,152,3,+10.9%,1,+19.3%,61,-2.4%,2,+33.3%,19,+5.0%,81,-8.7%,6,+12.5%,13,+7.2%
Aaron Gordon,23.1,ORL,Forward,160,6,+9.2%,6,+16.1%,69,-4.0%,10,+13.8%,23,+4.2%,90,-19.1%,2,+16.5%,22,+5.0%
Eric Gordon,29.9,HOU,Wing,408,18,+6.3%,31,+6.0%,33,+3.9%,57,-3.2%,44,+1.0%,40,+4.8%,27,+4.8%,25,+4.9%
Jerami Grant,24.6,OKC,Big,176,23,+5.4%,18,+9.8%,3,+23.3%,92,-14.9%,22,+4.5%,19,+16.7%,92,-10.5%,74,-4.2%
Danny Green,31.4,TOR,Wing,683,46,+1.4%,67,-2.5%,36,+3.5%,55,-2.6%,42,+1.3%,46,+1.8%,26,+4.9%,28,+4.4%
Draymond Green,28.7,GSW,Big,850,83,-4.0%,95,-13.5%,90,-9.6%,46,-0.1%,88,-6.6%,55,-0.2%,28,+4.4%,35,+3.6%
JaMychal Green,28.4,LAC,Big,138,43,+1.7%,54,0.0%,96,-15.1%,52,-2.1%,93,-8.0%,35,+7.6%,15,+7.1%,13,+7.2%
James Harden,29.2,HOU,Combo,423,17,+6.4%,60,-0.9%,11,+12.7%,28,+4.9%,10,+10.1%,37,+7.1%,33,+2.1%,33,+3.7%
Maurice Harkless,25.5,POR,Forward,387,3,+9.7%,11,+12.3%,57,-1.1%,48,-0.7%,58,-0.9%,25,+10.7%,8,+10.9%,6,+10.5%
Montrezl Harrell,24.8,LAC,Big,157,22,+5.5%,33,+5.8%,75,-5.1%,34,+2.7%,60,-0.9%,16,+19.8%,18,+6.5%,9,+8.3%
Gary Harris,24.1,DEN,Wing,517,88,-5.7%,82,-6.5%,83,-6.9%,14,+11.1%,53,+0.3%,95,-34.8%,71,-2.7%,92,-8.2%
Joe Harris,27.2,BKN,Wing,147,30,+4.1%,16,+10.5%,97,-15.1%,67,-5.6%,96,-11.5%,8,+30.0%,33,+2.1%,8,+10.0%
Tobias Harris,26.3,PHI,Forward,443,43,+2.0%,70,-3.5%,71,-4.6%,3,+27.6%,11,+8.7%,28,+10.2%,49,-0.3%,48,+1.7%
Gordon Hayward,28.6,BOS,Wing,264,51,+0.5%,96,-14.1%,27,+6.4%,90,-13.7%,76,-3.7%,68,-3.7%,13,+8.5%,19,+5.9%
George Hill,32.5,MIL,Combo,386,49,+1.1%,48,+1.3%,67,-3.6%,76,-7.1%,80,-4.9%,23,+11.1%,35,+2.0%,28,+4.5%
Rodney Hood,26.0,POR,Wing,370,95,-8.1%,93,-13.0%,44,+2.2%,51,-1.5%,50,+0.5%,76,-5.9%,84,-5.8%,81,-5.5%
Al Horford,32.4,BOS,Big,309,57,-0.4%,20,+9.5%,55,-0.9%,18,+10.3%,20,+4.7%,93,-24.4%,64,-2.1%,85,-6.3%
Danuel House,25.4,HOU,Forward,134,84,-4.2%,62,-1.2%,56,-1.1%,13,+13.1%,34,+2.3%,52,+0.7%,95,-11.8%,91,-8.1%
Serge Ibaka,29.1,TOR,Big,490,88,-5.8%,63,-1.9%,70,-4.1%,87,-12.3%,92,-7.4%,82,-9.4%,70,-2.6%,78,-4.6%
Andre Iguodala,34.8,GSW,Wing,629,47,+1.3%,35,+4.9%,34,+3.9%,63,-4.5%,41,+1.5%,78,-6.9%,37,+1.8%,54,+0.1%
Ersan Ilyasova,31.5,MIL,Big,249,61,-0.6%,27,+6.8%,77,-5.6%,36,+2.2%,70,-2.8%,71,-4.4%,53,-0.9%,68,-1.9%
Joe Ingles,31.1,UTA,Wing,150,4,+9.2%,53,+0.1%,65,-3.3%,72,-6.5%,77,-3.9%,11,+27.1%,21,+6.0%,5,+11.7%
Kyrie Irving,26.6,BOS,Point,329,12,+7.3%,9,+12.9%,13,+11.5%,8,+14.7%,5,+13.6%,9,+28.1%,72,-2.9%,45,+2.0%
Reggie Jackson,28.5,DET,Point,107,8,+8.7%,15,+10.7%,16,+9.4%,67,-5.6%,15,+5.9%,42,+4.2%,25,+5.0%,24,+4.9%
Jonas Jerebko,31.7,GSW,Big,105,32,+3.8%,8,+13.1%,35,+3.6%,41,+1.1%,33,+2.4%,22,+14.5%,78,-4.8%,60,-1.2%
Nikola Jokic,23.7,DEN,Big,556,96,-10.3%,90,-10.8%,53,-0.4%,50,-1.4%,59,-0.9%,98,-40.2%,86,-7.7%,98,-15.2%
Enes Kanter,26.5,POR,Big,460,44,+1.6%,45,+1.8%,37,+3.5%,43,+0.4%,35,+2.3%,48,+0.8%,56,-1.6%,58,-1.0%
Caris LeVert,24.2,BKN,Wing,144,76,-2.6%,83,-6.6%,46,+1.6%,95,-18.4%,86,-5.9%,26,+10.7%,55,-1.1%,43,+2.5%
Kawhi Leonard,27.3,TOR,Forward,939,21,+5.6%,38,+3.5%,68,-3.7%,27,+6.9%,48,+0.6%,70,-4.3%,12,+9.0%,18,+6.4%
Meyers Leonard,26.7,POR,Big,166,38,+2.9%,3,+17.6%,78,-5.7%,25,+7.2%,55,-0.3%,53,+0.5%,87,-7.8%,82,-5.8%
Damian Lillard,28.3,POR,Point,650,7,+9.1%,7,+14.2%,54,-0.8%,9,+14.4%,17,+5.7%,32,+9.5%,57,-1.7%,50,+1.1%
Shaun Livingston,33.1,GSW,Combo,321,65,-1.3%,43,+2.5%,22,+7.5%,75,-7.0%,30,+3.0%,59,-1.3%,77,-4.3%,73,-3.7%
Kevon Looney,22.7,GSW,Big,429,83,-4.2%,69,-3.4%,53,-0.5%,84,-11.0%,75,-3.7%,68,-3.8%,65,-2.2%,69,-2.5%
Brook Lopez,30.6,MIL,Big,437,77,-3.0%,92,-11.3%,6,+16.3%,65,-5.2%,18,+5.5%,73,-4.8%,51,-0.5%,63,-1.7%
Kyle Lowry,32.6,TOR,Point,898,39,+2.9%,55,-0.1%,79,-5.9%,18,+10.1%,48,+0.7%,63,-2.9%,22,+6.0%,39,+3.3%
Wesley Matthews,32.0,IND,Wing,118,33,+3.5%,13,+12.0%,15,+9.8%,98,-22.2%,74,-3.7%,19,+16.7%,46,+0.3%,30,+4.3%
CJ McCollum,27.1,POR,Combo,635,16,+6.4%,2,+18.9%,92,-10.7%,48,-0.4%,87,-6.0%,80,-8.7%,19,+6.4%,42,+2.8%
Khris Middleton,27.2,MIL,Wing,515,25,+5.1%,25,+8.0%,8,+14.3%,44,+0.2%,13,+7.9%,91,-20.2%,18,+6.7%,57,-0.6%
Patty Mills,30.2,SAS,Combo,149,79,-3.2%,87,-8.9%,21,+7.7%,81,-8.8%,28,+3.2%,2,+35.1%,98,-12.6%,78,-4.8%
Paul Millsap,33.7,DEN,Big,468,63,-1.0%,49,+1.2%,74,-5.0%,22,+7.9%,56,-0.3%,61,-1.7%,68,-2.5%,63,-1.5%
Nikola Mirotic,27.7,MIL,Big,280,15,+6.5%,13,+12.1%,48,+0.8%,38,+1.6%,38,+2.0%,33,+8.3%,38,+1.7%,38,+3.3%
Marcus Morris,29.2,BOS,Big,254,69,-1.8%,73,-3.8%,81,-6.3%,58,-3.2%,79,-4.8%,75,-5.7%,60,-1.9%,71,-2.7%
Jamal Murray,21.7,DEN,Combo,504,68,-1.8%,65,-2.4%,88,-9.2%,13,+12.4%,57,-0.4%,94,-32.7%,30,+3.8%,66,-1.7%
Chris Paul,33.5,HOU,Point,396,81,-3.6%,76,-4.8%,23,+7.1%,88,-12.9%,46,+0.8%,56,-1.1%,54,-1.1%,59,-1.0%
Mason Plumlee,28.7,DEN,Big,208,24,+5.2%,64,-2.2%,40,+2.9%,83,-10.5%,64,-1.9%,4,+32.9%,8,+10.1%,3,+14.1%
Jakob Poeltl,23.0,SAS,Big,176,53,+0.1%,71,-3.6%,58,-1.6%,73,-6.5%,72,-3.0%,78,-7.2%,16,+6.8%,27,+4.5%
Norman Powell,25.4,TOR,Wing,341,91,-6.4%,57,-0.1%,48,+1.2%,91,-14.1%,82,-5.0%,60,-1.4%,91,-9.5%,88,-7.8%
JJ Redick,34.4,PHI,Wing,375,62,-0.7%,72,-3.8%,86,-8.0%,26,+7.0%,68,-2.3%,83,-10.6%,17,+6.8%,32,+3.8%
Austin Rivers,26.3,HOU,Combo,208,75,-2.4%,75,-4.3%,59,-1.8%,38,+1.9%,54,-0.2%,67,-3.4%,53,-0.9%,65,-1.7%
Terrence Ross,27.7,ORL,Wing,143,86,-5.5%,12,+12.2%,93,-12.2%,100,-32.7%,99,-18.6%,86,-14.7%,83,-5.6%,94,-8.7%
Terry Rozier,24.6,BOS,Combo,149,97,-11.3%,98,-15.8%,87,-8.0%,85,-11.8%,94,-10.1%,96,-37.5%,50,-0.3%,88,-7.3%
Ricky Rubio,28.0,UTA,Point,167,8,+7.8%,47,+1.4%,5,+16.5%,1,+40.3%,0,+21.5%,23,+11.4%,31,+3.3%,23,+4.9%
D'Angelo Russell,22.7,BKN,Combo,147,14,+6.9%,52,+0.5%,39,+3.1%,4,+22.1%,8,+10.6%,84,-12.5%,9,+9.6%,23,+4.9%
Dennis Schroder,25.1,OKC,Combo,150,40,+2.4%,5,+16.4%,43,+2.4%,5,+20.9%,9,+10.4%,87,-15.3%,93,-11.0%,97,-12.1%
Mike Scott,30.3,PHI,Big,192,52,+0.1%,19,+9.7%,52,-0.4%,73,-6.5%,68,-2.6%,30,+9.6%,90,-9.0%,83,-6.0%
Iman Shumpert,28.4,HOU,Wing,102,56,-0.1%,24,+8.1%,94,-12.7%,31,+3.8%,83,-5.7%,41,+4.6%,44,+0.7%,47,+1.8%
Pascal Siakam,24.6,TOR,Big,888,41,+2.4%,59,-0.4%,68,-3.7%,19,+9.9%,38,+1.8%,43,+2.9%,29,+4.4%,33,+3.7%
Ben Simmons,22.3,PHI,Combo,420,78,-3.2%,93,-11.8%,60,-2.0%,21,+8.6%,39,+1.8%,72,-4.7%,45,+0.6%,53,+0.2%
Klay Thompson,28.7,GSW,Wing,817,33,+3.7%,51,+0.6%,43,+2.2%,33,+2.9%,33,+2.4%,34,+8.0%,32,+2.4%,36,+3.5%
PJ Tucker,33.5,HOU,Big,425,90,-6.1%,44,+2.0%,49,+0.1%,97,-19.9%,90,-7.3%,38,+5.6%,99,-12.9%,87,-7.3%
Evan Turner,30.0,POR,Combo,245,87,-5.6%,85,-8.0%,50,-0.1%,45,+0.2%,53,+0.1%,65,-3.1%,79,-4.9%,77,-4.4%
Myles Turner,22.6,IND,Big,125,31,+4.0%,57,-0.3%,19,+8.2%,74,-6.6%,43,+1.0%,1,+35.7%,74,-3.4%,26,+4.6%
Fred VanVleet,24.7,TOR,Combo,578,78,-3.1%,46,+1.7%,57,-1.6%,59,-3.8%,69,-2.7%,48,+1.3%,85,-6.2%,76,-4.2%
Nikola Vucevic,28.0,ORL,Big,147,5,+9.2%,18,+9.8%,4,+18.9%,30,+3.8%,7,+12.7%,83,-10.4%,7,+12.5%,21,+5.2%
Russell Westbrook,30.0,OKC,Point,197,13,+7.0%,56,-0.1%,1,+34.3%,28,+4.5%,1,+18.4%,0,+50.0%,97,-12.0%,70,-2.6%
Lou Williams,32.0,LAC,Combo,175,27,+4.8%,10,+12.7%,98,-18.5%,93,-17.3%,98,-17.7%,50,+0.7%,3,+15.5%,3,+12.8%
Thaddeus Young,30.4,IND,Big,130,28,+4.7%,28,+6.6%,31,+5.0%,82,-9.1%,63,-1.8%,77,-6.5%,10,+9.3%,10,+7.7%
Quinn Cook,25.6,GSW,Point,178,38,+3.0%,17,+10.0%,76,-5.4%,7,+18.4%,51,+0.4%,38,+5.0%,57,-1.6%,55,-0.1%
Torrey Craig,27.9,DEN,Wing,326,55,-0.1%,34,+5.5%,26,+6.5%,29,+4.2%,18,+5.5%,66,-3.2%,94,-11.7%,95,-10.2%
Monte Morris,23.3,DEN,Point,212,34,+3.3%,33,+5.8%,20,+7.9%,80,-8.6%,43,+1.3%,6,+31.0%,63,-2.1%,41,+2.8%
Alfonzo McKinnie,26.1,GSW,Wing,219,48,+1.1%,41,+2.8%,51,-0.1%,23,+7.9%,29,+3.0%,63,-2.5%,59,-1.8%,67,-1.9%
Jonathan Isaac,21.1,ORL,Big,136,68,-1.6%,100,-21.4%,23,+7.1%,32,+3.3%,16,+5.8%,7,+30.4%,69,-2.6%,11,+7.6%
Jayson Tatum,20.7,BOS,Forward,292,53,+0.1%,28,+6.7%,28,+6.1%,61,-4.1%,45,+1.0%,85,-13.5%,43,+0.7%,68,-2.1%
Sterling Brown,23.7,MIL,Wing,138,60,-0.6%,81,-6.4%,45,+2.0%,8,+17.6%,13,+7.7%,62,-2.2%,73,-3.1%,72,-2.8%
Derrick White,24.3,SAS,Point,190,28,+4.7%,8,+13.4%,88,-9.1%,24,+7.2%,78,-4.7%,97,-38.9%,3,+15.1%,17,+6.6%
Terrance Ferguson,20.5,OKC,Wing,124,13,+7.1%,89,-10.7%,32,+5.0%,39,+1.5%,27,+3.3%,18,+17.0%,0,+19.5%,0,+19.1%
Zach Collins,21.0,POR,Big,268,93,-7.2%,99,-18.8%,47,+1.5%,78,-7.5%,66,-2.3%,49,+0.7%,38,+1.6%,48,+1.7%
Jarrett Allen,20.5,BKN,Big,110,45,+1.5%,40,+3.1%,85,-7.3%,62,-4.2%,83,-5.9%,14,+21.4%,43,+0.9%,14,+7.1%
Luke Kennard,22.4,DET,Wing,121,26,+4.8%,88,-9.0%,2,+23.3%,67,-5.6%,3,+15.2%,29,+10.0%,24,+5.4%,16,+6.7%
Donovan Mitchell,22.1,UTA,Combo,193,2,+11.9%,3,+16.8%,66,-3.6%,0,+43.8%,31,+2.8%,88,-16.0%,4,+14.9%,12,+7.5%
Royce O'Neale,25.4,UTA,Wing,134,100,-15.2%,79,-5.8%,78,-5.9%,98,-25.0%,95,-10.2%,98,-44.7%,62,-2.1%,98,-13.8%
Shai Gilgeous-Alexander,20.3,LAC,Point,170,37,+3.0%,73,-3.9%,0,+35.4%,35,+2.3%,3,+17.6%,17,+18.4%,96,-12.0%,80,-5.5%
Landry Shamet,21.6,LAC,Wing,171,98,-12.0%,63,-1.5%,33,+4.4%,57,-3.2%,52,+0.4%,92,-20.6%,100,-23.1%,100,-22.0%
