Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Jermaine O'Neal,32.1,BOS,Big,196,28,12.6%,67,110.6,44,5.8%,65,0.46,42,15.5%
Lamar Odom,31.0,LAL,Big,284,70,20.6%,58,103.6,93,13.6%,84,0.66,70,12.0%
Emeka Okafor,28.1,NOP,Big,187,21,10.7%,91,122.2,0,0.0%,0,0.00,2,30.4%
Zaza Pachulia,26.7,ATL,Big,193,26,11.6%,77,114.7,79,11.0%,100,0.95,19,19.6%
Tony Parker,28.5,SAS,Point,220,84,30.9%,58,104.4,63,30.1%,21,0.97,47,14.0%
Chris Paul,25.5,NOP,Point,249,79,30.1%,100,134.4,100,52.7%,95,1.75,26,14.7%
Kendrick Perkins,26.0,OKC,Big,478,12,10.0%,40,97.5,30,4.3%,56,0.43,5,25.7%
Paul Pierce,33.1,BOS,Wing,342,82,24.5%,74,115.0,62,13.2%,41,0.54,26,13.1%
Zach Randolph,29.3,MEM,Big,515,95,26.0%,63,107.0,84,11.4%,58,0.44,91,9.2%
JJ Redick,26.4,ORL,Wing,116,56,19.7%,18,90.9,38,7.4%,24,0.37,38,12.4%
Jason Richardson,29.8,ORL,Wing,153,38,17.0%,18,90.9,44,7.9%,32,0.46,97,3.8%
Rajon Rondo,24.7,BOS,Point,344,68,26.0%,47,103.3,89,40.8%,84,1.57,5,17.6%
Derrick Rose,22.1,CHI,Point,648,100,37.4%,42,102.1,84,39.8%,37,1.07,68,11.0%
Brandon Roy,26.3,POR,Wing,137,74,21.4%,71,114.3,88,23.0%,94,1.07,88,6.8%
Thabo Sefolosha,26.5,OKC,Wing,344,6,11.4%,59,108.2,24,6.2%,47,0.55,0,18.0%
Josh Smith,24.9,ATL,Forward,436,83,25.2%,17,90.0,92,15.2%,50,0.60,75,11.2%
DeShawn Stevenson,29.6,DAL,Wing,326,18,14.3%,50,106.8,32,6.9%,38,0.48,50,10.8%
Peja Stojakovic,33.4,DAL,Wing,348,26,15.7%,62,108.9,12,3.3%,12,0.21,79,7.9%
Amar'e Stoudemire,28.0,NYK,Big,133,93,25.2%,16,87.9,81,11.3%,63,0.45,37,15.6%
Jeff Teague,22.4,ATL,Point,228,32,19.7%,89,117.6,32,20.8%,32,1.05,84,8.0%
Jason Terry,33.1,DAL,Wing,682,79,23.1%,91,120.7,71,18.0%,79,0.78,59,9.7%
Hedo Turkoglu,31.6,ORL,Wing,209,65,20.3%,3,74.3,82,21.0%,91,1.03,76,7.9%
Greivis Vasquez,23.8,MEM,Wing,129,68,20.8%,56,107.1,97,27.2%,97,1.30,24,13.3%
Dwyane Wade,28.8,MIA,Wing,825,94,31.1%,68,114.2,91,23.7%,76,0.76,41,12.0%
Gerald Wallace,28.3,POR,Forward,225,75,21.9%,58,108.5,83,13.5%,75,0.62,33,15.3%
CJ Watson,26.5,CHI,Point,122,89,32.7%,5,86.0,95,42.6%,79,1.30,16,17.0%
Delonte West,27.3,BOS,Combo,166,33,19.2%,100,113.5,33,14.5%,44,0.75,0,17.2%
Russell Westbrook,22.0,OKC,Point,637,95,37.2%,37,99.0,79,34.1%,11,0.92,21,14.7%
Lou Williams,24.0,PHI,Point,126,63,24.8%,16,91.5,21,19.7%,5,0.79,100,6.1%
Marvin Williams,24.4,ATL,Forward,200,25,14.3%,8,87.0,8,4.9%,8,0.34,8,16.8%
Metta World Peace,31.0,LAL,Wing,284,32,16.0%,38,104.7,59,11.4%,68,0.71,65,9.4%
Sam Young,25.4,MEM,Wing,245,53,18.3%,26,98.0,6,1.5%,3,0.08,74,8.3%
Thaddeus Young,22.4,PHI,Big,123,88,24.1%,2,82.3,63,7.3%,40,0.30,81,11.0%
