Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Dillon Brooks,28.8,HOU,Forward,205,43,52.4%,65,52.9%,35,34.5%,0,83.3%,74,54%,61,50%,83,31%,70,90%
Jaylen Brown,28.0,BOS,Wing,402,29,50.0%,46,49.2%,35,33.9%,40,75.8%,100,40%,79,45%,96,15%,92,71%
Jalen Brunson,28.2,NYK,Point,680,36,52.3%,36,51.4%,57,36.1%,40,85.1%,79,19%,93,11%,79,11%,71,42%
Thomas Bryant,27.3,IND,Big,146,82,63.3%,18,46.7%,0,53.3%,0,83.3%,3,93%,6,83%,0,100%,29,100%
Jimmy Butler,35.1,GSW,Forward,436,26,50.3%,48,50.4%,13,33.3%,40,78.4%,87,46%,87,38%,70,37%,83,85%
Kentavious Caldwell-Pope,31.7,ORL,Wing,189,0,32.9%,4,25.0%,0,23.3%,0,83.3%,17,89%,0,0%,63,50%,4,100%
Wendell Carter,25.5,ORL,Big,188,62,59.6%,85,65.8%,0,28.6%,0,57.1%,59,66%,59,58%,53,67%,29,100%
Alex Caruso,30.7,OKC,Forward,561,78,57.3%,30,50.0%,83,42.0%,60,79.5%,30,83%,26,70%,52,50%,0,100%
Mike Conley,37.1,MIN,Point,356,0,40.6%,0,25.0%,43,33.3%,0,92.3%,7,76%,7,67%,7,50%,21,85%
Cade Cunningham,23.1,DET,Combo,247,5,44.6%,42,49.5%,0,17.9%,50,83.3%,100,13%,89,19%,100,7%,95,20%
Stephen Curry,36.6,GSW,Point,318,79,60.4%,79,55.9%,71,41.3%,100,92.7%,36,48%,29,44%,14,42%,57,53%
Donte DiVincenzo,27.8,MIN,Combo,369,21,48.0%,37,47.4%,33,32.9%,0,76.9%,11,76%,53,40%,16,63%,16,93%
Luka Doncic,25.7,LAL,Point,207,43,52.5%,57,53.4%,50,35.6%,80,89.1%,50,32%,14,50%,64,16%,79,38%
Luguentz Dort,25.5,OKC,Wing,665,38,51.5%,50,50.0%,43,34.5%,0,63.6%,13,95%,21,91%,8,100%,25,96%
Kris Dunn,30.6,LAC,Combo,151,37,50.0%,26,43.8%,50,35.7%,0,0.0%,0,100%,0,100%,0,100%,0,100%
Jalen Duren,21.0,DET,Big,203,88,65.0%,82,65.0%,0,0.0%,0,82.6%,68,62%,50,59%,44,75%,0,0%
Tari Eason,23.5,HOU,Forward,131,74,57.0%,70,56.0%,57,38.9%,0,50.0%,48,67%,61,50%,52,50%,0,100%
Zach Edey,22.6,MEM,Big,172,65,60.0%,68,60.0%,0,0.0%,0,66.7%,44,71%,35,65%,0,100%,0,0%
Anthony Edwards,23.2,MIN,Combo,584,74,53.8%,63,53.0%,67,36.2%,13,71.9%,63,46%,37,44%,74,29%,68,61%
Dorian Finney-Smith,31.5,LAL,Forward,169,52,53.4%,30,50.0%,43,36.8%,0,0.0%,13,92%,13,80%,0,0%,0,100%
Darius Garland,24.8,CLE,Point,147,21,49.2%,71,55.9%,21,29.4%,0,91.7%,71,24%,50,33%,57,19%,86,30%
Shai Gilgeous-Alexander,26.3,OKC,Point,849,29,49.9%,43,51.5%,14,29.1%,60,87.6%,100,12%,86,13%,86,11%,100,19%
Rudy Gobert,32.4,MIN,Big,411,56,58.2%,59,58.2%,0,0.0%,6,52.0%,65,63%,41,64%,79,50%,0,0%
Aaron Gordon,29.1,DEN,Big,521,38,55.1%,44,54.1%,52,37.9%,88,86.0%,62,64%,62,54%,53,67%,82,82%
AJ Green,25.1,MIL,Wing,134,96,71.1%,0,0.0%,100,51.4%,0,50.0%,0,100%,0,0%,0,0%,4,100%
Draymond Green,34.7,GSW,Big,418,6,45.5%,35,54.0%,10,25.8%,0,73.3%,24,79%,35,65%,50,70%,29,100%
Jalen Green,22.7,HOU,Wing,214,8,44.8%,29,45.2%,9,29.5%,0,66.7%,92,47%,75,47%,63,50%,100,46%
Rui Hachimura,26.7,LAL,Forward,182,96,62.3%,30,50.0%,96,48.4%,0,100.0%,9,96%,9,90%,13,100%,0,100%
Tyrese Haliburton,24.7,IND,Combo,770,89,56.4%,95,59.0%,44,34.6%,63,83.6%,84,36%,79,24%,58,32%,84,48%
Tim Hardaway Jr.,32.6,DET,Forward,188,9,45.1%,13,42.1%,9,30.8%,0,80.0%,22,88%,17,75%,30,75%,61,94%
James Harden,35.2,LAC,Point,275,50,52.5%,29,49.1%,64,37.2%,20,81.8%,93,18%,79,13%,71,15%,93,25%
Tobias Harris,32.3,DET,Forward,232,57,53.6%,30,50.0%,74,40.9%,0,100.0%,48,67%,91,38%,48,63%,0,100%
Josh Hart,29.7,NYK,Wing,641,54,54.2%,63,53.3%,61,37.0%,60,77.8%,63,71%,46,65%,75,45%,33,95%
Isaiah Hartenstein,26.5,OKC,Big,515,76,62.4%,76,62.4%,0,0.0%,29,66.7%,41,72%,44,61%,32,88%,0,0%
Sam Hauser,26.9,BOS,Forward,106,70,56.3%,100,100.0%,13,33.3%,0,100.0%,0,100%,4,100%,13,100%,0,100%
Tyler Herro,24.8,MIA,Combo,225,79,55.7%,79,55.9%,78,37.0%,75,84.6%,47,56%,63,30%,21,52%,42,76%
Buddy Hield,31.9,GSW,Wing,338,46,53.1%,8,40.8%,83,41.3%,0,92.9%,58,74%,63,54%,79,43%,58,88%
Haywood Highsmith,27.9,MIA,Forward,139,100,71.9%,96,88.9%,87,43.5%,0,0.0%,17,89%,48,60%,13,100%,0,100%
Jrue Holiday,34.4,BOS,Combo,263,95,56.8%,89,58.8%,56,36.0%,0,69.2%,32,62%,5,69%,84,25%,63,67%
Chet Holmgren,22.5,OKC,Big,684,26,51.3%,47,54.9%,19,29.7%,76,77.7%,26,78%,29,68%,38,83%,29,100%
Al Horford,38.4,BOS,Big,347,53,57.7%,38,54.1%,76,41.2%,0,85.7%,29,76%,74,45%,41,78%,29,100%
DeAndre Hunter,26.9,CLE,Forward,185,43,52.4%,9,40.5%,91,46.2%,80,84.6%,70,63%,17,75%,65,43%,96,67%
Jaren Jackson,25.1,MEM,Big,211,15,47.8%,3,40.9%,90,44.0%,0,86.4%,50,68%,68,50%,65,58%,29,100%
LeBron James,39.8,LAL,Big,203,35,54.5%,50,55.0%,33,35.7%,71,77.5%,71,60%,50,59%,74,55%,91,70%
Ty Jerome,27.3,CLE,Combo,186,16,47.8%,16,41.1%,94,39.4%,0,85.0%,95,28%,68,29%,84,25%,89,31%
Isaiah Joe,25.3,OKC,Wing,167,67,55.1%,96,76.9%,22,32.6%,0,71.4%,21,88%,8,100%,46,67%,63,87%
Nikola Jokic,29.7,DEN,Big,562,41,55.2%,26,52.8%,81,41.3%,65,77.2%,85,49%,82,40%,85,45%,88,73%
Derrick Jones Jr.,27.7,LAC,Big,128,21,50.0%,29,53.6%,24,30.0%,0,37.5%,9,86%,15,75%,35,86%,29,100%
Cory Joseph,33.2,ORL,Point,142,57,53.3%,100,70.0%,29,30.0%,0,100.0%,0,92%,0,100%,0,75%,0,100%
Luke Kornet,29.3,BOS,Big,180,100,72.4%,100,72.4%,0,0.0%,0,100.0%,53,67%,32,65%,0,100%,0,0%
Jonathan Kuminga,22.1,GSW,Forward,184,61,54.3%,61,51.5%,78,41.7%,10,72.4%,48,67%,39,65%,52,50%,70,90%
Kawhi Leonard,33.3,LAC,Forward,264,91,60.0%,83,59.3%,70,40.0%,30,77.8%,83,48%,78,41%,87,31%,65,93%
Kevon Looney,28.7,GSW,Big,128,3,44.0%,12,44.0%,0,0.0%,0,75.0%,94,45%,100,25%,0,100%,0,0%
Bennedict Mathurin,22.4,IND,Wing,369,58,54.3%,75,55.8%,48,34.6%,80,86.0%,79,67%,33,72%,83,38%,71,83%
Miles McBride,24.1,NYK,Combo,334,32,49.4%,5,38.7%,72,36.8%,0,82.4%,53,55%,95,0%,74,29%,47,76%
TJ McConnell,32.6,IND,Point,385,64,57.0%,64,55.3%,0,50.0%,0,84.0%,64,28%,57,23%,43,23%,14,86%
Jaden McDaniels,24.1,MIN,Forward,494,83,57.7%,78,57.9%,52,38.2%,100,89.3%,43,70%,52,59%,43,63%,0,100%
Sam Merrill,28.5,CLE,Wing,159,71,56.4%,100,100.0%,57,36.8%,0,66.7%,29,87%,96,0%,0,0%,42,93%
Davion Mitchell,26.2,MIA,Point,209,100,72.7%,93,64.7%,100,57.1%,0,53.8%,43,44%,43,38%,50,21%,36,75%
Donovan Mitchell,28.2,CLE,Combo,288,63,52.4%,58,52.7%,39,34.6%,25,73.9%,79,36%,84,20%,53,32%,74,57%
Evan Mobley,23.4,CLE,Big,257,94,67.4%,91,66.1%,100,46.7%,0,84.0%,53,67%,21,71%,94,33%,85,79%
Moses Moody,22.4,GSW,Wing,214,13,45.1%,25,44.4%,13,29.8%,0,81.8%,88,60%,83,40%,46,67%,92,71%
Ja Morant,25.2,MEM,Point,149,7,43.2%,14,45.1%,7,25.0%,0,81.0%,86,18%,71,20%,100,0%,29,83%
Jamal Murray,27.7,DEN,Combo,578,53,51.6%,47,50.0%,61,36.2%,100,87.5%,74,40%,42,44%,68,29%,79,50%
Andrew Nembhard,24.8,IND,Combo,762,84,56.1%,32,46.7%,100,48.2%,38,79.5%,58,53%,32,45%,47,37%,53,75%
Aaron Nesmith,25.0,IND,Wing,649,88,61.1%,21,43.8%,91,49.2%,100,86.1%,25,87%,54,63%,29,75%,21,98%
Gary Payton II,31.9,GSW,Wing,199,79,57.3%,67,55.6%,78,39.3%,0,0.0%,8,96%,17,92%,8,100%,4,100%
Scotty Pippen,24.0,MEM,Combo,189,26,49.3%,21,42.5%,83,38.2%,0,95.7%,37,57%,58,33%,37,45%,37,77%
Brandin Podziemski,21.7,GSW,Combo,412,0,43.8%,11,38.8%,28,32.4%,0,70.8%,16,71%,21,56%,11,65%,32,83%
Kevin Porter,24.5,MIL,Combo,148,11,46.7%,0,37.5%,0,46.2%,0,84.6%,89,33%,95,0%,95,13%,26,83%
Michael Porter,26.3,DEN,Forward,435,17,49.2%,17,46.0%,26,34.3%,0,71.4%,26,85%,30,69%,39,71%,0,100%
Bobby Portis,29.7,MIL,Big,158,29,51.5%,21,50.0%,33,35.7%,0,0.0%,18,83%,3,88%,53,67%,29,100%
Kristaps Porzingis,29.3,BOS,Big,230,0,34.2%,0,39.6%,0,15.4%,35,68.9%,32,76%,21,71%,47,71%,29,100%
Quinten Post,24.6,GSW,Big,162,24,51.0%,6,41.2%,43,36.1%,0,75.0%,12,85%,91,33%,0,100%,76,92%
Norman Powell,31.4,LAC,Wing,237,63,55.1%,79,57.1%,52,35.0%,0,77.8%,67,69%,67,50%,42,71%,67,86%
Payton Pritchard,26.8,BOS,Point,298,93,62.9%,86,60.0%,79,42.9%,0,82.4%,29,51%,64,21%,36,25%,43,70%
Julius Randle,29.9,MIN,Big,527,47,56.4%,53,56.0%,57,38.2%,94,88.0%,76,50%,65,51%,91,37%,94,69%
Austin Reaves,26.4,LAL,Combo,196,58,52.1%,84,57.7%,17,31.9%,0,85.7%,37,57%,68,29%,26,50%,58,73%
Naz Reid,25.2,MIN,Big,367,79,62.8%,94,67.4%,67,39.7%,0,76.0%,47,70%,79,43%,76,53%,74,96%
Mitchell Robinson,26.6,NYK,Big,369,71,60.8%,74,60.8%,0,0.0%,0,39.3%,88,48%,71,47%,0,100%,0,0%
Dennis Schroder,31.1,DET,Point,164,86,60.8%,50,51.6%,93,50.0%,0,81.3%,57,31%,100,0%,21,30%,64,50%
Alperen Sengun,22.3,HOU,Big,252,9,46.2%,15,45.5%,0,37.5%,24,62.5%,91,47%,91,33%,71,56%,97,67%
Ben Sheppard,23.3,IND,Wing,261,92,64.5%,92,71.4%,87,41.9%,0,100.0%,0,100%,8,100%,8,100%,4,100%
Pascal Siakam,30.6,IND,Big,768,50,56.6%,38,54.1%,86,43.2%,53,71.3%,35,74%,18,74%,62,62%,29,100%
Jabari Smith Jr.,21.5,HOU,Big,138,85,64.7%,62,58.3%,95,45.5%,0,80.0%,0,100%,0,100%,0,100%,29,100%
Max Strus,28.6,CLE,Wing,252,75,56.8%,50,50.0%,74,38.8%,0,83.3%,38,81%,67,50%,8,100%,46,92%
Jayson Tatum,26.7,BOS,Forward,321,30,50.6%,22,46.4%,48,37.2%,90,88.9%,100,27%,83,41%,100,17%,100,21%
Amen Thompson,21.8,HOU,Combo,227,42,50.6%,53,50.6%,0,33.3%,0,69.4%,68,40%,26,52%,63,30%,100,0%
Ausar Thompson,21.8,DET,Wing,134,83,58.5%,88,60.0%,0,0.0%,0,58.3%,42,79%,25,86%,100,0%,0,0%
Obi Toppin,26.7,IND,Forward,429,65,55.5%,87,60.2%,13,33.3%,0,69.7%,35,82%,35,68%,26,88%,0,100%
Karl-Anthony Towns,29.0,NYK,Big,639,32,53.9%,32,53.8%,43,36.1%,82,84.5%,74,60%,56,59%,82,47%,79,88%
Gary Trent Jr.,25.8,MIL,Wing,170,100,71.7%,67,55.6%,96,50.0%,0,80.0%,71,69%,96,0%,92,33%,50,91%
Myles Turner,28.6,IND,Big,671,44,55.7%,56,58.1%,29,34.4%,59,77.1%,6,89%,12,77%,29,89%,29,100%
Fred VanVleet,30.7,HOU,Point,276,71,57.4%,7,41.9%,86,45.0%,0,100.0%,21,53%,14,50%,93,9%,43,70%
Dean Wade,27.9,CLE,Forward,137,0,41.7%,91,75.0%,0,21.4%,0,0.0%,48,67%,100,33%,0,0%,0,100%
Franz Wagner,23.2,ORL,Forward,228,13,46.5%,74,56.8%,0,16.7%,20,75.0%,96,35%,96,35%,96,23%,78,86%
Cason Wallace,21.0,OKC,Combo,514,47,51.3%,74,54.4%,22,32.3%,0,66.7%,5,76%,16,59%,5,67%,0,100%
Peyton Watson,22.1,DEN,Forward,179,4,45.0%,4,37.5%,57,38.9%,0,42.9%,39,74%,61,50%,30,75%,0,100%
Russell Westbrook,36.0,DEN,Point,312,14,46.6%,21,45.7%,36,31.7%,0,70.0%,14,58%,36,41%,21,30%,7,90%
Derrick White,30.3,BOS,Combo,415,100,61.5%,100,65.1%,89,39.2%,88,86.1%,26,68%,47,42%,42,44%,21,85%
Aaron Wiggins,25.8,OKC,Wing,276,42,52.8%,42,46.7%,70,38.1%,0,78.6%,50,78%,58,58%,54,56%,25,96%
Andrew Wiggins,29.7,MIA,Wing,200,21,48.1%,17,42.2%,65,37.1%,0,52.9%,71,69%,38,70%,54,56%,83,77%
Jalen Williams,23.6,OKC,Forward,795,22,49.9%,52,51.1%,4,30.7%,50,78.6%,91,43%,74,43%,91,27%,91,74%
Ivica Zubac,27.6,LAC,Big,255,91,65.9%,88,65.9%,0,0.0%,18,53.8%,18,83%,26,69%,26,96%,0,0%
