Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Karl-Anthony Towns,29.0,NYK,Big,639,71,+8.7,+21,58,+1.7,17,-4.1%,47,-0.7%,42,-1.4%,69,+1.9,71,-7.0,37,+1.2%,42,-1.2%,90,-6.6%,90,-8.9
Myles Turner,28.6,IND,Big,671,48,+1.6,+4,72,+6.7,92,+5.8%,64,-2.0%,29,-3.3%,19,-5.7,34,+5.1,15,+4.4%,56,-0.0%,33,+1.8%,82,-5.5
Fred VanVleet,30.7,HOU,Point,276,88,+19.4,+44,99,+29.4,80,+3.4%,81,-4.1%,97,+10.4%,91,+8.4,14,+10.1,16,+4.3%,84,+2.3%,39,+1.4%,15,+4.7
Russell Westbrook,36.0,DEN,Point,312,11,-18.6,-39,17,-9.2,7,-6.6%,31,+1.0%,85,+3.7%,56,+0.6,16,+9.4,19,+4.1%,86,+2.4%,29,+2.3%,8,+7.9
Andrew Wiggins,29.7,MIA,Wing,200,52,+3.3,+3,22,-7.2,8,-6.1%,54,-1.1%,30,-3.1%,48,-0.4,82,-10.5,93,-8.4%,15,-3.6%,32,+1.9%,93,-10.9
Ivica Zubac,27.6,LAC,Big,255,16,-15.0,-35,79,+8.7,95,+8.3%,63,-1.9%,65,+1.7%,15,-6.2,1,+23.7,8,+6.4%,1,-8.7%,52,+0.1%,88,-8.1
Gary Payton II,31.9,GSW,Wing,199,36,-6.6,-15,50,+0.1,58,+1.1%,2,+5.3%,68,+1.9%,42,-1.7,29,+6.7,53,-0.5%,43,-1.1%,14,+4.7%,25,+3.2
Alex Caruso,30.7,OKC,Forward,561,56,+4.4,+9,47,-0.4,50,+0.2%,28,+1.3%,42,-1.4%,61,+1.0,69,-4.8,59,-1.0%,95,+4.1%,22,+3.7%,11,+6.8
Thomas Bryant,27.3,IND,Big,146,18,-13.5,-32,13,-11.2,9,-6.1%,42,-0.3%,23,-3.7%,47,-0.6,41,+2.3,64,-1.9%,23,-2.9%,54,-0.1%,47,+0.3
Josh Hart,29.7,NYK,Wing,641,49,+1.8,+4,48,-0.3,56,+0.8%,50,-0.9%,14,-6.7%,77,+4.8,57,-2.1,57,-0.8%,76,+1.6%,31,+1.9%,53,-0.9
OG Anunoby,27.3,NYK,Forward,703,35,-7.0,-17,28,-5.6,42,-0.6%,19,+2.1%,26,-3.4%,28,-3.7,45,+1.4,42,+0.6%,71,+1.0%,60,-0.6%,40,+1.2
Bam Adebayo,27.3,MIA,Big,233,89,+20.2,+16,75,+7.5,31,-2.1%,100,-10.9%,51,0.0%,2,-18.4,89,-12.6,90,-7.1%,47,-0.8%,65,-2.5%,14,+5.2
Dillon Brooks,28.8,HOU,Forward,205,64,+7.3,+18,77,+8.5,89,+5.4%,56,-1.4%,17,-5.0%,18,-5.9,47,+1.3,29,+2.8%,75,+1.5%,19,+3.8%,46,+0.5
Jayson Tatum,26.7,BOS,Forward,321,83,+14.7,+32,42,-1.5,46,-0.2%,25,+1.6%,48,-0.4%,47,-0.6,96,-16.1,83,-5.2%,85,+2.3%,74,-3.6%,91,-9.1
Bogdan Bogdanovic,32.2,LAC,Wing,114,79,+13.5,+32,29,-5.2,18,-4.0%,9,+3.7%,76,+2.8%,59,+0.8,98,-18.7,87,-6.2%,99,+5.4%,75,-3.7%,45,+0.5
Derrick White,30.3,BOS,Combo,415,7,-23.3,-30,2,-15.5,20,-3.5%,55,-1.2%,9,-8.9%,11,-7.1,25,+7.8,7,+6.7%,61,+0.4%,97,-8.7%,39,+1.3
Luke Kornet,29.3,BOS,Big,180,46,+1.2,+2,63,+4.0,64,+1.4%,36,+0.1%,81,+3.1%,73,+2.7,39,+2.8,62,-1.3%,46,-0.9%,25,+2.8%,30,+2.7
Jarrett Allen,26.5,CLE,Big,261,74,+9.6,+18,62,+3.3,86,+5.1%,6,+4.6%,72,+2.4%,22,-4.9,70,-6.3,69,-3.2%,21,-3.2%,67,-2.6%,80,-5.1
Donovan Mitchell,28.2,CLE,Combo,288,14,-16.9,-22,3,-15.0,2,-10.3%,43,-0.5%,92,+6.9%,92,+8.5,42,+1.9,40,+0.9%,79,+1.8%,23,+3.2%,92,-9.4
Wendell Carter,25.5,ORL,Big,188,38,-6.2,-12,49,-0.1,69,+1.8%,82,-4.2%,8,-8.9%,58,+0.7,30,+6.2,31,+2.3%,8,-5.1%,47,+0.7%,97,-14.0
Luka Doncic,25.7,LAL,Point,207,82,+14.6,+21,97,+23.6,99,+14.1%,97,-6.6%,73,+2.4%,4,-10.9,20,+8.9,74,-3.8%,0,-12.7%,88,-6.3%,0,+17.7
Michael Porter,26.3,DEN,Forward,435,55,+4.3,+10,71,+6.6,81,+3.4%,75,-3.5%,35,-2.8%,40,-2.0,42,+2.2,36,+1.7%,29,-2.4%,31,+2.1%,53,-1.2
Shai Gilgeous-Alexander,26.3,OKC,Point,849,51,+2.2,+5,54,+0.9,25,-3.1%,66,-2.2%,32,-2.9%,52,+0.5,53,-1.3,47,+0.2%,63,+0.4%,62,-1.1%,32,+2.0
Jaren Jackson,25.1,MEM,Big,211,31,-8.8,-18,20,-8.0,37,-0.9%,86,-4.4%,14,-6.1%,69,+1.9,47,+0.8,71,-3.3%,81,+2.0%,15,+4.3%,1,+13.3
Donte DiVincenzo,27.8,MIN,Combo,369,3,-25.8,-53,19,-8.3,31,-2.2%,5,+4.7%,41,-1.7%,74,+2.7,3,+17.6,3,+8.9%,64,+0.5%,48,+0.7%,3,+10.0
Mikal Bridges,28.2,NYK,Forward,705,9,-20.0,-41,10,-12.2,12,-5.4%,29,+1.2%,10,-8.1%,35,-2.5,25,+7.8,50,-0.2%,9,-4.6%,16,+4.1%,77,-4.9
Jalen Brunson,28.2,NYK,Point,680,60,+6.1,+16,95,+15.6,91,+5.6%,37,-0.0%,78,+2.9%,21,-5.1,15,+9.5,5,+7.5%,12,-4.0%,75,-3.7%,33,+1.8
Isaiah Hartenstein,26.5,OKC,Big,515,24,-11.0,-22,25,-5.9,25,-3.1%,49,-0.7%,77,+2.8%,7,-8.8,33,+5.1,32,+2.1%,20,-3.3%,83,-4.9%,47,+0.2
Mitchell Robinson,26.6,NYK,Big,369,47,+1.5,+4,35,-2.6,59,+1.2%,35,+0.4%,96,+9.8%,44,-1.4,67,-4.1,72,-3.5%,74,+1.4%,46,+0.8%,21,+3.6
Gary Trent Jr.,25.8,MIL,Wing,170,72,+9.1,+17,42,-1.2,57,+0.8%,67,-2.4%,19,-4.4%,14,-6.4,81,-10.3,97,-9.8%,25,-2.5%,35,+1.6%,51,-0.8
Haywood Highsmith,27.9,MIA,Forward,139,17,-14.5,-19,57,+1.6,53,+0.6%,3,+5.0%,91,+6.5%,50,0.0,5,+16.0,1,+10.8%,19,-3.3%,93,-8.1%,59,-2.3
Ja Morant,25.2,MEM,Point,149,95,+25.7,+40,81,+9.4,63,+1.3%,90,-4.7%,61,+1.4%,14,-6.5,97,-16.3,66,-2.5%,100,+5.5%,49,+0.5%,95,-11.8
DeAndre Hunter,26.9,CLE,Forward,185,75,+9.8,+16,69,+5.1,47,-0.1%,65,-2.0%,25,-3.4%,100,+13.4,68,-4.7,85,-5.3%,82,+2.1%,36,+1.6%,35,+1.7
Darius Garland,24.8,CLE,Point,147,8,-23.2,-43,33,-2.9,75,+2.7%,19,+2.2%,31,-3.0%,20,-5.2,3,+20.3,4,+8.0%,4,-6.0%,36,+1.6%,19,+3.9
Rui Hachimura,26.7,LAL,Forward,182,1,-28.5,-57,7,-13.5,4,-7.7%,60,-1.7%,31,-3.0%,30,-3.5,8,+14.9,44,+0.4%,3,-6.7%,24,+3.2%,36,+1.5
Tyler Herro,24.8,MIA,Combo,225,63,+7.1,+9,84,+10.8,96,+8.8%,85,-4.4%,18,-4.6%,58,+0.8,37,+3.7,13,+5.3%,98,+5.3%,41,+1.2%,29,+2.8
Nickeil Alexander-Walker,26.2,MIN,Wing,300,32,-8.8,-21,44,-0.7,71,+2.1%,12,+3.3%,46,-0.6%,62,+1.1,21,+8.0,17,+4.3%,77,+1.6%,56,-0.2%,17,+4.3
Ty Jerome,27.3,CLE,Combo,186,93,+24.4,+39,87,+12.6,73,+2.3%,59,-1.6%,36,-2.7%,75,+3.2,85,-11.8,88,-6.6%,70,+1.0%,44,+0.9%,43,+1.0
Kevin Porter,24.5,MIL,Combo,148,40,-5.0,-12,3,-15.0,3,-7.7%,58,-1.4%,58,+0.9%,39,-2.1,81,-10.0,98,-11.4%,16,-3.6%,64,-2.0%,38,+1.3
Luguentz Dort,25.5,OKC,Wing,665,27,-10.1,-18,34,-2.7,34,-1.5%,45,-0.6%,36,-2.7%,33,-2.9,26,+7.4,25,+3.5%,53,-0.3%,25,+3.1%,81,-5.3
Naz Reid,25.2,MIN,Big,367,36,-6.8,-17,55,+1.0,65,+1.5%,11,+3.4%,53,+0.1%,55,+0.6,24,+7.8,12,+5.8%,80,+1.9%,76,-3.8%,13,+5.8
Dean Wade,27.9,CLE,Forward,137,41,-3.2,-6,40,-1.8,39,-0.8%,24,+1.7%,88,+5.7%,63,+1.1,44,+1.5,25,+3.7%,87,+2.9%,63,-1.1%,84,-6.3
Max Strus,28.6,CLE,Wing,252,69,+7.8,+14,67,+4.4,82,+3.7%,26,+1.6%,84,+3.7%,3,-16.5,64,-3.3,14,+5.0%,32,-1.9%,94,-8.2%,44,+0.9
Anthony Edwards,23.2,MIN,Combo,584,58,+5.1,+13,68,+4.5,14,-5.1%,93,-5.1%,62,+1.4%,53,+0.5,51,-0.6,76,-4.1%,17,-3.5%,61,-0.6%,49,-0.5
Obi Toppin,26.7,IND,Forward,429,21,-11.9,-28,45,-0.7,61,+1.2%,8,+3.7%,69,+2.0%,67,+1.6,12,+11.2,11,+5.9%,64,+0.6%,70,-3.1%,5,+8.2
Tyrese Haliburton,24.7,IND,Combo,770,86,+17.9,+41,90,+13.2,79,+3.3%,74,-3.4%,60,+1.1%,43,-1.4,69,-4.7,49,-0.2%,78,+1.8%,55,-0.1%,54,-1.3
Aaron Nesmith,25.0,IND,Wing,649,78,+13.0,+31,64,+4.0,40,-0.8%,69,-2.6%,69,+2.0%,36,-2.3,78,-9.0,68,-2.7%,57,-0.0%,69,-2.8%,55,-1.4
Payton Pritchard,26.8,BOS,Point,298,86,+16.8,+34,97,+22.0,97,+9.6%,68,-2.6%,66,+1.7%,92,+8.5,32,+5.2,56,-0.7%,39,-1.4%,14,+5.0%,2,+10.3
Jaden McDaniels,24.1,MIN,Forward,494,91,+21.0,+47,76,+7.6,78,+3.2%,61,-1.7%,83,+3.6%,37,-2.3,91,-13.4,95,-9.6%,41,-1.4%,12,+5.4%,74,-4.5
Desmond Bane,26.4,MEM,Wing,211,54,+4.0,+5,31,-4.4,69,+1.8%,0,+8.6%,80,+3.1%,31,-3.2,77,-8.4,41,+0.8%,36,-1.6%,84,-4.9%,60,-2.4
Isaiah Joe,25.3,OKC,Wing,167,44,-1.0,-3,75,+6.9,52,+0.5%,36,+0.1%,58,+0.9%,66,+1.6,22,+7.9,23,+3.9%,60,+0.4%,53,-0.1%,12,+6.4
Sam Merrill,28.5,CLE,Wing,159,80,+13.8,+22,69,+6.2,49,+0.1%,81,-4.1%,38,-2.1%,49,-0.3,74,-7.6,86,-5.6%,59,+0.2%,51,+0.4%,4,+8.5
Cade Cunningham,23.1,DET,Combo,247,87,+18.7,+35,73,+6.8,51,+0.4%,32,+0.6%,27,-3.3%,93,+8.9,86,-11.9,19,+4.0%,45,-0.9%,100,-26.3%,70,-4.1
Jalen Green,22.7,HOU,Wing,214,81,+14.0,+34,85,+11.7,92,+5.7%,97,-6.0%,5,-10.5%,51,+0.1,60,-2.4,78,-4.4%,25,-2.6%,3,+8.1%,68,-3.2
Evan Mobley,23.4,CLE,Big,257,3,-25.5,-35,1,-18.7,6,-7.1%,47,-0.7%,49,-0.2%,8,-7.6,28,+6.8,35,+1.7%,37,-1.5%,66,-2.6%,62,-2.7
Jonathan Kuminga,22.1,GSW,Forward,184,13,-17.1,-36,21,-7.2,38,-0.9%,25,+1.6%,24,-3.7%,80,+5.1,14,+9.9,2,+9.5%,90,+3.3%,58,-0.4%,56,-1.7
Franz Wagner,23.2,ORL,Forward,228,42,-3.0,-7,26,-5.8,22,-3.3%,78,-3.8%,2,-12.3%,81,+5.3,62,-2.8,38,+1.1%,69,+0.8%,96,-8.5%,7,+8.2
Davion Mitchell,26.2,MIA,Point,209,61,+6.2,+8,81,+9.4,29,-2.3%,95,-5.4%,64,+1.6%,85,+5.9,38,+3.2,6,+7.0%,53,-0.1%,92,-7.4%,85,-7.1
Moses Moody,22.4,GSW,Wing,214,33,-8.1,-20,14,-10.9,13,-5.4%,53,-1.1%,56,+0.7%,31,-3.2,61,-2.7,75,-4.0%,88,+3.0%,6,+7.1%,41,+1.2
Alperen Sengun,22.3,HOU,Big,252,97,+29.9,+55,65,+4.2,15,-4.9%,83,-4.2%,20,-4.0%,8,-7.9,99,-25.8,91,-7.5%,73,+1.3%,71,-3.2%,73,-4.3
Santi Aldama,23.8,MEM,Big,177,73,+9.5,+17,92,+13.7,76,+2.8%,70,-2.6%,33,-2.9%,75,+3.4,36,+4.2,81,-5.0%,35,-1.7%,5,+7.2%,9,+7.5
Miles McBride,24.1,NYK,Combo,334,66,+7.6,+19,70,+6.5,70,+2.0%,33,+0.6%,90,+6.3%,76,+3.8,52,-1.1,75,-3.8%,69,+0.9%,42,+1.1%,24,+3.3
Aaron Wiggins,25.8,OKC,Wing,276,75,+10.6,+17,74,+6.9,72,+2.2%,31,+0.7%,81,+3.1%,70,+2.3,65,-3.7,42,+0.7%,67,+0.7%,77,-3.9%,71,-4.1
Austin Reaves,26.4,LAL,Combo,196,19,-13.0,-29,4,-14.8,21,-3.4%,22,+2.1%,19,-4.2%,3,-12.6,54,-1.8,84,-5.2%,34,-1.7%,8,+6.0%,69,-3.7
Sam Hauser,26.9,BOS,Forward,106,85,+16.3,+24,89,+13.1,97,+10.0%,48,-0.7%,21,-4.0%,38,-2.2,64,-3.2,89,-6.9%,13,-3.9%,4,+7.3%,28,+2.8
Paolo Banchero,22.0,ORL,Big,230,92,+21.8,+26,80,+8.9,77,+2.8%,92,-5.0%,2,-12.3%,86,+6.7,90,-13.0,60,-1.2%,97,+4.4%,85,-5.2%,100,-30.0
Chet Holmgren,22.5,OKC,Big,684,67,+7.6,+16,47,-0.4,62,+1.3%,42,-0.3%,43,-1.3%,65,+1.5,75,-8.1,81,-5.0%,10,-4.2%,72,-3.4%,89,-8.3
Jabari Smith Jr.,21.5,HOU,Big,138,20,-12.5,-30,5,-14.2,19,-3.7%,1,+7.5%,97,+11.3%,17,-5.9,53,-1.7,36,+1.6%,92,+3.5%,92,-7.4%,31,+2.1
Bennedict Mathurin,22.4,IND,Wing,369,10,-19.2,-43,6,-13.6,8,-6.5%,16,+2.4%,47,-0.4%,97,+11.0,31,+5.6,61,-1.3%,42,-1.2%,13,+5.2%,42,+1.0
Jalen Williams,23.6,OKC,Forward,795,25,-10.7,-18,52,+0.3,64,+1.4%,57,-1.4%,71,+2.2%,41,-1.9,13,+11.0,22,+3.9%,24,-2.7%,20,+3.8%,14,+5.4
Jalen Duren,21.0,DET,Big,203,6,-24.5,-52,9,-12.3,3,-8.6%,96,-5.5%,70,+2.2%,5,-10.3,11,+12.2,14,+4.4%,7,-5.5%,98,-11.5%,27,+2.9
Tari Eason,23.5,HOU,Forward,131,4,-25.3,-54,16,-9.5,43,-0.4%,17,+2.3%,47,-0.6%,86,+6.9,6,+15.8,30,+2.7%,96,+4.2%,11,+5.7%,20,+3.9
Christian Braun,23.5,DEN,Wing,544,96,+27.7,+37,94,+15.1,94,+6.4%,86,-4.4%,8,-9.0%,83,+5.6,88,-12.6,96,-9.8%,47,-0.7%,86,-5.4%,79,-5.1
Peyton Watson,22.1,DEN,Forward,179,0,-34.3,-50,0,-25.2,0,-11.3%,3,+5.1%,75,+2.8%,10,-7.2,19,+9.1,34,+2.0%,89,+3.1%,9,+6.0%,8,+7.5
Andrew Nembhard,24.8,IND,Combo,762,62,+6.7,+16,59,+2.8,54,+0.7%,69,-2.6%,39,-2.0%,19,-5.8,66,-4.0,53,-0.5%,86,+2.6%,17,+4.1%,75,-4.7
AJ Green,25.1,MIL,Wing,134,94,+25.1,+46,86,+11.7,88,+5.3%,72,-3.3%,22,-3.8%,26,-4.0,92,-13.4,99,-14.2%,26,-2.5%,7,+6.8%,34,+1.8
Scotty Pippen,24.0,MEM,Combo,189,14,-16.8,-34,39,-1.9,44,-0.3%,77,-3.8%,12,-7.2%,82,+5.6,8,+15.0,39,+0.9%,65,+0.6%,10,+5.9%,36,+1.6
Amen Thompson,21.8,HOU,Combo,227,42,-2.3,-6,37,-2.2,45,-0.2%,94,-5.3%,25,-3.7%,27,-3.7,50,+0.1,47,+0.1%,2,-7.5%,95,-8.3%,50,-0.6
Ausar Thompson,21.8,DET,Wing,134,68,+7.6,+19,53,+0.5,66,+1.5%,62,-1.9%,94,+8.5%,9,-7.4,72,-7.2,64,-2.1%,30,-2.2%,87,-6.2%,58,-2.2
Anthony Black,20.8,ORL,Combo,107,64,+7.4,+16,88,+13.1,87,+5.2%,15,+2.9%,100,+15.1%,71,+2.3,31,+5.7,58,-0.9%,28,-2.5%,26,+2.8%,3,+9.8
Cason Wallace,21.0,OKC,Combo,514,53,+3.4,+7,51,+0.3,58,+1.0%,34,+0.5%,67,+1.8%,53,+0.5,63,-3.1,73,-3.5%,92,+3.5%,18,+4.0%,19,+4.0
Brandin Podziemski,21.7,GSW,Combo,412,47,+1.5,+3,27,-5.7,55,+0.7%,88,-4.6%,3,-11.9%,64,+1.4,73,-7.2,58,-0.8%,50,-0.5%,80,-4.2%,64,-3.0
Ben Sheppard,23.3,IND,Wing,261,34,-8.1,-20,66,+4.3,90,+5.4%,8,+3.8%,75,+2.4%,46,-0.8,10,+12.4,21,+3.9%,62,+0.4%,37,+1.5%,10,+7.0
Zach Edey,22.6,MEM,Big,172,43,-1.2,-3,31,-3.4,32,-1.8%,18,+2.3%,92,+8.1%,45,-1.3,59,-2.2,10,+5.9%,38,-1.5%,82,-4.9%,99,-20.7
Quinten Post,24.6,GSW,Big,162,70,+8.6,+21,53,+0.6,75,+2.6%,27,+1.4%,11,-7.6%,25,-4.1,75,-7.9,79,-4.5%,58,+0.1%,42,+1.0%,58,-2.3
