Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Harrison Barnes,31.4,SAC,Forward,2380,38,14.1%,82,123.5,11,5.6%,15,0.39,89,7.3%
Scottie Barnes,22.3,TOR,Forward,2094,93,25.8%,52,114.1,97,25.4%,92,0.98,22,12.9%
RJ Barrett,23.4,TOR,Forward,1083,89,24.6%,81,123.4,90,18.4%,79,0.75,24,12.9%
RJ Barrett,23.4,NYK,Forward,765,94,26.0%,21,106.1,73,12.3%,28,0.47,62,9.8%
Charles Bassey,23.0,SAS,Big,182,12,10.8%,97,147.1,76,13.6%,95,1.26,1,28.9%
Keita Bates-Diop,27.8,PHX,Forward,561,20,12.5%,20,105.2,45,8.2%,59,0.65,93,6.9%
Nicolas Batum,34.9,PHI,Wing,1470,1,9.1%,82,121.6,42,10.3%,96,1.13,29,12.7%
Darius Bazley,23.4,UTA,Forward,134,6,11.1%,100,143.8,6,5.1%,25,0.45,11,14.3%
Bradley Beal,30.3,PHX,Combo,1759,73,23.7%,88,121.2,55,21.4%,36,0.91,24,13.8%
Malik Beasley,26.9,MIL,Combo,2330,10,12.9%,85,120.9,2,5.9%,1,0.45,91,7.7%
MarJon Beauchamp,22.1,MIL,Wing,500,20,12.6%,63,116.2,19,7.4%,29,0.59,9,14.6%
Jules Bernard,23.8,WAS,Wing,107,73,19.3%,34,108.9,46,10.7%,21,0.56,42,11.9%
Davis Bertans,31.0,CHA,Wing,575,47,15.8%,49,113.0,13,6.8%,8,0.43,89,8.1%
Patrick Beverley,35.3,MIL,Wing,527,44,15.4%,31,107.6,79,16.5%,91,1.07,79,9.2%
Patrick Beverley,35.3,PHI,Combo,904,33,16.8%,45,109.6,58,22.3%,79,1.33,38,12.8%
Saddiq Bey,24.6,ATL,Forward,2053,54,15.5%,35,109.9,14,5.8%,11,0.37,94,6.8%
Goga Bitadze,24.3,ORL,Big,884,21,12.5%,72,125.8,60,11.0%,81,0.88,38,14.3%
Onuralp Bitim,24.6,CHI,Wing,239,19,12.6%,10,98.5,9,6.5%,16,0.51,25,12.9%
Bismack Biyombo,31.2,MEM,Big,718,11,10.7%,25,110.6,46,9.2%,79,0.86,3,21.3%
Anthony Black,19.8,ORL,Combo,1053,6,12.1%,49,110.5,8,10.2%,28,0.84,8,15.7%
Leaky Black,24.4,CHA,Forward,227,7,11.1%,51,114.0,75,12.7%,98,1.14,75,8.8%
Bogdan Bogdanovic,31.2,ATL,Wing,2392,81,21.5%,58,115.3,75,14.7%,49,0.68,80,9.2%
Bojan Bogdanovic,34.5,DET,Forward,920,83,23.1%,70,120.0,69,11.3%,31,0.49,25,12.7%
Bojan Bogdanovic,34.5,NYK,Forward,549,82,22.7%,38,110.7,43,7.9%,7,0.35,13,13.7%
Bol Bol,24.0,PHX,Big,415,28,13.1%,96,145.0,10,5.5%,13,0.42,63,12.0%
Marques Bolden,25.5,CHA,Big,107,12,10.8%,91,137.0,16,6.2%,38,0.57,63,12.0%
Devin Booker,27.0,PHX,Point,2445,81,31.2%,88,124.0,67,29.9%,33,0.96,67,10.1%
Brandon Boston Jr.,21.9,LAC,Wing,253,82,21.6%,5,91.6,5,5.7%,0,0.26,8,14.8%
Chris Boucher,30.8,TOR,Big,665,55,15.5%,63,123.3,2,3.5%,2,0.23,75,11.1%
Malaki Branham,20.5,SAS,Wing,1527,72,19.0%,21,104.6,71,14.1%,60,0.74,28,12.8%
Christian Braun,22.5,DEN,Wing,1600,41,15.0%,38,110.0,47,10.8%,57,0.72,72,9.9%
Mikal Bridges,27.2,BKN,Forward,2855,87,23.7%,43,113.0,86,16.3%,69,0.69,50,10.6%
Miles Bridges,25.6,CHA,Forward,2574,86,23.5%,44,113.0,84,14.5%,53,0.62,57,10.1%
Oshae Brissett,25.4,BOS,Big,501,31,13.3%,9,101.4,28,7.5%,36,0.56,77,10.9%
Malcolm Brogdon,30.9,POR,Combo,1120,83,25.4%,63,113.1,95,30.1%,74,1.19,79,9.1%
Dillon Brooks,27.8,HOU,Forward,2224,62,16.6%,36,110.1,36,7.4%,24,0.45,58,10.1%
Bruce Brown,27.2,IND,Wing,980,53,16.5%,51,113.5,58,11.8%,55,0.71,65,10.5%
Bruce Brown,27.2,TOR,Wing,877,51,16.4%,43,110.8,76,14.8%,79,0.90,24,13.0%
Jaylen Brown,27.0,BOS,Wing,2339,98,28.3%,64,116.7,80,16.5%,27,0.58,57,10.9%
Kobe Brown,23.8,LAC,Big,270,8,10.4%,4,95.2,58,10.5%,88,1.01,100,3.0%
Moses Brown,24.1,POR,Big,185,63,16.8%,5,95.9,15,6.1%,7,0.36,49,13.0%
Troy Brown,24.3,DET,Forward,404,28,13.3%,2,82.7,42,7.9%,48,0.60,61,9.8%
Troy Brown,24.3,MIN,Wing,345,28,13.6%,92,125.3,40,10.2%,63,0.75,21,13.2%
Jalen Brunson,27.2,NYK,Point,2721,91,33.7%,86,121.1,81,31.6%,30,0.94,84,8.6%
Thomas Bryant,26.3,MIA,Big,420,66,17.3%,67,124.8,25,7.2%,14,0.42,57,12.3%
Kobe Bufkin,20.1,ATL,Combo,167,77,23.9%,6,87.2,70,24.1%,50,1.01,85,8.6%
Reggie Bullock,32.6,HOU,Wing,334,0,7.7%,91,125.0,0,3.6%,12,0.47,43,11.9%
Alec Burks,32.3,NYK,Wing,304,96,27.2%,4,86.1,52,11.2%,5,0.41,85,8.7%
Alec Burks,32.3,DET,Wing,894,85,22.3%,74,118.2,55,11.6%,18,0.52,94,6.8%
Jared Butler,23.2,WAS,Combo,471,71,22.7%,47,109.9,97,31.0%,85,1.36,3,17.3%
Jimmy Butler,34.1,MIA,Forward,2042,90,25.1%,88,126.2,95,22.8%,89,0.91,73,8.9%
Jamal Cain,24.6,MIA,Forward,222,45,14.7%,15,102.6,3,4.4%,5,0.30,84,7.9%
Kentavious Caldwell-Pope,30.7,DEN,Wing,2400,15,12.4%,81,121.4,31,9.0%,58,0.72,54,11.0%
Toumani Camara,23.5,POR,Forward,1677,22,12.8%,31,108.9,29,7.2%,42,0.57,5,15.0%
Clint Capela,29.5,ATL,Big,1882,54,15.4%,42,117.8,20,6.7%,15,0.44,80,10.4%
Jevon Carter,28.1,CHI,Combo,966,36,17.1%,15,96.3,19,12.8%,14,0.75,73,9.4%
Wendell Carter,24.5,ORL,Big,1404,61,16.4%,64,123.6,55,10.1%,45,0.61,46,13.2%
Alex Caruso,29.7,CHI,Wing,2039,48,15.8%,83,121.8,82,16.8%,88,1.06,14,14.0%
Julian Champagnie,22.3,SAS,Forward,1397,29,13.4%,55,114.5,57,9.3%,71,0.70,32,12.3%
Justin Champagnie,22.3,WAS,Big,211,54,15.4%,10,102.8,63,11.8%,68,0.77,70,11.4%
Max Christie,20.7,LAL,Wing,829,13,12.0%,46,111.8,21,7.7%,45,0.64,30,12.7%
Sidy Cissoko,19.6,SAS,Forward,114,30,13.4%,30,108.6,56,9.2%,68,0.69,98,5.6%
Brandon Clarke,27.1,MEM,Big,131,65,17.2%,14,106.7,61,11.1%,52,0.65,99,5.4%
Jordan Clarkson,31.4,UTA,Wing,1672,96,27.4%,24,105.9,95,24.7%,80,0.90,18,13.4%
Nicolas Claxton,24.5,BKN,Big,2112,47,14.9%,70,125.6,59,10.7%,62,0.72,46,13.3%
Noah Clowney,19.3,BKN,Forward,318,25,13.1%,92,127.1,24,6.7%,35,0.51,17,13.5%
Amir Coffey,26.4,LAC,Forward,1365,8,11.2%,84,124.1,25,6.7%,47,0.60,76,8.6%
John Collins,26.1,UTA,Big,1898,70,17.8%,65,124.2,14,6.1%,5,0.34,61,12.1%
Zach Collins,25.9,SAS,Big,1502,90,22.2%,30,113.2,91,19.6%,81,0.88,21,16.7%
Mike Conley,36.1,MIN,Point,2193,23,18.6%,98,126.3,53,29.0%,91,1.56,51,11.2%
Pat Connaughton,30.8,MIL,Wing,1638,11,11.3%,53,113.7,60,12.3%,95,1.09,64,10.5%
Bilal Coulibaly,19.3,WAS,Wing,1596,29,13.7%,28,107.3,24,8.3%,34,0.61,5,16.1%
Ricky Council,22.2,PHI,Wing,222,75,19.4%,42,110.6,29,8.7%,10,0.45,100,3.0%
Robert Covington,32.9,PHI,Big,395,5,10.1%,26,111.2,10,5.5%,32,0.54,92,8.9%
Torrey Craig,32.9,CHI,Forward,1042,17,11.8%,54,114.4,35,7.4%,55,0.62,40,11.4%
Jae Crowder,33.3,MIL,Forward,1142,4,10.6%,33,109.5,39,7.7%,76,0.73,83,8.0%
Cade Cunningham,22.1,DET,Wing,2072,100,33.1%,41,110.5,100,35.9%,94,1.08,23,13.1%
Seth Curry,33.2,DAL,Wing,423,43,15.0%,29,107.4,36,9.2%,37,0.61,58,10.7%
Seth Curry,33.2,CHA,Wing,158,70,18.7%,71,118.0,70,14.0%,61,0.75,90,7.8%
Stephen Curry,35.6,GSW,Point,2419,84,31.2%,93,124.6,28,24.1%,2,0.77,44,11.7%
Dyson Daniels,20.6,NOP,Combo,1253,16,13.9%,35,105.5,33,16.2%,72,1.16,28,13.7%
Anthony Davis,30.6,LAL,Big,2699,92,24.8%,68,125.2,82,15.1%,44,0.61,84,10.3%
Johnny Davis,21.7,WAS,Wing,506,8,10.8%,19,103.3,10,6.5%,33,0.60,86,8.6%
DeMar DeRozan,34.2,CHI,Forward,2987,96,27.3%,66,118.0,93,22.0%,84,0.80,90,7.3%
Donte DiVincenzo,26.7,NYK,Wing,2346,78,20.0%,79,119.9,66,13.3%,48,0.66,66,10.4%
Gradey Dick,19.9,TOR,Forward,1204,53,15.5%,40,111.4,40,7.8%,33,0.50,44,11.0%
Ousmane Dieng,20.4,OKC,Big,274,41,14.5%,44,118.4,50,9.7%,54,0.67,48,13.2%
Spencer Dinwiddie,30.6,BKN,Point,1471,33,21.6%,26,106.9,42,26.9%,74,1.24,86,8.5%
Spencer Dinwiddie,30.6,LAL,Combo,671,13,13.2%,73,117.6,12,11.7%,31,0.89,19,14.3%
Luka Doncic,24.7,DAL,Point,2619,100,40.3%,95,124.8,95,42.9%,51,1.07,47,11.5%
Luguentz Dort,24.5,OKC,Wing,2243,37,14.2%,73,118.1,6,6.1%,7,0.43,68,10.1%
Ayo Dosunmu,23.8,CHI,Combo,2188,40,17.2%,83,120.0,29,15.7%,37,0.92,44,11.8%
Jeff Dowtin,26.5,PHI,Wing,120,46,15.8%,100,154.8,97,26.7%,100,1.69,47,11.6%
Andre Drummond,30.2,CHI,Big,1343,77,19.0%,34,115.5,3,4.2%,1,0.22,47,13.2%
Chris Duarte,26.4,SAC,Wing,661,27,13.6%,18,103.1,21,7.8%,22,0.57,63,10.5%
Kris Dunn,29.6,UTA,Combo,1190,29,16.6%,48,110.2,73,24.9%,93,1.50,7,15.8%
Kevin Durant,35.1,PHX,Big,2789,95,28.4%,71,125.8,93,21.2%,65,0.75,45,13.3%
Jalen Duren,20.0,DET,Big,1777,66,17.3%,83,131.6,65,12.3%,61,0.71,12,17.8%
Tari Eason,22.5,HOU,Forward,474,70,18.0%,22,106.1,48,8.5%,27,0.47,78,8.4%
Anthony Edwards,22.2,MIN,Combo,2766,100,33.0%,67,116.3,67,24.1%,13,0.73,49,11.6%
Kessler Edwards,23.2,SAC,Forward,170,5,10.7%,8,97.6,32,7.3%,65,0.68,91,7.1%
Keon Ellis,23.8,SAC,Combo,911,8,12.4%,90,121.7,10,11.4%,38,0.92,31,13.5%
Joel Embiid,29.6,PHI,Big,1309,100,38.9%,77,129.2,99,31.6%,71,0.81,53,12.7%
Drew Eubanks,26.7,PHX,Big,1132,18,12.0%,80,130.1,39,8.1%,54,0.67,9,18.8%
Tosan Evbuomwan,22.7,DET,Forward,282,2,9.9%,86,125.4,8,5.2%,37,0.52,28,12.5%
Dante Exum,28.3,DAL,Wing,1067,50,16.1%,95,130.8,86,18.1%,96,1.12,38,12.2%
Bruno Fernando,25.2,ATL,Big,625,59,16.1%,59,122.5,50,9.7%,43,0.60,20,16.8%
Dorian Finney-Smith,30.5,BKN,Big,1926,24,12.6%,19,109.4,35,7.8%,46,0.62,81,10.4%
Malachi Flynn,25.5,TOR,Combo,447,30,16.7%,22,102.3,56,21.6%,78,1.29,6,15.8%
Malachi Flynn,25.5,DET,Combo,315,98,30.7%,28,103.5,91,28.5%,40,0.93,52,11.4%
Simone Fontecchio,27.9,UTA,Wing,1124,32,13.9%,75,118.5,23,8.3%,31,0.60,31,12.6%
Simone Fontecchio,27.9,DET,Forward,480,61,16.5%,77,122.2,46,8.2%,32,0.50,72,8.9%
Trent Forrest,25.4,ATL,Combo,352,37,17.1%,2,81.6,93,30.0%,100,1.75,66,10.4%
Evan Fournier,31.0,DET,Wing,535,71,18.9%,11,98.6,65,13.1%,53,0.69,83,8.9%
De'Aaron Fox,25.9,SAC,Point,2655,86,32.1%,44,113.2,33,24.4%,0,0.76,72,9.6%
Javon Freeman-Liberty,24.0,TOR,Point,365,5,16.5%,16,105.0,0,13.5%,7,0.82,37,12.7%
Markelle Fultz,25.4,ORL,Combo,891,56,19.7%,19,99.7,40,18.8%,44,0.96,43,12.0%
Daniel Gafford,25.1,DAL,Big,622,34,13.9%,100,155.0,55,10.1%,64,0.73,40,13.9%
Daniel Gafford,25.1,WAS,Big,1191,23,12.6%,94,140.4,27,7.4%,41,0.59,52,12.7%
Danilo Gallinari,35.2,MIL,Forward,135,56,15.8%,57,114.7,70,11.7%,78,0.74,0,20.0%
Danilo Gallinari,35.2,WAS,Big,385,75,18.6%,43,118.3,63,11.9%,50,0.64,97,7.4%
Darius Garland,23.8,CLE,Point,1899,65,27.8%,40,113.0,58,29.5%,49,1.06,19,14.8%
Keyonte George,20.0,UTA,Point,1964,44,24.4%,19,105.2,26,24.1%,37,0.99,9,16.0%
Paul George,33.5,LAC,Forward,2499,95,26.2%,83,123.6,85,15.7%,50,0.60,54,10.5%
Taj Gibson,38.4,NYK,Big,157,2,8.2%,1,66.7,26,7.4%,83,0.90,15,17.5%
Josh Giddey,21.1,OKC,Forward,1995,88,24.2%,34,109.7,96,25.1%,94,1.04,7,14.8%
Shai Gilgeous-Alexander,25.3,OKC,Point,2550,95,34.8%,100,128.0,51,28.7%,9,0.83,91,7.9%
Anthony Gill,31.0,WAS,Forward,358,64,17.2%,42,112.3,62,10.3%,46,0.60,51,10.5%
Collin Gillespie,24.4,DEN,Point,179,9,16.9%,65,117.9,9,15.6%,26,0.92,7,16.1%
Jacob Gilyard,25.3,MEM,Point,612,2,14.9%,84,121.0,56,29.5%,100,1.98,28,13.6%
Rudy Gobert,31.3,MIN,Big,2592,35,14.1%,86,135.0,11,5.7%,10,0.40,36,14.4%
Jordan Goodwin,25.0,PHX,Point,505,26,19.0%,7,95.0,16,20.1%,44,1.05,49,11.3%
Jordan Goodwin,25.0,MEM,Combo,482,63,21.4%,3,81.7,62,23.3%,63,1.09,57,11.0%
Aaron Gordon,28.1,DEN,Big,2296,69,17.8%,55,121.8,80,14.7%,74,0.83,73,11.2%
Eric Gordon,34.9,PHX,Wing,1879,46,15.6%,69,117.2,39,10.0%,44,0.64,62,10.6%
Devonte' Graham,28.7,SAS,Combo,242,57,19.7%,13,95.2,60,23.0%,73,1.17,26,13.7%
Jerami Grant,29.6,POR,Forward,1829,92,25.1%,61,115.7,80,13.8%,40,0.55,43,11.0%
AJ Green,24.1,MIL,Combo,517,7,12.3%,98,128.9,1,5.7%,3,0.47,94,6.4%
Draymond Green,33.7,GSW,Big,1489,68,17.8%,37,116.5,97,27.6%,99,1.55,4,21.3%
Jalen Green,21.7,HOU,Combo,2601,88,28.0%,43,109.2,35,17.0%,7,0.61,53,11.3%
Javonte Green,30.3,CHI,Big,226,33,13.8%,92,139.2,0,2.8%,1,0.20,88,9.8%
Jeff Green,37.2,HOU,Big,1289,46,14.7%,45,118.5,36,7.8%,28,0.53,82,10.4%
Josh Green,23.0,DAL,Forward,1463,25,13.1%,65,117.9,64,10.9%,85,0.83,18,13.4%
AJ Griffin,20.2,ATL,Forward,128,33,13.7%,0,75.0,1,4.0%,3,0.29,67,9.5%
Quentin Grimes,23.5,DET,Wing,115,86,22.3%,0,68.1,89,19.2%,76,0.86,39,12.2%
Quentin Grimes,23.5,NYK,Wing,874,30,13.7%,32,107.8,26,8.3%,35,0.61,96,6.5%
Rui Hachimura,25.7,LAL,Forward,1785,59,16.0%,85,125.0,18,6.1%,12,0.38,92,7.1%
Ashton Hagans,24.3,POR,Combo,302,41,17.8%,20,100.0,77,25.7%,90,1.45,0,23.4%
Tyrese Haliburton,23.7,IND,Point,2223,74,29.4%,91,124.6,100,44.4%,88,1.51,65,10.3%
Tim Hardaway Jr.,31.6,DAL,Wing,2107,79,20.9%,36,109.7,35,9.2%,9,0.44,96,6.7%
James Harden,34.2,LAC,Combo,2464,79,25.2%,97,125.1,99,33.8%,84,1.34,33,13.3%
Jaden Hardy,20.3,DAL,Combo,852,67,22.4%,29,104.5,28,15.6%,10,0.70,69,10.3%
Gary Harris,29.1,ORL,Wing,1292,10,11.2%,76,118.8,32,9.1%,69,0.81,79,9.5%
Joe Harris,32.2,DET,Forward,163,3,10.5%,10,100.0,34,7.3%,72,0.70,60,9.9%
Tobias Harris,31.3,PHI,Forward,2359,75,20.5%,60,115.5,79,13.6%,62,0.66,79,8.3%
Josh Hart,28.7,NYK,Forward,2678,41,14.4%,19,104.9,87,16.4%,96,1.14,27,12.6%
Isaiah Hartenstein,25.5,NYK,Big,1889,21,12.2%,90,136.7,70,12.7%,90,1.04,18,17.1%
Sam Hauser,25.9,BOS,Forward,1653,21,12.6%,94,128.1,17,6.0%,30,0.48,97,6.3%
Jordan Hawkins,21.5,NOP,Combo,1020,34,16.9%,56,111.5,5,8.7%,6,0.51,80,9.0%
Jaxson Hayes,23.4,LAL,Big,777,10,10.5%,99,148.9,8,5.1%,23,0.49,5,20.9%
Killian Hayes,22.3,DET,Combo,986,48,18.2%,16,96.3,80,26.4%,91,1.45,41,12.2%
Gordon Hayward,33.6,OKC,Forward,419,24,12.9%,58,114.8,72,12.2%,90,0.94,34,12.0%
Gordon Hayward,33.6,CHA,Wing,797,80,21.4%,35,109.4,90,20.0%,82,0.93,26,12.8%
Scoot Henderson,19.7,POR,Point,1744,70,28.8%,9,96.4,70,30.0%,40,1.04,5,17.5%
Taylor Hendricks,19.9,UTA,Forward,818,23,12.8%,45,113.0,7,5.1%,16,0.40,64,9.8%
Tyler Herro,23.8,MIA,Combo,1405,87,27.4%,59,112.8,57,21.7%,22,0.79,60,10.7%
Buddy Hield,30.9,IND,Wing,1328,60,17.5%,71,117.5,62,12.6%,56,0.72,53,11.1%
Buddy Hield,30.9,PHI,Wing,811,76,19.7%,54,114.1,83,17.2%,77,0.87,55,11.0%
Haywood Highsmith,26.9,MIA,Forward,1316,14,11.7%,63,116.1,30,7.2%,52,0.62,59,9.9%
Aaron Holiday,27.1,HOU,Combo,1174,35,16.9%,70,116.6,26,15.1%,34,0.89,71,9.8%
Jrue Holiday,33.4,BOS,Combo,2255,43,17.8%,80,119.4,44,19.6%,64,1.10,30,13.5%
Justin Holiday,34.6,DEN,Combo,785,1,10.5%,92,122.3,9,10.3%,48,0.98,93,6.5%
Richaun Holmes,30.0,DAL,Big,164,30,13.2%,56,122.0,48,9.5%,63,0.72,6,19.6%
Richaun Holmes,30.0,WAS,Big,317,26,12.9%,54,121.0,4,4.2%,4,0.33,58,12.3%
Chet Holmgren,21.5,OKC,Big,2411,83,20.1%,74,126.6,62,11.3%,35,0.56,66,11.7%
Al Horford,37.4,BOS,Big,1735,19,12.0%,79,130.1,68,12.4%,90,1.03,85,10.2%
Talen Horton-Tucker,22.9,UTA,Combo,973,84,26.0%,21,102.1,81,26.6%,52,1.02,59,10.9%
Danuel House,30.4,PHI,Wing,450,3,10.1%,67,117.0,4,5.4%,20,0.54,6,15.2%
Caleb Houstan,20.8,ORL,Wing,716,7,10.6%,48,112.6,1,4.0%,3,0.37,97,5.8%
Kevin Huerter,25.2,SAC,Wing,1547,55,16.8%,47,112.1,68,13.8%,70,0.82,84,8.8%
DeAndre Hunter,25.9,ATL,Forward,1674,72,19.0%,69,120.0,33,7.3%,13,0.38,47,10.8%
Matthew Hurt,23.5,MEM,Big,101,22,12.5%,6,100.0,19,6.7%,30,0.53,98,6.7%
Nah'Shon Hyland,23.1,LAC,Combo,444,78,25.0%,41,108.3,78,25.9%,56,1.04,27,13.7%
Joe Ingles,36.1,ORL,Wing,1151,31,13.8%,94,127.6,93,21.8%,99,1.58,1,18.2%
Brandon Ingram,26.2,NOP,Wing,2095,99,28.6%,61,115.9,96,25.9%,81,0.90,41,11.9%
Kyrie Irving,31.6,DAL,Combo,2027,91,28.4%,93,123.1,59,22.4%,21,0.79,88,8.0%
Jonathan Isaac,26.1,ORL,Forward,910,47,14.8%,79,123.0,4,4.5%,4,0.30,74,8.9%
Jaden Ivey,21.7,DET,Combo,2190,81,25.4%,38,106.8,43,19.6%,17,0.77,16,14.4%
Isaiah Jackson,21.8,IND,Big,691,51,15.1%,88,136.3,43,8.6%,37,0.57,43,13.6%
Jaren Jackson,24.1,MEM,Big,2124,96,29.0%,25,111.1,73,13.3%,19,0.46,72,11.3%
Reggie Jackson,33.5,DEN,Combo,1785,72,23.3%,31,104.9,65,23.6%,51,1.01,58,10.9%
GG Jackson II,18.9,MEM,Forward,1192,81,22.0%,41,112.2,49,8.5%,14,0.39,52,10.5%
Andre Jackson Jr.,22.0,MIL,Wing,484,4,10.2%,56,114.8,34,9.1%,79,0.90,0,19.6%
Trayce Jackson-Davis,23.7,GSW,Big,1071,39,14.4%,93,139.8,54,10.1%,59,0.70,55,12.5%
LeBron James,38.8,LAL,Forward,2501,99,31.4%,93,127.4,100,35.7%,97,1.14,16,13.5%
Jaime Jaquez Jr.,22.7,MIA,Wing,2095,65,18.2%,57,114.9,67,13.7%,62,0.75,36,12.4%
DeJon Jarreau,25.8,MEM,Forward,126,73,19.4%,3,86.7,94,22.6%,99,1.17,20,13.3%
Trey Jemison,23.9,MEM,Big,545,27,13.0%,41,117.6,21,7.0%,32,0.54,8,19.2%
Isaiah Joe,24.3,OKC,Wing,1431,38,14.7%,93,126.6,33,9.1%,38,0.62,77,9.5%
Cameron Johnson,27.7,BKN,Forward,1592,71,18.5%,64,117.4,76,13.0%,73,0.70,77,8.5%
Jalen Johnson,21.9,ATL,Big,1888,72,18.3%,39,117.3,83,15.4%,75,0.84,60,12.2%
Keldon Johnson,23.9,SAS,Forward,2028,78,21.1%,49,113.7,82,14.2%,64,0.67,65,9.7%
Nikola Jokic,28.7,DEN,Big,2736,99,31.0%,81,131.2,100,39.2%,96,1.26,61,12.2%
Colby Jones,21.4,SAC,Wing,114,74,19.3%,2,75.6,61,12.5%,46,0.65,19,13.3%
Damian Jones,28.3,CLE,Big,181,48,14.9%,61,123.2,57,10.4%,57,0.70,25,16.1%
Herbert Jones,25.1,NOP,Forward,2310,39,14.2%,91,127.0,68,11.2%,82,0.78,30,12.4%
Tre Jones,23.8,SAS,Point,2121,21,18.4%,77,119.1,65,29.9%,93,1.62,40,12.3%
Tyus Jones,27.5,WAS,Point,1932,28,19.7%,53,115.8,84,33.2%,95,1.69,95,7.2%
Derrick Jones Jr.,26.7,DAL,Forward,1769,31,13.5%,68,119.3,10,5.4%,17,0.40,36,11.8%
DeAndre Jordan,35.3,DEN,Big,380,50,14.9%,58,122.4,57,10.2%,56,0.69,15,17.6%
Cory Joseph,32.2,GSW,Combo,262,9,12.8%,17,96.5,36,17.1%,83,1.34,36,12.9%
Nikola Jovic,20.4,MIA,Big,862,63,16.9%,45,118.4,75,13.4%,69,0.79,59,12.2%
Johnny Juzang,22.6,UTA,Wing,357,26,13.5%,96,130.9,29,8.6%,42,0.63,46,11.8%
Luke Kennard,27.4,MEM,Combo,994,38,17.1%,99,130.9,52,21.2%,76,1.23,21,14.0%
Walker Kessler,22.3,UTA,Big,1469,15,11.5%,82,131.4,12,5.7%,25,0.50,25,16.2%
Corey Kispert,24.7,WAS,Wing,2041,61,17.7%,89,124.8,50,11.1%,41,0.63,49,11.5%
Maxi Kleber,31.8,DAL,Big,871,5,10.2%,32,114.4,53,9.9%,88,0.97,39,14.0%
Kevin Knox,24.2,DET,Forward,526,40,14.3%,56,114.5,20,6.2%,22,0.43,35,11.8%
John Konchar,27.6,MEM,Wing,1128,6,10.6%,23,105.8,64,13.0%,98,1.23,4,16.8%
