Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Shareef Abdur-Rahim,29.9,SAC,Big,1996,16,+2.0%,20,+3.0%,3,+6.9%,38,+0.7%,10,+3.1%,76,-4.4%,47,+0.2%,64,-1.2%
Hassan Adams,22.4,NJN,Wing,448,80,-1.8%,45,+0.6%,65,-1.6%,90,-4.6%,89,-3.6%,16,+5.8%,83,-4.3%,66,-1.5%
Maurice Ager,22.7,DAL,Wing,158,88,-2.5%,28,+2.1%,99,-11.8%,81,-2.8%,96,-5.5%,68,-3.0%,82,-4.0%,86,-3.8%
LaMarcus Aldridge,21.3,POR,Big,1342,53,-0.1%,73,-1.8%,28,+2.1%,29,+1.3%,26,+1.6%,98,-16.1%,9,+5.5%,57,-0.6%
Malik Allen,28.3,CHI,Big,572,56,-0.3%,51,+0.1%,91,-5.5%,75,-2.1%,88,-3.3%,55,-0.8%,32,+2.0%,35,+1.1%
Ray Allen,31.3,SEA,Wing,2214,42,+0.4%,27,+2.3%,90,-5.3%,38,+0.7%,73,-1.6%,89,-7.2%,32,+2.0%,60,-0.9%
Tony Allen,24.8,BOS,Wing,772,57,-0.4%,19,+3.3%,39,+0.8%,47,+0.1%,42,+0.3%,94,-10.7%,86,-4.6%,96,-6.3%
Rafer Alston,30.3,HOU,Point,3027,82,-1.9%,52,+0.0%,25,+2.4%,52,-0.2%,37,+0.7%,29,+2.9%,97,-9.4%,96,-6.6%
Alan Anderson,24.0,CHA,Wing,242,34,+0.8%,63,-0.9%,3,+7.6%,10,+3.7%,2,+5.0%,52,-0.4%,70,-2.5%,68,-1.8%
Derek Anderson,32.3,CHA,Wing,1172,75,-1.5%,78,-2.2%,93,-6.5%,86,-3.4%,94,-4.6%,57,-1.0%,11,+5.1%,19,+3.0%
Carmelo Anthony,22.4,DEN,Wing,2479,9,+2.9%,53,-0.0%,7,+5.8%,9,+3.8%,4,+4.5%,23,+4.1%,40,+1.2%,26,+2.2%
Rafael Araujo,26.2,UTA,Big,193,91,-2.9%,11,+4.5%,78,-2.9%,77,-2.3%,83,-2.5%,38,+1.4%,59,-1.0%,55,-0.3%
Gilbert Arenas,24.8,WAS,Combo,2935,54,-0.2%,36,+1.4%,44,+0.4%,52,-0.2%,48,-0.0%,80,-4.9%,45,+0.5%,67,-1.5%
Trevor Ariza,21.3,ORL,Wing,1230,89,-2.5%,36,+1.4%,66,-1.7%,97,-7.1%,96,-5.2%,31,+2.5%,93,-6.8%,85,-3.8%
Darrell Armstrong,38.4,IND,Combo,1236,24,+1.4%,32,+1.8%,26,+2.2%,87,-3.6%,67,-1.3%,11,+7.3%,47,+0.3%,21,+2.8%
Hilton Armstrong,21.9,NOH,Big,546,93,-3.1%,98,-7.7%,85,-4.1%,35,+0.9%,62,-1.0%,61,-1.7%,53,-0.4%,56,-0.5%
Carlos Arroyo,27.3,ORL,Point,1255,75,-1.4%,44,+0.7%,92,-5.9%,42,+0.4%,77,-1.9%,57,-1.1%,90,-5.6%,88,-4.1%
Chucky Atkins,32.2,MEM,Point,2050,69,-1.1%,25,+2.5%,62,-1.2%,83,-3.2%,82,-2.4%,77,-4.4%,79,-3.6%,86,-3.8%
Kelenna Azubuike,22.9,GSW,Wing,595,15,+2.1%,76,-2.0%,44,+0.4%,17,+2.8%,19,+2.0%,39,+1.2%,2,+8.5%,4,+6.5%
Renaldo Balkman,22.3,NYK,Forward,998,98,-5.0%,99,-9.1%,92,-6.2%,95,-5.8%,97,-5.8%,24,+4.0%,58,-0.9%,44,+0.4%
Marcus Banks,25.0,PHX,Combo,447,6,+3.4%,9,+5.0%,26,+2.3%,4,+5.2%,5,+4.1%,11,+7.5%,95,-7.4%,82,-3.5%
Leandro Barbosa,23.9,PHX,Combo,2570,47,+0.1%,22,+2.9%,71,-2.1%,64,-1.1%,71,-1.5%,14,+6.3%,63,-1.5%,50,-0.1%
J.J. Barea,22.3,DAL,Combo,112,17,+1.8%,13,+4.0%,39,+0.7%,99,-9.5%,98,-6.4%,21,+4.4%,72,-2.9%,59,-0.8%
Andrea Bargnani,21.0,TOR,Big,1594,55,-0.2%,55,-0.1%,68,-1.9%,34,+1.0%,48,-0.0%,31,+2.4%,83,-4.1%,73,-2.2%
Matt Barnes,26.6,GSW,Forward,1735,60,-0.6%,73,-1.7%,67,-1.8%,8,+4.4%,22,+1.9%,81,-5.3%,55,-0.6%,71,-2.0%
Earl Barron,25.2,MIA,Big,128,4,+4.2%,1,+11.3%,11,+5.1%,39,+0.6%,14,+2.5%,97,-12.4%,26,+2.8%,83,-3.6%
Brent Barry,34.8,SAS,Wing,1528,10,+2.5%,74,-1.9%,5,+6.4%,14,+3.3%,4,+4.7%,20,+4.6%,30,+2.2%,18,+3.0%
Brandon Bass,21.5,NOH,Big,109,0,+7.5%,0,+12.0%,8,+5.6%,0,+12.4%,0,+9.5%,2,+18.1%,96,-8.2%,34,+1.2%
Maceo Baston,30.4,IND,Big,358,19,+1.7%,1,+9.8%,99,-13.4%,13,+3.4%,86,-3.0%,66,-2.6%,29,+2.4%,40,+0.7%
Tony Battie,30.7,ORL,Big,1566,71,-1.2%,91,-4.5%,26,+2.3%,40,+0.6%,31,+1.2%,42,+0.8%,38,+1.4%,38,+0.9%
Shane Battier,28.1,HOU,Forward,2976,70,-1.2%,85,-3.3%,33,+1.4%,64,-1.2%,51,-0.2%,26,+3.6%,64,-1.8%,56,-0.5%
Charlie Bell,27.6,MIL,Wing,2807,76,-1.5%,61,-0.7%,55,-0.7%,13,+3.4%,19,+2.0%,88,-6.9%,93,-6.3%,96,-6.5%
Raja Bell,30.1,PHX,Wing,2905,71,-1.2%,89,-4.3%,71,-2.1%,74,-2.1%,79,-2.1%,31,+2.7%,18,+3.9%,15,+3.6%
Mike Bibby,28.5,SAC,Point,2775,35,+0.8%,10,+4.6%,34,+1.3%,50,-0.1%,39,+0.5%,43,+0.8%,74,-3.1%,69,-1.9%
Andris Biedrins,20.6,GSW,Big,2372,70,-1.1%,76,-2.0%,63,-1.3%,18,+2.7%,33,+1.1%,25,+4.0%,63,-1.6%,48,+0.1%
Chauncey Billups,30.1,DET,Point,2527,40,+0.5%,29,+2.0%,37,+1.0%,39,+0.7%,40,+0.5%,92,-8.7%,62,-1.4%,89,-4.2%
Steve Blake,26.7,MIL,Point,555,14,+2.1%,18,+3.4%,25,+2.5%,15,+3.2%,12,+3.0%,20,+4.6%,56,-0.7%,38,+1.0%
Steve Blake,26.7,DEN,Point,1617,36,+0.6%,53,+0.0%,15,+4.0%,60,-0.8%,36,+0.9%,25,+3.9%,57,-0.8%,40,+0.7%
Will Blalock,23.1,DET,Point,154,92,-3.0%,99,-9.5%,61,-1.1%,35,+0.9%,40,+0.5%,0,+27.7%,91,-5.8%,11,+4.3%
Andray Blatche,20.2,WAS,Big,623,54,-0.2%,90,-4.4%,91,-5.5%,42,+0.5%,67,-1.3%,39,+1.3%,6,+6.3%,9,+4.7%
Mark Blount,30.9,MIN,Big,2539,33,+0.8%,42,+0.9%,82,-3.4%,20,+2.4%,46,+0.1%,8,+8.8%,60,-1.1%,30,+1.6%
Keith Bogans,26.5,ORL,Wing,957,37,+0.6%,46,+0.5%,49,-0.1%,16,+3.0%,23,+1.8%,33,+2.1%,66,-2.1%,63,-1.1%
Andrew Bogut,21.9,MIL,Big,2250,50,+0.0%,40,+1.1%,15,+3.9%,69,-1.7%,43,+0.2%,78,-4.6%,30,+2.2%,49,-0.0%
Matt Bonner,26.6,SAS,Big,507,4,+4.3%,24,+2.6%,30,+1.8%,6,+4.7%,8,+3.4%,79,-4.8%,1,+9.5%,5,+5.7%
Josh Boone,21.9,NJN,Big,608,95,-3.7%,85,-3.4%,95,-7.6%,93,-5.0%,97,-5.9%,10,+7.6%,73,-2.9%,54,-0.3%
Calvin Booth,30.5,WAS,Big,365,90,-2.7%,93,-5.2%,77,-2.9%,1,+8.9%,3,+4.7%,72,-3.7%,99,-11.3%,99,-8.8%
Carlos Boozer,24.9,UTA,Big,2541,76,-1.6%,42,+0.9%,59,-0.9%,90,-4.3%,87,-3.1%,34,+1.9%,87,-5.0%,78,-2.9%
Chris Bosh,22.6,TOR,Big,2652,87,-2.4%,96,-6.5%,45,+0.3%,41,+0.5%,39,+0.6%,26,+3.7%,61,-1.2%,47,+0.2%
Bruce Bowen,35.4,SAS,Wing,2456,99,-5.4%,91,-4.8%,97,-8.6%,83,-3.1%,97,-5.5%,62,-1.8%,87,-5.0%,87,-4.1%
Earl Boykins,30.4,DEN,Point,865,78,-1.7%,44,+0.7%,82,-3.3%,82,-3.0%,86,-3.0%,56,-0.9%,61,-1.3%,64,-1.2%
