Player,Age,Team,Pos,MIN,Usage Rank,Usage,PSA Rank,PSA,AST% Rank,AST%,AST:Usg Rank,AST:Usg,TOV% Rank,TOV%
Jimmy Butler,23.1,CHI,Wing,488,31,15.2%,76,115.9,66,11.3%,72,0.74,66,10.3%
Mario Chalmers,26.5,MIA,Point,639,38,19.7%,50,105.4,19,16.7%,19,0.85,6,14.7%
Tyson Chandler,30.1,NYK,Big,349,0,8.2%,84,117.2,9,1.5%,14,0.18,25,18.5%
Wilson Chandler,25.5,DEN,Forward,204,46,17.1%,8,87.8,23,5.8%,15,0.34,92,8.4%
Norris Cole,24.1,MIA,Point,377,19,15.7%,69,110.9,25,17.7%,69,1.13,38,13.3%
Nick Collison,32.0,OKC,Big,170,50,16.5%,18,100.0,66,9.4%,70,0.57,36,16.3%
Mike Conley,25.1,MEM,Point,574,63,26.6%,13,100.0,75,33.4%,81,1.26,69,10.4%
Jamal Crawford,32.6,LAC,Wing,158,69,20.1%,28,98.4,55,10.8%,45,0.54,100,6.0%
Stephen Curry,24.6,GSW,Combo,495,100,29.1%,85,112.9,100,31.3%,85,1.07,62,12.4%
Carlos Delfino,30.2,HOU,Wing,116,41,16.5%,66,110.3,76,15.6%,86,0.95,41,11.5%
Luol Deng,27.5,CHI,Forward,222,62,22.2%,0,78.4,69,13.3%,46,0.60,46,11.7%
Boris Diaw,30.5,SAS,Big,270,34,13.8%,52,105.0,89,15.1%,98,1.09,43,15.6%
Keyon Dooling,32.5,MEM,Point,113,0,12.1%,31,103.8,0,5.9%,0,0.49,63,10.9%
Tim Duncan,36.5,SAS,Big,732,93,24.6%,48,104.7,73,9.8%,45,0.40,80,10.7%
Kevin Durant,24.1,OKC,Forward,479,92,33.1%,85,118.0,92,28.9%,92,0.87,38,12.5%
Monta Ellis,27.0,MIL,Combo,151,77,25.3%,15,91.9,92,26.5%,77,1.05,15,17.1%
Reggie Evans,32.5,BKN,Big,208,2,8.3%,34,103.2,27,4.3%,61,0.51,34,16.7%
Festus Ezeli,23.0,GSW,Big,132,14,10.4%,73,114.3,14,1.9%,16,0.19,0,38.1%
Kenneth Faried,23.0,DEN,Big,144,9,10.1%,98,134.2,2,1.1%,7,0.11,55,14.5%
Raymond Felton,28.4,NYK,Combo,452,62,22.2%,46,97.1,69,22.6%,69,1.02,77,9.6%
Derek Fisher,38.2,OKC,Wing,256,10,13.2%,90,121.6,10,4.2%,17,0.32,59,10.8%
Francisco Garcia,30.8,HOU,Wing,152,21,14.1%,79,119.1,52,10.0%,62,0.71,86,8.6%
Kevin Garnett,36.5,BOS,Big,211,73,20.8%,70,113.4,98,22.6%,95,1.08,20,22.0%
Marc Gasol,27.8,MEM,Big,608,70,20.0%,50,104.9,86,14.6%,89,0.73,93,7.0%
Pau Gasol,32.3,LAL,Big,145,95,25.1%,18,100.0,100,32.1%,100,1.28,30,17.1%
Paul George,22.5,IND,Wing,776,86,25.3%,69,111.7,93,23.9%,83,0.95,7,17.9%
Taj Gibson,27.4,CHI,Big,200,64,18.5%,39,104.1,23,3.5%,18,0.19,75,11.2%
Manu Ginobili,35.3,SAS,Wing,557,93,26.6%,45,105.3,100,30.2%,100,1.14,10,17.4%
Danny Green,25.4,SAS,Wing,664,14,13.6%,86,120.9,34,7.8%,52,0.57,79,10.0%
Draymond Green,22.7,GSW,Forward,220,31,15.5%,54,113.3,54,12.5%,77,0.81,0,16.3%
Jeff Green,26.2,BOS,Forward,257,69,24.1%,69,116.2,62,13.0%,38,0.54,15,15.6%
Blake Griffin,23.6,LAC,Big,157,100,26.9%,55,105.3,93,17.4%,77,0.65,48,15.0%
Tyler Hansbrough,27.0,IND,Big,221,52,16.9%,11,93.2,30,4.8%,32,0.28,32,16.8%
James Harden,23.2,HOU,Wing,242,100,31.9%,62,109.9,86,20.0%,59,0.63,24,15.3%
Devin Harris,29.7,ATL,Combo,225,46,19.2%,23,93.2,38,16.3%,38,0.85,54,13.1%
Udonis Haslem,32.4,MIA,Big,357,25,12.1%,89,119.6,18,2.8%,23,0.23,39,16.1%
Roy Hibbert,25.9,IND,Big,692,75,21.0%,68,113.4,52,7.2%,36,0.34,59,13.9%
George Hill,26.5,IND,Point,683,44,20.1%,75,111.9,38,19.6%,50,0.98,25,13.7%
Kirk Hinrich,31.8,CHI,Combo,162,31,16.8%,77,107.1,62,20.9%,92,1.24,31,13.7%
Al Horford,26.4,ATL,Big,217,82,22.3%,41,104.2,91,16.5%,91,0.74,84,8.9%
Dwight Howard,26.9,LAL,Big,126,91,24.3%,84,117.2,43,6.3%,25,0.26,14,24.2%
Serge Ibaka,23.1,OKC,Big,365,57,17.8%,16,96.6,25,4.0%,20,0.23,95,5.0%
Andre Iguodala,28.8,DEN,Wing,242,59,19.0%,83,120.5,90,20.9%,93,1.10,17,15.7%
Ersan Ilyasova,25.5,MIL,Big,117,66,18.7%,18,100.0,75,10.1%,66,0.54,68,12.4%
Jarrett Jack,29.0,GSW,Point,425,50,23.8%,94,118.6,50,22.0%,38,0.92,0,16.4%
Reggie Jackson,22.5,OKC,Combo,355,54,21.0%,92,115.5,54,19.9%,62,0.95,46,13.3%
LeBron James,27.8,MIA,Forward,958,85,30.9%,77,117.4,100,30.1%,100,0.97,54,11.4%
Brandon Jennings,23.1,MIL,Point,133,88,28.4%,0,82.8,44,20.0%,13,0.70,19,13.8%
Ivan Johnson,28.6,ATL,Big,107,45,16.2%,30,102.9,34,5.5%,34,0.34,41,15.8%
Joe Johnson,31.3,BKN,Wing,271,79,20.7%,24,98.1,72,12.2%,55,0.59,69,10.0%
DeAndre Jordan,24.3,LAC,Big,143,16,11.1%,7,84.6,5,1.1%,5,0.10,5,27.7%
Cory Joseph,21.2,SAS,Point,172,31,17.9%,13,100.0,31,18.9%,63,1.05,31,13.6%
Jason Kidd,39.6,NYK,Combo,247,0,9.6%,0,42.3,31,15.4%,100,1.61,0,26.5%
Kyle Korver,31.6,ATL,Wing,177,17,13.8%,72,115.1,7,4.0%,10,0.29,48,11.4%
Kosta Koufos,23.7,DEN,Big,100,7,10.0%,9,90.9,32,5.1%,59,0.51,86,8.7%
Carl Landry,29.1,GSW,Big,244,89,23.8%,75,115.4,80,12.3%,64,0.52,57,14.3%
Ty Lawson,25.0,DEN,Point,235,81,27.9%,38,104.1,100,36.1%,94,1.29,88,8.4%
Kawhi Leonard,21.3,SAS,Forward,771,23,13.9%,92,124.0,0,4.5%,8,0.33,69,10.1%
Brook Lopez,24.6,BKN,Big,262,98,26.0%,57,108.3,50,7.1%,27,0.27,77,11.1%
Ian Mahinmi,26.0,IND,Big,139,32,13.7%,2,84.4,7,1.4%,2,0.10,7,27.5%
Kenyon Martin,34.8,NYK,Big,251,23,12.1%,80,116.9,48,7.1%,73,0.59,64,13.2%
Kevin Martin,29.7,OKC,Wing,315,72,20.2%,41,103.6,31,7.4%,24,0.36,93,7.8%
Luc Mbah a Moute,26.1,MIL,Forward,135,15,13.4%,38,103.1,31,8.1%,54,0.61,31,12.8%
JaVale McGee,24.8,DEN,Big,111,48,16.3%,59,110.3,0,0.0%,0,0.00,11,25.6%
Andre Miller,36.6,DEN,Combo,153,92,29.0%,69,105.0,85,25.8%,46,0.89,23,15.3%
Mike Miller,32.7,MIA,Wing,209,0,9.3%,100,140.0,24,6.8%,69,0.73,72,10.0%
Nazr Mohammed,35.2,CHI,Big,100,41,15.1%,91,121.2,39,6.0%,43,0.40,100,3.3%
Gary Neal,28.1,SAS,Combo,377,23,16.6%,54,97.7,0,6.1%,0,0.37,85,8.9%
Joakim Noah,27.7,CHI,Big,408,61,18.4%,14,93.5,82,12.5%,84,0.68,50,14.9%
Lamar Odom,33.0,LAC,Big,106,68,19.5%,2,84.4,95,17.7%,93,0.91,16,23.3%
Tony Parker,30.5,SAS,Point,762,100,32.4%,44,104.1,88,34.0%,56,1.05,75,10.3%
Chandler Parsons,24.0,HOU,Forward,237,54,21.0%,46,110.1,77,17.3%,85,0.82,8,15.9%
Chris Paul,27.5,LAC,Point,223,94,28.4%,100,129.2,81,33.9%,75,1.19,100,6.9%
Kendrick Perkins,28.0,OKC,Big,209,30,13.6%,0,61.5,36,5.7%,50,0.42,2,37.7%
Johan Petro,26.8,ATL,Big,100,18,11.8%,36,103.6,57,7.8%,82,0.67,89,8.0%
Paul Pierce,35.1,BOS,Wing,255,97,31.3%,21,96.6,97,28.6%,79,0.91,3,20.4%
Quincy Pondexter,24.6,MEM,Forward,347,8,12.9%,100,127.5,15,5.8%,31,0.45,77,9.1%
Pablo Prigioni,35.5,NYK,Point,226,13,14.0%,56,107.0,63,23.4%,100,1.68,81,9.8%
Tayshaun Prince,32.7,MEM,Wing,453,24,15.0%,0,79.5,59,10.8%,66,0.72,97,7.1%
Zach Randolph,31.3,MEM,Big,553,86,23.1%,27,102.4,61,8.4%,39,0.36,73,11.3%
Nate Robinson,28.4,CHI,Point,403,56,26.5%,63,109.6,56,23.3%,31,0.88,13,14.3%
Larry Sanders,23.9,MIL,Big,112,59,18.3%,77,116.2,64,8.9%,57,0.49,9,27.0%
Thabo Sefolosha,28.5,OKC,Wing,299,3,11.0%,28,98.4,69,12.2%,97,1.11,55,11.0%
Iman Shumpert,22.4,NYK,Wing,331,45,16.6%,52,107.8,38,7.8%,41,0.47,38,12.3%
JR Smith,27.1,NYK,Wing,349,90,26.3%,3,86.1,41,7.9%,14,0.30,62,10.5%
Josh Smith,26.9,ATL,Forward,198,77,29.7%,15,95.3,85,20.8%,69,0.70,23,13.0%
Tiago Splitter,27.8,SAS,Big,384,39,14.8%,82,117.2,68,9.7%,80,0.66,23,20.5%
Lance Stephenson,22.2,IND,Wing,670,38,16.4%,14,95.6,79,15.8%,90,0.96,21,15.5%
Jeff Teague,24.4,ATL,Point,212,75,27.4%,6,85.1,69,25.9%,44,0.95,56,11.5%
Jason Terry,35.1,BOS,Combo,189,15,15.9%,100,126.3,15,12.9%,31,0.81,92,8.5%
Klay Thompson,22.7,GSW,Wing,494,34,16.4%,38,103.4,21,6.6%,28,0.40,31,13.2%
Dwyane Wade,30.8,MIA,Combo,778,85,26.5%,62,99.7,77,24.5%,54,0.93,38,13.6%
Gerald Wallace,30.3,BKN,Forward,242,38,15.7%,62,113.5,46,10.5%,62,0.67,62,11.3%
CJ Watson,28.5,BKN,Combo,159,38,17.8%,38,94.7,23,13.8%,23,0.78,100,1.6%
David West,32.2,IND,Big,687,80,21.9%,32,103.1,77,10.6%,55,0.49,61,13.6%
Deron Williams,28.4,BKN,Point,291,69,26.9%,81,117.1,94,34.3%,88,1.28,44,12.7%
Sam Young,27.4,IND,Wing,126,7,12.7%,17,96.3,17,5.5%,34,0.43,0,21.2%
