Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Jeff Foster,26.8,IND,Big,309,13,1.0%,88,2.0%,38,5.4%,100,14.7%,88,22.1%,78,4.8%,25,14.3%
Rick Fox,34.3,LAL,Wing,142,72,0.8%,33,1.0%,3,6.8%,56,3.0%,33,8.4%,97,11.8%,100,63.6%
Steve Francis,26.7,HOU,Point,223,59,0.2%,47,1.5%,35,3.7%,71,3.1%,100,16.4%,0,0.0%,71,8.3%
Kevin Garnett,27.5,MIN,Big,780,75,2.9%,68,1.5%,95,2.6%,25,5.7%,100,25.9%,0,0.0%,93,51.7%
Pau Gasol,23.3,MEM,Big,133,68,2.7%,73,1.5%,78,3.8%,5,3.3%,25,13.4%,0,0.0%,53,23.1%
Devean George,26.2,LAL,Forward,470,44,1.0%,78,2.2%,44,4.5%,0,2.6%,22,9.0%,67,1.9%,22,3.8%
Manu Ginobili,26.3,SAS,Wing,278,25,0.2%,97,2.8%,14,4.6%,94,5.7%,94,17.8%,89,3.8%,31,2.9%
Brian Grant,31.7,MIA,Big,399,28,1.2%,38,0.8%,33,5.5%,88,11.6%,53,16.2%,75,4.2%,73,38.1%
Richard Hamilton,25.7,DET,Wing,930,19,0.1%,44,1.4%,67,2.9%,69,3.8%,25,8.1%,0,0.0%,44,6.9%
Anfernee Hardaway,32.3,NYK,Wing,167,36,0.3%,61,1.6%,97,1.6%,36,2.4%,58,10.4%,0,0.0%,0,0.0%
Al Harrington,23.7,IND,Forward,427,100,1.3%,100,2.6%,22,5.6%,78,7.8%,67,15.1%,78,6.7%,89,30.8%
Lucious Harris,32.9,BKN,Combo,178,33,0.3%,44,1.8%,33,4.1%,89,5.2%,22,6.8%,100,5.9%,0,0.0%
Udonis Haslem,23.4,MIA,Big,195,10,0.9%,53,1.0%,50,4.9%,75,10.2%,15,12.2%,0,0.0%,57,23.5%
Trenton Hassell,24.7,MIN,Wing,474,64,0.8%,31,1.0%,19,4.1%,89,5.1%,6,4.9%,0,0.0%,42,4.2%
Nene Hilario,21.1,DEN,Big,132,30,1.2%,83,1.7%,28,6.9%,60,8.6%,8,9.9%,0,0.0%,20,12.5%
Fred Hoiberg,31.0,MIN,Wing,428,0,0.0%,72,1.8%,42,3.2%,25,1.9%,75,12.0%,83,3.0%,64,13.6%
Robert Horry,33.2,SAS,Big,208,5,0.6%,85,1.7%,30,5.9%,95,13.7%,68,17.7%,0,0.0%,60,26.1%
Lindsey Hunter,32.9,DET,Combo,252,78,0.7%,100,3.3%,0,7.0%,11,2.0%,89,11.2%,0,0.0%,44,4.8%
Jim Jackson,33.0,HOU,Wing,218,28,0.3%,17,0.9%,92,2.0%,19,1.6%,97,19.6%,0,0.0%,92,36.0%
Mike James,28.4,DET,Point,182,0,0.0%,35,1.3%,18,4.5%,82,3.5%,47,7.9%,0,0.0%,88,13.3%
Antawn Jamison,27.4,DAL,Forward,103,33,1.0%,67,1.9%,11,5.8%,89,9.8%,33,9.3%,100,10.0%,0,0.0%
Richard Jefferson,23.4,BKN,Wing,457,78,1.0%,53,1.5%,81,2.4%,72,3.9%,47,9.6%,0,0.0%,94,37.9%
Anthony Johnson,29.1,IND,Point,329,100,0.7%,71,1.8%,12,4.6%,41,2.3%,53,8.3%,0,0.0%,41,3.8%
Ervin Johnson,35.9,MIN,Big,356,35,1.5%,65,1.5%,23,7.2%,57,8.6%,45,14.7%,0,0.0%,48,22.2%
Damon Jones,27.2,MIL,Point,144,0,0.0%,59,1.6%,6,4.6%,29,1.6%,94,13.7%,0,0.0%,0,0.0%
Eddie Jones,32.0,MIA,Wing,480,92,1.4%,78,1.8%,44,3.2%,11,0.7%,53,9.9%,0,0.0%,33,3.1%
Fred Jones,24.6,IND,Wing,254,97,1.7%,42,1.4%,6,5.3%,14,1.3%,67,11.8%,0,0.0%,0,0.0%
Jason Kidd,30.6,BKN,Point,475,94,0.7%,94,2.5%,94,1.5%,88,3.7%,82,10.1%,0,0.0%,100,28.1%
Kerry Kittles,29.4,BKN,Wing,415,89,1.4%,92,2.5%,56,3.1%,53,2.9%,39,9.2%,0,0.0%,0,0.0%
Toni Kukoc,35.1,MIL,Forward,104,56,1.1%,33,1.3%,56,4.4%,22,4.0%,0,8.2%,0,0.0%,56,28.6%
Voshon Lenard,30.5,DEN,Wing,163,0,0.0%,36,1.1%,50,3.1%,39,2.6%,8,6.3%,0,0.0%,0,0.0%
George Lynch,33.2,NOP,Wing,145,83,1.2%,25,1.0%,8,4.8%,100,8.9%,86,15.3%,100,16.7%,86,33.3%
Mark Madsen,27.8,MIN,Big,219,20,1.0%,55,1.0%,10,8.8%,93,13.2%,30,13.7%,0,0.0%,8,5.9%
Jamaal Magloire,25.4,NOP,Big,240,43,1.7%,10,0.4%,73,3.9%,38,6.7%,75,18.6%,0,0.0%,88,50.0%
Karl Malone,40.3,LAL,Big,796,0,0.1%,70,1.5%,85,3.3%,20,5.6%,57,17.0%,0,0.0%,90,51.0%
Stephon Marbury,26.7,NYK,Point,174,0,0.0%,65,1.8%,82,2.0%,59,2.7%,65,8.8%,0,0.0%,0,0.0%
Darrick Martin,32.7,MIN,Point,177,0,0.0%,24,1.1%,24,4.4%,76,3.2%,12,5.4%,0,0.0%,0,0.0%
Kenyon Martin,25.8,BKN,Big,406,45,2.0%,75,1.5%,55,4.8%,43,7.3%,93,23.3%,0,0.0%,63,27.6%
Desmond Mason,26.1,MIL,Wing,197,50,0.6%,19,0.9%,69,2.8%,31,2.2%,50,9.8%,0,0.0%,69,14.3%
Walter McCarty,29.7,BOS,Big,126,8,0.8%,28,0.7%,98,2.6%,3,2.9%,28,13.6%,0,0.0%,10,9.1%
Slava Medvedenko,24.6,LAL,Big,237,18,1.0%,40,0.9%,3,10.6%,73,9.6%,35,13.9%,93,11.1%,33,16.7%
Andre Miller,27.6,DEN,Combo,173,0,0.0%,67,2.1%,44,3.9%,100,8.4%,0,4.0%,0,0.0%,100,22.2%
Brad Miller,27.6,SAC,Big,363,40,1.6%,60,1.1%,40,5.4%,55,8.6%,63,17.3%,0,0.0%,83,44.0%
Reggie Miller,38.2,IND,Wing,453,42,0.4%,81,1.9%,94,1.8%,8,0.7%,31,8.3%,0,0.0%,36,3.4%
Yao Ming,23.1,HOU,Big,187,48,2.0%,15,0.5%,48,4.9%,35,6.5%,13,12.0%,0,0.0%,65,27.8%
Cuttino Mobley,28.2,HOU,Wing,208,61,0.8%,8,0.7%,39,3.3%,47,2.7%,44,9.4%,0,0.0%,0,0.0%
Steve Nash,29.7,DAL,Point,195,0,0.0%,12,0.8%,71,2.9%,47,2.5%,76,10.1%,0,0.0%,76,9.1%
Rasho Nesterovic,27.4,SAS,Big,261,63,2.4%,23,0.6%,25,7.1%,53,8.6%,38,14.3%,80,5.0%,45,21.1%
Dirk Nowitzki,25.4,DAL,Big,210,83,3.2%,63,1.3%,88,3.1%,13,5.2%,78,19.4%,0,0.0%,78,42.9%
Jermaine O'Neal,25.1,IND,Big,601,88,3.6%,25,0.6%,75,3.8%,10,4.9%,73,18.1%,83,5.1%,95,54.8%
Shaquille O'Neal,31.7,LAL,Big,918,93,3.9%,8,0.4%,65,4.2%,90,11.8%,90,22.4%,68,1.8%,43,20.6%
Lamar Odom,24.0,MIA,Forward,509,78,1.2%,44,1.4%,78,4.1%,44,6.4%,56,14.7%,89,6.9%,78,29.0%
Mehmet Okur,24.4,DET,Big,243,57,2.2%,50,1.0%,80,3.7%,30,5.9%,70,17.9%,88,6.3%,13,10.0%
Michael Olowokandi,28.6,MIN,Big,222,70,2.8%,13,0.4%,5,10.1%,45,7.9%,48,15.2%,95,14.3%,70,29.4%
Tony Parker,21.5,SAS,Point,384,47,0.2%,53,1.6%,88,1.6%,24,1.4%,6,4.8%,0,0.0%,29,2.3%
Gary Payton,35.3,LAL,Point,766,65,0.3%,41,1.5%,47,3.6%,65,2.8%,29,7.2%,94,1.0%,24,1.9%
Anthony Peeler,33.9,SAC,Combo,229,56,0.5%,89,2.5%,56,3.3%,44,3.0%,78,10.5%,0,0.0%,67,7.1%
Paul Pierce,26.1,BOS,Wing,161,86,1.4%,50,1.4%,61,2.9%,86,4.3%,92,17.4%,0,0.0%,78,25.0%
James Posey,26.8,MEM,Wing,128,81,1.0%,100,3.5%,17,4.3%,97,7.1%,83,14.0%,0,0.0%,75,22.2%
Tayshaun Prince,23.7,DET,Wing,792,100,2.3%,47,1.4%,36,3.5%,92,5.5%,56,10.4%,78,1.9%,89,33.9%
Michael Redd,24.2,MIL,Wing,192,0,0.0%,0,0.0%,72,2.7%,64,3.4%,64,11.0%,0,0.0%,0,0.0%
Rodney Rogers,32.4,BKN,Forward,223,11,0.7%,22,1.3%,33,5.6%,33,4.3%,100,18.2%,0,0.0%,44,22.2%
Kareem Rush,23.0,LAL,Wing,298,58,0.6%,64,1.6%,11,4.8%,0,0.0%,11,6.4%,0,0.0%,0,0.0%
Joe Smith,28.3,MIL,Big,176,80,3.1%,57,1.1%,70,4.0%,98,14.2%,55,16.3%,0,0.0%,33,16.7%
Latrell Sprewell,33.1,MIN,Wing,768,75,0.9%,75,1.8%,89,2.1%,22,1.6%,42,9.4%,0,0.0%,0,0.0%
Peja Stojakovic,26.4,SAC,Wing,516,31,0.3%,83,1.9%,86,2.2%,50,2.9%,78,12.3%,0,0.0%,56,12.5%
Wally Szczerbiak,26.7,MIN,Wing,294,39,0.4%,28,1.0%,31,3.5%,61,3.1%,19,7.7%,0,0.0%,72,18.6%
Maurice Taylor,27.0,HOU,Big,118,3,0.5%,0,0.0%,15,8.2%,8,4.4%,0,8.6%,100,20.0%,20,12.5%
Kurt Thomas,31.1,NYK,Big,140,30,1.2%,93,2.2%,45,5.2%,28,5.8%,95,23.5%,0,0.0%,98,60.0%
Jamaal Tinsley,25.7,IND,Point,422,76,0.4%,100,3.0%,0,6.2%,18,1.3%,88,10.9%,100,3.1%,47,4.3%
Hedo Turkoglu,24.6,SAS,Wing,267,22,0.2%,58,1.6%,47,3.1%,17,1.6%,81,13.6%,94,4.2%,97,43.5%
Keith Van Horn,28.0,MIL,Forward,134,89,1.2%,89,2.3%,67,4.4%,11,3.8%,44,11.7%,0,0.0%,100,50.0%
Dwyane Wade,21.8,MIA,Combo,509,44,0.5%,11,1.6%,78,3.0%,67,3.3%,33,7.8%,89,3.1%,0,0.0%
Antoine Walker,27.2,DAL,Forward,138,67,1.1%,56,1.7%,89,3.7%,100,13.2%,89,17.6%,0,0.0%,56,28.6%
Ben Wallace,29.1,DET,Big,926,90,3.6%,95,2.3%,93,2.8%,85,11.3%,98,23.8%,65,1.4%,85,44.3%
Rasheed Wallace,29.1,DET,Big,802,85,3.3%,30,0.8%,68,4.1%,33,6.3%,60,17.2%,70,2.0%,18,11.1%
Luke Walton,23.6,LAL,Big,124,13,1.0%,100,2.3%,13,8.4%,0,2.6%,18,12.6%,90,8.3%,33,16.7%
Chris Webber,30.7,SAC,Big,446,25,1.1%,78,1.6%,90,3.0%,18,5.5%,43,14.6%,0,0.0%,68,29.0%
Jiri Welsch,23.8,BOS,Wing,100,0,0.0%,3,0.5%,83,2.4%,0,0.0%,61,10.5%,0,0.0%,53,9.1%
David Wesley,33.0,NOP,Wing,242,0,0.0%,22,0.9%,25,3.6%,6,0.4%,17,6.9%,0,0.0%,0,0.0%
David West,23.2,NOP,Big,110,55,2.2%,43,0.9%,60,4.5%,50,8.3%,80,19.6%,0,0.0%,48,22.2%
Aaron Williams,32.1,BKN,Big,146,53,2.2%,0,0.0%,0,12.2%,23,5.7%,10,10.2%,0,0.0%,0,0.0%
Jason Williams,28.0,MEM,Point,125,0,0.0%,0,0.8%,53,3.6%,6,0.9%,24,6.5%,0,0.0%,94,16.7%
Corliss Williamson,29.9,DET,Forward,322,0,0.6%,0,0.8%,0,7.0%,56,6.4%,11,8.6%,0,0.0%,33,13.6%
Metta World Peace,24.0,IND,Wing,585,94,1.7%,67,1.7%,58,3.0%,83,4.2%,72,11.9%,81,2.6%,83,32.4%
