Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Kyle Anderson,30.1,MIN,Forward,1769,9,-4.1%,25,-2.2%,96,+5.1%,46,-0.2%,93,+4.9%,23,-1.0%,26,-1.8%,17,-2.8%
Giannis Antetokounmpo,28.9,MIL,Forward,2565,94,+3.7%,100,+11.4%,2,-5.7%,0,-5.6%,0,-11.3%,95,+2.2%,20,-2.2%,49,-0.1%
Harrison Barnes,31.4,SAC,Forward,2380,24,-1.9%,61,+0.7%,66,+1.0%,64,+0.6%,67,+1.5%,37,-0.5%,25,-1.8%,21,-2.2%
Nicolas Batum,34.9,PHI,Wing,1470,90,+2.8%,26,-2.1%,18,-2.4%,87,+2.0%,46,-0.3%,80,+1.2%,70,+1.3%,78,+2.4%
Bradley Beal,30.3,PHX,Combo,1759,89,+2.7%,34,-1.4%,59,+0.6%,77,+1.1%,69,+1.7%,84,+1.5%,25,-1.8%,45,-0.3%
Malik Beasley,26.9,MIL,Combo,2330,69,+1.0%,60,+0.6%,20,-2.1%,38,-0.5%,19,-2.7%,47,-0.1%,77,+2.1%,73,+2.0%
Davis Bertans,31.0,CHA,Wing,575,29,-1.5%,74,+1.7%,5,-4.6%,3,-3.0%,1,-7.6%,80,+1.2%,94,+4.7%,96,+5.8%
Patrick Beverley,35.3,PHI,Combo,904,4,-6.4%,37,-1.2%,61,+0.7%,83,+1.5%,75,+2.2%,52,+0.0%,35,-1.1%,37,-1.0%
Patrick Beverley,35.3,MIL,Wing,527,71,+1.1%,21,-2.7%,84,+2.4%,91,+2.5%,92,+4.8%,95,+2.1%,5,-4.3%,22,-2.2%
Bismack Biyombo,31.2,MEM,Big,718,95,+3.8%,3,-6.3%,99,+7.7%,90,+2.3%,99,+10.0%,5,-2.2%,30,-1.5%,11,-3.7%
Bojan Bogdanovic,34.5,DET,Forward,920,87,+2.5%,33,-1.5%,90,+3.5%,21,-1.4%,74,+2.1%,96,+2.7%,11,-3.3%,43,-0.6%
Bojan Bogdanovic,34.5,NYK,Forward,549,11,-3.6%,12,-3.7%,65,+0.9%,80,+1.2%,74,+2.1%,73,+0.8%,63,+0.8%,69,+1.6%
Devin Booker,27.0,PHX,Point,2445,91,+2.9%,16,-3.3%,65,+0.9%,87,+1.9%,80,+2.8%,63,+0.4%,52,+0.0%,56,+0.5%
Malcolm Brogdon,30.9,POR,Combo,1120,90,+2.8%,93,+4.5%,6,-4.1%,70,+0.8%,14,-3.3%,6,-2.1%,66,+1.0%,34,-1.2%
Jaylen Brown,27.0,BOS,Wing,2339,56,+0.1%,83,+2.7%,90,+3.5%,29,-0.9%,80,+2.6%,18,-1.2%,6,-4.2%,6,-5.3%
Reggie Bullock,32.6,HOU,Wing,334,48,-0.4%,31,-1.6%,39,-0.7%,47,-0.1%,40,-0.8%,96,+2.6%,49,-0.1%,77,+2.4%
Alec Burks,32.3,DET,Wing,894,45,-0.5%,9,-4.7%,34,-0.9%,78,+1.1%,53,+0.2%,58,+0.2%,92,+4.2%,91,+4.5%
Alec Burks,32.3,NYK,Wing,304,4,-6.2%,20,-2.7%,67,+1.0%,93,+2.7%,87,+3.7%,35,-0.6%,43,-0.4%,38,-1.0%
Jimmy Butler,34.1,MIA,Forward,2042,87,+2.5%,64,+0.9%,54,+0.3%,21,-1.4%,35,-1.1%,86,+1.5%,32,-1.4%,52,+0.2%
Kentavious Caldwell-Pope,30.7,DEN,Wing,2400,100,+6.2%,66,+1.2%,32,-1.1%,72,+0.9%,48,-0.2%,68,+0.6%,28,-1.6%,37,-1.0%
Clint Capela,29.5,ATL,Big,1882,17,-2.8%,55,+0.3%,80,+2.1%,79,+1.2%,84,+3.3%,18,-1.1%,19,-2.4%,13,-3.5%
Jordan Clarkson,31.4,UTA,Wing,1672,38,-0.9%,45,-0.5%,42,-0.4%,69,+0.8%,55,+0.4%,27,-0.8%,66,+1.0%,52,+0.1%
Mike Conley,36.1,MIN,Point,2193,47,-0.4%,55,+0.3%,35,-0.8%,42,-0.4%,34,-1.2%,34,-0.6%,72,+1.5%,63,+0.9%
Pat Connaughton,30.8,MIL,Wing,1638,26,-1.7%,24,-2.2%,77,+1.9%,52,+0.0%,72,+2.0%,82,+1.3%,35,-1.1%,54,+0.3%
Robert Covington,32.9,PHI,Big,395,60,+0.5%,46,-0.5%,86,+2.9%,37,-0.5%,77,+2.3%,4,-2.3%,59,+0.5%,25,-1.8%
Jae Crowder,33.3,MIL,Forward,1142,15,-3.0%,18,-3.0%,44,-0.3%,46,-0.2%,44,-0.5%,82,+1.4%,77,+2.1%,85,+3.5%
Seth Curry,33.2,DAL,Wing,423,43,-0.6%,57,+0.4%,23,-1.8%,93,+2.7%,61,+0.8%,3,-2.4%,69,+1.1%,34,-1.2%
Seth Curry,33.2,CHA,Wing,158,37,-1.0%,4,-6.1%,74,+1.6%,82,+1.4%,83,+3.0%,25,-0.9%,91,+4.0%,84,+3.1%
Stephen Curry,35.6,GSW,Point,2419,92,+3.0%,67,+1.2%,13,-2.8%,25,-1.1%,11,-3.9%,40,-0.4%,84,+3.0%,80,+2.7%
Anthony Davis,30.6,LAL,Big,2699,33,-1.2%,62,+0.8%,81,+2.2%,53,+0.1%,76,+2.3%,53,+0.1%,12,-3.1%,15,-3.1%
