Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Nicolas Batum,27.9,CHA,Wing,2611,20,47.3%,30,45.3%,32,33.3%,76,85.5%,66,60%,58,52%,56,43%,64,87%
Aron Baynes,29.9,DET,Big,1104,26,49.8%,30,49.8%,0,0.0%,90,84.3%,49,72%,65,60%,16,89%,0,0%
Kent Bazemore,27.3,ATL,Wing,1953,22,47.3%,23,44.5%,41,34.7%,9,70.8%,62,62%,39,60%,61,41%,66,86%
Bradley Beal,23.3,WAS,Wing,2680,91,56.8%,85,53.8%,86,40.8%,52,82.5%,67,60%,71,49%,49,48%,81,81%
Malik Beasley,19.9,DEN,Wing,112,36,48.9%,66,50.0%,26,31.6%,0,75.0%,51,65%,61,50%,41,50%,0,100%
Michael Beasley,27.8,MIL,Big,903,69,55.1%,62,54.0%,94,42.9%,61,74.3%,87,58%,89,48%,75,59%,38,100%
Marco Belinelli,30.6,CHA,Wing,1748,58,51.3%,54,48.3%,55,36.5%,98,89.0%,32,75%,10,78%,26,64%,68,85%
DeAndre' Bembry,22.3,ATL,Wing,273,60,51.4%,95,60.7%,0,7.7%,0,42.9%,42,69%,30,67%,15,71%,0,100%
Dragan Bender,19.0,PHX,Big,530,2,42.7%,8,44.4%,15,27.8%,0,40.0%,30,78%,73,56%,85,50%,38,100%
Anthony Bennett,23.6,BKN,Big,206,5,43.5%,31,50.0%,11,25.6%,0,80.0%,72,64%,96,40%,0,0%,38,100%
Davis Bertans,24.0,SAS,Big,684,90,60.9%,78,57.4%,89,41.3%,78,79.3%,6,89%,43,68%,16,88%,87,95%
Patrick Beverley,28.3,HOU,Point,2046,75,52.5%,42,46.4%,65,38.5%,29,76.8%,8,56%,29,30%,19,30%,27,84%
Bismack Biyombo,24.2,ORL,Big,1714,35,50.9%,36,50.9%,0,0.0%,7,52.9%,20,81%,7,83%,46,72%,0,0%
Nemanja Bjelica,28.5,MIN,Big,1140,34,50.9%,52,53.0%,33,32.5%,43,70.4%,55,70%,71,57%,91,46%,86,96%
Tarik Black,24.9,LAL,Big,1065,40,51.4%,37,51.1%,0,100.0%,62,75.2%,62,68%,40,69%,66,63%,99,0%
Eric Bledsoe,26.9,PHX,Point,2172,38,48.5%,48,47.3%,31,34.0%,67,85.2%,85,21%,85,14%,87,8%,81,51%
Bojan Bogdanovic,27.5,BKN,Wing,1468,68,52.2%,73,51.2%,44,35.5%,90,87.4%,52,65%,59,51%,59,42%,44,93%
Bojan Bogdanovic,27.5,WAS,Forward,584,78,54.8%,58,51.4%,89,40.2%,100,93.3%,49,73%,68,55%,32,62%,76,91%
Andrew Bogut,31.9,DAL,Big,581,11,46.9%,16,47.5%,0,0.0%,0,27.3%,93,53%,86,50%,77,58%,0,0%
Devin Booker,20.0,PHX,Wing,2720,25,47.6%,25,44.8%,56,36.5%,59,83.4%,91,44%,84,43%,82,27%,89,76%
Trevor Booker,28.9,BKN,Big,1747,62,53.8%,65,54.4%,38,33.3%,33,67.3%,97,48%,75,54%,98,26%,98,84%
Avery Bradley,25.9,BOS,Combo,1829,90,53.5%,85,50.4%,84,39.4%,23,73.1%,10,67%,15,61%,3,62%,48,81%
Corey Brewer,30.7,HOU,Wing,886,14,45.8%,82,53.1%,4,23.3%,12,72.1%,25,77%,14,75%,53,45%,0,100%
Corey Brewer,30.7,LAL,Wing,353,15,45.8%,58,49.0%,3,21.7%,0,72.7%,82,50%,82,43%,32,60%,82,80%
Malcolm Brogdon,23.9,MIL,Combo,1901,84,52.4%,68,48.0%,88,42.0%,83,86.2%,27,54%,35,43%,24,37%,29,89%
Aaron Brooks,31.8,IND,Point,812,63,50.5%,19,43.6%,71,39.8%,31,77.1%,63,30%,96,7%,79,11%,58,62%
Anthony Brown,24.1,NOP,Wing,135,0,34.7%,66,50.0%,1,15.0%,0,0.0%,35,73%,39,60%,18,67%,0,100%
Jaylen Brown,20.0,BOS,Wing,1293,61,51.6%,71,51.1%,41,35.2%,6,69.0%,40,70%,30,67%,48,49%,25,98%
Nicolas Brussino,23.7,DAL,Wing,408,18,46.6%,22,44.4%,24,31.3%,0,86.7%,4,89%,10,78%,15,71%,0,100%
Reggie Bullock,25.6,DET,Wing,413,80,54.9%,59,49.0%,81,39.7%,0,66.7%,6,88%,10,78%,18,67%,0,100%
Trey Burke,24.0,WAS,Combo,640,89,53.3%,48,45.9%,98,47.5%,26,74.1%,69,38%,69,26%,65,20%,47,83%
Alec Burks,25.3,UTA,Combo,620,39,45.7%,37,42.9%,49,34.7%,36,77.0%,58,42%,42,39%,69,19%,44,84%
Jimmy Butler,27.1,CHI,Wing,2803,40,49.5%,47,47.9%,62,37.4%,81,86.5%,95,41%,82,43%,79,30%,98,64%
Jose Calderon,35.1,ATL,Combo,224,55,48.1%,95,53.8%,19,28.6%,0,87.5%,8,68%,18,57%,6,57%,34,88%
Jose Calderon,35.1,LAL,Point,272,58,50.0%,38,46.3%,44,36.4%,0,100.0%,4,61%,6,50%,8,38%,15,92%
Kentavious Caldwell-Pope,23.7,DET,Wing,2525,34,48.7%,21,44.4%,46,35.7%,56,83.2%,56,63%,44,58%,47,49%,86,78%
Isaiah Canaan,25.5,CHI,Combo,513,37,45.7%,94,53.7%,11,26.2%,98,88.9%,13,60%,37,41%,21,37%,21,95%
Clint Capela,22.5,HOU,Big,1533,95,64.3%,95,64.3%,0,0.0%,8,53.4%,18,83%,8,83%,38,77%,0,0%
DeMarre Carroll,30.3,TOR,Forward,1874,41,50.0%,39,48.0%,43,34.3%,43,76.1%,34,77%,59,59%,46,59%,54,95%
Vince Carter,39.8,MEM,Wing,1791,54,50.8%,12,42.0%,69,38.0%,27,76.5%,39,71%,83,43%,54,43%,53,91%
Michael Carter-Williams,25.1,CHI,Point,804,0,38.3%,2,38.7%,2,24.2%,26,76.8%,15,51%,10,45%,2,42%,10,93%
Omri Casspi,28.4,MIN,Big,216,47,52.6%,83,58.6%,0,22.2%,0,62.5%,13,84%,14,77%,1,100%,38,100%
Omri Casspi,28.4,SAC,Forward,393,46,50.4%,41,48.3%,68,37.9%,0,57.1%,39,75%,19,74%,90,25%,0,100%
Willie Cauley-Stein,23.2,SAC,Big,1384,50,53.0%,53,53.0%,0,0.0%,30,66.7%,47,72%,14,77%,66,63%,0,0%
Tyson Chandler,34.1,PHX,Big,1295,98,67.1%,98,67.1%,0,0.0%,57,73.4%,78,62%,62,61%,1,100%,0,0%
Wilson Chandler,29.5,DEN,Forward,2186,58,52.0%,64,52.5%,38,34.1%,20,72.5%,75,60%,63,57%,71,40%,75,92%
Marquese Chriss,19.3,PHX,Big,1698,31,50.7%,44,51.6%,32,32.4%,15,61.2%,41,74%,52,65%,52,70%,72,99%
Rakeem Christmas,24.9,IND,Big,177,56,53.3%,55,53.3%,0,0.0%,0,72.7%,20,81%,14,77%,1,100%,0,0%
Semaj Christon,24.0,OKC,Combo,873,6,36.5%,18,38.5%,5,20.4%,0,48.0%,61,42%,32,46%,74,17%,0,100%
Ian Clark,25.7,GSW,Combo,925,97,56.4%,98,55.7%,77,38.1%,66,82.1%,2,78%,6,75%,0,63%,0,100%
Jordan Clarkson,24.4,LAL,Combo,2352,71,50.3%,84,50.2%,42,33.6%,57,80.2%,71,38%,60,32%,73,19%,56,78%
Norris Cole,28.1,OKC,Combo,101,5,33.8%,2,30.0%,0,30.0%,0,75.0%,40,50%,97,0%,13,43%,0,100%
Darren Collison,29.2,SAC,Combo,2055,92,53.7%,81,49.6%,95,44.5%,81,86.0%,53,44%,26,51%,52,24%,61,75%
Mike Conley,29.1,MEM,Point,2287,88,55.1%,75,49.7%,92,41.8%,74,85.9%,38,38%,40,27%,25,26%,71,56%
Pat Connaughton,23.8,POR,Wing,227,82,55.8%,14,42.3%,98,46.2%,0,100.0%,4,91%,3,90%,100,0%,0,100%
DeMarcus Cousins,26.2,NOP,Big,573,38,51.3%,21,48.6%,74,37.9%,71,77.7%,98,46%,99,32%,98,26%,96,92%
DeMarcus Cousins,26.2,SAC,Big,1885,23,49.6%,19,48.2%,56,35.7%,68,77.0%,93,51%,95,42%,93,44%,96,89%
Robert Covington,25.9,PHI,Forward,2110,32,49.2%,46,48.4%,32,33.2%,75,82.2%,31,79%,41,65%,24,68%,61,94%
Allen Crabbe,24.6,POR,Wing,2224,92,57.0%,59,49.0%,95,44.1%,69,84.7%,12,86%,16,73%,6,80%,32,97%
Jamal Crawford,36.6,LAC,Wing,2006,31,48.1%,24,44.7%,50,35.9%,73,85.2%,97,33%,100,24%,92,19%,99,62%
Jordan Crawford,28.0,NOP,Wing,419,82,55.8%,84,53.4%,77,39.1%,0,76.0%,89,45%,95,32%,93,18%,73,83%
Jae Crowder,26.3,BOS,Forward,2328,88,57.3%,75,54.0%,88,40.1%,70,81.1%,15,84%,12,78%,19,72%,68,94%
Dante Cunningham,29.5,NOP,Forward,1623,90,58.2%,90,58.2%,75,38.8%,0,60.9%,12,87%,15,75%,5,83%,0,100%
Seth Curry,26.2,DAL,Combo,2015,98,57.6%,90,52.8%,89,42.3%,77,84.8%,55,44%,79,21%,55,24%,66,75%
Stephen Curry,28.6,GSW,Point,2627,98,58.8%,100,53.7%,96,42.1%,88,89.8%,10,53%,12,43%,6,39%,48,65%
Troy Daniels,25.3,MEM,Wing,1133,50,50.2%,2,33.3%,71,38.3%,38,78.7%,20,81%,61,50%,12,74%,68,85%
Anthony Davis,23.6,NOP,Big,2700,42,51.8%,48,52.4%,21,29.8%,81,80.2%,67,66%,58,63%,61,66%,38,100%
Deyonta Davis,19.9,MEM,Big,212,68,55.0%,69,55.0%,0,0.0%,0,63.6%,74,64%,54,65%,71,60%,0,0%
Ed Davis,27.4,POR,Big,787,49,52.8%,50,52.8%,0,0.0%,19,61.7%,64,67%,52,65%,43,73%,0,0%
DeMar DeRozan,27.2,TOR,Wing,2615,28,47.9%,54,48.4%,16,28.0%,64,84.2%,100,22%,97,27%,94,16%,69,85%
Dewayne Dedmon,27.2,SAS,Big,1252,93,62.4%,92,62.4%,0,0.0%,38,69.6%,54,70%,32,71%,62,65%,0,0%
Sam Dekker,22.5,HOU,Forward,1335,75,54.4%,92,59.5%,29,31.8%,0,55.9%,20,82%,17,75%,15,75%,0,100%
Malcolm Delaney,27.6,ATL,Combo,1187,16,41.1%,32,42.2%,9,25.5%,55,79.8%,79,35%,84,20%,60,22%,26,92%
Matthew Dellavedova,26.1,MIL,Point,1971,25,46.3%,6,40.6%,46,36.4%,69,85.4%,13,52%,27,31%,17,31%,25,86%
Luol Deng,31.5,LAL,Forward,1478,17,45.1%,15,43.3%,30,32.1%,23,73.0%,68,66%,69,52%,34,61%,73,92%
Cheick Diallo,20.1,NOP,Big,163,68,55.0%,69,55.0%,0,0.0%,0,71.4%,56,70%,47,67%,46,72%,0,0%
Boris Diaw,34.5,UTA,Big,1274,14,47.7%,41,51.2%,9,24.7%,54,72.7%,99,45%,96,38%,97,37%,89,95%
Gorgui Dieng,26.8,MIN,Big,2640,43,51.9%,40,51.1%,92,42.1%,86,81.8%,29,79%,41,69%,18,87%,92,94%
Spencer Dinwiddie,23.6,BKN,Point,1261,56,49.8%,37,46.1%,67,38.5%,38,78.8%,50,34%,46,27%,52,18%,65,59%
Toney Douglas,30.6,MEM,Combo,370,21,42.8%,77,49.3%,4,19.4%,64,81.5%,65,39%,44,38%,18,38%,95,43%
Goran Dragic,30.5,MIA,Point,2447,79,52.7%,77,49.8%,81,40.6%,40,79.0%,65,30%,48,25%,65,15%,46,66%
Andre Drummond,23.2,DET,Big,2406,56,53.3%,54,53.3%,0,25.0%,0,38.7%,83,60%,63,61%,73,59%,99,0%
Jared Dudley,31.3,PHX,Forward,1352,85,56.5%,80,55.6%,71,38.1%,11,65.1%,25,80%,78,44%,17,74%,0,100%
Mike Dunleavy,36.1,ATL,Wing,438,94,57.6%,18,43.5%,96,44.4%,57,83.3%,2,94%,2,93%,18,67%,0,100%
Mike Dunleavy,36.1,CLE,Wing,314,23,47.4%,38,46.4%,28,32.0%,0,70.6%,11,86%,15,75%,0,100%,40,94%
Kris Dunn,22.6,MIN,Combo,1257,15,40.9%,27,40.8%,16,27.5%,0,59.6%,76,36%,47,37%,56,23%,77,68%
Kevin Durant,28.1,GSW,Forward,2051,93,59.7%,97,60.8%,70,38.0%,93,87.6%,73,61%,51,61%,56,51%,95,81%
Wayne Ellington,28.9,MIA,Wing,1463,82,55.4%,75,51.6%,67,37.9%,78,85.7%,8,87%,36,64%,7,80%,43,93%
Monta Ellis,31.0,IND,Combo,1978,56,48.7%,71,48.3%,37,33.3%,21,72.4%,60,42%,48,35%,40,29%,32,88%
Joel Embiid,22.6,PHI,Big,781,35,50.9%,23,49.2%,67,37.5%,73,78.2%,83,61%,57,63%,96,37%,83,97%
James Ennis,26.3,MEM,Forward,1466,69,53.7%,59,51.4%,66,37.9%,59,77.4%,47,74%,32,66%,73,36%,63,94%
Tyler Ennis,22.2,HOU,Point,129,2,38.6%,12,41.2%,0,20.0%,0,50.0%,100,13%,98,0%,13,33%,83,50%
Tyler Ennis,22.2,LAL,Point,378,71,51.5%,44,46.5%,73,40.0%,0,85.7%,71,28%,79,15%,67,14%,73,55%
Tyreke Evans,27.1,NOP,Combo,453,31,44.3%,44,44.4%,30,30.5%,38,77.6%,94,26%,85,20%,77,17%,90,50%
Tyreke Evans,27.1,SAC,Combo,313,63,49.3%,23,40.0%,96,44.7%,15,70.6%,74,37%,82,21%,29,33%,85,62%
Dante Exum,21.3,UTA,Combo,1163,44,47.6%,89,51.0%,18,28.5%,51,78.6%,48,48%,56,32%,82,13%,18,97%
Kenneth Faried,27.0,DEN,Big,1275,69,55.1%,72,55.6%,0,0.0%,37,69.3%,75,63%,63,61%,39,75%,0,0%
Derrick Favors,25.3,UTA,Big,1180,19,49.0%,22,49.1%,0,30.0%,18,61.5%,25,80%,25,73%,19,86%,38,100%
Kay Felder,21.6,CLE,Point,281,8,43.6%,4,39.1%,0,46.7%,10,69.2%,75,27%,77,16%,40,20%,37,71%
Cristiano Felicio,24.3,CHI,Big,930,87,60.1%,86,60.1%,0,0.0%,26,65.0%,71,65%,57,63%,36,77%,0,0%
Raymond Felton,32.4,LAC,Combo,1537,52,48.1%,56,46.8%,47,34.1%,43,78.0%,77,35%,71,26%,61,22%,58,76%
Yogi Ferrell,23.5,BKN,Point,126,4,42.3%,50,47.4%,4,25.0%,0,90.0%,69,29%,98,0%,0,50%,96,40%
Yogi Ferrell,23.5,DAL,Point,1021,62,50.4%,17,42.5%,79,40.5%,81,87.7%,46,36%,58,21%,38,20%,67,57%
Dorian Finney-Smith,23.5,DAL,Forward,1538,22,46.9%,47,48.5%,21,30.5%,41,75.9%,29,79%,27,69%,59,50%,51,96%
Bryn Forbes,23.3,SAS,Combo,237,42,47.1%,31,42.1%,46,34.0%,0,80.0%,19,59%,0,0%,10,44%,63,75%
Evan Fournier,24.0,ORL,Wing,2228,56,51.2%,61,49.2%,54,36.2%,43,80.5%,69,59%,73,49%,62,41%,61,88%
Randy Foye,33.1,BKN,Combo,1210,48,48.1%,35,42.6%,44,34.0%,72,84.6%,26,55%,66,29%,63,21%,60,76%
Tim Frazier,26.0,NOP,Point,1477,21,45.8%,25,44.6%,21,32.0%,19,75.6%,44,36%,25,32%,44,19%,50,64%
Channing Frye,33.5,CLE,Big,1346,86,59.2%,56,53.4%,91,41.6%,91,84.5%,1,93%,5,88%,32,79%,38,100%
Danilo Gallinari,28.2,DEN,Forward,2128,64,53.1%,51,49.2%,77,38.9%,98,90.2%,66,67%,66,55%,66,44%,56,95%
Langston Galloway,24.9,NOP,Wing,1062,46,49.8%,5,36.7%,76,39.0%,26,76.0%,34,74%,78,45%,52,46%,54,91%
Langston Galloway,24.9,SAC,Combo,367,73,50.5%,10,36.5%,100,48.7%,0,91.7%,3,71%,3,100%,21,37%,0,100%
Marc Gasol,31.8,MEM,Big,2524,31,50.4%,17,47.9%,79,39.2%,88,83.6%,70,65%,62,61%,80,55%,77,98%
Pau Gasol,36.3,SAS,Big,1618,66,54.8%,25,49.3%,100,53.8%,44,70.5%,44,73%,60,62%,50,70%,38,100%
Rudy Gay,30.2,SAC,Forward,1009,49,50.6%,44,48.3%,73,38.2%,89,85.5%,90,50%,76,49%,83,29%,81,88%
Paul George,26.5,IND,Forward,2684,68,53.5%,53,50.0%,79,39.4%,95,89.8%,88,51%,80,43%,76,35%,93,82%
Jonathan Gibson,29.0,DAL,Combo,192,13,40.7%,13,37.0%,25,30.0%,0,78.3%,37,52%,92,17%,27,36%,45,83%
Taj Gibson,31.4,CHI,Big,1498,46,52.4%,53,53.0%,0,16.7%,47,70.9%,64,67%,68,59%,35,78%,38,100%
Taj Gibson,31.4,OKC,Big,484,24,49.7%,29,49.7%,0,0.0%,51,71.8%,74,64%,70,58%,44,73%,0,0%
Manu Ginobili,39.3,SAS,Wing,1284,37,49.1%,6,38.3%,77,39.4%,42,80.0%,59,63%,61,50%,68,38%,84,79%
Rudy Gobert,24.4,UTA,Big,2729,96,66.2%,97,66.2%,0,0.0%,28,65.3%,43,74%,22,74%,20,86%,0,0%
Archie Goodwin,22.2,BKN,Wing,156,89,56.7%,92,58.1%,0,33.3%,0,72.0%,92,43%,95,32%,18,67%,0,100%
Aaron Gordon,21.1,ORL,Forward,2256,42,50.2%,69,52.9%,18,29.3%,18,71.6%,81,57%,53,60%,85,28%,90,85%
Eric Gordon,27.9,HOU,Wing,2303,68,52.7%,41,46.7%,60,37.2%,65,84.3%,41,69%,74,48%,66,39%,70,84%
Marcin Gortat,32.7,WAS,Big,2551,82,58.0%,80,58.0%,0,0.0%,27,65.2%,51,71%,26,73%,58,67%,0,0%
Treveon Graham,23.0,CHA,Forward,113,100,68.0%,53,50.0%,0,66.7%,0,71.4%,54,71%,92,33%,41,60%,0,100%
Jerami Grant,22.6,OKC,Forward,1405,71,53.8%,56,50.5%,82,39.6%,9,63.5%,42,75%,36,66%,53,56%,42,98%
Jerian Grant,24.1,CHI,Combo,977,81,52.2%,79,49.3%,70,37.1%,96,88.6%,45,48%,66,29%,42,28%,52,80%
Danny Green,29.4,SAS,Wing,1797,70,52.9%,13,42.0%,74,38.4%,84,86.7%,19,81%,54,53%,25,64%,47,92%
Draymond Green,26.7,GSW,Big,2459,16,48.2%,25,49.4%,24,30.9%,45,70.6%,28,79%,28,72%,62,65%,81,98%
Gerald Green,30.8,BOS,Wing,509,46,49.8%,37,46.2%,49,35.9%,83,86.5%,43,68%,46,57%,30,61%,80,81%
JaMychal Green,26.4,MEM,Big,2074,77,56.2%,70,55.1%,80,39.3%,80,80.1%,59,68%,82,51%,28,81%,75,98%
Jeff Green,30.2,ORL,Forward,1495,14,44.8%,27,45.9%,13,28.1%,91,86.1%,85,55%,56,59%,88,28%,63,94%
Blake Griffin,27.6,LAC,Big,2071,41,51.6%,44,51.5%,44,34.5%,64,76.1%,91,54%,85,50%,88,49%,82,97%
Justin Hamilton,26.6,BKN,Big,1120,50,53.0%,86,59.4%,22,30.7%,67,76.7%,22,81%,54,64%,21,85%,76,98%
AJ Hammons,24.2,DAL,Big,129,27,50.0%,6,42.9%,0,44.4%,0,43.8%,0,100%,0,100%,1,100%,38,100%
Tim Hardaway Jr.,24.6,ATL,Wing,2112,75,54.1%,83,53.4%,57,36.6%,31,77.3%,38,71%,28,68%,37,54%,67,86%
James Harden,27.2,HOU,Combo,2940,85,52.7%,92,53.0%,54,34.8%,74,84.6%,100,18%,95,11%,97,6%,100,32%
Maurice Harkless,23.5,POR,Forward,2212,81,56.0%,85,57.1%,55,35.6%,7,62.1%,61,71%,42,64%,54,51%,0,100%
Montrezl Harrell,22.8,HOU,Big,987,96,65.3%,96,66.1%,0,16.7%,25,64.6%,23,80%,11,80%,29,80%,99,0%
Devin Harris,33.7,DAL,Wing,1084,39,49.4%,46,47.6%,35,33.9%,55,82.9%,58,63%,61,50%,62,41%,71,84%
Gary Harris,22.1,DEN,Wing,1776,96,58.8%,89,55.7%,93,42.3%,33,77.3%,29,76%,25,69%,39,52%,30,97%
Joe Harris,25.2,BKN,Wing,1100,75,54.1%,53,48.2%,73,38.4%,10,71.1%,17,83%,18,72%,18,67%,46,93%
Tobias Harris,24.3,DET,Forward,2541,63,53.1%,73,53.6%,48,34.7%,84,84.2%,76,60%,58,59%,69,43%,32,99%
Andrew Harrison,22.0,MEM,Combo,1427,8,37.8%,8,36.4%,12,26.4%,30,75.5%,82,34%,90,17%,85,12%,77,68%
Udonis Haslem,36.4,MIA,Big,115,72,55.6%,83,58.8%,0,0.0%,0,61.5%,84,60%,86,50%,1,100%,0,0%
Spencer Hawes,28.5,CHA,Big,587,29,50.2%,43,51.3%,26,31.4%,99,88.2%,14,84%,11,80%,26,81%,38,100%
Spencer Hawes,28.5,MIL,Big,139,98,66.3%,100,73.1%,78,39.1%,0,75.0%,3,89%,14,77%,1,100%,38,100%
Gordon Hayward,26.6,UTA,Wing,2507,73,53.7%,68,50.6%,82,40.1%,66,84.3%,81,52%,39,61%,84,26%,91,74%
Gerald Henderson,28.9,PHI,Wing,1660,30,48.1%,32,45.5%,47,35.9%,44,80.6%,55,63%,27,68%,60,42%,57,90%
John Henson,25.8,MIL,Big,1111,37,51.0%,40,51.1%,0,0.0%,40,69.8%,44,73%,38,70%,28,81%,0,0%
Juan Hernangomez,21.1,DEN,Forward,749,86,56.7%,37,47.4%,98,43.9%,36,75.8%,24,81%,46,63%,41,60%,0,100%
Willy Hernangomez,22.4,NYK,Big,1280,60,53.7%,63,54.1%,0,25.0%,55,73.0%,81,61%,64,60%,68,63%,38,100%
Mario Hezonja,21.7,ORL,Forward,786,5,39.1%,5,37.0%,16,28.7%,50,76.5%,63,69%,73,50%,25,67%,88,86%
Roy Hibbert,29.9,CHA,Big,661,65,54.6%,66,54.6%,0,0.0%,86,81.3%,66,66%,74,55%,36,77%,0,0%
Buddy Hield,23.9,NOP,Wing,1125,41,49.6%,11,41.7%,68,37.9%,80,86.2%,53,65%,54,53%,65,39%,78,82%
Buddy Hield,23.9,SAC,Wing,722,93,57.2%,80,52.5%,92,41.8%,53,82.9%,80,52%,76,45%,77,32%,96,73%
Nene Hilario,34.1,HOU,Big,1196,93,62.0%,92,62.4%,0,28.6%,12,58.9%,13,84%,5,86%,41,74%,38,100%
George Hill,30.5,UTA,Point,1534,90,55.6%,92,52.6%,75,40.2%,43,79.8%,33,39%,19,34%,56,18%,40,68%
Solomon Hill,25.6,NOP,Forward,2351,37,49.6%,17,43.4%,57,36.2%,66,80.5%,64,68%,85,42%,97,6%,0,100%
Darrun Hilliard,23.6,DET,Wing,268,3,41.8%,29,45.3%,5,23.5%,0,78.6%,84,49%,25,70%,89,21%,61,88%
Jrue Holiday,26.4,NOP,Combo,2184,76,51.1%,82,49.8%,60,36.0%,17,71.1%,90,29%,61,31%,84,12%,94,48%
