Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Reece Beekman,23.1,BKN,Point,413,2,35.3%,4,37.9%,0,20.6%,0,70.0%,31,55%,37,44%,38,33%,6,100%
Goga Bitadze,25.3,ORL,Big,1402,82,62.2%,84,65.8%,1,12.5%,17,64.1%,72,68%,59,64%,20,90%,23,100%
Bismack Biyombo,32.2,SAS,Big,511,55,57.7%,50,57.7%,0,0.0%,0,40.0%,39,78%,36,71%,15,91%,0,0%
Anthony Black,20.8,ORL,Combo,1809,28,48.0%,34,47.3%,26,32.6%,32,76.5%,67,53%,46,47%,51,37%,43,85%
Bogdan Bogdanovic,32.2,LAC,Wing,735,88,59.6%,59,52.8%,94,43.8%,87,87.5%,84,58%,93,38%,81,39%,86,80%
Bogdan Bogdanovic,32.2,ATL,Wing,597,9,47.1%,30,50.0%,16,30.1%,90,88.2%,23,84%,20,76%,20,78%,63,91%
Bol Bol,25.0,PHX,Big,375,72,59.9%,95,70.7%,42,32.9%,0,78.9%,7,88%,50,67%,25,88%,23,100%
Adem Bona,21.6,PHI,Big,822,96,70.4%,95,70.8%,0,0.0%,28,67.9%,67,70%,45,68%,41,80%,0,0%
Devin Booker,28.0,PHX,Combo,2780,56,52.6%,78,54.3%,29,33.3%,90,89.4%,75,51%,38,52%,45,39%,72,72%
Brandon Boston Jr.,22.9,NOP,Forward,953,25,50.4%,21,49.3%,40,34.6%,42,76.3%,81,61%,63,60%,84,38%,82,85%
Chris Boucher,31.8,TOR,Big,842,60,58.5%,76,62.9%,57,36.2%,66,77.6%,40,78%,64,62%,60,72%,23,100%
Malaki Branham,21.5,SAS,Wing,321,63,55.9%,28,49.4%,96,44.4%,0,87.0%,75,66%,86,46%,59,56%,37,96%
Christian Braun,23.5,DEN,Wing,2667,98,63.4%,95,64.8%,76,39.6%,66,82.7%,42,79%,13,79%,39,67%,66,90%
Mikal Bridges,28.2,NYK,Forward,3022,79,57.7%,88,59.4%,59,36.5%,68,81.4%,46,76%,17,77%,48,61%,47,96%
Miles Bridges,26.6,CHA,Forward,2025,18,49.7%,34,51.3%,26,31.4%,91,87.0%,80,61%,75,55%,90,35%,70,91%
Oshae Brissett,26.4,PHI,Big,142,33,53.9%,69,61.9%,28,29.4%,0,57.1%,88,61%,82,56%,54,75%,98,60%
Malcolm Brogdon,31.9,WAS,Combo,563,21,47.1%,39,47.8%,18,29.6%,81,88.0%,84,45%,82,31%,31,45%,25,94%
Dillon Brooks,28.8,HOU,Forward,2386,46,53.6%,10,46.5%,79,39.9%,64,80.8%,59,70%,78,55%,85,38%,43,96%
Keion Brooks,24.3,NOP,Forward,301,74,57.1%,94,61.7%,32,33.3%,0,79.2%,41,78%,48,65%,17,79%,0,100%
Bruce Brown,28.2,TOR,Wing,340,12,47.7%,20,47.9%,18,31.4%,96,89.7%,57,73%,27,72%,50,60%,0,100%
Bruce Brown,28.2,NOP,Combo,567,15,45.8%,17,42.9%,51,36.4%,24,75.0%,18,70%,9,66%,11,59%,25,94%
Jaylen Brown,28.0,BOS,Wing,2154,34,51.7%,57,52.8%,25,32.8%,36,76.4%,96,46%,89,44%,93,33%,91,72%
Kobe Brown,24.8,LAC,Big,156,7,46.4%,60,60.0%,4,17.6%,0,100.0%,93,56%,95,45%,85,50%,23,100%
Jalen Brunson,28.2,NYK,Point,2300,79,55.2%,83,53.9%,78,38.4%,38,82.1%,92,29%,71,30%,75,20%,90,46%
Thomas Bryant,27.3,MIA,Big,103,35,54.5%,60,60.0%,0,33.3%,0,100.0%,30,80%,13,80%,99,0%,23,100%
Thomas Bryant,27.3,IND,Big,814,48,56.7%,86,66.2%,29,29.8%,81,81.3%,49,76%,66,61%,32,83%,73,97%
Kobe Bufkin,21.1,ATL,Point,116,6,41.9%,23,46.2%,2,23.5%,0,72.2%,15,63%,4,67%,38,33%,6,100%
Alec Burks,33.3,MIA,Wing,859,84,58.6%,2,42.2%,89,42.4%,39,77.6%,16,86%,80,50%,56,58%,37,95%
Jared Butler,24.2,WAS,Point,257,94,58.5%,90,55.4%,92,42.4%,0,82.4%,81,35%,85,27%,69,24%,52,71%
Jared Butler,24.2,PHI,Wing,662,22,50.6%,21,47.9%,46,35.5%,93,88.6%,95,48%,97,31%,96,26%,87,80%
Jimmy Butler,35.1,GSW,Forward,979,27,50.8%,41,53.0%,10,27.7%,90,86.9%,77,63%,59,61%,58,53%,56,94%
Jimmy Butler,35.1,MIA,Forward,765,72,56.7%,72,56.8%,65,37.1%,60,80.1%,91,55%,68,59%,83,39%,85,85%
Matas Buzelis,20.1,CHI,Forward,1440,54,54.1%,55,54.4%,51,35.9%,78,83.5%,31,81%,31,73%,47,62%,35,98%
Jamal Cain,25.6,NOP,Wing,425,10,47.3%,41,50.8%,9,28.8%,2,66.7%,67,71%,60,60%,39,67%,82,84%
Kentavious Caldwell-Pope,31.7,ORL,Wing,2277,56,54.6%,85,58.9%,37,34.3%,83,86.3%,37,81%,58,61%,21,77%,50,93%
Toumani Camara,24.5,POR,Forward,2557,63,55.5%,53,54.2%,68,37.7%,26,72.0%,40,78%,52,64%,26,74%,49,96%
Vlatko Cancar,27.6,DEN,Big,124,7,46.2%,30,54.5%,0,26.7%,0,0.0%,30,80%,0,100%,99,0%,23,100%
Clint Capela,30.5,ATL,Big,1173,45,56.0%,39,56.2%,0,0.0%,3,53.6%,42,78%,29,73%,12,93%,0,0%
Branden Carlson,25.4,OKC,Big,161,81,61.9%,98,72.7%,71,37.8%,0,84.6%,36,79%,95,45%,41,80%,23,100%
Carlton Carrington,19.3,WAS,Combo,2423,34,49.3%,33,47.3%,39,34.1%,48,81.0%,46,57%,6,67%,36,41%,82,66%
Devin Carter,22.6,SAC,Combo,344,7,41.4%,18,43.6%,8,26.9%,0,53.3%,68,53%,49,47%,86,22%,62,79%
Jevon Carter,29.1,CHI,Combo,223,31,48.4%,52,50.0%,24,31.9%,0,75.0%,13,74%,86,29%,1,83%,39,86%
Wendell Carter,25.5,ORL,Big,1749,15,49.7%,45,56.8%,11,23.4%,53,74.7%,32,79%,41,70%,25,88%,23,100%
Alex Caruso,30.7,OKC,Forward,1029,52,54.1%,58,54.9%,50,35.5%,71,82.0%,34,80%,32,72%,72,44%,63,93%
Stephon Castle,20.0,SAS,Combo,2136,25,47.7%,48,49.7%,15,29.1%,15,72.4%,61,54%,36,52%,63,32%,63,78%
Colin Castleton,24.4,TOR,Big,279,23,51.6%,25,53.6%,0,25.0%,0,75.0%,51,75%,62,63%,16,91%,23,100%
Julian Champagnie,23.3,SAS,Wing,1916,57,54.8%,58,52.8%,55,37.1%,98,90.3%,9,89%,31,69%,10,89%,24,98%
Justin Champagnie,23.3,WAS,Big,1261,79,61.7%,78,63.1%,83,40.1%,26,67.8%,62,72%,87,52%,58,74%,67,99%
Max Christie,21.7,DAL,Wing,940,23,50.7%,8,45.1%,60,37.4%,77,85.0%,57,73%,29,70%,79,42%,34,96%
Max Christie,21.7,LAL,Wing,1110,57,55.2%,66,53.9%,60,37.4%,76,84.9%,26,84%,14,79%,73,47%,22,98%
Jaylen Clark,23.1,MIN,Wing,491,63,55.9%,30,50.0%,91,43.2%,43,78.1%,66,71%,84,48%,39,67%,0,100%
Brandon Clarke,28.1,MEM,Big,1184,85,63.3%,84,65.4%,0,7.1%,42,71.4%,47,76%,47,68%,22,89%,23,100%
Jordan Clarkson,32.4,UTA,Combo,961,40,50.0%,24,44.8%,56,37.0%,42,79.6%,82,45%,97,24%,69,30%,76,69%
Nicolas Claxton,25.5,BKN,Big,1889,49,56.7%,48,57.5%,12,23.8%,2,51.3%,72,68%,50,67%,67,69%,23,100%
Donovan Clingan,20.7,POR,Big,1294,50,56.9%,55,58.5%,32,31.1%,7,58.0%,82,64%,69,60%,69,67%,23,100%
Noah Clowney,20.3,BKN,Big,1019,10,47.5%,4,41.1%,46,33.5%,92,84.2%,13,86%,48,68%,64,70%,81,95%
Amir Coffey,27.4,LAC,Forward,1643,76,57.2%,39,53.0%,85,40.6%,96,88.2%,29,81%,27,73%,38,65%,28,99%
Isaiah Collier,20.1,UTA,Point,1794,17,45.8%,46,49.6%,4,24.5%,3,67.3%,71,38%,46,37%,52,32%,79,56%
John Collins,27.1,UTA,Big,1218,59,58.3%,50,57.7%,81,39.9%,93,84.6%,62,71%,73,60%,62,71%,76,97%
Zach Collins,27.0,CHI,Big,536,65,59.2%,88,67.3%,27,29.3%,97,87.8%,16,85%,24,76%,15,91%,23,100%
Zach Collins,27.0,SAS,Big,398,15,50.0%,25,53.7%,21,27.9%,98,88.6%,13,86%,6,85%,64,70%,23,100%
Mike Conley,37.1,MIN,Point,1755,65,53.5%,6,38.0%,86,41.0%,93,89.9%,2,70%,17,50%,23,37%,33,83%
Pat Connaughton,31.8,MIL,Wing,570,66,56.4%,87,59.6%,32,33.8%,20,73.1%,50,76%,24,73%,55,58%,70,88%
Bilal Coulibaly,20.3,WAS,Wing,1944,10,47.1%,30,50.0%,7,28.1%,27,74.6%,83,60%,63,59%,94,33%,65,90%
Ricky Council,23.2,PHI,Combo,1154,11,44.4%,37,47.5%,9,27.4%,39,78.8%,28,66%,15,63%,68,30%,24,94%
Torrey Craig,33.9,BOS,Wing,180,3,41.9%,10,46.2%,4,26.7%,0,62.5%,3,93%,8,80%,1,100%,0,100%
Torrey Craig,33.9,CHI,Forward,106,100,67.0%,98,70.0%,100,44.1%,0,50.0%,27,82%,84,50%,34,67%,62,93%
Cade Cunningham,23.1,DET,Combo,2451,54,52.5%,64,51.5%,49,36.1%,65,84.6%,98,30%,92,26%,92,20%,91,57%
Seth Curry,34.2,CHA,Wing,1056,90,59.9%,30,49.7%,99,45.9%,73,84.6%,59,73%,98,30%,29,73%,81,84%
Stephen Curry,36.6,GSW,Point,2250,88,57.4%,77,53.4%,82,39.9%,100,93.2%,21,60%,10,58%,17,40%,56,70%
Dyson Daniels,21.6,ATL,Combo,2568,66,54.2%,83,54.6%,41,35.1%,2,59.3%,40,59%,45,48%,15,57%,25,94%
Anthony Davis,31.6,DAL,Big,265,12,48.4%,18,51.6%,9,23.3%,31,68.8%,80,64%,21,77%,84,53%,99,57%
Anthony Davis,31.6,LAL,Big,1439,38,54.7%,38,56.1%,29,29.8%,70,78.8%,87,62%,75,59%,77,60%,78,96%
Johnny Davis,22.7,WAS,Wing,129,50,54.3%,86,59.1%,0,30.8%,0,33.3%,30,82%,16,78%,23,75%,0,100%
DeMar DeRozan,35.2,SAC,Wing,2761,28,51.3%,46,51.4%,34,33.9%,81,85.7%,97,43%,83,48%,90,34%,73,88%
Donte DiVincenzo,27.8,MIN,Combo,1584,86,56.4%,44,48.4%,78,39.7%,34,77.0%,6,77%,14,63%,16,57%,45,85%
Moussa Diabate,22.8,CHA,Big,1159,69,59.5%,62,60.2%,0,0.0%,6,56.3%,57,73%,34,71%,39,81%,0,0%
Gradey Dick,21.0,TOR,Wing,1573,20,50.2%,17,47.5%,42,35.4%,80,85.6%,17,86%,3,84%,27,74%,43,95%
Ousmane Dieng,21.5,OKC,Big,312,78,60.8%,80,64.1%,77,38.9%,0,60.0%,10,87%,24,76%,1,100%,88,90%
Rob Dillingham,19.8,MIN,Point,442,52,52.3%,52,50.5%,61,36.9%,0,61.5%,83,35%,42,39%,71,21%,92,46%
Spencer Dinwiddie,31.6,DAL,Combo,2097,39,49.6%,46,49.0%,32,33.5%,44,80.0%,94,34%,95,24%,95,19%,93,55%
Luka Doncic,25.7,DAL,Point,780,75,55.1%,92,55.5%,55,35.7%,18,76.3%,85,35%,25,46%,83,18%,88,49%
Luka Doncic,25.7,LAL,Point,983,56,53.0%,44,49.3%,71,37.9%,25,79.0%,90,31%,50,37%,96,15%,94,41%
Luguentz Dort,25.5,OKC,Wing,2071,77,57.8%,24,48.9%,82,41.2%,17,71.7%,15,86%,37,67%,37,68%,36,96%
Ayo Dosunmu,24.8,CHI,Wing,1391,69,56.6%,90,61.9%,26,33.0%,45,78.5%,76,66%,72,54%,50,61%,47,94%
Jeff Dowtin,27.5,PHI,Wing,564,62,55.9%,63,53.6%,80,40.6%,24,73.5%,99,39%,95,36%,97,26%,97,62%
Andre Drummond,31.2,PHI,Big,741,18,50.7%,22,52.9%,3,16.7%,14,62.5%,81,64%,78,59%,32,83%,97,67%
Kris Dunn,30.6,LAC,Combo,1779,55,52.5%,84,54.7%,35,33.6%,0,68.2%,16,71%,22,59%,18,53%,31,93%
Ryan Dunn,21.8,PHX,Forward,1384,33,51.7%,82,58.3%,24,31.0%,1,48.7%,20,86%,35,70%,10,84%,0,100%
Kevin Durant,36.1,PHX,Big,2262,72,59.9%,48,57.5%,91,43.1%,91,83.9%,93,56%,61,63%,94,37%,91,89%
Jalen Duren,21.0,DET,Big,2033,95,69.2%,91,69.2%,0,0.0%,22,67.2%,87,62%,70,60%,57,74%,0,0%
Tari Eason,23.5,HOU,Forward,1405,57,54.5%,64,55.5%,45,35.0%,39,76.0%,75,64%,81,53%,56,57%,33,98%
Zach Edey,22.6,MEM,Big,1380,70,59.8%,65,60.7%,50,35.3%,40,70.9%,75,67%,63,63%,62,71%,23,100%
Anthony Edwards,23.2,MIN,Combo,2870,76,55.3%,55,50.1%,82,40.1%,61,83.5%,89,42%,52,46%,72,28%,99,48%
Justin Edwards,20.9,PHI,Forward,1117,61,55.1%,52,53.9%,67,37.6%,30,72.7%,57,70%,88,48%,44,63%,67,93%
Kessler Edwards,24.2,DAL,Big,549,56,57.8%,33,55.3%,88,41.3%,0,92.3%,12,87%,18,78%,20,90%,23,100%
Keon Ellis,24.8,SAC,Combo,1928,99,64.7%,99,62.1%,94,43.9%,66,84.9%,3,83%,8,66%,5,70%,33,93%
Joel Embiid,30.6,PHI,Big,574,12,48.2%,12,49.4%,30,29.9%,97,88.2%,89,61%,75,59%,85,50%,80,96%
Tyson Etienne,25.1,BKN,Wing,136,4,44.3%,30,50.0%,11,28.9%,0,80.0%,0,100%,0,100%,1,100%,0,100%
Drew Eubanks,27.7,LAC,Big,133,30,52.6%,21,52.6%,0,0.0%,0,80.0%,67,70%,30,73%,78,60%,0,0%
Drew Eubanks,27.7,UTA,Big,547,79,61.6%,64,60.6%,0,60.0%,14,62.3%,25,81%,8,83%,41,80%,97,67%
Tosan Evbuomwan,23.7,BKN,Forward,628,10,46.9%,15,47.8%,18,30.0%,40,76.1%,73,66%,73,56%,60,52%,0,100%
Dante Exum,29.3,DAL,Combo,370,84,56.1%,59,50.6%,93,43.1%,19,74.2%,41,59%,72,37%,21,50%,34,91%
Bruno Fernando,26.2,TOR,Big,129,55,57.5%,47,57.5%,0,0.0%,0,75.0%,78,65%,70,60%,1,100%,0,0%
Kyle Filipowski,21.0,UTA,Big,1480,54,57.5%,67,61.0%,49,35.1%,19,65.2%,70,69%,87,54%,73,64%,85,93%
Dorian Finney-Smith,31.5,LAL,Forward,1236,88,59.5%,74,57.1%,81,40.2%,0,71.4%,9,90%,41,68%,18,78%,0,100%
Dorian Finney-Smith,31.5,BKN,Big,579,77,60.7%,15,51.0%,95,43.5%,0,62.5%,8,88%,35,71%,85,50%,72,98%
Adam Flagler,24.9,OKC,Combo,108,2,37.0%,25,45.5%,4,22.9%,0,50.0%,8,77%,39,50%,59,33%,0,100%
Simone Fontecchio,28.9,DET,Forward,1186,19,49.7%,31,51.1%,30,32.5%,75,82.9%,25,83%,42,67%,39,64%,0,100%
De'Aaron Fox,26.9,SAC,Point,1662,54,52.3%,81,53.9%,24,32.4%,53,82.9%,73,38%,40,40%,62,25%,67,63%
De'Aaron Fox,26.9,SAS,Combo,578,36,49.3%,75,53.5%,9,27.4%,55,81.9%,80,46%,43,49%,75,28%,60,81%
Enrique Freeman,24.3,IND,Big,142,11,48.2%,60,60.0%,0,12.5%,0,80.0%,16,85%,11,82%,1,100%,23,100%
Markelle Fultz,26.4,SAC,Combo,130,10,42.9%,2,34.3%,0,57.1%,0,100.0%,11,75%,100,0%,3,73%,0,100%
Johnny Furphy,19.9,IND,Wing,290,3,44.2%,3,42.9%,12,29.5%,0,80.0%,18,86%,15,79%,1,100%,53,92%
Daniel Gafford,26.1,DAL,Big,1225,96,70.1%,93,70.1%,0,0.0%,32,68.9%,60,72%,33,71%,52,76%,0,0%
Darius Garland,24.8,CLE,Point,2295,83,56.2%,73,53.0%,84,40.2%,80,87.8%,62,42%,52,36%,54,31%,77,57%
Luka Garza,25.8,MIN,Big,132,8,46.7%,29,54.3%,13,24.0%,0,69.6%,59,72%,90,50%,49,78%,23,100%
Keyonte George,21.0,UTA,Combo,2066,32,48.9%,23,44.7%,40,34.9%,50,81.6%,62,54%,61,42%,33,44%,84,65%
Kyshawn George,20.9,WAS,Wing,1771,17,48.8%,13,46.8%,28,33.1%,30,75.3%,46,77%,45,66%,82,38%,57,92%
Paul George,34.5,PHI,Wing,1321,36,51.7%,27,49.3%,52,36.2%,58,81.4%,98,43%,97,34%,97,24%,96,66%
Taj Gibson,39.4,CHA,Big,386,10,47.6%,8,47.0%,0,50.0%,0,60.0%,85,63%,78,59%,64,70%,23,100%
Josh Giddey,22.1,CHI,Point,2113,58,53.1%,60,51.4%,69,37.9%,23,78.1%,33,55%,33,44%,21,38%,21,90%
Shai Gilgeous-Alexander,26.3,OKC,Point,2595,87,57.1%,96,57.2%,67,37.8%,90,89.8%,98,24%,77,29%,94,16%,98,35%
Anthony Gill,32.0,WAS,Forward,273,21,50.0%,83,58.5%,3,22.7%,10,65.4%,55,72%,38,69%,45,63%,0,100%
Collin Gillespie,25.4,PHX,Combo,418,80,55.7%,9,39.0%,98,45.1%,0,88.2%,43,58%,93,25%,76,27%,64,78%
Rudy Gobert,32.4,MIN,Big,2382,92,66.8%,87,66.8%,0,0.0%,25,67.5%,64,71%,42,69%,11,94%,0,0%
Jordan Goodwin,26.0,LAL,Combo,512,46,51.5%,40,47.9%,66,38.1%,0,75.0%,22,69%,86,29%,9,60%,0,100%
Aaron Gordon,29.1,DEN,Big,1444,76,60.6%,53,58.2%,96,43.5%,80,81.0%,78,65%,65,61%,92,44%,93,86%
Eric Gordon,35.9,PHI,Wing,756,65,56.3%,11,46.3%,83,41.5%,28,75.0%,14,86%,37,67%,14,80%,42,95%
Jerami Grant,30.6,POR,Big,1523,9,46.8%,1,38.1%,62,36.5%,95,84.9%,56,74%,76,59%,93,39%,79,96%
AJ Green,25.1,MIL,Wing,1638,97,62.9%,7,44.8%,95,43.9%,53,80.8%,5,92%,2,88%,31,72%,43,94%
Draymond Green,34.7,GSW,Big,1980,17,50.6%,18,51.7%,43,32.9%,31,68.7%,8,88%,13,80%,36,82%,65,99%
Jalen Green,22.7,HOU,Wing,2680,25,51.0%,23,48.3%,47,35.8%,54,81.1%,100,37%,99,28%,98,24%,99,54%
Javonte Green,31.3,CLE,Wing,153,0,36.8%,5,44.4%,0,20.0%,0,50.0%,44,78%,37,67%,39,67%,0,100%
Javonte Green,31.3,NOP,Wing,1074,37,51.8%,48,51.8%,39,34.6%,33,75.8%,47,77%,50,63%,60,56%,0,100%
Jeff Green,38.2,HOU,Forward,348,95,61.4%,99,75.0%,54,36.2%,0,83.3%,54,73%,43,67%,72,44%,46,96%
Josh Green,24.0,CHA,Wing,1884,51,54.3%,17,47.6%,74,39.3%,7,68.1%,31,82%,73,54%,18,79%,23,98%
Quentin Grimes,24.5,PHI,Combo,942,83,55.9%,90,55.9%,58,37.2%,27,75.2%,78,49%,63,41%,84,24%,75,70%
Quentin Grimes,24.5,DAL,Wing,1022,83,58.5%,70,55.6%,78,40.5%,42,77.9%,62,72%,46,65%,77,43%,71,88%
Mouhamed Gueye,22.0,ATL,Big,515,13,49.1%,46,57.3%,19,26.6%,61,76.2%,8,88%,10,82%,32,83%,23,100%
Rui Hachimura,26.7,LAL,Forward,1868,89,59.7%,79,57.9%,90,41.3%,44,77.0%,17,87%,12,83%,16,79%,44,96%
Tyrese Haliburton,24.7,IND,Combo,2450,92,59.2%,95,58.1%,76,39.5%,68,85.1%,83,45%,77,35%,39,41%,97,53%
Tim Hardaway Jr.,32.6,DET,Forward,2152,41,53.0%,18,48.4%,61,36.6%,83,86.0%,14,88%,9,86%,19,78%,66,93%
James Harden,35.2,LAC,Point,2787,42,50.5%,29,47.3%,49,35.5%,73,87.5%,96,26%,96,17%,85,18%,96,37%
Jaden Hardy,21.3,DAL,Combo,831,51,52.2%,32,47.2%,65,38.1%,6,68.4%,59,55%,51,46%,79,25%,54,82%
Elijah Harkless,24.7,UTA,Wing,135,2,41.4%,1,40.0%,6,28.0%,0,50.0%,32,82%,37,67%,1,100%,80,86%
Gary Harris,30.1,ORL,Wing,709,41,52.3%,15,46.9%,48,36.0%,0,58.3%,13,86%,54,63%,57,57%,26,97%
Tobias Harris,32.3,DET,Forward,2305,44,53.5%,54,54.3%,42,34.6%,86,86.1%,76,63%,40,69%,76,42%,61,93%
Josh Hart,29.7,NYK,Wing,2891,79,58.0%,90,61.7%,29,33.3%,37,77.5%,73,67%,62,59%,37,68%,76,88%
Isaiah Hartenstein,26.5,OKC,Big,1589,58,58.0%,63,60.4%,0,0.0%,24,67.5%,27,81%,32,71%,15,92%,0,0%
Sam Hauser,26.9,BOS,Forward,1503,97,63.3%,95,62.9%,92,42.1%,0,100.0%,6,92%,18,77%,12,82%,51,95%
Jordan Hawkins,22.5,NOP,Wing,1277,8,47.1%,4,43.2%,27,33.1%,63,82.0%,41,80%,75,53%,35,69%,48,93%
Jaxson Hayes,24.4,LAL,Big,1074,98,72.3%,98,72.9%,0,0.0%,11,61.5%,15,86%,5,85%,26,88%,0,0%
Killian Hayes,23.3,BKN,Point,152,40,50.0%,10,42.9%,80,38.9%,0,87.5%,15,63%,94,20%,4,50%,6,100%
Scoot Henderson,20.7,POR,Point,1732,29,49.5%,25,46.5%,47,35.4%,15,76.2%,50,45%,79,29%,73,21%,44,78%
Tyler Herro,24.8,MIA,Combo,2718,87,56.7%,94,56.6%,64,37.8%,77,87.7%,69,52%,69,38%,49,38%,67,75%
Buddy Hield,31.9,GSW,Wing,1834,53,54.4%,50,51.9%,54,37.0%,71,83.9%,34,81%,37,67%,61,55%,49,93%
Haywood Highsmith,27.9,MIA,Forward,1803,78,57.6%,75,57.4%,72,38.4%,27,72.1%,25,82%,47,66%,28,70%,36,98%
Aaron Holiday,28.1,HOU,Combo,688,93,59.4%,71,52.6%,88,41.0%,84,88.9%,25,67%,62,42%,46,39%,46,84%
