Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Matthew Dellavedova,30.1,CLE,Combo,221,94,+4.1%,24,-2.4%,57,+0.4%,2,-3.8%,17,-3.4%,99,+3.9%,73,+1.9%,94,+5.8%
Gorgui Dieng,30.8,MEM,Big,310,40,-1.1%,1,-7.8%,2,-5.6%,95,+3.4%,27,-2.2%,98,+3.1%,98,+6.9%,100,+10.0%
Gorgui Dieng,30.8,SAS,Big,152,43,-0.8%,81,+3.0%,11,-3.5%,14,-2.2%,4,-5.7%,37,-0.5%,84,+3.1%,76,+2.6%
Goran Dragic,34.5,MIA,Point,1314,55,+0.1%,39,-0.7%,50,-0.1%,57,+0.3%,55,+0.2%,73,+0.6%,49,-0.1%,57,+0.5%
Andre Drummond,27.2,CLE,Big,721,78,+1.9%,98,+6.8%,65,+1.1%,14,-2.1%,42,-1.1%,38,-0.5%,4,-5.2%,5,-5.7%
Andre Drummond,27.2,LAL,Big,519,77,+1.8%,34,-1.3%,94,+4.3%,62,+0.5%,90,+4.8%,27,-0.8%,19,-2.7%,16,-3.5%
Kevin Durant,32.1,BKN,Forward,1150,98,+5.4%,10,-4.1%,77,+1.9%,95,+3.6%,93,+5.5%,39,-0.5%,39,-0.9%,35,-1.4%
Wayne Ellington,32.9,DET,Wing,1003,89,+3.0%,6,-5.3%,29,-1.6%,67,+0.8%,44,-0.8%,51,-0.1%,97,+6.2%,94,+6.1%
Joel Embiid,26.6,PHI,Big,1584,98,+5.5%,54,+0.4%,62,+0.9%,66,+0.7%,70,+1.6%,78,+0.9%,18,-2.9%,29,-2.0%
James Ennis,30.3,ORL,Forward,983,93,+3.9%,76,+2.3%,64,+1.0%,48,-0.2%,60,+0.8%,47,-0.2%,18,-2.9%,20,-3.1%
Dante Exum,25.3,CLE,Wing,112,7,-4.1%,79,+2.8%,93,+4.1%,35,-0.9%,82,+3.2%,94,+2.3%,0,-8.2%,5,-5.9%
Derrick Favors,29.3,UTA,Big,1031,21,-2.5%,8,-4.6%,99,+7.3%,80,+1.6%,99,+8.9%,23,-1.0%,15,-3.3%,12,-4.3%
Dorian Finney-Smith,27.5,DAL,Forward,1918,89,+2.9%,53,+0.3%,25,-1.9%,34,-0.9%,22,-2.8%,85,+1.3%,64,+1.2%,74,+2.5%
Bryn Forbes,27.3,MIL,Combo,1286,59,+0.5%,12,-3.8%,48,-0.2%,74,+1.3%,63,+1.1%,73,+0.7%,75,+2.1%,78,+2.8%
Evan Fournier,28.0,ORL,Wing,784,99,+7.8%,53,+0.3%,64,+1.0%,7,-2.8%,31,-1.9%,49,-0.1%,71,+1.7%,66,+1.5%
Evan Fournier,28.0,BOS,Wing,466,18,-2.8%,81,+3.0%,19,-2.5%,66,+0.7%,32,-1.8%,3,-2.4%,65,+1.2%,38,-1.2%
Danilo Gallinari,32.2,ATL,Big,1215,58,+0.4%,4,-5.9%,44,-0.5%,89,+2.4%,73,+1.9%,16,-1.3%,94,+5.2%,86,+3.9%
Langston Galloway,28.9,PHX,Wing,372,61,+0.6%,65,+1.2%,54,+0.1%,45,-0.3%,50,-0.2%,85,+1.4%,21,-2.4%,39,-1.1%
Marc Gasol,35.8,LAL,Big,983,79,+2.0%,8,-4.7%,17,-2.8%,71,+1.0%,32,-1.8%,94,+2.3%,91,+4.2%,96,+6.5%
Rudy Gay,34.2,SAS,Big,1351,39,-1.1%,14,-3.6%,27,-1.6%,30,-1.1%,23,-2.7%,75,+0.7%,96,+5.6%,96,+6.3%
Paul George,30.5,LAC,Forward,1828,84,+2.4%,73,+2.0%,10,-3.6%,19,-1.9%,6,-5.5%,82,+1.2%,76,+2.3%,83,+3.5%
Taj Gibson,35.4,NYK,Big,925,39,-1.1%,11,-3.8%,38,-0.9%,89,+2.4%,70,+1.6%,40,-0.5%,81,+2.7%,72,+2.3%
Rudy Gobert,28.4,UTA,Big,2185,90,+3.0%,94,+5.4%,4,-5.2%,25,-1.4%,2,-6.6%,79,+0.9%,55,+0.3%,62,+1.3%
Aaron Gordon,25.1,ORL,Forward,735,81,+2.1%,79,+2.6%,16,-2.9%,50,-0.0%,22,-3.0%,70,+0.6%,47,-0.3%,54,+0.3%
Aaron Gordon,25.1,DEN,Forward,647,91,+3.3%,77,+2.4%,57,+0.4%,72,+1.1%,68,+1.5%,61,+0.2%,8,-4.2%,14,-3.9%
Eric Gordon,31.9,HOU,Combo,782,36,-1.4%,68,+1.4%,40,-0.7%,11,-2.3%,21,-3.1%,29,-0.8%,78,+2.5%,67,+1.7%
Jerami Grant,26.6,DET,Forward,1821,41,-1.0%,17,-3.2%,54,+0.2%,90,+2.5%,78,+2.7%,71,+0.6%,50,-0.1%,57,+0.5%
Danny Green,33.4,PHI,Forward,1930,95,+4.2%,17,-3.2%,71,+1.5%,75,+1.3%,80,+2.8%,82,+1.2%,41,-0.8%,56,+0.4%
Draymond Green,30.7,GSW,Big,1981,99,+7.5%,93,+5.3%,4,-5.1%,8,-2.8%,1,-7.9%,96,+2.5%,52,+0.1%,75,+2.6%
JaMychal Green,30.4,DEN,Big,1102,6,-4.5%,28,-2.0%,25,-2.0%,30,-1.1%,21,-3.1%,46,-0.2%,95,+5.3%,92,+5.0%
Jeff Green,34.2,BKN,Big,1818,27,-2.1%,42,-0.6%,57,+0.4%,46,-0.2%,54,+0.2%,64,+0.4%,51,+0.0%,56,+0.4%
Blake Griffin,31.6,DET,Big,626,25,-2.3%,17,-3.2%,63,+1.0%,52,+0.0%,62,+1.0%,60,+0.2%,73,+2.0%,71,+2.2%
Blake Griffin,31.6,BKN,Big,548,98,+5.4%,13,-3.8%,2,-5.4%,76,+1.4%,14,-4.0%,97,+3.0%,94,+4.7%,98,+7.8%
Tim Hardaway Jr.,28.6,DAL,Wing,1978,55,+0.1%,39,-0.7%,44,-0.5%,39,-0.7%,40,-1.2%,29,-0.8%,81,+2.7%,69,+1.9%
James Harden,31.2,HOU,Point,290,86,+2.7%,99,+7.4%,52,+0.1%,9,-2.4%,25,-2.4%,22,-1.0%,10,-4.0%,8,-5.0%
James Harden,31.2,BKN,Point,1318,67,+1.0%,66,+1.3%,74,+1.6%,3,-3.3%,33,-1.7%,76,+0.8%,45,-0.4%,56,+0.4%
Maurice Harkless,27.5,MIA,Forward,117,61,+0.7%,27,-2.1%,68,+1.2%,96,+3.7%,91,+5.0%,28,-0.8%,25,-2.1%,21,-2.9%
Maurice Harkless,27.5,SAC,Forward,647,80,+2.0%,54,+0.4%,65,+1.1%,30,-1.1%,51,-0.1%,51,-0.1%,46,-0.3%,47,-0.4%
Montrezl Harrell,26.8,LAL,Big,1540,30,-1.8%,91,+4.7%,76,+1.8%,37,-0.7%,63,+1.1%,11,-1.5%,8,-4.3%,5,-5.8%
Gary Harris,26.1,DEN,Wing,581,78,+1.9%,93,+5.3%,19,-2.5%,32,-1.0%,16,-3.5%,41,-0.4%,33,-1.4%,30,-1.9%
Gary Harris,26.1,ORL,Wing,494,28,-2.0%,65,+1.2%,32,-1.4%,33,-0.9%,27,-2.3%,30,-0.8%,72,+1.8%,61,+1.1%
Joe Harris,29.2,BKN,Wing,2132,62,+0.7%,62,+0.9%,41,-0.6%,56,+0.2%,47,-0.4%,31,-0.7%,53,+0.2%,45,-0.5%
Tobias Harris,28.3,PHI,Forward,2013,85,+2.5%,24,-2.4%,96,+4.8%,66,+0.7%,93,+5.5%,52,-0.0%,17,-3.1%,20,-3.1%
Gordon Hayward,30.6,CHA,Forward,1496,70,+1.2%,15,-3.4%,88,+3.0%,83,+1.9%,91,+4.9%,16,-1.3%,49,-0.2%,35,-1.4%
Juan Hernangomez,25.1,MIN,Big,856,82,+2.2%,82,+3.1%,43,-0.5%,42,-0.4%,43,-0.9%,16,-1.3%,40,-0.9%,28,-2.1%
Willy Hernangomez,26.4,NOP,Big,788,80,+2.0%,88,+3.7%,37,-1.0%,49,-0.1%,41,-1.1%,59,+0.2%,18,-2.8%,24,-2.7%
Buddy Hield,27.9,SAC,Wing,2432,95,+4.2%,43,-0.4%,33,-1.3%,31,-1.1%,26,-2.3%,76,+0.8%,73,+2.0%,78,+2.8%
George Hill,34.5,OKC,Wing,368,92,+3.5%,60,+0.8%,10,-3.6%,25,-1.5%,8,-5.1%,80,+1.0%,84,+3.3%,88,+4.3%
George Hill,34.5,PHI,Combo,295,9,-3.9%,94,+5.5%,44,-0.5%,73,+1.2%,59,+0.7%,38,-0.5%,3,-5.7%,4,-6.2%
Solomon Hill,29.6,ATL,Forward,1472,73,+1.4%,31,-1.6%,11,-3.5%,80,+1.7%,31,-1.9%,90,+1.8%,69,+1.6%,83,+3.4%
Jrue Holiday,30.4,MIL,Combo,1918,86,+2.5%,45,-0.2%,61,+0.8%,23,-1.5%,45,-0.7%,89,+1.7%,42,-0.7%,60,+0.9%
Justin Holiday,31.6,IND,Forward,2167,75,+1.6%,23,-2.5%,5,-4.8%,61,+0.4%,10,-4.4%,95,+2.4%,93,+4.5%,97,+6.9%
Richaun Holmes,27.0,SAC,Big,1780,76,+1.6%,36,-1.0%,51,-0.0%,67,+0.8%,60,+0.8%,44,-0.4%,58,+0.6%,53,+0.2%
Rodney Hood,28.0,POR,Wing,712,26,-2.2%,5,-5.5%,90,+3.2%,93,+3.1%,96,+6.3%,61,+0.3%,38,-1.0%,43,-0.8%
Rodney Hood,28.0,TOR,Wing,213,11,-3.7%,11,-3.9%,95,+4.5%,81,+1.7%,95,+6.2%,22,-1.1%,34,-1.3%,26,-2.3%
Al Horford,34.4,OKC,Big,779,46,-0.5%,28,-2.0%,8,-3.9%,63,+0.5%,19,-3.3%,72,+0.6%,93,+4.7%,92,+5.3%
Danuel House,27.4,HOU,Wing,896,34,-1.6%,25,-2.2%,54,+0.2%,53,+0.1%,55,+0.2%,99,+3.5%,32,-1.5%,70,+2.0%
Dwight Howard,34.9,PHI,Big,1156,2,-6.2%,72,+1.8%,53,+0.1%,56,+0.2%,56,+0.3%,21,-1.1%,38,-1.0%,28,-2.1%
Serge Ibaka,31.1,LAC,Big,954,72,+1.3%,10,-4.0%,74,+1.7%,27,-1.3%,57,+0.4%,63,+0.3%,85,+3.3%,84,+3.6%
Andre Iguodala,36.8,MIA,Forward,1329,45,-0.6%,21,-2.7%,25,-1.9%,48,-0.1%,29,-2.0%,92,+2.0%,81,+2.7%,90,+4.7%
Ersan Ilyasova,33.5,UTA,Big,112,73,+1.3%,2,-6.6%,0,-8.1%,81,+1.7%,3,-6.4%,19,-1.2%,100,+14.1%,100,+13.0%
Joe Ingles,33.1,UTA,Forward,1863,66,+1.0%,60,+0.9%,24,-2.1%,10,-2.4%,10,-4.5%,87,+1.5%,75,+2.1%,85,+3.6%
Brandon Ingram,23.2,NOP,Forward,2089,96,+4.3%,0,-8.5%,61,+0.7%,99,+5.5%,96,+6.3%,35,-0.6%,82,+2.8%,72,+2.3%
Kyrie Irving,28.6,BKN,Combo,1884,69,+1.2%,44,-0.4%,56,+0.3%,87,+2.2%,77,+2.5%,18,-1.2%,38,-1.0%,26,-2.2%
Reggie Jackson,30.5,LAC,Combo,1508,78,+1.8%,67,+1.3%,27,-1.7%,43,-0.4%,29,-2.0%,77,+0.8%,50,-0.0%,58,+0.8%
LeBron James,35.8,LAL,Wing,1500,94,+3.9%,79,+2.8%,6,-4.4%,29,-1.2%,5,-5.6%,88,+1.5%,67,+1.3%,79,+2.8%
James Johnson,33.7,DAL,Forward,477,25,-2.2%,80,+2.8%,89,+3.1%,45,-0.3%,80,+2.8%,22,-1.0%,7,-4.6%,6,-5.6%
James Johnson,33.7,NOP,Forward,537,20,-2.7%,82,+3.1%,80,+2.2%,3,-3.3%,41,-1.1%,82,+1.2%,15,-3.3%,29,-2.0%
Stanley Johnson,24.4,TOR,Forward,973,21,-2.6%,65,+1.2%,50,-0.1%,33,-0.9%,42,-1.1%,31,-0.7%,58,+0.6%,49,-0.1%
Tyler Johnson,28.5,BKN,Combo,632,48,-0.3%,26,-2.1%,33,-1.3%,39,-0.7%,29,-2.0%,87,+1.5%,80,+2.6%,87,+4.1%
Nikola Jokic,25.7,DEN,Big,2487,97,+4.6%,85,+3.4%,86,+2.7%,51,-0.0%,79,+2.7%,67,+0.5%,1,-6.6%,4,-6.1%
Damian Jones,25.3,SAC,Big,326,53,-0.0%,15,-3.5%,6,-4.5%,67,+0.8%,15,-3.7%,99,+3.4%,89,+3.8%,97,+7.2%
Tyus Jones,24.5,MEM,Point,1153,16,-3.0%,2,-7.2%,97,+5.1%,59,+0.4%,93,+5.5%,91,+1.9%,48,-0.2%,67,+1.7%
Derrick Jones Jr.,23.7,POR,Wing,1298,35,-1.4%,70,+1.6%,29,-1.6%,50,-0.0%,35,-1.6%,69,+0.5%,43,-0.5%,51,+0.0%
DeAndre Jordan,32.3,BKN,Big,1231,33,-1.6%,51,+0.2%,55,+0.3%,84,+1.9%,75,+2.2%,20,-1.1%,36,-1.2%,26,-2.4%
Cory Joseph,29.2,SAC,Combo,926,29,-1.9%,54,+0.4%,69,+1.3%,86,+2.0%,83,+3.4%,72,+0.6%,8,-4.4%,15,-3.8%
Cory Joseph,29.2,DET,Combo,490,75,+1.6%,15,-3.4%,85,+2.7%,85,+2.0%,89,+4.7%,74,+0.7%,26,-1.9%,36,-1.2%
Frank Kaminsky,27.6,PHX,Big,677,47,-0.4%,83,+3.2%,78,+2.0%,2,-3.4%,38,-1.3%,60,+0.2%,24,-2.1%,30,-1.9%
Enes Kanter,28.5,POR,Big,1727,45,-0.6%,56,+0.4%,70,+1.4%,49,-0.1%,66,+1.3%,48,-0.2%,30,-1.6%,30,-1.8%
Zach LaVine,25.6,CHI,Wing,2028,93,+3.8%,91,+4.6%,5,-4.8%,49,-0.0%,8,-4.8%,73,+0.7%,44,-0.4%,54,+0.2%
Jeremy Lamb,28.4,IND,Wing,757,51,-0.1%,37,-0.9%,91,+3.3%,12,-2.3%,62,+1.0%,19,-1.2%,63,+1.1%,49,-0.1%
Jake Layman,26.7,MIN,Forward,563,26,-2.2%,76,+2.4%,71,+1.4%,45,-0.3%,64,+1.1%,69,+0.5%,10,-4.0%,17,-3.5%
Caris LeVert,26.2,BKN,Combo,325,70,+1.2%,87,+3.7%,97,+5.3%,17,-2.0%,82,+3.2%,3,-2.3%,7,-4.6%,2,-6.9%
Caris LeVert,26.2,IND,Wing,1148,57,+0.3%,5,-5.5%,77,+1.8%,83,+1.9%,85,+3.7%,74,+0.7%,64,+1.1%,68,+1.8%
Alex Len,27.4,WAS,Big,880,76,+1.6%,49,+0.0%,15,-2.9%,95,+3.5%,58,+0.6%,44,-0.4%,48,-0.2%,45,-0.6%
Kawhi Leonard,29.3,LAC,Forward,1769,98,+5.4%,5,-5.6%,84,+2.5%,32,-1.0%,70,+1.6%,93,+2.1%,72,+1.8%,87,+4.0%
Damian Lillard,30.3,POR,Point,2396,90,+3.3%,94,+5.5%,6,-4.4%,0,-5.9%,0,-10.3%,96,+2.4%,78,+2.4%,91,+4.9%
Kevon Looney,24.7,GSW,Big,1149,65,+0.9%,39,-0.7%,25,-1.9%,49,-0.1%,30,-2.0%,13,-1.3%,90,+4.0%,77,+2.7%
Brook Lopez,32.6,MIL,Big,1901,82,+2.2%,87,+3.6%,58,+0.5%,12,-2.3%,32,-1.8%,23,-1.0%,42,-0.7%,31,-1.8%
Robin Lopez,32.6,WAS,Big,1336,19,-2.8%,13,-3.7%,96,+4.7%,36,-0.8%,87,+3.9%,55,+0.1%,47,-0.3%,48,-0.2%
Kevin Love,32.2,CLE,Big,621,75,+1.5%,40,-0.7%,2,-5.4%,59,+0.4%,8,-5.0%,35,-0.6%,97,+6.3%,93,+5.7%
Kyle Lowry,34.6,TOR,Point,1598,90,+3.0%,47,-0.1%,9,-3.7%,24,-1.5%,7,-5.2%,97,+2.9%,77,+2.4%,92,+5.3%
Timothe Luwawu-Cabarrot,25.5,BKN,Wing,956,17,-2.9%,64,+1.1%,24,-2.1%,16,-2.1%,13,-4.1%,83,+1.3%,71,+1.7%,79,+3.0%
Trey Lyles,25.0,SAS,Big,306,3,-5.8%,54,+0.4%,33,-1.3%,41,-0.5%,32,-1.8%,77,+0.8%,58,+0.6%,64,+1.4%
Boban Marjanovic,32.2,DAL,Big,224,5,-5.3%,78,+2.5%,100,+9.5%,98,+4.4%,100,+14.0%,3,-2.3%,0,-14.2%,0,-16.5%
Wesley Matthews,34.1,LAL,Wing,1112,38,-1.2%,50,+0.2%,41,-0.6%,17,-2.0%,24,-2.7%,75,+0.7%,72,+1.8%,74,+2.5%
CJ McCollum,29.1,POR,Combo,1593,78,+1.8%,64,+1.2%,68,+1.2%,37,-0.8%,58,+0.5%,44,-0.3%,33,-1.3%,31,-1.7%
TJ McConnell,28.6,IND,Point,1765,65,+0.9%,76,+2.4%,86,+2.7%,21,-1.7%,62,+1.1%,50,-0.1%,15,-3.3%,18,-3.4%
Doug McDermott,28.8,IND,Forward,1607,61,+0.6%,95,+5.8%,40,-0.7%,18,-2.0%,23,-2.7%,31,-0.7%,22,-2.4%,20,-3.1%
JaVale McGee,32.8,CLE,Big,486,12,-3.6%,20,-2.8%,39,-0.8%,60,+0.4%,47,-0.4%,88,+1.6%,69,+1.6%,80,+3.2%
JaVale McGee,32.8,DEN,Big,160,14,-3.3%,61,+0.9%,61,+0.8%,26,-1.4%,46,-0.5%,21,-1.1%,59,+0.7%,47,-0.4%
Rodney McGruder,29.3,DET,Combo,183,87,+2.7%,67,+1.3%,63,+1.0%,69,+1.0%,73,+1.9%,62,+0.3%,12,-3.5%,19,-3.2%
