event_date,home_team,away_team,player_name,bookmaker,line,over_price,under_price,timestamp
2025-10-22,New York Knicks,Cleveland Cavaliers,Donovan Mitchell,bovada,35.5,-120.0,-110.0,2025-10-20T14:32:12.768989
2025-10-22,New York Knicks,Cleveland Cavaliers,Donovan Mitchell,bovada,36.5,100.0,-130.0,2025-10-20T14:32:12.768997
2025-10-22,New York Knicks,Cleveland Cavaliers,Donovan Mitchell,bovada,37.5,115.0,-150.0,2025-10-20T14:32:12.769005
2025-10-22,New York Knicks,Cleveland Cavaliers,Donovan Mitchell,bovada,38.5,135.0,-180.0,2025-10-20T14:32:12.769014
2025-10-22,New York Knicks,Cleveland Cavaliers,Donovan Mitchell,bovada,39.5,155.0,-210.0,2025-10-20T14:32:12.769022
2025-10-22,New York Knicks,Cleveland Cavaliers,Donovan Mitchell,bovada,40.5,180.0,-245.0,2025-10-20T14:32:12.769030
2025-10-22,New York Knicks,Cleveland Cavaliers,Donovan Mitchell,draftkings,35.5,-112.0,-115.0,2025-10-20T14:32:12.768788
2025-10-22,New York Knicks,Cleveland Cavaliers,Donovan Mitchell,fanduel,35.5,-118.0,-112.0,2025-10-20T14:32:12.768921
2025-10-22,New York Knicks,Cleveland Cavaliers,Evan Mobley,betonlineag,29.5,-119.0,-109.0,2025-10-20T14:32:12.769477
2025-10-22,New York Knicks,Cleveland Cavaliers,Evan Mobley,bovada,25.5,-260.0,190.0,2025-10-20T14:32:12.769042
2025-10-22,New York Knicks,Cleveland Cavaliers,Evan Mobley,bovada,26.5,-210.0,155.0,2025-10-20T14:32:12.769051
2025-10-22,New York Knicks,Cleveland Cavaliers,Evan Mobley,bovada,27.5,-170.0,130.0,2025-10-20T14:32:12.769059
2025-10-22,New York Knicks,Cleveland Cavaliers,Evan Mobley,bovada,28.5,-145.0,110.0,2025-10-20T14:32:12.769067
2025-10-22,New York Knicks,Cleveland Cavaliers,Evan Mobley,bovada,29.5,-120.0,-110.0,2025-10-20T14:32:12.769075
2025-10-22,New York Knicks,Cleveland Cavaliers,Evan Mobley,bovada,30.5,100.0,-130.0,2025-10-20T14:32:12.769084
2025-10-22,New York Knicks,Cleveland Cavaliers,Evan Mobley,bovada,31.5,120.0,-160.0,2025-10-20T14:32:12.769092
2025-10-22,New York Knicks,Cleveland Cavaliers,Evan Mobley,bovada,32.5,140.0,-185.0,2025-10-20T14:32:12.769100
2025-10-22,New York Knicks,Cleveland Cavaliers,Evan Mobley,bovada,33.5,165.0,-220.0,2025-10-20T14:32:12.769108
2025-10-22,New York Knicks,Cleveland Cavaliers,Evan Mobley,bovada,34.5,200.0,-275.0,2025-10-20T14:32:12.769116
2025-10-22,New York Knicks,Cleveland Cavaliers,Evan Mobley,draftkings,29.5,-111.0,-116.0,2025-10-20T14:32:12.768825
2025-10-22,New York Knicks,Cleveland Cavaliers,Evan Mobley,fanduel,29.5,-122.0,-108.0,2025-10-20T14:32:12.768896
2025-10-22,New York Knicks,Cleveland Cavaliers,Jalen Brunson,betonlineag,35.5,-105.0,-123.0,2025-10-20T14:32:12.769469
2025-10-22,New York Knicks,Cleveland Cavaliers,Jalen Brunson,bovada,29.5,-280.0,205.0,2025-10-20T14:32:12.769124
2025-10-22,New York Knicks,Cleveland Cavaliers,Jalen Brunson,bovada,30.5,-230.0,170.0,2025-10-20T14:32:12.769133
2025-10-22,New York Knicks,Cleveland Cavaliers,Jalen Brunson,bovada,31.5,-190.0,145.0,2025-10-20T14:32:12.769141
2025-10-22,New York Knicks,Cleveland Cavaliers,Jalen Brunson,bovada,32.5,-160.0,120.0,2025-10-20T14:32:12.769150
2025-10-22,New York Knicks,Cleveland Cavaliers,Jalen Brunson,bovada,33.5,-135.0,105.0,2025-10-20T14:32:12.769159
2025-10-22,New York Knicks,Cleveland Cavaliers,Jalen Brunson,bovada,34.5,-115.0,-115.0,2025-10-20T14:32:12.769168
2025-10-22,New York Knicks,Cleveland Cavaliers,Jalen Brunson,bovada,35.5,105.0,-135.0,2025-10-20T14:32:12.769179
2025-10-22,New York Knicks,Cleveland Cavaliers,Jalen Brunson,bovada,36.5,120.0,-160.0,2025-10-20T14:32:12.769188
2025-10-22,New York Knicks,Cleveland Cavaliers,Jalen Brunson,bovada,37.5,145.0,-190.0,2025-10-20T14:32:12.769197
2025-10-22,New York Knicks,Cleveland Cavaliers,Jalen Brunson,bovada,38.5,165.0,-220.0,2025-10-20T14:32:12.769206
2025-10-22,New York Knicks,Cleveland Cavaliers,Jalen Brunson,bovada,39.5,190.0,-260.0,2025-10-20T14:32:12.769219
2025-10-22,New York Knicks,Cleveland Cavaliers,Jalen Brunson,draftkings,35.5,-106.0,-122.0,2025-10-20T14:32:12.768807
2025-10-22,New York Knicks,Cleveland Cavaliers,Jalen Brunson,fanduel,35.5,-106.0,-125.0,2025-10-20T14:32:12.768913
2025-10-22,New York Knicks,Cleveland Cavaliers,Jarrett Allen,betonlineag,25.5,-103.0,-125.0,2025-10-20T14:32:12.769535
2025-10-22,New York Knicks,Cleveland Cavaliers,Jarrett Allen,draftkings,25.5,-104.0,-125.0,2025-10-20T14:32:12.768833
2025-10-22,New York Knicks,Cleveland Cavaliers,Josh Hart,betonlineag,22.5,-116.0,-111.0,2025-10-20T14:32:12.769494
2025-10-22,New York Knicks,Cleveland Cavaliers,Josh Hart,bovada,19.5,-275.0,200.0,2025-10-20T14:32:12.769227
2025-10-22,New York Knicks,Cleveland Cavaliers,Josh Hart,bovada,20.5,-210.0,155.0,2025-10-20T14:32:12.769236
2025-10-22,New York Knicks,Cleveland Cavaliers,Josh Hart,bovada,21.5,-170.0,130.0,2025-10-20T14:32:12.769245
2025-10-22,New York Knicks,Cleveland Cavaliers,Josh Hart,bovada,22.5,-135.0,105.0,2025-10-20T14:32:12.769253
2025-10-22,New York Knicks,Cleveland Cavaliers,Josh Hart,bovada,23.5,-110.0,-120.0,2025-10-20T14:32:12.769262
2025-10-22,New York Knicks,Cleveland Cavaliers,Josh Hart,bovada,24.5,110.0,-145.0,2025-10-20T14:32:12.769271
2025-10-22,New York Knicks,Cleveland Cavaliers,Josh Hart,bovada,25.5,130.0,-170.0,2025-10-20T14:32:12.769279
2025-10-22,New York Knicks,Cleveland Cavaliers,Josh Hart,bovada,26.5,160.0,-215.0,2025-10-20T14:32:12.769288
2025-10-22,New York Knicks,Cleveland Cavaliers,Josh Hart,bovada,27.5,190.0,-260.0,2025-10-20T14:32:12.769296
2025-10-22,New York Knicks,Cleveland Cavaliers,Josh Hart,draftkings,22.5,-106.0,-123.0,2025-10-20T14:32:12.768853
2025-10-22,New York Knicks,Cleveland Cavaliers,Josh Hart,fanduel,22.5,-130.0,-102.0,2025-10-20T14:32:12.768887
2025-10-22,New York Knicks,Cleveland Cavaliers,Karl-Anthony Towns,betonlineag,34.5,-111.0,-116.0,2025-10-20T14:32:12.769511
2025-10-22,New York Knicks,Cleveland Cavaliers,Karl-Anthony Towns,bovada,29.5,-290.0,210.0,2025-10-20T14:32:12.769304
2025-10-22,New York Knicks,Cleveland Cavaliers,Karl-Anthony Towns,bovada,30.5,-240.0,175.0,2025-10-20T14:32:12.769313
2025-10-22,New York Knicks,Cleveland Cavaliers,Karl-Anthony Towns,bovada,31.5,-190.0,145.0,2025-10-20T14:32:12.769321
2025-10-22,New York Knicks,Cleveland Cavaliers,Karl-Anthony Towns,bovada,32.5,-165.0,125.0,2025-10-20T14:32:12.769330
2025-10-22,New York Knicks,Cleveland Cavaliers,Karl-Anthony Towns,bovada,33.5,-135.0,105.0,2025-10-20T14:32:12.769339
2025-10-22,New York Knicks,Cleveland Cavaliers,Karl-Anthony Towns,bovada,34.5,-115.0,-115.0,2025-10-20T14:32:12.769347
2025-10-22,New York Knicks,Cleveland Cavaliers,Karl-Anthony Towns,bovada,35.5,100.0,-130.0,2025-10-20T14:32:12.769356
2025-10-22,New York Knicks,Cleveland Cavaliers,Karl-Anthony Towns,bovada,36.5,120.0,-160.0,2025-10-20T14:32:12.769364
2025-10-22,New York Knicks,Cleveland Cavaliers,Karl-Anthony Towns,bovada,37.5,140.0,-185.0,2025-10-20T14:32:12.769373
2025-10-22,New York Knicks,Cleveland Cavaliers,Karl-Anthony Towns,bovada,38.5,165.0,-220.0,2025-10-20T14:32:12.769384
2025-10-22,New York Knicks,Cleveland Cavaliers,Karl-Anthony Towns,bovada,39.5,190.0,-260.0,2025-10-20T14:32:12.769393
2025-10-22,New York Knicks,Cleveland Cavaliers,Karl-Anthony Towns,draftkings,34.5,-104.0,-125.0,2025-10-20T14:32:12.768816
2025-10-22,New York Knicks,Cleveland Cavaliers,Karl-Anthony Towns,fanduel,34.5,-114.0,-114.0,2025-10-20T14:32:12.768905
2025-10-22,New York Knicks,Cleveland Cavaliers,Lonzo Ball,betonlineag,14.5,-102.0,-127.0,2025-10-20T14:32:12.769527
2025-10-22,New York Knicks,Cleveland Cavaliers,Lonzo Ball,draftkings,13.5,-128.0,-101.0,2025-10-20T14:32:12.768878
2025-10-22,New York Knicks,Cleveland Cavaliers,Lonzo Ball,fanduel,14.5,100.0,-132.0,2025-10-20T14:32:12.768937
2025-10-22,New York Knicks,Cleveland Cavaliers,Mikal Bridges,betonlineag,22.5,-115.0,-112.0,2025-10-20T14:32:12.769519
2025-10-22,New York Knicks,Cleveland Cavaliers,Mikal Bridges,bovada,19.5,-220.0,165.0,2025-10-20T14:32:12.769401
2025-10-22,New York Knicks,Cleveland Cavaliers,Mikal Bridges,bovada,20.5,-180.0,135.0,2025-10-20T14:32:12.769409
2025-10-22,New York Knicks,Cleveland Cavaliers,Mikal Bridges,bovada,21.5,-145.0,110.0,2025-10-20T14:32:12.769418
2025-10-22,New York Knicks,Cleveland Cavaliers,Mikal Bridges,bovada,22.5,-115.0,-115.0,2025-10-20T14:32:12.769427
2025-10-22,New York Knicks,Cleveland Cavaliers,Mikal Bridges,bovada,23.5,105.0,-135.0,2025-10-20T14:32:12.769435
2025-10-22,New York Knicks,Cleveland Cavaliers,Mikal Bridges,bovada,24.5,130.0,-170.0,2025-10-20T14:32:12.769443
2025-10-22,New York Knicks,Cleveland Cavaliers,Mikal Bridges,bovada,25.5,155.0,-210.0,2025-10-20T14:32:12.769452
2025-10-22,New York Knicks,Cleveland Cavaliers,Mikal Bridges,bovada,26.5,185.0,-250.0,2025-10-20T14:32:12.769460
2025-10-22,New York Knicks,Cleveland Cavaliers,Mikal Bridges,draftkings,22.5,-117.0,-110.0,2025-10-20T14:32:12.768844
2025-10-22,New York Knicks,Cleveland Cavaliers,Mikal Bridges,fanduel,22.5,-114.0,-114.0,2025-10-20T14:32:12.768929
2025-10-22,New York Knicks,Cleveland Cavaliers,OG Anunoby,betonlineag,21.5,-111.0,-116.0,2025-10-20T14:32:12.769502
2025-10-22,New York Knicks,Cleveland Cavaliers,OG Anunoby,draftkings,21.5,-112.0,-116.0,2025-10-20T14:32:12.768861
2025-10-22,Orlando Magic,Miami Heat,Andrew Wiggins,betonlineag,24.5,-119.0,-109.0,2025-10-20T14:32:13.417609
2025-10-22,Orlando Magic,Miami Heat,Andrew Wiggins,bovada,20.5,-275.0,200.0,2025-10-20T14:32:13.416944
2025-10-22,Orlando Magic,Miami Heat,Andrew Wiggins,bovada,21.5,-220.0,165.0,2025-10-20T14:32:13.416954
2025-10-22,Orlando Magic,Miami Heat,Andrew Wiggins,bovada,22.5,-180.0,135.0,2025-10-20T14:32:13.416963
2025-10-22,Orlando Magic,Miami Heat,Andrew Wiggins,bovada,23.5,-145.0,110.0,2025-10-20T14:32:13.416987
2025-10-22,Orlando Magic,Miami Heat,Andrew Wiggins,bovada,24.5,-115.0,-115.0,2025-10-20T14:32:13.416996
2025-10-22,Orlando Magic,Miami Heat,Andrew Wiggins,bovada,25.5,105.0,-135.0,2025-10-20T14:32:13.417006
2025-10-22,Orlando Magic,Miami Heat,Andrew Wiggins,bovada,26.5,125.0,-165.0,2025-10-20T14:32:13.417015
2025-10-22,Orlando Magic,Miami Heat,Andrew Wiggins,bovada,27.5,150.0,-200.0,2025-10-20T14:32:13.417025
2025-10-22,Orlando Magic,Miami Heat,Andrew Wiggins,bovada,28.5,180.0,-245.0,2025-10-20T14:32:13.417035
2025-10-22,Orlando Magic,Miami Heat,Andrew Wiggins,draftkings,24.5,-118.0,-109.0,2025-10-20T14:32:13.416871
2025-10-22,Orlando Magic,Miami Heat,Andrew Wiggins,fanduel,25.5,-106.0,-125.0,2025-10-20T14:32:13.416934
2025-10-22,Orlando Magic,Miami Heat,Bam Adebayo,betonlineag,31.5,-108.0,-120.0,2025-10-20T14:32:13.417526
2025-10-22,Orlando Magic,Miami Heat,Bam Adebayo,bovada,26.5,-280.0,205.0,2025-10-20T14:32:13.417049
2025-10-22,Orlando Magic,Miami Heat,Bam Adebayo,bovada,27.5,-230.0,170.0,2025-10-20T14:32:13.417059
2025-10-22,Orlando Magic,Miami Heat,Bam Adebayo,bovada,28.5,-190.0,145.0,2025-10-20T14:32:13.417069
2025-10-22,Orlando Magic,Miami Heat,Bam Adebayo,bovada,29.5,-160.0,120.0,2025-10-20T14:32:13.417078
2025-10-22,Orlando Magic,Miami Heat,Bam Adebayo,bovada,30.5,-130.0,100.0,2025-10-20T14:32:13.417088
2025-10-22,Orlando Magic,Miami Heat,Bam Adebayo,bovada,31.5,-110.0,-120.0,2025-10-20T14:32:13.417097
2025-10-22,Orlando Magic,Miami Heat,Bam Adebayo,bovada,32.5,110.0,-145.0,2025-10-20T14:32:13.417107
2025-10-22,Orlando Magic,Miami Heat,Bam Adebayo,bovada,33.5,130.0,-170.0,2025-10-20T14:32:13.417117
2025-10-22,Orlando Magic,Miami Heat,Bam Adebayo,bovada,34.5,150.0,-200.0,2025-10-20T14:32:13.417126
2025-10-22,Orlando Magic,Miami Heat,Bam Adebayo,bovada,35.5,175.0,-240.0,2025-10-20T14:32:13.417135
2025-10-22,Orlando Magic,Miami Heat,Bam Adebayo,bovada,36.5,210.0,-290.0,2025-10-20T14:32:13.417144
2025-10-22,Orlando Magic,Miami Heat,Bam Adebayo,draftkings,31.5,-111.0,-117.0,2025-10-20T14:32:13.416840
2025-10-22,Orlando Magic,Miami Heat,Bam Adebayo,fanduel,31.5,-108.0,-122.0,2025-10-20T14:32:13.416882
2025-10-22,Orlando Magic,Miami Heat,Desmond Bane,betonlineag,27.5,-110.0,-118.0,2025-10-20T14:32:13.417766
2025-10-22,Orlando Magic,Miami Heat,Desmond Bane,bovada,23.5,-260.0,190.0,2025-10-20T14:32:13.417154
2025-10-22,Orlando Magic,Miami Heat,Desmond Bane,bovada,24.5,-210.0,155.0,2025-10-20T14:32:13.417166
2025-10-22,Orlando Magic,Miami Heat,Desmond Bane,bovada,25.5,-170.0,130.0,2025-10-20T14:32:13.417175
2025-10-22,Orlando Magic,Miami Heat,Desmond Bane,bovada,26.5,-135.0,105.0,2025-10-20T14:32:13.417184
2025-10-22,Orlando Magic,Miami Heat,Desmond Bane,bovada,27.5,-115.0,-115.0,2025-10-20T14:32:13.417193
2025-10-22,Orlando Magic,Miami Heat,Desmond Bane,bovada,28.5,105.0,-135.0,2025-10-20T14:32:13.417205
2025-10-22,Orlando Magic,Miami Heat,Desmond Bane,bovada,29.5,125.0,-165.0,2025-10-20T14:32:13.417214
2025-10-22,Orlando Magic,Miami Heat,Desmond Bane,bovada,30.5,150.0,-200.0,2025-10-20T14:32:13.417224
2025-10-22,Orlando Magic,Miami Heat,Desmond Bane,bovada,31.5,175.0,-240.0,2025-10-20T14:32:13.417233
2025-10-22,Orlando Magic,Miami Heat,Desmond Bane,bovada,32.5,210.0,-290.0,2025-10-20T14:32:13.417242
2025-10-22,Orlando Magic,Miami Heat,Desmond Bane,draftkings,27.5,-109.0,-119.0,2025-10-20T14:32:13.416861
2025-10-22,Orlando Magic,Miami Heat,Desmond Bane,fanduel,27.5,-112.0,-118.0,2025-10-20T14:32:13.416901
2025-10-22,Orlando Magic,Miami Heat,Franz Wagner,betonlineag,30.5,-115.0,-112.0,2025-10-20T14:32:13.417777
2025-10-22,Orlando Magic,Miami Heat,Franz Wagner,bovada,25.5,-290.0,210.0,2025-10-20T14:32:13.417251
2025-10-22,Orlando Magic,Miami Heat,Franz Wagner,bovada,26.5,-230.0,170.0,2025-10-20T14:32:13.417265
2025-10-22,Orlando Magic,Miami Heat,Franz Wagner,bovada,27.5,-190.0,145.0,2025-10-20T14:32:13.417276
2025-10-22,Orlando Magic,Miami Heat,Franz Wagner,bovada,28.5,-160.0,120.0,2025-10-20T14:32:13.417285
2025-10-22,Orlando Magic,Miami Heat,Franz Wagner,bovada,29.5,-130.0,100.0,2025-10-20T14:32:13.417297
2025-10-22,Orlando Magic,Miami Heat,Franz Wagner,bovada,30.5,-110.0,-120.0,2025-10-20T14:32:13.417306
2025-10-22,Orlando Magic,Miami Heat,Franz Wagner,bovada,31.5,110.0,-145.0,2025-10-20T14:32:13.417316
2025-10-22,Orlando Magic,Miami Heat,Franz Wagner,bovada,32.5,130.0,-170.0,2025-10-20T14:32:13.417328
2025-10-22,Orlando Magic,Miami Heat,Franz Wagner,bovada,33.5,150.0,-200.0,2025-10-20T14:32:13.417341
2025-10-22,Orlando Magic,Miami Heat,Franz Wagner,bovada,34.5,180.0,-245.0,2025-10-20T14:32:13.417351
2025-10-22,Orlando Magic,Miami Heat,Franz Wagner,bovada,35.5,210.0,-290.0,2025-10-20T14:32:13.417360
2025-10-22,Orlando Magic,Miami Heat,Franz Wagner,draftkings,30.5,-122.0,-106.0,2025-10-20T14:32:13.416851
2025-10-22,Orlando Magic,Miami Heat,Franz Wagner,fanduel,30.5,-120.0,-110.0,2025-10-20T14:32:13.416892
2025-10-22,Orlando Magic,Miami Heat,Paolo Banchero,betonlineag,37.5,-115.0,-112.0,2025-10-20T14:32:13.417751
2025-10-22,Orlando Magic,Miami Heat,Paolo Banchero,bovada,32.5,-280.0,205.0,2025-10-20T14:32:13.417378
2025-10-22,Orlando Magic,Miami Heat,Paolo Banchero,bovada,33.5,-240.0,175.0,2025-10-20T14:32:13.417388
2025-10-22,Orlando Magic,Miami Heat,Paolo Banchero,bovada,34.5,-200.0,150.0,2025-10-20T14:32:13.417398
2025-10-22,Orlando Magic,Miami Heat,Paolo Banchero,bovada,35.5,-165.0,125.0,2025-10-20T14:32:13.417407
2025-10-22,Orlando Magic,Miami Heat,Paolo Banchero,bovada,36.5,-135.0,105.0,2025-10-20T14:32:13.417417
2025-10-22,Orlando Magic,Miami Heat,Paolo Banchero,bovada,37.5,-120.0,-110.0,2025-10-20T14:32:13.417427
2025-10-22,Orlando Magic,Miami Heat,Paolo Banchero,bovada,38.5,100.0,-130.0,2025-10-20T14:32:13.417437
2025-10-22,Orlando Magic,Miami Heat,Paolo Banchero,bovada,39.5,115.0,-150.0,2025-10-20T14:32:13.417473
2025-10-22,Orlando Magic,Miami Heat,Paolo Banchero,bovada,40.5,135.0,-180.0,2025-10-20T14:32:13.417486
2025-10-22,Orlando Magic,Miami Heat,Paolo Banchero,bovada,41.5,155.0,-210.0,2025-10-20T14:32:13.417496
2025-10-22,Orlando Magic,Miami Heat,Paolo Banchero,bovada,42.5,180.0,-245.0,2025-10-20T14:32:13.417506
2025-10-22,Orlando Magic,Miami Heat,Paolo Banchero,bovada,43.5,205.0,-280.0,2025-10-20T14:32:13.417516
2025-10-22,Orlando Magic,Miami Heat,Paolo Banchero,draftkings,37.5,-112.0,-116.0,2025-10-20T14:32:13.416815
2025-10-22,Orlando Magic,Miami Heat,Paolo Banchero,fanduel,37.5,-120.0,-110.0,2025-10-20T14:32:13.416911
