Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Kyle Anderson,30.1,MIN,Forward,1769,30,-2.8,23,-4.4,64,+1.5%,78,-1.4%,31,-2.0,40,-0.6,28,-7.8
Giannis Antetokounmpo,28.9,MIL,Forward,2565,98,+9.2,92,+6.1,67,+1.7%,96,-3.5%,82,+3.8,82,+2.5,59,+2.9
Harrison Barnes,31.4,SAC,Forward,2380,26,-3.4,22,-4.5,10,-4.4%,42,+0.5%,62,+1.2,25,-1.8,92,+20.4
Nicolas Batum,34.9,PHI,Wing,1470,83,+4.2,90,+5.8,58,+1.0%,18,+1.6%,23,-3.0,45,-0.2,13,-14.7
Bradley Beal,30.3,PHX,Combo,1759,51,-0.2,57,+0.3,17,-3.3%,47,+0.2%,29,-2.2,23,-2.0,50,-0.5
Malik Beasley,26.9,MIL,Combo,2330,69,+2.1,67,+1.6,35,-1.3%,82,-1.6%,57,+0.8,54,+0.3,57,+2.5
Davis Bertans,31.0,CHA,Wing,575,49,-0.5,34,-2.6,45,-0.1%,44,+0.4%,12,-4.5,46,-0.1,2,-32.4
Patrick Beverley,35.3,PHI,Combo,904,5,-10.4,4,-12.0,76,+2.7%,22,+1.4%,58,+0.9,54,+0.3,60,+3.0
Patrick Beverley,35.3,MIL,Wing,527,23,-3.9,70,+2.1,42,-0.3%,4,+3.2%,27,-2.4,30,-1.3,37,-4.1
Bismack Biyombo,31.2,MEM,Big,718,76,+3.0,81,+3.7,92,+6.0%,57,-0.2%,87,+4.9,87,+3.3,74,+8.0
Bojan Bogdanovic,34.5,DET,Forward,920,71,+2.2,78,+3.1,19,-3.0%,55,-0.1%,42,-0.9,10,-3.3,88,+16.4
Bojan Bogdanovic,34.5,NYK,Forward,549,4,-12.0,15,-6.0,45,-0.1%,3,+3.3%,1,-8.5,4,-4.4,12,-15.1
Devin Booker,27.0,PHX,Point,2445,98,+8.4,95,+7.4,30,-1.9%,50,+0.1%,37,-1.3,38,-0.7,43,-2.4
Malcolm Brogdon,30.9,POR,Combo,1120,89,+5.6,94,+7.1,32,-1.6%,16,+1.8%,43,-0.7,24,-1.8,71,+7.0
Jaylen Brown,27.0,BOS,Wing,2339,15,-5.8,59,+0.5,3,-6.3%,44,+0.4%,9,-5.3,11,-3.2,28,-7.7
Reggie Bullock,32.6,HOU,Wing,334,19,-4.9,27,-3.4,38,-0.9%,39,+0.5%,87,+4.8,43,-0.3,96,+27.6
Alec Burks,32.3,DET,Wing,894,78,+3.2,74,+2.6,49,+0.1%,3,+3.3%,70,+2.2,57,+0.6,73,+7.7
Alec Burks,32.3,NYK,Wing,304,3,-13.1,10,-7.6,76,+2.7%,11,+2.2%,63,+1.5,75,+1.8,44,-2.1
Jimmy Butler,34.1,MIA,Forward,2042,94,+7.0,83,+4.1,29,-2.0%,59,-0.3%,70,+2.2,53,+0.2,83,+12.1
Kentavious Caldwell-Pope,30.7,DEN,Wing,2400,100,+13.4,100,+12.4,50,+0.2%,76,-1.1%,93,+6.2,74,+1.7,92,+20.4
Clint Capela,29.5,ATL,Big,1882,41,-1.5,21,-4.9,92,+6.1%,99,-5.3%,95,+7.3,98,+8.0,23,-9.7
Jordan Clarkson,31.4,UTA,Wing,1672,52,-0.1,69,+1.8,54,+0.5%,19,+1.6%,41,-0.9,33,-1.1,56,+1.9
Mike Conley,36.1,MIN,Point,2193,30,-2.8,26,-3.7,56,+0.7%,15,+1.8%,48,-0.3,47,-0.1,45,-1.9
Pat Connaughton,30.8,MIL,Wing,1638,42,-1.4,37,-2.2,52,+0.3%,14,+2.0%,17,-3.9,19,-2.4,36,-4.7
Robert Covington,32.9,PHI,Big,395,47,-0.7,33,-2.7,31,-1.8%,43,+0.4%,97,+8.8,37,-0.7,100,+51.7
