Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Steven Adams,20.3,OKC,Big,300,59,-1.0%,71,-2.6%,89,-4.3%,46,+1.1%,74,-3.2%,2,+3.7%,23,+2.0%,7,+5.8%
LaMarcus Aldridge,28.3,POR,Big,440,90,-5.4%,97,-6.3%,5,+6.5%,1,+8.4%,0,+14.9%,72,-1.3%,98,-7.4%,98,-8.7%
Ray Allen,38.3,MIA,Wing,526,86,-4.1%,12,+4.4%,95,-5.7%,68,-1.6%,95,-7.2%,19,+1.9%,38,+1.0%,22,+2.8%
Tony Allen,31.8,MEM,Wing,230,48,+0.3%,18,+3.0%,92,-5.3%,92,-4.8%,99,-10.1%,4,+3.4%,8,+3.6%,3,+7.1%
Chris Andersen,35.3,MIA,Big,316,79,-3.1%,40,+0.5%,88,-3.7%,74,-2.3%,88,-6.0%,18,+1.9%,10,+3.6%,10,+5.5%
Alan Anderson,31.0,BKN,Wing,257,75,-2.8%,11,+4.4%,60,-0.8%,96,-6.0%,92,-6.8%,28,+1.1%,34,+1.3%,24,+2.4%
Pero Antic,31.3,ATL,Big,169,67,-1.8%,81,-3.3%,56,-0.5%,36,+2.0%,45,+1.5%,25,+1.2%,43,+0.5%,32,+1.8%
Trevor Ariza,28.3,WAS,Wing,407,67,-1.7%,7,+6.0%,95,-6.0%,21,+3.6%,69,-2.4%,75,-1.4%,73,-2.2%,80,-3.6%
Omer Asik,27.3,HOU,Big,162,49,+0.3%,91,-4.5%,22,+2.7%,26,+3.2%,16,+5.9%,81,-1.6%,48,+0.2%,60,-1.4%
D.J. Augustin,26.0,CHI,Point,140,98,-11.0%,43,+0.4%,36,+0.9%,39,+1.6%,40,+2.5%,71,-1.2%,68,-1.6%,74,-2.9%
Harrison Barnes,21.4,GSW,Forward,141,84,-3.3%,84,-4.1%,94,-5.7%,50,+0.3%,84,-5.3%,3,+3.5%,3,+6.0%,1,+9.5%
Matt Barnes,33.6,LAC,Forward,400,9,+6.8%,69,-2.4%,80,-2.1%,27,+3.1%,49,+1.1%,27,+1.1%,47,+0.3%,36,+1.4%
Shane Battier,35.1,MIA,Wing,191,18,+4.9%,93,-4.7%,44,+0.3%,11,+5.2%,19,+5.5%,70,-1.2%,46,+0.4%,53,-0.8%
Nicolas Batum,24.9,POR,Wing,458,71,-2.3%,52,-0.7%,61,-0.8%,20,+3.9%,33,+3.1%,16,+2.0%,88,-4.4%,70,-2.4%
Bradley Beal,20.3,WAS,Wing,454,57,-0.9%,94,-4.8%,60,-0.8%,30,+2.6%,43,+1.7%,58,-0.5%,9,+3.6%,17,+3.1%
Marco Belinelli,27.6,SAS,Wing,308,2,+9.0%,1,+7.8%,71,-1.5%,89,-4.3%,86,-5.8%,31,+0.9%,79,-2.9%,66,-1.9%
Patrick Beverley,25.3,HOU,Combo,202,19,+4.8%,47,+0.2%,6,+6.1%,29,+2.7%,5,+8.8%,71,-1.3%,98,-7.7%,99,-8.9%
