Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Dewayne Dedmon,32.2,MIA,Big,134,3,44.2%,38,55.9%,0,0.0%,0,83.3%,73,68%,8,85%,97,33%,0,0%
Spencer Dinwiddie,28.6,DAL,Wing,494,31,52.4%,12,40.9%,88,42.9%,17,82.1%,88,44%,88,32%,96,16%,96,64%
Luka Doncic,22.7,DAL,Point,551,62,53.2%,77,53.4%,50,34.0%,17,76.7%,77,18%,54,18%,62,15%,85,22%
Kevin Durant,33.1,BKN,Forward,217,8,45.5%,4,43.4%,32,34.8%,100,90.9%,84,46%,4,100%,68,40%,100,50%
Anthony Edwards,20.2,MIN,Wing,263,77,56.9%,46,50.8%,76,41.8%,33,82.5%,92,43%,73,40%,92,17%,100,57%
Joel Embiid,27.6,PHI,Big,385,19,50.6%,32,55.5%,7,21.2%,77,82.0%,89,59%,49,67%,92,41%,92,86%
Dorian Finney-Smith,28.5,DAL,Forward,687,92,61.8%,72,57.1%,86,42.6%,0,70.8%,20,88%,36,70%,24,88%,68,96%
Danilo Gallinari,33.2,ATL,Forward,181,20,47.1%,24,47.7%,9,30.8%,0,94.4%,60,62%,80,50%,52,62%,88,75%
Rudy Gobert,29.3,UTA,Big,196,76,63.6%,65,63.6%,0,0.0%,38,68.2%,46,76%,35,76%,0,0%,0,0%
Aaron Gordon,26.1,DEN,Forward,160,4,45.4%,36,51.3%,0,20.0%,10,71.4%,56,70%,52,64%,40,67%,4,100%
Danny Green,34.4,PHI,Wing,318,88,59.2%,8,38.5%,80,41.9%,0,0.0%,15,92%,73,40%,0,0%,0,100%
Draymond Green,31.7,GSW,Big,698,27,51.4%,46,58.1%,0,21.1%,15,63.8%,22,86%,16,82%,46,88%,89,88%
Jeff Green,35.2,DEN,Big,113,0,44.1%,0,33.3%,0,37.5%,0,80.0%,78,67%,100,0%,78,50%,35,100%
James Harden,32.2,PHI,Point,478,54,49.4%,38,43.9%,64,36.8%,83,89.3%,69,22%,69,17%,77,14%,77,29%
Tobias Harris,29.3,PHI,Forward,465,64,56.8%,68,56.2%,41,38.6%,0,85.7%,68,59%,68,59%,72,33%,76,91%
Jaxson Hayes,21.4,NOP,Big,116,43,55.2%,59,61.5%,0,0.0%,0,58.3%,11,88%,5,93%,78,50%,0,0%
Tyler Herro,21.8,MIA,Combo,373,29,46.3%,71,53.2%,10,23.2%,80,92.6%,67,45%,67,37%,43,41%,81,63%
Jrue Holiday,31.4,MIL,Point,462,23,43.9%,23,41.0%,36,33.3%,67,83.9%,54,35%,31,38%,38,21%,46,52%
Al Horford,35.4,BOS,Big,814,78,64.5%,41,56.8%,100,48.0%,69,77.8%,14,87%,46,69%,43,88%,81,98%
Danuel House,28.4,UTA,Wing,107,4,45.0%,69,54.5%,0,22.2%,0,75.0%,27,88%,42,75%,8,100%,0,100%
Kevin Huerter,23.2,ATL,Wing,212,27,52.3%,54,51.7%,24,34.2%,0,75.0%,73,64%,15,86%,81,38%,88,69%
DeAndre Hunter,23.9,ATL,Forward,233,76,59.6%,84,58.5%,73,41.2%,0,81.8%,48,71%,20,81%,60,50%,72,93%
Brandon Ingram,24.2,NOP,Forward,304,52,55.8%,56,54.7%,68,40.7%,50,80.7%,80,48%,56,61%,76,32%,76,91%
Kyrie Irving,29.6,BKN,Combo,212,76,59.1%,81,56.9%,95,40.7%,100,100.0%,81,33%,38,45%,76,17%,90,45%
Jaren Jackson,22.1,MEM,Big,331,8,46.1%,3,38.1%,64,38.0%,54,75.5%,32,81%,70,63%,65,75%,84,96%
Cameron Johnson,25.7,PHX,Forward,311,60,56.6%,88,60.0%,36,36.2%,30,78.6%,32,82%,60,60%,32,78%,4,100%
Nikola Jokic,26.7,DEN,Big,171,57,59.9%,65,63.6%,29,27.8%,85,84.8%,86,59%,86,50%,76,57%,35,100%
Herbert Jones,23.1,NOP,Forward,292,56,56.1%,44,52.6%,77,42.1%,0,79.2%,40,75%,48,65%,40,67%,4,100%
Tyus Jones,25.5,MEM,Combo,261,43,48.5%,5,38.9%,90,40.0%,0,93.3%,43,59%,24,50%,48,40%,48,78%
Maxi Kleber,29.8,DAL,Big,455,86,67.6%,86,71.4%,86,43.6%,0,71.4%,5,94%,22,80%,11,100%,35,100%
Zach LaVine,26.6,CHI,Wing,152,12,49.2%,19,44.7%,44,37.5%,0,93.3%,77,62%,81,36%,62,50%,0,100%
Kevon Looney,25.7,GSW,Big,441,84,65.5%,73,65.5%,0,0.0%,0,61.1%,51,75%,49,67%,32,94%,0,0%
Brook Lopez,33.6,MIL,Big,331,30,51.5%,51,58.7%,14,21.4%,0,91.3%,76,68%,68,64%,68,73%,95,83%
Kyle Lowry,35.6,MIA,Point,294,8,38.9%,8,37.5%,14,24.5%,0,76.5%,15,60%,23,43%,8,60%,23,69%
Caleb Martin,26.1,MIA,Forward,169,12,46.2%,8,44.7%,14,32.1%,0,20.0%,64,62%,80,50%,92,20%,4,100%
Wesley Matthews,35.0,MIL,Wing,344,42,54.0%,4,36.8%,72,40.9%,0,66.7%,4,96%,27,80%,8,100%,0,100%
Tyrese Maxey,21.0,PHI,Combo,484,71,57.1%,76,55.9%,71,38.2%,90,94.0%,48,57%,24,50%,29,46%,52,77%
CJ McCollum,30.1,NOP,Combo,311,33,46.8%,29,45.0%,43,33.3%,10,69.7%,76,36%,90,21%,57,29%,86,57%
Jaden McDaniels,21.1,MIN,Forward,151,96,63.7%,32,50.0%,100,50.0%,0,78.6%,16,90%,40,67%,0,100%,4,100%
JaVale McGee,33.8,PHX,Big,125,95,70.8%,84,70.8%,0,0.0%,0,84.6%,30,82%,19,81%,49,86%,0,0%
De'Anthony Melton,23.4,MEM,Combo,151,14,43.8%,48,47.1%,19,28.2%,0,100.0%,0,89%,10,80%,5,100%,24,91%
Shake Milton,25.1,PHI,Combo,137,95,64.5%,52,50.0%,0,53.3%,0,75.0%,5,88%,0,100%,14,83%,38,88%
Donovan Mitchell,25.1,UTA,Combo,229,10,43.6%,67,50.6%,5,20.8%,60,88.1%,100,21%,95,15%,67,22%,95,30%
Ja Morant,22.2,MEM,Point,336,46,47.5%,54,47.8%,29,32.7%,0,74.7%,100,13%,77,15%,92,4%,92,19%
Monte Morris,26.3,DEN,Point,155,92,59.8%,85,56.0%,93,42.3%,0,75.0%,15,60%,0,100%,31,25%,8,91%
Trey Murphy III,21.4,NOP,Forward,162,100,64.1%,0,20.0%,95,46.4%,0,83.3%,0,100%,0,0%,0,100%,4,100%
Larry Nance Jr.,28.8,NOP,Big,164,73,63.0%,78,68.4%,0,25.0%,0,69.2%,97,46%,95,40%,78,50%,35,100%
Georges Niang,28.4,PHI,Big,194,70,62.2%,97,80.0%,71,40.0%,0,100.0%,0,100%,0,100%,0,0%,35,100%
Frank Ntilikina,23.3,DAL,Wing,108,8,45.2%,35,50.0%,8,29.4%,0,100.0%,38,86%,100,0%,8,100%,0,100%
Royce O'Neale,28.4,UTA,Wing,188,15,50.0%,88,70.0%,4,28.0%,0,100.0%,0,100%,0,100%,0,0%,0,100%
Onyeka Okongwu,20.9,ATL,Big,153,51,57.9%,43,57.9%,0,0.0%,0,75.0%,54,73%,41,70%,11,100%,0,0%
Victor Oladipo,29.5,MIA,Combo,345,5,42.8%,24,44.9%,14,26.8%,20,78.7%,57,50%,76,31%,33,44%,62,73%
Chris Paul,36.5,PHX,Point,441,100,63.5%,100,64.2%,71,39.6%,100,94.6%,85,17%,85,0%,69,15%,69,32%
Cameron Payne,27.2,PHX,Combo,151,0,33.1%,0,37.5%,0,17.9%,0,83.3%,86,30%,48,44%,76,17%,100,20%
Gary Payton II,28.9,GSW,Combo,189,100,76.7%,100,72.4%,0,57.1%,0,66.7%,19,72%,38,45%,19,80%,0,100%
Jordan Poole,22.4,GSW,Combo,588,81,60.8%,86,62.6%,86,39.2%,70,91.4%,62,45%,24,50%,71,21%,76,64%
Otto Porter,28.4,GSW,Forward,370,84,61.7%,92,63.3%,59,40.4%,0,77.8%,24,87%,28,71%,36,75%,4,100%
Bobby Portis,26.7,MIL,Big,297,11,48.2%,14,50.0%,36,30.4%,0,77.3%,84,63%,84,55%,89,43%,35,100%
Dwight Powell,30.3,DAL,Big,247,65,61.8%,76,65.6%,0,0.0%,0,63.6%,3,95%,3,95%,11,100%,0,0%
Payton Pritchard,23.8,BOS,Point,288,77,55.1%,92,60.9%,57,35.4%,0,75.0%,0,81%,8,67%,0,82%,15,83%
Paul Reed,22.4,PHI,Big,125,49,57.1%,14,50.0%,0,100.0%,0,66.7%,16,87%,11,83%,11,100%,35,100%
Duncan Robinson,27.5,MIA,Wing,130,65,55.4%,100,85.7%,16,33.3%,0,100.0%,8,95%,0,100%,8,100%,65,92%
D'Angelo Russell,25.7,MIN,Point,233,31,46.1%,0,35.2%,86,41.7%,0,75.0%,46,35%,38,38%,54,18%,54,47%
Landry Shamet,24.6,PHX,Wing,181,54,54.7%,35,50.0%,60,39.1%,0,71.4%,58,79%,0,100%,62,50%,73,89%
Pascal Siakam,27.6,TOR,Forward,259,28,49.5%,40,52.2%,0,23.5%,80,86.1%,96,29%,96,46%,96,15%,4,100%
Marcus Smart,27.7,BOS,Combo,759,52,49.5%,38,45.8%,62,35.6%,30,79.7%,33,62%,71,33%,38,42%,14,94%
Max Strus,25.6,MIA,Wing,516,19,51.4%,50,51.3%,16,33.3%,0,72.2%,50,82%,54,56%,62,50%,54,94%
Jayson Tatum,23.7,BOS,Forward,982,32,50.7%,12,44.9%,45,39.3%,40,80.0%,72,56%,76,53%,60,50%,92,64%
Daniel Theis,29.6,BOS,Big,176,68,62.0%,89,72.7%,0,23.1%,0,75.0%,24,85%,32,76%,11,100%,35,100%
Klay Thompson,31.7,GSW,Wing,784,46,54.2%,31,48.8%,56,39.1%,50,85.7%,42,83%,31,79%,42,72%,58,94%
Matisse Thybulle,24.7,PHI,Wing,128,58,54.8%,88,70.0%,0,27.3%,0,33.3%,23,90%,19,83%,8,100%,0,100%
Xavier Tillman,22.8,MEM,Big,117,97,77.5%,92,73.7%,0,100.0%,0,50.0%,16,87%,22,80%,11,100%,35,100%
Karl-Anthony Towns,26.0,MIN,Big,245,32,52.2%,8,47.8%,79,41.7%,92,85.7%,70,69%,76,59%,51,80%,97,80%
Gary Trent Jr.,22.8,TOR,Combo,199,24,45.7%,14,41.9%,43,33.3%,0,88.9%,38,61%,10,80%,62,23%,19,92%
PJ Tucker,36.5,MIA,Big,509,59,60.1%,19,53.4%,93,45.1%,0,68.8%,43,78%,78,59%,70,71%,86,96%
Jonas Valanciunas,29.5,NOP,Big,234,16,50.0%,24,53.7%,0,11.1%,46,68.4%,95,56%,92,46%,73,67%,35,100%
Fred VanVleet,27.7,TOR,Point,139,38,46.3%,15,38.9%,36,33.3%,0,83.3%,38,37%,85,0%,100,0%,31,58%
Jarred Vanderbilt,22.6,MIN,Big,155,14,48.3%,11,48.3%,0,0.0%,0,66.7%,38,79%,27,79%,0,0%,0,0%
Gabe Vincent,25.4,MIA,Combo,394,38,47.5%,43,46.8%,33,31.9%,0,94.1%,52,53%,48,44%,86,15%,43,78%
Nikola Vucevic,31.0,CHI,Big,180,22,51.1%,30,55.1%,43,31.0%,0,80.0%,27,83%,49,67%,62,78%,35,100%
Derrick White,27.3,BOS,Combo,572,19,45.0%,19,42.5%,29,31.7%,50,81.6%,24,67%,19,56%,52,38%,10,96%
Andrew Wiggins,26.7,GSW,Forward,766,36,52.6%,52,54.0%,18,33.3%,0,64.6%,52,71%,72,58%,48,64%,4,100%
Grant Williams,22.9,BOS,Forward,636,48,55.4%,28,48.3%,55,40.2%,60,85.1%,12,92%,16,83%,0,100%,60,97%
Patrick Williams,20.2,CHI,Big,144,41,54.4%,49,58.3%,57,33.3%,0,85.7%,59,71%,49,67%,78,50%,35,100%
Robert Williams,24.0,BOS,Big,393,89,68.8%,81,68.8%,0,0.0%,100,89.3%,65,70%,59,66%,38,89%,0,0%
Ziaire Williams,20.1,MEM,Wing,155,85,58.2%,96,80.0%,12,32.4%,0,90.9%,19,91%,42,75%,8,100%,0,100%
Delon Wright,29.5,ATL,Combo,176,86,61.1%,95,65.0%,67,37.5%,0,63.6%,71,37%,86,25%,100,0%,71,67%
Trae Young,23.1,ATL,Point,260,15,40.0%,62,50.0%,7,21.4%,33,82.0%,92,16%,85,0%,85,12%,62,33%
