Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Arron Afflalo,26.0,DEN,Wing,2077,31,+2.1,37,+0.5,59,-0.3%,36,+3.9,6,+1.3,39,+1.9%,4,+32.0,73,-0.8,59,-0.8%,84,-13.7
Solomon Alabi,23.6,TOR,Big,105,99,-13.1,1,+4.1,0,+5.2%,8,+14.6,0,+4.0,5,+10.7%,0,+58.3,65,-0.5,1,+9.9%,80,-12.2
LaMarcus Aldridge,26.3,POR,Big,1987,96,-8.6,74,-0.9,64,-0.5%,59,-2.3,20,+0.6,23,+4.3%,33,+6.3,90,-1.5,66,-1.6%,70,-7.7
Lavoy Allen,22.7,PHI,Big,569,92,-6.5,81,-1.2,57,-0.2%,79,-9.1,81,-0.8,94,-9.8%,72,-10.5,64,-0.4,26,+2.3%,68,-7.3
Ray Allen,36.3,BOS,Wing,1558,12,+5.0,14,+1.6,26,+1.2%,24,+7.5,46,+0.1,40,+1.7%,67,-7.8,7,+1.9,29,+2.2%,6,+21.7
Tony Allen,29.8,MEM,Wing,1523,91,-6.4,67,-0.7,69,-0.7%,61,-3.1,58,-0.2,69,-2.9%,52,-0.5,56,-0.2,35,+1.5%,50,-0.8
Al-Farouq Aminu,21.1,NOH,Forward,1436,93,-7.4,93,-2.5,95,-2.6%,90,-15.5,79,-0.7,75,-3.7%,75,-11.8,94,-1.9,93,-5.3%,93,-21.9
Lou Amundson,28.9,IND,Big,650,48,+0.2,92,-2.3,68,-0.7%,92,-17.1,64,-0.3,38,+2.0%,82,-16.5,94,-1.9,75,-2.4%,89,-17.5
Chris Andersen,33.3,DEN,Big,481,74,-3.0,84,-1.5,17,+1.6%,91,-16.0,92,-1.3,35,+2.6%,96,-34.9,57,-0.2,11,+4.7%,64,-6.1
Alan Anderson,29.0,TOR,Wing,450,95,-8.2,86,-1.7,79,-1.2%,52,-0.6,71,-0.5,50,-0.1%,38,+3.8,88,-1.4,99,-8.3%,66,-6.6
James Anderson,22.6,SAS,Wing,512,41,+0.9,6,+2.5,46,+0.3%,5,+18.3,33,+0.3,17,+5.8%,24,+10.6,4,+2.3,45,+0.6%,4,+26.0
Ryan Anderson,23.5,ORL,Big,1956,68,-2.2,71,-0.8,54,-0.1%,70,-5.3,50,+0.0,71,-3.2%,39,+3.6,74,-0.8,28,+2.2%,72,-8.6
Carmelo Anthony,27.4,NYK,Forward,1871,15,+4.3,21,+1.2,28,+1.1%,34,+4.7,26,+0.5,9,+8.8%,44,+1.7,23,+0.9,18,+3.4%,27,+9.3
Joel Anthony,29.2,MIA,Big,1342,56,-0.6,75,-1.0,54,-0.1%,77,-7.4,21,+0.6,46,+0.7%,35,+5.0,84,-1.2,43,+0.8%,85,-14.2
Gilbert Arenas,29.8,MEM,Point,210,84,-4.6,63,-0.5,26,+1.2%,69,-5.1,56,-0.2,1,+14.5%,60,-5.2,72,-0.8,66,-1.5%,87,-15.8
Trevor Ariza,26.3,NOH,Wing,1346,13,+4.7,2,+3.6,13,+2.0%,2,+24.0,7,+1.3,10,+8.5%,16,+15.5,5,+2.1,28,+2.2%,4,+26.3
Omer Asik,25.3,CHI,Big,874,88,-5.5,75,-1.0,77,-1.1%,54,-0.8,34,+0.3,61,-1.8%,19,+12.8,78,-1.0,87,-4.3%,65,-6.6
D.J. Augustin,24.0,CHA,Point,1404,12,+4.8,24,+1.1,16,+1.7%,35,+4.1,39,+0.2,52,-0.5%,30,+7.6,25,+0.8,7,+5.7%,39,+4.2
Gustavo Ayon,26.6,NOH,Big,1042,61,-1.4,39,+0.5,81,-1.3%,32,+5.1,20,+0.6,47,+0.3%,20,+12.2,54,-0.2,82,-3.5%,56,-3.3
Luke Babbitt,22.4,POR,Forward,468,0,+13.5,2,+3.5,12,+2.0%,9,+13.9,33,+0.4,33,+2.8%,36,+5.0,3,+2.9,11,+4.5%,11,+17.3
Leandro Barbosa,28.9,TOR,Combo,925,34,+1.8,3,+3.2,30,+1.1%,3,+20.5,6,+1.3,20,+5.1%,6,+26.7,6,+2.0,38,+1.2%,9,+18.9
Leandro Barbosa,28.9,IND,Wing,413,57,-0.9,93,-2.5,57,-0.2%,97,-23.0,72,-0.5,27,+3.5%,89,-21.0,92,-1.6,47,+0.4%,92,-19.9
J.J. Barea,27.3,MIN,Point,1022,32,+2.1,62,-0.5,43,+0.4%,55,-1.1,66,-0.4,62,-1.9%,57,-3.2,53,-0.1,51,+0.2%,50,-0.3
Andrea Bargnani,26.0,TOR,Forward,1030,31,+2.1,32,+0.8,23,+1.3%,41,+2.3,46,+0.1,13,+7.2%,70,-9.1,36,+0.5,31,+2.0%,40,+3.7
Matt Barnes,31.6,LAL,Wing,1429,33,+1.9,69,-0.7,91,-2.0%,64,-3.6,40,+0.2,60,-1.7%,53,-1.3,81,-1.1,84,-3.9%,67,-6.8
Brandon Bass,26.5,BOS,Big,1850,32,+2.1,46,+0.1,48,+0.2%,41,+2.2,44,+0.1,30,+3.1%,31,+7.4,53,-0.1,41,+1.0%,52,-1.5
Tony Battie,35.7,PHI,Big,286,97,-9.4,79,-1.1,36,+0.7%,75,-6.9,12,+0.9,49,+0.0%,5,+29.2,97,-2.3,48,+0.3%,96,-27.2
Shane Battier,33.1,MIA,Wing,1451,42,+0.8,20,+1.2,87,-1.7%,11,+12.7,55,-0.1,48,+0.2%,43,+2.3,13,+1.4,91,-4.9%,8,+19.7
Nicolas Batum,22.9,POR,Wing,1747,17,+4.0,90,-2.0,94,-2.4%,84,-10.6,47,+0.1,88,-7.0%,20,+11.9,96,-2.1,91,-4.9%,94,-22.3
Jerryd Bayless,23.2,TOR,Combo,684,18,+3.9,31,+0.8,20,+1.5%,37,+3.5,5,+1.5,30,+3.1%,3,+33.2,70,-0.6,10,+4.9%,80,-12.3
Michael Beasley,22.8,MIN,Forward,1043,66,-1.9,64,-0.6,45,+0.3%,70,-5.5,27,+0.5,65,-2.3%,38,+4.0,82,-1.1,72,-2.1%,84,-13.4
Rodrigue Beaubois,23.7,DAL,Combo,1069,21,+3.5,51,-0.1,62,-0.4%,49,+0.2,12,+1.0,41,+1.5%,13,+18.0,76,-0.9,42,+0.9%,77,-10.7
Marco Belinelli,25.6,NOH,Combo,1944,11,+5.3,7,+2.3,52,+0.1%,4,+19.5,5,+1.5,45,+0.7%,4,+30.7,17,+1.1,50,+0.2%,13,+15.8
Raja Bell,35.1,UTA,Wing,794,26,+2.9,45,+0.2,41,+0.5%,19,+8.9,14,+0.9,2,+13.5%,6,+27.4,62,-0.4,71,-2.1%,44,+1.7
Mike Bibby,33.5,NYK,Point,522,12,+4.9,82,-1.3,45,+0.4%,70,-5.6,95,-1.7,84,-5.9%,87,-19.3,39,+0.3,49,+0.2%,36,+5.3
Andris Biedrins,25.6,GSW,Big,737,42,+0.8,8,+2.2,2,+3.7%,7,+16.1,3,+1.8,8,+9.2%,5,+29.4,35,+0.5,2,+7.6%,22,+11.7
Chauncey Billups,35.1,LAC,Combo,605,80,-3.8,76,-1.0,16,+1.7%,84,-10.6,79,-0.7,58,-1.3%,89,-22.1,40,+0.3,21,+3.1%,44,+1.7
Bismack Biyombo,19.2,CHA,Big,1377,71,-2.6,36,+0.6,31,+1.0%,44,+1.4,6,+1.3,11,+8.4%,16,+14.5,76,-0.9,50,+0.2%,72,-8.6
DeJuan Blair,22.5,SAS,Big,1319,38,+1.4,42,+0.3,16,+1.8%,44,+1.2,32,+0.4,6,+10.0%,41,+3.3,56,-0.2,18,+3.4%,53,-1.6
