Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Steven Adams,26.3,OKC,Big,1680,79,+3.5,79,+3.2,93,+5.1%,64,-0.5%,75,+2.2,86,+3.1,24,-9.3
LaMarcus Aldridge,34.3,SAS,Big,1753,30,-2.8,45,-0.8,10,-3.7%,3,+3.1%,22,-2.8,13,-2.7,59,+2.3
Al-Farouq Aminu,29.1,ORL,Forward,380,2,-12.8,1,-15.4,79,+2.7%,80,-1.2%,61,+0.7,67,+1.1,40,-3.2
Kyle Anderson,26.1,MEM,Forward,1296,10,-7.4,28,-3.1,17,-3.0%,18,+1.5%,15,-3.7,40,-0.6,10,-17.4
Giannis Antetokounmpo,24.9,MIL,Big,1915,75,+3.0,72,+2.3,40,-0.7%,99,-5.1%,72,+1.9,59,+0.6,75,+7.2
Carmelo Anthony,35.4,POR,Big,1897,29,-2.8,66,+1.8,8,-4.4%,51,-0.0%,17,-3.5,18,-2.2,33,-5.2
Trevor Ariza,34.3,SAC,Forward,783,16,-5.5,11,-7.4,37,-0.9%,66,-0.5%,56,+0.2,35,-0.9,72,+6.5
Trevor Ariza,34.3,POR,Wing,701,84,+4.7,94,+7.9,6,-4.8%,59,-0.3%,74,+2.1,23,-1.8,97,+24.5
D.J. Augustin,32.0,ORL,Point,1419,47,-0.7,46,-0.7,49,+0.0%,11,+2.0%,19,-3.2,19,-2.1,38,-4.2
J.J. Barea,35.3,DAL,Point,388,21,-4.4,19,-4.9,3,-5.8%,3,+3.0%,19,-3.2,2,-4.7,95,+20.9
Harrison Barnes,27.4,SAC,Forward,2474,69,+2.0,49,-0.3,14,-3.3%,69,-0.7%,56,+0.2,36,-0.8,73,+6.7
Will Barton,28.8,DEN,Wing,1903,68,+1.9,47,-0.5,61,+0.9%,92,-2.3%,72,+1.9,62,+0.8,69,+5.4
Nicolas Batum,30.9,CHA,Wing,488,88,+5.3,92,+6.5,21,-2.4%,1,+3.9%,11,-4.6,6,-3.8,50,-0.9
Aron Baynes,32.9,PHX,Big,934,52,-0.2,58,+0.7,59,+0.8%,23,+1.2%,28,-1.9,49,-0.1,21,-10.5
Kent Bazemore,30.3,POR,Wing,1077,42,-1.2,36,-1.9,28,-1.7%,88,-1.7%,84,+3.8,58,+0.5,92,+17.5
Kent Bazemore,30.3,SAC,Forward,556,11,-7.1,28,-3.0,65,+1.3%,63,-0.4%,24,-2.4,56,+0.3,9,-18.2
Bradley Beal,26.3,WAS,Wing,2051,93,+7.6,93,+7.8,78,+2.6%,26,+1.0%,65,+1.3,78,+1.9,27,-8.0
Malik Beasley,22.9,DEN,Wing,697,38,-1.8,23,-4.0,82,+3.1%,69,-0.6%,78,+2.7,77,+1.8,60,+2.6
Malik Beasley,22.9,MIN,Wing,462,78,+3.3,28,-3.1,20,-2.6%,23,+1.2%,11,-4.6,1,-5.2,78,+8.8
Marco Belinelli,33.6,SAS,Wing,833,75,+2.9,44,-1.0,82,+3.2%,64,-0.5%,79,+3.0,84,+2.8,53,-0.3
DeAndre' Bembry,25.3,ATL,Combo,881,10,-8.0,10,-8.1,90,+4.4%,57,-0.3%,55,+0.1,79,+2.0,16,-12.5
Dragan Bender,22.0,GSW,Big,184,7,-9.5,40,-1.3,12,-3.5%,42,+0.3%,16,-3.5,91,+3.7,1,-38.0
Davis Bertans,27.0,WAS,Forward,1570,95,+7.9,97,+10.2,22,-2.4%,59,-0.3%,13,-4.0,14,-2.6,37,-4.3
Patrick Beverley,31.3,LAC,Point,1341,64,+1.4,46,-0.7,86,+3.7%,80,-1.2%,58,+0.4,73,+1.6,28,-7.4
Bismack Biyombo,27.2,CHA,Big,1029,33,-2.4,60,+0.9,59,+0.8%,84,-1.4%,42,-0.8,57,+0.4,30,-6.9
Nemanja Bjelica,31.5,SAC,Big,2009,85,+4.9,88,+5.4,47,-0.1%,58,-0.3%,77,+2.7,70,+1.4,71,+5.9
Eric Bledsoe,29.9,MIL,Point,1644,61,+1.0,87,+5.1,4,-5.7%,86,-1.5%,14,-3.9,6,-3.8,65,+4.4
Bojan Bogdanovic,30.5,UTA,Forward,2082,89,+5.6,94,+7.9,16,-3.0%,31,+0.8%,25,-2.3,10,-3.2,86,+13.0
Devin Booker,23.0,PHX,Wing,2508,99,+12.5,99,+11.0,50,+0.1%,67,-0.6%,45,-0.6,80,+2.1,9,-18.3
