Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Shareef Abdur-Rahim,27.9,POR,Forward,1856,66,+0.8%,85,+3.4%,64,+1.2%,72,+1.8%,77,+1.6%,45,-1.2%,25,-3.5%,26,-2.9%
Cory Alexander,31.4,CHA,Point,169,12,-3.6%,40,-1.3%,4,-7.6%,8,-5.4%,2,-6.2%,40,-1.8%,37,-1.6%,33,-1.7%
Malik Allen,26.3,MIA,Big,243,24,-2.1%,95,+6.3%,43,-0.6%,6,-6.1%,8,-4.3%,54,+0.3%,56,+0.8%,57,+0.8%
Malik Allen,26.3,CHA,Big,238,36,-1.0%,13,-5.0%,96,+7.4%,97,+5.8%,99,+6.5%,2,-18.6%,1,-13.5%,0,-15.5%
Ray Allen,29.3,SEA,Wing,3057,93,+3.4%,36,-1.9%,28,-2.1%,95,+5.3%,78,+1.7%,91,+9.6%,90,+6.1%,95,+7.0%
Tony Allen,22.8,BOS,Wing,1207,43,-0.6%,49,-0.4%,7,-6.1%,29,-2.0%,11,-3.8%,89,+8.3%,24,-3.7%,46,-0.2%
Rafer Alston,28.3,TOR,Point,2714,43,-0.6%,93,+5.5%,35,-1.4%,33,-1.6%,26,-1.6%,25,-5.0%,28,-3.1%,16,-4.3%
Chris Andersen,26.3,NOH,Big,1388,92,+3.2%,96,+6.7%,10,-5.0%,73,+1.9%,57,+0.3%,22,-6.0%,83,+4.6%,70,+2.0%
Derek Anderson,30.3,POR,Wing,1234,20,-2.5%,14,-4.9%,93,+5.9%,21,-3.1%,63,+0.7%,11,-10.2%,71,+2.7%,47,-0.2%
Kenny Anderson,34.1,ATL,Point,715,46,-0.4%,12,-5.3%,97,+7.7%,52,+0.2%,93,+3.4%,88,+8.0%,50,0.0%,66,+1.7%
Shandon Anderson,30.8,MIA,Forward,1116,45,-0.5%,71,+1.7%,24,-2.5%,58,+0.7%,43,-0.4%,22,-6.0%,62,+1.5%,43,-0.6%
Carmelo Anthony,20.4,DEN,Forward,2597,85,+2.3%,75,+2.0%,39,-0.9%,80,+2.5%,75,+1.5%,30,-3.8%,16,-5.0%,16,-4.5%
Rafael Araujo,24.2,TOR,Big,706,47,-0.3%,89,+4.4%,56,+0.4%,53,+0.2%,55,+0.3%,29,-3.9%,15,-5.3%,15,-4.7%
Gilbert Arenas,22.8,WAS,Wing,3266,77,+1.6%,65,+1.2%,81,+3.1%,64,+1.1%,74,+1.4%,38,-2.1%,20,-4.4%,20,-3.7%
Trevor Ariza,19.3,NYK,Wing,1333,49,-0.2%,49,-0.4%,24,-2.5%,41,-0.6%,33,-1.2%,21,-6.5%,81,+4.4%,64,+1.5%
Darrell Armstrong,36.4,NOH,Point,415,10,-3.9%,37,-1.8%,5,-6.5%,46,-0.2%,20,-2.2%,25,-4.8%,5,-9.5%,4,-8.4%
Darrell Armstrong,36.4,DAL,Point,508,9,-4.0%,20,-3.8%,22,-2.7%,15,-4.0%,13,-3.6%,60,+1.6%,21,-4.3%,28,-2.8%
Carlos Arroyo,25.3,UTA,Point,738,14,-3.2%,65,+1.2%,45,-0.5%,5,-6.7%,5,-4.9%,5,-15.8%,52,+0.4%,20,-3.9%
Carlos Arroyo,25.3,DET,Point,653,2,-6.8%,19,-3.9%,13,-4.2%,9,-5.0%,5,-4.9%,5,-15.4%,4,-9.8%,2,-11.3%
Chucky Atkins,30.2,LAL,Point,2904,87,+2.4%,94,+5.8%,73,+2.1%,73,+1.9%,79,+1.9%,30,-3.4%,55,+0.7%,45,-0.4%
Stacey Augmon,36.3,ORL,Wing,604,22,-2.3%,7,-6.4%,44,-0.5%,45,-0.3%,43,-0.4%,11,-9.9%,83,+4.7%,66,+1.7%
Vin Baker,32.9,NYK,Big,156,74,+1.3%,7,-6.3%,91,+5.6%,78,+2.4%,94,+3.6%,62,+2.2%,94,+7.4%,91,+5.9%
Marcus Banks,23.0,BOS,Point,1062,9,-4.0%,24,-3.1%,24,-2.5%,10,-5.0%,9,-4.0%,43,-1.3%,18,-4.8%,22,-3.6%
Leandro Barbosa,21.9,PHX,Combo,981,11,-3.8%,52,-0.2%,23,-2.5%,10,-4.9%,11,-3.8%,24,-5.5%,22,-4.0%,16,-4.5%
Matt Barnes,24.6,SAC,Wing,638,45,-0.5%,82,+2.8%,32,-1.6%,75,+2.1%,70,+1.1%,54,+0.5%,15,-5.2%,20,-3.8%
Andre Barrett,22.7,HOU,Point,287,56,+0.2%,33,-2.0%,20,-3.1%,90,+3.6%,61,+0.6%,13,-9.2%,58,+1.1%,31,-2.2%
Andre Barrett,22.7,ORL,Point,153,19,-2.7%,16,-4.4%,67,+1.7%,71,+1.7%,80,+2.0%,1,-23.8%,13,-5.8%,4,-8.5%
