Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
Rudy Gay,31.2,SAS,Big,1191,24,51.0%,29,51.4%,30,33.0%,65,77.6%,98,47%,91,47%,94,34%,97,86%
Paul George,27.5,OKC,Wing,2863,64,52.5%,28,45.3%,87,40.6%,60,82.4%,77,54%,84,39%,78,32%,77,80%
Marcus Georges-Hunt,23.6,MIN,Wing,173,3,38.9%,12,42.3%,0,20.0%,0,57.9%,63,62%,61,50%,1,100%,1,100%
Taj Gibson,32.4,MIN,Big,2693,78,58.6%,79,59.8%,5,21.2%,58,76.6%,57,72%,55,67%,33,79%,31,100%
Manu Ginobili,40.3,SAS,Wing,1284,56,51.6%,67,50.6%,41,35.0%,73,84.0%,79,54%,73,44%,68,37%,78,80%
Rudy Gobert,25.3,UTA,Big,1807,90,62.4%,87,62.3%,0,0.0%,30,68.1%,36,77%,24,76%,6,94%,0,0%
Aaron Gordon,22.1,ORL,Big,1890,19,50.2%,21,49.7%,33,33.8%,36,69.8%,83,60%,83,55%,94,35%,97,83%
Eric Gordon,28.9,HOU,Wing,2120,80,54.4%,84,54.4%,46,35.8%,50,80.9%,60,63%,81,41%,77,32%,71,85%
Marcin Gortat,33.7,WAS,Big,2064,31,52.0%,34,51.8%,0,0.0%,28,67.3%,42,76%,15,81%,47,68%,0,0%
Treveon Graham,24.0,CHA,Wing,949,84,55.4%,33,45.9%,98,45.2%,23,71.7%,30,76%,61,50%,16,73%,31,97%
Jerami Grant,23.6,OKC,Big,1586,75,58.3%,86,61.4%,22,31.4%,25,66.7%,42,76%,29,74%,66,60%,88,94%
Jerian Grant,25.1,CHI,Point,1595,51,48.0%,52,47.0%,36,32.7%,27,74.6%,75,28%,84,19%,74,14%,64,61%
Danny Green,30.4,SAS,Wing,1776,37,49.5%,10,41.9%,46,36.3%,35,76.9%,17,82%,43,60%,27,65%,28,99%
Draymond Green,27.7,GSW,Big,2268,32,52.0%,62,56.2%,18,30.4%,63,77.5%,37,77%,25,76%,70,57%,92,91%
Gerald Green,31.8,HOU,Wing,856,83,55.0%,70,51.0%,58,37.6%,62,82.7%,44,70%,21,71%,70,36%,81,77%
JaMychal Green,27.4,MEM,Forward,1526,35,50.3%,49,50.0%,39,34.1%,34,72.1%,65,66%,63,56%,24,66%,31,98%
Jeff Green,31.2,CLE,Big,1728,43,53.6%,50,54.2%,34,34.0%,98,87.2%,76,65%,51,68%,95,30%,84,96%
Blake Griffin,28.6,LAC,Big,1133,16,49.6%,17,48.6%,37,34.4%,73,78.4%,98,46%,95,42%,99,24%,98,75%
Blake Griffin,28.6,DET,Big,824,14,49.2%,14,47.1%,42,35.3%,72,78.4%,99,45%,97,38%,90,39%,99,64%
Tim Hardaway Jr.,25.6,NYK,Wing,1876,40,50.1%,73,51.6%,31,31.9%,57,81.9%,65,61%,58,54%,53,45%,79,79%
James Harden,28.2,HOU,Combo,2519,91,54.5%,89,53.2%,68,36.9%,85,85.7%,100,16%,98,10%,96,5%,100,26%
Maurice Harkless,24.5,POR,Forward,1246,88,58.0%,73,54.8%,87,41.9%,37,72.4%,45,73%,39,65%,92,25%,29,98%
Montrezl Harrell,23.8,LAC,Big,1227,94,64.4%,92,64.8%,0,0.0%,16,62.2%,71,66%,45,70%,76,52%,0,0%
Devin Harris,34.7,DEN,Point,514,69,52.2%,75,50.0%,52,35.5%,55,84.5%,10,54%,20,44%,3,44%,56,64%
Devin Harris,34.7,DAL,Wing,803,50,50.9%,42,46.8%,49,36.7%,65,82.9%,45,69%,34,65%,69,36%,73,84%
Gary Harris,23.1,DEN,Wing,2278,89,56.9%,85,55.2%,78,39.6%,61,82.6%,46,69%,47,60%,41,54%,61,89%
Joe Harris,26.2,BKN,Wing,1897,98,61.3%,96,58.1%,91,42.4%,67,83.0%,22,79%,29,67%,42,52%,45,95%
Tobias Harris,25.3,DET,Forward,1535,63,53.3%,39,47.8%,80,41.4%,84,85.2%,71,62%,53,61%,73,39%,84,86%
Tobias Harris,25.3,LAC,Forward,1101,69,54.1%,51,50.1%,83,41.4%,55,80.0%,82,56%,82,45%,69,40%,78,89%
Aaron Harrison,23.0,DAL,Wing,233,1,34.1%,5,38.5%,1,20.9%,0,76.5%,59,63%,96,20%,56,40%,1,100%
Andrew Harrison,23.0,MEM,Combo,1278,43,48.2%,41,46.6%,34,33.6%,42,78.0%,96,29%,91,20%,95,5%,55,74%
Shaquille Harrison,24.1,PHX,Combo,357,36,47.6%,84,52.4%,2,18.2%,17,71.4%,82,36%,64,31%,98,0%,5,100%
Josh Hart,22.7,LAL,Wing,1407,93,58.8%,87,55.8%,88,40.9%,20,70.3%,25,78%,36,64%,20,69%,44,95%
Nigel Hayes,22.9,SAC,Big,104,0,33.3%,3,40.0%,0,16.7%,0,0.0%,78,63%,0,0%,78,50%,31,100%
Myke Henry,24.9,MEM,Forward,358,22,47.1%,14,42.9%,35,33.9%,0,60.0%,51,70%,84,44%,20,67%,47,95%
John Henson,26.8,MIL,Big,1953,72,57.6%,69,57.8%,0,25.0%,7,56.4%,23,81%,18,78%,11,89%,31,100%
Juan Hernangomez,22.1,DEN,Forward,228,31,48.3%,100,63.2%,9,27.5%,0,77.8%,31,78%,33,70%,100,0%,0,100%
Willy Hernangomez,23.4,CHA,Big,206,14,49.3%,15,47.8%,0,50.0%,77,80.0%,75,65%,52,68%,87,43%,31,100%
Willy Hernangomez,23.4,NYK,Big,162,87,61.2%,86,61.2%,0,0.0%,0,40.0%,82,60%,68,62%,71,56%,0,0%
