Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Shareef Abdur-Rahim,28.9,SAC,Big,1946,77,+4.2,+11,88,+5.9,78,+1.7%,67,-0.5%,84,+3.1%,76,+2.7,30,+1.7,54,-0.3%,77,+1.2%,12,+2.8%,10,+6.0
Malik Allen,27.3,CHI,Big,655,63,+1.8,+5,34,-2.9,26,-1.8%,79,-1.1%,31,-1.4%,26,-2.8,87,-4.7,56,-0.4%,67,+0.7%,90,-3.4%,93,-5.7
Ray Allen,30.3,SEA,Wing,3009,90,+8.1,+19,93,+7.4,97,+4.7%,38,+0.6%,86,+3.5%,17,-3.8,56,-0.6,57,-0.4%,34,-0.6%,25,+1.6%,57,-0.1
Tony Allen,23.8,BOS,Combo,911,47,-0.9,-3,27,-3.9,51,-0.3%,4,+3.6%,50,-0.1%,84,+4.1,76,-3.0,53,-0.2%,81,+1.4%,79,-1.8%,31,+2.5
Rafer Alston,29.3,HOU,Point,2420,53,+0.1,+0,61,+0.9,65,+0.7%,88,-1.8%,47,-0.3%,20,-3.5,41,+0.8,37,+0.6%,68,+0.8%,33,+1.1%,63,-1.0
Chris Andersen,27.3,NOH,Big,528,78,+4.4,+12,70,+2.3,73,+1.1%,50,+0.2%,83,+2.9%,44,-0.6,71,-2.1,50,-0.0%,96,+3.1%,24,+1.8%,47,+1.0
Alan Anderson,23.0,CHA,Wing,515,89,+7.3,+20,76,+3.1,75,+1.3%,73,-0.8%,36,-1.0%,52,+0.3,84,-4.3,87,-2.5%,12,-1.6%,95,-4.2%,25,+3.2
Derek Anderson,31.3,HOU,Wing,579,55,+0.7,+2,69,+2.0,64,+0.5%,23,+1.5%,61,+0.6%,90,+5.2,34,+1.3,37,+0.6%,7,-1.9%,76,-1.6%,73,-2.1
Derek Anderson,31.3,MIA,Wing,426,12,-8.6,-22,19,-5.2,36,-1.3%,44,+0.4%,8,-3.7%,34,-1.7,21,+3.4,38,+0.6%,85,+1.7%,10,+3.1%,14,+5.3
Shandon Anderson,31.8,MIA,Wing,575,49,-0.5,-1,57,+0.4,70,+0.9%,33,+0.9%,29,-1.6%,63,+1.1,40,+0.9,32,+1.1%,85,+1.7%,37,+0.8%,42,+1.4
Carmelo Anthony,21.4,DEN,Forward,2930,60,+1.4,+4,78,+3.6,78,+1.7%,23,+1.5%,62,+0.7%,94,+6.1,26,+2.2,35,+0.8%,39,-0.3%,40,+0.7%,63,-0.9
Rafael Araujo,25.2,TOR,Big,587,16,-6.4,-15,3,-10.9,13,-3.1%,20,+1.6%,12,-3.3%,4,-7.7,85,-4.4,59,-0.6%,9,-1.7%,99,-6.0%,79,-3.2
Gilbert Arenas,23.8,WAS,Combo,3379,83,+5.6,+15,99,+12.1,87,+2.7%,96,-3.1%,83,+2.9%,89,+5.0,7,+6.5,8,+3.3%,59,+0.4%,49,+0.0%,27,+2.9
Trevor Ariza,20.3,NYK,Wing,700,88,+6.9,+16,59,+0.6,57,+0.1%,20,+1.7%,96,+6.5%,81,+3.5,92,-6.3,65,-0.9%,100,+5.2%,11,+2.9%,18,+4.4
Trevor Ariza,20.3,ORL,Forward,280,68,+2.4,+6,34,-2.8,11,-3.3%,15,+2.0%,99,+8.3%,34,-1.7,89,-5.3,72,-1.4%,99,+4.3%,8,+3.3%,24,+3.4
Darrell Armstrong,37.4,DAL,Point,545,28,-4.2,-10,42,-1.8,42,-0.9%,6,+3.0%,84,+3.1%,84,+4.3,26,+2.3,31,+1.1%,95,+2.8%,6,+3.7%,36,+2.0
Carlos Arroyo,26.3,DET,Point,524,12,-8.7,-17,18,-5.7,12,-3.2%,3,+3.8%,100,+9.2%,9,-5.5,22,+3.0,69,-1.3%,9,-1.8%,41,+0.6%,33,+2.4
Carlos Arroyo,26.3,ORL,Point,584,44,-1.5,-4,16,-6.0,8,-3.6%,72,-0.8%,32,-1.3%,82,+3.8,86,-4.5,94,-3.6%,76,+1.1%,14,+2.6%,22,+3.8
Chucky Atkins,31.2,WAS,Point,533,12,-8.7,-23,5,-10.1,9,-3.6%,6,+3.0%,12,-3.4%,51,+0.2,64,-1.4,70,-1.3%,48,+0.0%,8,+3.2%,25,+3.2
Chucky Atkins,31.2,MEM,Point,1154,49,-0.5,-2,71,+2.3,31,-1.6%,58,-0.2%,78,+2.2%,92,+5.6,23,+2.8,18,+2.0%,37,-0.4%,21,+2.0%,84,-3.8
Stacey Augmon,37.3,ORL,Forward,374,89,+7.8,+21,39,-2.1,35,-1.4%,37,+0.6%,82,+2.6%,25,-2.8,98,-9.9,98,-4.9%,99,+4.3%,18,+2.3%,46,+1.1
Marcus Banks,24.0,BOS,Combo,250,28,-4.2,-11,31,-3.3,25,-2.0%,18,+1.7%,47,-0.3%,86,+4.4,40,+0.9,42,+0.4%,66,+0.6%,72,-1.3%,5,+8.2
Marcus Banks,24.0,MIN,Point,1198,61,+1.5,+4,71,+2.3,83,+2.2%,84,-1.5%,4,-5.0%,87,+4.6,41,+0.8,45,+0.2%,43,-0.1%,73,-1.3%,41,+1.4
Leandro Barbosa,22.9,PHX,Wing,1538,30,-3.9,-9,70,+2.3,75,+1.4%,64,-0.4%,42,-0.6%,71,+1.9,8,+6.2,21,+1.7%,22,-1.0%,9,+3.1%,23,+3.4
Matt Barnes,25.6,PHI,Forward,503,95,+10.9,+28,82,+4.6,53,-0.2%,23,+1.5%,99,+8.6%,88,+4.8,92,-6.3,94,-3.6%,75,+1.1%,79,-1.9%,6,+7.8
Andre Barrett,23.7,TOR,Point,257,84,+5.7,+12,70,+2.2,55,-0.1%,67,-0.5%,91,+4.6%,52,+0.3,80,-3.5,88,-2.8%,55,+0.3%,21,+2.0%,73,-2.2
Brent Barry,33.8,SAS,Wing,1179,71,+3.0,+6,58,+0.5,59,+0.2%,47,+0.2%,56,+0.3%,38,-1.1,73,-2.5,75,-1.6%,61,+0.5%,67,-0.9%,20,+4.2
Jon Barry,36.3,HOU,Wing,330,9,-10.1,-23,39,-2.2,52,-0.3%,15,+2.0%,30,-1.5%,77,+2.7,5,+7.9,5,+3.9%,41,-0.2%,3,+5.0%,70,-1.8
Eddie Basden,22.7,CHI,Wing,124,85,+6.1,+18,6,-9.7,4,-4.7%,9,+2.5%,86,+3.6%,42,-0.9,100,-15.8,100,-6.7%,90,+2.1%,57,-0.5%,86,-4.1
Brandon Bass,20.5,NOH,Big,201,4,-15.9,-27,22,-4.7,22,-2.2%,2,+3.8%,95,+5.7%,54,+0.5,1,+11.3,2,+5.2%,17,-1.2%,23,+1.9%,91,-5.1
Esteban Batista,22.2,ATL,Big,457,50,-0.3,-1,46,-1.4,27,-1.8%,24,+1.4%,92,+4.8%,53,+0.3,60,-1.1,62,-0.7%,45,-0.0%,94,-4.2%,12,+5.7
Tony Battie,29.7,ORL,Big,2211,35,-2.8,-7,59,+0.7,68,+0.9%,78,-1.1%,44,-0.4%,6,-6.9,20,+3.5,30,+1.2%,8,-1.8%,39,+0.7%,95,-6.2
Shane Battier,27.1,MEM,Forward,2832,92,+9.0,+23,69,+1.9,66,+0.7%,56,-0.1%,75,+1.9%,57,+0.6,94,-7.1,95,-4.1%,25,-0.9%,65,-0.9%,90,-5.0
Lonny Baxter,26.8,HOU,Big,251,76,+3.9,+11,82,+4.5,63,+0.4%,25,+1.3%,98,+7.7%,50,+0.1,42,+0.6,51,-0.1%,94,+2.7%,81,-2.1%,2,+11.4
Lonny Baxter,26.8,CHA,Big,113,19,-5.9,-14,30,-3.5,88,+2.8%,0,+7.1%,40,-0.8%,98,+8.9,25,+2.5,24,+1.6%,99,+4.2%,1,+7.4%,90,-5.0
Charlie Bell,26.6,MIL,Combo,1229,68,+2.5,+7,72,+2.5,73,+1.1%,96,-3.0%,9,-3.7%,48,-0.2,49,+0.1,50,-0.0%,93,+2.5%,30,+1.3%,11,+5.8
Raja Bell,29.1,PHX,Wing,2942,66,+2.2,+5,51,-0.7,48,-0.5%,40,+0.5%,47,-0.3%,67,+1.5,76,-2.9,48,+0.0%,79,+1.3%,75,-1.5%,64,-1.1
Mike Bibby,27.5,SAC,Point,3163,76,+4.0,+11,96,+8.8,90,+3.0%,95,-2.9%,45,-0.4%,60,+1.0,13,+4.8,23,+1.7%,4,-2.5%,69,-1.1%,64,-1.1
Andris Biedrins,19.6,GSW,Big,960,79,+4.6,+13,88,+5.8,81,+2.0%,58,-0.2%,83,+2.8%,62,+1.0,36,+1.2,58,-0.5%,74,+1.0%,84,-2.5%,4,+9.4
Chauncey Billups,29.1,DET,Point,2918,93,+9.4,+21,91,+7.0,84,+2.3%,99,-4.2%,3,-5.4%,90,+5.2,73,-2.4,49,-0.0%,88,+1.9%,41,+0.7%,69,-1.7
Steve Blake,25.7,POR,Point,1750,40,-2.1,-3,79,+3.7,82,+2.1%,71,-0.7%,77,+2.1%,28,-2.6,9,+5.8,16,+2.2%,13,-1.5%,59,-0.6%,35,+2.1
Andray Blatche,19.2,WAS,Big,123,34,-3.0,-8,82,+4.4,79,+1.8%,80,-1.2%,95,+5.8%,42,-0.9,5,+7.3,98,-5.1%,14,-1.4%,0,+10.1%,0,+25.4
Mark Blount,29.9,BOS,Big,1077,40,-2.1,-5,78,+3.3,93,+3.5%,16,+1.9%,40,-0.8%,75,+2.5,11,+5.3,14,+2.3%,48,+0.0%,23,+1.8%,88,-4.4
Mark Blount,29.9,MIN,Big,1140,38,-2.4,-6,39,-2.1,81,+2.0%,22,+1.5%,7,-4.0%,61,+1.0,47,+0.3,7,+3.4%,72,+0.9%,52,-0.1%,98,-8.0
Keith Bogans,25.5,CHA,Wing,842,19,-5.9,-14,33,-3.1,35,-1.4%,61,-0.3%,5,-4.3%,98,+8.1,24,+2.8,46,+0.2%,41,-0.2%,31,+1.3%,14,+5.2
Keith Bogans,25.5,HOU,Wing,1042,32,-3.3,-9,21,-4.9,29,-1.7%,8,+2.6%,76,+1.9%,44,-0.7,67,-1.6,54,-0.3%,84,+1.6%,29,+1.4%,78,-2.9
Andrew Bogut,20.9,MIL,Big,2335,86,+6.6,+17,50,-0.9,71,+1.0%,18,+1.8%,69,+1.3%,23,-3.2,95,-7.4,86,-2.5%,49,+0.1%,87,-2.9%,92,-5.7
Matt Bonner,25.6,TOR,Forward,1665,37,-2.5,-6,52,-0.6,55,-0.1%,76,-1.0%,27,-1.7%,59,+0.9,29,+1.9,31,+1.1%,73,+1.0%,46,+0.2%,33,+2.4
Calvin Booth,29.5,WAS,Big,220,18,-6.2,-16,55,-0.2,46,-0.6%,40,+0.5%,71,+1.5%,87,+4.7,9,+6.0,56,-0.4%,76,+1.1%,2,+5.6%,0,+16.8
Carlos Boozer,23.9,UTA,Big,1023,43,-1.7,-4,95,+8.5,98,+5.4%,90,-2.0%,43,-0.6%,34,-1.6,2,+10.2,3,+4.4%,14,-1.4%,32,+1.1%,43,+1.3
