Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Steven Adams,27.3,NOP,Big,1604,26,+1.3%,70,-1.8%,21,+3.3%,68,-2.3%,35,+1.3%,44,+0.8%,6,+4.5%,7,+3.7%
LaMarcus Aldridge,35.3,SAS,Big,544,5,+3.9%,10,+4.6%,10,+5.3%,6,+8.0%,3,+6.2%,78,-4.2%,27,+1.8%,44,+0.4%
LaMarcus Aldridge,35.3,BKN,Big,130,96,-4.4%,100,-11.6%,66,-1.7%,2,+10.6%,21,+2.7%,75,-3.5%,47,+0.3%,66,-1.0%
Al-Farouq Aminu,30.1,ORL,Forward,366,51,-0.0%,28,+2.2%,98,-11.0%,15,+5.2%,93,-4.7%,22,+4.2%,52,-0.1%,34,+1.0%
Kyle Anderson,27.1,MEM,Forward,1884,81,-1.6%,76,-2.4%,10,+5.1%,84,-5.2%,28,+1.9%,91,-7.3%,61,-0.6%,80,-2.1%
Giannis Antetokounmpo,25.9,MIL,Big,2010,78,-1.5%,90,-4.6%,20,+3.6%,25,+3.4%,14,+3.5%,72,-3.0%,68,-1.2%,75,-1.5%
Thanasis Antetokounmpo,28.3,MIL,Forward,448,63,-0.6%,5,+6.2%,57,-0.7%,90,-6.9%,80,-2.7%,78,-4.2%,78,-2.2%,86,-2.6%
Carmelo Anthony,36.4,POR,Forward,1671,42,+0.4%,27,+2.3%,32,+1.9%,90,-6.9%,71,-1.7%,25,+3.7%,77,-2.0%,61,-0.7%
Trevor Ariza,35.3,MIA,Forward,836,33,+0.8%,13,+4.2%,33,+1.9%,53,-0.5%,31,+1.5%,96,-10.3%,12,+3.5%,65,-0.9%
D.J. Augustin,33.0,MIL,Point,697,51,-0.0%,14,+4.1%,71,-2.3%,84,-5.1%,86,-3.4%,20,+4.3%,49,+0.1%,35,+1.0%
D.J. Augustin,33.0,HOU,Combo,405,9,+2.7%,31,+2.1%,18,+3.9%,8,+7.1%,6,+5.0%,79,-4.3%,14,+3.1%,32,+1.2%
Harrison Barnes,28.4,SAC,Forward,2101,52,-0.1%,67,-1.6%,52,-0.2%,18,+4.8%,35,+1.3%,60,-1.5%,50,+0.0%,54,-0.3%
Will Barton,29.8,DEN,Wing,1723,30,+0.9%,80,-3.0%,17,+4.1%,25,+3.6%,11,+3.9%,71,-2.7%,9,+3.9%,20,+2.0%
Nicolas Batum,31.9,LAC,Wing,1839,82,-1.7%,85,-3.5%,84,-3.9%,19,+4.5%,65,-1.2%,60,-1.6%,68,-1.3%,71,-1.3%
Aron Baynes,33.9,TOR,Big,978,27,+1.3%,17,+3.5%,58,-0.8%,46,+0.1%,55,-0.5%,15,+5.5%,22,+2.2%,12,+3.1%
Kent Bazemore,31.3,GSW,Wing,1294,93,-3.4%,81,-3.2%,72,-2.4%,82,-4.8%,86,-3.3%,27,+3.3%,86,-3.4%,80,-2.1%
