Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Draymond Green,28.7,GSW,Big,850,88,-9.3,92,-12.6,88,-7.2%,86,+2.2%,84,-10.5,94,-8.7,43,-0.1
JaMychal Green,28.4,LAC,Big,138,52,+0.4,34,+5.4,98,-12.1%,66,+0.5%,60,-2.6,80,-4.4,37,+7.5
James Harden,29.2,HOU,Combo,423,50,+0.5,69,-2.4,88,-6.8%,28,-2.2%,31,+3.6,81,-4.5,14,+36.5
Maurice Harkless,25.5,POR,Forward,387,39,+3.4,24,+7.9,98,-13.1%,88,+2.5%,74,-5.8,93,-8.1,22,+23.5
Montrezl Harrell,24.8,LAC,Big,157,2,+25.7,12,+12.3,0,+17.4%,44,-0.9%,4,+15.6,11,+6.5,9,+41.5
Gary Harris,24.1,DEN,Wing,517,92,-13.0,86,-9.0,33,+2.2%,12,-4.3%,76,-6.0,48,-0.1,81,-27.2
Joe Harris,27.2,BKN,Wing,147,15,+13.8,53,+0.7,13,+6.6%,10,-4.6%,1,+25.9,26,+3.3,2,+74.1
Tobias Harris,26.3,PHI,Forward,443,73,-4.0,58,-0.2,90,-7.9%,46,-0.9%,72,-5.6,61,-1.3,79,-26.3
Gordon Hayward,28.6,BOS,Wing,264,31,+5.0,51,+1.2,9,+7.6%,18,-3.4%,8,+11.9,5,+9.3,53,-5.6
George Hill,32.5,MIL,Combo,386,35,+3.8,52,+1.0,38,+1.5%,82,+1.5%,42,+1.1,57,-1.0,26,+15.7
Rodney Hood,26.0,POR,Wing,370,62,-1.8,87,-9.2,3,+12.9%,15,-4.0%,22,+6.7,3,+10.0,84,-30.6
Al Horford,32.4,BOS,Big,309,86,-7.8,28,+7.1,75,-3.9%,98,+6.2%,90,-11.5,78,-4.4,90,-41.2
Danuel House,25.4,HOU,Forward,134,64,-2.5,78,-5.6,83,-6.0%,90,+3.0%,52,-1.2,77,-4.0,31,+13.6
Serge Ibaka,29.1,TOR,Big,490,59,-1.3,66,-2.0,66,-1.5%,69,+0.6%,69,-4.3,59,-1.2,67,-18.4
Andre Iguodala,34.8,GSW,Wing,629,51,+0.4,45,+2.9,46,+0.7%,78,+1.2%,38,+1.7,42,+0.9,39,+3.3
Ersan Ilyasova,31.5,MIL,Big,249,57,-1.0,67,-2.1,74,-3.6%,41,-1.2%,40,+1.6,32,+2.1,47,-1.8
Joe Ingles,31.1,UTA,Wing,150,24,+7.7,42,+3.9,11,+7.2%,55,-0.6%,45,+0.5,13,+5.8,94,-61.1
Kyrie Irving,26.6,BOS,Point,329,13,+15.5,9,+13.0,84,-6.0%,93,+4.3%,68,-4.3,83,-5.1,28,+15.4
Reggie Jackson,28.5,DET,Point,107,8,+18.6,1,+26.5,28,+4.0%,29,-2.1%,78,-6.8,71,-2.5,63,-14.3
Jonas Jerebko,31.7,GSW,Big,105,20,+9.7,20,+8.5,4,+11.3%,50,-0.7%,37,+2.0,18,+5.2,71,-22.3
Nikola Jokic,23.7,DEN,Big,556,98,-24.2,96,-17.6,73,-3.0%,22,-3.0%,82,-9.0,73,-3.0,73,-22.7
Enes Kanter,26.5,POR,Big,460,63,-1.9,43,+3.5,81,-5.5%,74,+1.0%,86,-10.7,76,-3.8,75,-24.3
Caris LeVert,24.2,BKN,Wing,144,94,-14.7,61,-0.4,54,+0.0%,68,+0.6%,85,-10.5,36,+1.5,91,-41.9
Kawhi Leonard,27.3,TOR,Forward,939,33,+4.5,50,+1.4,34,+1.8%,73,+1.0%,57,-1.6,33,+2.0,82,-27.4
Meyers Leonard,26.7,POR,Big,166,40,+3.2,27,+7.3,70,-2.6%,85,+1.8%,67,-4.2,90,-6.5,21,+23.5
Damian Lillard,28.3,POR,Point,650,17,+13.3,3,+17.7,89,-7.3%,87,+2.3%,83,-9.7,89,-6.4,50,-3.8
Shaun Livingston,33.1,GSW,Combo,321,45,+1.2,56,+0.1,24,+4.8%,39,-1.3%,41,+1.4,22,+4.0,68,-18.5
Kevon Looney,22.7,GSW,Big,429,75,-4.3,82,-6.0,86,-6.4%,92,+3.8%,78,-6.7,84,-5.3,44,-0.9
Brook Lopez,30.6,MIL,Big,437,68,-3.2,73,-3.4,45,+0.8%,62,+0.3%,53,-1.2,47,+0.2,57,-9.3
Kyle Lowry,32.6,TOR,Point,898,80,-5.4,53,+0.8,59,-0.4%,81,+1.4%,62,-2.9,53,-0.4,63,-14.6
Wesley Matthews,32.0,IND,Wing,118,48,+0.9,64,-1.1,94,-9.7%,45,-0.9%,88,-11.2,96,-8.9,53,-6.3
CJ McCollum,27.1,POR,Combo,635,32,+4.8,37,+5.0,78,-4.6%,68,+0.6%,30,+4.0,38,+1.5,35,+9.1
Khris Middleton,27.2,MIL,Wing,515,36,+3.8,32,+6.5,48,+0.5%,27,-2.2%,18,+7.7,23,+3.7,12,+40.0
Patty Mills,30.2,SAS,Combo,149,53,+0.3,88,-9.9,25,+4.8%,0,-6.7%,32,+3.6,10,+6.5,73,-23.8
Paul Millsap,33.7,DEN,Big,468,79,-5.2,49,+1.4,39,+1.3%,84,+1.7%,89,-11.2,70,-2.3,87,-38.0
Nikola Mirotic,27.7,MIL,Big,280,23,+7.7,23,+7.9,63,-0.9%,76,+1.1%,71,-5.5,82,-5.0,61,-11.1
Marcus Morris,29.2,BOS,Big,254,58,-1.2,43,+3.2,35,+1.6%,71,+0.7%,28,+4.7,29,+2.6,33,+11.8
Jamal Murray,21.7,DEN,Combo,504,78,-5.0,74,-3.7,26,+4.5%,59,+0.1%,79,-8.1,43,+0.4,88,-39.5
Chris Paul,33.5,HOU,Point,396,78,-4.6,90,-10.2,22,+5.3%,43,-1.0%,56,-1.6,24,+3.6,83,-28.2
Mason Plumlee,28.7,DEN,Big,208,12,+15.7,25,+7.8,43,+1.1%,67,+0.5%,19,+7.6,20,+4.1,32,+12.6
Jakob Poeltl,23.0,SAS,Big,176,71,-3.7,83,-6.1,40,+1.3%,43,-1.2%,5,+14.3,2,+10.2,29,+14.3
Norman Powell,25.4,TOR,Wing,341,81,-5.9,72,-3.1,82,-5.5%,53,-0.6%,63,-3.3,65,-1.5,58,-10.3
JJ Redick,34.4,PHI,Wing,375,56,-0.3,40,+4.1,44,+1.0%,33,-1.7%,53,-1.2,38,+1.5,78,-25.8
Austin Rivers,26.3,HOU,Combo,208,37,+3.8,38,+4.9,67,-1.7%,60,+0.2%,75,-5.9,69,-2.1,70,-22.3
Terrence Ross,27.7,ORL,Wing,143,93,-13.5,79,-5.6,100,-16.9%,97,+5.5%,81,-8.7,95,-8.9,3,+61.1
Terry Rozier,24.6,BOS,Combo,149,90,-12.5,94,-16.9,16,+6.3%,7,-5.4%,43,+0.8,8,+8.0,97,-72.4
Ricky Rubio,28.0,UTA,Point,167,11,+17.4,13,+12.1,55,-0.1%,89,+3.0%,7,+12.0,9,+6.6,3,+65.0
D'Angelo Russell,22.7,BKN,Combo,147,16,+13.5,2,+20.2,68,-2.0%,42,-1.2%,83,-9.9,86,-5.9,57,-9.1
Dennis Schroder,25.1,OKC,Combo,150,69,-3.5,62,-0.7,17,+6.2%,75,+1.1%,2,+20.1,25,+3.5,0,+99.4
Mike Scott,30.3,PHI,Big,192,22,+8.7,70,-2.6,20,+5.7%,30,-2.0%,8,+11.7,23,+3.7,8,+44.5
Iman Shumpert,28.4,HOU,Wing,102,27,+6.7,26,+7.5,3,+12.8%,20,-3.2%,15,+8.5,3,+9.7,48,-2.5
Pascal Siakam,24.6,TOR,Big,888,70,-3.6,54,+0.7,64,-1.0%,70,+0.7%,39,+1.7,57,-1.0,25,+16.7
Ben Simmons,22.3,PHI,Combo,420,55,-0.2,75,-3.9,23,+4.9%,24,-2.6%,88,-11.0,48,+0.0,98,-78.8
Klay Thompson,28.7,GSW,Wing,817,43,+1.9,35,+5.1,73,-2.9%,40,-1.2%,57,-1.7,39,+1.3,72,-22.4
PJ Tucker,33.5,HOU,Big,425,93,-14.3,98,-20.2,5,+11.2%,3,-5.9%,28,+4.7,7,+8.4,76,-24.4
Evan Turner,30.0,POR,Combo,245,76,-4.3,81,-5.9,8,+7.6%,13,-4.3%,26,+5.3,17,+5.3,54,-6.3
Myles Turner,22.6,IND,Big,125,30,+5.8,30,+6.6,92,-8.7%,19,-3.3%,95,-15.2,98,-9.5,77,-25.0
Fred VanVleet,24.7,TOR,Combo,578,42,+2.5,57,+0.0,28,+3.8%,53,-0.6%,50,-0.4,67,-1.7,34,+9.2
Nikola Vucevic,28.0,ORL,Big,147,9,+18.0,41,+3.9,6,+10.7%,38,-1.4%,10,+10.2,15,+5.7,45,-1.4
Russell Westbrook,30.0,OKC,Point,197,1,+30.2,3,+16.0,18,+6.2%,3,-6.1%,14,+9.5,6,+9.0,64,-15.7
Lou Williams,32.0,LAC,Combo,175,5,+19.9,33,+5.9,23,+5.1%,32,-1.8%,9,+10.4,35,+1.6,9,+41.5
Thaddeus Young,30.4,IND,Big,130,83,-6.3,71,-3.1,99,-16.4%,93,+4.1%,94,-13.5,100,-10.6,56,-8.3
Quinn Cook,25.6,GSW,Point,178,18,+11.5,18,+8.9,56,-0.1%,14,-4.0%,17,+8.0,19,+4.4,30,+13.9
Torrey Craig,27.9,DEN,Wing,326,48,+1.0,68,-2.4,71,-2.7%,83,+1.5%,36,+2.2,72,-2.8,23,+22.8
Monte Morris,23.3,DEN,Point,212,29,+6.0,29,+6.6,80,-5.4%,78,+1.2%,20,+7.0,53,-0.5,16,+34.4
Alfonzo McKinnie,26.1,GSW,Wing,219,26,+6.9,46,+2.8,63,-1.0%,80,+1.3%,25,+5.4,54,-0.9,11,+41.4
Jonathan Isaac,21.1,ORL,Big,136,41,+2.7,31,+6.6,19,+5.9%,34,-1.6%,92,-12.9,68,-2.0,99,-79.5
Jayson Tatum,20.7,BOS,Forward,292,68,-3.3,17,+9.0,93,-8.9%,98,+5.7%,100,-23.0,99,-10.4,93,-59.8
Sterling Brown,23.7,MIL,Wing,138,63,-2.4,60,-0.3,29,+3.6%,64,+0.4%,59,-2.3,31,+2.1,83,-29.0
Derrick White,24.3,SAS,Point,190,53,+0.1,16,+9.3,79,-5.3%,99,+6.4%,51,-0.6,88,-6.1,13,+36.9
Terrance Ferguson,20.5,OKC,Wing,124,7,+19.5,7,+14.9,97,-11.5%,31,-1.8%,98,-21.9,93,-7.7,98,-77.4
Zach Collins,21.0,POR,Big,268,66,-2.7,89,-10.1,15,+6.4%,54,-0.6%,13,+9.5,14,+5.8,36,+8.1
Jarrett Allen,20.5,BKN,Big,110,65,-2.7,76,-4.3,69,-2.2%,17,-3.8%,93,-13.4,78,-4.3,80,-26.8
Luke Kennard,22.4,DET,Wing,121,28,+6.5,15,+10.7,31,+3.3%,96,+5.2%,80,-8.1,21,+4.0,96,-65.3
Donovan Mitchell,22.1,UTA,Combo,193,6,+19.8,11,+12.6,65,-1.4%,16,-3.9%,49,-0.2,56,-0.9,38,+5.3
Royce O'Neale,25.4,UTA,Wing,134,97,-22.8,97,-19.2,85,-6.1%,9,-4.8%,66,-4.1,91,-6.7,19,+25.9
Shai Gilgeous-Alexander,20.3,LAC,Point,170,67,-3.0,38,+4.5,76,-4.1%,58,-0.0%,24,+5.9,63,-1.5,15,+35.5
Landry Shamet,21.6,LAC,Wing,171,98,-24.1,99,-21.3,72,-2.9%,79,+1.3%,98,-15.9,87,-5.9,86,-36.8
