Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,SHOT FREQUENCY: Rim Rank,SHOT FREQUENCY: Rim,SHOT FREQUENCY: Short Mid Rank,SHOT FREQUENCY: Short Mid,SHOT FREQUENCY: Long Mid Rank,SHOT FREQUENCY: Long Mid,SHOT FREQUENCY: All Mid Rank,SHOT FREQUENCY: All Mid,SHOT FREQUENCY: Corner Three Rank,SHOT FREQUENCY: Corner Three,SHOT FREQUENCY: Non Corner Rank,SHOT FREQUENCY: Non Corner,SHOT FREQUENCY: All Three Rank,SHOT FREQUENCY: All Three
Rafer Alston,30.3,HOU,Point,308,58,+2.0%,44,-0.6%,73,+3.0%,74,+3.7%,80,+6.7%,30,-2.2%,28,-3.9%,24,-6.1%
Carmelo Anthony,22.4,DEN,Wing,209,96,+11.5%,7,-5.0%,34,-1.5%,98,+10.5%,88,+9.0%,26,-2.3%,45,-1.6%,34,-3.9%
Leandro Barbosa,23.9,PHX,Combo,344,18,-3.7%,97,+9.7%,5,-6.6%,19,-4.7%,5,-11.3%,80,+2.7%,46,-1.1%,57,+1.6%
Andrea Bargnani,21.0,TOR,Big,174,54,+1.5%,52,+0.1%,22,-3.0%,38,-1.9%,21,-5.0%,38,-1.5%,89,+6.3%,78,+4.8%
Matt Barnes,26.6,GSW,Forward,328,64,+2.7%,36,-1.4%,51,+0.3%,9,-7.9%,15,-7.6%,96,+7.6%,60,+1.4%,90,+9.0%
Brent Barry,34.8,SAS,Wing,209,16,-3.7%,56,+0.9%,12,-5.4%,25,-4.0%,10,-9.4%,73,+1.5%,91,+7.0%,89,+8.5%
Shane Battier,28.1,HOU,Forward,271,82,+5.6%,93,+7.5%,93,+6.6%,6,-9.0%,35,-2.4%,48,-0.4%,23,-4.6%,30,-5.1%
Raja Bell,30.1,PHX,Wing,437,68,+2.9%,4,-8.0%,90,+6.4%,52,+0.1%,79,+6.5%,54,+0.0%,61,+1.4%,56,+1.5%
Andris Biedrins,20.6,GSW,Big,264,46,+0.4%,72,+2.8%,46,-0.1%,76,+4.3%,68,+4.2%,12,-4.7%,39,-2.4%,18,-7.1%
Chauncey Billups,30.1,DET,Point,647,94,+8.9%,74,+3.1%,75,+3.2%,7,-9.0%,20,-5.8%,44,-0.7%,72,+3.4%,64,+2.6%
Steve Blake,26.7,DEN,Point,179,86,+6.5%,62,+1.7%,52,+0.5%,85,+6.0%,78,+6.5%,35,-1.9%,11,-6.3%,13,-8.2%
Josh Boone,21.9,NJN,Big,103,79,+5.0%,17,-3.5%,68,+2.2%,33,-2.9%,46,-0.7%,76,+2.0%,64,+2.2%,75,+4.2%
Carlos Boozer,24.9,UTA,Big,651,91,+7.9%,53,+0.3%,62,+1.5%,65,+1.8%,64,+3.3%,63,+0.5%,26,-4.1%,36,-3.6%
Chris Bosh,22.6,TOR,Big,222,9,-6.2%,80,+3.5%,18,-3.9%,91,+7.0%,63,+3.1%,57,+0.1%,11,-6.8%,21,-6.7%
Bruce Bowen,35.4,SAS,Wing,684,37,-0.5%,49,-0.1%,70,+2.7%,69,+2.5%,73,+5.3%,25,-2.5%,37,-2.7%,28,-5.2%
Kwame Brown,24.6,LAL,Big,132,75,+3.9%,99,+10.2%,64,+1.8%,8,-8.2%,18,-6.3%,47,-0.5%,32,-3.3%,35,-3.8%
P.J. Brown,37.0,CHI,Big,225,51,+0.8%,51,+0.1%,49,+0.1%,100,+11.4%,96,+11.5%,32,-2.1%,1,-9.5%,6,-11.6%
Kobe Bryant,28.2,LAL,Wing,211,97,+11.9%,90,+6.2%,84,+5.3%,81,+5.1%,93,+10.3%,4,-7.1%,2,-9.5%,1,-16.6%
Jose Calderon,25.1,TOR,Point,138,84,+6.5%,61,+1.6%,32,-1.9%,15,-6.7%,12,-8.5%,65,+0.8%,84,+6.2%,88,+6.9%
Marcus Camby,32.6,DEN,Big,184,100,+15.5%,57,+0.9%,55,+1.0%,86,+6.1%,82,+7.1%,45,-0.7%,8,-7.3%,15,-8.0%
Vince Carter,29.8,NJN,Wing,484,20,-2.9%,69,+2.7%,39,-1.1%,18,-5.5%,17,-6.5%,68,+1.0%,68,+2.9%,73,+3.8%
Jarron Collins,27.9,UTA,Big,100,13,-4.5%,18,-3.4%,82,+4.6%,77,+4.4%,89,+9.0%,58,+0.2%,15,-5.8%,26,-5.6%
Jason Collins,27.9,NJN,Big,328,8,-6.4%,70,+2.7%,56,+1.0%,93,+8.4%,91,+9.5%,11,-5.0%,9,-7.2%,5,-12.2%
Antonio Daniels,31.6,WAS,Point,175,99,+15.5%,91,+7.2%,83,+5.2%,5,-9.1%,32,-3.9%,62,+0.4%,30,-3.7%,37,-3.3%
Baron Davis,27.6,GSW,Point,442,61,+2.5%,3,-8.4%,8,-6.4%,67,+1.8%,24,-4.6%,64,+0.6%,100,+12.4%,97,+12.9%
Carlos Delfino,24.2,DET,Wing,122,4,-8.5%,75,+3.1%,13,-5.2%,61,+1.0%,28,-4.2%,55,+0.1%,59,+1.0%,54,+1.1%
Luol Deng,21.5,CHI,Forward,409,41,-0.0%,66,+2.3%,44,-0.6%,88,+6.3%,75,+5.7%,4,-7.1%,48,-0.8%,16,-8.0%
Boris Diaw,24.5,PHX,Big,227,40,-0.3%,63,+1.7%,16,-4.4%,70,+2.6%,39,-1.8%,77,+2.0%,41,-2.0%,51,+0.1%
DeSagana Diop,24.8,DAL,Big,139,78,+4.6%,39,-1.2%,31,-1.9%,78,+4.5%,61,+2.7%,67,+0.9%,39,-2.3%,45,-1.4%
Chris Duhon,24.2,CHI,Point,156,48,+0.6%,19,-3.2%,25,-2.8%,47,-0.4%,34,-3.1%,78,+2.4%,76,+4.0%,87,+6.4%
Tim Duncan,30.5,SAS,Big,733,50,+0.7%,71,+2.8%,99,+12.0%,30,-3.5%,85,+8.4%,37,-1.5%,0,-9.7%,7,-11.3%
Monta Ellis,21.0,GSW,Combo,231,7,-6.6%,82,+3.7%,58,+1.1%,96,+9.5%,95,+10.6%,5,-7.0%,7,-7.3%,3,-14.3%
Francisco Elson,30.7,SAS,Big,213,25,-2.3%,28,-2.0%,50,+0.2%,73,+3.4%,66,+3.6%,39,-1.3%,51,-0.3%,44,-1.5%
Jordan Farmar,19.9,LAL,Point,114,57,+1.9%,75,+3.2%,94,+7.4%,35,-2.4%,71,+5.0%,17,-3.8%,24,-4.4%,14,-8.2%
Michael Finley,33.7,SAS,Forward,535,55,+1.6%,9,-4.8%,86,+5.8%,75,+3.9%,92,+9.7%,28,-2.2%,36,-2.7%,32,-4.9%
Derek Fisher,32.2,UTA,Combo,437,38,-0.4%,59,+1.2%,77,+3.8%,49,-0.2%,67,+3.6%,61,+0.4%,18,-5.2%,33,-4.8%
T.J. Ford,23.6,TOR,Point,136,11,-6.0%,33,-1.6%,66,+1.9%,89,+6.7%,86,+8.5%,43,-0.8%,12,-6.2%,19,-6.9%
Devean George,29.2,DAL,Forward,103,27,-1.8%,58,+1.0%,53,+0.6%,39,-1.8%,43,-1.1%,91,+4.4%,25,-4.3%,52,+0.1%
Daniel Gibson,20.7,CLE,Combo,398,62,+2.6%,77,+3.3%,7,-6.5%,11,-7.3%,2,-13.8%,94,+6.0%,80,+4.4%,94,+10.5%
Manu Ginobili,29.3,SAS,Wing,599,59,+2.4%,64,+2.0%,4,-7.0%,25,-4.0%,6,-11.0%,81,+2.7%,87,+6.3%,91,+9.0%
Gordan Giricek,29.4,UTA,Wing,298,43,+0.1%,2,-8.4%,48,+0.0%,79,+4.9%,70,+4.9%,46,-0.7%,77,+4.1%,68,+3.4%
Drew Gooden,25.1,CLE,Big,604,67,+2.9%,16,-3.5%,78,+3.9%,96,+10.3%,99,+14.3%,8,-5.9%,21,-4.9%,9,-10.8%
Ben Gordon,23.6,CHI,Wing,393,95,+9.5%,50,+0.0%,61,+1.3%,57,+0.7%,59,+2.0%,52,-0.2%,43,-1.8%,43,-2.0%
Richard Hamilton,28.7,DET,Wing,634,29,-1.7%,27,-2.0%,60,+1.3%,84,+5.8%,82,+7.1%,23,-2.7%,38,-2.4%,29,-5.1%
Matt Harpring,30.4,UTA,Wing,429,21,-2.7%,46,-0.3%,65,+1.8%,58,+0.7%,60,+2.6%,46,-0.6%,44,-1.7%,42,-2.2%
