Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,Rim Rank,Rim,Short Mid Rank,Short Mid,Long Mid Rank,Long Mid,All Mid Rank,All Mid,Corner Three Rank,Corner Three,Non Corner Rank,Non Corner,All Three Rank,All Three
Alan Anderson,32.0,BKN,Wing,1713,84,53.9%,89,67%,87,46%,29,34%,68,40%,76,43%,33,33%,59,37%
Kyle Anderson,21.1,SAS,Wing,316,10,40.1%,43,57%,31,30%,18,30%,19,30%,0,50%,0,0%,0,30%
Ryan Anderson,26.5,NOP,Big,1653,34,48.5%,14,53%,87,48%,42,35%,49,39%,35,35%,35,34%,42,34%
Giannis Antetokounmpo,19.9,MIL,Forward,2507,65,50.6%,56,61%,52,35%,69,38%,50,37%,0,14%,24,27%,10,24%
Carmelo Anthony,30.4,NYK,Forward,1424,50,48.5%,31,57%,69,41%,85,44%,83,43%,100,65%,56,32%,52,35%
Joel Anthony,32.2,DET,Big,367,84,56.9%,95,73%,38,36%,0,0%,36,36%,0,0%,0,0%,0,0%
Pero Antic,32.3,ATL,Big,1015,21,46.2%,18,54%,77,44%,34,33%,32,35%,3,19%,28,33%,25,31%
Trevor Ariza,29.3,HOU,Forward,2924,67,51.1%,44,59%,19,25%,37,33%,28,31%,63,41%,49,31%,56,35%
Darrell Arthur,26.6,DEN,Forward,959,15,44.3%,63,63%,61,39%,87,45%,85,44%,0,16%,18,26%,8,24%
Omer Asik,28.3,NOP,Big,1975,56,51.7%,16,54%,2,7%,16,20%,2,10%,0,0%,0,0%,0,0%
D.J. Augustin,27.0,DET,Point,1261,53,47.4%,56,57%,39,35%,35,35%,26,35%,9,29%,67,36%,50,35%
D.J. Augustin,27.0,OKC,Point,624,50,47.4%,16,46%,37,34%,34,35%,19,35%,88,46%,37,32%,66,36%
Jeff Ayres,27.5,SAS,Big,274,86,57.4%,69,64%,77,44%,58,40%,75,43%,0,0%,0,0%,0,0%
Luke Babbitt,25.4,NOP,Forward,748,94,60.9%,11,50%,56,36%,72,39%,56,38%,98,55%,96,45%,96,50%
Leandro Barbosa,31.9,GSW,Combo,863,94,54.6%,92,65%,31,31%,31,36%,23,33%,85,47%,86,40%,95,42%
J.J. Barea,30.3,DAL,Combo,1236,37,46.0%,31,52%,71,41%,78,43%,77,42%,83,46%,12,27%,25,30%
Andrea Bargnani,29.0,NYK,Big,768,24,46.9%,17,54%,67,42%,79,45%,76,44%,0,0%,61,37%,58,37%
Harrison Barnes,22.4,GSW,Forward,2240,81,54.4%,80,67%,43,33%,78,40%,52,37%,80,46%,58,32%,80,40%
Matt Barnes,34.6,LAC,Wing,2248,88,55.0%,79,63%,22,26%,90,48%,33,34%,51,38%,46,35%,54,36%
Earl Barron,33.2,PHX,Big,117,2,40.0%,0,9%,92,50%,92,50%,95,50%,0,100%,0,50%,0,67%
Will Barton,23.8,DEN,Wing,630,60,50.4%,57,59%,87,45%,67,41%,84,43%,4,24%,38,33%,20,31%
Will Barton,23.8,POR,Wing,246,9,39.2%,56,59%,10,20%,5,14%,3,17%,0,0%,0,33%,0,18%
Brandon Bass,29.5,BOS,Big,1917,51,51.3%,78,66%,21,32%,80,45%,61,41%,32,32%,0,0%,18,30%
Nicolas Batum,25.9,POR,Wing,2376,42,48.4%,90,68%,29,29%,45,37%,40,35%,22,33%,30,32%,26,32%
Jerryd Bayless,26.2,MIL,Combo,1692,43,46.5%,52,55%,65,41%,71,41%,71,41%,10,29%,58,34%,38,32%
Aron Baynes,27.9,SAS,Big,1077,84,56.8%,53,62%,92,50%,83,46%,93,49%,0,0%,0,33%,0,25%
Kent Bazemore,25.3,ATL,Wing,1235,74,51.7%,37,56%,33,31%,50,38%,29,33%,74,43%,44,34%,73,39%
Bradley Beal,21.3,WAS,Wing,2097,47,48.9%,80,64%,34,31%,30,34%,31,34%,46,37%,95,43%,91,41%
Michael Beasley,25.8,MIA,Big,495,12,44.7%,30,58%,78,45%,51,38%,64,42%,0,50%,0,13%,7,24%
Marco Belinelli,28.6,SAS,Combo,1336,89,51.9%,68,58%,54,38%,92,45%,83,43%,73,45%,70,36%,77,38%
Anthony Bennett,21.6,MIN,Big,839,7,42.9%,76,66%,5,17%,32,32%,15,30%,0,33%,0,27%,16,29%
Patrick Beverley,26.3,HOU,Point,1717,66,49.2%,19,47%,69,41%,13,27%,52,38%,59,39%,47,34%,60,36%
Bismack Biyombo,22.2,CHA,Big,1173,68,53.6%,47,61%,14,29%,3,0%,9,26%,0,0%,0,0%,0,0%
Tarik Black,22.9,HOU,Big,362,67,53.2%,41,60%,5,18%,3,0%,4,17%,0,0%,0,0%,0,0%
Tarik Black,22.9,LAL,Big,785,93,59.1%,81,67%,81,46%,16,20%,42,38%,0,0%,0,0%,0,0%
DeJuan Blair,25.5,WAS,Big,100,31,48.1%,8,50%,92,50%,3,0%,84,45%,0,0%,0,0%,0,0%
Steve Blake,34.7,POR,Point,1488,87,52.7%,52,56%,2,23%,81,44%,63,40%,75,44%,56,34%,79,38%
Eric Bledsoe,24.9,PHX,Point,2795,69,49.3%,82,62%,26,32%,50,38%,34,36%,22,33%,44,33%,43,33%
Bojan Bogdanovic,25.5,BKN,Forward,1795,80,52.9%,78,66%,78,43%,43,34%,70,39%,65,42%,27,28%,48,35%
Andrew Bogut,29.9,GSW,Big,1577,81,56.3%,69,64%,79,45%,3,0%,78,44%,0,0%,0,0%,0,0%
Matt Bonner,34.6,SAS,Big,846,48,50.9%,32,58%,89,48%,25,26%,74,43%,21,29%,78,38%,65,37%
Trevor Booker,26.9,UTA,Big,1546,61,52.3%,81,66%,46,38%,33,33%,34,36%,26,30%,91,41%,60,37%
Carlos Boozer,32.9,LAL,Big,1673,41,49.8%,64,64%,58,40%,56,40%,52,40%,0,0%,0,0%,0,0%
Chris Bosh,30.6,MIA,Big,1542,43,50.2%,12,53%,96,51%,81,45%,90,47%,38,35%,70,38%,71,38%
Avery Bradley,23.9,BOS,Combo,2419,71,49.3%,75,59%,57,39%,75,42%,78,42%,63,40%,54,34%,62,36%
Elton Brand,35.6,ATL,Big,415,11,44.4%,91,71%,45,38%,47,37%,41,38%,0,0%,0,0%,0,0%
Corey Brewer,28.7,HOU,Wing,1358,37,48.1%,60,59%,48,35%,20,31%,29,33%,10,28%,31,32%,17,30%
Corey Brewer,28.7,MIN,Combo,672,18,43.4%,82,60%,15,27%,8,24%,9,25%,0,15%,0,27%,0,19%
Aaron Brooks,29.8,CHI,Point,1845,76,50.1%,24,48%,76,43%,31,34%,61,40%,34,35%,89,41%,91,40%
Jabari Brown,21.9,LAL,Wing,549,50,49.4%,37,56%,22,26%,31,34%,24,31%,0,33%,90,41%,79,40%
Lorenzo Brown,24.2,MIN,Point,530,42,46.9%,50,56%,66,41%,79,43%,73,42%,0,0%,33,32%,17,26%
Markel Brown,22.8,BKN,Wing,670,6,38.6%,16,49%,67,40%,10,23%,16,29%,9,28%,3,20%,7,24%
Kobe Bryant,36.2,LAL,Wing,1203,13,41.3%,21,52%,56,37%,43,37%,48,37%,90,50%,10,27%,16,30%
Chase Budinger,26.4,MIN,Wing,1212,64,50.7%,60,59%,60,38%,37,36%,51,37%,43,37%,68,37%,64,37%
Reggie Bullock,23.6,LAC,Wing,199,99,63.5%,99,100%,1,0%,11,25%,7,20%,0,50%,0,36%,93,43%
Trey Burke,22.0,UTA,Point,2268,29,43.8%,23,48%,19,31%,73,42%,42,37%,69,41%,32,31%,45,33%
Alec Burks,23.3,UTA,Wing,894,22,45.6%,15,48%,37,32%,58,39%,44,36%,87,47%,77,38%,89,41%
Caron Butler,34.6,DET,Wing,1592,79,52.2%,22,52%,73,41%,85,45%,87,44%,89,48%,56,35%,72,38%
Jimmy Butler,25.1,CHI,Wing,2507,61,50.4%,65,60%,63,39%,49,37%,56,38%,85,46%,65,37%,76,39%
Rasual Butler,35.4,WAS,Wing,1423,65,50.8%,71,62%,93,49%,33,34%,52,37%,59,40%,78,39%,77,39%
Dwight Buycks,25.7,LAL,Point,101,32,45.0%,2,31%,100,100%,21,33%,92,45%,0,100%,0,40%,0,50%
Nick Calathes,25.7,MEM,Combo,770,17,43.4%,83,61%,35,32%,5,17%,11,27%,0,11%,35,29%,5,26%
Jose Calderon,33.1,NYK,Combo,1265,74,49.9%,60,57%,46,36%,55,38%,49,38%,95,48%,88,40%,92,42%
Kentavious Caldwell-Pope,21.7,DET,Wing,2572,41,48.4%,45,57%,32,30%,44,37%,37,34%,32,36%,50,35%,44,35%
Isaiah Canaan,23.4,HOU,Combo,308,95,54.9%,57,56%,22,29%,85,44%,42,38%,38,35%,93,41%,82,39%
Isaiah Canaan,23.4,PHI,Combo,563,80,50.6%,3,41%,77,42%,51,38%,63,40%,70,44%,74,36%,72,37%
DeMarre Carroll,28.3,ATL,Wing,2178,97,58.0%,77,63%,92,48%,83,44%,94,47%,81,45%,58,36%,80,40%
Vince Carter,37.8,MEM,Wing,1065,14,41.4%,11,43%,67,40%,21,31%,33,34%,46,37%,14,28%,18,30%
Michael Carter-Williams,23.1,MIL,Point,756,27,43.6%,40,52%,82,46%,27,34%,66,41%,0,25%,0,11%,0,15%
Michael Carter-Williams,23.1,PHI,Point,1374,13,40.7%,58,57%,13,30%,8,24%,3,27%,0,18%,19,28%,21,27%
Omri Casspi,26.4,SAC,Forward,1364,76,52.0%,74,65%,28,28%,11,20%,15,27%,0,38%,91,41%,86,40%
Mario Chalmers,28.5,MIA,Combo,2339,52,47.0%,35,53%,71,41%,42,37%,58,40%,55,38%,16,27%,36,32%
Tyson Chandler,32.1,DAL,Big,2280,99,66.5%,94,72%,12,28%,55,40%,32,35%,0,0%,0,0%,0,0%
Wilson Chandler,27.5,DEN,Forward,2461,59,50.1%,69,64%,50,34%,35,33%,44,34%,23,34%,71,35%,46,34%
Ian Clark,23.7,UTA,Combo,124,63,48.4%,94,67%,9,20%,0,0%,2,10%,0,75%,0,20%,98,44%
Jordan Clarkson,22.4,LAL,Combo,1401,57,47.2%,71,58%,60,40%,69,41%,68,41%,0,27%,42,31%,30,30%
Norris Cole,26.1,MIA,Point,1131,26,43.4%,42,53%,15,31%,61,41%,40,37%,0,17%,28,31%,22,27%
Norris Cole,26.1,NOP,Point,658,73,49.8%,37,51%,74,43%,84,45%,87,44%,72,43%,65,36%,83,38%
Darren Collison,27.2,SAC,Point,1559,90,53.4%,92,65%,21,31%,92,48%,82,43%,91,48%,51,34%,88,39%
Nick Collison,34.0,OKC,Big,1067,16,45.3%,54,62%,18,32%,21,24%,9,27%,21,29%,11,26%,11,28%
Mike Conley,27.1,MEM,Point,2215,84,51.1%,61,58%,73,42%,42,36%,58,40%,81,45%,84,39%,90,40%
Chris Copeland,30.6,IND,Forward,784,26,45.2%,15,51%,33,32%,33,32%,31,32%,25,34%,47,31%,30,32%
Bryce Cotton,22.2,UTA,Combo,129,15,43.3%,98,71%,62,40%,22,33%,38,36%,0,50%,0,27%,20,29%
DeMarcus Cousins,24.2,SAC,Big,2006,23,46.8%,37,59%,16,30%,49,38%,26,34%,0,0%,0,29%,0,25%
Robert Covington,23.9,PHI,Wing,1939,67,50.9%,47,57%,17,22%,10,24%,10,23%,61,41%,64,37%,68,38%
Allen Crabbe,22.6,POR,Wing,610,83,53.3%,98,81%,67,40%,6,17%,9,21%,39,36%,60,36%,58,36%
Jamal Crawford,34.6,LAC,Wing,1641,29,47.0%,33,54%,66,40%,76,43%,77,42%,46,37%,38,33%,34,34%
Jae Crowder,24.3,BOS,Forward,1362,39,47.1%,46,59%,72,42%,70,39%,72,40%,5,24%,36,31%,22,29%
Jae Crowder,24.3,DAL,Forward,205,98,61.3%,87,70%,98,67%,98,58%,100,60%,0,50%,64,33%,78,39%
Dante Cunningham,27.5,NOP,Forward,1614,30,46.3%,59,62%,43,33%,81,42%,74,41%,0,25%,0,0%,0,13%
Stephen Curry,26.6,GSW,Point,2606,100,59.7%,94,67%,85,47%,66,41%,84,43%,100,58%,96,43%,100,45%
Samuel Dalembert,34.5,NYK,Big,538,9,44.2%,34,58%,29,34%,39,35%,25,34%,0,0%,0,0%,0,0%
Troy Daniels,23.3,CHA,Wing,101,94,57.1%,3,33%,38,33%,63,40%,59,38%,0,0%,100,48%,99,46%
Troy Daniels,23.3,MIN,Combo,118,0,29.1%,0,0%,0,0%,14,29%,6,18%,0,43%,4,20%,7,26%
Gigi Datome,26.9,BOS,Forward,169,100,63.8%,94,75%,85,44%,94,47%,93,46%,0,25%,100,56%,100,52%
Brandon Davies,23.3,PHI,Big,368,8,44.1%,3,45%,75,44%,99,59%,95,50%,0,0%,9,24%,5,23%
Anthony Davis,21.6,NOP,Big,2450,69,53.7%,92,71%,72,44%,69,43%,72,43%,0,0%,0,20%,0,11%
Ed Davis,25.4,LAL,Big,1770,95,60.0%,79,66%,30,34%,3,0%,21,34%,0,0%,0,0%,0,0%
Glen Davis,28.8,LAC,Big,781,26,47.5%,45,61%,52,39%,15,18%,12,29%,0,0%,0,0%,0,0%
Austin Daye,26.4,SAS,Forward,241,6,42.3%,11,50%,33,32%,37,33%,37,32%,93,53%,11,22%,36,32%
DeMar DeRozan,25.2,TOR,Wing,2094,17,42.9%,75,63%,71,40%,34,35%,45,37%,53,39%,0,12%,19,30%
Dewayne Dedmon,25.2,ORL,Big,796,88,57.5%,73,65%,32,34%,58,40%,31,35%,0,0%,0,0%,0,0%
Matthew Dellavedova,24.1,CLE,Combo,1259,42,46.4%,2,29%,18,28%,14,29%,14,28%,23,31%,98,44%,85,40%
Luol Deng,29.5,MIA,Forward,2413,72,51.8%,65,63%,78,43%,80,40%,80,41%,73,43%,20,26%,58,35%
Boris Diaw,32.5,SAS,Big,1932,52,51.3%,44,61%,88,48%,41,35%,80,44%,0,17%,57,35%,35,33%
Gorgui Dieng,24.8,MIN,Big,2155,44,50.4%,35,59%,71,43%,80,45%,78,44%,0,0%,0,0%,0,0%
Spencer Dinwiddie,21.6,DET,Combo,430,2,34.6%,5,41%,29,30%,48,38%,28,34%,0,25%,7,20%,3,21%
Joey Dorsey,30.9,HOU,Big,762,75,54.6%,36,59%,22,33%,3,0%,13,30%,0,0%,0,0%,0,0%
Toney Douglas,28.6,NOP,Combo,140,6,41.2%,100,75%,0,0%,22,33%,3,15%,0,67%,0,20%,0,31%
Goran Dragic,28.5,MIA,Point,902,94,54.0%,97,69%,27,32%,68,41%,35,36%,0,47%,23,29%,40,33%
Goran Dragic,28.5,PHX,Wing,1730,89,55.1%,91,69%,54,37%,50,38%,53,37%,18,32%,73,38%,48,36%
Larry Drew,24.7,PHI,Point,198,10,39.4%,100,100%,45,38%,77,43%,68,41%,0,50%,2,11%,2,15%
Andre Drummond,21.2,DET,Big,2487,55,51.6%,32,58%,34,35%,22,25%,27,35%,0,0%,0,0%,0,0%
Jared Dudley,29.3,MIL,Forward,1688,87,55.3%,67,63%,85,44%,96,49%,98,48%,48,38%,82,39%,76,39%
Tim Duncan,38.5,SAS,Big,2221,54,51.5%,84,68%,65,42%,45,36%,53,40%,0,100%,0,0%,0,50%
Mike Dunleavy,34.1,CHI,Wing,1834,87,54.5%,32,54%,37,32%,79,43%,73,41%,82,45%,86,40%,88,41%
Kevin Durant,26.1,OKC,Forward,908,89,57.9%,96,77%,91,48%,89,46%,94,47%,0,53%,84,39%,84,40%
Cleanthony Early,23.5,NYK,Wing,579,11,40.5%,21,52%,38,33%,15,28%,17,29%,17,32%,6,24%,11,26%
Wayne Ellington,26.9,LAL,Wing,1624,33,47.8%,51,58%,45,35%,53,38%,52,37%,13,30%,74,38%,62,37%
Monta Ellis,29.0,DAL,Wing,2694,32,47.5%,63,60%,74,41%,79,43%,82,43%,38,36%,9,27%,12,29%
James Ennis,24.3,MIA,Forward,996,41,47.4%,20,54%,26,28%,28,30%,19,29%,30,34%,62,33%,42,33%
Tyler Ennis,20.2,MIL,Point,336,8,39.2%,8,40%,77,43%,10,25%,23,35%,0,36%,14,25%,26,29%
Jeremy Evans,27.0,UTA,Big,224,81,56.0%,99,79%,7,22%,3,0%,3,13%,0,67%,0,0%,0,40%
Reggie Evans,34.5,SAC,Big,760,5,42.2%,12,53%,4,16%,16,20%,4,17%,0,0%,0,0%,0,0%
Tyreke Evans,25.1,NOP,Wing,2685,36,48.0%,28,53%,17,22%,65,40%,27,33%,26,34%,19,31%,24,31%
Dante Exum,19.3,UTA,Combo,1771,31,45.3%,95,67%,8,19%,6,23%,8,21%,25,34%,46,31%,41,32%
Festus Ezeli,25.0,GSW,Big,431,90,58.3%,67,64%,96,54%,14,17%,94,49%,0,0%,0,0%,0,0%
Kenneth Faried,25.0,DEN,Big,2069,50,51.2%,42,61%,28,33%,29,31%,18,33%,0,50%,0,0%,0,25%
Jordan Farmar,27.9,LAC,Point,444,40,46.6%,32,50%,90,50%,32,35%,45,38%,9,29%,58,34%,41,33%
Derrick Favors,23.3,UTA,Big,2273,65,52.6%,91,71%,36,36%,44,36%,35,36%,0,50%,0,0%,0,20%
Raymond Felton,30.3,DAL,Combo,202,65,48.6%,48,55%,98,56%,17,29%,51,38%,0,0%,95,42%,66,36%
Landry Fields,26.3,TOR,Wing,178,40,48.2%,83,64%,27,27%,0,0%,13,25%,0,50%,0,0%,0,50%
Evan Fournier,22.0,ORL,Wing,1650,77,52.0%,58,59%,26,27%,26,33%,21,30%,37,36%,88,40%,76,39%
Randy Foye,31.1,DEN,Combo,1055,82,50.8%,66,58%,11,25%,20,32%,17,30%,53,38%,77,37%,74,37%
Tim Frazier,24.0,PHI,Point,165,2,34.5%,2,31%,5,25%,45,36%,10,32%,0,0%,0,30%,0,30%
Jimmer Fredette,25.7,NOP,Combo,425,5,41.0%,40,53%,80,43%,74,42%,82,43%,0,25%,2,16%,0,19%
Joel Freeland,27.7,POR,Big,572,38,49.3%,55,63%,68,43%,63,41%,65,42%,0,0%,0,0%,0,0%
Channing Frye,31.5,ORL,Big,1856,66,53.2%,2,42%,31,34%,58,40%,44,38%,29,31%,89,40%,84,39%
Danilo Gallinari,26.2,DEN,Forward,1375,54,49.1%,30,57%,56,36%,67,38%,59,38%,45,36%,73,35%,54,35%
Langston Galloway,22.9,NYK,Combo,1400,45,46.6%,11,48%,11,25%,86,45%,60,40%,43,36%,75,36%,69,36%
Francisco Garcia,32.8,HOU,Wing,195,6,36.7%,87,67%,10,20%,0,0%,0,11%,7,26%,4,22%,7,24%
Kevin Garnett,38.5,BKN,Big,853,19,45.6%,9,51%,37,36%,91,49%,82,45%,0,0%,0,25%,0,17%
Marc Gasol,29.8,MEM,Big,2677,41,49.9%,85,68%,82,46%,61,40%,74,43%,0,0%,0,27%,0,27%
Pau Gasol,34.3,CHI,Big,2673,42,50.0%,35,59%,61,41%,86,47%,79,44%,91,50%,0,33%,100,48%
Rudy Gay,28.2,SAC,Wing,2402,49,49.4%,59,59%,83,44%,68,41%,83,43%,28,35%,72,38%,66,37%
Alonzo Gee,27.4,DEN,Wing,426,55,50.0%,41,56%,9,18%,3,9%,2,14%,90,50%,0,25%,98,45%
Alonzo Gee,27.4,POR,Forward,129,78,52.6%,81,67%,65,40%,0,0%,13,25%,0,38%,0,0%,0,30%
Taj Gibson,29.4,CHI,Big,1659,44,50.3%,40,60%,59,40%,29,30%,37,36%,0,0%,0,0%,0,0%
Manu Ginobili,37.3,SAS,Wing,1575,59,50.3%,55,59%,71,40%,22,31%,55,37%,83,45%,34,33%,41,35%
Rudy Gobert,22.3,UTA,Big,2123,95,60.4%,82,67%,6,19%,3,0%,4,16%,0,0%,0,0%,0,0%
Drew Gooden,33.1,WAS,Big,828,14,44.9%,4,45%,14,28%,65,42%,48,39%,0,50%,74,38%,89,41%
Archie Goodwin,20.2,PHX,Combo,451,9,41.9%,22,51%,5,11%,8,24%,5,18%,0,38%,26,28%,28,30%
Aaron Gordon,19.1,ORL,Forward,780,43,47.8%,54,61%,33,32%,15,24%,17,29%,35,35%,9,19%,20,28%
Ben Gordon,31.6,ORL,Wing,764,48,49.1%,34,55%,97,51%,73,42%,91,46%,99,56%,18,31%,47,36%
Eric Gordon,25.9,NOP,Combo,2014,86,51.4%,8,44%,28,30%,43,37%,26,34%,65,41%,100,46%,100,45%
Marcin Gortat,30.7,WAS,Big,2445,83,56.6%,98,73%,60,41%,57,40%,55,40%,0,0%,0,0%,0,0%
Danny Granger,31.5,MIA,Wing,595,55,50.0%,63,60%,82,44%,47,37%,65,39%,45,37%,53,35%,50,36%
Jerami Grant,20.6,PHI,Forward,1303,4,41.5%,7,46%,4,15%,20,26%,2,19%,38,35%,38,31%,32,32%
Danny Green,27.4,SAS,Wing,2284,92,56.4%,53,59%,45,35%,40,36%,43,36%,86,47%,82,39%,92,42%
Draymond Green,24.7,GSW,Big,2475,56,51.7%,70,64%,15,29%,40,35%,17,31%,12,28%,43,34%,44,34%
Erick Green,23.5,DEN,Combo,301,32,45.6%,9,45%,83,44%,66,41%,74,41%,0,50%,30,29%,66,36%
Gerald Green,28.8,PHX,Wing,1423,72,51.4%,71,62%,90,48%,60,39%,79,42%,31,36%,68,37%,63,37%
JaMychal Green,24.4,MEM,Big,116,97,62.5%,86,68%,100,100%,69,43%,100,64%,0,0%,0,0%,0,0%
Jeff Green,28.2,BOS,Forward,1085,46,48.3%,70,64%,83,44%,61,37%,76,41%,55,40%,22,27%,24,30%
Jeff Green,28.2,MEM,Forward,1341,44,48.0%,57,62%,48,34%,22,27%,30,31%,73,43%,67,34%,70,37%
Willie Green,33.3,ORL,Wing,898,25,46.2%,67,61%,15,21%,50,38%,25,32%,61,41%,23,32%,46,36%
Blake Griffin,25.6,LAC,Big,2347,45,50.7%,82,67%,58,40%,61,40%,54,40%,0,50%,80,39%,93,42%
Jorge Gutierrez,25.8,MIL,Combo,124,98,56.0%,43,54%,100,100%,100,63%,100,70%,0,0%,0,0%,0,0%
PJ Hairston,21.9,CHA,Wing,603,17,43.1%,5,36%,90,48%,26,33%,66,40%,61,41%,16,29%,22,31%
Justin Hamilton,24.6,MIA,Big,266,13,44.8%,74,65%,16,30%,16,20%,6,25%,0,33%,0,25%,0,27%
Justin Hamilton,24.6,MIN,Big,414,66,53.2%,22,56%,99,61%,65,42%,95,50%,0,0%,0,40%,0,33%
Tyler Hansbrough,29.0,TOR,Big,1040,69,53.7%,28,58%,47,38%,98,57%,69,42%,0,20%,0,0%,0,20%
Tim Hardaway Jr.,22.6,NYK,Wing,1631,33,47.7%,30,54%,33,31%,37,36%,34,34%,12,29%,63,37%,45,35%
James Harden,25.2,HOU,Wing,2976,71,51.4%,49,58%,38,33%,42,36%,40,35%,88,48%,62,37%,71,38%
Maurice Harkless,21.5,ORL,Forward,610,22,44.6%,35,58%,54,36%,0,0%,41,33%,3,23%,0,11%,0,18%
Devin Harris,31.7,DAL,Combo,1666,85,51.2%,80,60%,42,35%,29,35%,35,35%,100,60%,44,31%,64,36%
Gary Harris,20.1,DEN,Wing,572,2,33.3%,7,41%,62,39%,17,30%,29,33%,0,14%,5,23%,4,20%
Joe Harris,23.2,CLE,Wing,388,63,50.6%,10,43%,7,17%,99,67%,75,42%,55,39%,24,32%,54,36%
Tobias Harris,22.3,ORL,Forward,2364,69,51.3%,72,64%,59,39%,65,38%,65,39%,78,44%,42,31%,60,37%
Udonis Haslem,34.4,MIA,Big,973,16,45.3%,22,57%,52,39%,38,34%,31,35%,0,20%,0,0%,0,20%
Spencer Hawes,26.5,LAC,Big,1183,15,45.2%,20,56%,42,38%,46,37%,40,37%,12,28%,22,31%,18,30%
Chuck Hayes,31.4,TOR,Big,243,36,48.8%,8,50%,85,47%,0,0%,87,47%,0,0%,0,0%,0,0%
Gordon Hayward,24.6,UTA,Wing,2606,58,50.0%,50,58%,77,42%,75,43%,81,43%,71,42%,57,36%,60,37%
Gerald Henderson,26.9,CHA,Wing,2277,26,46.5%,82,64%,52,37%,64,40%,64,39%,68,41%,7,25%,31,34%
John Henson,23.8,MIL,Big,1204,82,56.5%,55,63%,76,44%,3,0%,75,43%,0,0%,0,0%,0,0%
Roy Hibbert,27.9,IND,Big,1923,12,44.6%,10,52%,74,44%,56,40%,68,42%,0,0%,0,0%,0,0%
JJ Hickson,26.2,DEN,Big,1344,28,47.6%,26,58%,34,35%,21,23%,18,33%,0,0%,0,0%,0,0%
Nene Hilario,32.1,WAS,Big,1679,49,51.1%,79,66%,21,32%,64,41%,44,38%,0,0%,0,50%,0,20%
George Hill,28.5,IND,Point,1261,97,54.4%,98,69%,79,45%,87,46%,90,45%,19,33%,75,37%,64,36%
Jordan Hill,27.3,LAL,Big,1869,20,46.1%,61,63%,62,41%,49,38%,49,39%,0,33%,0,20%,0,27%
Solomon Hill,23.6,IND,Wing,2333,21,45.2%,13,47%,52,36%,54,38%,50,37%,46,37%,22,31%,30,34%
Kirk Hinrich,33.8,CHI,Combo,1603,28,45.2%,35,53%,26,30%,40,37%,37,35%,50,38%,56,34%,56,35%
Jrue Holiday,24.4,NOP,Point,1300,68,49.2%,45,54%,87,48%,37,36%,76,42%,47,38%,82,38%,81,38%
Justin Holiday,25.6,GSW,Wing,525,63,50.6%,42,56%,78,43%,82,44%,86,43%,72,42%,23,32%,42,35%
Ryan Hollins,30.1,SAC,Big,377,98,62.9%,99,76%,68,43%,26,29%,43,38%,0,0%,0,0%,0,0%
Rodney Hood,22.0,UTA,Wing,1048,66,50.8%,52,59%,88,46%,39,36%,75,41%,8,28%,89,40%,67,37%
Al Horford,28.4,ATL,Big,2307,73,54.5%,97,73%,55,40%,91,49%,85,46%,56,38%,0,0%,36,33%
Dwight Howard,28.9,HOU,Big,1221,94,59.6%,85,68%,55,40%,92,50%,51,40%,0,0%,0,100%,0,100%
