Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Shareef Abdur-Rahim,27.9,POR,Forward,1856,80,+3.7,83,+4.2,75,+1.8%,19,+1.7%,45,-0.9,36,-1.1,64,+2.7
Cory Alexander,31.4,CHA,Point,169,27,-3.9,15,-5.9,63,+0.9%,27,+1.2%,93,+6.4,89,+3.3,80,+10.1
Malik Allen,26.3,MIA,Big,243,71,+2.2,87,+5.3,55,+0.2%,2,+4.5%,16,-4.6,75,+1.4,2,-28.7
Malik Allen,26.3,CHA,Big,238,52,-0.1,92,+6.5,14,-3.5%,26,+1.3%,6,-6.6,12,-3.2,10,-16.6
Ray Allen,29.3,SEA,Wing,3057,92,+6.6,81,+3.9,86,+3.6%,85,-1.7%,36,-1.8,65,+0.8,15,-12.8
Tony Allen,22.8,BOS,Wing,1207,54,+0.1,22,-4.4,88,+4.1%,96,-3.4%,93,+6.2,97,+5.5,53,-0.5
Rafer Alston,28.3,TOR,Point,2714,51,-0.2,59,+1.0,9,-4.2%,48,+0.1%,9,-5.5,21,-2.4,11,-16.2
Chris Andersen,26.3,NOH,Big,1388,85,+4.6,72,+2.4,47,-0.4%,68,-0.7%,89,+4.7,77,+1.7,88,+14.0
Derek Anderson,30.3,POR,Wing,1234,39,-1.9,34,-2.2,59,+0.6%,20,+1.6%,37,-1.5,52,-0.1,28,-7.9
Kenny Anderson,34.1,ATL,Point,715,41,-1.6,60,+1.1,15,-3.4%,15,+1.9%,31,-2.3,17,-2.7,62,+2.2
Shandon Anderson,30.8,MIA,Forward,1116,50,-0.2,63,+1.4,26,-2.1%,60,-0.4%,46,-0.9,23,-2.2,79,+10.1
Carmelo Anthony,20.4,DEN,Forward,2597,80,+3.6,67,+1.9,38,-1.1%,80,-1.4%,77,+2.7,79,+2.1,61,+2.0
Rafael Araujo,24.2,TOR,Big,706,28,-3.5,49,-0.3,44,-0.7%,59,-0.3%,46,-0.8,67,+1.0,22,-9.9
Gilbert Arenas,22.8,WAS,Wing,3266,97,+10.3,91,+6.4,63,+0.9%,98,-4.7%,94,+6.4,93,+4.3,73,+7.2
Trevor Ariza,19.3,NYK,Wing,1333,36,-2.2,33,-2.4,89,+4.2%,72,-0.9%,70,+1.7,87,+2.9,21,-10.5
Darrell Armstrong,36.4,NOH,Point,415,53,-0.0,15,-5.9,98,+9.5%,96,-3.3%,84,+3.9,98,+6.6,5,-24.4
Darrell Armstrong,36.4,DAL,Point,508,9,-8.2,32,-2.5,54,-0.0%,22,+1.6%,12,-5.0,20,-2.5,17,-12.2
Carlos Arroyo,25.3,UTA,Point,738,74,+2.7,55,+0.4,49,-0.3%,18,+1.8%,65,+1.0,65,+0.8,49,-1.3
Carlos Arroyo,25.3,DET,Point,653,3,-12.5,5,-10.4,51,-0.2%,69,-0.7%,23,-3.4,62,+0.6,6,-23.0
Chucky Atkins,30.2,LAL,Point,2904,94,+7.7,87,+5.4,33,-1.5%,87,-1.9%,81,+3.5,41,-0.8,97,+23.1
Stacey Augmon,36.3,ORL,Wing,604,55,+0.2,41,-1.2,81,+2.7%,30,+1.0%,35,-1.8,59,+0.4,17,-12.3
Vin Baker,32.9,NYK,Big,156,47,-0.8,50,-0.1,99,+10.0%,61,-0.4%,96,+7.1,99,+8.9,14,-14.1
Marcus Banks,23.0,BOS,Point,1062,10,-7.9,11,-6.8,93,+4.9%,92,-2.6%,70,+1.8,92,+3.9,17,-12.0
Leandro Barbosa,21.9,PHX,Combo,981,4,-11.8,9,-7.4,36,-1.2%,10,+2.5%,51,-0.4,30,-1.6,75,+8.4
Matt Barnes,24.6,SAC,Wing,638,81,+3.9,41,-1.2,98,+8.1%,87,-1.9%,90,+5.1,93,+4.3,52,-0.7
Andre Barrett,22.7,HOU,Point,287,53,-0.0,62,+1.2,30,-1.7%,93,-2.8%,54,-0.0,88,+3.0,8,-19.2
Andre Barrett,22.7,ORL,Point,153,75,+2.8,24,-4.0,99,+10.2%,100,-7.1%,100,+14.6,100,+10.4,78,+9.8
Brent Barry,32.8,SAS,Wing,1652,33,-2.6,53,+0.1,55,+0.1%,35,+0.8%,49,-0.5,55,+0.2,37,-4.9
Jon Barry,35.3,ATL,Combo,274,85,+4.6,57,+0.7,4,-5.9%,84,-1.6%,13,-4.8,27,-1.9,11,-15.8
Jon Barry,35.3,HOU,Wing,1190,82,+4.0,92,+6.5,47,-0.4%,61,-0.4%,25,-3.0,27,-1.8,38,-4.7
Tony Battie,28.7,ORL,Big,1900,26,-4.0,31,-2.8,29,-1.8%,12,+2.2%,18,-4.4,15,-3.0,37,-5.2
Shane Battier,26.1,MEM,Forward,2493,88,+5.3,70,+2.2,77,+2.1%,49,+0.1%,85,+4.0,67,+1.0,93,+18.3
Raja Bell,28.1,UTA,Wing,1783,64,+1.2,58,+0.9,50,-0.3%,83,-1.5%,34,-1.9,39,-0.9,41,-4.3
Travis Best,32.3,NJN,Combo,1389,29,-3.2,39,-1.6,51,-0.2%,30,+1.0%,48,-0.6,68,+1.1,18,-11.8
Mike Bibby,26.5,SAC,Point,3083,46,-0.9,62,+1.3,5,-5.6%,46,+0.2%,15,-4.6,10,-3.6,49,-1.5
Andris Biedrins,18.6,GSW,Big,357,99,+12.1,82,+4.1,95,+6.6%,93,-2.8%,98,+10.6,96,+5.2,96,+21.2
Chauncey Billups,28.1,DET,Combo,2860,78,+3.2,83,+4.4,22,-2.6%,33,+0.9%,52,-0.2,39,-0.9,69,+4.7
Steve Blake,24.7,WAS,Point,607,19,-6.1,19,-5.0,20,-2.8%,20,+1.6%,30,-2.5,25,-2.0,50,-1.3
Mark Blount,28.9,BOS,Big,2129,29,-3.2,46,-0.7,21,-2.7%,9,+2.6%,26,-2.9,21,-2.4,50,-1.1
Keith Bogans,24.5,CHA,Wing,1762,79,+3.5,57,+0.8,89,+4.3%,78,-1.3%,96,+7.3,96,+5.2,67,+4.5
Matt Bonner,24.6,TOR,Big,1506,58,+0.6,40,-1.4,85,+3.4%,53,-0.1%,86,+4.1,76,+1.7,85,+12.9
Calvin Booth,28.5,DAL,Big,224,7,-9.6,9,-7.6,51,-0.2%,48,+0.2%,41,-1.2,14,-3.1,85,+12.9
Calvin Booth,28.5,MIL,Big,153,12,-7.3,43,-1.1,0,-9.5%,5,+3.6%,4,-7.4,3,-5.2,24,-9.4
Carlos Boozer,22.9,UTA,Big,1776,60,+0.7,58,+0.8,14,-3.6%,70,-0.8%,78,+3.0,46,-0.4,91,+17.0
Curtis Borchardt,24.1,UTA,Big,819,19,-6.1,11,-7.0,92,+4.8%,58,-0.3%,85,+4.0,83,+2.6,70,+5.1
Chris Bosh,20.6,TOR,Big,2994,75,+2.9,93,+6.6,21,-2.8%,30,+1.0%,21,-3.8,22,-2.4,31,-6.5
Bruce Bowen,33.4,SAS,Wing,2602,35,-2.4,48,-0.3,12,-3.8%,39,+0.6%,28,-2.6,18,-2.6,61,+2.1
