Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Steven Adams,23.3,OKC,Big,156,99,-16.9%,96,-11.1%,57,-2.6%,18,+12.5%,43,+1.7%,97,-39.3%,99,-22.6%,99,-21.8%
LaMarcus Aldridge,31.3,SAS,Big,535,83,-4.7%,66,-3.0%,76,-7.8%,93,-16.0%,89,-11.0%,60,-5.5%,49,-0.2%,58,-1.4%
Al-Farouq Aminu,26.1,POR,Big,111,14,+4.4%,98,-12.9%,2,+21.7%,33,+6.6%,9,+11.7%,98,-40.5%,3,+14.2%,7,+7.9%
Kyle Anderson,23.1,SAS,Wing,150,27,+2.3%,46,+0.0%,24,+8.1%,51,+0.1%,29,+4.5%,37,+4.6%,50,-0.4%,48,+0.9%
Ryan Anderson,28.5,HOU,Big,328,5,+6.6%,74,-4.0%,11,+14.4%,6,+23.7%,2,+19.0%,80,-13.2%,11,+7.3%,25,+3.5%
Giannis Antetokounmpo,21.9,MIL,Forward,242,22,+3.1%,7,+11.0%,52,-0.9%,2,+25.5%,7,+12.7%,33,+6.5%,95,-14.6%,83,-6.7%
Trevor Ariza,31.3,HOU,Forward,412,8,+5.6%,22,+5.0%,23,+8.2%,29,+8.3%,16,+8.2%,67,-8.3%,15,+6.9%,24,+3.7%
Kent Bazemore,27.3,ATL,Wing,149,92,-8.3%,11,+7.2%,92,-18.2%,72,-5.3%,87,-10.6%,83,-13.3%,98,-18.3%,97,-17.3%
Bradley Beal,23.3,WAS,Wing,464,54,-0.6%,21,+5.1%,94,-20.2%,75,-6.5%,92,-12.9%,28,+7.3%,41,+1.3%,33,+2.8%
Patrick Beverley,28.3,HOU,Point,323,74,-2.4%,61,-2.3%,49,-0.1%,62,-3.7%,59,-1.8%,93,-25.7%,44,+0.8%,76,-5.2%
Bojan Bogdanovic,27.5,WAS,Forward,230,28,+1.9%,43,+0.3%,7,+16.2%,69,-4.9%,25,+5.8%,34,+6.4%,70,-5.2%,69,-2.8%
Avery Bradley,25.9,BOS,Combo,604,18,+3.5%,41,+0.7%,48,-0.1%,91,-14.3%,80,-6.9%,36,+5.3%,9,+8.7%,9,+7.8%
Malcolm Brogdon,23.9,MIL,Combo,177,88,-6.9%,20,+5.2%,88,-14.7%,7,+23.0%,33,+3.4%,91,-23.6%,94,-13.7%,98,-20.2%
