Player,Age,Team,Pos,MIN,BLK% Rank,BLK%,STL% Rank,STL%,FOUL% Rank,FOUL%,fgOR% Rank,fgOR%,fgDR% Rank,fgDR%,ftOR% Rank,ftOR%,ftDR% Rank,ftDR%
Jarron Collins,24.9,UTA,Big,1689,5,0.7%,14,0.7%,29,6.1%,26,7.4%,17,13.1%,53,3.5%,16,18.6%
Jason Collins,24.9,BKN,Big,2205,33,1.4%,68,1.4%,62,4.6%,22,7.1%,9,12.2%,43,2.6%,5,9.6%
Brian Cook,22.9,LAL,Big,392,53,2.0%,78,1.6%,23,6.4%,11,5.9%,53,16.3%,0,0.0%,20,20.0%
Omar Cook,21.8,POR,Point,133,0,0.0%,98,3.5%,10,4.8%,76,2.3%,0,2.7%,0,0.0%,0,0.0%
Chris Crawford,28.5,ATL,Forward,1149,46,0.9%,33,1.2%,37,4.7%,35,5.1%,13,10.2%,28,1.8%,7,7.7%
Jamal Crawford,23.6,CHI,Combo,2770,78,0.5%,47,1.7%,89,2.3%,29,1.6%,56,8.9%,60,0.7%,40,2.1%
Austin Croshere,28.5,IND,Forward,949,39,0.8%,30,1.2%,39,4.5%,50,6.8%,98,18.3%,28,1.8%,41,20.0%
Eddy Curry,20.9,CHI,Big,2130,57,2.0%,5,0.5%,66,4.4%,20,7.0%,24,13.7%,42,2.5%,12,17.7%
Michael Curry,35.2,TOR,Combo,1220,33,0.2%,7,1.0%,7,5.9%,40,2.0%,2,4.9%,80,1.9%,91,11.7%
Samuel Dalembert,23.5,PHI,Big,2172,97,4.8%,35,1.0%,36,5.6%,57,9.4%,71,17.8%,73,6.3%,96,47.4%
Erick Dampier,28.3,GSW,Big,2400,82,3.1%,9,0.6%,83,3.8%,99,14.9%,95,21.3%,87,8.7%,88,41.7%
Antonio Daniels,28.6,OKC,Point,1486,42,0.2%,18,1.4%,98,1.8%,40,1.6%,61,8.4%,81,1.4%,0,0.0%
Marquis Daniels,22.8,DAL,Combo,971,82,0.6%,80,2.2%,93,2.1%,96,6.6%,44,8.4%,0,0.0%,76,6.3%
Antonio Davis,35.0,CHI,Big,2029,41,1.5%,11,0.6%,94,3.1%,29,7.6%,63,17.1%,30,1.0%,63,31.4%
Antonio Davis,35.0,TOR,Big,542,14,0.9%,15,0.7%,86,3.6%,66,9.8%,73,17.9%,0,0.0%,55,30.0%
Baron Davis,24.6,NOP,Combo,2685,76,0.5%,93,2.6%,76,2.6%,49,2.4%,53,8.8%,69,1.4%,36,1.9%
Dale Davis,34.6,POR,Big,1671,60,2.1%,56,1.2%,71,4.2%,68,10.0%,29,14.2%,50,3.4%,66,32.6%
Ricky Davis,24.1,BOS,Wing,1648,45,0.5%,75,1.9%,65,3.0%,63,3.8%,65,11.1%,56,1.7%,40,6.9%
Ricky Davis,24.1,CLE,Combo,793,73,0.5%,27,1.4%,80,2.4%,51,2.5%,96,13.1%,0,0.0%,56,3.4%
Andrew DeClercq,30.7,ORL,Big,1207,34,1.4%,87,1.8%,9,7.8%,81,10.9%,32,14.5%,94,10.0%,76,36.5%
Tony Delk,29.8,DAL,Combo,487,91,0.8%,82,2.4%,31,4.0%,69,2.9%,69,9.5%,0,0.0%,0,0.0%
Boris Diaw,21.5,ATL,Big,1847,23,1.1%,67,1.4%,69,4.3%,12,6.2%,5,11.3%,35,2.1%,59,30.5%
Dan Dickau,25.1,POR,Combo,130,0,0.0%,71,2.1%,0,7.6%,27,1.6%,0,4.9%,0,0.0%,0,0.0%
DeSagana Diop,21.8,CLE,Big,655,93,4.2%,89,1.8%,14,7.2%,73,10.3%,70,17.7%,49,3.0%,10,15.9%
Vlade Divac,35.7,SAC,Big,2310,47,1.8%,51,1.1%,78,4.0%,16,6.5%,29,14.1%,52,3.5%,37,24.5%
Juan Dixon,25.1,WAS,Combo,1397,27,0.2%,87,2.5%,56,3.3%,42,2.2%,60,9.0%,0,0.0%,27,1.2%
Michael Doleac,26.4,DEN,Big,317,20,1.0%,25,0.8%,6,8.1%,49,8.7%,33,14.5%,0,0.0%,58,30.4%
Michael Doleac,26.4,NYK,Big,655,70,2.3%,46,1.1%,45,5.3%,52,8.9%,76,18.2%,88,9.1%,41,25.5%
Keyon Dooling,23.5,LAC,Combo,1089,47,0.3%,44,1.7%,29,4.1%,24,1.5%,9,6.0%,0,0.0%,0,0.0%
Predrag Drobnjak,28.0,LAC,Big,927,31,1.3%,45,1.1%,81,3.9%,9,5.7%,43,15.3%,38,2.3%,46,27.1%
Tim Duncan,27.5,SAS,Big,2515,92,4.2%,52,1.1%,98,2.6%,58,9.5%,99,24.1%,80,7.0%,75,35.5%
Mike Dunleavy,23.1,GSW,Wing,2310,13,0.3%,37,1.3%,58,3.1%,60,3.8%,97,15.2%,63,1.9%,89,19.8%
Ronald Dupree,22.8,CHI,Wing,843,84,0.9%,39,1.4%,5,6.4%,88,5.5%,70,11.6%,58,1.8%,65,11.5%
Howard Eisley,30.9,NYK,Point,722,48,0.2%,65,1.9%,8,5.1%,15,0.9%,68,8.6%,95,4.8%,45,2.2%
Howard Eisley,30.9,PHX,Point,716,35,0.2%,40,1.7%,68,2.9%,53,1.8%,35,7.6%,94,2.6%,40,2.0%
Francisco Elson,27.7,DEN,Big,812,73,2.4%,78,1.6%,12,7.4%,31,7.8%,27,13.9%,53,3.5%,66,32.3%
Melvin Ely,25.5,LAC,Big,470,55,2.0%,19,0.8%,34,5.8%,63,9.7%,2,8.9%,0,0.0%,74,35.3%
Reggie Evans,23.5,OKC,Big,1234,2,0.5%,88,1.8%,33,5.9%,95,12.9%,91,20.6%,76,6.7%,89,43.1%
Michael Finley,30.7,DAL,Wing,2776,71,0.7%,33,1.3%,95,1.8%,39,2.8%,34,9.4%,0,0.0%,19,2.2%
Derek Fisher,29.2,LAL,Combo,1681,24,0.1%,96,2.7%,69,2.7%,20,1.5%,33,7.7%,84,2.1%,33,1.8%
Marcus Fizer,25.2,CHI,Big,717,4,0.6%,32,0.9%,61,4.6%,30,7.8%,75,18.1%,34,1.8%,85,40.6%
T.J. Ford,20.6,MIL,Point,1479,21,0.1%,53,1.8%,47,3.5%,82,2.6%,81,9.9%,0,0.0%,61,3.6%
Danny Fortson,27.6,DAL,Big,607,17,1.0%,13,0.7%,0,9.6%,100,18.4%,97,22.3%,88,9.1%,19,19.6%
Jeff Foster,26.8,IND,Big,1939,12,0.8%,81,1.7%,71,4.2%,96,13.6%,84,19.4%,79,7.0%,24,20.5%
Tremaine Fowlkes,27.6,DET,Wing,227,72,0.7%,55,1.5%,0,7.3%,96,7.5%,95,14.6%,92,5.3%,42,7.1%
Rick Fox,34.3,LAL,Wing,845,10,0.3%,58,1.6%,13,5.2%,55,3.6%,14,8.0%,85,3.3%,90,20.0%
Adonal Foyle,28.6,GSW,Big,563,93,4.3%,4,0.5%,47,5.1%,70,10.1%,84,19.3%,39,2.4%,51,28.6%
Richie Frahm,26.2,OKC,Wing,390,39,0.4%,43,1.4%,11,5.4%,32,2.6%,44,10.1%,97,7.7%,55,10.0%
Steve Francis,26.7,HOU,Point,3191,95,0.6%,73,2.1%,52,3.4%,100,3.9%,84,10.3%,97,5.1%,53,2.8%
Dan Gadzuric,25.7,MIL,Big,1204,96,4.7%,88,1.8%,19,6.7%,75,10.4%,58,16.8%,65,4.9%,68,33.3%
Reece Gaines,22.8,ORL,Wing,297,6,0.2%,19,1.1%,77,2.7%,17,1.9%,27,8.9%,0,0.0%,49,8.3%
Kevin Garnett,27.5,MIN,Big,3228,78,3.0%,84,1.7%,99,2.4%,41,8.3%,100,25.9%,78,6.9%,90,43.3%
Pau Gasol,23.3,MEM,Big,2438,78,2.9%,19,0.8%,95,3.0%,52,8.9%,39,15.1%,66,5.1%,68,33.3%
Devean George,26.2,LAL,Forward,1930,59,1.0%,85,1.9%,48,4.2%,22,4.5%,28,11.7%,67,4.7%,65,23.5%
Eddie Gill,25.2,POR,Point,138,85,0.4%,97,3.4%,5,5.2%,98,3.8%,94,11.2%,0,0.0%,0,0.0%
Kendall Gill,35.4,CHI,Wing,1382,64,0.6%,85,2.1%,61,3.1%,74,4.0%,28,9.0%,71,2.4%,59,10.3%
Manu Ginobili,26.3,SAS,Wing,2240,34,0.4%,100,2.7%,46,3.4%,72,4.0%,74,12.1%,75,2.5%,24,3.3%
Gordan Giricek,26.4,ORL,Wing,1397,28,0.4%,26,1.3%,66,3.0%,29,2.5%,23,8.7%,55,1.6%,66,11.5%
Gordan Giricek,26.4,UTA,Wing,599,50,0.5%,21,1.2%,49,3.3%,35,2.7%,24,8.8%,0,0.0%,35,6.4%
Dion Glover,25.0,ATL,Wing,1440,58,0.6%,25,1.2%,71,2.9%,71,3.9%,82,12.4%,0,0.0%,58,10.1%
Dion Glover,25.0,TOR,Wing,171,66,0.7%,96,2.5%,25,4.2%,30,2.5%,99,16.8%,0,0.0%,55,10.0%
Drew Gooden,22.1,ORL,Big,2103,48,1.8%,63,1.3%,86,3.6%,22,7.1%,50,16.0%,93,9.6%,91,44.4%
Brian Grant,31.7,MIA,Big,2298,16,0.9%,42,1.0%,51,4.9%,33,8.0%,42,15.3%,32,1.7%,60,30.8%
Horace Grant,38.3,LAL,Big,1090,26,1.1%,37,1.0%,97,2.8%,29,7.5%,40,15.2%,0,0.0%,15,18.5%
Willie Green,22.3,PHI,Wing,715,29,0.4%,66,1.7%,17,4.8%,27,2.3%,5,6.8%,0,0.0%,23,3.3%
Adrian Griffin,29.3,HOU,Wing,112,80,0.9%,99,2.7%,1,7.2%,4,1.1%,96,15.0%,0,0.0%,79,14.3%
Tom Gugliotta,33.9,PHX,Big,296,9,0.7%,96,2.2%,60,4.6%,4,4.5%,27,14.0%,84,8.3%,12,17.4%
Tom Gugliotta,33.9,UTA,Big,513,18,1.0%,76,1.6%,68,4.3%,65,9.7%,60,16.9%,99,16.0%,72,34.4%
Marcus Haislip,22.9,MIL,Big,226,55,2.0%,55,1.2%,64,4.5%,63,9.7%,4,10.8%,0,0.0%,25,21.1%
Darvin Ham,30.3,DET,Forward,404,43,0.9%,43,1.4%,7,5.8%,98,11.0%,4,8.8%,89,6.7%,33,16.1%
Richard Hamilton,25.7,DET,Wing,2768,22,0.3%,67,1.7%,65,3.0%,45,3.1%,8,7.6%,44,0.6%,15,1.5%
Zendon Hamilton,28.5,PHI,Big,440,22,1.0%,24,0.8%,19,6.8%,83,11.1%,90,20.4%,81,7.4%,78,37.2%
Ben Handlogten,30.0,UTA,Big,159,37,1.5%,29,0.9%,8,7.8%,98,14.7%,83,19.2%,83,7.7%,83,40.0%
Travis Hansen,25.5,ATL,Wing,441,85,1.0%,12,1.0%,5,6.3%,94,6.6%,20,8.4%,92,5.3%,26,4.4%
Anfernee Hardaway,32.3,NYK,Wing,1200,52,0.6%,61,1.6%,70,2.9%,54,3.5%,88,13.1%,57,1.7%,0,0.0%
Anfernee Hardaway,32.3,PHX,Wing,867,51,0.5%,45,1.4%,53,3.2%,47,3.2%,26,8.8%,0,0.0%,17,1.8%
Matt Harpring,27.4,UTA,Forward,1128,0,0.1%,9,0.9%,70,3.6%,91,8.9%,65,14.0%,91,6.9%,85,30.2%
Al Harrington,23.7,IND,Forward,2380,13,0.5%,63,1.5%,41,4.4%,67,7.4%,76,14.8%,37,2.0%,57,21.8%
Othella Harrington,29.7,NYK,Forward,807,48,0.9%,2,0.7%,4,6.0%,61,7.2%,54,13.7%,74,5.0%,89,31.4%
Lucious Harris,32.9,BKN,Combo,1469,11,0.1%,22,1.3%,91,2.3%,67,2.9%,20,7.0%,71,1.4%,44,2.4%
Jason Hart,25.5,SAS,Point,572,81,0.4%,61,1.9%,21,4.3%,53,1.8%,82,10.1%,0,0.0%,69,4.1%
Donnell Harvey,23.2,ORL,Forward,336,83,1.7%,28,1.2%,26,5.1%,83,8.5%,24,11.5%,0,0.0%,61,22.2%
Donnell Harvey,23.2,PHX,Big,424,50,1.9%,73,1.5%,4,8.2%,5,4.5%,39,15.1%,60,4.2%,54,29.0%
Udonis Haslem,23.4,MIA,Big,1764,12,0.8%,30,0.9%,57,4.7%,83,11.1%,52,16.2%,37,2.2%,24,20.2%
Trenton Hassell,24.7,MIN,Wing,2233,91,1.3%,2,0.8%,26,4.1%,51,3.3%,13,8.0%,69,2.2%,53,9.3%
Jarvis Hayes,22.2,WAS,Wing,1976,16,0.3%,55,1.5%,55,3.1%,53,3.4%,35,9.4%,67,2.1%,78,14.1%
Brendan Haywood,23.9,WAS,Big,1470,87,3.7%,31,0.9%,72,4.2%,90,11.8%,31,14.3%,91,9.4%,8,13.8%
Nene Hilario,21.1,DEN,Big,2505,17,0.9%,93,2.0%,76,4.1%,14,6.4%,28,14.1%,76,6.6%,13,17.8%
Kirk Hinrich,22.8,CHI,Point,2678,87,0.4%,39,1.7%,23,4.3%,35,1.6%,58,8.2%,65,0.7%,71,4.1%
Fred Hoiberg,31.0,MIN,Wing,1739,15,0.3%,71,1.7%,42,3.6%,3,1.0%,77,12.3%,91,4.5%,96,29.7%
Robert Horry,33.2,SAS,Big,1255,65,2.2%,80,1.6%,39,5.6%,45,8.5%,6,11.6%,63,4.8%,45,26.7%
Eddie House,25.5,LAC,Point,1140,47,0.2%,81,2.5%,50,3.4%,73,2.3%,85,10.4%,77,1.3%,90,5.5%
Allan Houston,32.5,NYK,Wing,1789,3,0.1%,10,1.0%,83,2.4%,5,1.2%,1,6.0%,0,0.0%,16,1.6%
Josh Howard,23.5,DAL,Wing,1525,97,1.8%,78,1.9%,22,4.4%,99,9.6%,93,14.2%,81,2.9%,63,10.9%
Juwan Howard,30.7,ORL,Big,2877,1,0.4%,25,0.8%,82,3.8%,11,6.1%,26,13.9%,35,1.9%,33,22.7%
Troy Hudson,27.6,MIN,Point,498,0,0.0%,2,0.6%,63,3.0%,13,0.9%,10,5.7%,0,0.0%,95,6.3%
Larry Hughes,24.8,WAS,Wing,2061,65,0.7%,82,2.0%,79,2.7%,83,4.8%,72,11.8%,0,0.0%,25,4.2%
Brandon Hunter,22.9,BOS,Big,367,0,0.1%,75,1.6%,68,4.3%,92,12.2%,53,16.3%,50,3.4%,81,38.5%
Lindsey Hunter,32.9,DET,Combo,587,84,0.6%,100,3.0%,42,3.4%,44,2.2%,64,9.0%,0,0.0%,0,0.0%
Steven Hunter,22.0,ORL,Big,734,98,4.8%,0,0.3%,32,5.9%,23,7.1%,16,12.8%,0,0.0%,64,31.6%
Zydrunas Ilgauskas,28.4,CLE,Big,2539,91,4.2%,11,0.7%,65,4.5%,87,11.4%,30,14.2%,41,2.5%,27,21.4%
Allen Iverson,28.4,PHI,Combo,2036,22,0.1%,84,2.5%,100,1.3%,33,1.6%,29,7.2%,93,2.7%,67,4.8%
Bobby Jackson,30.6,SAC,Combo,1140,51,0.3%,60,1.9%,38,3.8%,89,4.8%,76,10.1%,73,1.6%,78,6.5%
Jim Jackson,33.0,HOU,Wing,3114,37,0.4%,29,1.3%,52,3.2%,15,1.7%,75,12.1%,89,3.8%,100,35.6%
Marc Jackson,28.8,PHI,Big,584,3,0.6%,34,1.0%,93,3.1%,24,7.2%,30,14.2%,93,9.8%,19,19.4%
Mark Jackson,38.6,HOU,Point,555,18,0.1%,19,1.4%,55,3.3%,58,2.0%,90,11.1%,0,0.0%,76,4.3%
Stephen Jackson,25.6,ATL,Wing,2924,24,0.4%,88,2.2%,62,3.1%,52,3.4%,29,9.1%,65,2.0%,51,8.9%
Casey Jacobsen,22.6,PHX,Combo,1803,40,0.3%,16,1.2%,58,3.3%,53,2.5%,58,8.9%,0,0.0%,62,4.3%
Jerome James,28.0,OKC,Big,988,84,3.3%,35,1.0%,11,7.5%,48,8.6%,32,14.5%,57,3.8%,62,31.4%
LeBron James,18.8,CLE,Wing,3119,85,1.0%,74,1.9%,97,1.6%,50,3.3%,54,10.6%,42,0.5%,50,8.6%
Mike James,28.4,BOS,Point,1680,6,0.1%,60,1.9%,66,2.9%,24,1.3%,79,9.8%,0,0.0%,26,0.9%
Mike James,28.4,DET,Point,440,29,0.1%,82,2.6%,34,3.8%,63,2.1%,97,11.7%,0,0.0%,52,2.6%
Antawn Jamison,27.4,DAL,Forward,2337,28,0.7%,57,1.5%,89,3.0%,96,9.8%,26,11.5%,61,4.2%,46,20.9%
Marko Jaric,24.9,LAC,Wing,1748,56,0.6%,94,2.3%,55,3.1%,35,2.7%,16,8.1%,0,0.0%,21,3.0%
Chris Jefferies,23.7,CHI,Forward,172,87,2.0%,4,0.8%,0,8.2%,9,3.0%,57,13.7%,0,0.0%,0,0.0%
