Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,TEAM FG%: Rim Rank,TEAM FG%: Rim,TEAM FG%: Short Mid Rank,TEAM FG%: Short Mid,TEAM FG%: Long Mid Rank,TEAM FG%: Long Mid,TEAM FG%: All Mid Rank,TEAM FG%: All Mid,TEAM FG%: Corner Three Rank,TEAM FG%: Corner Three,TEAM FG%: Non Corner Rank,TEAM FG%: Non Corner,TEAM FG%: All Three Rank,TEAM FG%: All Three
Jordan Clarkson,27.4,UTA,Wing,197,12,-5.1%,80,+5.0%,88,+10.5%,88,+15.2%,96,+12.4%,76,+7.4%,1,-19.9%,1,-13.0%
Mike Conley,32.1,UTA,Point,162,23,-3.5%,23,-5.2%,14,-9.0%,2,-28.2%,3,-13.8%,50,-0.4%,77,+4.1%,71,+2.9%
Pat Connaughton,26.8,MIL,Wing,170,88,+5.5%,78,+4.7%,70,+4.5%,57,+1.5%,70,+3.9%,60,+3.3%,71,+3.2%,73,+3.1%
Robert Covington,28.9,HOU,Big,371,8,-6.0%,43,-1.8%,0,-30.4%,13,-15.4%,1,-26.7%,18,-9.7%,72,+3.3%,44,-1.0%
Jae Crowder,29.3,MIA,Big,659,34,-2.0%,27,-4.9%,46,-0.3%,39,-3.3%,45,-1.4%,57,+2.2%,55,+0.4%,58,+0.8%
Seth Curry,29.2,DAL,Combo,172,98,+11.2%,94,+11.8%,85,+9.7%,98,+29.8%,98,+16.5%,37,-3.3%,95,+11.6%,86,+6.9%
Anthony Davis,26.6,LAL,Big,768,29,-3.0%,62,+2.3%,73,+5.2%,91,+17.6%,92,+9.5%,10,-14.4%,50,-0.4%,14,-5.4%
Goran Dragic,33.5,MIA,Point,552,62,+1.2%,37,-3.2%,83,+8.7%,33,-4.6%,72,+4.2%,44,-1.1%,73,+3.4%,64,+2.3%
Joel Embiid,25.6,PHI,Big,144,25,-3.4%,69,+3.2%,25,-6.2%,43,-2.3%,27,-4.7%,88,+14.1%,13,-6.8%,27,-3.2%
James Ennis,29.3,ORL,Forward,119,38,-1.4%,53,+1.0%,98,+22.6%,63,+4.0%,97,+13.2%,12,-13.2%,5,-10.8%,3,-10.6%
Dorian Finney-Smith,26.5,DAL,Forward,190,6,-6.7%,36,-3.2%,5,-15.6%,15,-13.3%,3,-14.9%,25,-7.0%,48,-0.7%,30,-2.7%
Evan Fournier,27.0,ORL,Wing,170,86,+4.8%,61,+2.2%,7,-14.6%,97,+25.9%,68,+3.7%,6,-20.6%,93,+9.9%,78,+4.0%
Danilo Gallinari,31.2,OKC,Big,211,68,+1.7%,95,+12.6%,49,+0.2%,96,+23.9%,93,+10.9%,7,-19.4%,23,-4.6%,7,-8.2%
Marc Gasol,34.8,TOR,Big,226,18,-4.0%,26,-5.0%,36,-3.8%,8,-19.3%,10,-9.5%,30,-5.3%,59,+1.3%,53,+0.3%
Paul George,29.5,LAC,Wing,475,15,-4.5%,79,+4.8%,18,-8.1%,43,-2.0%,19,-6.5%,9,-14.6%,41,-1.6%,9,-6.9%
Rudy Gobert,27.3,UTA,Big,270,99,+11.6%,98,+19.3%,33,-4.6%,61,+3.7%,29,-4.3%,69,+5.8%,97,+11.8%,97,+10.1%
Eric Gordon,30.9,HOU,Wing,409,8,-5.9%,16,-7.9%,9,-13.1%,49,-0.7%,8,-10.0%,16,-10.2%,56,+0.6%,28,-2.9%
Jerami Grant,25.6,DEN,Big,652,57,+0.5%,52,+0.0%,45,-0.4%,70,+6.1%,60,+2.7%,33,-4.2%,64,+1.8%,55,+0.5%
Danny Green,32.4,LAL,Wing,521,73,+2.6%,35,-3.4%,77,+6.2%,67,+4.8%,77,+5.4%,53,+1.5%,88,+7.1%,83,+5.2%
JaMychal Green,29.4,LAC,Big,208,39,-1.4%,51,+0.0%,48,-0.2%,93,+18.3%,78,+5.9%,24,-7.5%,9,-7.7%,8,-7.4%
Jeff Green,33.2,HOU,Forward,336,77,+3.3%,86,+7.9%,93,+13.8%,24,-8.4%,89,+8.9%,89,+16.8%,8,-8.7%,52,+0.2%
Tim Hardaway Jr.,27.6,DAL,Wing,203,2,-8.9%,11,-9.4%,22,-7.0%,66,+4.5%,39,-2.7%,83,+10.2%,2,-16.0%,3,-9.7%
James Harden,30.2,HOU,Point,445,35,-2.0%,33,-3.5%,53,+0.7%,86,+14.2%,73,+4.2%,14,-12.6%,75,+3.8%,26,-3.4%
Montrezl Harrell,25.8,LAC,Big,231,14,-4.6%,29,-4.8%,56,+0.8%,21,-10.4%,38,-2.7%,82,+9.3%,3,-14.0%,15,-5.2%
Gary Harris,25.1,DEN,Wing,379,43,-0.9%,65,+2.5%,38,-3.5%,57,+1.4%,47,-1.3%,73,+6.8%,20,-5.3%,33,-2.4%
Tobias Harris,27.3,PHI,Forward,148,93,+7.7%,45,-1.5%,96,+14.6%,30,-5.7%,64,+3.3%,3,-26.5%,98,+13.2%,93,+8.7%
Gordon Hayward,29.6,BOS,Forward,157,43,-0.6%,19,-6.6%,79,+7.3%,45,-1.6%,68,+3.8%,51,+1.1%,54,+0.1%,53,+0.2%
George Hill,33.5,MIL,Combo,268,33,-2.5%,63,+2.4%,59,+1.5%,51,-0.3%,55,+0.8%,68,+5.7%,7,-9.4%,16,-5.1%
Justin Holiday,30.6,IND,Wing,131,70,+2.2%,92,+11.4%,97,+15.0%,46,-1.5%,88,+8.1%,8,-16.0%,15,-6.1%,6,-8.2%
Al Horford,33.4,PHI,Big,128,83,+4.3%,93,+11.5%,88,+10.2%,84,+14.2%,95,+12.1%,53,+1.7%,23,-4.7%,23,-3.8%
Danuel House,26.4,HOU,Forward,276,72,+2.5%,75,+4.0%,54,+0.7%,23,-10.1%,42,-2.0%,63,+4.3%,45,-1.0%,57,+0.6%
Dwight Howard,33.9,LAL,Big,253,51,-0.2%,28,-4.9%,75,+5.7%,68,+6.1%,80,+6.1%,31,-5.0%,87,+6.8%,66,+2.4%
Serge Ibaka,30.1,TOR,Big,251,73,+2.6%,89,+8.6%,57,+0.9%,82,+12.7%,76,+5.1%,70,+5.9%,28,-3.7%,34,-2.3%
Andre Iguodala,35.8,MIA,Forward,409,24,-3.4%,23,-5.9%,24,-6.4%,64,+4.4%,37,-2.8%,43,-1.9%,34,-3.0%,31,-2.7%
Joe Ingles,32.1,UTA,Forward,234,26,-3.2%,2,-19.5%,27,-6.0%,18,-11.1%,16,-7.2%,18,-9.6%,96,+11.8%,83,+5.7%
Reggie Jackson,29.5,LAC,Combo,162,93,+6.9%,73,+3.6%,43,-0.6%,94,+20.2%,82,+6.5%,93,+22.3%,52,-0.2%,92,+7.8%
LeBron James,34.8,LAL,Forward,759,76,+3.2%,66,+2.5%,50,+0.3%,12,-16.7%,15,-7.5%,83,+9.4%,63,+1.7%,79,+4.6%
Nikola Jokic,24.7,DEN,Big,694,95,+8.9%,87,+8.0%,61,+1.5%,79,+10.3%,78,+5.8%,72,+6.1%,94,+11.0%,96,+10.0%
Kyle Korver,38.6,MIL,Wing,115,87,+5.3%,83,+5.9%,69,+4.3%,89,+15.7%,88,+8.3%,5,-22.4%,92,+9.9%,62,+1.7%
Caris LeVert,25.2,BKN,Combo,139,67,+1.7%,99,+21.8%,1,-27.4%,7,-19.6%,0,-28.4%,94,+25.0%,36,-2.6%,91,+7.5%
Kawhi Leonard,28.3,LAC,Forward,510,7,-6.5%,17,-7.4%,20,-7.1%,20,-10.7%,13,-8.5%,13,-13.0%,58,+1.3%,43,-1.3%
Damian Lillard,29.3,POR,Point,187,44,-0.6%,82,+5.7%,17,-8.2%,81,+12.1%,53,-0.0%,1,-47.6%,38,-2.2%,5,-8.8%
Brook Lopez,31.6,MIL,Big,327,9,-5.9%,8,-10.2%,28,-6.0%,53,+0.7%,34,-3.1%,49,-0.4%,35,-2.9%,36,-2.0%
Kyle Lowry,33.6,TOR,Point,413,66,+1.6%,8,-11.2%,78,+6.4%,77,+8.7%,85,+7.3%,11,-14.0%,86,+6.8%,72,+3.0%
Timothe Luwawu-Cabarrot,24.5,BKN,Wing,131,74,+3.0%,3,-16.3%,28,-5.9%,100,+41.7%,86,+7.4%,86,+10.8%,88,+6.9%,94,+9.1%
Wesley Matthews,33.0,MIL,Wing,246,55,+0.3%,49,-0.1%,31,-5.4%,56,+1.3%,44,-1.5%,91,+17.4%,33,-3.1%,68,+2.6%
CJ McCollum,28.1,POR,Combo,240,48,-0.5%,15,-8.8%,84,+9.4%,88,+15.6%,94,+11.9%,0,0.0%,33,-3.3%,41,-1.4%
JaVale McGee,31.8,LAL,Big,128,50,-0.4%,5,-12.7%,90,+11.7%,29,-6.2%,63,+3.2%,77,+7.4%,67,+2.3%,82,+4.9%
Ben McLemore,26.7,HOU,Wing,117,96,+9.3%,91,+9.0%,100,+27.9%,80,+11.8%,100,+24.6%,79,+8.0%,57,+1.3%,75,+3.7%
Khris Middleton,28.2,MIL,Forward,355,78,+3.7%,38,-3.0%,42,-1.7%,78,+9.8%,63,+3.3%,90,+16.8%,82,+5.3%,93,+8.3%
Paul Millsap,34.7,DEN,Big,459,52,-0.2%,58,+1.9%,68,+3.9%,68,+4.9%,71,+4.2%,35,-3.7%,37,-2.4%,32,-2.6%
Marcus Morris,30.2,LAC,Big,386,80,+3.8%,77,+4.2%,65,+2.5%,17,-12.0%,40,-2.6%,43,-1.1%,93,+10.9%,84,+6.4%
Markieff Morris,30.2,LAL,Big,379,56,+0.5%,57,+1.8%,38,-2.6%,33,-4.5%,33,-3.2%,68,+5.0%,29,-3.5%,47,-0.6%
Jamal Murray,22.7,DEN,Combo,752,88,+5.9%,83,+6.3%,82,+8.5%,27,-6.7%,56,+1.4%,48,-0.6%,91,+9.4%,87,+7.0%
Georges Niang,26.4,UTA,Big,109,89,+6.0%,98,+18.4%,95,+14.4%,99,+35.0%,98,+19.2%,64,+4.4%,10,-7.4%,20,-4.1%
Jusuf Nurkic,25.2,POR,Big,201,40,-1.1%,41,-2.3%,21,-7.0%,98,+26.4%,87,+7.7%,3,-27.4%,18,-5.7%,4,-9.2%
Victor Oladipo,27.5,IND,Wing,122,63,+1.2%,32,-4.0%,78,+6.7%,16,-12.1%,51,-0.7%,56,+2.2%,44,-1.0%,43,-1.1%
Kelly Olynyk,28.5,MIA,Big,257,61,+1.1%,68,+2.7%,64,+2.5%,28,-6.7%,52,-0.6%,19,-9.1%,63,+1.8%,45,-0.9%
Chris Paul,34.5,OKC,Point,260,27,-3.2%,44,-1.6%,3,-16.4%,69,+6.1%,17,-6.9%,67,+4.8%,32,-3.3%,40,-1.4%
Mason Plumlee,29.7,DEN,Big,186,3,-8.5%,14,-8.8%,10,-12.0%,22,-10.3%,7,-11.0%,32,-5.0%,12,-6.9%,10,-6.7%
Norman Powell,26.4,TOR,Wing,267,49,-0.4%,78,+4.5%,48,+0.1%,58,+1.6%,54,+0.8%,48,-0.8%,25,-4.2%,24,-3.8%
Josh Richardson,26.1,PHI,Combo,144,82,+4.1%,3,-15.1%,53,+0.3%,90,+16.8%,83,+7.1%,3,-26.5%,99,+17.9%,99,+12.5%
Austin Rivers,27.2,HOU,Wing,195,53,+0.1%,50,-0.0%,47,-0.3%,10,-17.3%,28,-4.5%,73,+6.9%,46,-0.9%,65,+2.4%
Rajon Rondo,33.7,LAL,Point,394,83,+4.1%,90,+9.0%,41,-1.7%,48,-0.9%,43,-1.7%,75,+7.4%,60,+1.3%,74,+3.5%
Terrence Ross,28.7,ORL,Wing,135,91,+6.1%,97,+17.6%,33,-4.5%,41,-2.9%,32,-3.5%,57,+2.9%,89,+7.9%,85,+6.8%
Dennis Schroder,26.1,OKC,Combo,226,97,+9.4%,81,+5.0%,89,+10.8%,52,-0.1%,75,+5.0%,95,+27.8%,80,+4.9%,98,+10.4%
Pascal Siakam,25.6,TOR,Forward,417,17,-4.3%,13,-9.1%,13,-9.2%,9,-18.2%,4,-13.5%,45,-0.9%,84,+5.8%,81,+4.8%
Marcus Smart,25.7,BOS,Combo,647,65,+1.6%,93,+11.6%,60,+1.5%,32,-4.6%,53,-0.6%,61,+3.3%,22,-5.0%,28,-2.9%
Garrett Temple,33.5,BKN,Wing,137,5,-6.8%,1,-21.2%,28,-5.9%,42,-2.6%,8,-9.5%,62,+3.6%,43,-1.1%,61,+1.3%
PJ Tucker,34.5,HOU,Big,414,84,+4.7%,43,-1.8%,98,+19.1%,95,+21.2%,99,+19.5%,40,-1.9%,83,+5.8%,63,+2.0%
Myles Turner,23.6,IND,Big,145,1,-10.4%,0,-31.6%,8,-13.7%,1,-38.4%,2,-23.2%,100,+38.9%,3,-12.9%,42,-1.3%
Fred VanVleet,25.7,TOR,Combo,429,23,-3.6%,34,-3.4%,32,-5.1%,6,-20.1%,6,-11.7%,85,+10.4%,42,-1.6%,56,+0.6%
Nikola Vucevic,29.0,ORL,Big,184,98,+10.3%,96,+12.9%,67,+3.9%,93,+19.3%,93,+11.4%,17,-10.0%,83,+5.3%,76,+3.8%
Kemba Walker,29.5,BOS,Point,627,75,+3.1%,76,+4.1%,87,+10.2%,73,+6.3%,91,+9.0%,84,+10.4%,26,-4.2%,48,-0.5%
TJ Warren,26.2,IND,Forward,156,78,+3.7%,6,-12.3%,71,+4.6%,14,-13.6%,43,-1.6%,97,+32.6%,74,+3.4%,95,+9.6%
Russell Westbrook,31.0,HOU,Combo,261,18,-4.2%,22,-6.0%,16,-8.5%,83,+12.9%,33,-3.4%,33,-4.4%,48,-0.6%,38,-1.7%
Hassan Whiteside,30.4,POR,Big,116,71,+2.5%,88,+8.3%,15,-8.6%,34,-4.3%,18,-6.8%,99,+34.4%,79,+4.4%,89,+7.4%
Lou Williams,33.0,LAC,Combo,336,90,+6.1%,88,+8.1%,83,+8.7%,59,+2.2%,83,+6.6%,59,+3.0%,61,+1.5%,67,+2.4%
Marvin Williams,33.4,MIL,Big,178,63,+1.4%,63,+2.4%,93,+14.1%,47,-1.3%,84,+7.1%,36,-3.5%,68,+2.5%,59,+0.9%
Ivica Zubac,22.6,LAC,Big,317,85,+4.8%,55,+1.3%,44,-0.6%,83,+13.3%,67,+3.7%,27,-6.5%,98,+14.5%,88,+7.1%
Torrey Craig,28.9,DEN,Wing,372,36,-2.0%,38,-3.0%,73,+5.0%,26,-7.7%,49,-0.9%,47,-0.8%,39,-1.8%,38,-1.7%
Monte Morris,24.3,DEN,Point,396,42,-0.9%,56,+1.5%,68,+4.2%,60,+2.8%,66,+3.6%,28,-6.4%,27,-4.0%,18,-4.7%
Kyle Kuzma,24.3,LAL,Forward,470,38,-1.4%,72,+3.5%,3,-17.5%,74,+7.5%,20,-6.1%,55,+2.0%,19,-5.5%,29,-2.7%
Alex Caruso,25.7,LAL,Combo,499,33,-2.6%,59,+2.0%,19,-7.6%,63,+3.9%,41,-2.1%,28,-6.2%,16,-6.1%,12,-6.2%
OG Anunoby,22.3,TOR,Forward,392,68,+2.2%,39,-2.9%,74,+5.6%,38,-3.3%,61,+2.8%,92,+18.7%,47,-0.8%,70,+2.8%
Bam Adebayo,22.3,MIA,Big,686,59,+0.8%,47,-1.0%,63,+2.2%,62,+3.8%,62,+3.0%,63,+4.2%,53,-0.1%,60,+0.9%
Jayson Tatum,21.7,BOS,Forward,690,48,-0.5%,48,-0.2%,18,-7.7%,50,-0.5%,28,-4.6%,88,+15.0%,30,-3.4%,54,+0.4%
Semi Ojeleye,24.9,BOS,Big,113,21,-3.8%,28,-4.9%,66,+3.5%,87,+14.9%,90,+9.0%,13,-13.0%,38,-2.2%,17,-4.9%
Daniel Theis,27.6,BOS,Big,481,37,-1.5%,54,+1.3%,72,+4.8%,54,+1.0%,65,+3.3%,42,-1.9%,21,-5.1%,22,-4.0%
Maxi Kleber,27.8,DAL,Big,203,0,-14.3%,18,-7.0%,55,+0.8%,5,-20.4%,30,-4.2%,74,+7.1%,0,-26.8%,0,-18.4%
Jarrett Allen,21.5,BKN,Big,132,31,-2.8%,13,-9.1%,23,-6.9%,73,+7.1%,8,-9.5%,80,+8.6%,66,+2.0%,78,+4.2%
Markelle Fultz,21.4,ORL,Combo,143,13,-4.8%,25,-5.1%,6,-15.2%,76,+8.5%,31,-4.2%,2,-29.2%,43,-1.6%,18,-4.8%
Donovan Mitchell,23.1,UTA,Combo,263,92,+6.2%,53,+0.3%,30,-5.7%,0,-44.2%,5,-12.2%,46,-0.9%,100,+18.1%,98,+12.0%
Royce O'Neale,26.4,UTA,Wing,248,32,-2.7%,24,-5.1%,37,-3.8%,3,-27.0%,11,-9.2%,41,-1.9%,53,+0.1%,48,-0.5%
Brad Wanamaker,30.3,BOS,Combo,265,28,-3.1%,10,-9.4%,11,-11.5%,40,-2.9%,14,-8.1%,22,-8.2%,85,+6.3%,69,+2.7%
Robert Williams,22.0,BOS,Big,143,57,+0.6%,40,-2.8%,63,+2.2%,72,+6.3%,73,+4.3%,20,-9.1%,78,+4.4%,57,+0.8%
Luka Doncic,20.7,DAL,Wing,214,19,-3.8%,7,-11.2%,94,+14.2%,3,-25.6%,46,-1.4%,65,+4.4%,11,-7.3%,25,-3.7%
Michael Porter,21.3,DEN,Forward,436,60,+0.8%,48,-0.8%,39,-2.3%,38,-3.3%,38,-2.7%,66,+4.6%,57,+0.9%,63,+1.8%
Shai Gilgeous-Alexander,21.3,OKC,Wing,279,41,-1.0%,67,+2.6%,99,+24.2%,25,-8.4%,81,+6.2%,52,+1.4%,13,-6.7%,19,-4.6%
Donte DiVincenzo,22.7,MIL,Combo,161,28,-3.2%,57,+1.8%,62,+1.7%,35,-4.2%,48,-1.1%,34,-4.0%,18,-5.9%,13,-5.7%
Landry Shamet,22.6,LAC,Wing,231,10,-5.6%,33,-3.6%,58,+1.0%,11,-16.8%,21,-5.7%,38,-3.0%,24,-4.3%,23,-3.9%
Shake Milton,23.1,PHI,Combo,125,100,+13.4%,100,+34.2%,91,+12.0%,53,+0.3%,79,+6.0%,98,+33.3%,73,+3.4%,90,+7.4%
Duncan Robinson,25.5,MIA,Wing,599,81,+3.9%,74,+3.9%,51,+0.3%,78,+10.1%,69,+3.9%,38,-2.9%,78,+4.2%,68,+2.5%
Gary Clark,25.0,ORL,Forward,143,16,-4.3%,42,-2.2%,2,-19.8%,65,+4.5%,13,-8.6%,96,+27.9%,17,-6.0%,46,-0.9%
Gary Trent Jr.,20.8,POR,Wing,181,4,-7.0%,4,-13.5%,52,+0.3%,19,-10.8%,26,-4.8%,21,-8.3%,31,-3.4%,21,-4.1%
Tyler Herro,19.8,MIA,Combo,705,46,-0.5%,73,+3.7%,40,-2.1%,55,+1.2%,48,-1.2%,54,+1.9%,28,-3.7%,33,-2.4%
Grant Williams,20.9,BOS,Big,163,58,+0.7%,46,-1.3%,81,+8.3%,23,-8.8%,58,+2.4%,78,+7.6%,40,-1.7%,49,-0.5%
Darius Bazley,19.4,OKC,Big,116,45,-0.6%,18,-7.0%,76,+6.0%,8,-18.2%,24,-5.0%,78,+7.7%,76,+3.9%,80,+4.8%
Kendrick Nunn,24.2,MIA,Combo,237,13,-4.8%,64,+2.4%,23,-6.8%,48,-1.2%,25,-4.9%,39,-2.6%,8,-8.8%,8,-7.4%
Luguentz Dort,20.5,OKC,Wing,174,53,-0.1%,21,-6.3%,34,-4.3%,85,+14.2%,74,+4.6%,23,-7.7%,68,+2.4%,51,+0.1%
