Player,Age,Team,Pos,MIN,Diff Rank,Diff,Exp W,OFFENSE: Pts/Poss Rank,OFFENSE: Pts/Poss,OFFENSE: eFG% Rank,OFFENSE: eFG%,OFFENSE: TOV% Rank,OFFENSE: TOV%,OFFENSE: ORB% Rank,OFFENSE: ORB%,OFFENSE: FT Rate Rank,OFFENSE: FT Rate,DEFENSE: Pts/Poss Rank,DEFENSE: Pts/Poss,DEFENSE: eFG% Rank,DEFENSE: eFG%,DEFENSE: TOV% Rank,DEFENSE: TOV%,DEFENSE: ORB% Rank,DEFENSE: ORB%,DEFENSE: FT Rate Rank,DEFENSE: FT Rate
Steven Adams,26.3,OKC,Big,1680,71,+3.2,+8,79,+3.5,81,+2.0%,55,-0.1%,95,+5.8%,81,+2.8,47,+0.4,48,-0.0%,1,-3.0%,85,-2.4%,87,-3.0
LaMarcus Aldridge,34.3,SAS,Big,1753,22,-4.9,-12,30,-2.8,38,-0.9%,44,+0.3%,18,-2.5%,52,+0.0,35,+2.2,35,+0.8%,2,-2.8%,92,-3.3%,81,-2.3
Al-Farouq Aminu,29.1,ORL,Forward,380,20,-5.8,-16,2,-12.8,1,-7.7%,7,+2.6%,81,+2.5%,80,+2.7,92,-7.0,93,-3.9%,61,+0.4%,78,-1.9%,50,+0.2
Kyle Anderson,26.1,MEM,Forward,1296,28,-3.9,-10,10,-7.4,29,-1.5%,21,+1.3%,16,-2.6%,36,-1.2,77,-3.5,85,-2.4%,14,-1.5%,51,-0.0%,83,-2.5
Giannis Antetokounmpo,24.9,MIL,Big,1915,97,+13.6,+26,75,+3.0,77,+1.6%,82,-1.3%,63,+0.8%,70,+1.7,98,-10.6,94,-4.3%,62,+0.4%,64,-0.9%,80,-2.2
Carmelo Anthony,35.4,POR,Big,1897,78,+4.7,+11,29,-2.8,41,-0.7%,95,-2.3%,13,-3.1%,23,-2.4,93,-7.5,55,-0.4%,36,-0.4%,88,-2.7%,99,-7.5
Trevor Ariza,34.3,SAC,Forward,783,51,-0.2,-1,16,-5.5,18,-2.4%,22,+1.3%,44,-0.5%,66,+1.3,85,-5.3,85,-2.5%,94,+2.5%,55,-0.3%,7,+4.8
Trevor Ariza,34.3,POR,Wing,701,97,+12.8,+29,84,+4.7,92,+3.3%,90,-1.8%,8,-4.0%,79,+2.5,95,-8.2,95,-4.4%,49,+0.0%,66,-0.9%,99,-6.6
D.J. Augustin,32.0,ORL,Point,1419,84,+6.1,+16,47,-0.7,36,-1.1%,14,+1.8%,42,-0.7%,90,+4.3,91,-6.8,95,-4.4%,46,-0.1%,18,+2.2%,41,+0.9
J.J. Barea,35.3,DAL,Point,388,21,-5.2,-13,21,-4.4,35,-1.2%,48,+0.1%,8,-4.0%,8,-4.5,45,+0.8,4,+4.4%,96,+2.9%,34,+1.1%,78,-2.0
