Player,Age,Team,Pos,MIN,eFG% Rank,eFG%,2P% Rank,2P%,3P% Rank,3P%,FT% Rank,FT%,ASTD% All Rank,ASTD% All,ASTD% Rim Rank,ASTD% Rim,ASTD% Mid Rank,ASTD% Mid,ASTD% Three Rank,ASTD% Three
DeMar DeRozan,25.2,TOR,Wing,158,11,42.9%,17,40.3%,0,50.0%,0,82.4%,91,34%,57,50%,91,16%,0,100%
Matthew Dellavedova,24.1,CLE,Combo,486,39,45.4%,39,40.4%,33,32.9%,50,79.3%,50,53%,94,0%,67,19%,61,88%
Boris Diaw,32.5,SAS,Big,197,51,50.7%,70,56.6%,27,22.2%,0,69.2%,47,71%,21,79%,74,56%,63,100%
Jared Dudley,29.3,MIL,Forward,110,89,60.0%,44,37.5%,0,57.1%,0,57.1%,0,100%,11,100%,0,100%,11,100%
Tim Duncan,38.5,SAS,Big,249,79,58.9%,81,59.6%,0,0.0%,26,55.9%,84,58%,40,67%,77,50%,0,0%
Mike Dunleavy,34.1,CHI,Wing,388,94,64.9%,69,50.0%,93,49.1%,0,94.7%,20,88%,43,64%,26,80%,0,100%
Monta Ellis,29.0,DAL,Wing,196,66,51.4%,74,50.6%,63,37.9%,0,75.0%,83,48%,49,60%,86,24%,86,73%
Tyreke Evans,25.1,NOP,Wing,125,0,34.9%,11,37.5%,0,18.2%,0,58.8%,100,21%,97,20%,97,0%,97,50%
Festus Ezeli,25.0,GSW,Big,179,65,54.0%,60,54.0%,0,0.0%,21,55.2%,98,52%,74,56%,93,44%,0,0%
Marc Gasol,29.8,MEM,Big,413,7,39.7%,12,39.9%,0,0.0%,79,85.2%,63,66%,58,58%,51,70%,0,0%
Pau Gasol,34.3,CHI,Big,315,44,49.1%,47,50.5%,0,0.0%,63,76.2%,9,86%,9,85%,19,86%,0,0%
Taj Gibson,29.4,CHI,Big,270,37,47.2%,40,47.2%,0,0.0%,42,70.0%,23,76%,26,77%,47,75%,0,0%
Manu Ginobili,37.3,SAS,Wing,130,37,46.3%,0,33.3%,80,40.0%,0,78.3%,54,67%,80,29%,0,0%,0,100%
Drew Gooden,33.1,WAS,Big,177,42,48.3%,2,31.4%,100,48.0%,0,76.9%,14,83%,88,40%,26,83%,63,100%
Eric Gordon,25.9,NOP,Combo,143,83,54.8%,67,48.4%,75,40.6%,0,83.3%,39,61%,56,33%,22,50%,72,77%
Marcin Gortat,30.7,WAS,Big,306,86,62.8%,88,62.8%,0,0.0%,0,66.7%,44,72%,35,73%,49,71%,0,0%
Danny Green,27.4,SAS,Wing,203,26,44.3%,31,42.9%,17,30.0%,0,66.7%,9,95%,20,80%,3,100%,0,100%
Draymond Green,24.7,GSW,Big,781,33,47.1%,51,51.0%,45,27.0%,53,73.6%,58,67%,79,55%,70,61%,63,100%
Jeff Green,28.2,MEM,Forward,295,11,34.9%,22,34.8%,20,23.5%,50,84.6%,78,60%,89,46%,44,67%,100,75%
Blake Griffin,25.6,LAC,Big,556,56,51.3%,58,52.1%,0,14.3%,47,71.7%,77,61%,58,58%,60,65%,63,100%
James Harden,25.2,HOU,Wing,633,63,51.4%,49,47.3%,73,39.0%,92,91.5%,97,22%,83,26%,94,7%,100,37%
John Henson,23.8,MIL,Big,152,81,60.0%,84,60.0%,0,0.0%,0,35.7%,67,63%,53,62%,56,67%,0,0%
Nene Hilario,32.1,WAS,Big,256,30,44.7%,28,44.7%,0,0.0%,0,47.8%,74,62%,70,56%,42,78%,0,0%
Kirk Hinrich,33.8,CHI,Combo,116,61,50.0%,6,25.0%,0,50.0%,0,66.7%,0,100%,0,0%,0,100%,6,100%
Al Horford,28.4,ATL,Big,520,60,51.4%,56,52.0%,0,25.0%,0,75.0%,19,79%,21,79%,40,80%,63,100%
Dwight Howard,28.9,HOU,Big,572,77,57.7%,79,57.7%,0,0.0%,0,41.8%,72,62%,47,64%,88,46%,0,0%
Andre Iguodala,30.8,GSW,Wing,632,83,56.3%,94,58.0%,47,36.3%,0,41.5%,26,81%,26,76%,40,62%,37,97%
Ersan Ilyasova,27.5,MIL,Big,141,2,36.9%,9,39.5%,18,21.7%,0,87.5%,30,75%,49,63%,21,86%,95,80%
Kyrie Irving,22.6,CLE,Point,463,87,51.1%,40,43.2%,100,45.0%,29,84.1%,33,37%,80,17%,40,24%,33,70%
Jarrett Jack,31.0,BKN,Combo,152,89,57.5%,94,59.0%,0,35.7%,0,100.0%,78,32%,78,25%,56,26%,89,60%
LeBron James,29.8,CLE,Wing,843,17,43.8%,43,46.5%,3,22.7%,25,73.1%,94,26%,91,24%,89,20%,94,52%
Amir Johnson,27.5,TOR,Big,111,93,69.0%,98,71.4%,0,0.0%,0,50.0%,30,75%,40,67%,5,100%,0,0%
Joe Johnson,33.3,BKN,Wing,248,20,44.0%,23,41.5%,20,31.6%,0,79.2%,71,56%,77,33%,71,37%,51,92%
James Jones,34.1,CLE,Forward,290,56,49.3%,0,30.0%,60,35.0%,0,100.0%,0,100%,0,0%,0,100%,11,100%
Terrence Jones,22.8,HOU,Big,396,23,43.8%,30,46.0%,9,17.6%,37,66.7%,28,76%,19,80%,53,68%,98,67%
DeAndre Jordan,26.3,LAC,Big,481,98,71.6%,100,71.6%,0,0.0%,5,42.6%,40,72%,30,73%,77,50%,0,0%
Kyle Korver,33.6,ATL,Wing,524,74,53.8%,91,56.5%,43,35.5%,0,81.3%,11,92%,0,100%,23,82%,43,95%
Kosta Koufos,25.7,MEM,Big,127,70,54.8%,63,54.8%,0,0.0%,0,60.0%,91,53%,86,44%,65,63%,0,0%
Courtney Lee,29.1,MEM,Wing,366,91,62.0%,100,58.6%,90,46.7%,0,95.7%,69,62%,57,50%,46,55%,74,86%
David Lee,31.5,GSW,Big,102,14,41.0%,21,41.0%,0,0.0%,0,53.3%,30,75%,14,80%,100,0%,0,0%
Kawhi Leonard,23.3,SAS,Wing,249,69,51.9%,66,49.4%,80,40.0%,42,76.5%,80,53%,57,50%,66,41%,66,90%
Meyers Leonard,22.7,POR,Big,103,100,100.0%,74,57.1%,0,83.3%,0,0.0%,2,93%,0,100%,77,50%,63,100%
Damian Lillard,24.3,POR,Combo,200,28,43.7%,78,52.3%,0,16.7%,0,78.1%,100,23%,89,24%,83,11%,100,40%
Shaun Livingston,29.1,GSW,Combo,369,78,53.8%,83,53.8%,0,0.0%,0,84.0%,56,50%,39,54%,33,44%,0,0%
Brook Lopez,26.6,BKN,Big,232,47,49.4%,42,49.4%,0,0.0%,74,82.5%,56,67%,70,56%,26,83%,0,0%
Robin Lopez,26.6,POR,Big,117,81,60.0%,84,60.0%,0,0.0%,0,100.0%,88,56%,100,0%,5,100%,0,0%
Kevin Love,26.1,CLE,Big,106,63,52.4%,14,40.0%,91,42.9%,0,73.7%,23,76%,56,60%,56,67%,93,89%
Kyle Lowry,28.6,TOR,Point,131,13,37.3%,13,38.2%,25,23.8%,0,72.7%,60,28%,33,29%,60,17%,93,40%
O.J. Mayo,27.0,MIL,Wing,155,6,39.6%,3,35.3%,20,31.6%,0,100.0%,54,67%,57,50%,51,50%,0,100%
CJ McCollum,23.1,POR,Wing,165,89,57.7%,51,47.7%,97,52.4%,0,76.9%,86,47%,94,23%,80,25%,60,91%
Khris Middleton,23.2,MIL,Wing,231,23,44.0%,20,41.4%,33,32.4%,0,93.3%,49,69%,37,67%,49,53%,60,91%
Patty Mills,26.2,SAS,Combo,112,94,69.0%,22,35.7%,100,57.1%,0,100.0%,17,81%,6,100%,39,33%,61,88%
Paul Millsap,29.7,ATL,Big,564,28,44.3%,26,43.8%,55,30.6%,58,74.4%,47,71%,44,65%,65,63%,63,100%
Nikola Mirotic,23.7,CHI,Forward,149,0,32.8%,11,31.3%,0,23.1%,0,75.0%,22,88%,33,78%,0,100%,11,100%
Timofey Mozgov,28.3,CLE,Big,523,49,50.0%,44,50.0%,0,0.0%,68,79.0%,5,88%,7,86%,5,100%,0,0%
Joakim Noah,29.7,CHI,Big,389,12,40.5%,19,40.5%,0,0.0%,0,35.0%,60,67%,37,71%,77,50%,0,0%
Dirk Nowitzki,36.4,DAL,Big,180,40,47.6%,49,50.7%,36,23.5%,100,92.9%,93,53%,88,40%,86,48%,63,100%
Zaza Pachulia,30.7,MIL,Big,128,9,40.0%,14,40.0%,0,0.0%,0,61.5%,53,69%,95,33%,44,77%,0,0%
Tony Parker,32.5,SAS,Point,209,7,36.7%,20,40.2%,0,0.0%,0,58.8%,67,24%,20,33%,53,19%,0,0%
Patrick Patterson,25.6,TOR,Big,105,91,68.5%,93,66.7%,0,46.7%,0,100.0%,16,80%,0,100%,98,25%,63,100%
Chris Paul,29.5,LAC,Point,444,100,58.2%,100,54.8%,92,42.9%,86,94.1%,100,13%,93,0%,93,2%,87,41%
Paul Pierce,37.1,WAS,Wing,297,97,65.2%,26,41.7%,97,52.4%,0,85.0%,26,81%,29,71%,80,25%,34,97%
Quincy Pondexter,26.6,NOP,Wing,124,3,37.0%,14,38.9%,0,30.0%,0,85.7%,43,70%,17,83%,97,0%,89,67%
Otto Porter,21.4,WAS,Wing,329,60,51.1%,60,48.2%,60,37.5%,0,47.6%,23,85%,20,80%,31,71%,0,100%
Pablo Prigioni,37.5,HOU,Point,279,47,43.1%,67,46.7%,42,27.8%,0,75.0%,13,47%,0,50%,100,0%,47,60%
Zach Randolph,33.3,MEM,Big,380,19,42.8%,23,42.9%,0,25.0%,84,87.9%,81,59%,84,48%,63,64%,63,100%
JJ Redick,30.4,LAC,Wing,539,80,54.3%,54,47.9%,77,39.8%,100,93.9%,14,90%,14,89%,20,85%,46,94%
Austin Rivers,22.3,LAC,Combo,233,61,50.0%,61,47.7%,58,36.7%,0,63.2%,67,43%,67,30%,72,18%,56,91%
Derrick Rose,26.1,CHI,Combo,452,33,44.8%,44,41.4%,50,35.9%,100,89.7%,72,32%,61,31%,78,14%,83,61%
Terrence Ross,23.7,TOR,Wing,104,51,48.3%,37,45.5%,37,33.3%,0,0.0%,0,100%,0,100%,3,100%,0,100%
Dennis Schroder,21.1,ATL,Point,281,27,41.3%,33,43.1%,17,23.5%,57,85.7%,53,29%,73,18%,0,56%,60,50%
Mike Scott,26.3,ATL,Big,157,16,41.5%,74,57.1%,0,16.0%,0,100.0%,79,60%,93,38%,5,100%,63,100%
Ramon Sessions,28.6,WAS,Combo,217,44,46.3%,17,35.6%,83,45.5%,0,68.4%,44,58%,50,42%,94,0%,6,100%
Iman Shumpert,24.4,CLE,Wing,693,43,46.6%,9,36.6%,50,36.3%,33,73.7%,46,69%,71,40%,69,38%,49,94%
JR Smith,29.1,CLE,Wing,552,77,54.0%,69,50.0%,57,36.7%,0,70.0%,60,65%,86,25%,63,42%,83,82%
Josh Smith,28.9,HOU,Big,393,53,50.8%,37,47.2%,73,38.0%,11,43.2%,86,56%,74,56%,91,45%,98,67%
Tony Snell,23.0,CHI,Wing,121,46,47.2%,37,45.5%,30,32.0%,0,100.0%,0,100%,0,100%,3,100%,0,100%
Tiago Splitter,29.8,SAS,Big,123,5,37.5%,7,37.5%,0,0.0%,0,31.6%,21,78%,28,75%,5,100%,0,0%
Jeff Teague,26.4,ATL,Point,526,53,45.4%,53,44.3%,58,32.3%,71,86.7%,73,22%,60,24%,87,6%,73,43%
Jason Terry,37.1,HOU,Combo,485,72,53.4%,83,53.8%,42,35.4%,0,81.3%,22,72%,44,44%,28,47%,44,97%
Isaiah Thomas,25.7,BOS,Point,118,0,36.1%,27,41.7%,0,16.7%,100,96.9%,93,17%,93,0%,73,14%,40,67%
Klay Thompson,24.7,GSW,Wing,758,71,53.1%,63,48.9%,70,39.0%,58,80.0%,40,71%,40,66%,43,60%,71,86%
Tristan Thompson,23.6,CLE,Big,724,72,55.5%,67,55.5%,0,0.0%,32,58.5%,70,62%,49,63%,72,61%,0,0%
Evan Turner,26.0,BOS,Combo,116,11,38.6%,11,35.0%,0,50.0%,0,87.5%,83,31%,78,25%,61,20%,6,100%
Beno Udrih,32.3,MEM,Point,171,60,45.8%,73,48.2%,33,25.0%,0,83.3%,27,39%,20,33%,33,28%,13,100%
Jonas Valanciunas,22.5,TOR,Big,103,58,51.4%,53,51.4%,0,0.0%,0,87.5%,65,63%,65,57%,33,80%,0,0%
John Wall,24.2,WAS,Point,271,33,42.0%,47,43.5%,8,18.8%,43,84.6%,80,19%,47,28%,80,9%,100,33%
Deron Williams,30.3,BKN,Point,191,73,47.8%,7,37.2%,75,42.3%,0,85.7%,7,52%,53,25%,13,38%,27,82%
Lou Williams,28.0,TOR,Combo,102,6,36.0%,33,40.0%,8,20.0%,0,83.3%,89,25%,94,0%,94,0%,6,100%
Thaddeus Young,26.4,BKN,Big,189,26,43.9%,33,46.8%,0,0.0%,0,41.7%,51,69%,65,57%,33,80%,0,0%
