Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,HALFCOURT: Pts/Play Rank,HALFCOURT: Pts/Play,HALFCOURT: OREB% Rank,HALFCOURT: OREB%,HALFCOURT: % of Plays Rank,HALFCOURT: % of Plays,PUTBACKS: Pts/Miss Rank,PUTBACKS: Pts/Miss,PUTBACKS: Plays/Miss Rank,PUTBACKS: Plays/Miss,PUTBACKS: Pts/Play Rank,PUTBACKS: Pts/Play
Alan Anderson,30.0,TOR,Wing,1406,10,+5.6,12,+5.2,15,+3.4%,89,+1.7%,3,+5.9,8,+3.1,13,+13.4
James Anderson,23.6,HOU,Wing,229,24,+2.9,42,+0.9,17,+3.1%,41,-0.4%,15,+3.3,59,-0.4,4,+22.8
Ryan Anderson,24.5,NOH,Big,2478,5,+7.1,13,+5.0,18,+2.9%,42,-0.3%,17,+3.0,41,+0.4,10,+15.0
Carmelo Anthony,28.4,NYK,Forward,2475,32,+1.9,18,+3.7,47,+0.2%,39,-0.5%,56,-0.4,36,+0.8,75,-7.9
Joel Anthony,30.2,MIA,Big,507,8,+6.0,13,+5.0,49,+0.1%,56,+0.1%,55,-0.3,41,+0.4,68,-5.0
Trevor Ariza,27.3,WAS,Wing,1450,67,-1.7,74,-2.6,26,+1.9%,50,-0.0%,70,-1.5,24,+1.4,95,-19.2
Darrell Arthur,24.6,MEM,Big,931,4,+7.7,2,+8.4,23,+2.2%,63,+0.4%,19,+2.8,43,+0.3,12,+13.9
Omer Asik,26.3,HOU,Big,2453,95,-6.8,89,-5.3,97,-5.9%,62,+0.4%,99,-9.3,93,-3.0,99,-33.3
D.J. Augustin,25.0,IND,Point,1150,32,+2.0,25,+2.7,29,+1.6%,11,-1.6%,72,-1.7,24,+1.5,95,-19.7
Gustavo Ayon,27.6,ORL,Big,567,54,-0.2,42,+1.0,67,-1.2%,80,+1.2%,19,+2.8,40,+0.5,13,+13.5
Gustavo Ayon,27.6,MIL,Big,137,100,-14.3,100,-14.0,41,+0.6%,99,+4.4%,96,-5.6,86,-2.2,93,-17.3
Jeff Ayres,25.5,IND,Big,268,71,-2.1,65,-1.6,57,-0.5%,96,+2.4%,99,-7.6,82,-1.8,100,-41.0
Luke Babbitt,23.4,POR,Forward,672,60,-0.8,45,+0.6,72,-1.5%,96,+2.3%,81,-2.6,95,-3.6,16,+11.8
Leandro Barbosa,29.9,BOS,Combo,476,47,+0.4,61,-1.1,58,-0.5%,97,+2.5%,22,+2.5,77,-1.4,2,+24.3
J.J. Barea,28.4,MIN,Combo,1642,56,-0.4,67,-1.8,43,+0.5%,57,+0.2%,38,+1.0,45,+0.2,35,+4.3
Andrea Bargnani,27.0,TOR,Big,995,22,+3.2,44,+0.7,30,+1.5%,5,-2.2%,62,-1.0,30,+1.1,86,-12.5
Harrison Barnes,20.4,GSW,Wing,2019,50,+0.0,60,-1.0,80,-2.3%,20,-1.2%,58,-0.5,65,-0.7,43,+1.5
Matt Barnes,32.6,LAC,Wing,1927,83,-3.8,91,-5.8,24,+2.1%,47,-0.2%,21,+2.6,40,+0.5,17,+11.0
Earl Barron,31.2,WAS,Big,114,83,-3.9,21,+3.3,97,-5.9%,33,-0.7%,3,+6.3,75,-1.2,0,+48.8
Will Barton,21.8,POR,Wing,808,32,+1.9,23,+3.0,55,-0.3%,53,+0.1%,46,+0.5,57,-0.3,31,+5.4
Brandon Bass,27.5,BOS,Big,2218,7,+6.3,11,+5.3,42,+0.5%,6,-2.1%,50,+0.1,35,+0.8,68,-4.9
Shane Battier,34.1,MIA,Forward,1771,57,-0.6,69,-2.0,34,+1.3%,18,-1.2%,24,+2.4,11,+2.7,66,-4.4
Nicolas Batum,23.9,POR,Wing,2798,62,-0.8,66,-1.6,28,+1.8%,22,-1.1%,59,-0.6,42,+0.4,71,-6.0
Jerryd Bayless,24.2,MEM,Combo,1685,4,+7.8,3,+8.2,19,+2.9%,57,+0.2%,49,+0.2,34,+0.9,66,-4.4
Aron Baynes,25.9,SAS,Big,107,47,+0.3,1,+9.2,91,-3.7%,44,-0.3%,22,+2.5,18,+2.0,40,+2.5
Kent Bazemore,23.3,GSW,Combo,169,16,+4.3,28,+2.3,1,+8.4%,12,-1.6%,41,+0.7,77,-1.5,5,+18.0
Bradley Beal,19.3,WAS,Wing,1720,60,-0.7,54,-0.3,49,+0.1%,37,-0.5%,63,-1.0,60,-0.5,61,-2.8
Michael Beasley,23.8,PHX,Forward,1510,12,+5.2,7,+6.1,66,-1.1%,73,+0.8%,49,+0.2,61,-0.5,38,+3.2
Rodrigue Beaubois,24.7,DAL,Combo,481,89,-4.9,64,-1.4,75,-1.7%,95,+2.2%,92,-4.6,88,-2.4,84,-11.4
Marco Belinelli,26.6,CHI,Wing,1843,22,+3.2,28,+2.3,13,+3.5%,10,-1.8%,22,+2.5,3,+4.1,88,-14.0
Patrick Beverley,24.3,HOU,Point,642,94,-6.2,97,-8.7,20,+2.7%,19,-1.2%,21,+2.6,17,+2.0,45,+1.3
Andris Biedrins,26.6,GSW,Big,492,54,-0.2,73,-2.4,38,+0.9%,25,-1.0%,42,+0.7,70,-1.0,12,+14.1
Chauncey Billups,36.1,LAC,Wing,417,5,+7.0,4,+7.5,33,+1.4%,60,+0.3%,9,+4.2,18,+1.9,15,+12.5
Bismack Biyombo,20.2,CHA,Big,2144,53,-0.2,28,+2.4,66,-1.2%,87,+1.6%,66,-1.3,60,-0.5,61,-2.7
DeJuan Blair,23.5,SAS,Big,745,23,+3.2,11,+5.3,74,-1.6%,32,-0.7%,13,+3.6,14,+2.2,29,+6.3
Steve Blake,32.7,LAL,Combo,1167,73,-2.3,58,-0.8,92,-3.7%,38,-0.5%,63,-1.1,45,+0.2,80,-9.3
Andray Blatche,26.2,BKN,Big,1464,35,+1.7,33,+1.9,39,+0.7%,55,+0.1%,31,+1.8,13,+2.3,67,-4.4
Eric Bledsoe,22.9,LAC,Combo,1420,93,-5.8,94,-7.1,24,+2.2%,11,-1.6%,37,+1.0,48,+0.1,32,+5.3
Keith Bogans,32.5,BKN,Wing,1394,33,+1.8,37,+1.4,28,+1.8%,16,-1.3%,41,+0.8,9,+3.0,90,-14.5
Andrew Bogut,27.9,GSW,Big,784,54,-0.3,71,-2.1,77,-2.0%,67,+0.5%,92,-4.6,92,-2.9,75,-7.9
Matt Bonner,32.6,SAS,Big,811,28,+2.5,39,+1.2,56,-0.4%,71,+0.8%,71,-1.7,81,-1.8,44,+1.4
Trevor Booker,24.9,WAS,Big,868,12,+5.3,31,+2.1,30,+1.6%,19,-1.2%,16,+3.1,6,+3.3,62,-3.0
Carlos Boozer,30.9,CHI,Big,2539,14,+4.7,15,+4.5,94,-4.1%,57,+0.2%,74,-1.9,88,-2.4,36,+4.1
Chris Bosh,28.6,MIA,Big,2445,73,-2.3,52,-0.2,68,-1.3%,74,+0.9%,47,+0.4,55,-0.3,36,+3.7
Avery Bradley,21.9,BOS,Combo,1425,52,-0.2,74,-2.6,18,+3.0%,12,-1.6%,32,+1.7,43,+0.3,27,+6.5
Elton Brand,33.6,DAL,Big,1518,50,+0.0,43,+0.8,50,+0.0%,68,+0.6%,76,-2.2,67,-0.8,73,-7.1
Corey Brewer,26.7,DEN,Wing,1938,40,+1.1,82,-3.8,4,+6.2%,17,-1.3%,13,+3.7,16,+2.1,26,+6.6
Ronnie Brewer,27.6,NYK,Wing,681,56,-0.5,58,-0.7,26,+2.0%,17,-1.3%,39,+0.9,25,+1.4,69,-5.0
Ronnie Brewer,27.6,OKC,Forward,102,4,+7.6,6,+6.7,0,+11.2%,0,-4.0%,1,+9.3,0,+8.2,52,-0.0
Aaron Brooks,27.8,SAC,Point,936,23,+3.0,26,+2.6,38,+0.9%,57,+0.1%,68,-1.4,48,+0.1,75,-7.4
MarShon Brooks,23.8,BKN,Wing,799,59,-0.6,55,-0.4,8,+4.5%,48,-0.1%,60,-0.7,34,+0.9,81,-9.5
Kwame Brown,30.6,PHI,Big,267,58,-0.6,16,+4.2,91,-3.6%,13,-1.5%,72,-1.7,73,-1.2,64,-3.9
Shannon Brown,26.9,PHX,Wing,1381,29,+2.3,28,+2.4,20,+2.7%,88,+1.6%,16,+3.2,23,+1.5,26,+7.2
Kobe Bryant,34.2,LAL,Wing,3008,15,+4.6,36,+1.5,25,+2.1%,37,-0.5%,5,+5.2,11,+2.6,9,+15.2
Chase Budinger,24.4,MIN,Wing,468,74,-2.5,55,-0.4,35,+1.1%,87,+1.6%,98,-7.5,93,-3.1,98,-26.5
Alec Burks,21.3,UTA,Combo,1032,88,-4.4,79,-3.2,83,-2.5%,57,+0.2%,85,-3.2,77,-1.5,79,-8.9
Caron Butler,32.6,LAC,Wing,1867,13,+5.1,2,+8.4,89,-3.3%,82,+1.3%,88,-3.6,80,-1.7,78,-8.5
Jimmy Butler,23.1,CHI,Wing,2042,49,+0.0,57,-0.6,24,+2.2%,60,+0.2%,26,+2.2,28,+1.2,29,+6.0
Will Bynum,29.8,DET,Point,1134,13,+5.0,19,+3.5,44,+0.3%,43,-0.3%,57,-0.4,64,-0.6,47,+0.6
Jose Calderon,31.1,TOR,Point,1262,42,+0.9,33,+1.9,63,-0.8%,8,-2.0%,69,-1.5,78,-1.5,42,+1.7
Jose Calderon,31.1,DET,Point,877,37,+1.3,61,-1.0,46,+0.2%,11,-1.6%,25,+2.2,24,+1.5,44,+1.4
Marcus Camby,38.6,NYK,Big,242,92,-5.6,91,-5.6,11,+3.8%,72,+0.8%,21,+2.6,17,+2.0,46,+0.9
DeMarre Carroll,26.3,UTA,Wing,1055,92,-5.7,80,-3.3,63,-0.9%,87,+1.6%,76,-2.2,87,-2.2,39,+2.8
Vince Carter,35.8,DAL,Wing,2085,83,-3.9,83,-4.2,90,-3.4%,73,+0.8%,83,-2.9,91,-2.7,48,+0.6
Omri Casspi,24.4,CLE,Wing,446,97,-8.3,96,-7.9,92,-3.7%,55,+0.1%,92,-4.4,86,-2.2,86,-12.2
Mario Chalmers,26.5,MIA,Point,2057,95,-7.1,87,-4.8,67,-1.2%,50,-0.1%,79,-2.5,65,-0.7,77,-8.3
Tyson Chandler,30.1,NYK,Big,2158,51,-0.1,41,+1.0,87,-3.0%,66,+0.5%,81,-2.6,87,-2.3,53,-0.2
Wilson Chandler,25.5,DEN,Forward,1056,77,-2.9,72,-2.3,21,+2.5%,65,+0.5%,53,-0.2,18,+2.0,86,-12.4
Earl Clark,24.8,LAL,Big,1331,31,+2.0,19,+3.5,53,-0.1%,30,-0.8%,27,+2.1,41,+0.4,22,+8.8
Victor Claver,24.2,POR,Forward,769,26,+2.6,9,+5.7,93,-4.0%,45,-0.2%,18,+2.9,69,-1.0,2,+24.3
Norris Cole,24.1,MIA,Point,1476,6,+6.8,15,+4.4,37,+1.0%,47,-0.1%,32,+1.7,40,+0.5,31,+5.5
Jason Collins,33.9,BOS,Big,325,54,-0.2,38,+1.3,75,-1.7%,38,-0.5%,26,+2.1,20,+1.8,45,+1.0
Darren Collison,25.2,DAL,Point,2351,18,+4.0,26,+2.7,38,+0.9%,4,-2.4%,31,+1.8,15,+2.1,61,-2.9
Nick Collison,32.0,OKC,Big,1547,33,+1.9,20,+3.4,37,+1.0%,95,+2.2%,53,-0.1,46,+0.2,58,-1.9
Mike Conley,25.1,MEM,Point,2749,99,-9.0,94,-7.0,87,-3.0%,41,-0.3%,56,-0.4,54,-0.2,51,+0.1
Daequan Cook,25.5,HOU,Wing,109,0,+14.8,0,+16.9,1,+9.2%,59,+0.2%,96,-5.8,84,-2.0,97,-24.8
Daequan Cook,25.5,CHI,Wing,225,67,-1.6,60,-0.9,51,+0.0%,35,-0.6%,23,+2.5,58,-0.4,5,+19.0
Chris Copeland,28.6,NYK,Big,762,43,+0.8,48,+0.2,67,-1.2%,78,+1.1%,91,-4.2,80,-1.7,90,-15.0
DeMarcus Cousins,22.2,SAC,Big,2271,41,+1.0,24,+2.8,88,-3.1%,21,-1.1%,68,-1.4,76,-1.3,48,+0.6
Jamal Crawford,32.6,LAC,Wing,2126,79,-3.3,95,-7.3,10,+3.8%,7,-2.0%,11,+3.9,26,+1.3,15,+12.2
Jordan Crawford,24.0,WAS,Combo,1104,54,-0.3,88,-5.0,23,+2.3%,9,-1.9%,11,+3.8,19,+1.9,18,+10.2
Jordan Crawford,24.0,BOS,Combo,551,48,+0.2,43,+0.8,80,-2.3%,53,+0.0%,44,+0.6,37,+0.6,51,+0.1
Jae Crowder,22.3,DAL,Forward,1268,64,-1.0,57,-0.7,34,+1.3%,82,+1.3%,50,+0.1,47,+0.1,50,+0.2
Dante Cunningham,25.5,MIN,Big,1939,64,-1.0,61,-1.0,31,+1.5%,96,+2.4%,62,-1.0,85,-2.0,24,+8.2
Stephen Curry,24.6,GSW,Combo,2975,30,+2.2,33,+1.9,53,-0.1%,54,+0.1%,8,+4.3,7,+3.1,35,+4.3
Samuel Dalembert,32.5,MIL,Big,743,11,+5.6,3,+7.8,61,-0.7%,36,-0.6%,43,+0.6,59,-0.4,29,+6.2
Marquis Daniels,31.8,MIL,Wing,1012,86,-4.3,72,-2.3,85,-2.7%,26,-1.0%,65,-1.2,80,-1.7,37,+3.6
Anthony Davis,19.6,NOH,Big,1822,53,-0.2,64,-1.5,44,+0.3%,52,+0.0%,65,-1.3,55,-0.3,70,-5.4
Ed Davis,23.4,TOR,Big,1070,37,+1.4,54,-0.4,26,+1.9%,36,-0.6%,22,+2.5,57,-0.3,7,+17.0
Ed Davis,23.4,MEM,Big,526,79,-3.2,71,-2.1,47,+0.2%,75,+1.0%,68,-1.4,29,+1.1,92,-15.8
Glen Davis,26.8,ORL,Big,1060,96,-7.8,97,-8.4,58,-0.5%,58,+0.2%,43,+0.6,53,-0.2,30,+5.7
Austin Daye,24.4,DET,Wing,302,79,-3.1,66,-1.7,47,+0.2%,96,+2.3%,92,-4.5,70,-1.1,94,-18.2
Austin Daye,24.4,MEM,Forward,299,2,+8.6,4,+7.2,88,-3.1%,0,-4.2%,83,-3.1,72,-1.1,86,-12.2
Nando De Colo,25.4,SAS,Combo,782,30,+2.1,31,+2.1,17,+3.1%,8,-2.0%,3,+6.1,3,+3.9,24,+7.9
DeMar DeRozan,23.2,TOR,Wing,2995,83,-3.9,76,-2.8,97,-5.4%,30,-0.8%,95,-5.3,99,-5.0,46,+1.0
Carlos Delfino,30.2,HOU,Wing,1646,69,-1.9,67,-1.8,9,+4.1%,51,-0.0%,38,+1.0,13,+2.3,77,-8.4
Luol Deng,27.5,CHI,Forward,2890,37,+1.4,39,+1.2,48,+0.1%,35,-0.6%,48,+0.3,47,+0.1,52,+0.0
Boris Diaw,30.5,SAS,Big,1685,11,+5.4,19,+3.5,7,+4.8%,43,-0.3%,8,+4.6,7,+3.2,27,+6.6
DeSagana Diop,30.8,CHA,Big,191,66,-1.3,98,-9.9,3,+7.8%,3,-2.8%,40,+0.8,19,+1.9,74,-7.3
Toney Douglas,26.6,HOU,Combo,837,18,+4.1,27,+2.5,6,+4.9%,67,+0.6%,25,+2.3,33,+0.9,28,+6.4
Toney Douglas,26.6,SAC,Combo,326,95,-7.0,97,-8.1,29,+1.6%,65,+0.5%,63,-1.0,39,+0.5,82,-10.3
Goran Dragic,26.5,PHX,Point,2564,44,+0.7,27,+2.5,79,-2.2%,42,-0.3%,61,-0.8,53,-0.2,60,-2.6
Andre Drummond,19.2,DET,Big,1185,43,+0.7,59,-0.8,6,+4.9%,36,-0.6%,44,+0.5,16,+2.1,83,-11.0
Jared Dudley,27.3,PHX,Wing,2150,94,-6.3,76,-2.9,71,-1.4%,83,+1.4%,80,-2.5,66,-0.8,76,-8.2
Chris Duhon,30.2,LAL,Point,778,16,+4.4,25,+2.7,12,+3.6%,65,+0.5%,44,+0.5,51,-0.1,35,+4.2
Tim Duncan,36.5,SAS,Big,2069,88,-4.4,81,-3.6,91,-3.7%,45,-0.2%,90,-4.0,78,-1.5,87,-13.4
Mike Dunleavy,32.1,MIL,Wing,1888,55,-0.4,30,+2.2,83,-2.5%,99,+3.5%,70,-1.5,52,-0.1,74,-7.2
Kevin Durant,24.1,OKC,Forward,3112,32,+1.9,20,+3.4,71,-1.5%,40,-0.4%,58,-0.5,67,-0.9,42,+1.9
Devin Ebanks,23.0,LAL,Forward,170,26,+2.8,92,-6.1,61,-0.7%,28,-0.9%,10,+4.0,81,-1.8,1,+39.7
Wayne Ellington,24.9,MEM,Wing,656,82,-3.6,82,-3.7,22,+2.4%,97,+2.4%,10,+3.9,27,+1.3,11,+14.2
Wayne Ellington,24.9,CLE,Wing,949,59,-0.7,83,-4.0,76,-1.8%,21,-1.1%,21,+2.7,62,-0.6,7,+17.2
Monta Ellis,27.0,MIL,Combo,3057,36,+1.5,75,-2.8,32,+1.4%,3,-2.8%,30,+1.8,54,-0.2,18,+10.4
Kim English,24.1,DET,Wing,285,3,+7.9,2,+8.9,77,-2.0%,26,-0.9%,32,+1.8,47,+0.1,21,+9.3
Jeremy Evans,25.0,UTA,Big,134,100,-10.7,99,-11.6,97,-5.4%,63,+0.4%,48,+0.3,99,-5.3,0,+47.2
Reggie Evans,32.5,BKN,Big,1951,76,-2.7,53,-0.2,96,-4.9%,93,+2.0%,96,-5.8,99,-5.1,55,-1.0
Tyreke Evans,23.1,SAC,Wing,2007,57,-0.5,29,+2.2,81,-2.3%,58,+0.2%,82,-2.6,79,-1.7,67,-4.5
Festus Ezeli,23.0,GSW,Big,1065,62,-0.8,42,+0.9,69,-1.3%,66,+0.5%,50,+0.1,52,-0.2,45,+1.3
Kenneth Faried,23.0,DEN,Big,2239,46,+0.5,16,+4.3,91,-3.7%,92,+1.9%,87,-3.6,94,-3.3,47,+0.7
Derrick Favors,21.3,UTA,Big,1711,77,-2.8,83,-3.9,70,-1.4%,61,+0.3%,78,-2.3,63,-0.6,81,-9.6
Raymond Felton,28.4,NYK,Combo,2302,19,+4.0,18,+3.9,40,+0.7%,32,-0.7%,45,+0.5,50,-0.1,37,+3.7
Landry Fields,24.3,TOR,Forward,983,38,+1.3,61,-1.0,42,+0.5%,23,-1.1%,2,+6.7,13,+2.3,4,+21.3
Derek Fisher,38.2,DAL,Combo,228,87,-4.4,1,+10.3,100,-13.0%,100,+10.2%,100,-14.2,100,-13.6,2,+28.3
Derek Fisher,38.2,OKC,Wing,310,24,+2.9,34,+1.7,82,-2.4%,82,+1.3%,55,-0.3,81,-1.8,24,+7.9
Evan Fournier,20.0,DEN,Combo,309,92,-5.8,83,-3.9,79,-2.2%,41,-0.4%,68,-1.4,26,+1.3,88,-14.0
Randy Foye,29.1,UTA,Combo,2229,14,+5.0,29,+2.2,19,+2.9%,20,-1.1%,6,+4.9,7,+3.2,28,+6.4
Jimmer Fredette,23.7,SAC,Combo,835,13,+5.2,30,+2.2,20,+2.7%,49,-0.1%,12,+3.7,30,+1.1,11,+14.5
Joel Freeland,25.7,POR,Big,392,58,-0.6,77,-3.0,62,-0.8%,11,-1.7%,81,-2.5,87,-2.2,52,-0.0
Danilo Gallinari,24.2,DEN,Forward,2303,65,-1.1,27,+2.5,93,-4.0%,83,+1.4%,82,-2.7,90,-2.6,41,+2.2
Francisco Garcia,30.8,SAC,Wing,696,70,-2.0,90,-5.5,29,+1.7%,17,-1.3%,26,+2.2,19,+1.8,49,+0.3
Francisco Garcia,30.8,HOU,Wing,282,70,-2.0,86,-4.7,40,+0.6%,6,-2.1%,23,+2.4,78,-1.6,2,+27.7
Kevin Garnett,36.5,BOS,Big,2012,99,-10.6,96,-8.0,93,-4.0%,97,+2.5%,67,-1.4,94,-3.4,10,+15.1
Diante Garrett,24.0,PHX,Combo,104,1,+9.9,38,+1.3,51,+0.0%,1,-3.7%,0,+11.8,53,-0.2,0,+66.5
Marc Gasol,27.8,MEM,Big,2781,95,-7.2,90,-5.5,82,-2.4%,64,+0.5%,95,-5.4,82,-1.8,96,-21.1
Pau Gasol,32.3,LAL,Big,1651,68,-1.8,59,-0.8,73,-1.6%,20,-1.1%,54,-0.2,24,+1.5,82,-10.3
Rudy Gay,26.2,MEM,Wing,1535,66,-1.3,59,-0.8,74,-1.7%,12,-1.6%,74,-2.0,43,+0.3,87,-13.1
Rudy Gay,26.2,TOR,Forward,1144,98,-8.9,98,-9.1,84,-2.7%,44,-0.3%,98,-7.6,98,-5.0,85,-11.4
Alonzo Gee,25.4,CLE,Wing,2536,9,+5.9,15,+4.5,18,+2.9%,6,-2.2%,13,+3.5,10,+2.7,40,+2.4
Mickael Gelabale,29.4,MIN,Wing,587,44,+0.7,35,+1.5,67,-1.2%,36,-0.6%,84,-3.1,42,+0.4,94,-19.1
Paul George,22.5,IND,Wing,2964,75,-2.6,51,-0.2,58,-0.5%,78,+1.1%,83,-3.0,81,-1.8,72,-6.5
Daniel Gibson,26.7,CLE,Combo,853,29,+2.3,49,+0.1,34,+1.3%,81,+1.2%,50,+0.2,32,+1.0,67,-4.8
Taj Gibson,27.4,CHI,Big,1423,74,-2.3,56,-0.5,16,+3.1%,75,+1.0%,62,-1.0,25,+1.4,90,-14.6
Manu Ginobili,35.3,SAS,Wing,1375,57,-0.5,81,-3.6,11,+3.8%,22,-1.1%,30,+1.8,43,+0.3,20,+9.6
Drew Gooden,31.1,MIL,Big,128,14,+4.9,73,-2.5,2,+8.0%,20,-1.1%,6,+5.1,35,+0.8,4,+21.5
Ben Gordon,29.6,CHA,Wing,1533,2,+8.8,24,+2.8,10,+4.0%,14,-1.5%,2,+6.8,3,+4.2,22,+8.8
Eric Gordon,23.9,NOH,Wing,1261,49,+0.0,50,+0.0,79,-2.3%,44,-0.3%,43,+0.6,24,+1.5,74,-7.4
Marcin Gortat,28.7,PHX,Big,1867,67,-1.6,51,-0.1,76,-1.9%,84,+1.4%,34,+1.4,75,-1.3,10,+14.6
Aaron Gray,27.9,TOR,Big,481,61,-0.8,22,+3.3,98,-6.3%,80,+1.2%,85,-3.2,94,-3.5,36,+4.2
Danny Green,25.4,SAS,Wing,2188,67,-1.5,59,-0.8,64,-1.0%,78,+1.1%,45,+0.5,68,-0.9,21,+8.9
Draymond Green,22.7,GSW,Forward,966,71,-2.0,36,+1.5,36,+1.1%,85,+1.5%,74,-2.0,73,-1.2,61,-2.9
Gerald Green,26.8,IND,Wing,975,82,-3.7,76,-2.8,85,-2.8%,53,+0.0%,79,-2.5,81,-1.8,69,-5.1
Jeff Green,26.2,BOS,Forward,2208,47,+0.4,47,+0.5,16,+3.1%,69,+0.6%,35,+1.2,20,+1.7,68,-4.9
Willie Green,31.3,LAC,Wing,1096,21,+3.4,5,+6.9,82,-2.4%,86,+1.5%,89,-3.9,55,-0.2,95,-20.2
Blake Griffin,23.6,LAC,Big,2590,4,+7.7,1,+10.0,95,-4.5%,70,+0.8%,76,-2.2,74,-1.2,68,-4.8
Hamed Haddadi,27.5,PHX,Big,206,98,-8.8,100,-13.6,53,-0.1%,69,+0.7%,64,-1.2,68,-0.9,57,-1.7
Jordan Hamilton,22.1,DEN,Forward,295,6,+6.9,4,+7.2,81,-2.4%,14,-1.5%,64,-1.2,37,+0.7,85,-12.0
Richard Hamilton,34.7,CHI,Wing,1087,66,-1.2,53,-0.2,82,-2.4%,92,+1.9%,93,-4.7,96,-4.0,54,-0.5
Ben Hansbrough,24.9,IND,Point,133,55,-0.4,25,+2.8,41,+0.6%,71,+0.8%,67,-1.3,8,+3.1,98,-25.9
Tyler Hansbrough,27.0,IND,Big,1299,45,+0.6,23,+3.0,12,+3.8%,35,-0.6%,47,+0.4,11,+2.6,89,-14.0
James Harden,23.2,HOU,Wing,2976,20,+3.7,20,+3.5,47,+0.2%,17,-1.3%,65,-1.3,53,-0.2,72,-6.5
Maurice Harkless,19.5,ORL,Forward,1906,27,+2.6,54,-0.3,14,+3.5%,18,-1.3%,36,+1.1,22,+1.6,63,-3.4
Al Harrington,32.7,ORL,Forward,112,1,+10.7,0,+11.2,5,+5.2%,89,+1.7%,20,+2.7,37,+0.6,16,+12.1
Devin Harris,29.7,ATL,Combo,1405,94,-6.6,95,-7.4,38,+0.9%,58,+0.2%,32,+1.7,57,-0.3,15,+12.3
Terrel Harris,25.2,NOH,Wing,102,100,-22.8,100,-13.7,99,-7.8%,99,+3.5%,97,-6.2,100,-6.1,30,+6.0
Tobias Harris,20.3,MIL,Forward,294,20,+3.5,38,+1.3,98,-6.0%,5,-2.2%,33,+1.6,87,-2.3,4,+22.9
Tobias Harris,20.3,ORL,Big,948,98,-8.5,82,-3.8,76,-1.9%,94,+2.1%,99,-8.2,93,-3.0,98,-27.1
Udonis Haslem,32.4,MIA,Big,1399,87,-4.4,71,-2.2,67,-1.2%,80,+1.2%,74,-1.9,89,-2.5,29,+6.0
Spencer Hawes,24.5,PHI,Big,2192,46,+0.5,68,-1.9,15,+3.2%,29,-0.9%,40,+0.8,38,+0.6,44,+1.4
Chuck Hayes,29.4,SAC,Big,1143,93,-5.9,91,-5.8,46,+0.2%,85,+1.5%,59,-0.6,59,-0.4,54,-0.7
Gordon Hayward,22.6,UTA,Wing,2082,49,+0.2,24,+2.8,82,-2.5%,82,+1.3%,84,-3.1,88,-2.4,57,-1.9
Brendan Haywood,32.9,CHA,Big,1148,90,-5.4,87,-4.7,73,-1.6%,68,+0.6%,94,-5.1,96,-4.0,60,-2.5
Gerald Henderson,24.9,CHA,Wing,2113,44,+0.7,21,+3.4,60,-0.6%,68,+0.6%,51,+0.1,44,+0.2,54,-0.7
